parid,caseno,lot,year,curexmptrn,exmp_code_suffix,compute_flg,finexmptrn,curexmptxbl,rectype
1000161776,26590648,1776,2024,145732,68001,A,0,143631,1
1000161078,26587580,1078,2024,75282,68001,A,0,77292,1
1000161721,26590287,1721,2024,233174,68001,A,0,229810,1
1000161769,26590604,1769,2024,268151,68001,A,0,264281,1
1000162076,26592985,2076,2024,158618,68001,A,0,164223,1
1000162017,26592201,2017,2024,125168,68001,A,0,129592,1
1000161084,26587594,1084,2024,78207,68001,A,0,80295,1
1000161495,26589207,1495,2024,218549,68001,A,0,219272,1
1000161240,26588521,1240,2024,643661,68001,A,0,660838,1
1000161201,26588277,1201,2024,111289,68001,A,0,114324,1
1000161089,26587613,1089,2024,126303,68001,A,0,129675,1
1000161420,26588646,1420,2024,159652,68001,A,0,160181,1
1000162211,26594060,2211,2024,92969,68001,A,0,99967,1
1000161237,26588491,1237,2024,133104,68001,A,0,136657,1
1000162036,26592453,2036,2024,113839,68001,A,0,117863,1
1000161614,26589995,1614,2024,187009,68001,A,0,187637,1
1000162057,26592718,2057,2024,119240,68001,A,0,123453,1
2029060089,26618582,89,2025,699300,10211,A,0,729450,1
1000162255,26594760,2255,2024,108321,68001,A,0,116655,1
2029060076,26618550,76,2025,334440,10211,A,0,348750,1
1000161896,26591573,1896,2024,273981,68001,A,0,270026,1
1000161093,26587628,1093,2024,114630,68001,A,0,117691,1
1000162260,26594847,2260,2024,117108,68001,A,0,125922,1
1000161228,26588432,1228,2024,128736,68001,A,0,132172,1
1000161752,26590481,1752,2024,145732,68001,A,0,143631,1
1000161189,26588187,1189,2024,120940,68001,A,0,124170,1
1000162072,26592925,2072,2024,139210,68001,A,0,144130,1
1000161460,26588929,1460,2024,211811,68001,A,0,212512,1
1000161045,26587494,1045,2024,146223,68001,A,0,150125,1
1000161127,26587790,1127,2024,97140,68001,A,0,99733,1
1000162200,26593863,2200,2024,177750,68001,A,0,184050,1
1000161402,26588544,1402,2024,273219,68001,A,0,274123,1
1000161203,26588296,1203,2024,119005,68001,A,0,122182,1
1000161058,26587520,1058,2024,160788,68001,A,0,165080,1
1000161088,26587610,1088,2024,80142,68001,A,0,82282,1
1000161814,26590942,1814,2024,273981,68001,A,0,270026,1
1000130027,26992925,27,2024,0,19851,A,0,0,1
1000162212,26594074,2212,2024,124465,68001,A,0,133832,1
1000161714,26590241,1714,2024,209858,68001,A,0,206829,1
1000161703,26590164,1703,2024,754898,68001,A,0,736137,1
1000161177,26588097,1177,2024,84518,68001,A,0,86775,1
1000161770,26590607,1770,2024,215686,68001,A,0,212574,1
1000161830,26591067,1830,2024,215686,68001,A,0,212574,1
1000161764,26590566,1764,2024,145732,68001,A,0,143631,1
1000161492,26589171,1492,2024,203297,68001,A,0,203971,1
1000161224,26588411,1224,2024,121928,68001,A,0,125182,1
1000070035,26587368,35,2024,725176,16051,A,0,725176,1
1000162035,26592439,2035,2024,114376,68001,A,0,118419,1
1000162056,26592704,2056,2024,94429,68001,A,0,97766,1
1000161111,26587711,1111,2024,84518,68001,A,0,86775,1
1000161403,26588550,1403,2024,230378,68001,A,0,231140,1
1000161779,26590670,1779,2024,192369,68001,A,0,189593,1
1000161727,26590315,1727,2024,145732,68001,A,0,143631,1
1000161931,26591825,1931,2024,221516,68001,A,0,218319,1
1000161613,26589987,1613,2024,336052,68001,A,0,337163,1
1000162095,26593254,2095,2024,146760,68001,A,0,151947,1
1000161079,26587581,1079,2024,75776,68001,A,0,77800,1
1000162242,26594554,2242,2024,89472,68001,A,0,96655,1
1000090007,26587370,7,2024,632682,11011,A,0,644580,1
1000161831,26591076,1831,2024,338104,68001,A,0,333224,1
1000162209,26594007,2209,2024,102789,68001,A,0,110525,1
1000161719,26590273,1719,2024,209858,68001,A,0,206829,1
1000162026,26592321,2026,2024,86636,68001,A,0,89783,1
1000161626,26590072,1626,2024,247215,68001,A,0,248032,1
1000162068,26592868,2068,2024,111682,68001,A,0,115629,1
1000161947,26591944,1947,2024,273981,68001,A,0,270026,1
1000162023,26592279,2023,2024,112775,68001,A,0,116760,1
1000161595,26589869,1595,2024,268074,68001,A,0,268961,1
1000161490,26589161,1490,2024,170292,68001,A,0,170856,1
1000162077,26593003,2077,2024,140272,68001,A,0,145229,1
1000162130,26593793,2130,2024,103598,68001,A,0,107259,1
1000161463,26588947,1463,2024,239251,68001,A,0,240044,1
1000161828,26591051,1828,2024,273981,68001,A,0,270026,1
1000161732,26590345,1732,2024,192369,68001,A,0,189593,1
1000161716,26590255,1716,2024,204027,68001,A,0,201083,1
1000162262,26594886,2262,2024,111701,68001,A,0,120109,1
1000161946,26591929,1946,2024,215686,68001,A,0,212574,1
1000161119,26587749,1119,2024,136492,68001,A,0,140136,1
1000161526,26589395,1526,2024,252877,68001,A,0,253715,1
1000161929,26591820,1929,2024,571279,68001,A,0,563033,1
1000161939,26591883,1939,2024,268151,68001,A,0,264281,1
1000162135,26593853,2135,2024,109827,68001,A,0,113794,1
2029050030,26618528,30,2025,4148280,21331,A,0,4325400,1
1000161196,26588249,1196,2024,110751,68001,A,0,113708,1
4050201260,27020767,1260,2025,0,51131,A,0,0,1
1000162259,26594834,2259,2024,171298,68001,A,0,184370,1
1000161496,26589212,1496,2024,304029,68001,A,0,305035,1
1000161423,26588666,1423,2024,155875,68001,A,0,156392,1
1000161170,26588054,1170,2024,187023,68001,A,0,192015,1
4050201257,27020733,1257,2025,0,51131,A,0,0,1
1000161115,26587727,1115,2024,125316,68001,A,0,128662,1
1000161604,26589930,1604,2024,138802,68001,A,0,139262,1
1000161610,26589964,1610,2024,183612,68001,A,0,184220,1
1000161725,26590303,1725,2024,128245,68001,A,0,126395,1
1000161823,26591009,1823,2024,215686,68001,A,0,212574,1
1000161890,26591519,1890,2024,273981,68001,A,0,270026,1
1000162226,26594274,2226,2024,91074,68001,A,0,98109,1
1000161749,26590461,1749,2024,209858,68001,A,0,206829,1
1000010010,26587347,10,2024,154842141,22311,A,0,151691851,1
1000162228,26594314,2228,2024,125032,68001,A,0,134622,1
1000161819,26590976,1819,2024,233174,68001,A,0,229810,1
1000162032,26592394,2032,2024,92268,68001,A,0,95528,1
1000161048,26587498,1048,2024,145283,68001,A,0,149224,1
1000161810,26590904,1810,2024,128245,68001,A,0,126395,1
1000161570,26589712,1570,2024,134856,68001,A,0,135303,1
1000161454,26588879,1454,2024,292757,68001,A,0,293725,1
1000161444,26588812,1444,2024,158974,68001,A,0,159501,1
1000161407,26588573,1407,2024,246534,68001,A,0,247351,1
1000161434,26588735,1434,2024,161800,68001,A,0,162337,1
1000070029,26587364,29,2024,252734,16051,A,0,252734,1
1000161497,26589222,1497,2024,171367,68001,A,0,171935,1
1000162213,26594087,2213,2024,89036,68001,A,0,95738,1
1000162001,26591988,2001,2024,491333,68001,A,0,463883,1
1000161212,26588341,1212,2024,127751,68001,A,0,131161,1
1000162249,26594668,2249,2024,81933,68001,A,0,88101,1
1000161710,26590210,1710,2024,93269,68001,A,0,91924,1
1000161057,26587518,1057,2024,159804,68001,A,0,164070,1
1000161432,26588723,1432,2024,272314,68001,A,0,273215,1
1000162043,26592539,2043,2024,222279,68001,A,0,230133,1
1000161591,26589846,1591,2024,137197,68001,A,0,137652,1
1000161447,26588825,1447,2024,305193,68001,A,0,306203,1
1000020003,26587352,3,2024,828990,21911,A,0,796950,1
1000161631,26590121,1631,2024,189559,68001,A,0,190187,1
1000161568,26589698,1568,2024,217216,68001,A,0,217935,1
1000161863,26591318,1863,2024,268151,68001,A,0,264281,1
1000161951,26591965,1951,2024,215686,68001,A,0,212574,1
1000161524,26589385,1524,2024,311582,68001,A,0,312614,1
1000161022,26587462,1022,2024,283229,68001,A,0,290789,1
1000161558,26589632,1558,2024,230761,68001,A,0,231525,1
1000161918,26591758,1918,2024,297299,68001,A,0,293007,1
1000161583,26589798,1583,2024,179542,68001,A,0,180136,1
1000161856,26591262,1856,2024,268151,68001,A,0,264281,1
1000161150,26587936,1150,2024,80639,68001,A,0,82792,1
1000161462,26588945,1462,2024,166041,68001,A,0,166591,1
1000160010,26587397,10,2024,39051450,68001,A,0,39897900,1
1000161141,26587874,1141,2024,136988,68001,A,0,140644,1
1000161236,26588480,1236,2024,134552,68001,A,0,138144,1
1000161803,26590848,1803,2024,145732,68001,A,0,143631,1
1000161069,26587551,1069,2024,114630,68001,A,0,117691,1
1000161453,26588871,1453,2024,210500,68001,A,0,211197,1
1000161159,26587986,1159,2024,85012,68001,A,0,87282,1
1000162055,26592685,2055,2024,223133,68001,A,0,231102,1
1000161121,26587761,1121,2024,137942,68001,A,0,141624,1
1000161473,26589030,1473,2024,123934,68001,A,0,124345,1
2029070006,60102582,6,2025,354600,10211,A,0,369900,1
1000060001E,26587362,1,2024,68130,22311,A,0,66600,1
1000162242,26594554,2242,2024,0,10150,A,0,0,1
1000161033,26587475,1033,2024,116110,68001,A,0,119210,1
1000161782,26590691,1782,2024,268151,68001,A,0,264281,1
1000161123,26587773,1123,2024,139419,68001,A,0,143140,1
1000162252,26594700,2252,2024,171735,68001,A,0,184660,1
1000161478,26589071,1478,2024,200832,68001,A,0,201497,1
1000161003,26587434,1003,2024,132162,68001,A,0,135754,1
1000161618,26590025,1618,2024,143200,68001,A,0,143675,1
1000161624,26590068,1624,2024,188540,68001,A,0,189166,1
1000162069,26592882,2069,2024,137582,68001,A,0,142444,1
1000161853,26591240,1853,2024,233174,68001,A,0,229810,1
1000161530,26589425,1530,2024,225346,68001,A,0,226092,1
1000162028,26592350,2028,2024,141663,68001,A,0,146753,1
1000161065,26587537,1065,2024,109304,68001,A,0,112223,1
1000162111,26593482,2111,2024,377678,68001,A,0,391022,1
1000162236,26594467,2236,2024,128893,68001,A,0,138594,1
1000161198,26588263,1198,2024,112201,68001,A,0,115197,1
1000161480,26589088,1480,2024,124724,68001,A,0,125138,1
1000162251,26594693,2251,2024,191415,68001,A,0,205822,1
1000161162,26588005,1162,2024,176828,68001,A,0,181548,1
1000161829,26591061,1829,2024,268151,68001,A,0,264281,1
1000161446,26588822,1446,2024,216976,68001,A,0,217695,1
1000161461,26588938,1461,2024,294621,68001,A,0,295597,1
1000161468,26588995,1468,2024,296512,68001,A,0,297493,1
1000161884,26591479,1884,2024,268151,68001,A,0,264281,1
1000161582,26589784,1582,2024,219724,68001,A,0,220452,1
1000161435,26588742,1435,2024,233125,68001,A,0,233896,1
1000161032,26587474,1032,2024,115123,68001,A,0,118197,1
1000161907,26591663,1907,2024,221516,68001,A,0,218319,1
1000051004,26587358,1004,2024,3272947,15011,A,0,3241752,1
1000162218,26594159,2218,2024,92474,68001,A,0,99435,1
1000161302,26588534,1302,2024,21735982,68001,A,0,22247550,1
1000161511,26589307,1511,2024,173481,68001,A,0,174055,1
1000161560,26589647,1560,2024,180909,68001,A,0,181509,1
1000161010,26587446,1010,2024,131627,68001,A,0,135141,1
1000161481,26589101,1481,2024,215881,68001,A,0,216596,1
1000161443,26588800,1443,2024,194545,68001,A,0,195190,1
1000161798,26590803,1798,2024,204027,68001,A,0,201083,1
1000161720,26590280,1720,2024,93269,68001,A,0,91924,1
1000161904,26591637,1904,2024,215686,68001,A,0,212574,1
1000161629,26590097,1629,2024,278646,68001,A,0,279568,1
1000161100,26587656,1100,2024,127254,68001,A,0,130652,1
1000160210,26587420,210,2024,41385330,68001,A,0,41180400,1
1000051006,26587360,1006,2024,3211550,15011,A,0,3180940,1
1000161455,26588882,1455,2024,164933,68001,A,0,165479,1
1000162060,26592760,2060,2024,117085,68001,A,0,121222,1
1000161916,26591745,1916,2024,215686,68001,A,0,212574,1
1000161218,26588379,1218,2024,119005,68001,A,0,122182,1
1000161757,26590510,1757,2024,215686,68001,A,0,212574,1
1000090007,26587370,7,2024,2530728,10211,A,0,2578320,1
