globalid,crewglobalid,locationdetails,wowoodremains,wopriority,recommendedspecies,sidewalkdamage,projstartdate,sanitationassigneddate,wotype,census_tract,streetname,canceldate,nta,crossstreet2,boroughcode,sanitationzone,cancelreason,:@computed_region_92fq_4b7q,communityboard,stateassembly,wowireconflict,:@computed_region_sbqj_enih
C3FF2325-D25E-44D6-8079-5239D66FAB88,,TAGGED,Unprocessed Wood,9.0,,,NaT,,Tree Removal,,208STREET,,/,208 ST,Queens,4134C,,6,413.0,33.0,No Util Conflict Present,63
33EE0B88-383C-488E-9AF2-5FC5D139D1C7,,4R (1X from 438 Madison St),No Wood Debris,9.0,,,NaT,,Pruning,,MONROESTREET,,/,THROOP AV,Brooklyn,3033B,,49,303.0,56.0,No Util Conflict Present,51
8AF7E6F5-D20C-48A5-A87E-43EA871D24C9,,18 Z LPA 72x72 [BENSONHURST PARK] TIAM CLKE QUBI,No Wood Debris,,,,NaT,,Tree Plant-Park Tree,,D,,/,,Brooklyn,3115E,,44,311.0,,No Util Conflict Present,37
525DB4CE-BD35-4FE0-B203-67CED5B4B99F,,2F,No Wood Debris,,,,NaT,,Block Pruning,,60ROAD,,/,60 RD,Queens,4114E,,16,411.0,26.0,Electric Utility Open,69
8E936DD6-D637-4D54-B657-4A284EBA4E86,,1F,No Wood Debris,,,,NaT,,Block Pruning,,FINLAYAV,,/,FINLAY AV,Staten Island,5037D,,9,503.0,62.0,No Util Conflict Present,77
12939865-C391-4DD9-AEED-7571B8C0FF5B,,1F,No Wood Debris,,,,NaT,,Block Pruning,548.0,AVENUE P,,BK44 /,E 24 ST,Brooklyn,3152D,,15,315.0,41.0,No Util Conflict Present,36
EF68D4D3-123E-4C61-8946-5E0E38D79934,,1F,No Wood Debris,,,,NaT,,Block Pruning,,140AVENUE,,/,175 ST,Queens,4127D,,47,412.0,32.0,Electric Utility Open,71
0B272C4F-8D92-49CA-A3A6-545544C13C7E,,5f,No Wood Debris,6.0,,,NaT,,Tree Removal,,LATHAMPLACE,,/,WOODROW RD,Staten Island,5036C,,9,503.0,62.0,No Util Conflict Present,77
911D6A53-C6E1-46F5-B97A-9C37C21EEE4A,,,No Wood Debris,3.0,,,NaT,2023-01-10T20:54:41,Block Pruning,,,,/,,Bronx,2091B,,31,209.0,,No Util Conflict Present,26
0DEE006F-89A9-4C32-B5EA-FB6F0AAF911C,,CENTRAL,No Wood Debris,,,,NaT,,Block Pruning,,*,,/,,Bronx,2031B,,43,203.0,,No Util Conflict Present,25
5270742C-BA16-4F50-8916-565D306915F6,,8M,No Wood Debris,,,,NaT,2018-09-04T13:44:00,Block Pruning,,\,,/,,Bronx,2113E,,12,211.0,,No Util Conflict Present,32
DFDC70AC-55C1-46FA-B69E-4E7B1C35A2EE,,2F,No Wood Debris,,,1.0,NaT,,Block Pruning,,7AVENUE,,/,7 AV,Queens,4075C,,20,407.0,27.0,No Util Conflict Present,67
2349E95C-6526-4DB1-B79B-1C2230E4B62E,,1F,No Wood Debris,,,,NaT,,Block Pruning,664.02,148 ROAD,,Rosedale,253 ST,Queens,4137E,,47,413.0,29.0,Electric Utility Open,63
1F07EE93-8922-4867-9738-5A293BF5F95E,,,All Wood Removed,,,,NaT,2018-04-25T19:46:30,Pruning,,,,/,,Brooklyn,3115E,,44,311.0,,No Util Conflict Present,37
13B21F3E-D549-4829-9164-70A565EA1E60,,,No Wood Debris,3.0,,,NaT,2021-05-20T13:51:15,Pruning,,/,,/,,Bronx,2031A,,43,203.0,,No Util Conflict Present,25
88D2526A-DEEB-4B50-99E8-4FE741064ED9,,1F,No Wood Debris,,,,NaT,,Block Pruning,,168PLACE,,/,168 PL,Queens,4127D,,47,412.0,32.0,No Util Conflict Present,71
41A6EDA5-E978-47AC-B80D-593BF4D49FB6,,1F,No Wood Debris,,,,NaT,,Block Pruning,,9AVENUE,,/,9 AV,Queens,4075C,,20,407.0,27.0,Electric Utility Open,67
9096070E-F587-4E8D-ADDB-9D9A9744A5B6,,CENTER,No Wood Debris,,Prunus - Cherry,,NaT,,Block Pruning,,*,,/,,Brooklyn,3054D,,25,305.0,,No Util Conflict Present,47
571933E9-2D26-4D6F-B1B8-6C6FBD13D78A,,3F,No Wood Debris,,,,NaT,,Block Pruning,,PARSONSBOULEVARD,,/,PARSONS BLVD,Queens,4083D,,24,408.0,27.0,No Util Conflict Present,65
EFFFD691-1387-44A3-A635-6E40477B4938,,1f,No Wood Debris,,,,NaT,,Block Pruning,,TOMPKINSPLACE,,/,TOMPKINS PL,Brooklyn,3062C,,27,306.0,52.0,No Util Conflict Present,48
02411EAC-21A2-4210-AB43-4A4D6A882C3A,,1f,No Wood Debris,,,,NaT,,Pest & Disease Treatment,,EVANPLACE,,/,WOODROW RD,Staten Island,5035E,,9,503.0,62.0,No Util Conflict Present,77
C328868D-CFF1-4DE4-9409-5162FCF4F73F,,1F,No Wood Debris,,,,NaT,,Block Pruning,,WEST119STREET,,/,E 119 ST,Manhattan,1101B,,36,110.0,70.0,No Util Conflict Present,18
16DBAC05-2DEA-46DC-9AC4-574F460A781C,,1F,No Wood Debris,,,,NaT,,Stump Removal,,NANSENST,,/,NANSEN ST,Queens,4062E,,28,406.0,28.0,No Util Conflict Present,70
F0512D9B-9FF1-4D25-9BBC-7331FFE07F1C,,,Unprocessed Wood,7.0,,,NaT,,Pruning,,,,/,ALLEY,Queens,4138D,,47,413.0,31.0,No Util Conflict Present,63
CAC19932-37BF-4AFD-8EFB-44E0489EAFB7,,2f,No Wood Debris,,,,NaT,,Block Pruning,,WEST71STREET,,/,W 70 ST,Manhattan,1071A,,19,107.0,67.0,No Util Conflict Present,12
BD69B2AA-5E5D-493F-B078-73093B7899C6,,,No Wood Debris,,,,NaT,2020-05-15T10:43:38,Block Pruning,,,,/,,Queens,4061D,,28,406.0,,No Util Conflict Present,70
A4257CFE-44FC-4740-B64D-4EA786E285E2,,,No Wood Debris,9.0,,1.0,NaT,,Tree Removal,,MAINST,,/,REEVES AV,Queens,4083D,,24,408.0,27.0,No Util Conflict Present,65
0A99EE9A-563B-46C1-BE73-9B72A42241F7,,,No Wood Debris,,,,NaT,2022-07-25T04:00:00,Block Pruning,,/,,/,,Bronx,2031A,Dead/No Tree,43,203.0,,No Util Conflict Present,25
8A144D1F-4AF9-4473-9E88-5579BDD0602E,,1F,No Wood Debris,,,,NaT,,Block Pruning,,COLUMBUSAVENUE,,/,W 69 ST,Manhattan,1071A,,19,107.0,67.0,No Util Conflict Present,12
DF6079B4-EA29-4420-8CEA-4BE755EB06A2,,1F,No Wood Debris,,,,NaT,,Stump Removal,,149STREET,,/,149 ST,Queens,4126C,,46,412.0,32.0,No Util Conflict Present,71
55E120EF-A3AC-4738-B9BC-5EA835AE3972,,1F,No Wood Debris,,,1.0,NaT,,Block Pruning,,15AVENUE,,/,15 AV,Queens,4075E,,20,407.0,27.0,No Util Conflict Present,67
389BBFDB-04BC-4796-908E-22F72CE9847C,,1F,No Wood Debris,,,,NaT,,Block Pruning,220.0,51 STREET,,Borough Park,51 ST,Brooklyn,3122D,,18,312.0,48.0,No Util Conflict Present,39
6B601734-AF3B-4DFB-884B-C3132D06B689,,p,No Wood Debris,,,,NaT,,Block Pruning,,,,/,SPRING ST,Manhattan,1021G,,32,102.0,65.0,No Util Conflict Present,2
6A488345-1510-4CA0-8E3B-6F6E975553FB,,1F,No Wood Debris,,,,NaT,,Stump Removal,,45ST,,/,45 ST,Brooklyn,3124E,,18,312.0,48.0,No Util Conflict Present,39
746921C7-96B9-46C6-9115-71FA243CA7E2,,,No Wood Debris,,,,NaT,,Pest & Disease Treatment,,,,/,MARGARET CORBIN DR,Manhattan,1123B,,39,112.0,71.0,No Util Conflict Present,22
32091BCD-A0B5-41DF-AF92-E26A56FC57CE,,EASTSIDE,No Wood Debris,,,,NaT,,Block Pruning,,*,,/,,Bronx,2043B,,42,204.0,,No Util Conflict Present,27
236BD7AA-ED53-43F0-AA21-62F535491271,,1F,No Wood Debris,,,,NaT,,Block Pruning,,73STREET,,/,73 ST,Brooklyn,3101C,,44,310.0,64.0,No Util Conflict Present,41
C946FCF0-C0A2-48A9-AD14-C358242E4499,,,No Wood Debris,,,,,,Block Pruning,,,,/,W 48 ST,Manhattan,1043B,,10,104.0,75.0,No Util Conflict Present,10
AA2DB9DB-F133-4CD2-8CEF-47D25DBC9D65,,1f,No Wood Debris,,,,NaT,,Block Pruning,,FORBELLSTREET,,/,FORBELL ST,Queens,4091C,,41,409.0,38.0,Electric Utility Open,60
E202F643-C38D-4B7A-8A15-F3B8826922AD,,,No Wood Debris,,,,NaT,2021-02-25T15:51:00,Block Pruning,,/,,/,,Bronx,2021B,,43,202.0,,No Util Conflict Present,24
7171E659-A5E0-448F-B3A2-06BA347867AC,,1F NP 45x108,No Wood Debris,,,1.0,NaT,,Tree Plant-Street Tree,,E52ST,,/,TILDEN AV,Brooklyn,3173D,utilities gas,26,317.0,58.0,No Util Conflict Present,40
CAAEF5F2-A909-470C-8DAA-280F1159770A,,Broadway malls,No Wood Debris,,,,NaT,,Block Pruning,,,,/,W 62 ST,Manhattan,1071A,,10,107.0,75.0,No Util Conflict Present,12
249933F4-25A3-496E-8E7A-16D9D8074C91,,1X,No Wood Debris,,,,NaT,,Block Pruning,,10AVENUE,,/,W 58 ST,Manhattan,1043B,,10,104.0,67.0,No Util Conflict Present,10
4A363DDE-F0B5-4A24-9AFE-5B049947B8E6,,ifo,No Wood Debris,,,,NaT,,Stump Removal,,CRAIGAVENUE,,/,SHORE ROAD,Staten Island,5038D,,9,503.0,62.0,No Util Conflict Present,77
C29A3D86-5EC1-4A96-93F2-735CFA5C73DB,,1f,No Wood Debris,,,,NaT,,Block Pruning,,SMITHSTREET,,/,166 ST,Queens,4125D,,6,412.0,32.0,Electric Utility Open,71
7E14D661-1C4D-47BF-ADCD-5CBDCB0E052F,,,No Wood Debris,,,,NaT,,Block Pruning,,,,/,18 AV,Queens,4075E,,20,407.0,27.0,No Util Conflict Present,67
D42AFB9C-F2E2-488D-B753-739C31D1D891,,1F,No Wood Debris,,,,NaT,,Block Pruning,,ELLSWORTHAVENUE,,/,THROGS NECK EXPY,Bronx,2102D,,12,210.0,82.0,No Util Conflict Present,28
4C82429D-2968-4709-B539-15DE32075C9D,,veterans memorial triangle,No Wood Debris,,,1.0,NaT,,Stump Removal,,FRANCISLEWISBOULEVARD,,/,33 AV,Queens,4111C,,20,411.0,26.0,No Util Conflict Present,69
CECA062A-0EA7-4F82-A227-E14F719B7971,,DIA,Unprocessed Wood,9.0,,,,,Pruning,,,,/,ALLEY,Brooklyn,3151E,,15,315.0,45.0,No Util Conflict Present,36
192EF588-182C-4959-A660-4C17EC963DE9,,1f,No Wood Debris,,,,NaT,,Block Pruning,,77AV,,/,77 AV,Queens,4083E,,24,408.0,27.0,No Util Conflict Present,65
