maprojid,commit_ccnonexempt,adopt_nccother,typecategory,totalplannedcommit,adopt_nccfederal,maxdate,commit_noncitycost,commit_total,allocate_nccstate,commit_citycost,spent_total,commit_nccstate,magencyname,allocate_ccnonexempt,nccstate,magencyacro
850HL99NYUDC,0.0,0.0,Fixed Asset,0,0.0,2032-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
846SANDY3-07,0.0,0.0,Fixed Asset,0,0.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Parks and Recreation,0.0,0,DPR
111PO185-11M,775276.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,775276.0,0.0,Unknown,-276.0,0,UK
801HRDN842A,0.0,0.0,Fixed Asset,1000000,0.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Small Business Services,1000000.0,0,SBS
850RWQ005,8559628.4,0.0,Fixed Asset,93000,0.0,2031-06-01T00:00:00.000,0.0,76748.95,0.0,76748.95,8559628.4,0.0,Department of Design and Construction,11735622.65,0,DDC
806NTIMBALE,0.0,0.0,,1300000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Housing Preservation and Development,1300000.0,0,HPD
806HAM21UPCC,0.0,0.0,Fixed Asset,165000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Housing Preservation and Development,165000.0,0,HPD
850SEQ002709,6347.7,7000.0,Lump Sum,26000,0.0,2031-06-01T00:00:00.000,0.0,180061.24,0.0,180061.24,2634196.98,0.0,Department of Design and Construction,28652.3,0,DDC
850LNEA08MHV,6102433.44,0.0,Fixed Asset,1638000,0.0,2026-06-01T00:00:00.000,0.0,384138.38,0.0,384138.38,6102433.44,0.0,Department of Design and Construction,1917428.18,0,DDC
850HLDNUCBIO,0.0,0.0,"ITT, Vehicles, and Equipment",60000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,60000.0,0,DDC
850PWDGMEN,441945.18,0.0,,0,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,441945.18,0.0,Department of Design and Construction,54.82,0,DDC
826WI-282-L,0.0,0.0,Fixed Asset,0,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,11571.87,0.0,Department of Environmental Protection,0.0,0,DEP
801PWDGOD,7684774.25,0.0,Fixed Asset,0,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,7684774.25,0.0,Department of Small Business Services,7567225.75,0,SBS
801CWFSHOMEP,54470708.27,0.0,,28000,0.0,2026-06-01T00:00:00.000,0.0,456368.29,0.0,456368.29,54470708.27,0.0,Department of Small Business Services,28923.44,0,SBS
806COUN234,1866148.0,0.0,Lump Sum,1822000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,1866148.0,0.0,Housing Preservation and Development,1822852.0,0,HPD
850WTM4SPRW,4764049.09,0.0,Fixed Asset,1515000,0.0,2028-06-01T00:00:00.000,0.0,1716059.11,0.0,1716059.11,4764049.09,0.0,Department of Design and Construction,1665891.8,0,DDC
042YC001-023,0.0,0.0,,1500000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,City University of New York,1500000.0,0,CUNY
850QED-991,3884257.06,635000.0,Fixed Asset,130000,0.0,2029-06-01T00:00:00.000,0.0,1882944.17,0.0,1882944.17,90568840.83,0.0,Department of Design and Construction,130373.13,0,DDC
856PW77DAK01,406999.63,0.0,Fixed Asset,37000,0.0,2031-06-01T00:00:00.000,0.0,0.0,0.0,0.0,406999.63,0.0,Department of Citywide Administrative Services,37000.37,0,DCAS
850HWM12AVE,1307364.7,50000000.0,,9437000,0.0,2026-06-01T00:00:00.000,0.0,275636.45,0.0,275636.45,1307364.7,0.0,Department of Design and Construction,10808998.85,0,DDC
850PW311STLS,2719067.77,0.0,Lump Sum,0,0.0,2031-06-01T00:00:00.000,0.0,249642.9,0.0,249642.9,11447552.7,0.0,Department of Design and Construction,32289.33,0,DDC
846P-503CLSN,0.0,0.0,Fixed Asset,0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Parks and Recreation,0.0,0,DPR
850SEQ200604,753000.0,0.0,Fixed Asset,275000,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,753000.0,0.0,Department of Design and Construction,375000.0,0,DDC
856EO26-0082,0.0,0.0,,6000,0.0,2026-06-01T00:00:00.000,0.0,70716.0,0.0,70716.0,0.0,0.0,Department of Citywide Administrative Services,6284.0,0,DCAS
801HWQWILLET,0.0,0.0,,0,0.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Small Business Services,0.0,0,SBS
806HAM21DYEL,4607356.82,0.0,Fixed Asset,89000,0.0,2026-06-01T00:00:00.000,0.0,1802954.0,0.0,1802954.0,4607356.82,0.0,Housing Preservation and Development,739689.18,0,HPD
126PV464-PAV,0.0,0.0,,1600000,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Cultural Affairs,1600000.0,0,DCLA
850SANDHWSI,2627008.29,0.0,,2463000,2826000.0,2032-06-01T00:00:00.000,382569.94,887557.91,0.0,504987.97,5066645.75,0.0,Department of Design and Construction,2469003.74,0,DDC
826LANDMG-13,0.0,0.0,Lump Sum,0,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Environmental Protection,0.0,0,DEP
856PW326OEM3,0.0,0.0,Fixed Asset,0,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Citywide Administrative Services,0.0,0,DCAS
071HH112ETEU,170684.71,0.0,Fixed Asset,2400000,0.0,2030-06-01T00:00:00.000,0.0,29315.29,0.0,29315.29,170684.71,0.0,Department of Homeless Services,2400000.0,0,DHS
850HL99NYHQ,0.0,0.0,Fixed Asset,0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
850HLDNMOUNS,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2029-06-01T00:00:00.000,0.0,60000.0,0.0,60000.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
056PO79RNSA,0.0,0.0,,3800000,0.0,2032-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Police Department,3800000.0,0,NYPD
126PV176-REP,0.0,0.0,Fixed Asset,0,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Cultural Affairs,0.0,0,DCLA
850HH115SGFA,1363942.91,0.0,"ITT, Vehicles, and Equipment",53000,0.0,2026-06-01T00:00:00.000,0.0,30831.85,0.0,30831.85,1363942.91,0.0,Department of Design and Construction,112225.24,0,DDC
850HBPED216S,1750099.61,0.0,Fixed Asset,0,0.0,2026-06-01T00:00:00.000,0.0,1053112.87,0.0,1053112.87,1750099.61,0.0,Department of Design and Construction,252787.52,0,DDC
846P-200PPPH,167610.25,0.0,Fixed Asset,644000,0.0,2031-06-01T00:00:00.000,0.0,28175.1,0.0,28175.1,167610.25,0.0,Department of Parks and Recreation,804214.65,0,DPR
850HWR00508,3614021.5,0.0,Fixed Asset,21936000,0.0,2028-06-01T00:00:00.000,0.0,9331632.76,0.0,9331632.76,3614021.5,0.0,Department of Design and Construction,12980345.74,0,DDC
801CSFRANCIS,0.0,0.0,,2769000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Small Business Services,2769000.0,0,SBS
801ROADNYC3,4923811.94,0.0,,5046000,0.0,2033-06-01T00:00:00.000,0.0,635188.06,0.0,635188.06,4923811.94,0.0,Department of Small Business Services,5046000.0,0,SBS
850LNXA11WFM,1453881.9,0.0,Fixed Asset,945000,0.0,2027-06-01T00:00:00.000,0.0,146847.53,0.0,146847.53,1453881.9,0.0,Department of Design and Construction,935270.57,0,DDC
850HLQNBLOOD,379204.06,0.0,"ITT, Vehicles, and Equipment",0,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,379204.06,0.0,Department of Design and Construction,-204.06,0,DDC
856EO26-0061,0.0,0.0,,16000,0.0,2031-06-01T00:00:00.000,0.0,167499.0,0.0,167499.0,0.0,0.0,Department of Citywide Administrative Services,15501.0,0,DCAS
81933201610,3484624.25,0.0,Fixed Asset,341000,0.0,2033-06-01T00:00:00.000,0.0,54580.11,0.0,54580.11,3484624.25,0.0,Health and Hospitals Corporation,346795.64,0,HHC
850PWMNPALVN,87000.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,87000.0,0.0,Department of Design and Construction,0.0,0,DDC
850CONISPH2B,22792544.46,167000.0,Lump Sum,89000,0.0,2025-10-01T00:00:00.000,20000.0,4577175.08,0.0,4557175.08,55495621.4,0.0,Department of Design and Construction,821639.39,0,DDC
850HWPLZ001K,9165995.38,69000.0,Fixed Asset,0,0.0,2027-06-01T00:00:00.000,8657.5,827022.06,0.0,818364.56,9225401.38,0.0,Department of Design and Construction,23640.06,0,DDC
850SER002316,5752300.61,5000.0,"ITT, Vehicles, and Equipment",96000,0.0,2031-06-01T00:00:00.000,0.0,1358.95,0.0,1358.95,14144614.68,0.0,Department of Design and Construction,20232.97,0,DDC
850HLDNODAPH,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2032-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
850HWK1669A,29401106.48,3004000.0,Lump Sum,297000,17547000.0,2030-06-01T00:00:00.000,5386970.38,21487502.65,0.0,16100532.27,44558917.17,0.0,Department of Design and Construction,679361.25,0,DDC
850HRMNALTVA,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
846SANDY5-56,30882.7,0.0,Fixed Asset,1452000,1266000.0,2030-06-01T00:00:00.000,103017.28,129298.54,0.0,26281.26,55341.05,0.0,Department of Parks and Recreation,459836.04,0,DPR
846SANDY4-17,316281.11,0.0,Fixed Asset,0,2074000.0,2033-06-01T00:00:00.000,8764.26,9738.03,0.0,973.77,2381643.1,0.0,Department of Parks and Recreation,-254.88,0,DPR
071HH115UNEU,944821.43,0.0,Fixed Asset,1350000,0.0,2031-06-01T00:00:00.000,0.0,0.0,0.0,0.0,944821.43,0.0,Department of Homeless Services,1761178.57,0,DHS
850SANDR02,17461863.73,6869000.0,,0,5383000.0,2032-06-01T00:00:00.000,2197267.2,6226835.03,0.0,4029567.83,27509853.26,0.0,Department of Design and Construction,4568.44,0,DDC
827S136-431,665920.51,0.0,Fixed Asset,283605000,0.0,2034-06-01T00:00:00.000,0.0,134079.49,0.0,134079.49,665920.51,0.0,Department of Sanitation,285205000.0,0,DSNY
801PWDAGDTH,3140332.0,0.0,,0,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,3140332.0,0.0,Department of Small Business Services,-332.0,0,SBS
801AGDSNAP2,2625205.54,0.0,Lump Sum,0,0.0,2028-06-01T00:00:00.000,0.0,138169.46,0.0,138169.46,2625205.54,0.0,Department of Small Business Services,2762625.0,0,SBS
846P-200PPOP,2132207.97,0.0,Fixed Asset,3000,0.0,2030-06-01T00:00:00.000,0.0,7875.5,0.0,7875.5,2132207.97,0.0,Department of Parks and Recreation,1916.53,0,DPR
072SANDSHORE,1858929.01,0.0,Fixed Asset,14176000,89674000.0,2026-06-01T00:00:00.000,4342599.15,6749837.54,0.0,2407238.39,32341331.64,0.0,Department of Correction,10008832.6,0,DOC
042LM021-012,1475954.07,0.0,,80000,0.0,2026-06-01T00:00:00.000,0.0,402361.0,0.0,402361.0,1475954.07,0.0,City University of New York,903684.93,0,CUNY
038LBC26ARLT,0.0,0.0,"ITT, Vehicles, and Equipment",85000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn Public Library,85000.0,0,BPL
850NORTHSCHO,637291.0,0.0,Fixed Asset,325000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,637291.0,0.0,Department of Design and Construction,324709.0,0,DDC
801LAMARQUE4,155440.43,0.0,Fixed Asset,0,0.0,2031-06-01T00:00:00.000,0.0,0.0,0.0,0.0,155440.43,0.0,Department of Small Business Services,559.57,0,SBS
801WCOMRES,0.0,0.0,,865000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Small Business Services,865000.0,0,SBS
850PWDNPHPPS,0.0,0.0,Lump Sum,93000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,93000.0,0,DDC
850HLXNUNION,0.0,0.0,"ITT, Vehicles, and Equipment",85000,0.0,2026-06-01T00:00:00.000,0.0,48860.0,0.0,48860.0,0.0,0.0,Department of Design and Construction,85140.0,0,DDC
850HWMWTCA6B,3675393.74,34446000.0,Fixed Asset,0,5588000.0,2028-06-01T00:00:00.000,434427.14,434427.14,0.0,0.0,38257699.1,0.0,Department of Design and Construction,138606.26,0,DDC
850HWPLZ015M,10189852.1,0.0,Fixed Asset,3399000,0.0,2034-06-01T00:00:00.000,0.0,3054856.46,0.0,3054856.46,10189852.1,0.0,Department of Design and Construction,3283291.44,0,DDC
819SAND2605,5484739.89,0.0,,19425000,88338000.0,2031-01-01T00:00:00.000,138400.02,153275.92,0.0,14875.9,72091657.99,0.0,Health and Hospitals Corporation,3269384.21,0,HHC
846SANDY2-13,0.0,0.0,Fixed Asset,0,0.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Parks and Recreation,0.0,0,DPR
806NVERNON,2000000.0,0.0,,650000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,2000000.0,0.0,Housing Preservation and Development,650000.0,0,HPD
846P-308AGPO,0.0,0.0,Fixed Asset,0,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Parks and Recreation,0.0,0,DPR
071HH115FLRF,82500.0,0.0,Fixed Asset,4053000,0.0,2030-06-01T00:00:00.000,0.0,0.0,0.0,0.0,82500.0,0.0,Department of Homeless Services,4120500.0,0,DHS
801PV467STFO,18462173.59,0.0,Fixed Asset,84000,0.0,2026-06-01T00:00:00.000,0.0,478362.62,0.0,478362.62,18462173.59,0.0,Department of Small Business Services,84463.79,0,SBS
038LBM25SWST,0.0,0.0,"ITT, Vehicles, and Equipment",117000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn Public Library,117000.0,0,BPL
856EO26-0064,0.0,0.0,,24000,0.0,2031-06-01T00:00:00.000,0.0,325884.0,0.0,325884.0,0.0,0.0,Department of Citywide Administrative Services,24116.0,0,DCAS
806BAAFINMON,0.0,0.0,Fixed Asset,2000000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Housing Preservation and Development,2000000.0,0,HPD
801STFRANCI2,0.0,0.0,,1359000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Small Business Services,1359000.0,0,SBS
039LQAS-FFE,0.0,0.0,"ITT, Vehicles, and Equipment",607000,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Queens Borough Public Library,607000.0,0,QPL
850HLKNBROKE,503462.84,0.0,"ITT, Vehicles, and Equipment",3000,0.0,2035-06-01T00:00:00.000,0.0,0.0,0.0,0.0,503462.84,0.0,Department of Design and Construction,-503462.84,0,DDC
850HWX402,1826366.84,3695000.0,,5530000,0.0,2030-06-01T00:00:00.000,3693026.18,16746624.45,0.0,13053598.27,1826366.84,0.0,Department of Design and Construction,1005034.89,0,DDC
038LBM24ERPS,4586329.0,0.0,,0,0.0,2030-06-01T00:00:00.000,0.0,0.0,0.0,0.0,4586329.0,0.0,Brooklyn Public Library,-329.0,0,BPL
038LBC24CYLT,68603.0,0.0,"ITT, Vehicles, and Equipment",31000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,68603.0,0.0,Brooklyn Public Library,31397.0,0,BPL
850CONISPH3A,24403425.34,0.0,Fixed Asset,6128000,0.0,2028-06-01T00:00:00.000,0.0,10435028.95,0.0,10435028.95,51453996.48,0.0,Department of Design and Construction,4785895.65,0,DDC
846P-3GMHVAC,0.0,0.0,Lump Sum,1404000,0.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Parks and Recreation,2005000.0,0,DPR
850PV467LEED,622785.75,0.0,Fixed Asset,0,0.0,2032-06-01T00:00:00.000,0.0,0.0,0.0,0.0,622785.75,0.0,Department of Design and Construction,51214.25,0,DDC
850PWDNNYLAG,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
039LQCM19DAR,266380.0,0.0,"ITT, Vehicles, and Equipment",9000,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,266380.0,0.0,Queens Borough Public Library,8620.0,0,QPL
801PVMOCADA,10251751.53,0.0,Fixed Asset,1000,0.0,2026-06-01T00:00:00.000,0.0,257494.5,0.0,257494.5,10251751.53,0.0,Department of Small Business Services,3753.97,0,SBS
850LNEAL15RT,1597240.43,0.0,Fixed Asset,0,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,1597240.43,0.0,Department of Design and Construction,19759.57,0,DDC
850SER002326,7482446.78,0.0,Fixed Asset,0,0.0,2026-06-01T00:00:00.000,0.0,2775322.04,0.0,2775322.04,19071751.83,0.0,Department of Design and Construction,396247.08,0,DDC
850RWX023,167577.49,0.0,Fixed Asset,17098000,0.0,2028-06-01T00:00:00.000,0.0,1979381.51,0.0,1979381.51,167577.49,0.0,Department of Design and Construction,17098041.0,0,DDC
846P-200884L,78906.93,0.0,Fixed Asset,194000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,78906.93,0.0,Department of Parks and Recreation,263093.07,0,DPR
056PO79BMUPS,37481769.0,0.0,Fixed Asset,25000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,37481769.0,0.0,Police Department,26231.0,0,NYPD
072C75SEAWLL,311991.75,0.0,Fixed Asset,0,0.0,2030-06-01T00:00:00.000,0.0,337985.25,0.0,337985.25,311991.75,0.0,Department of Correction,130023.0,0,DOC
846SANDY3-20,63960.07,0.0,Fixed Asset,139000,625000.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,563960.07,0.0,Department of Parks and Recreation,14039.93,0,DPR
826GI-TIBBET,777433.33,0.0,,144891000,0.0,2026-06-01T00:00:00.000,0.0,14888380.79,10000000.0,14888380.79,1397941.5,10000000.0,Department of Environmental Protection,25922768.56,10000000,DEP
126PV467-EMR,0.0,0.0,Lump Sum,379853000,0.0,2035-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Cultural Affairs,379134000.0,0,DCLA
846P-414BCAP,2403132.59,0.0,Fixed Asset,902000,0.0,2029-06-01T00:00:00.000,0.0,201665.41,0.0,201665.41,2403132.59,0.0,Department of Parks and Recreation,915202.0,0,DPR
806HMFIRST29,0.0,0.0,,18000000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Housing Preservation and Development,18000000.0,0,HPD
806HAM16WRSC,0.0,0.0,"ITT, Vehicles, and Equipment",15000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Housing Preservation and Development,15000.0,0,HPD
846P-218MPRK,6870683.92,0.0,Fixed Asset,0,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,6870683.92,0.0,Department of Parks and Recreation,2316.08,0,DPR
850HLQCOMM,0.0,0.0,"ITT, Vehicles, and Equipment",330000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,330000.0,0,DDC
057F109FLUID,0.0,0.0,,142000,0.0,2031-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Fire Department,142000.0,0,FDNY
826NR-COGEN,16200000.0,0.0,Fixed Asset,13794000,0.0,2029-06-01T00:00:00.000,0.0,13213590.49,0.0,13213590.49,338809483.56,0.0,Department of Environmental Protection,0.0,0,DEP
806HAM20GCBR,338897.87,0.0,Fixed Asset,271000,0.0,2026-06-01T00:00:00.000,0.0,39846.68,0.0,39846.68,338897.87,0.0,Housing Preservation and Development,271255.45,0,HPD
042JJ022-016,60910.0,0.0,Lump Sum,0,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,60910.0,0.0,City University of New York,90.0,0,CUNY
850HWM1689,0.0,0.0,Fixed Asset,7022000,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,7741000.0,0,DDC
126PV767RTF5,0.0,0.0,,148000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Cultural Affairs,148000.0,0,DCLA
850SEK002376,3268.0,2156000.0,Lump Sum,2298000,0.0,2031-06-01T00:00:00.000,1000952.95,3313631.58,0.0,2312678.63,8605821.72,0.0,Department of Design and Construction,70155.05,0,DDC
042BX041-017,24840.56,0.0,Fixed Asset,5000,0.0,2031-06-01T00:00:00.000,0.0,0.0,0.0,0.0,24840.56,0.0,City University of New York,8159.44,0,CUNY
846P-200WCST,2507072.7,0.0,Fixed Asset,96000,0.0,2029-06-01T00:00:00.000,0.0,53311.99,0.0,53311.99,2507072.7,0.0,Department of Parks and Recreation,109615.31,0,DPR
850LQD122RO2,920514.79,0.0,Fixed Asset,327000,0.0,2033-06-01T00:00:00.000,0.0,2688621.56,0.0,2688621.56,920514.79,0.0,Department of Design and Construction,531863.65,0,DDC
850HL98HSS,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
806HAM22MEBC,0.0,0.0,Fixed Asset,150000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Housing Preservation and Development,0.0,0,HPD
801GOVISBMB2,7731732.77,0.0,Fixed Asset,3012000,4932000.0,2026-06-01T00:00:00.000,1581.84,1998.33,0.0,416.49,9650062.93,0.0,Trust for Governors Island,37850.74,0,TGI
846SANDY4-22,438482.76,0.0,Fixed Asset,0,2675000.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,3113426.45,0.0,Department of Parks and Recreation,-1482.76,0,DPR
82626W-146-L,0.0,0.0,Fixed Asset,0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Environmental Protection,0.0,0,DEP
111SAMPLSTAT,1482946.34,0.0,Lump Sum,488000,0.0,2028-06-01T00:00:00.000,0.0,14407.96,0.0,14407.96,1482946.34,0.0,Unknown,634645.7,0,UK
071HH112PAFL,52500.0,0.0,Fixed Asset,1350000,0.0,2030-06-01T00:00:00.000,0.0,0.0,0.0,0.0,52500.0,0.0,Department of Homeless Services,1422500.0,0,DHS
856PW193FANS,107530.1,0.0,Fixed Asset,0,0.0,2027-06-01T00:00:00.000,0.0,47089.9,0.0,47089.9,107530.1,0.0,Department of Citywide Administrative Services,139380.0,0,DCAS
038LBCENPH3,0.0,0.0,,2800000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn Public Library,2800000.0,0,BPL
850BED-806,0.0,0.0,Fixed Asset,7385000,0.0,2027-06-01T00:00:00.000,0.0,2243.14,0.0,2243.14,23467.97,0.0,Department of Design and Construction,0.0,0,DDC
850HWX407,0.0,0.0,Lump Sum,101445000,0.0,2031-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,116726000.0,0,DDC
850PWDNRIDGE,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2030-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
850HBPED100Q,5599636.33,0.0,Fixed Asset,80000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,5599636.33,0.0,Department of Design and Construction,1714363.67,0,DDC
806R613NLOTS,0.0,0.0,,1000000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Housing Preservation and Development,1000000.0,0,HPD
850PS-312MX,0.0,0.0,Fixed Asset,486000,0.0,2027-06-01T00:00:00.000,0.0,2904008.09,0.0,2904008.09,29533184.52,0.0,Department of Design and Construction,0.0,0,DDC
850HL82NYHCQ,717458.0,0.0,Fixed Asset,0,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,717458.0,0.0,Department of Design and Construction,-458.0,0,DDC
111PO-MISC,0.0,0.0,"ITT, Vehicles, and Equipment",89142000,0.0,2034-06-01T00:00:00.000,0.0,50000.0,0.0,50000.0,754000.0,0.0,Unknown,0.0,0,UK
801PWQCLUB,5693809.81,0.0,,0,0.0,2028-06-01T00:00:00.000,0.0,147847.33,0.0,147847.33,5693809.81,0.0,Department of Small Business Services,342.86,0,SBS
846SANDY2-33,22388.21,0.0,Fixed Asset,3963000,3092000.0,2030-06-01T00:00:00.000,350544.44,445156.23,0.0,94611.79,76843.77,0.0,Department of Parks and Recreation,1591000.0,0,DPR
072C75VLAUND,693590.66,0.0,"ITT, Vehicles, and Equipment",28000,0.0,2028-06-01T00:00:00.000,0.0,1021440.2,0.0,1021440.2,693590.66,0.0,Department of Correction,142969.14,0,DOC
850HLDNSINAH,0.0,0.0,"ITT, Vehicles, and Equipment",364000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,364000.0,0,DDC
846P-407VELO,0.0,0.0,,0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Parks and Recreation,0.0,0,DPR
826PS-281,0.0,0.0,,4500000,0.0,2027-06-01T00:00:00.000,0.0,798105.98,0.0,798105.98,12601898.04,0.0,Department of Environmental Protection,0.0,0,DEP
819HOENERGY,0.0,0.0,,869000,0.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Health and Hospitals Corporation,869000.0,0,HHC
801ALTFUELS,0.0,0.0,Fixed Asset,551000,0.0,2033-06-01T00:00:00.000,0.0,5449117.0,0.0,5449117.0,0.0,0.0,Department of Small Business Services,550883.0,0,SBS
850HLDNESIDE,0.0,0.0,Lump Sum,0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
841C5517B,6906901.66,0.0,Fixed Asset,5302000,0.0,2033-06-01T00:00:00.000,0.0,28793.5,0.0,28793.5,6906901.66,0.0,Department of Transportation,5644304.84,0,DOT
826HED586,,,,49414000,,2030-06-01T00:00:00.000,,,,,,,Department of Environmental Protection,,0,DEP
8011680LEXSP,368963.41,0.0,Fixed Asset,0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,368963.41,0.0,Department of Small Business Services,12036.59,0,SBS
850PWDNMJEFC,0.0,0.0,,0,0.0,2032-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
