maprojid,projectid,adopt_nccstate,spent_ccnonexempt,allocate_ccexempt,allocate_citycost,magency,spent_citycost,adopt_ccnonexempt,commit_nccfederal,adopt_total,adopt_noncitycost,plannedcommit_ccnonexempt,allocate_noncitycost,totalcityplannedcommit,spent_total_checkbooknyc,allocate_nccfederal,spent_nccother
850HWX710A,HWX710A,0.0,65303985.4,55087.53,4233563.45,850,142340352.77,3616996.25,0.0,150817000.0,11058.19,550000,11058.19,633000,137875518.96000007,0.0,559941.81
126PV988-IT1,PV988-IT1,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
826CSO-LTCP2,CSO-LTCP2,0.0,0.0,2642.0,48904.89,826,35444453.11,0.0,0.0,35496000.0,0.0,0,0.0,0,33444453.109999992,0.0,0.0
846P-4BWIDEF,P-4BWIDEF,348000.0,1345149.39,0.0,325.0,846,1345149.39,92525.61,0.0,1786000.0,89.79,0,89.79,0,1412236.2100000002,0.0,0.0
806NRHEINSR,NRHEINSR,0.0,0.0,0.0,0.0,806,0.0,600000.0,0.0,600000.0,0.0,600000,0.0,600000,0.0,0.0,0.0
826SEK20087,SEK20087,0.0,0.0,26526000.0,0.0,826,0.0,99474000.0,0.0,126000000.0,0.0,99474000,0.0,126000000,0.0,0.0,0.0
801HWQ1191,HWQ1191,0.0,5221151.59,0.0,235366.21,801,5221151.59,482.2,0.0,5457000.0,0.0,0,0.0,0,5221151.589999998,0.0,0.0
801GOVISUNUT,GOVISUNUT,0.0,28537201.54,0.0,2692793.26,801,28537201.54,6278005.2,0.0,37508000.0,0.0,6916000,0.0,6916000,26560711.87,0.0,0.0
126PV040BTH1,PV040BTH1,0.0,0.0,0.0,0.0,126,0.0,425000.0,0.0,425000.0,0.0,425000,0.0,425000,0.0,0.0,0.0
846P-200BAND,P-200BAND,0.0,1273542.2,0.0,109106.16,846,1273542.2,80351.64,0.0,1463000.0,0.0,80000,0.0,80000,1198251.5799999998,0.0,0.0
806PROMWEST,PROMWEST,0.0,0.0,0.0,0.0,806,0.0,2000000.0,0.0,2000000.0,0.0,2000000,0.0,2000000,0.0,0.0,0.0
827S136-440B,S136-440B,0.0,13606546.17,0.0,21961091.42,827,13606546.17,903362.41,0.0,36471000.0,0.0,200000,0.0,200000,9104741.94,0.0,0.0
801PWMNEW4,PWMNEW4,0.0,0.0,0.0,0.0,801,0.0,1011000.0,0.0,1011000.0,0.0,1011000,0.0,1011000,0.0,0.0,0.0
81960202201,60202201,0.0,1844470.64,0.0,8231033.36,819,1844470.64,19924496.0,0.0,30000000.0,0.0,19924000,0.0,19924000,202786.95,0.0,0.0
850SE849,SE849,0.0,0.0,29802000.0,0.0,850,0.0,9234000.0,0.0,39036000.0,0.0,9234000,0.0,39036000,0.0,0.0,0.0
806R150TH,R150TH,0.0,1025000.0,0.0,0.0,806,1025000.0,675000.0,0.0,1700000.0,0.0,675000,0.0,675000,1025000.0,0.0,0.0
850SANDR03,SANDR03,0.0,1923976.4,0.0,997966.24,850,1923976.4,746057.36,174059.63,6222000.0,207.78,745000,207.78,745000,2311396.32,0.0,49544.76
850SEQ200548,SEQ200548,0.0,2108903.57,209.8,0.0,850,2114693.77,118096.43,0.0,2299000.0,1000.0,57000,1000.0,57000,1250042.22,0.0,65000.0
850HLDN42XRA,HLDN42XRA,0.0,465060.0,0.0,0.0,850,465060.0,-60.0,0.0,465000.0,0.0,0,0.0,0,465060.0,0.0,0.0
801CNEDST,CNEDST,0.0,7749628.72,0.0,0.0,801,7749628.72,184371.28,0.0,7934000.0,0.0,172000,0.0,172000,7250422.14,0.0,0.0
850HLDNCHPIT,HLDNCHPIT,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850HWK1148,HWK1148,0.0,2745552.89,0.0,329471.56,850,2798552.89,143975.55,0.0,3272000.0,0.0,100000,0.0,100000,308.32,0.0,0.0
850SEQ200534,SEQ200534,0.0,4149097.66,2924.88,29783.22,850,9806355.29,55936.61,0.0,9915000.0,1000.0,52000,1000.0,52000,8595757.71,0.0,19000.0
850SER002317,SER002317,0.0,1466000.0,9945063.2,489640.0,850,4395296.8,7677000.0,0.0,22507000.0,0.0,7109000,0.0,16133000,0.0,0.0,0.0
806HAM20PSCC,HAM20PSCC,0.0,0.0,0.0,230748.0,806,0.0,1638252.0,0.0,1869000.0,0.0,1638000,0.0,1638000,0.0,0.0,0.0
806RCASAM,RCASAM,0.0,0.0,0.0,0.0,806,0.0,250000.0,0.0,250000.0,0.0,250000,0.0,250000,0.0,0.0,0.0
057FD109BFU8,FD109BFU8,0.0,44226.77,0.0,0.0,57,44226.77,773.23,0.0,45000.0,0.0,0,0.0,0,44226.77,0.0,0.0
846P-4QWCABR,P-4QWCABR,0.0,0.0,0.0,68700.0,846,0.0,31300.0,0.0,100000.0,0.0,31000,0.0,31000,0.0,0.0,0.0
850HWPLZ003M,HWPLZ003M,0.0,14870991.66,112317.22,2096323.23,850,19749903.18,89456.37,0.0,22072000.0,820.0,15000,820.0,115000,18036240.44,0.0,14000.0
850MIBBNC04A,MIBBNC04A,0.0,9575619.31,900850.0,1682092.6,850,10586877.76,4091179.64,1527263.31,28437000.0,510.33,4008000,510.33,4908000,15182945.659999996,510.33,0.0
801PWDKBB&GC,PWDKBB&GC,0.0,671646.6,0.0,171280.4,801,671646.6,21073.0,0.0,864000.0,0.0,21000,0.0,21000,671646.6,0.0,0.0
801SANDCD14,SANDCD14,0.0,0.0,0.0,0.0,801,0.0,0.0,0.01,191000.0,105739.11,0,105739.11,0,85260.88,105739.11,0.0
850MED682,MED682,0.0,0.0,3119752.79,5304958.43,850,1560288.78,0.0,0.0,19807000.0,4243.57,0,4243.57,4388000,0.0,0.0,0.0
806R89CARLTN,R89CARLTN,0.0,0.0,0.0,0.0,806,0.0,1749000.0,0.0,1749000.0,0.0,1749000,0.0,1749000,0.0,0.0,0.0
850HWKAVEJ81,HWKAVEJ81,0.0,619085.8,0.0,1118351.2,850,619085.8,17533563.0,0.0,19271000.0,0.0,17534000,0.0,17534000,106513.5,0.0,0.0
801SIOUTLET,SIOUTLET,0.0,11500000.0,0.0,0.0,801,11500000.0,300000.0,0.0,11800000.0,0.0,300000,0.0,300000,11500000.0,0.0,0.0
81933202102,33202102,0.0,209141.44,0.0,161145.56,819,209141.44,2129713.0,0.0,2500000.0,0.0,2130000,0.0,2130000,193497.44,0.0,0.0
801PV209-ARI,PV209-ARI,0.0,0.0,0.0,0.0,801,0.0,13850000.0,0.0,13850000.0,0.0,13850000,0.0,13850000,0.0,0.0,0.0
126PVDCLAEMR,PVDCLAEMR,0.0,0.0,0.0,0.0,126,0.0,2325000.0,0.0,2325000.0,0.0,2311000,0.0,2311000,0.0,0.0,0.0
850HWMM006,HWMM006,0.0,3580817.81,0.0,0.0,850,3580817.81,1682182.19,0.0,5263000.0,0.0,106000,0.0,106000,12648.48,0.0,0.0
801PWDSIBPCT,PWDSIBPCT,0.0,0.0,0.0,0.0,801,0.0,49000.0,0.0,49000.0,0.0,49000,0.0,49000,0.0,0.0,0.0
846P-216PPCS,P-216PPCS,0.0,0.0,0.0,0.0,846,0.0,4950000.0,0.0,4950000.0,0.0,4950000,0.0,4950000,0.0,0.0,0.0
846SANDY3-08,SANDY3-08,0.0,87299.38,0.0,6258.62,846,87299.38,143442.0,56327.62,803000.0,506978.0,143000,506978.0,143000,0.0,506978.0,0.0
111PO187-36,PO187-36,0.0,257000.0,0.0,0.0,111,257000.0,334000.0,0.0,591000.0,0.0,182000,0.0,182000,0.0,0.0,0.0
850HWPLZ016M,HWPLZ016M,0.0,66839.8,0.0,1155295.3,850,66839.8,12318864.9,0.0,13541000.0,0.0,12319000,0.0,12319000,0.0,0.0,0.0
846P-304CMMC,P-304CMMC,0.0,0.0,0.0,0.0,846,0.0,446000.0,0.0,446000.0,0.0,446000,0.0,446000,0.0,0.0,0.0
850HWR700,HWR700,750000.0,1159405.9,0.0,1283144.1,850,1159405.9,22870450.0,0.0,26063000.0,750000.0,22870000,750000.0,22870000,281952.05,0.0,0.0
039LQBW-CCTV,LQBW-CCTV,0.0,0.0,0.0,0.0,39,0.0,20000.0,0.0,20000.0,0.0,20000,0.0,20000,0.0,0.0,0.0
801GOVISELE2,GOVISELE2,0.0,14177177.02,0.0,736203.22,801,14177177.02,3885619.76,0.0,18799000.0,0.0,3886000,0.0,3886000,11923629.14,0.0,0.0
850RWX002,RWX002,0.0,3991177.92,0.0,8808.69,850,3991177.92,604013.39,0.0,4604000.0,0.0,188000,0.0,188000,3161475.55,0.0,0.0
801CYPRESSH,CYPRESSH,0.0,0.0,0.0,0.0,801,0.0,790000.0,0.0,790000.0,0.0,790000,0.0,790000,0.0,0.0,0.0
826CRO-536,CRO-536,0.0,0.0,61101200.0,1749287.65,826,3296512.35,0.0,0.0,66147000.0,0.0,0,0.0,60601000,1903596.77,0.0,0.0
850HLDNSTC61,HLDNSTC61,0.0,50854.0,0.0,0.0,850,50854.0,146.0,0.0,51000.0,0.0,0,0.0,0,50854.0,0.0,0.0
846P-502CTPK,P-502CTPK,0.0,6896402.02,0.0,0.0,846,6896402.02,144597.98,0.0,7041000.0,0.0,0,0.0,0,5822347.29,0.0,0.0
846P-3ASGRSU,P-3ASGRSU,0.0,0.0,0.0,0.0,846,0.0,300000.0,0.0,300000.0,0.0,300000,0.0,300000,0.0,0.0,0.0
841HBR10COMP,HBR10COMP,0.0,0.0,0.0,0.0,841,0.0,19831000.0,0.0,19831000.0,0.0,0,0.0,0,0.0,0.0,0.0
850HWR00510,HWR00510,0.0,913302.02,0.0,521033.49,850,913302.02,1037664.49,0.0,2472000.0,0.0,1000000,0.0,1000000,635204.3099999999,0.0,0.0
81948201610,48201610,0.0,3968657.94,0.0,0.0,819,3968657.94,203342.06,0.0,4172000.0,0.0,182000,0.0,182000,3968657.94,0.0,0.0
856HR25FOSTC,HR25FOSTC,952000.0,4071830.27,0.0,36831.67,856,4071830.27,-661.94,14637.04,6693000.0,517.61,0,517.61,0,6633144.329999999,203.34,0.0
841TFLGAVEU,TFLGAVEU,508000.0,0.0,0.0,0.0,841,0.0,0.0,0.0,508000.0,508000.0,0,508000.0,0,0.0,0.0,0.0
126PV075AQCU,PV075AQCU,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850SEQ200529,SEQ200529,0.0,10875872.28,4048.19,122.46,850,15135701.63,95127.72,0.0,15692000.0,2505.25,62000,2505.25,62000,13959236.88000001,0.0,454494.75
850CHINATWN,CHINATWN,0.0,0.0,0.0,0.0,850,0.0,380000.0,0.0,380000.0,0.0,380000,0.0,380000,0.0,0.0,0.0
846SEED-MCGI,SEED-MCGI,0.0,0.0,0.0,0.0,846,0.0,14700000.0,0.0,14700000.0,0.0,14700000,0.0,14700000,0.0,0.0,0.0
801BATPLUGIN,BATPLUGIN,0.0,0.0,0.0,0.0,801,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850AGDNHHOME,AGDNHHOME,0.0,909631.0,0.0,0.0,850,909631.0,369.0,0.0,910000.0,0.0,0,0.0,0,909631.0,0.0,0.0
126PV290-N42,PV290-N42,0.0,397689.51,0.0,325922.49,126,397689.51,7388.0,0.0,731000.0,0.0,7000,0.0,7000,397689.51,0.0,0.0
071HH112HMBL,HH112HMBL,0.0,151124.9,0.0,3875.1,71,151124.9,5374000.0,0.0,5529000.0,0.0,5499000,0.0,5499000,151124.9,0.0,0.0
068LUCILLE,LUCILLE,0.0,0.0,0.0,0.0,68,0.0,57000.0,0.0,57000.0,0.0,57000,0.0,57000,0.0,0.0,0.0
846P-301BPOC,P-301BPOC,0.0,36536.33,0.0,63463.67,846,36536.33,4817000.0,0.0,5310000.0,393000.0,4465000,393000.0,4465000,0.0,0.0,0.0
806PACT25,PACT25,0.0,626405581.0,0.0,0.0,806,626405581.0,-581.0,0.0,626405000.0,0.0,-8653000,0.0,-8653000,403765955.0,0.0,0.0
068DYNAMICS,DYNAMICS,4896000.0,1873685.0,0.0,0.0,68,1873685.0,2306315.0,40.0,10450000.0,3302121.0,2306000,3302121.0,2306000,4841524.0,771225.0,0.0
850SER200236,SER200236,0.0,4057829.7,1202443.24,1170073.85,850,8814606.43,7876.48,0.0,11195000.0,0.0,6000,0.0,1206000,5424801.860000001,0.0,0.0
806HAM15SJBC,HAM15SJBC,0.0,0.0,0.0,0.0,806,0.0,50000.0,0.0,50000.0,0.0,50000,0.0,50000,0.0,0.0,0.0
126PV467DBCD,PV467DBCD,0.0,0.0,0.0,0.0,126,0.0,839000.0,0.0,839000.0,0.0,839000,0.0,839000,0.0,0.0,0.0
80134STHELI,34STHELI,0.0,5959444.83,0.0,0.0,801,5959444.83,11783555.17,0.0,17743000.0,0.0,11780000,0.0,11780000,5959444.83,0.0,0.0
801SUNSETPAR,SUNSETPAR,19391000.0,25788240.4,0.0,2030093.79,801,25788240.4,1615665.81,6703.24,56024000.0,935984.06,1583000,935984.06,1583000,43575095.02,665454.83,0.0
042BX001-021,BX001-021,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850HWKNUAV,HWKNUAV,0.0,220982.04,0.0,2456674.96,850,220982.04,71880343.0,0.0,74558000.0,0.0,71900000,0.0,71900000,0.0,0.0,0.0
801BEDFORDAV,BEDFORDAV,0.0,0.0,0.0,0.0,801,0.0,5448000.0,0.0,5448000.0,0.0,5448000,0.0,5448000,0.0,0.0,0.0
841TFM50316,TFM50316,0.0,121934.24,0.0,114716.0,841,121934.24,88349.76,0.0,325000.0,0.0,79000,0.0,79000,111556.0,0.0,0.0
037LNXA13WIF,LNXA13WIF,0.0,109822.2,0.0,0.0,37,109822.2,177.8,0.0,110000.0,0.0,0,0.0,0,109822.2,0.0,0.0
826RO-2,RO-2,0.0,0.0,94700642.0,8690889.75,826,2976468.25,0.0,0.0,106368000.0,0.0,0,0.0,94700000,2480589.77,0.0,0.0
856CO278TOIL,CO278TOIL,0.0,0.0,0.0,0.0,856,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
111PO163-36,PO163-36,0.0,4019342.67,0.0,0.0,111,4019342.67,13644657.33,0.0,17664000.0,0.0,0,0.0,0,2540056.920000001,0.0,0.0
850HLDNCOMUT,HLDNCOMUT,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
111PO163CARD,PO163CARD,0.0,3787759.97,0.0,0.0,111,3787759.97,-103759.97,0.0,3684000.0,0.0,0,0.0,0,895198.92,0.0,0.0
850HL82AIDSC,HL82AIDSC,0.0,58052.0,0.0,0.0,850,58052.0,-52.0,0.0,58000.0,0.0,0,0.0,0,58052.0,0.0,0.0
850HWK1674,HWK1674,0.0,418726.8,0.0,2370471.2,850,418726.8,32819802.0,0.0,35609000.0,0.0,32820000,0.0,32820000,0.0,0.0,0.0
850HWMWTCB1,HWMWTCB1,0.0,1973397.61,0.0,1211589.45,850,1973397.61,3148012.94,2335881.83,17757000.0,1385985.41,3367000,1385985.41,3367000,6347605.699999994,852112.29,3583305.73
801PWDDAVI,PWDDAVI,0.0,711259.34,0.0,0.0,801,711259.34,17740.66,0.0,729000.0,0.0,18000,0.0,18000,711259.34,0.0,0.0
846P-4OLMST3,P-4OLMST3,0.0,1802600.22,0.0,21032.94,846,1802600.22,162366.84,0.0,1986000.0,0.0,140000,0.0,140000,1800970.6199999996,0.0,0.0
850HWQ1187,HWQ1187,0.0,1359262.73,0.0,747793.13,850,1359262.73,45611944.14,0.0,47719000.0,0.0,45508000,0.0,45508000,278455.31000000006,0.0,0.0
850LNMA12WAS,LNMA12WAS,0.0,5495927.83,0.0,0.0,850,5495927.83,1072.17,0.0,5497000.0,0.0,0,0.0,0,5438176.999999999,0.0,0.0
042QC039-011,QC039-011,0.0,0.0,0.0,0.0,42,0.0,50000.0,0.0,50000.0,0.0,50000,0.0,50000,0.0,0.0,0.0
81934201503,34201503,0.0,0.0,0.0,110671.0,819,0.0,3489329.0,0.0,3600000.0,0.0,3489000,0.0,3489000,0.0,0.0,0.0
801HLEDEN2IO,HLEDEN2IO,0.0,953325.0,0.0,0.0,801,953325.0,46675.0,0.0,1000000.0,0.0,47000,0.0,47000,953325.0,0.0,0.0
801PV075BMSA,PV075BMSA,0.0,0.0,0.0,0.0,801,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
126PV467-IT4,PV467-IT4,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
801CATHEDRAL,CATHEDRAL,0.0,0.0,0.0,0.0,801,0.0,1500000.0,0.0,1500000.0,0.0,1500000,0.0,1500000,0.0,0.0,0.0
850LNCA13MOT,LNCA13MOT,0.0,4081869.37,0.0,0.0,850,4081869.37,149130.63,0.0,4231000.0,0.0,120000,0.0,120000,2530803.83,0.0,0.0
850SEK20070,SEK20070,0.0,7478808.42,0.0,2787134.86,850,7478808.42,265056.72,0.0,10531000.0,0.0,867000,0.0,867000,6359267.220000001,0.0,0.0
846SANDY3-09,SANDY3-09,0.0,2484.58,0.0,0.0,846,2484.58,8515.42,0.0,11000.0,0.0,0,0.0,0,0.0,0.0,0.0
850HLDNPRIMC,HLDNPRIMC,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
806HAM17CRGR,HAM17CRGR,0.0,436610.93,0.0,0.0,806,436610.93,-610.93,0.0,436000.0,0.0,0,0.0,0,436610.93,0.0,0.0
850HLPRESPAX,HLPRESPAX,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
846P-108MARB,P-108MARB,0.0,509912.44,0.0,0.0,846,509912.44,2087.56,0.0,512000.0,0.0,0,0.0,0,0.0,0.0,0.0
038LBM22VOIP,LBM22VOIP,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850BED838,BED838,0.0,0.0,9570000.0,0.0,850,0.0,0.0,0.0,9570000.0,0.0,0,0.0,9570000,0.0,0.0,0.0
846P-400ZO16,P-400ZO16,0.0,0.0,0.0,0.0,846,0.0,50000.0,0.0,50000.0,0.0,0,0.0,0,0.0,0.0,0.0
850SEK002386,SEK002386,0.0,0.0,695447.27,2347912.88,850,15621639.85,0.0,0.0,20078000.0,5922.51,0,5922.51,1155000,14172081.259999994,0.0,671385.76
038LBM24NETW,LBM24NETW,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850PDWTC2013,PDWTC2013,0.0,32898934.61,0.0,153903.36,850,32898934.61,973162.03,0.0,34194000.0,78150.15,780000,78150.15,780000,31549936.849999987,0.0,89849.85
826IN-CITYAC,IN-CITYAC,0.0,0.0,0.0,0.0,826,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
125AGUPGRADE,AGUPGRADE,0.0,634773.74,0.0,0.0,125,634773.74,1353226.26,0.0,1988000.0,0.0,1005000,0.0,1005000,634773.74,0.0,0.0
801HIGHLINE2,HIGHLINE2,1096000.0,39375835.9,0.0,4038.34,801,39375835.9,-316874.24,44999.73,75664000.0,16457351.12,0,16457351.12,0,33634613.59000001,700.97,0.0
039LQPOMHVAC,LQPOMHVAC,0.0,0.0,0.0,0.0,39,0.0,500000.0,0.0,500000.0,0.0,500000,0.0,500000,0.0,0.0,0.0
850JCCVEHHD2,JCCVEHHD2,0.0,0.0,0.0,0.0,850,0.0,164000.0,0.0,164000.0,0.0,164000,0.0,164000,0.0,0.0,0.0
039LQ122-CMC,LQ122-CMC,0.0,54466.0,0.0,0.0,39,54466.0,534.0,0.0,55000.0,0.0,0,0.0,0,54466.0,0.0,0.0
801P-213CONS,P-213CONS,0.0,37600817.0,0.0,0.0,801,37600817.0,100183.0,0.0,37701000.0,0.0,101000,0.0,101000,37600817.0,0.0,0.0
846P-400ZOO8,P-400ZOO8,0.0,99055.48,0.0,619556.0,846,99055.48,4315388.52,0.0,5034000.0,0.0,4032000,0.0,4032000,99055.48,0.0,0.0
850SEQ200523,SEQ200523,0.0,4904858.72,87542.16,115195.05,850,7485121.51,213141.28,0.0,7937000.0,250.0,43000,250.0,43000,7212695.019999999,0.0,35750.0
801SANDRBCT,SANDRBCT,0.0,261840.94,0.0,187816.06,801,261840.94,4725343.0,563449.22,20322000.0,13798028.0,4728000,13798028.0,4728000,712861.8500000002,13798028.0,0.0
826HP-242-L,HP-242-L,0.0,0.0,4600000.0,0.0,826,0.0,0.0,0.0,4600000.0,0.0,0,0.0,4600000,0.0,0.0,0.0
846P-503SSNC,P-503SSNC,0.0,68464.32,0.0,0.0,846,68464.32,43535.68,0.0,112000.0,0.0,0,0.0,0,68464.32,0.0,0.0
850SEQ200475,SEQ200475,0.0,5290226.95,6587.93,0.0,850,9772639.02,57773.05,0.0,9837000.0,0.0,53000,0.0,53000,8824684.000000002,0.0,0.0
126PV236AUDI,PV236AUDI,0.0,0.0,0.0,0.0,126,0.0,5489000.0,0.0,5489000.0,0.0,5489000,0.0,5489000,0.0,0.0,0.0
056POD106COM,POD106COM,0.0,0.0,0.0,0.0,56,0.0,75000.0,0.0,75000.0,0.0,75000,0.0,75000,0.0,0.0,0.0
850SEQ200473,SEQ200473,0.0,9006758.34,4842.87,605065.48,850,11493990.17,358101.48,0.0,12466000.0,0.0,50000,0.0,50000,10168881.130000005,0.0,4000.0
81967201070,67201070,0.0,28407362.0,0.0,0.0,819,28407362.0,32638.0,0.0,28440000.0,0.0,32000,0.0,32000,28407362.0,0.0,0.0
841HBM1212,HBM1212,0.0,27349436.36,0.0,4000.02,841,27349436.36,13551563.62,0.0,45905000.0,5000000.0,2282000,5000000.0,2282000,26306876.169999965,5000000.0,0.0
111PO187-25,PO187-25,0.0,93716.0,0.0,0.0,111,93716.0,253284.0,0.0,347000.0,0.0,234000,0.0,234000,0.0,0.0,0.0
850HWXP2007,HWXP2007,0.0,3438064.51,0.0,25911891.21,850,3438064.51,8255044.28,0.0,50392000.0,14493.94,1551000,14493.94,1551000,1056248.41,0.0,0.0
850HED593,HED593,0.0,73585.52,3931420.72,803497.68,850,827226.32,10938855.28,0.0,16501000.0,0.0,11006000,0.0,14956000,8225.52,0.0,0.0
850SANDR04,SANDR04,0.0,7973350.96,0.0,2858748.87,850,7973350.96,-930099.83,1585166.03,22945000.0,2945.6,1520000,2945.6,1520000,15413232.769999996,1276.02,223183.29
850HL82PCRHL,HL82PCRHL,0.0,299922.0,0.0,0.0,850,299922.0,78.0,0.0,300000.0,0.0,0,0.0,0,299922.0,0.0,0.0
846SANDY2-31,SANDY2-31,0.0,24022.93,0.0,32977.07,846,24022.93,559000.0,123930.55,2101000.0,1293000.0,369000,1293000.0,369000,0.0,1293000.0,0.0
850BB05-02-A,BB05-02-A,0.0,156826.09,872.71,5809991.41,850,11252930.33,205.55,0.0,17064000.0,0.0,0,0.0,0,10663657.659999996,0.0,0.0
111PO185-11L,PO185-11L,0.0,805377.7,0.0,0.0,111,805377.7,-377.7,0.0,805000.0,0.0,0,0.0,0,805377.7000000002,0.0,0.0
846P-307RIDS,P-307RIDS,0.0,0.0,0.0,0.0,846,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
81929202602,29202602,0.0,0.0,0.0,0.0,819,0.0,3000000.0,0.0,3000000.0,0.0,3000000,0.0,3000000,0.0,0.0,0.0
072C75WTRMN,C75WTRMN,0.0,169280.08,0.0,241088.92,72,169280.08,19631.0,0.0,430000.0,0.0,0,0.0,0,169280.08,0.0,0.0
