bble,lot,block,aptno,yrb,lnd_area,curavl,fn_avl,ap_lot,ldep_dec,bldgcl,status2,ap_block,fn_exl,district,tn_ext,corchg,l_acre,tn_exl,fv_chgdt,comint_b,ap_boro,sm_chgdt,curexl_a,year4,cur_fv_l,irreg,new_fv_t,applic2,applic,cbn_txcl,tn_avt,ex_chgdt,ap_date,valref,curext,fn_ext_a,tot_unit,delchg
1000151327,1327,15,37A,1930,0,7201,7201,19,0.0,R4,0,15,0,33.0,36258,0,,0,2011-01-03T00:00:00.000,0.002191695,1,2011-01-03T00:00:00.000,0,2010,16002,I,161480,,7.0,2,53545,,2006-05-19T00:00:00.000,0.0,36258,36258,1,0
1000161575,1575,16,28B,2005,0,19323,19323,42,0.0,R4,0,16,19323,33.0,162296,0,,19323,2010-11-30T00:00:00.000,0.004289643,1,2010-11-30T00:00:00.000,19323,2010,42940,I,387450,,7.0,2,162296,,2007-01-08T00:00:00.000,0.0,162003,174353,1,0
1000161582,1582,16,29B,2005,0,19432,19432,42,0.0,R4,0,16,19432,33.0,163222,0,,19432,2010-11-30T00:00:00.000,0.004314077,1,2010-11-30T00:00:00.000,19432,2010,43182,I,389657,,7.0,2,163222,,2007-01-08T00:00:00.000,0.0,162925,175346,1,0
1000161043,1043,16,18B,0,0,22476,22476,90,0.0,R4,0,16,22476,33.0,86139,0,,22476,2011-01-03T00:00:00.000,0.004448125,1,2011-01-03T00:00:00.000,22476,2010,49947,I,242684,,7.0,2,86139,,1986-12-25T00:00:00.000,,79735,109208,1,0
1000161063,1063,16,12C,0,0,20717,20718,90,0.0,R4,0,16,20718,33.0,79394,0,,20718,2011-01-03T00:00:00.000,0.004099986,1,2011-01-03T00:00:00.000,20717,2010,46038,I,223690,,7.0,2,79394,,1986-12-25T00:00:00.000,,73492,100661,1,0
1000161433,1433,16,6F,2005,0,28800,28799,42,0.0,R4,0,16,28799,33.0,241898,0,,28799,2010-11-30T00:00:00.000,0.006393498,1,2010-11-30T00:00:00.000,28800,2010,64000,I,577475,,7.0,2,241898,,2007-01-08T00:00:00.000,0.0,241459,259864,1,0
1000161024,1024,16,24A,0,0,22796,22796,90,0.0,R4,0,16,22796,33.0,87364,0,,22796,2011-01-03T00:00:00.000,0.004511495,1,2011-01-03T00:00:00.000,22796,2010,50658,I,246141,,7.0,2,87364,,1986-12-25T00:00:00.000,,80868,110763,1,0
1000161485,1485,16,15B,2005,0,17874,17873,42,0.0,R4,0,16,17873,33.0,150120,0,,17873,2010-11-30T00:00:00.000,0.003967759,1,2010-11-30T00:00:00.000,17874,2010,39718,I,358377,,7.0,2,150120,,2007-01-08T00:00:00.000,0.0,149849,161270,1,0
1000077501,7501,7,,1920,7780,0,0,23,74.42,R0,0,7,0,,0,0,,0,,0.0,1,,0,2010,0,I,0,,,2,0,,1990-12-12T00:00:00.000,1.0,0,0,0,0
1000151279,1279,15,31A,1930,0,9423,9423,19,0.0,R4,0,15,0,33.0,47440,0,,0,2011-01-03T00:00:00.000,0.002867609,1,2011-01-03T00:00:00.000,0,2010,20940,I,211280,,7.0,2,70063,,2006-05-19T00:00:00.000,0.0,47440,47440,1,0
1000151143,1143,15,12J,1930,0,11970,11970,19,0.0,R4,0,15,0,33.0,60272,0,,0,2011-01-03T00:00:00.000,0.003643123,1,2011-01-03T00:00:00.000,0,2010,26600,I,268418,,7.0,2,89008,,2006-05-19T00:00:00.000,0.0,60272,60272,1,0
1000161511,1511,16,18G,2005,0,15344,15343,42,0.0,R4,0,16,15343,33.0,128867,0,,15343,2010-11-30T00:00:00.000,0.00340608,1,2010-11-30T00:00:00.000,15344,2010,34098,I,307645,,7.0,2,128867,,2007-01-08T00:00:00.000,0.0,128635,138440,1,0
1000161042,1042,16,17B,0,0,22238,22238,90,0.0,R4,0,16,22238,33.0,85222,0,,22238,2011-01-03T00:00:00.000,0.004401012,1,2011-01-03T00:00:00.000,22238,2010,49418,I,240114,,7.0,2,85222,,1986-12-25T00:00:00.000,,78886,108051,1,0
1000161567,1567,16,27A,2005,0,23173,23172,42,0.0,R4,0,16,23172,33.0,194638,0,,23172,2010-11-30T00:00:00.000,0.005144348,1,2010-11-30T00:00:00.000,23173,2010,51496,I,464649,,7.0,2,194638,,2007-01-08T00:00:00.000,0.0,194284,209092,1,0
1000161164,1164,16,18G,0,0,29119,29119,90,0.0,R4,0,16,29119,33.0,111588,0,,29119,2011-01-03T00:00:00.000,0.005762568,1,2011-01-03T00:00:00.000,29119,2010,64709,I,314398,,7.0,2,111588,,1986-12-25T00:00:00.000,,103296,141479,1,0
1000041043,1043,4,41,0,0,814921,814921,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.016837415,1,2011-01-03T00:00:00.000,0,2010,1810936,I,6916933,,1.0,4,2761517,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161630,1630,16,PH3B,2005,0,20470,20470,42,0.0,R4,0,16,20470,33.0,171926,0,,20470,2010-11-30T00:00:00.000,0.004544038,1,2010-11-30T00:00:00.000,20470,2010,45489,I,410428,,7.0,2,171926,,2007-01-08T00:00:00.000,0.0,171613,184693,1,0
1000161201,1201,16,8J,0,0,18718,18718,90,0.0,R4,0,16,18718,33.0,71741,0,,18718,2011-01-03T00:00:00.000,0.003704735,1,2011-01-03T00:00:00.000,18718,2010,41596,I,202126,,7.0,2,71741,,1986-12-25T00:00:00.000,,66406,90957,1,0
1000161590,1590,16,30C,2005,0,15967,15966,42,0.0,R4,0,16,15966,33.0,134109,0,,15966,2010-11-30T00:00:00.000,0.003544613,1,2010-11-30T00:00:00.000,15967,2010,35482,I,320158,,7.0,2,134109,,2007-01-08T00:00:00.000,0.0,133867,144071,1,0
1000161472,1472,16,12C,2005,0,14421,14421,42,0.0,R4,0,16,14421,33.0,121124,0,,14421,2010-11-30T00:00:00.000,0.003201419,1,2010-11-30T00:00:00.000,14421,2010,32047,I,289159,,7.0,2,121124,,2007-01-08T00:00:00.000,0.0,120904,130122,1,0
1000161437,1437,16,7C,2005,0,13969,13969,42,0.0,R4,0,16,13969,33.0,117330,0,,13969,2010-11-30T00:00:00.000,0.003101084,1,2010-11-30T00:00:00.000,13969,2010,31042,I,280097,,7.0,2,117330,,2007-01-08T00:00:00.000,0.0,117116,126044,1,0
1000161234,1234,16,8M,0,0,21677,21677,90,0.0,R4,0,16,21677,33.0,83066,0,,21677,2011-01-03T00:00:00.000,0.004289518,1,2011-01-03T00:00:00.000,21677,2010,48171,I,234031,,7.0,2,83066,,1986-12-25T00:00:00.000,,76892,105314,1,0
1000041048,1048,4,46,0,0,847649,847649,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.017513672,1,2011-01-03T00:00:00.000,0,2010,1883665,I,7194745,,1.0,4,2872431,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161592,1592,16,30E,2005,0,21005,21005,42,0.0,R4,0,16,21005,33.0,176426,0,,21005,2010-11-30T00:00:00.000,0.004663054,1,2010-11-30T00:00:00.000,21005,2010,46678,I,421178,,7.0,2,176426,,2007-01-08T00:00:00.000,0.0,176106,189530,1,0
1000110029,29,11,,1920,3623,426600,426600,0,83.17,O9,0,0,0,1.0,0,0,,0,2010-12-16T00:00:00.000,0.0,0,2010-12-16T00:00:00.000,0,2010,948000,I,2630000,,1.0,4,1136100,,,0.0,0,0,5,0
1000111002,1002,11,RES,1900,0,218160,157075,27,0.0,RR,0,11,0,33.0,202500,0,,0,2011-04-07T00:00:00.000,0.6,1,2011-04-07T00:00:00.000,0,2010,484800,,1251000,,7.0,2C,405324,,2010-01-21T00:00:00.000,0.0,0,202500,3,0
1000161075,1075,16,25C,0,0,20479,20479,90,0.0,R4,0,16,20479,33.0,78482,0,,20479,2011-01-03T00:00:00.000,0.004052802,1,2011-01-03T00:00:00.000,20479,2010,45509,I,221116,,7.0,2,78482,,1986-12-25T00:00:00.000,,72647,99502,1,0
1000060001E,1,6,,0,248,22518,23742,0,349.0,Z7,0,0,0,51.0,0,0,,0,2010-10-26T00:00:00.000,0.0,0,2010-10-26T00:00:00.000,0,2010,55000,I,140000,,,4,58806,,,0.0,0,0,0,0
1000151111,1111,15,5A,1930,0,11848,11848,19,0.0,R4,0,15,0,33.0,59654,0,,0,2011-01-03T00:00:00.000,0.003605741,1,2011-01-03T00:00:00.000,0,2010,26329,I,265664,,7.0,2,88094,,2006-05-19T00:00:00.000,0.0,59654,59654,1,0
1000051002,1002,5,B,0,0,12675585,12673292,1001,0.0,R5,0,5,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.40927,1,2011-01-03T00:00:00.000,0,2010,28157776,I,83238151,1.0,1.0,4,33643782,,1999-11-24T00:00:00.000,0.0,0,0,1,0
1000151271,1271,15,29G,1930,0,12342,12342,19,0.0,R4,0,15,0,33.0,62144,0,,0,2011-01-03T00:00:00.000,0.003756239,1,2011-01-03T00:00:00.000,0,2010,27427,I,276752,,7.0,2,91773,,2006-05-19T00:00:00.000,0.0,62144,62144,1,0
1000041006,1006,4,2,0,0,353383,353383,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.00730145,1,2011-01-03T00:00:00.000,0,2010,785296,I,2999489,,1.0,4,1197516,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000151294,1294,15,32H,1930,0,7659,7659,19,0.0,R4,0,15,0,33.0,38558,0,,0,2011-01-03T00:00:00.000,0.002330745,1,2011-01-03T00:00:00.000,0,2010,17020,I,171725,,7.0,2,56946,,2006-05-19T00:00:00.000,0.0,38558,38558,1,0
1000161727,1727,16,5C,2006,0,18812,17395,35,0.0,R4,0,16,17395,33.0,92409,0,,17395,2011-01-06T00:00:00.000,0.0025,1,2011-01-06T00:00:00.000,13500,2010,30000,I,292831,,7.0,2,92409,,2008-12-08T00:00:00.000,0.0,79286,131774,1,0
1000151178,1178,15,16H,1930,0,11779,11779,19,0.0,R4,0,15,0,33.0,59305,0,,0,2011-01-03T00:00:00.000,0.003584593,1,2011-01-03T00:00:00.000,0,2010,26175,I,264106,,7.0,2,87582,,2006-05-19T00:00:00.000,0.0,59305,59305,1,0
1000160150,150,16,,1986,103028,46350000,46350000,0,293.0,O4,0,0,46350000,1.0,194344820,0,,46350000,2010-12-16T00:00:00.000,0.0,0,2010-12-16T00:00:00.000,46350000,2010,103000000,I,434498000,,2.0,4,194344820,,,0.0,193290000,195524100,1,0
1000070030,30,7,,1900,1057,179550,179550,0,35.75,L9,0,0,107730,1.0,227418,0,,107730,2010-12-16T00:00:00.000,0.0,0,2010-12-16T00:00:00.000,107730,2010,399000,I,877000,,1.0,4,379030,,,0.0,230148,236790,2,0
*1000041025,1025,4,23,0,0,798318,798318,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.016494421,1,2011-01-03T00:00:00.000,0,2010,1774040,I,6776029,,1.0,4,2705262,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000151298,1298,15,33D,1930,0,12726,12726,19,0.0,R4,0,15,0,33.0,64079,0,,0,2011-01-03T00:00:00.000,0.003873171,1,2011-01-03T00:00:00.000,0,2010,28280,I,285368,,7.0,2,94628,,2006-05-19T00:00:00.000,0.0,64079,64079,1,0
1000160260,260,16,,2006,97076,15318000,21984840,3,131.66,O4,0,16,21984840,1.0,267564240,0,,21984840,2010-12-16T00:00:00.000,0.0,1,2010-12-16T00:00:00.000,16560000,2010,36800000,I,653336000,,2.0,4,267564240,,1999-09-01T00:00:00.000,0.0,259704000,294001200,1,0
1000161022,1022,16,22A,0,0,22320,22320,90,0.0,R4,0,16,22320,33.0,85537,0,,22320,2011-01-03T00:00:00.000,0.00441727,1,2011-01-03T00:00:00.000,22320,2010,49600,I,241001,,7.0,2,85537,,1986-12-25T00:00:00.000,,79178,108450,1,0
1000161565,1565,16,26F,0,0,28552,28551,42,0.0,R4,0,16,28551,33.0,239813,0,,28551,2010-11-30T00:00:00.000,0.006338444,1,2010-11-30T00:00:00.000,28552,2010,63449,I,572503,,7.0,2,239813,,2007-01-08T00:00:00.000,0.0,239379,257626,1,0
1000161713,1713,16,3J,2006,0,13545,12525,35,0.0,R4,0,16,12525,33.0,66535,0,,12525,2011-01-06T00:00:00.000,0.0018,1,2011-01-06T00:00:00.000,9720,2010,21600,I,210838,,7.0,2,66535,,2008-12-08T00:00:00.000,0.0,57086,94877,1,0
1000151313,1313,15,35C,1930,0,9034,9035,19,0.0,R4,0,15,0,33.0,45490,0,,0,2011-01-03T00:00:00.000,0.002749643,1,2011-01-03T00:00:00.000,0,2010,20075,I,202588,,7.0,2,67179,,2006-05-19T00:00:00.000,0.0,45490,45490,1,0
1000151324,1324,15,36F,1930,0,6967,6968,19,0.0,R4,0,15,0,33.0,35085,0,,0,2011-01-03T00:00:00.000,0.002120876,1,2011-01-03T00:00:00.000,0,2010,15484,I,156262,,7.0,2,51816,,2006-05-19T00:00:00.000,0.0,35085,35085,1,0
1000161516,1516,16,19E,2005,0,19694,19694,42,0.0,R4,0,16,19694,33.0,165415,0,,19694,2010-11-30T00:00:00.000,0.004372008,1,2010-11-30T00:00:00.000,19694,2010,43764,I,394890,,7.0,2,165415,,2007-01-08T00:00:00.000,0.0,165114,177701,1,0
1000161580,1580,16,28G,2005,0,16280,16280,42,0.0,R4,0,16,16280,33.0,136741,0,,16280,2010-11-30T00:00:00.000,0.003614111,1,2010-11-30T00:00:00.000,16280,2010,36178,I,326435,,7.0,2,136741,,2007-01-08T00:00:00.000,0.0,136492,146896,1,0
1000151160,1160,15,15B,1930,0,6894,6894,19,0.0,R4,0,15,0,33.0,34704,0,,0,2011-01-03T00:00:00.000,0.002097528,1,2011-01-03T00:00:00.000,0,2010,15320,I,154542,,7.0,2,51248,,2006-05-19T00:00:00.000,0.0,34704,34704,1,0
1000041016,1016,4,12,0,0,1197240,1197240,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.024736702,1,2011-01-03T00:00:00.000,0,2010,2660534,I,10162018,,1.0,4,4057082,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000151125,1125,15,11A,1930,0,18942,18943,19,0.0,R4,0,15,0,33.0,95373,0,,0,2011-01-03T00:00:00.000,0.00576484,1,2011-01-03T00:00:00.000,0,2010,42095,I,424742,,7.0,2,140852,,2006-05-19T00:00:00.000,0.0,95373,95373,1,0
1000161447,1447,16,8F,2005,0,26992,26992,42,0.0,R4,0,16,26992,33.0,226713,0,,26992,2010-11-30T00:00:00.000,0.005992126,1,2010-11-30T00:00:00.000,26992,2010,59982,I,541222,,7.0,2,226713,,2007-01-08T00:00:00.000,0.0,226301,243550,1,0
1000161450,1450,16,9B,2005,0,17316,17316,42,0.0,R4,0,16,17316,33.0,145442,0,,17316,2010-11-30T00:00:00.000,0.003844103,1,2010-11-30T00:00:00.000,17316,2010,38480,I,347208,,7.0,2,145442,,2007-01-08T00:00:00.000,0.0,145177,156244,1,0
1000161113,1113,16,14E,0,0,27195,27195,90,0.0,R4,0,16,27195,33.0,104224,0,,27195,2011-01-03T00:00:00.000,0.005382275,1,2011-01-03T00:00:00.000,27195,2010,60433,I,293650,,7.0,2,104224,,1986-12-25T00:00:00.000,,96477,132143,1,0
1000161613,1613,16,33F,2005,0,29721,29720,42,0.0,R4,0,16,29720,33.0,249633,0,,29720,2010-11-30T00:00:00.000,0.006597973,1,2010-11-30T00:00:00.000,29721,2010,66047,I,595944,,7.0,2,249633,,2007-01-08T00:00:00.000,0.0,249181,268175,1,0
1000161089,1089,16,14D,0,0,20799,20798,90,0.0,R4,0,16,20798,33.0,79706,0,,20798,2011-01-03T00:00:00.000,0.004116099,1,2011-01-03T00:00:00.000,20799,2010,46218,I,224569,,7.0,2,79706,,1986-12-25T00:00:00.000,,73783,101056,1,0
1000151183,1183,15,17A,1930,0,7275,7275,19,0.0,R4,0,15,0,33.0,36623,0,,0,2011-01-03T00:00:00.000,0.002213749,1,2011-01-03T00:00:00.000,0,2010,16167,I,163105,,7.0,2,54088,,2006-05-19T00:00:00.000,0.0,36623,36623,1,0
1000041002,1002,4,SUB-B,0,0,919276,919275,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.018993553,1,2011-01-03T00:00:00.000,0,2010,2042834,I,7802691,,1.0,4,3115143,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161 716,1716,16,4B,2006,0,26335,24351,35,0.0,R4,0,16,24351,33.0,129374,0,,24351,2011-01-06T00:00:00.000,0.0035,1,2011-01-06T00:00:00.000,18900,2010,42000,I,409963,,7.0,2,129374,,2008-12-08T00:00:00.000,0.0,111000,184483,1,0
1000161703,1703,16,CU C,2006,0,45899,42441,35,0.0,R5,0,16,42441,33.0,337682,0,,42441,2010-12-30T00:00:00.000,0.0061,1,2010-12-30T00:00:00.000,32940,2010,73200,I,1108078,,,4,337682,,2008-12-08T00:00:00.000,0.0,178864,498635,1,0
1000161112,1112,16,12E,0,0,13998,13998,90,0.0,R4,0,16,13998,33.0,53650,0,,13998,2011-01-03T00:00:00.000,0.002770513,1,2011-01-03T00:00:00.000,13998,2010,31107,I,151156,,7.0,2,53650,,1986-12-25T00:00:00.000,,49661,68020,1,0
1000161428,1428,16,6A,2005,0,20486,20485,42,0.0,R4,0,16,20485,33.0,172065,0,,20485,2010-11-30T00:00:00.000,0.004547811,1,2010-11-30T00:00:00.000,20486,2010,45524,I,410769,,7.0,2,172065,,2007-01-08T00:00:00.000,0.0,171753,184846,1,0
1000151308,1308,15,34F,1930,0,6930,6930,19,0.0,R4,0,15,0,33.0,34894,0,,0,2011-01-03T00:00:00.000,0.00210917,1,2011-01-03T00:00:00.000,0,2010,15400,I,155399,,7.0,2,51528,,2006-05-19T00:00:00.000,0.0,34894,34894,1,0
1000151306,1306,15,34D,1930,0,12549,12549,19,0.0,R4,0,15,0,33.0,63191,0,,0,2011-01-03T00:00:00.000,0.003819621,1,2011-01-03T00:00:00.000,0,2010,27887,I,281422,,7.0,2,93322,,2006-05-19T00:00:00.000,0.0,63191,63191,1,0
1000161038,1038,16,12B,0,0,19996,19997,90,0.0,R4,0,16,19997,33.0,76636,0,,19997,2011-01-03T00:00:00.000,0.003957349,1,2011-01-03T00:00:00.000,19996,2010,44436,I,215908,,7.0,2,76636,,1986-12-25T00:00:00.000,,70938,97159,1,0
1000041010,1010,4,6,0,0,1213369,1213368,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.025069914,1,2011-01-03T00:00:00.000,0,2010,2696374,I,10298904,,1.0,4,4111732,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161570,1570,16,27D,2005,0,11927,11927,42,0.0,R4,0,16,11927,33.0,100177,0,,11927,2010-11-30T00:00:00.000,0.00264775,1,2010-11-30T00:00:00.000,11927,2010,26504,I,239151,,7.0,2,100177,,2007-01-08T00:00:00.000,0.0,99995,107618,1,0
1000161117,1117,16,18E,0,0,20878,20878,90,0.0,R4,0,16,20878,33.0,80012,0,,20878,2011-01-03T00:00:00.000,0.004131852,1,2011-01-03T00:00:00.000,20878,2010,46396,I,225429,,7.0,2,80012,,1986-12-25T00:00:00.000,,74065,101443,1,0
1000151262,1262,15,28D,1930,0,11596,11596,19,0.0,R4,0,15,0,33.0,58385,0,,0,2011-01-03T00:00:00.000,0.003528973,1,2011-01-03T00:00:00.000,0,2010,25769,I,260008,,7.0,2,86221,,2006-05-19T00:00:00.000,0.0,58385,58385,1,0
1000161471,1471,16,12B,2005,0,17646,17645,42,0.0,R4,0,16,17645,33.0,148208,0,,17645,2010-11-30T00:00:00.000,0.003917344,1,2010-11-30T00:00:00.000,17646,2010,39213,I,353823,,7.0,2,148208,,2007-01-08T00:00:00.000,0.0,147942,159220,1,0
1000151382,1382,15,PH-D,1930,0,7754,7755,19,0.0,R4,0,15,0,33.0,39050,0,,0,2011-01-03T00:00:00.000,0.002360237,1,2011-01-03T00:00:00.000,0,2010,17233,I,173898,,7.0,2,57667,,2006-05-19T00:00:00.000,0.0,39050,39050,1,0
1000151221,1221,15,21H,1930,0,11919,11919,19,0.0,R4,0,15,0,33.0,60018,0,,0,2011-01-03T00:00:00.000,0.00362786,1,2011-01-03T00:00:00.000,0,2010,26487,I,267294,,7.0,2,88636,,2006-05-19T00:00:00.000,0.0,60018,60018,1,0
1000161195,1195,16,2J,0,0,18238,18237,90,0.0,R4,0,16,18237,33.0,69891,0,,18237,2011-01-03T00:00:00.000,0.003609282,1,2011-01-03T00:00:00.000,18238,2010,40527,I,196918,,7.0,2,69891,,1986-12-25T00:00:00.000,,64696,88613,1,0
1000161185,1185,16,3I,0,0,19677,19677,90,0.0,R4,0,16,19677,33.0,75411,0,,19677,2011-01-03T00:00:00.000,0.003894268,1,2011-01-03T00:00:00.000,19677,2010,43727,I,212466,,7.0,2,75411,,1986-12-25T00:00:00.000,,69803,95610,1,0
1000161003,1003,16,2A,0,0,22157,22157,90,0.0,R4,0,16,22157,33.0,84912,0,,22157,2011-01-03T00:00:00.000,0.004384899,1,2011-01-03T00:00:00.000,22157,2010,49238,I,239235,,7.0,2,84912,,1986-12-25T00:00:00.000,,78599,107656,1,0
1000161192,1192,16,10I,0,0,20160,20160,90,0.0,R4,0,16,20160,33.0,77255,0,,20160,2011-01-03T00:00:00.000,0.003989504,1,2011-01-03T00:00:00.000,20160,2010,44800,I,217662,,7.0,2,77255,,1986-12-25T00:00:00.000,,71514,97948,1,0
