bble,lot,block,aptno,yrb,lnd_area,curavl,fn_avl,ap_lot,ldep_dec,bldgcl,status2,ap_block,fn_exl,district,tn_ext,corchg,l_acre,tn_exl,fv_chgdt,comint_b,ap_boro,sm_chgdt,curexl_a,year4,cur_fv_l,irreg,new_fv_t,applic2,applic,cbn_txcl,tn_avt,ex_chgdt,ap_date,valref,curext,fn_ext_a,tot_unit,delchg
1000151287,1287,15,32A,1930,0,9461,9461,19,0.0,R4,0,15,0,33.0,47631,0,,0,2011-01-03T00:00:00.000,0.002879122,1,2011-01-03T00:00:00.000,0,2010,21024,I,212128,,7.0,2,70347,,2006-05-19T00:00:00.000,0.0,47631,47631,1,0
1000161109,1109,16,9E,0,0,13760,13760,90,0.0,R4,0,16,13760,33.0,52735,0,,13760,2011-01-03T00:00:00.000,0.002723328,1,2011-01-03T00:00:00.000,13760,2010,30578,I,148581,,7.0,2,52735,,1986-12-25T00:00:00.000,,48816,66861,1,0
1000161162,1162,16,16G,0,0,29119,29119,90,0.0,R4,0,16,29119,33.0,111588,0,,29119,2011-01-03T00:00:00.000,0.005762568,1,2011-01-03T00:00:00.000,29119,2010,64709,I,314398,,7.0,2,111588,,1986-12-25T00:00:00.000,,103296,141479,1,0
1000151261,1261,15,28C,1930,0,8553,8553,19,0.0,R4,0,15,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.00260309,1,2011-01-03T00:00:00.000,0,2010,19007,I,191791,,7.0,2,63601,,2006-05-19T00:00:00.000,0.0,0,1,1,0
1000151297,1297,15,33C,1930,0,8963,8963,19,0.0,R4,0,15,0,33.0,45125,0,,0,2011-01-03T00:00:00.000,0.002727654,1,2011-01-03T00:00:00.000,0,2010,19918,I,200968,,7.0,2,66643,,2006-05-19T00:00:00.000,0.0,45125,45125,1,0
1000161618,1618,16,PH1D,2005,0,12665,12665,42,0.0,R4,0,16,12665,33.0,106373,0,,12665,2010-11-30T00:00:00.000,0.002811584,1,2010-11-30T00:00:00.000,12665,2010,28144,I,253949,,7.0,2,106373,,2007-01-08T00:00:00.000,0.0,106181,114277,1,0
1000041020,1020,4,16,0,0,1236136,1236135,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.025540376,1,2011-01-03T00:00:00.000,0,2010,2746967,I,10492173,,1.0,4,4188890,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161436,1436,16,7B,2005,0,17099,17099,42,0.0,R4,0,16,17099,33.0,143619,0,,17099,2010-11-30T00:00:00.000,0.003795946,1,2010-11-30T00:00:00.000,17099,2010,37998,I,342858,,7.0,2,143619,,2007-01-08T00:00:00.000,0.0,143358,154286,1,0
1000151275,1275,15,30D,1930,0,12367,12367,19,0.0,R4,0,15,0,33.0,62271,0,,0,2011-01-03T00:00:00.000,0.003764,1,2011-01-03T00:00:00.000,0,2010,27482,I,277324,,7.0,2,91964,,2006-05-19T00:00:00.000,0.0,62271,62271,1,0
1000151231,1231,15,22F,1930,0,10935,10935,19,0.0,R4,0,15,0,33.0,55054,0,,0,2011-01-03T00:00:00.000,0.003327899,1,2011-01-03T00:00:00.000,0,2010,24300,I,245193,,7.0,2,81309,,2006-05-19T00:00:00.000,0.0,55054,55054,1,0
1000151242,1242,15,23E,1930,0,14583,14583,19,0.0,R4,0,15,0,33.0,73421,0,,0,2011-01-03T00:00:00.000,0.004437975,1,2011-01-03T00:00:00.000,0,2010,32407,I,326981,,7.0,2,108430,,2006-05-19T00:00:00.000,0.0,73421,73421,1,0
1000161530,1530,16,21E,2005,0,19930,19930,42,0.0,R4,0,16,19930,33.0,167395,0,,19930,2010-11-30T00:00:00.000,0.004424402,1,2010-11-30T00:00:00.000,19930,2010,44289,I,399622,,7.0,2,167395,,2007-01-08T00:00:00.000,0.0,167092,179830,1,0
1000161059,1059,16,8C,0,0,26796,26796,90,0.0,R4,0,16,26796,33.0,102693,0,,26796,2011-01-03T00:00:00.000,0.00530308,1,2011-01-03T00:00:00.000,26796,2010,59547,I,289329,,7.0,2,102693,,1986-12-25T00:00:00.000,,95057,130198,1,0
1000151341,1341,15,38G,1930,0,7831,7831,19,0.0,R4,0,15,0,33.0,39431,0,,0,2011-01-03T00:00:00.000,0.00238352,1,2011-01-03T00:00:00.000,0,2010,17402,I,175613,,7.0,2,58231,,2006-05-19T00:00:00.000,0.0,39431,39431,1,0
100 0151141,1141,15,12G,1930,0,12757,12756,19,0.0,R4,0,15,0,33.0,64221,0,,0,2011-01-03T00:00:00.000,0.003881902,1,2011-01-03T00:00:00.000,0,2010,28347,I,286011,,7.0,2,94847,,2006-05-19T00:00:00.000,0.0,64221,64221,1,0
1000161154,1154,16,7G,0,0,13600,13600,90,0.0,R4,0,16,13600,33.0,52117,0,,13600,2011-01-03T00:00:00.000,0.002691173,1,2011-01-03T00:00:00.000,13600,2010,30222,I,146827,,7.0,2,52117,,1986-12-25T00:00:00.000,,48244,66072,1,0
1000161569,1569,16,27C,2005,0,15695,15693,42,0.0,R4,0,16,15693,33.0,131819,0,,15693,2010-11-30T00:00:00.000,0.003484022,1,2010-11-30T00:00:00.000,15695,2010,34876,I,314685,,7.0,2,131819,,2007-01-08T00:00:00.000,0.0,131581,141608,1,0
1000165631,5631,16,406,1985,0,0,59022,80,0.0,R4,0,16,0,20.0,0,0,,0,2011-05-20T00:00:00.000,0.01093,1,2011-05-20T00:00:00.000,0,2010,0,,651457,,,2,326518,,2011-04-11T00:00:00.000,0.0,0,0,1,0
1000161146,1146,16,24F,0,0,23597,23597,90,0.0,R4,0,16,23597,33.0,90436,0,,23597,2011-01-03T00:00:00.000,0.004670029,1,2011-01-03T00:00:00.000,23597,2010,52438,I,254791,,7.0,2,90436,,1986-12-25T00:00:00.000,,83713,114656,1,0
1000161055,1055,16,4C,0,0,25997,25997,90,0.0,R4,0,16,25997,33.0,99623,0,,25997,2011-01-03T00:00:00.000,0.005144691,1,2011-01-03T00:00:00.000,25997,2010,57771,I,280688,,7.0,2,99623,,1986-12-25T00:00:00.000,,92219,126310,1,0
1000041012,1012,4,8,0,0,1213369,1213368,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.025069914,1,2011-01-03T00:00:00.000,0,2010,2696374,I,10298904,,1.0,4,4111732,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161707,1707,16,3C,2006,0,18812,17395,35,0.0,R4,0,16,17395,33.0,92409,0,,17395,2011-01-06T00:00:00.000,0.0025,1,2011-01-06T00:00:00.000,13500,2010,30000,I,292831,,7.0,2,92409,,2008-12-08T00:00:00.000,0.0,79286,131774,1,0
1000151196,1196,15,18B,1930,0,24237,24237,19,0.0,R4,0,15,0,33.0,122035,0,,0,2011-01-03T00:00:00.000,0.007376404,1,2011-01-03T00:00:00.000,0,2010,53860,I,543479,,7.0,2,180224,,2006-05-19T00:00:00.000,0.0,122035,122035,1,0
1000161231,1231,16,5M,0,0,21438,21438,90,0.0,R4,0,16,21438,33.0,82156,0,,21438,2011-01-03T00:00:00.000,0.004242406,1,2011-01-03T00:00:00.000,21438,2010,47640,I,231460,,7.0,2,82156,,1986-12-25T00:00:00.000,,76047,104157,1,0
1000151002,1002,15,2,1902,0,4257000,4257000,1,0.0,R5,0,15,0,33.0,99000,0,,0,2011-01-03T00:00:00.000,0.332331472,1,2011-01-03T00:00:00.000,0,2010,9460000,I,60609000,1.0,1.0,4,21870810,,1998-12-29T00:00:00.000,0.0,198000,99000,1,0
1000161033,1033,16,7B,0,0,19121,19121,90,0.0,R4,0,16,19121,33.0,73274,0,,19121,2011-01-03T00:00:00.000,0.003783858,1,2011-01-03T00:00:00.000,19121,2010,42491,I,206442,,7.0,2,73274,,1986-12-25T00:00:00.000,,67829,92899,1,0
1000151244,1244,15,23G,1930,0,12247,12248,19,0.0,R4,0,15,0,33.0,61668,0,,0,2011-01-03T00:00:00.000,0.003727524,1,2011-01-03T00:00:00.000,0,2010,27215,I,274637,,7.0,2,91076,,2006-05-19T00:00:00.000,0.0,61668,61668,1,0
1000161475,1475,16,12F,2005,0,26389,26388,42,0.0,R4,0,16,26388,33.0,221649,0,,26388,2010-11-30T00:00:00.000,0.005858294,1,2010-11-30T00:00:00.000,26389,2010,58642,I,529134,,7.0,2,221649,,2007-01-08T00:00:00.000,0.0,221247,238110,1,0
1000160221,221,16,,1998,6323,2250000,2250000,220,135.25,D8,0,16,2250000,20.0,18058590,0,,2250000,2011-01-01T00:00:00.000,0.0,1,2011-01-01T00:00:00.000,2250000,2010,5000000,I,42851000,,2.0,2,18058590,,1999-03-01T00:00:00.000,2.0,17433000,19282950,152,0
1000161191,1191,16,9I,0,0,20160,20160,90,0.0,R4,0,16,20160,33.0,77255,0,,20160,2011-01-03T00:00:00.000,0.003989504,1,2011-01-03T00:00:00.000,20160,2010,44800,I,217662,,7.0,2,77255,,1986-12-25T00:00:00.000,,71514,97948,1,0
1000151153,1153,15,14G,1930,0,12826,12826,19,0.0,R4,0,15,0,33.0,64586,0,,0,2011-01-03T00:00:00.000,0.003904021,1,2011-01-03T00:00:00.000,0,2010,28504,I,287641,,7.0,2,95380,,2006-05-19T00:00:00.000,0.0,64586,64586,1,0
1000160001,1,16,,1910,83100,2838870,3088170,0,293.0,Y7,0,0,3088170,85.0,6424875,0,,3088170,2010-12-22T00:00:00.000,0.0,0,2010-12-22T00:00:00.000,3253500,2010,7230000,I,15450000,,,4,6424875,,,0.0,6096375,6952500,1,0
1000151369,1369,15,43C,1930,0,8798,8799,19,0.0,R4,0,15,0,33.0,44300,0,,0,2011-01-03T00:00:00.000,0.002677725,1,2011-01-03T00:00:00.000,0,2010,19553,I,197289,,7.0,2,65424,,2006-05-19T00:00:00.000,0.0,44300,44300,1,0
1000110017,17,11,,1930,3287,639000,639000,0,100.58,O9,0,0,0,1.0,0,0,,0,2010-12-14T00:00:00.000,0.0,0,2010-12-14T00:00:00.000,0,2010,1420000,I,2330000,,1.0,4,1051500,,,0.0,0,0,5,0
1000161184,1184,16,2I,0,0,19677,19677,90,0.0,R4,0,16,19677,33.0,75411,0,,19677,2011-01-03T00:00:00.000,0.003894268,1,2011-01-03T00:00:00.000,19677,2010,43727,I,212466,,7.0,2,75411,,1986-12-25T00:00:00.000,,69803,95610,1,0
1000130027E,27,13,,0,0,0,0,0,0.0,U7,0,0,0,91.0,0,0,,0,,0.0,0,,0,2010,0,,0,,,3,0,,,0.0,0,0,0,0
1000161722,1722,16,4H,2006,0,24830,22959,35,0.0,R4,0,16,22959,33.0,121981,0,,22959,2011-01-06T00:00:00.000,0.0033,1,2011-01-06T00:00:00.000,17820,2010,39600,I,386537,,7.0,2,121981,,2008-12-08T00:00:00.000,0.0,104657,173942,1,0
1000161193,1193,16,11I,0,0,17756,17756,90,0.0,R4,0,16,17756,33.0,68050,0,,17756,2011-01-03T00:00:00.000,0.003514047,1,2011-01-03T00:00:00.000,17756,2010,39458,I,191722,,7.0,2,68050,,1986-12-25T00:00:00.000,,62992,86275,1,0
1000151380,1380,15,PH-B,1930,0,11612,11612,19,0.0,R4,0,15,0,33.0,58464,0,,0,2011-01-03T00:00:00.000,0.003533953,1,2011-01-03T00:00:00.000,0,2010,25804,I,260375,,7.0,2,86345,,2006-05-19T00:00:00.000,0.0,58464,58464,1,0
1000161554,1554,16,25A,2005,0,22906,22905,42,0.0,R4,0,16,22905,33.0,192400,0,,22905,2010-11-30T00:00:00.000,0.005085304,1,2010-11-30T00:00:00.000,22906,2010,50902,I,459316,,7.0,2,192400,,2007-01-08T00:00:00.000,0.0,192051,206692,1,0
1000041023,1023,4,21,0,0,798318,798318,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.016494421,1,2011-01-03T00:00:00.000,0,2010,1774040,I,6776029,,1.0,4,2705262,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000151210,1210,15,19K,1930,0,9229,9229,19,0.0,R4,0,15,0,33.0,46473,0,,0,2011-01-03T00:00:00.000,0.002809014,1,2011-01-03T00:00:00.000,0,2010,20509,I,206963,,7.0,2,68632,,2006-05-19T00:00:00.000,0.0,46473,46473,1,0
1000151106,1106,15,4E,1930,0,20127,20127,19,0.0,R4,0,15,0,33.0,101336,0,,0,2011-01-03T00:00:00.000,0.006125272,1,2011-01-03T00:00:00.000,0,2010,44726,I,451298,,7.0,2,149655,,2006-05-19T00:00:00.000,0.0,101336,101336,1,0
1000030001,1,3,,1951,945425,106348680,113588820,0,1260.0,Q1,0,0,113588820,51.0,115052400,0,,113588820,2010-08-06T00:00:00.000,0.0,0,2010-08-06T00:00:00.000,121050000,2010,269000000,I,286045000,,,4,115052400,,,0.0,107758350,128720250,4,0
1000151172,1172,15,16B,1930,0,7592,7592,19,0.0,R4,0,15,0,33.0,38225,0,,0,2011-01-03T00:00:00.000,0.002310437,1,2011-01-03T00:00:00.000,0,2010,16871,I,170228,,7.0,2,56450,,2006-05-19T00:00:00.000,0.0,38225,38225,1,0
1000151250,1250,15,26E,1930,0,17021,17021,19,0.0,R4,0,15,0,33.0,85697,0,,0,2011-01-03T00:00:00.000,0.005179923,1,2011-01-03T00:00:00.000,0,2010,37824,I,381646,,7.0,2,126562,,2006-05-19T00:00:00.000,0.0,85697,85697,1,0
1000160120,120,16,,1986,94530,67050000,67050000,0,213.0,O4,0,0,67050000,1.0,143084330,0,,67050000,2010-12-14T00:00:00.000,0.0,0,2010-12-14T00:00:00.000,67050000,2010,149000000,I,344937000,,2.0,4,143084330,,,0.0,143680000,155221650,1,0
1000151107,1107,15,4F,1930,0,18818,18818,19,0.0,R4,0,15,0,33.0,94754,0,,0,2011-01-03T00:00:00.000,0.005727459,1,2011-01-03T00:00:00.000,0,2010,41818,I,421988,,7.0,2,139939,,2006-05-19T00:00:00.000,0.0,94754,94754,1,0
1000161449,1449,16,9A,2005,0,20892,20891,42,0.0,R4,0,16,20891,33.0,175475,0,,20891,2010-11-30T00:00:00.000,0.004637971,1,2010-11-30T00:00:00.000,20892,2010,46427,I,418912,,7.0,2,175475,,2007-01-08T00:00:00.000,0.0,175158,188510,1,0
1000161062,1062,16,11C,0,0,20717,20718,90,0.0,R4,0,16,20718,33.0,79394,0,,20718,2011-01-03T00:00:00.000,0.004099986,1,2011-01-03T00:00:00.000,20717,2010,46038,I,223690,,7.0,2,79394,,1986-12-25T00:00:00.000,,73492,100661,1,0
1000161596,1596,16,31B,2005,0,19656,19655,42,0.0,R4,0,16,19655,33.0,165103,0,,19655,2010-11-30T00:00:00.000,0.004363812,1,2010-11-30T00:00:00.000,19656,2010,43680,I,394149,,7.0,2,165103,,2007-01-08T00:00:00.000,0.0,164804,177367,1,0
1000161510,1510,16,18F,2005,0,27225,27224,42,0.0,R4,0,16,27224,33.0,228670,0,,27224,2010-11-30T00:00:00.000,0.006043871,1,2010-11-30T00:00:00.000,27225,2010,60500,I,545896,,7.0,2,228670,,2007-01-08T00:00:00.000,0.0,228256,245653,1,0
1000161143,1143,16,21F,0,0,23040,23040,90,0.0,R4,0,16,23040,33.0,88295,0,,23040,2011-01-03T00:00:00.000,0.004559619,1,2011-01-03T00:00:00.000,23040,2010,51200,I,248767,,7.0,2,88295,,1986-12-25T00:00:00.000,,81732,111945,1,0
1000161203,1203,16,10J,0,0,19597,19597,90,0.0,R4,0,16,19597,33.0,75100,0,,19597,2011-01-03T00:00:00.000,0.003878226,1,2011-01-03T00:00:00.000,19597,2010,43549,I,211591,,7.0,2,75100,,1986-12-25T00:00:00.000,,69516,95216,1,0
1000161633,1633,16,PH3E,2005,0,21984,21984,42,0.0,R4,0,16,21984,33.0,184647,0,,21984,2010-11-30T00:00:00.000,0.004880396,1,2010-11-30T00:00:00.000,21984,2010,48853,I,440808,,7.0,2,184647,,2007-01-08T00:00:00.000,0.0,184313,198364,1,0
1000161607,1607,16,32G,2005,0,16654,16654,42,0.0,R4,0,16,16654,33.0,139879,0,,16654,2010-11-30T00:00:00.000,0.003697126,1,2010-11-30T00:00:00.000,16654,2010,37009,I,333933,,7.0,2,139879,,2007-01-08T00:00:00.000,0.0,139626,150270,1,0
1000161496,1496,16,16F,2005,0,26889,26888,42,0.0,R4,0,16,26888,33.0,225845,0,,26888,2010-11-30T00:00:00.000,0.005969269,1,2010-11-30T00:00:00.000,26889,2010,59753,I,539158,,7.0,2,225845,,2007-01-08T00:00:00.000,0.0,225436,242621,1,0
1000161071,1071,16,21C,0,0,20236,20236,90,0.0,R4,0,16,20236,33.0,77547,0,,20236,2011-01-03T00:00:00.000,0.004004533,1,2011-01-03T00:00:00.000,20236,2010,44969,I,218482,,7.0,2,77547,,1986-12-25T00:00:00.000,,71781,98317,1,0
1000161493,1493,16,16C,2005,0,14691,14690,42,0.0,R4,0,16,14690,33.0,123390,0,,14690,2010-11-30T00:00:00.000,0.003261361,1,2010-11-30T00:00:00.000,14691,2010,32647,I,294574,,7.0,2,123390,,2007-01-08T00:00:00.000,0.0,123168,132558,1,0
#1000161041,1041,16,16B,0,0,22238,22238,90,0.0,R4,0,16,22238,33.0,85222,0,,22238,2011-01-03T00:00:00.000,0.004401012,1,2011-01-03T00:00:00.000,22238,2010,49418,I,240114,,7.0,2,85222,,1986-12-25T00:00:00.000,,78886,108051,1,0
1000071001,1001,7,COMM,0,0,851400,851400,23,0.0,R5,0,7,0,33.0,0,0,,0,2010-12-30T00:00:00.000,0.322675367,1,2010-12-30T00:00:00.000,0,2010,1892000,I,9337000,1.0,1.0,4,2532930,,1990-12-12T00:00:00.000,0.0,0,0,1,0
1002761240,1240,276,P-5,2010,0,0,401,16,0.0,R5,0,276,0,20.0,0,0,,0,2011-05-10T00:00:00.000,0.0008,1,2011-05-10T00:00:00.000,0,2010,0,,63944,,,4,28578,,2011-04-05T00:00:00.000,0.0,0,0,1,0
1000161073,1073,16,23C,0,0,20479,20479,90,0.0,R4,0,16,20479,33.0,78482,0,,20479,2011-01-03T00:00:00.000,0.004052802,1,2011-01-03T00:00:00.000,20479,2010,45509,I,221116,,7.0,2,78482,,1986-12-25T00:00:00.000,,72647,99502,1,0
1000161034,1034,16,8B,0,0,19276,19276,90,0.0,R4,0,16,19276,33.0,73878,0,,19276,2011-01-03T00:00:00.000,0.003815073,1,2011-01-03T00:00:00.000,19276,2010,42836,I,208146,,7.0,2,73878,,1986-12-25T00:00:00.000,,68384,93666,1,0
1000161010,1010,16,9A,0,0,21677,21677,90,0.0,R4,0,16,21677,33.0,83066,0,,21677,2011-01-03T00:00:00.000,0.004289518,1,2011-01-03T00:00:00.000,21677,2010,48171,I,234031,,7.0,2,83066,,1986-12-25T00:00:00.000,,76892,105314,1,0
1000077502,7502,7,,1920,3095,0,0,26,106.58,R0,0,7,0,,0,0,,0,,0.0,1,,0,2010,0,I,0,,,2,0,,2007-06-08T00:00:00.000,1.0,0,0,0,0
1000151259,1259,15,28A,1930,0,12643,12643,19,0.0,R4,0,15,0,33.0,63650,0,,0,2011-01-03T00:00:00.000,0.003847301,1,2011-01-03T00:00:00.000,0,2010,28095,I,283462,,7.0,2,94001,,2006-05-19T00:00:00.000,0.0,63650,63650,1,0
1000160195,195,16,,2004,18270,4500000,4500000,3,135.0,D8,0,16,4500000,20.0,36599670,0,,4500000,2010-12-16T00:00:00.000,0.0,1,2010-12-16T00:00:00.000,4500000,2010,10000000,I,79263000,,2.0,2,36599670,,2004-12-13T00:00:00.000,0.0,38421000,35668350,276,0
1000151179,1179,15,16J,1930,0,11501,11501,19,0.0,R4,0,15,0,33.0,57909,0,,0,2011-01-03T00:00:00.000,0.003500386,1,2011-01-03T00:00:00.000,0,2010,25558,I,257902,,7.0,2,85521,,2006-05-19T00:00:00.000,0.0,57909,57909,1,0
1000161134,1134,16,11F,0,0,16479,16479,90,0.0,R4,0,16,16479,33.0,63151,0,,16479,2011-01-03T00:00:00.000,0.003261072,1,2011-01-03T00:00:00.000,16479,2010,36620,I,177920,,7.0,2,63151,,1986-12-25T00:00:00.000,,58457,80064,1,0
1000161544,1544,16,23E,2005,0,20173,20172,42,0.0,R4,0,16,20172,33.0,169438,0,,20172,2010-11-30T00:00:00.000,0.004478343,1,2010-11-30T00:00:00.000,20173,2010,44829,I,404494,,7.0,2,169438,,2007-01-08T00:00:00.000,0.0,169131,182022,1,0
1000161731,1731,16,5G,2006,0,30094,27826,35,0.0,R4,0,16,27826,33.0,147853,0,,27826,2011-01-06T00:00:00.000,0.004,1,2011-01-06T00:00:00.000,21600,2010,48000,I,468529,,7.0,2,147853,,2008-12-08T00:00:00.000,0.0,126854,210838,1,0
1000151383,1383,15,PH-E,1930,0,7300,7300,19,0.0,R4,0,15,0,33.0,36750,0,,0,2011-01-03T00:00:00.000,0.00222138,1,2011-01-03T00:00:00.000,0,2010,16222,I,163667,,7.0,2,54275,,2006-05-19T00:00:00.000,0.0,36750,36750,1,0
1000151230,1230,15,22E,1930,0,9582,9582,19,0.0,R4,0,15,0,33.0,48249,0,,0,2011-01-03T00:00:00.000,0.002916374,1,2011-01-03T00:00:00.000,0,2010,21293,I,214873,,7.0,2,71256,,2006-05-19T00:00:00.000,0.0,48249,48249,1,0
1002761244,1244,276,P-9,2010,0,0,401,16,0.0,R5,0,276,0,20.0,0,0,,0,2011-05-10T00:00:00.000,0.0008,1,2011-05-10T00:00:00.000,0,2010,0,,63944,,,4,28578,,2011-04-05T00:00:00.000,0.0,0,0,1,0
1000151114,1114,15,5D,1930,0,13754,13754,19,0.0,R4,0,15,0,33.0,69249,0,,0,2011-01-03T00:00:00.000,0.004185744,1,2011-01-03T00:00:00.000,0,2010,30564,I,308397,,7.0,2,102268,,2006-05-19T00:00:00.000,0.0,69249,69249,1,0
