system,precinct,adult_football,the_geom,bocce,flagfootball,borough,cricket,featurestatus,ll_softball,rugby,tennis,basketball,field_lighted
X041-BASKETBALL-2,40,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92441717035997, 40.80531414594939], [-73.92456075331006, 40.80511765842], [-73.92440551037278, 40.80505213909151], [-73.92426234959895, 40.80524913909097], [-73.92441717035997, 40.80531414594939]]]]}",False,False,X,False,Active,False,False,False,True,False
B125-BASEBALL-2,60,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99539754342734, 40.586366825575155], [-73.99534421424968, 40.58630196052334], [-73.99528349884974, 40.58624098630526], [-73.99521588031313, 40.586184391013205], [-73.99514190196281, 40.586132627621225], [-73.99506215318506, 40.58608610858223], [-73.99497727297307, 40.58604520762948], [-73.9948879392971, 40.58601025077132], [-73.99479486674234, 40.585981518092574], [-73.99469879942319, 40.58595923835149], [-73.99460050625893, 40.585943589880415], [-73.9945007715255, 40.585934699685026], [-73.99440039485685, 40.58593263624031], [-73.99430017707168, 40.58593741759486], [-73.99420092017465, 40.58594900506696], [-73.99410341790815, 40.58596730594595], [-73.99400844984717, 40.58599217439216], [-73.9939167754946, 40.586023411436265], [-73.99382912837596, 40.58606076678001], [-73.99374620777168, 40.58610394149683], [-73.99436519784554, 40.586839494051745], [-73.99443176526658, 40.5868509339443], [-73.99539754342734, 40.586366825575155]]]]}",False,False,B,False,Active,True,False,False,False,False
Q020-ZN01-BASEBALL-1,104,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89082464678717, 40.68818360736326], [-73.89088006471769, 40.6881612470297], [-73.89093055449763, 40.68813292059507], [-73.89097501728136, 40.688099244777455], [-73.89101248180296, 40.68806095348337], [-73.89104213397789, 40.68801888162598], [-73.89106332758186, 40.687973945322945], [-73.8910755996596, 40.68792712299951], [-73.89107868356722, 40.68787943648964], [-73.89107251138006, 40.68783192402265], [-73.89105721983836, 40.68778562041725], [-73.89103313973453, 40.68774153455887], [-73.891000795947, 40.68770062778789], [-73.89096089446355, 40.68766379047432], [-73.8909143034791, 40.68763182579147], [-73.89086203923179, 40.6876054298921], [-73.89080523999917, 40.68758517837662], [-73.8907451436457, 40.687571511864704], [-73.89068305806255, 40.68756472786271], [-73.89062033751844, 40.687564975339114], [-73.890558348365, 40.6875722483882], [-73.89049844064401, 40.68758638800429], [-73.8904419196904, 40.68760708655703], [-73.89027010845764, 40.68803321636219], [-73.89031435113242, 40.68808460765876], [-73.89082464678717, 40.68818360736326]]]]}",False,False,Q,False,Active,True,False,False,False,False
B330-BASEBALL-1,63,True,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91313202279798, 40.62015677012155], [-73.91334246056593, 40.620003695410894], [-73.91248315754041, 40.620057024365984], [-73.91250812778841, 40.62018415820036], [-73.91294588458096, 40.62063586490581], [-73.91302170769308, 40.620637284786646], [-73.91339908606928, 40.620392047186016], [-73.91313202279798, 40.62015677012155]]]]}",False,True,B,False,Active,True,False,False,False,False
Q005-ZN05-CRICKET-3,113,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78660090060876, 40.671585951971004], [-73.78654839726497, 40.67158195082664], [-73.78649573819351, 40.67158447992528], [-73.78644431092185, 40.671593471602066], [-73.78639547985829, 40.67160869155558], [-73.78635053190331, 40.67162973424438], [-73.78631065745594, 40.67165604536399], [-73.78627690663971, 40.67168692626746], [-73.7862501773807, 40.671721563659695], [-73.78623117160645, 40.67175904212254], [-73.78622039397868, 40.67179837022672], [-73.78621812814805, 40.67183850840346], [-73.78622443548582, 40.67187839505664], [-73.78623914670777, 40.6719169762643], [-73.78626187597789, 40.67195323282068], [-73.78629202082637, 40.67198620545085], [-73.78632878570983, 40.67201502367184], [-73.7863711961428, 40.67203892473014], [-73.78641813410123, 40.67205727798253], [-73.78646835691501, 40.67206959483748], [-73.7873314873649, 40.672206720618554], [-73.78738397005041, 40.672210692549584], [-73.78743660364022, 40.672208138682635], [-73.78748799819323, 40.672199128491535], [-73.78753679872065, 40.67218389811297], [-73.78758171475282, 40.6721628513011], [-73.78762156060216, 40.67213654419272], [-73.7876552838036, 40.672105668249294], [-73.78768199470309, 40.672071044007176], [-73.78770098668952, 40.67203358149127], [-73.78771175869117, 40.671994272151515], [-73.78771402474788, 40.67195415375955], [-73.78770772828479, 40.671914284319996], [-73.78769303390881, 40.67187571774109], [-73.78767033105223, 40.671839473223955], [-73.78764021631915, 40.671806507314685], [-73.78760348646537, 40.67177768957759], [-73.7875611124411, 40.671753782736964], [-73.78751421108878, 40.67173541651021], [-73.78746402270677, 40.671723076761346], [-73.78660090060876, 40.671585951971004]]]]}",False,False,Q,True,Active,False,False,False,False,False
B051-MPPA-1,61,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95709537269292, 40.60404749834572], [-73.95718055825516, 40.60450897739872], [-73.95826597574026, 40.604404281244626], [-73.95817673110722, 40.603943263484766], [-73.95709537269292, 40.60404749834572]]]]}",False,True,B,True,Inactive,False,False,False,False,False
X044-BASKETBALL-2,52,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89726985129911, 40.865843231999115], [-73.89711013782636, 40.865775417886816], [-73.8969771830845, 40.865955878973764], [-73.89713248394209, 40.86602392256081], [-73.89726985129911, 40.865843231999115]]]]}",False,False,X,False,Active,False,False,False,True,False
B210B-BASKETBALL-1,72,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00477242013362, 40.65618657378733], [-74.00488558002222, 40.656079122962986], [-74.00466642254658, 40.65594785650978], [-74.00455521356456, 40.65605552947056], [-74.00477242013362, 40.65618657378733]]]]}",False,False,B,False,Active,False,False,False,True,False
Q014-HANDBALL-1,114,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9122882125788, 40.75995782843731], [-73.91213742780282, 40.75988746873208], [-73.91207793007275, 40.75996061369374], [-73.91222871613574, 40.76003097347697], [-73.9122882125788, 40.75995782843731]]]]}",False,False,Q,False,Active,False,False,False,False,False
X307-HANDBALL-2,41,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88779417953928, 40.80608505899625], [-73.88781216927772, 40.806157559471906], [-73.88797199283418, 40.806133432938196], [-73.88795356825065, 40.80606078078089], [-73.88779417953928, 40.80608505899625]]]]}",False,False,X,False,Active,False,False,False,False,False
Q460-TENNIS-1,100,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.81963673572221, 40.60104966148352], [-73.81966846022853, 40.60083802146598], [-73.8195401867245, 40.600826149324774], [-73.81951004507007, 40.60103819342746], [-73.81963673572221, 40.60104966148352]]]]}",False,False,Q,False,Active,False,False,True,False,False
Q099-ZN14-SOCCER-1,110,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84117486706279, 40.7482043111754], [-73.84018462495558, 40.74864173363192], [-73.84051084474672, 40.74906152697989], [-73.84149281252773, 40.748625806720554], [-73.84117486706279, 40.7482043111754]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q099-ZN19-VOLLEYBALL-2,110,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84924872057142, 40.742536232587156], [-73.8493329617693, 40.74268585060437], [-73.84942904561348, 40.74265625228488], [-73.84934867847917, 40.74250598653667], [-73.84924872057142, 40.742536232587156]]]]}",False,False,Q,False,Active,False,False,False,False,False
B529-SOCCER-3,94,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96126595851855, 40.722606578110664], [-73.96160396332523, 40.72281797516264], [-73.96198494841039, 40.72245961866329], [-73.96164656169992, 40.722248580994936], [-73.96126595851855, 40.722606578110664]]]]}",False,False,B,False,Active,False,False,False,False,True
Q415-BASKETBALL-6,115,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85570593172665, 40.75495290774759], [-73.85564980071388, 40.754848076092145], [-73.85549001829014, 40.75489470119571], [-73.85554614909074, 40.75499953292832], [-73.85570593172665, 40.75495290774759]]]]}",False,False,Q,False,Removed,False,False,False,True,False
B243-HANDBALL-2,84,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98244576022195, 40.698089407571175], [-73.98245340553588, 40.69797409543151], [-73.98236296549493, 40.69796985640407], [-73.98235598364788, 40.69808570804642], [-73.98244576022195, 40.698089407571175]]]]}",False,False,B,False,Active,False,False,False,False,False
X039-ZN09-FOOTBALL-1,45,True,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8003397196084, 40.85821299149227], [-73.80001652801487, 40.85859386603883], [-73.80114665792851, 40.85908186119115], [-73.80147962102976, 40.85867229442885], [-73.8003397196084, 40.85821299149227]]]]}",False,False,X,False,Active,False,False,False,False,False
X156-HANDBALL-1,49,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85314596985205, 40.869737877230456], [-73.85329958637824, 40.869752484964565], [-73.85331707770288, 40.86964644120763], [-73.85316346141589, 40.869631834396976], [-73.85314596985205, 40.869737877230456]]]]}",False,False,X,False,Active,False,False,False,False,False
B228-BASEBALL-1,73,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90691356057874, 40.66691502185767], [-73.90646854700675, 40.66698104246294], [-73.90644794349274, 40.66701961823465], [-73.90643562504542, 40.66706019178267], [-73.90643190414742, 40.66710173947684], [-73.90643687453289, 40.66714321139218], [-73.90645040996372, 40.66718355922407], [-73.90647216891753, 40.66722176510843], [-73.9065016028329, 40.66725686414188], [-73.90653796671629, 40.667287969605326], [-73.90658034276332, 40.66731429459636], [-73.90662766161253, 40.66733517636091], [-73.90667872598398, 40.66735008621926], [-73.90673224849976, 40.667358647607415], [-73.90678687650943, 40.66736064420267], [-73.90684122992741, 40.66735602625797], [-73.90689393553275, 40.667344909729415], [-73.90694366363303, 40.66732757630582], [-73.9069891564641, 40.66730446262498], [-73.90702926604614, 40.66727615309962], [-73.90706298022612, 40.66724336282815], [-73.90697049107482, 40.66692954911198], [-73.90691356057874, 40.66691502185767]]]]}",False,False,B,False,Active,True,False,False,False,False
B129-ZN02-BASEBALL-2,60,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99631097410267, 40.57903031309597], [-73.99633186056312, 40.5790669056594], [-73.99638363277342, 40.57911395337903], [-73.99645338780705, 40.57914466252332], [-73.99653271066335, 40.57915532985098], [-73.99661203580806, 40.57914466731129], [-73.99668179284888, 40.579113962377455], [-73.99673357112496, 40.579066917782974], [-73.99675940842282, 40.57901586960671], [-73.99656428158754, 40.57886495771563], [-73.9964755755601, 40.5788748697987], [-73.99631097410267, 40.57903031309597]]]]}",False,False,B,False,Inactive,False,False,False,False,False
Q387A-TRACK-1,111,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78505826669769, 40.77278162033264], [-73.78502038325384, 40.77268191951122], [-73.78507824877056, 40.7727091569941], [-73.78514120137751, 40.772728820775505], [-73.78520754062517, 40.772740379981066], [-73.78527547414525, 40.77274352239144], [-73.78534316737726, 40.77273816264017], [-73.78540879212467, 40.77272444590624], [-73.78547057513792, 40.77270274350221], [-73.78552684672525, 40.7726736394559], [-73.7855643162001, 40.77264757742007], [-73.78559730694764, 40.77261822379459], [-73.78562532360498, 40.7725860207105], [-73.78564794411511, 40.772551452758684], [-73.78566482922585, 40.77251503980359], [-73.7856757237, 40.772477328880356], [-73.78568046462625, 40.772438887906695], [-73.7856789790818, 40.77240029577288], [-73.78566596678715, 40.77234561087244], [-73.78530441374038, 40.77139084377797], [-73.78527709794639, 40.771338035840756], [-73.7852449831526, 40.77129719477947], [-73.78520521643276, 40.77126045025384], [-73.78515868705531, 40.77122862517535], [-73.78510643625513, 40.77120243107659], [-73.78504963122506, 40.771182452754566], [-73.78498954264305, 40.77116913832424], [-73.78492751510862, 40.771162784755724], [-73.78486493399085, 40.7711635342112], [-73.78480538961632, 40.77117096655545], [-73.78474786885837, 40.771184831360976], [-73.78469356778068, 40.77120484000236], [-73.78464361652753, 40.77123057766227], [-73.78459239177809, 40.77126697671025], [-73.78454987726388, 40.771309365978816], [-73.78451726725137, 40.77135655544113], [-73.78449547690767, 40.771407222172996], [-73.78443599322235, 40.771420708541044], [-73.78496898937122, 40.77280086415753], [-73.78505826669769, 40.77278162033264]]]]}",False,,Q,False,Inactive,False,False,False,False,False
Q104-HANDBALL-2,114,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94595438769315, 40.7535534538687], [-73.94603112259851, 40.75345307355662], [-73.94594240275927, 40.75341478747875], [-73.94586566776432, 40.75351516773229], [-73.94595438769315, 40.7535534538687]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q001-04-BASKETBALL-1,111,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.7544124916292, 40.75875321091016], [-73.75411791019293, 40.7587664242454], [-73.7541271320846, 40.75890694034248], [-73.75442049257285, 40.7588948500152], [-73.7544124916292, 40.75875321091016]]]]}",False,False,Q,False,Active,False,False,False,True,False
R025-HANDBALL-1,120,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0856700523871, 40.643159043956516], [-74.0858143671171, 40.64310669636912], [-74.08577309678695, 40.64304276151772], [-74.08562878098176, 40.64309510995513], [-74.0856700523871, 40.643159043956516]]]]}",False,False,R,False,Active,False,False,False,False,False
Q126-BOCCE-2,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82523406214244, 40.796510115394156], [-73.8251169918984, 40.796324243623495], [-73.82507837481108, 40.796338291382035], [-73.82519544852921, 40.79652416229642], [-73.82523406214244, 40.796510115394156]]]]}",True,False,Q,False,Active,False,False,False,False,False
X029-BASKETBALL-4,41,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8881860367667, 40.82285732469451], [-73.88817747095462, 40.822743104607305], [-73.88790868082195, 40.822754736495256], [-73.88790906934953, 40.82276123845828], [-73.88791714659288, 40.82286896100791], [-73.8881860367667, 40.82285732469451]]]]}",False,False,X,False,Active,False,False,False,True,False
Q387A-HANDBALL-2,111,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78486942406448, 40.77263837116263], [-73.78478856719822, 40.77265699571263], [-73.78482792820851, 40.7727590028641], [-73.78490878518762, 40.77274037828674], [-73.78486942406448, 40.77263837116263]]]]}",False,,Q,False,Inactive,False,False,False,False,False
M204-BASKETBALL-3,25,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93836486917645, 40.80919505708487], [-73.93844745946834, 40.809230759131765], [-73.9384961237819, 40.80916480471009], [-73.93841320652535, 40.80913029388191], [-73.93836486917645, 40.80919505708487]]]]}",False,False,M,False,Active,False,False,False,True,False
R090-HANDBALL-2,123,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.1630469604253, 40.53673994532557], [-74.16298191797657, 40.536667159673556], [-74.16285265829887, 40.53673413081207], [-74.16291740006663, 40.536807071854476], [-74.1630469604253, 40.53673994532557]]]]}",False,False,R,False,Active,False,False,False,False,False
Q220B-BASKETBALL-2,103,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.80879240589157, 40.689977734245744], [-73.80884791097114, 40.69006552494557], [-73.80895287805994, 40.6900261648266], [-73.80889929451357, 40.68993906716285], [-73.80879240589157, 40.689977734245744]]]]}",False,False,Q,False,Active,False,False,False,False,False
B028-03-BASKETBALL-4,68,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01305462254285, 40.6127331380888], [-74.01322099246636, 40.612573234245815], [-74.0130862862611, 40.612490429630654], [-74.01291604157437, 40.61265056244781], [-74.01305462254285, 40.6127331380888]]]]}",False,False,B,False,Active,False,False,False,True,False
B210J-HANDBALL-1,72,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0119701814197, 40.648951096104355], [-74.01184394576974, 40.648876413937195], [-74.01176841044584, 40.648950758521856], [-74.01189464851666, 40.64902544167155], [-74.0119701814197, 40.648951096104355]]]]}",False,False,B,False,Active,False,False,False,False,False
Q010A-ZN01-SOCCER-1,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78940360561384, 40.78947477266027], [-73.78820594923448, 40.78960856932385], [-73.78830520174346, 40.790121804380746], [-73.78950286597119, 40.78998800669423], [-73.78940360561384, 40.78947477266027]]]]}",False,False,Q,False,Active,False,False,False,False,False
B279-TENNIS-4,69,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89467759691097, 40.642258168971715], [-73.89457840213156, 40.64232130711678], [-73.89475895918397, 40.64248518413884], [-73.89485815285533, 40.64242204493757], [-73.89467759691097, 40.642258168971715]]]]}",False,,B,False,Inactive,False,False,False,False,False
B028-03-BASKETBALL-1,68,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01259589001943, 40.61245787654398], [-74.01276314169347, 40.61229701961072], [-74.01263660264767, 40.61221821727642], [-74.01246842258335, 40.612381777492054], [-74.01259589001943, 40.61245787654398]]]]}",False,False,B,False,Active,False,False,False,True,False
X001-ZN01-HANDBALL-1,52,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90466572358311, 40.8618467339652], [-73.90473121259238, 40.861879129168045], [-73.9048437664706, 40.86174874730133], [-73.9047782998639, 40.86172063851421], [-73.90466572358311, 40.8618467339652]]]]}",False,False,X,False,Active,False,False,False,False,False
Q141-BASEBALL-1,108,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94901919955579, 40.7470908131165], [-73.94889440757369, 40.74747188006751], [-73.94892943690135, 40.74751809608784], [-73.94938472719107, 40.74760704827493], [-73.9494224627587, 40.747571842442945], [-73.94945299973125, 40.74753280718774], [-73.94947567558596, 40.74749078689936], [-73.94949000062796, 40.747446691779686], [-73.94949566511023, 40.74740147533229], [-73.949492545166, 40.747356116354545], [-73.94948070874489, 40.74731159552719], [-73.94946041325656, 40.747268877402846], [-73.94943209611485, 40.74722888608882], [-73.94939637238178, 40.747192487236106], [-73.94935401228535, 40.747160467318764], [-73.94930593530827, 40.74713352102471], [-73.9492531794188, 40.74711222963083], [-73.94919688686689, 40.74709705559449], [-73.9491382781491, 40.747088325432784], [-73.94907861767257, 40.74708622970811], [-73.94901919955579, 40.7470908131165]]]]}",False,False,Q,False,Active,True,False,False,False,False
B126-ZN03-HANDBALL-3,76,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00824650418853, 40.67258601945291], [-74.00830219288507, 40.67247065855524], [-74.00821500151444, 40.672446324789604], [-74.00815931268737, 40.672561684744885], [-74.00824650418853, 40.67258601945291]]]]}",False,False,B,False,Active,False,False,False,False,False
Q108-TENNIS-2,105,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.73687565977077, 40.66986462484136], [-73.73667433538881, 40.66979967350059], [-73.7366342258586, 40.6698763257609], [-73.73683216969542, 40.669939334221375], [-73.73687565977077, 40.66986462484136]]]]}",False,,Q,False,Inactive,False,False,False,False,False
Q453-SOCCER-7,105,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.72434530244801, 40.74644982725663], [-73.72425499814786, 40.74621480918253], [-73.72404808641377, 40.74626229465467], [-73.72413838581993, 40.74649833405864], [-73.72434530244801, 40.74644982725663]]]]}",False,,Q,False,Inactive,False,False,False,False,False
B082-ZN05-BASEBALL-3,68,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.03962296054786, 40.616400269248324], [-74.03960572011871, 40.61632641356625], [-74.03955226230684, 40.61634283766174], [-74.03950254690886, 40.61636506250246], [-74.03945765019162, 40.61639260684554], [-74.03941854554866, 40.616424875118526], [-74.03938607987251, 40.61646116823292], [-74.03936095465495, 40.61650069799832], [-74.03934371654712, 40.61654261143918], [-74.03933473845487, 40.616585998004815], [-74.03933421364535, 40.616629918387815], [-74.03934215457448, 40.61667342253443], [-74.03935838816862, 40.61671556765695], [-74.03960931354175, 40.617112681397195], [-74.03969059414386, 40.61708882738195], [-74.04004911756736, 40.61664404385321], [-74.04003227675847, 40.616587164716876], [-74.03962296054786, 40.616400269248324]]]]}",False,False,B,False,Active,True,False,False,False,False
R038A-BASKETBALL-5,122,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09971869568852, 40.57681677004706], [-74.09949276098726, 40.57669686384004], [-74.09938802055373, 40.57681081866137], [-74.09961372788192, 40.57693097291476], [-74.09971869568852, 40.57681677004706]]]]}",False,False,R,False,Active,False,False,False,True,False
Q120-BASKETBALL-2,103,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78152120318255, 40.7090450872969], [-73.7813961276651, 40.709078775799526], [-73.7814417440217, 40.70917244921732], [-73.7815660610449, 40.70913842963792], [-73.78152120318255, 40.7090450872969]]]]}",False,False,Q,False,Active,False,False,False,True,False
M104-ZN02-BASEBALL-18,25,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91612771615868, 40.79587108829568], [-73.9160690115461, 40.79580158458309], [-73.91600047014155, 40.79573749198126], [-73.9159229476405, 40.7956796116415], [-73.91583741121023, 40.79562866465231], [-73.9157449300139, 40.79558528933167], [-73.9156466586416, 40.79555002590761], [-73.91554382289401, 40.795523315608314], [-73.9154377091324, 40.79550549074946], [-73.91532964058122, 40.79549677561819], [-73.9152209666782, 40.79549727746062], [-73.91511304529841, 40.79550699007115], [-73.91500722379999, 40.795525792877854], [-73.91490482362269, 40.795553450930946], [-73.91480712251096, 40.795589619391855], [-73.91471534147998, 40.79563384532362], [-73.91463062584579, 40.795685577582006], [-73.91525119629353, 40.79631908714019], [-73.91532016129338, 40.796325808730835], [-73.91612771615868, 40.79587108829568]]]]}",False,False,M,False,Active,False,False,False,False,False
B269-HANDBALL-3,81,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93297094431809, 40.69106051647342], [-73.93288496197825, 40.691069932557674], [-73.93290752802393, 40.6911871232163], [-73.93299351169289, 40.691177708917046], [-73.93297094431809, 40.69106051647342]]]]}",False,False,B,False,Active,False,False,False,False,False
