num_hh_travelers,o_cms_zone,person_id,d_congestion,o_purpose_category_imputed,d_distance_school,leg_num,survey_mode,mode_2,taxi_cost_amount,used_transit,invalid_purpose_flag,hh_member_3,trip_duration,bike_park_location,user_split
1,Middle Queens,1901268101,0,2,,995,2,995,,1,0,995,5.0,995,995
2,Manhattan Core,1900296201,0,10,,2,1,995,,1,0,995,2.1,995,0
1,Southern Bronx,1900889601,0,9,,1,1,995,,0,0,0,1.2,995,0
1,Inner Brooklyn,1900447401,0,8,,1,1,995,,0,0,995,19.3,995,0
1,Inner Brooklyn,1900526701,0,10,,3,1,995,,0,0,995,2.0,995,1
2,Inner Brooklyn,1900526701,0,8,,1,1,995,,0,0,995,179.8,995,1
2,Inner Brooklyn,1900526701,0,7,,1,1,995,30.0,0,0,995,39.2,995,1
2,Manhattan Core,1900444201,0,7,,1,1,995,,0,0,0,25.6,995,0
2,Manhattan Core,1900904001,1,7,,1,1,995,,0,0,1900904003,6.8,995,0
1,Staten Island,1900728301,0,7,,1,1,995,,0,0,0,10.0,995,0
1,Manhattan Core,1900158301,0,6,,1,1,23,,1,0,995,7.9,995,0
-9998,Upper Manhattan,1900199001,0,1,,1,1,995,,0,0,995,3.6,995,0
3,Northern Bronx,1900765001,0,5,,1,1,995,,0,0,1900765003,6.2,995,0
2,Inner Brooklyn,1900526701,0,7,,1,1,995,,0,0,995,462.5,995,1
1,Northern Bronx,1900447401,0,7,,1,1,995,,0,0,995,34.1,995,0
1,Inner Brooklyn,1900987001,0,7,,1,1,995,,0,0,0,0.6,995,0
2,Staten Island,1900169401,0,6,,1,1,995,,0,0,995,6.2,995,0
1,Inner Brooklyn,1900773701,0,11,,1,1,995,,1,0,0,114.0,995,0
2,Southern Bronx,1900296201,0,1,,1,1,995,,0,0,995,9.3,995,0
1,Manhattan Core,1900447401,1,5,,1,1,995,,0,0,995,15.1,995,0
1,Inner Brooklyn,1900773701,0,2,,1,1,995,,1,0,0,4.9,995,0
1,Northern Bronx,1901242801,0,9,,1,1,995,,0,0,0,9.2,995,0
1,Inner Brooklyn,1900987001,0,1,,1,1,995,,0,0,0,4.0,995,0
1,Inner Queens,1900610701,0,6,,1,1,995,,1,0,995,20.4,995,0
2,Northern Bronx,1900422601,0,7,,1,1,995,,0,0,0,4.0,995,0
1,,1901231201,0,9,,1,1,995,,0,0,995,44.8,995,0
2,Manhattan Core,1900296201,0,8,,1,1,995,,1,0,995,8.1,995,0
1,Northern Bronx,1900422601,0,8,,1,1,995,,0,0,0,13.7,995,0
3,Inner Queens,1900751101,0,6,,1,1,995,,0,0,0,30.2,995,0
1,Inner Queens,1900610701,0,5,,1,1,995,,0,0,995,3.9,995,0
1,,1900948201,0,-9998,,1,1,995,,0,0,995,12.5,995,0
2,Northern Bronx,1900765001,0,5,,1,1,995,,0,0,0,29.9,995,0
1,Staten Island,1900728301,0,2,,1,1,995,,0,0,0,3.1,995,0
1,Manhattan Core,1900845801,1,9,,1,1,995,,0,0,995,4.3,995,0
1,Inner Brooklyn,1900773701,0,11,,1,1,995,,1,0,0,0.6,995,0
1,Northern Bronx,1900158301,0,1,,1,1,23,,1,0,995,77.0,995,0
3,Northern Bronx,1900785401,0,1,,1,1,995,,1,0,1900785403,24.3,995,0
2,Upper Manhattan,1900904001,0,11,,1,1,995,,0,0,1900904003,11.3,995,0
3,Northern Bronx,1900785401,0,8,,1,1,995,,0,0,1900785403,26.8,995,0
1,Inner Brooklyn,1900987001,0,1,,1,1,995,,0,0,0,9.4,995,0
1,Northern Bronx,1900023501,0,7,,1,1,49,12.4,1,0,0,10.3,995,0
1,Inner Queens,1900610701,0,7,,1,1,995,,1,0,995,27.4,995,0
1,Inner Queens,1900987001,0,-9998,,1,1,995,,0,0,0,8.8,995,0
2,Middle Queens,1900751101,0,5,,1,1,995,,1,0,0,13.9,995,0
3,Upper Manhattan,1900785401,0,10,,3,1,995,,1,0,1900785403,22.9,995,0
-9998,Inner Queens,1900610701,0,11,,1,1,995,,0,0,995,8.9,995,0
1,Staten Island,1900728301,0,1,,1,1,995,,0,0,0,6.0,995,0
1,Inner Brooklyn,1900526701,0,2,,1,1,995,,0,0,995,20.3,995,1
1,Inner Brooklyn,1900447401,0,6,,1,1,995,,0,0,995,5.4,995,0
2,Inner Brooklyn,1900296201,0,8,,1,1,995,,1,0,995,2.8,995,0
2,Northern Bronx,1900422601,0,1,,1,1,995,,0,0,1900422603,9.4,995,0
1,Manhattan Core,1900987001,1,2,,1,1,995,,0,0,0,3.4,995,0
1,Northern Bronx,1900447401,0,3,,1,1,995,,0,0,995,7.0,995,0
1,Staten Island,1900728301,0,1,,1,1,995,,0,0,0,11.2,995,0
1,Inner Brooklyn,1900987001,0,1,,1,1,995,,0,0,0,60.8,995,0
1,Inner Brooklyn,1900987001,0,8,,1,1,995,,0,0,0,7.5,995,0
2,Manhattan Core,1900904001,0,10,,2,1,995,,1,0,1900904003,10.7,995,0
1,Manhattan Core,1900773701,0,9,,1,1,995,,1,0,0,12.8,995,0
1,Manhattan Core,1900987001,1,7,,1,1,995,,0,0,0,5.3,995,0
1,Northern Bronx,1900889601,0,7,,1,1,995,,0,0,0,3.3,995,0
1,Northern Bronx,1900158301,0,7,,1,1,995,,0,0,995,12.7,995,0
1,,1902904701,0,2,,1,1,995,,0,0,995,13.7,995,0
1,Outer Queens,1900444201,0,2,,1,1,995,,0,0,0,33.1,995,0
3,Northern Bronx,1900765001,0,5,,1,1,995,,0,0,0,8.2,995,0
2,Inner Queens,1900610701,0,2,,1,1,995,,0,0,995,20.6,995,0
-9998,Upper Manhattan,1900199001,0,-9998,,1,1,995,,0,0,995,4.3,995,0
1,Northern Bronx,1900447401,0,7,,1,1,995,,0,0,995,29.3,995,0
1,Southern Bronx,1900845801,0,1,,1,1,995,,0,0,995,1.1,995,0
1,Manhattan Core,1900330701,1,9,,995,2,995,,0,0,995,20.0,995,995
2,Inner Brooklyn,1900816701,0,6,,1,1,995,,0,0,0,0.0,995,0
1,Manhattan Core,1900610701,1,10,,2,1,995,,1,0,995,5.0,995,0
1,Manhattan Core,1900948201,0,6,,1,1,995,,0,0,995,6.0,995,0
3,Northern Bronx,1900785401,0,7,,1,1,995,,0,0,1900785403,27.1,995,0
2,Southern Bronx,1900889601,0,9,,1,1,995,,0,0,1900889603,12.7,995,0
1,Northern Bronx,1901242801,0,1,,1,1,995,,0,0,0,4.0,995,0
1,Inner Queens,1901231201,0,10,,2,1,995,,1,0,995,5.1,995,0
1,Northern Bronx,1900158301,0,6,,1,1,995,,0,0,995,5.9,995,0
-9998,Inner Brooklyn,1900199001,0,-9998,,1,1,995,,0,0,995,0.3,995,0
1,Staten Island,1900169401,0,1,,1,1,995,,0,0,995,10.2,995,0
1,Southern Bronx,1900230101,0,2,19489.7,1,1,995,,1,0,995,90.0,995,0
1,Inner Brooklyn,1900987001,0,2,,1,1,995,,1,0,0,11.0,995,0
1,Manhattan Core,1900948201,0,6,,1,1,995,0.5,0,0,995,2.8,995,0
2,Northern Bronx,1900765001,0,5,,1,1,995,,0,0,1900765003,13.1,995,0
-9998,Manhattan Core,1900845801,0,-9998,,1,1,995,,0,0,995,25.3,995,0
1,Northern Bronx,1900889601,0,7,,1,1,995,,0,0,0,3.0,995,0
1,Northern Bronx,1900422601,0,2,,1,1,995,,0,0,0,13.8,995,0
1,Southern Bronx,1900230101,0,2,0.0,1,1,61,,1,1,995,155.0,995,0
2,Northern Bronx,1900422601,0,9,,1,1,995,,0,0,1900422603,15.1,995,0
1,Manhattan Core,1900447401,1,7,,1,1,995,,0,0,995,7.3,995,0
2,Southern Bronx,1900296201,0,7,,1,1,995,,0,0,995,0.5,995,0
1,Northern Bronx,1900158301,0,1,,1,1,23,,1,0,995,402.9,995,0
-9998,Northern Bronx,1900023501,0,-9998,,1,1,995,,0,0,0,31.7,995,0
2,Southern Bronx,1900296201,0,7,,1,1,995,,0,0,995,16.8,995,0
1,Inner Queens,1901231201,0,10,,2,1,995,,1,0,995,40.6,995,0
2,Inner Queens,1900610701,0,10,,1,1,995,,0,0,995,14.7,995,0
1,Manhattan Core,1900767401,1,1,,995,2,995,,0,0,995,15.0,995,995
2,Manhattan Core,1900447401,1,7,,1,1,995,,0,0,995,5.8,995,0
1,Northern Bronx,1900422601,0,1,,1,1,995,,0,0,0,15.7,995,0
1,Staten Island,1900169401,0,6,,1,1,995,,0,0,995,5.4,995,0
1,Southern Bronx,1900889601,0,10,,2,1,995,,0,0,0,4.8,995,0
1,Middle Queens,1900751101,0,10,,3,1,995,,0,0,0,3.3,995,0
1,Southern Bronx,1900845801,0,9,,1,1,995,,0,0,995,17.6,995,0
1,Southern Bronx,1900889601,0,7,,1,1,995,,0,0,0,3.0,995,0
1,Staten Island,1900728301,0,6,,1,1,995,,0,0,0,8.4,995,0
1,Inner Brooklyn,1900447401,0,1,,1,1,995,,0,0,995,1.9,995,0
1,Northern Bronx,1900422601,0,6,,1,1,995,,0,0,0,31.7,995,0
2,,1900444201,0,8,,1,1,995,,0,0,0,10.1,995,0
2,Northern Bronx,1900422601,0,6,,1,1,995,,0,0,0,14.8,995,0
1,Manhattan Core,1900447401,1,6,,1,1,995,,0,0,995,33.6,995,0
2,Southern Bronx,1900296201,0,6,,1,1,995,,0,0,995,3.6,995,0
1,Northern Bronx,1901242801,0,11,,1,1,995,,0,0,0,10.7,995,0
2,Northern Bronx,1900765001,0,6,,1,1,995,,0,0,0,4.3,995,0
1,Northern Bronx,1900889601,0,10,,2,1,995,,0,0,0,4.7,995,0
1,Northern Bronx,1900889601,0,6,,1,1,995,,1,0,0,30.9,995,0
2,Inner Brooklyn,1900296201,0,10,,2,1,995,,0,0,995,3.1,995,0
1,Manhattan Core,1900904001,0,3,,1,1,995,23.0,0,0,0,30.0,995,0
1,Manhattan Core,1900610701,1,10,,2,1,995,,0,0,995,3.2,995,0
1,Southern Bronx,1900845801,0,8,,1,1,995,,0,0,995,1.8,995,0
1,Southern Bronx,1900889601,0,6,,1,1,995,,0,0,0,8.8,995,0
1,Middle Queens,1900948201,0,8,,1,1,995,,0,0,995,17.9,995,0
-9998,Upper Manhattan,1900199001,0,-9998,,1,1,995,,0,0,995,3.4,995,0
1,Northern Bronx,1900765001,0,1,,1,1,995,,0,0,0,15.6,995,0
1,Manhattan Core,1900987001,1,2,,1,1,995,,0,0,0,5.5,995,0
1,Staten Island,1900728301,0,6,,1,1,995,,0,0,0,6.2,995,0
-9998,Inner Queens,1900610701,0,11,,1,1,995,,0,0,995,12.8,995,0
4,Northern Bronx,1900765001,0,5,,1,1,995,,0,0,1900765003,6.8,995,0
1,Inner Brooklyn,1900447401,0,10,,2,1,995,,0,0,995,2.3,995,0
1,Outer Brooklyn,1900447401,0,2,,1,1,995,,0,0,995,41.5,995,0
