latitude,longitude,bin,inspection_date,block,gi_result_overflow_pipes,house_num,lab_name,inspection_performed,si_req_biological_growth,gi_req_air_vents
40.750634,-73.970105,1038757.0,11/04/2020,1337,N,2,EMSL Analytical,Y,Y,Y
40.754508,-73.975951,1036185.0,06/10/2023,1300,N,230,EMSL,Y,Y,Y
40.80363,-73.965451,1056866.0,09/15/2022,1881,N,520,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.752344,-73.991785,1014418.0,02/19/2022,784,N,260,EMSL,Y,Y,Y
40.712447,-73.78833,4210599.0,04/05/2023,9845,N,175-05,EBS,Y,Y,Y
40.754485,-73.992987,1013617.0,11/17/2024,761,N,325,metro group,Y,Y,Y
40.575661,-73.966591,3427285.0,10/13/2022,8680,N,40,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.793546,-73.973221,1033653.0,10/26/2022,1241,N,250,EMSL,Y,Y,Y
40.75288,-73.965152,1040078.0,12/01/2022,1361,N,2,ENVIRONMENTAL BUILDING SOLUTIONS. LLC,Y,Y,Y
40.816985,-73.90507,2091988.0,03/28/2018,2665,N,710,ATLAS ENVIRONMENTAL LAB,Y,Y,Y
40.707166,-74.008793,1001013.0,02/07/2023,41,N,62,EMSL,Y,Y,Y
40.715622,-74.009246,1001500.0,05/08/2019,140,N,1,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.73921,-73.982008,1019781.0,08/21/2025,904,N,214,EBS,Y,Y,Y
40.751617,-73.973819,1037555.0,04/14/2022,1317,N,685,EMSL,Y,Y,Y
40.761098,-73.996892,1026911.0,12/14/2023,1071,N,560,EMSL,Y,Y,Y
40.765367,-73.96982,1040861.0,11/05/2025,1376,N,30,Environmental Building Solutions LLC,Y,Y,Y
40.759432,-73.977122,1034516.0,10/06/2022,1267,N,640,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.715534,-74.016651,1087518.0,04/06/2016,16,N,2,Environmental Building Solutions LLC,Y,Y,Y
40.75468,-73.989659,1014488.0,09/20/2020,788,N,244,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.761524,-73.958751,1078385.0,05/04/2015,1457,N,450,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.716696,-74.004163,1001835.0,02/02/2016,170,,346,Phoenix,Y,N,N
40.748276,-73.98469,1015862.0,07/15/2020,835,N,350,enviormental solutions,Y,Y,Y
40.709676,-74.014929,1001061.0,12/06/2015,55,N,85,environmental building solutions llc,Y,Y,Y
40.876816,-73.918201,2083244.0,07/27/2021,5716,N,2400,EMSL,Y,Y,Y
40.74476,-73.985135,1016929.0,12/19/2020,859,N,99,EMSL Analytical,Y,Y,Y
40.751862,-73.977034,1035383.0,07/21/2024,1280,N,109,ebs,Y,Y,Y
40.733022,-74.001916,1010232.0,10/31/2018,592,N,10,EMSL,Y,Y,Y
40.748091,-73.979768,1018934.0,03/01/2016,891,N,110,Enviromental Building Solutions,Y,Y,Y
40.705914,-74.008609,1001004.0,04/03/2021,40,N,60,ATLAS ENVIRONMENTAL,Y,Y,Y
40.757994,-73.968167,1038566.0,08/27/2019,1327,N,226,EMSL Analytical,Y,Y,Y
40.759195,-73.995798,1087341.0,07/16/2018,1070,N,561,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.754078,-73.979935,1035355.0,12/28/2024,1278,N,521,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.655591,-73.911863,3082700.0,02/14/2017,3621,N,7-29,EMSL,Y,Y,Y
40.731817,-73.999271,1008894.0,02/24/2021,5.52e+02,N,32,Environmental Building Solutions LLC,Y,Y,Y
40.762621,-73.975211,1084673.0,07/25/2023,1272,N,13,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.79363,-73.971429,1071159.0,10/19/2017,1243,N,215,EMSL,Y,Y,Y
40.744404,-73.974962,1021900.0,07/28/2024,940,N,317,"Environmental Building Solutions, LLC",Y,Y,Y
40.841585,-73.86104,2096700.0,11/30/2018,3944,N,1970,Environmental Building,Y,Y,Y
40.768434,-73.986956,1026863.0,09/23/2022,1066,N,440,EMSL,Y,Y,Y
40.782279,-73.97628,1030260.0,10/23/2024,1150,N,118,EMSL,Y,Y,Y
40.757003,-73.979368,1034483.0,12/15/2016,1263,N,15,Ambient Group,Y,Y,Y
40.726009,-74.007519,1009742.0,10/17/2015,579,N,304,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.740246,-73.992324,1076145.0,10/19/2024,82100.00%,N,40,ebs,Y,Y,Y
40.728632,-73.868701,4312067.0,06/09/2016,3102,N,87-30,EBS,Y,Y,Y
40.752125,-74.001159,1089862.0,12/03/2020,701,N,500,EMSL Analytical,Y,Y,Y
40.77069,-73.962818,1042844.0,08/02/2016,1407,N,125,EMSL,Y,Y,Y
40.823657,-73.822991,2091473.0,06/16/2016,5564,N,2830,ATLAS ENVIRONMENTAL LAB,Y,Y,Y
40.750829,-73.987761,1015226.0,07/10/2018,811,N,1333,ENVIROMENTAL BUILDING,Y,Y,Y
40.857424,-73.846963,2097552.0,12/28/2016,4205,N,1410,EMSL,Y,Y,Y
40.694032,-73.987205,3000265.0,05/18/2018,142,N,6,EMSL,Y,Y,Y
40.692909,-73.99357,3002538.0,11/23/2019,264,N,142-144,EMSL Analytical,Y,Y,Y
40.743024,-73.979499,1019948.0,11/14/2019,911,N,207,EMSL,Y,Y,Y
40.784064,-73.98136,1030903.0,12/14/2021,1170,N,390,EMSL,Y,Y,Y
40.814392,-73.923748,2091132.0,06/13/2017,2325,N,314,ATLAS ENVIRONMENTAL,Y,Y,Y
40.774178,-73.961148,1082185.0,10/20/2021,1411,N,100,EMSL,Y,Y,Y
40.733762,-73.992441,1009130.0,10/26/2019,563,N,36,EMSL Analytical,Y,Y,Y
40.75547,-73.989616,1014511.0,08/10/2017,7.89e+02,N,264,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.74035,-73.990441,1016239.0,08/07/2021,850,N,149,EMSL,Y,Y,Y
40.737953,-73.985021,1017994.0,07/28/2016,877,N,44,Environmental Building Solutions LLC,Y,Y,Y
40.757271,-73.963692,1039972.0,10/21/2017,1348,N,1011,EMSL,Y,Y,Y
40.757943,-73.971322,1036466.0,09/18/2021,1307,N,600,EMSL,Y,Y,Y
40.716182,-74.00694,1001652.0,12/18/2021,151,N,199,Environmental Building Solutions LLC,Y,Y,Y
40.749524,-73.97906,1019122.0,10/23/2025,894,N,67,EBS,Y,Y,Y
40.765063,-73.961474,1043873.0,03/28/2017,1421,N,265,EMSL,Y,Y,Y
40.784254,-73.954797,1047074.0,08/11/2021,1504,N,1160,EMSL,Y,Y,Y
40.776185,-73.947751,1050543.0,11/28/2022,1565,N,444,"Environmental Building Solutions, LLC",Y,Y,Y
40.777535,-73.960947,1046638.0,07/07/2021,1492,N,30,EMSL,Y,Y,Y
40.761177,-73.973161,1035775.0,05/26/2018,1291,N,555,ambient group,Y,Y,Y
40.741096,-73.990603,1015539.0,11/20/2017,823,N,4,Ambient Group,Y,Y,Y
40.728745,-73.993985,1008818.0,07/27/2017,546,N,707,EMSL,Y,Y,Y
40.75124,-73.980416,1017589.0,01/30/2016,869,N,271,EMSL,Y,Y,Y
40.766916,-73.961852,1043896.0,06/14/2022,1422,N,210,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.745405,-73.984662,1016958.0,09/08/2022,860,N,121,Environmental Building Solutions LLC,Y,Y,Y
,,3426466.0,05/08/2025,2472,N,1,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,Y,Y
40.753232,-73.966227,1040076.0,06/08/2020,1.36e+03,N,3,enviormental building solutions llc,Y,Y,Y
40.771485,-73.980421,1028132.0,10/24/2015,1117,N,25,Environmental Building Solutions,Y,Y,Y
40.767905,-73.958332,1044859.0,12/05/2016,1446,N,311,Environmental Building Solutions LLC,Y,Y,Y
40.80361,-73.94225,1077376.0,09/13/2023,1747,N,1879,EMSL,Y,Y,Y
40.758782,-73.977036,1083860.0,11/21/2015,1266,N,630,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.764149,-73.955251,1084781.0,03/13/2015,1480,N,525,Enviromental Building Soluitions,Y,Y,Y
40.775244,-73.964989,1041786.0,09/11/2018,1391,N,952,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.756324,-73.987652,1024660.0,07/30/2018,1013,N,214,EMSL,Y,Y,Y
40.774711,-73.96118,1043221.0,07/25/2024,1412,N,875,EMSL,Y,Y,Y
40.790637,-73.976591,1087679.0,07/28/2025,1250,N,595,Environmental Building Solutions LLC,Y,Y,Y
40.573621,-73.996127,3321834.0,07/31/2019,7050,N,2930,EBS,Y,Y,Y
40.735203,-73.987898,1017814.0,08/02/2016,871,N,33,EMSL,Y,Y,Y
40.766611,-73.953199,1078437.0,10/29/2015,1483,N,520,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.720713,-73.83815,4052716.0,12/26/2018,2250,N,72-35,EMSL,Y,Y,Y
40.756777,-73.963345,1040354.0,06/09/2016,1366,N,412,Environmental Building Solutions LLC,Y,Y,Y
40.750992,-73.978485,1036144.0,11/15/2021,1295,N,101,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.70438,-74.006427,1000871.0,12/02/2015,37,N,120,Lawrence Enironmental Group LLC,Y,Y,Y
40.78109,-73.956522,1048040.0,11/04/2022,1516,N,1065,ENVIRONMENTAL BUILDING SOLUTIONS. LLC,Y,Y,Y
40.695268,-73.976232,3251647.0,06/20/2024,2039,N,100,EMSL,Y,Y,Y
40.77396,-73.956505,1048513.0,05/04/2022,1525,N,229,"Environmental Building Solutions, LLC",Y,Y,Y
40.863941,-73.868401,2051300.0,03/31/2025,4.43e+03,N,2550,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,Y,Y
40.774542,-73.957927,1043252.0,11/12/2020,1413,N,180,EBS,Y,Y,Y
40.803788,-73.947892,1053222.0,02/20/2020,171700.00%,N,86,EMSL Analytical,Y,Y,Y
40.764151,-73.978889,1023391.0,10/29/2019,1008,N,130,Atlas Environmental Lab Corp.,Y,Y,Y
40.702798,-74.014246,1000020.0,04/20/2022,9,N,17,ebs,Y,Y,Y
40.760057,-73.971895,1035752.0,10/19/2024,1290,N,410,EMSL,Y,Y,Y
40.732484,-73.996193,1009431.0,03/08/2022,572,N,12,Environmental Building,Y,Y,Y
40.75831,-73.982504,1022667.0,12/26/2023,999,N,114,EMSL,Y,Y,Y
40.759302,-73.992636,1083745.0,03/12/2019,1052,N,400,EMSL,Y,Y,Y
40.706451,-74.016119,1000047.0,12/18/2018,15,N,21,Environmental Building Solutions LLC,Y,Y,Y
40.75648,-73.961299,1040722.0,07/16/2018,1371,N,25,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.715447,-74.00189,1001830.0,12/16/2015,1.66e+02,N,80,Pheonix Environmental Labs Inc,Y,Y,Y
40.751933,-73.990807,1014412.0,02/03/2025,784,N,212,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.747475,-73.986278,1015826.0,12/07/2022,833,N,12,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,Y,Y
40.780073,-73.95909,1046824.0,06/08/2022,1496,N,38,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.750965,-73.968289,1038775.0,12/18/2021,1338,N,809,Certified Laboratories Inc,Y,Y,Y
40.748276,-73.98469,1015862.0,07/15/2020,835,N,350,NYS Dept of Health Environmental Lab,Y,Y,Y
40.6934,-73.988915,3392969.0,07/17/2019,140,N,345,"EMSL Analytical, INC.,",Y,Y,Y
40.751359,-73.990367,1014408.0,12/11/2017,784,N,450,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.692375,-73.977643,3058264.0,06/07/2019,2068,N,140,Environmental Building,Y,Y,Y
40.774191,-73.977449,1079280.0,08/11/2016,1121,N,88,Environmental Building Solutions LLC,Y,Y,Y
40.744785,-73.993313,1014992.0,07/06/2024,800,N,150,ebs,Y,Y,Y
40.765869,-73.959333,1044754.0,09/08/2016,1443,N,333,EMSL,Y,Y,Y
40.683454,-73.975691,3398156.0,12/28/2024,1118,N,620,EMSL,Y,Y,Y
40.784248,-73.952103,1048403.0,08/16/2022,1522,N,1435,EMSL,Y,Y,Y
40.725045,-73.997085,1007945.0,04/07/2022,511,N,598,EBS,Y,Y,Y
40.778778,-73.985214,1030359.0,05/23/2018,1162,N,230,EMSL,Y,Y,Y
40.745092,-73.982804,1016967.0,08/15/2016,860,N,460,NYS Department of Health Environmental Laboratory ID # 11871,Y,Y,Y
40.758684,-73.961705,1040637.0,06/24/2020,1370,N,425,EMSL Analytical,Y,Y,Y
40.782748,-73.975243,1031975.0,11/14/2025,1211,N,101,Environmental Building Solutions LLC,Y,Y,Y
40.777807,-73.988717,1085804.0,07/08/2019,1171,N,160,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.708439,-74.003704,1083348.0,06/22/2022,94,N,90,EMSL,Y,Y,Y
40.739576,-73.988871,1080768.0,06/27/2020,8.50e+02,N,35,EMSL Analytical,Y,Y,Y
40.781174,-73.98348,1030718.0,09/25/2025,1166,N,300,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.802359,-73.949425,1085936.0,06/26/2018,1600,N,130,Environmental Building,Y,Y,Y
40.791258,-73.967772,1082652.0,08/29/2015,1207,N,66,ESML,Y,Y,Y
40.803994,-73.952721,1058378.0,0 4/19/2017,1922,N,131,ATLAS ENVIRONMENTAL,Y,Y,Y
40.7207,-74.000765,1003034.0,12/28/2021,232,N,458,EMSL,Y,Y,Y
40.746212,-73.985203,1016980.0,12/16/2019,860,N,12,enviormental building solutions llc,Y,Y,Y
40.764149,-73.955251,1084781.0,07/20/2017,1480,N,525,Environmental Building Services,Y,Y,Y
40.756048,-73.980978,1034243.0,07/15/2017,1261,N,45,EMSL,Y,Y,Y
40.668293,-73.979237,3337808.0,01/24/2024,1086,N,506,EMSL,Y,Y,Y
40.747575,-73.978548,1018923.0,06/20/2019,891,N,138,EMSL,Y,Y,Y
40.772894,-73.961997,1043139.0,07/08/2016,1410,N,103,EMSL,Y,Y,Y
40.787252,-73.973963,1032190.0,06/14/2019,1217,N,151,EMSL,Y,Y,Y
40.758343,-73.959944,1040747.0,06/27/2018,1372,N,35,EMSL,Y,Y,Y
40.782466,-73.976728,1030262.0,03/18/2016,1150,N,140,EMSL,Y,Y,Y
40.705949,-74.016288,1082634.0,04/20/2017,15,N,1,EMSL,Y,Y,Y
40.790102,-73.976956,1033224.0,08/24/2017,1235,N,574,EMSL,Y,Y,Y
40.750475,-73.985386,1015926.0,12/31/2020,838,N,29,ebs,Y,Y,Y
40.804468,-73.935267,1054497.0,05/04/2019,1775,N,2322,EMSL,Y,Y,Y
40.722506,-73.99763,1007214.0,3/01/,482,N,72,EMSL,Y,Y,Y
40.763059,-73.985557,1025211.0,05/25/2023,1042,N,851,EMSL,Y,Y,Y
40.65576,-73.944602,3327711.0,01/27/2022,4829,N,451,EMSL,Y,Y,Y
40.824282,-73.874792,2023553.0,10/03/2023,3717,N,1591,EMSL,Y,Y,Y
40.775223,-73.977673,1028511.0,12/22/2016,1122,N,18,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.74616,-73.986939,1015782.0,10/22/2018,832,N,7,EMSL,Y,Y,Y
40.76009,-73.994502,1083746.0,02/09/2023,1052,N,484,EMSL,Y,Y,Y
40.795099,-73.973307,1033712.0,08/15/2015,1243,N,736,ESML,Y,Y,Y
40.748276,-73.98469,1015862.0,10/04/2017,835,N,350,Ambient Group,Y,Y,Y
40.772537,-73.992613,1089741.0,08/02/2021,1171,N,675,EMSL,Y,Y,Y
40.84038,-73.862655,2096612.0,12/08/2016,3937,N,1595,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.767114,-73.964264,1042466.0,08/15/2017,1401,N,130,EMSL,Y,Y,Y
40.777843,-73.955722,1047704.0,07/18/2023,1513,N,171,EMSL,Y,Y,Y
40.763179,-73.96658,1041959.0,10/03/2023,1395,N,166,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.778303,-73.982986,1030396.0,02/08/2022,1162,N,220,EMSL,Y,Y,Y
40.778954,-73.985088,1030390.0,06/15/2022,1162,N,240,Environmental Building Solutions LLC,Y,Y,Y
40.778223,-73.980737,1029901.0,12/08/2020,1143,N,166,EMSL Analytical,Y,Y,Y
40.717619,-73.979961,1082666.0,11/18/2021,333,N,77,EMSL,Y,Y,Y
40.781332,-73.956345,1048067.0,08/21/2023,1516,N,1075,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.735453,-73.991549,1016064.0,12/19/2020,842,N,5,EMSL Analytical,Y,Y,Y
40.754703,-73.845398,4536844.0,02/23/2016,1787,N,123-01,Enviromental Building Solution,Y,Y,Y
40.87261,-73.825656,2095398.0,03/16/2023,5141,N,100,EMSL,Y,Y,Y
40.751684,-73.978428,1035334.0,07/30/2016,1276,N,120,Environmental Building Solutions LLC,Y,Y,Y
40.746259,-73.989144,1015744.0,07/18/2019,830,N,50,EMSL,Y,Y,Y
40.783698,-73.957607,1046983.0,08/29/2019,1502,N,21,AMBIENT GROUP INC.,Y,Y,Y
40.754938,-73.98836,1014505.0,12/30/2024,789,N,202,EMSL,Y,Y,Y
40.79348,-73.965673,1074358.0,08/11/2016,1833,N,382,Environmental Building Solutions LLC,Y,Y,Y
40.758715,-73.974956,1035471.0,10/21/2023,1287,N,477,EMSL,Y,Y,Y
40.75903,-73.970321,1036482.0,10/03/2015,1309,N,641,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.745743,-73.994435,1008010001.0,10/23/2019,801,N,275,EMSL Analytical,Y,Y,Y
40.785824,-73.954894,1047171.0,09/10/2018,1505,N,40,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.699695,-73.815368,4196910.0,05/30/2020,9364,N,90-28,EMSL Analytical,Y,Y,Y
40.738915,-74.000559,1067572.0,07/08/2015,618,N,222,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.766902,-73.983296,1076205.0,11/20/2018,1048,N,301,EMSL,Y,Y,Y
40.781461,-73.976414,1030257.0,09/22/2015,1.15e+03,N,101,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.757265,-73.960753,1040470.0,02/11/2015,1368,N,2,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,Y,Y
40.778492,-73.979253,1029946.0,09/29/2020,1144,N,126,"Environmental Building Solutions, LLC",Y,Y,Y
