latitude,street_name,gi_result_air_vents,gi_req_roof_access,borough,gi_result_external_structure,gi_result_access_ladders,reporting_year,longitude-gi_result_roof_access
40.763652,WEST 54 STREET,N,Y,MANHATTAN,N,N,2022,-73.981597-N
40.76709,CENTRAL PARK SOUTH,N,Y,MANHATTAN,N,N,2019,-73.979617-N
40.739851,Eighth Avenue,N,Y,MANHATTAN,N,N,2019,-74.002439-N
40.573621,West 30 Street,N,Y,BROOKLYN,N,N,2019,-73.996127-N
40.900321,HENRY HUDSON PARKWAY,N,Y,BRONX,N,N,2020,-73.906915-N
40.777915,Central Park West,N,Y,MANHATTAN,N,N,2023,-73.974729-N
40.803788,West 119th Street,N,Y,MANHATTAN,N,N,2022,-73.947892-N
40.795577,West End Ave,N,Y,MANHATTAN,N,N,2017,-73.972985-N
40.739576,East  21st Street,N,Y,MANHATTAN,N,N,2020,-73.988871-N
40.754508,Park Avenue,N,Y,MANHATTAN,N,N,2023,-73.975951-N
40.726785,BROADWAY,N,Y,MANHATTAN,N,N,2022,-73.995613-N
40.717771,Ridge Street,N,Y,MANHATTAN,N,N,2023,-73.983795-N
40.758782,5TH AVENUE,N,Y,MANHATTAN,N,N,2015,-73.977036-N
40.778954,West End Avenue,N,Y,MANHATTAN,N,N,2022,-73.985088-N
40.708173,JOHN STREET,N,Y,MANHATTAN,N,N,2022,-74.006464-N
40.784064,West End Avenue,N,Y,MANHATTAN,N,N,2022,-73.98136-N
40.716182,Church Street,N,Y,MANHATTAN,N,N,2021,-74.00694-N
40.748806,Seventh Ave,N,Y,MANHATTAN,N,N,2016,-73.992204-N
40.790532,WEST 89 STREET,N,Y,MANHATTAN,N,N,2025,-73.975761-N
40.755458,East 51st St,N,Y,MANHATTAN,N,N,2016,-73.967977-N
40.747584,East 34th Street,N,Y,MANHATTAN,N,N,2022,-73.98255-N
40.708439,Beekman Street,N,Y,MANHATTAN,N,N,2022,-74.003704-N
40.781461,WEST 78 STREEy,N,Y,MANHATTAN,N,N,2015,-73.976414-N
40.757477,West 43rd Street,N,Y,MANHATTAN,N,N,2024,-73.988294-N
40.794387,Park Avenue,N,Y,MANHATTAN,N,N,2016,-73.94682-N
40.753543,5th ave,N,Y,MANHATTAN,N,N,2020,-73.980856-N
40.75227,BROADWAY,N,Y,MANHATTAN,N,N,2017,-73.987454-N
40.780073,EAST 85 STREET,N,Y,MANHATTAN,N,N,2022,-73.95909-N
40.741282,EAST   25 STREET,N,Y,MANHATTAN,N,N,2019,-73.984999-N
40.733732,East 11 Street,N,Y,MANHATTAN,N,N,2019,-73.994313-N
40.764505,WEST   56 STREET,N,Y,MANHATTAN,N,N,2018,-73.979734-N
40.780281,EAST   90 STREET,N,Y,MANHATTAN,N,N,2018,-73.949532-N
40.751391,EAST 45 STREET,N,Y,MANHATTAN,N,N,2025,-73.969917-N
40.743107,East 30th Street,N,Y,MANHATTAN,N,N,2015,-73.979744-N
40.757835,EAST   54 STREET,N,Y,MANHATTAN,N,N,2017,-73.967792-N
40.746602,West 28 Street,N,Y,MANHATTAN,N,N,2018,-73.991829-N
40.780692,East 91st Street,N,Y,MANHATTAN,N,N,2024,-73.948521-N
40.797662,West End Avenue,N,Y,MANHATTAN,N,N,2025,-73.971438-N
40.814363,West 133th Street,N,Y,MANHATTAN,N,N,2025,-73.94551-N
40.791371,SECOND AVENUE,N,Y,MANHATTAN,N,N,2023,-73.941907-N
40.804624,WEST 111 STREET,N,Y,MANHATTAN,N,N,2017,-73.96571-N
40.752702,EAST   42 STREET,N,Y,MANHATTAN,N,N,2020,-73.97907-N
40.747582,West 30th Street,N,Y,MANHATTAN,N,N,2021,-73.990324-N
40.812475,Claremont Avenue,N,Y,MANHATTAN,N,N,2015,-73.961931-N
40.740246,st 20 St,N,Y,MANHATTAN,N,N,2024,-73.992324-N
40.733414,JUNCTION BOULEVARD,N,Y,QUEENS,N,N,2020,-73.86416-N
40.764149,East 68th st,N,Y,MANHATTAN,N,N,2015,-73.955251-N
40.744404,East 34th Street,N,Y,MANHATTAN,N,N,2024,-73.974962-N
40.748215,Park Avenue,N,Y,MANHATTAN,N,N,2023,-73.9805-N
40.69195,Willoughby Street,N,Y,BROOKLYN,N,N,2023,-73.979965-N
40.767114,EAST   67 STREET,N,Y,MANHATTAN,N,N,2017,-73.964264-N
40.6934,Adams Street,N,Y,BROOKLYN,N,N,2019,-73.988915-N
40.787087,EAST 95TH STREET,N,Y,MANHATTAN,N,N,2021,-73.955962-N
40.809619,CLAREMONT AVE,N,Y,MANHATTAN,N,N,2017,-73.964035-N
40.751879,East 40th Street,N,Y,MANHATTAN,N,N,2025,-73.981091-N
40.692459,Joralemon Street,N,Y,BROOKLYN,N,N,2017,-73.990491-N
40.811593,Fifth Avenue,N,Y,MANHATTAN,N,N,2016,-73.938494-N
40.760972,WEST53 STREET,N,Y,MANHATTAN,N,N,2015,-73.977172-N
40.743228,Park Avenue South,N,Y,MANHATTAN,N,N,2020,-73.984132-N
40.755564,Park Avenue,N,Y,MANHATTAN,N,N,2021,-73.975138-N
40.711245,SPRUCE STREET,N,Y,MANHATTAN,N,N,2022,-74.005396-N
40.696154,Clinton Street,N,Y,BROOKLYN,N,N,2024,-73.991367-N
40.742007,EAST   25 STREET,N,Y,MANHATTAN,N,N,2017,-73.986705-N
40.739054,57th Avenue,N,Y,QUEENS,N,N,2023,-73.961601-N
40.717231,Worth Street,N,Y,MANHATTAN,N,N,2025,-74.006565-N
40.776185,East 86th Street,N,Y,MANHATTAN,N,N,2022,-73.947751-N
40.763292,EAST 64 STREET,N,Y,MANHATTAN,N,N,2015,-73.961035-N
40.784451,West End Avenue,N,Y,MANHATTAN,N,N,2020,-73.981082-N
40.668293,6th Street,N,Y,BROOKLYN,N,N,2024,-73.979237-N
40.797011,Central Park West,N,Y,MANHATTAN,N,N,2022,-73.960791-N
40.75227,Broadway,N,Y,MANHATTAN,N,N,2016,-73.987454-N
40.758393,Avenue of the Americas,N,Y,MANHATTAN,N,N,2023,-73.981537-N
40.756924,3 AVENUE,N,Y,MANHATTAN,N,N,2020,-73.969976-N
40.775223,WEST 70 STREET,N,Y,MANHATTAN,N,N,2016,-73.977673-N
40.768204,East 72nd Street,N,Y,MANHATTAN,N,N,2018,-73.956974-N
40.761042,Park Ave,N,Y,MANHATTAN,N,N,2017,-73.971176-N
40.75959,West 45th Street,N,Y,MANHATTAN,N,N,2022,-73.989431-N
40.752811,WEST 36 STREET,N,Y,MANHATTAN,N,N,2021,-73.990973-N
40.758171,Park Avenue,N,Y,MANHATTAN,N,N,2024,-73.973246-N
40.758786,Park Avenue,N,Y,MANHATTAN,N,N,2015,-73.972801-N
40.761177,Madison Avenue,N,Y,MANHATTAN,N,N,2023,-73.973161-N
40.748276,5th Ave,N,Y,MANHATTAN,N,N,2020,-73.98469-N
40.847771,ST NICHOLAS AVENUE,N,Y,MANHATTAN,N,N,2019,-73.934853-N
40.807907,WEST 115 STREET,N,Y,MANHATTAN,N,N,2020,-73.96573-N
40.78424,Park Avenue,N,Y,MANHATTAN,N,N,2022,-73.95422-N
40.839754,Metropolitan Avenue,N,Y,BRONX,N,N,2024,-73.857904-N
40.739921,PARK AVENUE SOUTH,N,Y,MANHATTAN,N,N,2023,-73.986569-N
40.777843,East 84th Street,N,Y,MANHATTAN,N,N,2023,-73.955722-N
40.695547,MONTAGUE TERRACE,N,Y,BROOKLYN,N,N,2025,-73.99744-N
40.70654,Wall Street,N,Y,MANHATTAN,N,N,2023,-74.009738-N
40.76009,d Street,N,Y,MANHATTAN,N,N,2024,-73.994502-N
40.763179,EAST 61 STREET,N,Y,MANHATTAN,N,N,2023,-73.96658-N
40.753232,tchell ,N,Y,MANHATTAN,N,N,2020,-73.966227-N
40.810479,WEST 121ST ST,N,Y,MANHATTAN,N,N,2025,-73.959819-N
40.749524,Park Avenue,N,Y,MANHATTAN,N,N,2025,-73.97906-N
40.768063,East 70th Street,N,Y,MANHATTAN,N,N,2025,-73.960657-N
40.746611,54th Street,N,Y,QUEENS,N,N,2021,-73.909736-N
40.802359,Malcolm X BLVD,N,Y,MANHATTAN,N,N,2018,-73.949425-N
40.724743,Broadway,N,Y,MANHATTAN,N,N,2024,-73.997341-N
40.764452,East 64th Street,N,Y,MANHATTAN,N,N,2024,-73.963735-N
40.748276,5th Avenue,N,Y,MANHATTAN,N,N,2020,-73.98469-N
40.737876,GRAMERCY PARK NORTH,N,Y,MANHATTAN,N,N,2018,-73.984841-N
40.695759,HENRY STREET,N,Y,BROOKLYN,N,N,2018,-73.993826-N
40.74361,Fifth Avenue,N,Y,MANHATTAN,N,N,2025,-73.988091-N
40.816099,West 139th Street,N,Y,MANHATTAN,N,N,2018,-73.937604-N
40.744478,FIFTH AVENUE,N,Y,MANHATTAN,N,N,2018,-73.987434-N
40.734449,East 12th Street,N,Y,MANHATTAN,N,N,2023,-73.994072-N
40.746721,EAST   35 STREET,N,Y,MANHATTAN,N,N,2018,-73.97844-N
40.746031,First Ave,N,Y,MANHATTAN,N,N,2022,-73.971854-N
40.772463,WEST END AVENUE,N,Y,MANHATTAN,N,N,2019,-73.989844-N
40.750256,EAST   42 STREET,N,Y,MANHATTAN,N,N,2019,-73.973256-N
40.759488,East 55 Street,N,Y,MANHATTAN,N,N,2023,-73.969729-N
40.77309,West 66th Street,A,Y,MANHATTAN,N,A,2023,-73.980363-N
40.713314,Murray Street,N,Y,MANHATTAN,N,N,2021,-74.007759-N
40.769908,WEST 57 STREET,N,Y,MANHATTAN,N,N,2015,-73.990418-N
40.844293,Middletown Road,N,Y,BRONX,N,N,2022,-73.829016-N
40.732673,Waverly Place,N,Y,MANHATTAN,N,N,2015,-73.999524-N
40.704215,Broad Street,N,Y,MANHATTAN,N,N,2018,-74.011559-N
40.741617,Madison Avenue,N,Y,MANHATTAN,N,N,2021,-73.987449-N
40.729231,Broadway,N,Y,MANHATTAN,N,N,2021,-73.99357-N
40.75816,East 57th St,N,Y,MANHATTAN,N,N,2016,-73.962594-N
40.731817,WSW,N,Y,MANHATTAN,N,N,2021,-73.999271-N
40.764974,PARK AVENUE,N,Y,MANHATTAN,N,N,2018,-73.968283-N
40.795551,WEST 98 STREET,N,Y,MANHATTAN,N,N,2022,-73.969839-N
40.774711,Park Avenue,N,Y,MANHATTAN,N,N,2024,-73.96118-N
40.750662,PENN PLAZA,N,Y,MANHATTAN,N,N,2025,-73.991944-N
40.765949,E. 71st Street,N,Y,MANHATTAN,N,N,2021,-73.953752-N
40.739343,West 19th Street,N,Y,MANHATTAN,N,N,2015,-73.992003-N
40.74898,Third Avenue,N,Y,MANHATTAN,N,N,2021,-73.975783-N
40.833853,east 174 st,N,Y,BRONX,N,N,2018,-73.877582-N
40.784064,West End Avenue,N,Y,MANHATTAN,N,N,2021,-73.98136-N
40.757943,Lexington Avenue,N,Y,MANHATTAN,N,N,2021,-73.971322-N
40.712586,Church Street,N,Y,MANHATTAN,N,N,2015,-74.009775-N
40.803788,West 119th Street,N,Y,MANHATTAN,N,N,2020,-73.947892-N
40.769249,West 57th Street,N,Y,MANHATTAN,N,N,2024,-73.988895-N
40.762897,W. 52nd Street,N,Y,MANHATTAN,N,N,2020,-73.983683-N
40.741088,West 17 Street,N,Y,MANHATTAN,N,N,2024,-73.999773-N
40.779105,Riverside Blvd,N,Y,MANHATTAN,N,N,2016,-73.988193-N
40.805098,West 113th Street,N,Y,MANHATTAN,N,N,2018,-73.962954-N
40.784111,EAST   93 STREET,N,Y,MANHATTAN,N,N,2018,-73.952775-N
40.753105,Beekman Place,N,Y,MANHATTAN,N,N,2017,-73.964982-N
40.751306,Broadway,N,Y,MANHATTAN,N,N,2023,-73.987656-N
40.767114,EAST   67 STREET,N,Y,MANHATTAN,N,N,2019,-73.964264-N
40.795099,WEST END AVENUE,N,Y,MANHATTAN,N,N,2018,-73.973307-N
40.779403,EAST   84 STREET,N,Y,MANHATTAN,N,N,2019,-73.959426-N
40.762135,Fifth Avenue,N,Y,MANHATTAN,N,N,2015,-73.974562-N
40.767905,East 71st St,N,Y,MANHATTAN,N,N,2016,-73.958332-N
40.672887,EASTERN PARKWAY,N,Y,BROOKLYN,N,N,2019,-73.966946-N
40.732486,BARROW STREET,N,Y,MANHATTAN,N,N,2022,-74.00311-N
40.75889,West 44th Street,N,Y,MANHATTAN,N,N,2024,-73.989669-N
40.715784,Grand Street,N,Y,MANHATTAN,N,N,2022,-73.986188-N
40.863941,olinville avenue,N,Y,BRONX,N,N,2025,-73.868401-N
40.75547,WEST 40 STR EET,N,Y,MANHATTAN,N,N,2017,-73.989616-N
40.790532,WEST 89 STREET,N,Y,MANHATTAN,N,N,2020,-73.975761-N
40.739497,First Ave,N,Y,MANHATTAN,N,N,2024,-73.976624-N
40.711245,SPRUCE STREET,N,Y,MANHATTAN,N,N,2020,-74.005396-N
40.778223,WEST   72 STREET,N,Y,MANHATTAN,N,N,2020,-73.980737-N
40.755352,AVENUE OF THE AMERICAS,N,Y,MANHATTAN,N,N,2018,-73.983732-N
40.766228,Park Avenue,N,Y,MANHATTAN,N,N,2024,-73.967369-N
40.800527,West End Avenue,N,Y,MANHATTAN,N,N,2023,-73.969378-N
40.67529,Plaza Street East,N,Y,BROOKLYN,N,N,2024,-73.969558-N
40.74476,MADISON AVENUE,N,Y,MANHATTAN,N,N,2020,-73.985135-N
40.742066,1st Avenue,N,Y,MANHATTAN,N,N,2021,-73.974757-N
40.73875,Horatio Street,N,Y,MANHATTAN,N,N,2020,-74.003111-N
40.851292,AMSTERDAM AVENUE,N,Y,MANHATTAN,N,N,2016,-73.928592-N
40.778223,WEST   72 STREET,N,Y,MANHATTAN,N,N,2017,-73.980737-N
40.746797,East 38 Street,N,Y,MANHATTAN,N,N,2022,-73.972828-N
40.753979,EAST   43 STREET,N,Y,MANHATTAN,N,N,2020,-73.979997-N
40.762508,Fifth Avenue,N,Y,MANHATTAN,N,N,2025,-73.974287-N
40.833633,Edgecomb Avenue,N,Y,MANHATTAN,N,N,2023,-73.938755-N
40.586552,Ocean Parkway,N,Y,BROOKLYN,N,N,2025,-73.966168-N
40.709952,William Street,N,Y,MANHATTAN,N,N,2018,-74.006063-N
40.775466,5 AVENUE,N,Y,MANHATTAN,N,N,2016,-73.96483-N
40.764149,East 68th Street,N,Y,MANHATTAN,N,N,2018,-73.955251-N
40.797016,Amsterdam Ave,N,Y,MANHATTAN,N,N,2024,-73.968221-N
40.761081,Madison Avenue,N,Y,MANHATTAN,N,N,2025,-73.97323-N
40.737259,Waterside Plaza,N,Y,MANHATTAN,N,N,2020,-73.97416-N
40.777462,East 86th Street,N,Y,MANHATTAN,N,N,2021,-73.950783-N
40.787901,RIVERSIDE DRIVE,N,Y,MANHATTAN,N,N,2021,-73.980962-N
40.728632,62 AVENUE,N,Y,QUEENS,N,N,2016,-73.868701-N
40.805626,West 112th Street,N,Y,MANHATTAN,N,N,2021,-73.966197-N
40.752707,WEST 36 STREET,N,Y,MANHATTAN,N,N,2015,-73.990681-N
40.788063,CENTRAL PARK WEST,N,Y,MANHATTAN,N,N,2017,-73.967315-N
40.74616,WEST   30 STREET,N,Y,MANHATTAN,N,N,2018,-73.986939-N
