x_not_male_or_female_count,black_or_african_american_1,another_gender_percentage,not_sure_percentage,female_percentage,geography_type,data_os_of_date,x_not_male_or_female,female_gender_identity,native_hawaiian_or_other,not_hispanic_or_latino_a_1
0.0,2.17,0.0,0.25,31.07,Community District,2020-06-26T00:00:00.000,0.0,0.5,2,36.46
0.0,0.03,0.0,0.0,0.14,Community District,2020-06-26T00:00:00.000,0.0,0.1,0,0.25
,0.49,,,1.48,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.0,0.0,0.0,0.1,Community District,2020-06-26T00:00:00.000,0.0,0.07,0,0.17
0.0,0.03,0.0,0.0,1.6,Community District,2020-06-26T00:00:00.000,0.0,1.53,0,0.75
0.0,0.07,0.0,0.0,0.03,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.21
0.0,70.65,0.0,0.03,50.22,Community District,2020-06-26T00:00:00.000,0.0,0.0,8,69.97
1.0,1.71,0.0,0.0,4.85,Community District,2020-06-26T00:00:00.000,0.03,0.0,0,7.1
0.0,0.0,0.0,0.0,0.03,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.03
,40.1,,,54.54,Community District,2019-06-01T00:00:00.000,,,7,1.17
0.0,1.21,0.0,0.0,1.21,Community District,2020-06-26T00:00:00.000,0.0,0.92,0,1.32
0.0,0.1,0.0,0.0,0.25,Community District,2020-06-26T00:00:00.000,0.0,0.14,0,0.17
0.0,0.14,0.0,0.0,0.14,Community District,2020-06-26T00:00:00.000,0.0,0.14,0,0.21
3.0,2.75,0.0,0.0,1.6,Community District,2020-06-26T00:00:00.000,0.1,1.1,0,3.82
0.0,0.0,0.0,0.0,3.07,Community District,2020-06-26T00:00:00.000,0.0,3.03,0,4.0
,0.24,,,0.86,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,9.5,0.0,0.03,18.03,Community District,2020-06-26T00:00:00.000,0.0,4.21,4,10.21
,9.73,,,15.24,Community District,2019-06-01T00:00:00.000,,,2,0.49
,0.12,,,0.68,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.5,0.0,0.0,0.71,Community District,2020-06-26T00:00:00.000,0.0,0.6,0,0.53
0.0,0.03,0.0,0.0,1.03,Community District,2020-06-26T00:00:00.000,0.0,0.96,0,0.75
0.0,0.64,0.0,0.0,0.5,Community District,2020-06-26T00:00:00.000,0.0,0.53,0,0.67
0.0,1.42,0.0,0.0,18.07,Community District,2020-06-26T00:00:00.000,0.0,3.57,2,18.25
0.0,2.89,0.0,0.03,2.0,Community District,2020-06-26T00:00:00.000,0.0,1.32,2,2.46
0.0,1.17,0.0,0.0,0.5,Community District,2020-06-26T00:00:00.000,0.0,0.28,0,1.25
0.0,0.1,0.0,0.0,0.53,Community District,2020-06-26T00:00:00.000,0.0,0.07,0,0.82
0.0,0.0,0.0,0.0,0.03,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.03
0.0,0.0,0.0,0.0,0.25,Community District,2020-06-26T00:00:00.000,0.0,0.1,0,0.21
0.0,13.07,0.0,0.0,12.39,Community District,2020-06-26T00:00:00.000,0.0,3.14,2,9.57
0.0,0.1,0.0,0.0,0.03,Community District,2020-06-26T00:00:00.000,0.0,0.07,0,0.21
0.0,0.0,0.0,0.0,2.1,Community District,2020-06-26T00:00:00.000,0.0,2.03,0,1.92
0.0,0.0,0.0,0.0,0.03,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.0
0.0,0.78,0.0,0.0,12.07,Community District,2020-06-26T00:00:00.000,0.0,0.17,0,21.0
0.0,0.5,0.0,0.0,0.39,Community District,2020-06-26T00:00:00.000,0.0,0.21,0,0.53
0.0,28.86,0.0,0.0,22.57,Community District,2020-06-26T00:00:00.000,0.0,0.92,2,41.21
,0.0,,,0.86,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.0,0.0,0.0,0.03,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.0
0.0,34.86,0.0,0.0,15.89,Community District,2020-06-26T00:00:00.000,0.0,5.6,1,35.57
0.0,0.0,0.0,0.0,0.0,Community District,2020-06-26T00:00:00.000,0.0,0.0,0,0.0
0.0,0.03,0.0,0.0,3.42,Community District,2020-06-26T00:00:00.000,0.0,3.21,1,0.96
0.0,0.89,0.0,0.0,1.0,Community District,2020-06-26T00:00:00.000,0.0,0.53,0,0.82
0.0,0.0,0.0,0.0,0.14,Community District,2020-06-26T00:00:00.000,0.0,0.14,0,0.14
0.0,38.39,0.0,0.0,27.36,Community District,2020-06-26T00:00:00.000,0.0,1.35,3,43.29
0.0,1.07,0.0,0.0,0.89,Community District,2020-06-26T00:00:00.000,0.0,0.78,0,1.03
0.0,0.03,0.0,0.0,0.21,Community District,2020-06-26T00:00:00.000,0.0,0.21,0,0.17
0.0,0.03,0.0,0.0,0.07,Community District,2020-06-26T00:00:00.000,0.0,0.07,0,0.03
0.0,0.07,0.0,0.0,2.32,Community District,2020-06-26T00:00:00.000,0.0,1.75,0,2.07
0.0,0.07,0.0,0.0,0.21,Community District,2020-06-26T00:00:00.000,0.0,0.25,0,0.96
0.0,0.07,0.0,0.0,0.28,Community District,2020-06-26T00:00:00.000,0.0,0.25,0,0.17
,0.18,,,1.67,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,1.21,0.0,0.0,1.35,Community District,2020-06-26T00:00:00.000,0.0,1.35,1,1.28
0.0,8.14,0.0,0.0,9.17,Community District,2020-06-26T00:00:00.000,0.0,2.67,7,8.85
0.0,0.32,0.0,0.0,1.6,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.92
0.0,8.39,0.0,0.03,19.78,Community District,2020-06-26T00:00:00.000,0.0,0.35,3,25.5
,0.06,,,0.24,Community District,2019-06-01T00:00:00.000,,,0,0.0
,0.0,,,0.06,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,19.82,0.0,0.1,9.5,Community District,2020-06-26T00:00:00.000,0.0,2.07,0,20.0
,1.61,,,14.68,Community District,2019-06-01T00:00:00.000,,,0,0.12
0.0,0.25,0.0,0.0,0.14,Community District,2020-06-26T00:00:00.000,0.0,0.1,0,0.21
0.0,0.0,0.0,0.0,1.85,Community District,2020-06-26T00:00:00.000,0.0,1.82,0,0.78
,0.0,,,0.37,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.25,0.0,0.0,0.17,Community District,2020-06-26T00:00:00.000,0.0,0.0,1,0.89
,0.06,,,0.37,Community District,2019-06-01T00:00:00.000,,,1,0.0
0.0,0.03,0.0,0.0,0.35,Community District,2020-06-26T00:00:00.000,0.0,0.32,0,0.1
,0.92,,,0.86,Community District,2019-06-01T00:00:00.000,,,0,0.0
,5.08,,,5.64,Community District,2019-06-01T00:00:00.000,,,0,0.0
,0.06,,,0.0,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.07,0.0,0.0,3.57,Community District,2020-06-26T00:00:00.000,0.0,3.53,0,3.0
0.0,0.07,0.0,0.0,1.42,Community District,2020-06-26T00:00:00.000,0.0,1.32,0,0.46
0.0,0.07,0.0,0.0,0.14,Community District,2020-06-26T00:00:00.000,0.0,0.1,0,0.0
0.0,0.03,0.0,0.0,2.0,Community District,2020-06-26T00:00:00.000,0.0,1.96,0,1.82
,1.61,,,1.92,Community District,2019-06-01T00:00:00.000,,,0,0.06
,0.12,,,0.92,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.28,0.0,0.0,0.25,Community District,2020-06-26T00:00:00.000,0.0,0.25,0,0.32
,7.18,,,11.59,Community District,2019-06-01T00:00:00.000,,,1,0.0
0.0,0.46,0.0,0.0,1.53,Community District,2020-06-26T00:00:00.000,0.0,1.5,1,0.17
,0.68,,,0.68,Community District,2019-06-01T00:00:00.000,,,0,0.0
,35.94,,,39.42,Community District,2019-06-01T00:00:00.000,,,5,0.3
,0.86,,,1.67,Community District,2019-06-01T00:00:00.000,,,1,0.0
,0.06,,,1.11,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.17,0.0,0.0,0.14,Community District,2020-06-26T00:00:00.000,0.0,0.17,0,0.17
,7.93,,,11.21,Community District,2019-06-01T00:00:00.000,,,3,0.0
1.0,12.85,0.0,0.0,6.89,Community District,2020-06-26T00:00:00.000,0.03,2.71,1,12.71
0.0,0.14,0.0,0.0,0.17,Community District,2020-06-26T00:00:00.000,0.0,0.17,0,0.28
0.0,0.14,0.0,0.0,0.5,Community District,2020-06-26T00:00:00.000,0.0,0.39,0,0.17
0.0,0.03,0.0,0.0,0.21,Community District,2020-06-26T00:00:00.000,0.0,0.17,0,0.32
0.0,0.0,0.0,0.0,0.78,Community District,2020-06-26T00:00:00.000,0.0,0.78,0,0.85
0.0,0.0,0.0,0.0,0.32,Community District,2020-06-26T00:00:00.000,0.0,0.17,0,0.64
0.0,0.64,0.0,0.0,1.07,Community District,2020-06-26T00:00:00.000,0.0,1.0,0,0.46
0.0,0.17,0.0,0.0,0.17,Community District,2020-06-26T00:00:00.000,0.0,0.17,0,0.28
,9.91,,,8.18,Community District,2019-06-01T00:00:00.000,,,7,0.0
0.0,0.25,0.0,0.0,0.39,Community District,2020-06-26T00:00:00.000,0.0,0.25,0,0.32
0.0,0.28,0.0,0.0,0.32,Community District,2020-06-26T00:00:00.000,0.0,0.32,0,0.25
,0.0,,,0.49,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.75,0.0,0.0,1.39,Community District,2020-06-26T00:00:00.000,0.0,1.28,1,0.75
,1.48,,,1.61,Community District,2019-06-01T00:00:00.000,,,1,0.0
,0.06,,,0.24,Community District,2019-06-01T00:00:00.000,,,0,0.0
,20.45,,,22.31,Community District,2019-06-01T00:00:00.000,,,8,0.0
,9.42,,,11.71,Community District,2019-06-01T00:00:00.000,,,2,0.43
0.0,0.35,0.0,0.0,1.46,Community District,2020-06-26T00:00:00.000,0.0,1.5,0,0.03
,6.94,,,6.57,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.82,0.0,0.0,0.92,Community District,2020-06-26T00:00:00.000,0.0,0.85,0,0.92
0.0,1.32,0.0,0.0,1.25,Community District,2020-06-26T00:00:00.000,0.0,1.17,0,1.64
0.0,12.42,0.0,0.0,9.82,Community District,2020-06-26T00:00:00.000,0.0,3.64,4,15.39
,0.37,,,1.05,Community District,2019-06-01T00:00:00.000,,,1,0.0
0.0,0.0,0.0,0.0,0.67,Community District,2020-06-26T00:00:00.000,0.0,0.67,0,2.75
,0.12,,,0.86,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.0,0.0,0.0,0.03,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.03
0.0,0.14,0.0,0.0,0.14,Community District,2020-06-26T00:00:00.000,0.0,0.14,0,0.17
,0.03,,,0.0,Zip Code,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.28,0.0,0.0,3.89,Community District,2020-06-26T00:00:00.000,0.0,3.6,0,0.6
0.0,0.1,0.0,0.0,6.64,Community District,2020-06-26T00:00:00.000,0.0,6.71,0,7.6
,0.37,,,0.68,Community District,2019-06-01T00:00:00.000,,,0,0.0
,0.18,,,0.55,Community District,2019-06-01T00:00:00.000,,,0,0.0
,0.0,,,0.12,Community District,2019-06-01T00:00:00.000,,,0,0.0
,0.0,,,0.06,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,0.0,0.0,0.0,0.03,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.0
0.0,0.1,0.0,0.0,0.53,Community District,2020-06-26T00:00:00.000,0.0,0.46,0,0.57
0.0,6.78,0.0,0.0,24.32,Community District,2020-06-26T00:00:00.000,0.0,0.0,0,37.75
0.0,0.0,0.0,0.0,0.07,Community District,2020-06-26T00:00:00.000,0.0,0.03,0,0.17
0.0,0.07,0.0,0.0,1.53,Community District,2020-06-26T00:00:00.000,0.0,1.46,0,1.89
,0.24,,,4.46,Community District,2019-06-01T00:00:00.000,,,0,0.0
0.0,1.89,0.0,0.0,1.32,Community District,2020-06-26T00:00:00.000,0.0,0.0,0,2.42
