latitude,longitude,street_name,gi_result_air_vents,gi_req_roof_access,borough,gi_result_external_structure,gi_result_access_ladders,reporting_year,gi_result_roof_access
40.751391,-73.969917,EAST 45 STREET,N,Y,MANHATTAN,N,N,2025,N
40.816099,-73.937604,West 139th Street,N,Y,MANHATTAN,N,N,2018,N
40.851292,-73.928592,AMSTERDAM AVENUE,N,Y,MANHATTAN,N,N,2016,N
40.74482,-73.985113,MADISON AVENUE,N,Y,MANHATTAN,N,N,2018,N
40.740246,-73.992324,Wesr 20 Street,N,Y,MANHATTAN,N,N,2024,N
40.747584,-73.98255,East 34th Street,N,Y,MANHATTAN,N,N,2022,N
40.863941,-73.868401,&Olinville Avenue,N,Y,BRONX,N,N,2025,N
40.75816,-73.962594,East 57th St,N,Y,MANHATTAN,N,N,2016,N
40.780692,-73.948521,East 91st Street,N,Y,MANHATTAN,N,N,2024,N
40.765051,-73.968254,Park Avenue,N,Y,MANHATTAN,N,N,2020,N
40.762135,-73.974562,Fifth Avenue,N,Y,MANHATTAN,N,N,2015,N
40.757519,-73.975827,Madison Avenue,N,Y,MANHATTAN,N,N,2023,N
40.752707,-73.990681,WEST 36 STREET,N,Y,MANHATTAN,N,N,2015,N
40.900321,-73.906915,HENRY HUDSON PARKWAY,N,Y,BRONX,N,N,2020,N
40.766228,-73.967369,Park Avenue,N,Y,MANHATTAN,N,N,2024,N
40.75903,-73.970321,LEXINGTON AVE,N,Y,MANHATTAN,N,N,2015,N
40.777462,-73.950783,East 86th Street,N,Y,MANHATTAN,N,N,2021,N
40.729231,-73.99357,Broadway,N,Y,MANHATTAN,N,N,2021,N
40.764149,-73.955251,East 68th Street,N,Y,MANHATTAN,N,N,2018,N
40.758782,-73.977036,5TH AVENUE,N,Y,MANHATTAN,N,N,2015,N
40.776185,-73.947751,East 86th Street,N,Y,MANHATTAN,N,N,2022,N
40.777915,-73.974729,Central Park West,N,Y,MANHATTAN,N,N,2023,N
40.757835,-73.967792,EAST   54 STREET,N,Y,MANHATTAN,N,N,2017,N
40.75227,-73.987454,Broadway,N,Y,MANHATTAN,N,N,2016,N
40.765949,-73.953752,E. 71st Street,N,Y,MANHATTAN,N,N,2021,N
40.746602,-73.991829,West 28 Street,N,Y,MANHATTAN,N,N,2018,N
40.573621,-73.996127,West 30 Street,N,Y,BROOKLYN,N,N,2019,N
40.759488,-73.969729,East 55 Street,N,Y,MANHATTAN,N,N,2023,N
40.672887,-73.966946,EASTERN PARKWAY,N,Y,BROOKLYN,N,N,2019,N
40.751879,-73.981091,East 40th Street,N,Y,MANHATTAN,N,N,2025,N
40.693398,-73.999488,FURMAN STREET,N,Y,BROOKLYN,N,N,2015,N
40.739576,-73.988871,East 21st Street,N,Y,MANHATTAN,N,N,2020,N
40.790532,-73.975761,WEST 89 STREET,N,Y,MANHATTAN,N,N,2020,N
40.76709,-73.979617,CENTRAL PARK SOUTH,N,Y,MANHATTAN,N,N,2019,N
40.814363,-73.94551,West 133th Street,N,Y,MANHATTAN,N,N,2025,N
40.761614,-74.00022,River Place,N,Y,MANHATTAN,N,N,2022,N
40.764452,-73.963735,East 64th Street,N,Y,MANHATTAN,N,N,2024,N
40.763292,-73.961035,EAST 64 STREET,N,Y,MANHATTAN,N,N,2015,N
40.797016,-73.968221,Amsterdam Ave,N,Y,MANHATTAN,N,N,2024,N
40.76009,-73.994502,West 43rd Streeg,N,Y,MANHATTAN,N,N,2024,N
40.797662,-73.971438,West End Avenue,N,Y,MANHATTAN,N,N,2025,N
40.717771,-73.983795,Ridge Street,N,Y,MANHATTAN,N,N,2023,N
40.694032,-73.987205,Metrotech,N,Y,BROOKLYN,N,N,2018,N
40.6934,-73.988915,Adams Street,N,Y,BROOKLYN,N,N,2019,N
40.712586,-74.009775,Church Street,N,Y,MANHATTAN,N,N,2015,N
40.74361,-73.988091,Fifth Avenue,N,Y,MANHATTAN,N,N,2025,N
40.744478,-73.987434,FIFTH AVENUE,N,Y,MANHATTAN,N,N,2018,N
40.74616,-73.986939,WEST   30 STREET,N,Y,MANHATTAN,N,N,2018,N
40.790532,-73.975761,WEST 89 STREET,N,Y,MANHATTAN,N,N,2025,N
40.733732,-73.994313,East 11 Street,N,Y,MANHATTAN,N,N,2019,N
40.711245,-74.005396,SPRUCE STREET,N,Y,MANHATTAN,N,N,2020,N
40.800527,-73.969378,West End Avenue,N,Y,MANHATTAN,N,N,2023,N
40.750256,-73.973256,EAST   42 STREET,N,Y,MANHATTAN,N,N,2019,N
40.795577,-73.972985,West End Ave,N,Y,MANHATTAN,N,N,2017,N
40.75417,-73.994167,West 36th Street,N,Y,MANHATTAN,N,N,2022,N
40.763179,-73.96658,EAST 61 STREET,N,Y,MANHATTAN,N,N,2023,N
40.741282,-73.984999,EAST   25 STREET,N,Y,MANHATTAN,N,N,2019,N
40.833853,-73.877582,east 174 st,N,Y,BRONX,N,N,2018,N
40.769908,-73.990418,WEST 57 STREET,N,Y,MANHATTAN,N,N,2015,N
40.788063,-73.967315,CENTRAL PARK WEST,N,Y,MANHATTAN,N,N,2017,N
40.774711,-73.96118,Park Avenue,N,Y,MANHATTAN,N,N,2024,N
40.77309,-73.980363,West 66th Street,A,Y,MANHATTAN,N,A,2023,N
40.73875,-74.003111,Horatio Street,N,Y,MANHATTAN,N,N,2020,N
40.741088,-73.999773,West 17 Street,N,Y,MANHATTAN,N,N,2024,N
40.839754,-73.857904,Metropolitan Avenue,N,Y,BRONX,N,N,2024,N
40.811593,-73.938494,Fifth Avenue,N,Y,MANHATTAN,N,N,2016,N
40.777843,-73.955722,East 84th Street,N,Y,MANHATTAN,N,N,2023,N
40.758786,-73.972801,Park Avenue,N,Y,MANHATTAN,N,N,2015,N
40.742066,-73.974757,1st Avenue,N,Y,MANHATTAN,N,N,2021,N
40.755458,-73.967977,East 51st St,N,Y,MANHATTAN,N,N,2016,N
40.695759,-73.993826,HENRY STREET,N,Y,BROOKLYN,N,N,2018,N
40.74898,-73.975783,Third Avenue,N,Y,MANHATTAN,N,N,2021,N
40.708173,-74.006464,JOHN STREET,N,Y,MANHATTAN,N,N,2022,N
40.668293,-73.979237,6th Street,N,Y,BROOKLYN,N,N,2024,N
40.763625,-73.96371,EAST 63 STREET,N,Y,MANHATTAN,N,N,2020,N
40.781461,-73.976414,$WEST 78 STREET,N,Y,MANHATTAN,N,N,2015,N
40.767114,-73.964264,EAST   67 STREET,N,Y,MANHATTAN,N,N,2019,N
40.809619,-73.964035,CLAREMONT AVE,N,Y,MANHATTAN,N,N,2017,N
40.739343,-73.992003,West 19th Street,N,Y,MANHATTAN,N,N,2015,N
40.74869,-73.985138,West 34th Street,N,Y,MANHATTAN,N,N,2021,N
40.753979,-73.979997,EAST   43 STREET,N,Y,MANHATTAN,N,N,2020,N
40.795099,-73.973307,WEST END AVENUE,N,Y,MANHATTAN,N,N,2018,N
40.784111,-73.952775,EAST   93 STREET,N,Y,MANHATTAN,N,N,2018,N
40.772894,-73.961997,EAST   75 STREET,N,Y,MANHATTAN,N,N,2016,N
40.742007,-73.986705,EAST   25 STREET,N,Y,MANHATTAN,N,N,2017,N
40.775466,-73.96483,5 AVENUE,N,Y,MANHATTAN,N,N,2016,N
40.778223,-73.980737,WEST   72 STREET,N,Y,MANHATTAN,N,N,2020,N
40.724743,-73.997341,Broadway,N,Y,MANHATTAN,N,N,2024,N
40.739497,-73.976624,First Ave,N,Y,MANHATTAN,N,N,2024,N
40.77438,-73.977312,Central Park West,N,Y,MANHATTAN,N,N,2025,N
40.778954,-73.985088,West End Avenue,N,Y,MANHATTAN,N,N,2022,N
40.780281,-73.949532,EAST   90 STREET,N,Y,MANHATTAN,N,N,2018,N
40.790637,-73.976591,WEST END AVENUE,N,Y,MANHATTAN,N,N,2025,N
40.784064,-73.98136,West End Avenue,N,Y,MANHATTAN,N,N,2022,N
40.753232,-73.966227,MP,N,Y,MANHATTAN,N,N,2020,N
40.711245,-74.005396,SPRUCE STREET,N,Y,MANHATTAN,N,N,2022,N
40.767905,-73.958332,East 71st St,N,Y,MANHATTAN,N,N,2016,N
40.753543,-73.980856,5th ave,N,Y,MANHATTAN,N,N,2020,N
40.857216,-73.935538,FORT WASHINGTON AVE,N,Y,MANHATTAN,N,N,2025,N
40.737259,-73.97416,Waterside Plaza,N,Y,MANHATTAN,N,N,2020,N
40.739921,-73.986569,PARK AVENUE SOUTH,N,Y,MANHATTAN,N,N,2023,N
40.761042,-73.971176,Park Ave,N,Y,MANHATTAN,N,N,2017,N
40.753105,-73.964982,Beekman Place,N,Y,MANHATTAN,N,N,2017,N
40.762897,-73.983683,W. 52nd Street,N,Y,MANHATTAN,N,N,2020,N
40.708439,-74.003704,Beekman Street,N,Y,MANHATTAN,N,N,2022,N
40.757477,-73.988294,West 43rd Street,N,Y,MANHATTAN,N,N,2024,N
40.795551,-73.969839,WEST 98 STREET,N,Y,MANHATTAN,N,N,2022,N
40.748215,-73.9805,Park Avenue,N,Y,MANHATTAN,N,N,2023,N
40.733414,-73.86416,JUNCTION BOULEVARD,N,Y,QUEENS,N,N,2020,N
40.69195,-73.979965,Willoughby Street,N,Y,BROOKLYN,N,N,2023,N
40.709952,-74.006063,William Street,N,Y,MANHATTAN,N,N,2018,N
40.777622,-73.979315,West 72 Street,N,Y,MANHATTAN,N,N,2021,N
40.751754,-73.990075,7th Avenue,N,Y,MANHATTAN,N,N,2025,N
