hh_id,education_cms,age_65_over,modes_used_tnc,telework_before,commute_subsidy,reduced_vehicle_other,class_structure_middle,school_mode_high,race_asian_cms,attitude_street_bus_lanes,gender_cms,modes_used_scooter,job_type,class_structure_elementary,work_covid_protocols_other,attitude_street_classroom,attitude_street_bike_lanes,vehicle_no_change,age_5_under,employment_change_pay_1,bike_purpose_recreation_cms,student_location,age_5_12,bike_purpose_visit_friend,work_return_barriers_child,disability_concentrating,bike_purpose_appointment,bike_freq,trip_purpose_drop_off,employment_change_new_job,increased_vehicle_transport,modes_used_subway,student,work_mode_cms,age_cms,disability_dressing_cms,delivery_other_location,attitude_transit_subway,modes_used_july_subway,reduced_vehicle_parking,school_mode_middle,changed_other,num_vehicles,dine_location_outdoor_seating,shopping_food_restaurant_2,errand_mode,attitude_shared_tnc,school_type_elementary,attitude_nyc_employment,delivery_major_retailer,race_american_indian_cms,residence_type,shopping_food_restaurant,bike_purpose_recreation,trip_purpose_restaurant,modes_used_july_walk,work_return_barriers_other,trip_purpose_school,modes_used_july_household,medical_telehealth,modes_used_july_other_vehicle,reduced_vehicle_carshare,dine_location_indoor,modes_used_ferry
19817299,6,2,0,7,995,995,995,995,1,4,2,0,1,995,995,1,3,2,1,995,1,995,0,995,1,0,0,4,1,995,995,0,8,105,6,0,0,5,0,995,995,0,1,0,1,2,4,0,4,4,0,1,0,995,1,0,0,0,1,1,0,995,1,0
19689607,6,0,7,2,995,995,995,995,0,1,1,0,1,995,995,1,1,2,0,995,995,995,0,995,0,0,995,5,1,995,995,1,8,102,6,0,3,995,1,995,995,0,0,0,0,6,5,995,4,5,0,1,0,995,0,0,0,0,0,1,0,995,0,0
19626072,6,0,0,7,995,995,995,995,0,1,2,0,995,995,995,3,2,3,0,0,995,995,0,995,995,0,995,5,0,0,995,3,8,105,8,0,0,995,1,995,995,1,1,0,0,9,5,0,4,1,0,1,1,995,0,0,995,0,0,0,0,995,0,0
19990798,5,0,0,8,995,995,995,995,0,1,2,0,995,995,995,1,1,3,0,995,1,995,0,0,995,0,0,4,0,995,995,7,8,105,5,0,0,995,1,995,995,0,0,0,0,6,1,995,1,0,0,1,0,1,0,0,995,0,0,1,0,995,0,0
19611492,3,1,0,8,995,995,995,995,0,2,1,0,1,995,995,4,2,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,995,10,0,0,5,0,995,995,1,1,0,1,1,4,995,3,1,0,1,0,995,1,0,1,0,1,0,0,995,1,0
19608827,3,1,0,995,995,995,995,995,0,2,2,0,995,995,995,2,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,9,0,0,5,0,995,995,0,1,0,0,9,5,995,5,1,0,1,2,995,0,1,995,0,0,0,0,995,0,0
19861235,999,0,0,995,995,995,4,4,999,3,999,0,995,995,995,3,4,3,0,995,995,995,0,995,995,999,995,5,1,995,995,0,8,995,7,999,0,3,0,995,995,0,0,1,0,9,4,0,4,4,999,1,2,995,0,1,995,0,0,1,0,995,0,0
19277005,4,0,0,8,2,995,995,995,0,5,2,0,4,4,0,5,5,3,1,0,1,995,1,995,995,0,0,3,1,0,995,0,8,105,6,0,0,4,0,995,995,0,1,0,0,2,2,1,4,1,0,1,0,995,0,0,995,0,1,0,1,995,0,0
19177124,6,0,0,5,995,995,995,995,0,3,1,0,1,995,995,2,2,2,0,995,995,995,0,995,0,0,995,5,0,995,995,2,8,995,7,0,0,4,0,995,995,0,0,0,1,9,4,995,4,1,0,1,0,995,1,1,0,0,0,0,0,995,0,0
19491065,7,2,0,995,995,995,995,995,0,3,2,0,995,995,995,2,1,3,0,995,1,995,0,0,995,0,0,1,0,995,995,0,8,995,9,0,0,2,0,995,995,0,2,0,1,2,3,995,3,2,0,1,0,1,1,0,995,0,1,0,0,995,0,0
19037268,3,0,0,995,2,995,995,995,999,4,2,0,3,995,0,5,5,3,0,995,995,6,0,995,995,0,995,5,2,995,995,5,6,995,4,0,0,995,1,995,995,0,1,0,0,9,3,995,2,2,999,2,1,995,0,1,995,4,1,0,0,995,0,0
19207561,7,1,1,8,995,995,995,995,0,2,2,0,1,995,995,1,2,995,0,995,995,995,0,995,0,0,995,5,0,995,0,1,8,105,8,0,0,3,0,995,995,0,1,0,0,9,4,995,4,1,0,1,1,995,0,1,0,0,0,0,0,995,0,0
19661203,6,0,0,7,995,995,995,1,0,4,1,0,1,1,995,5,5,2,0,995,995,995,1,995,1,0,995,5,5,995,995,0,8,105,6,0,1,3,0,995,995,0,1,0,0,2,5,1,5,1,0,1,1,995,0,1,1,0,1,0,0,995,0,0
19870533,7,0,0,8,2,995,995,995,0,1,2,0,3,995,0,5,2,3,0,995,995,995,0,995,995,0,995,5,1,995,995,3,8,100,8,0,0,995,1,995,995,0,1,0,0,6,4,995,5,1,0,1,2,995,0,1,995,0,1,0,0,995,0,0
197305718,2,0,1,995,995,995,995,5,1,4,1,0,995,995,995,1,3,3,0,995,995,6,0,995,995,0,995,4,1,995,995,1,7,995,4,0,1,1,0,995,995,0,1,0,0,2,3,0,5,3,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19282504,7,2,0,995,995,995,995,995,0,1,1,0,995,995,995,1,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,9,0,0,995,1,995,995,0,1,0,0,2,5,995,5,2,0,1,1,995,0,1,995,0,1,0,0,995,0,0
19853953,3,0,0,8,2,995,995,995,0,3,1,0,2,995,0,3,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,100,8,0,0,5,0,995,995,0,1,0,0,2,4,995,3,3,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19399840,7,1,5,8,2,995,995,995,0,1,1,0,3,995,0,3,1,3,0,995,995,995,0,995,995,0,995,5,1,995,995,6,8,105,10,0,0,995,1,995,995,0,0,0,3,9,5,995,5,4,0,1,0,995,2,1,995,0,0,1,0,995,1,0
19030004,6,0,1,7,995,995,995,995,0,2,2,0,1,995,995,4,2,995,0,995,995,995,0,995,0,0,995,5,2,995,0,0,8,102,5,0,0,4,0,995,995,0,0,1,1,9,4,995,4,0,0,1,1,995,1,1,1,0,1,0,0,995,0,0
19544614,7,1,0,2,995,995,995,995,1,1,2,0,1,995,995,3,1,3,0,995,995,995,0,995,0,0,995,5,2,995,995,0,8,100,5,0,0,5,0,995,995,0,1,0,1,2,5,995,5,3,0,995,0,995,1,0,0,0,0,0,1,995,0,0
198077751,7,1,0,7,2,995,995,995,0,1,1,0,2,995,0,3,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,105,5,0,0,995,1,995,995,0,0,1,1,9,5,995,4,1,0,2,0,995,1,1,995,0,0,0,0,995,0,0
19771774,6,1,4,8,2,995,995,995,0,3,1,0,3,995,0,2,3,995,1,995,995,995,1,995,995,0,995,5,3,995,0,4,8,102,5,0,0,995,1,995,995,0,2,1,1,2,2,0,5,2,0,1,1,995,0,0,995,0,1,1,1,995,1,0
19939218,3,1,0,8,2,995,3,995,0,1,1,0,3,995,0,3,1,3,0,995,1,995,1,995,995,0,0,5,0,995,995,0,8,1,7,0,0,5,0,995,4,0,2,0,0,2,4,0,5,3,0,1,1,995,0,0,995,0,1,0,0,995,0,0
19889977,3,0,0,8,995,995,995,995,0,3,1,0,1,995,995,3,3,3,1,995,995,995,0,995,1,0,995,5,0,995,995,0,8,100,5,0,0,5,0,995,995,0,1,0,0,2,5,0,2,2,0,1,1,995,0,0,0,1,1,1,1,995,0,0
190379458,4,1,1,995,995,995,995,995,0,1,1,0,995,995,995,1,1,997,0,995,1,995,0,0,995,0,1,2,0,995,995,0,8,995,9,0,0,995,1,995,995,0,1,0,0,10,4,995,4,2,0,1,0,0,0,1,995,0,1,0,0,995,0,0
19554434,6,0,0,7,995,995,995,995,1,1,1,0,1,995,995,2,1,995,0,995,995,995,0,995,0,0,995,5,0,995,0,0,8,102,5,0,0,4,0,995,995,0,0,1,1,9,4,995,5,3,0,1,1,995,1,1,0,0,0,0,0,995,0,0
19524193,3,0,0,8,2,995,995,995,0,2,1,0,2,995,0,3,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,5,8,105,8,0,0,995,1,995,995,0,1,0,0,5,5,995,5,0,0,1,1,995,0,0,995,0,1,0,0,995,0,0
19309671,7,0,1,6,995,995,995,995,0,1,1,0,1,995,995,2,1,995,0,995,1,995,0,1,0,0,0,1,0,995,0,0,8,103,5,0,0,5,0,995,995,0,1,0,1,1,5,995,5,1,0,1,0,1,1,0,0,0,1,0,0,995,0,0
19641495,6,2,0,995,995,995,995,995,1,5,2,0,995,995,995,3,5,3,0,995,1,995,0,995,995,0,0,5,0,995,995,0,8,995,9,0,0,2,0,995,995,0,1,0,0,9,5,995,5,0,0,1,0,995,0,1,995,0,1,1,0,995,0,0
19031758,2,0,0,8,995,995,3,995,0,2,1,0,995,995,995,1,1,3,1,995,995,995,2,0,995,0,995,5,1,995,995,0,8,1,6,0,0,2,0,995,4,0,1,0,0,997,5,0,5,2,0,995,0,1,0,0,995,0,1,0,0,995,0,0
19908014,3,0,0,8,995,995,3,995,0,1,2,0,995,3,995,1,1,3,0,995,995,995,2,995,995,999,995,5,0,995,995,1,8,105,6,999,0,1,0,995,8,0,1,0,0,6,5,1,2,2,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19869589,7,1,2,995,995,995,995,995,0,1,2,0,995,995,995,2,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,11,0,0,3,0,995,995,0,1,0,0,1,3,995,5,0,0,1,0,995,0,0,995,0,0,0,0,995,0,0
19510224,6,0,0,8,995,995,995,995,0,2,1,0,1,995,995,4,3,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,6,0,0,5,0,995,995,0,0,0,0,9,5,995,3,0,0,1,0,995,0,1,0,0,0,0,0,995,0,0
19013292,5,0,0,8,2,995,995,995,0,1,2,0,3,995,0,3,1,2,1,995,1,995,2,0,995,0,0,3,1,995,995,0,8,100,7,0,0,3,0,995,995,0,2,0,0,2,3,0,5,2,0,1,1,1,0,0,995,0,1,0,0,995,1,0
19338002,6,0,0,7,2,995,995,995,0,1,1,0,3,995,0,1,1,2,0,995,995,3,0,995,995,0,995,5,0,995,995,0,7,1,4,0,0,1,0,995,995,0,0,0,0,9,5,995,5,2,0,1,0,995,0,1,995,0,0,1,0,995,1,0
19873955,7,0,0,8,2,995,995,1,0,1,2,0,3,995,0,1,2,3,0,995,1,995,0,995,995,0,0,5,2,995,995,5,8,105,7,0,0,995,1,995,995,0,2,1,1,9,5,0,5,3,0,1,3,995,3,0,995,0,0,1,0,995,1,0
19084772,7,0,0,8,2,995,995,995,0,3,1,0,3,995,0,3,3,3,1,995,995,995,0,995,995,0,995,5,0,995,995,2,9,105,6,0,0,995,1,995,995,0,1,0,0,9,4,0,3,5,0,995,1,995,0,0,995,0,0,0,0,995,0,0
19053145,6,0,0,995,995,995,995,995,0,3,1,0,995,4,995,2,2,3,1,995,1,995,1,995,995,0,0,3,0,995,995,0,8,995,5,0,0,5,0,995,995,0,1,0,0,2,5,1,1,1,0,1,0,995,0,0,995,0,1,1,0,995,0,0
19342387,7,0,0,995,995,995,995,995,0,1,2,0,1,995,995,1,1,3,0,1,1,995,0,995,0,0,1,2,0,1,995,0,8,1,5,0,0,4,0,995,995,0,0,1,1,9,2,995,4,4,0,1,2,995,1,1,0,0,0,1,0,995,0,0
19057342,3,0,0,2,995,995,995,995,1,3,2,3,995,995,995,3,3,3,0,0,1,995,0,0,995,0,0,1,0,0,995,0,8,104,6,0,0,3,0,995,995,0,2,0,0,10,3,0,3,1,0,995,0,1,0,0,995,0,0,0,0,995,0,0
19950308,7,0,3,8,995,995,995,995,999,3,1,0,1,995,995,3,3,3,0,995,995,995,0,995,0,0,995,6,0,995,995,0,8,105,8,0,0,5,0,995,995,0,1,0,0,997,5,995,5,0,999,1,0,995,0,0,0,0,0,1,0,995,0,0
19093811,1,0,0,995,995,995,4,995,0,1,1,0,995,995,995,1,1,3,1,995,995,995,1,995,995,0,995,4,0,995,995,0,8,995,5,0,0,3,0,995,995,0,0,0,0,9,5,0,5,3,0,1,0,995,0,1,995,0,0,1,0,995,0,0
19797875,7,0,0,3,2,0,3,995,1,1,2,0,2,995,0,1,1,995,0,995,995,995,0,0,995,0,995,2,0,995,995,1,8,105,5,0,0,4,0,0,8,0,2,1,0,997,2,0,3,2,0,1,2,0,2,0,995,0,0,0,0,0,0,0
19870855,7,0,0,7,995,995,995,995,0,1,1,0,1,995,995,1,1,3,0,995,995,995,0,995,0,999,995,5,0,995,995,2,8,105,6,999,0,995,1,995,995,0,0,0,1,6,5,995,5,0,0,1,0,995,0,1,0,0,0,1,0,995,0,0
19414427,7,2,0,8,995,995,995,995,0,1,2,0,1,995,995,4,2,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,8,0,0,1,0,995,995,0,1,0,0,9,5,995,5,2,0,1,0,995,0,1,0,0,0,0,0,995,0,0
197556698,6,0,4,8,1,995,995,995,1,2,2,0,2,995,0,4,1,3,0,995,1,995,0,995,995,0,0,4,0,995,995,4,8,105,5,0,0,995,1,995,995,0,0,0,0,9,5,995,4,1,0,1,1,995,0,1,995,0,0,0,0,995,0,0
19292233,5,0,0,2,995,995,995,995,0,1,2,0,995,995,995,1,1,1,0,995,995,995,0,995,995,0,995,4,1,995,995,2,8,995,9,0,0,1,0,995,995,0,0,0,1,6,3,995,4,1,0,1,0,995,1,0,995,0,0,0,0,995,0,0
195710575,6,0,0,995,995,995,995,995,0,1,1,0,995,995,995,1,1,3,0,995,995,995,0,0,995,0,995,5,0,995,995,0,8,105,5,0,0,5,0,995,995,0,0,1,0,10,4,995,5,1,0,1,1,0,0,1,995,0,0,0,0,995,0,0
19221991,7,0,0,8,995,995,995,995,0,2,1,0,1,995,995,2,2,2,3,995,995,995,0,995,1,0,995,5,0,995,995,0,8,100,5,0,0,5,0,995,995,0,2,1,0,2,4,0,5,1,0,1,0,995,0,0,0,0,1,1,0,995,1,0
19636998,6,0,0,995,995,995,995,995,1,3,2,0,995,995,995,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,7,0,0,995,1,995,995,0,0,0,0,9,5,995,5,0,1,1,0,995,0,1,995,0,0,1,0,995,0,0
19678789,6,0,0,3,995,995,995,995,0,1,2,0,1,995,995,1,1,3,1,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,5,0,0,1,0,995,995,0,2,1,3,2,5,0,5,3,0,1,1,995,3,1,0,0,1,0,0,995,0,0
19992652,6,0,0,8,2,995,995,995,0,1,2,0,5,3,0,1,1,3,0,0,1,995,1,0,995,0,1,1,1,0,995,0,8,103,6,0,0,3,0,995,995,0,1,1,0,9,5,1,5,0,0,1,2,0,0,1,995,0,1,0,0,995,0,0
19427216,5,0,0,8,2,995,995,4,0,5,1,0,2,995,0,2,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,3,8,105,6,0,0,995,1,995,995,1,0,0,0,9,5,0,2,2,0,1,0,995,0,0,995,0,0,0,0,995,0,0
19613278,7,0,0,8,2,995,995,995,1,3,1,0,4,1,0,4,5,3,1,995,995,995,1,995,995,0,995,5,1,995,995,0,8,100,6,0,0,5,0,995,995,0,4,0,1,9,5,1,5,3,0,1,2,995,1,1,995,0,1,1,0,995,1,0
19846487,6,0,0,8,2,995,995,995,1,3,2,0,3,995,0,5,5,3,0,995,995,995,0,995,995,0,995,5,0,995,995,2,8,105,6,0,0,995,1,995,995,0,1,0,0,2,5,995,3,3,0,1,2,995,0,0,995,0,1,0,0,995,0,0
19170691,6,0,3,2,2,995,995,995,0,3,1,0,4,995,0,5,5,3,0,0,995,6,0,995,995,0,995,5,0,0,995,1,6,102,4,0,0,4,0,995,995,0,2,0,0,5,3,995,5,3,0,1,0,995,0,0,995,0,0,1,0,995,0,0
19046088,2,0,0,8,2,995,1,995,0,5,2,0,4,1,0,5,5,3,1,995,995,995,2,995,995,0,995,5,0,995,995,0,8,100,5,0,0,5,0,995,4,0,2,0,0,2,1,1,5,7,1,1,5,995,0,0,995,0,1,0,0,995,0,0
19577419,6,0,2,8,2,995,995,995,0,3,1,0,4,995,1,1,1,2,1,0,995,995,0,995,995,0,995,5,0,1,995,0,8,995,5,0,0,2,0,995,995,0,0,0,1,9,2,0,2,1,1,1,2,995,1,1,995,0,0,0,0,995,0,1
19857982,7,0,0,2,2,995,995,995,0,2,1,0,4,995,0,5,1,3,0,995,995,995,0,995,995,0,995,5,2,995,995,0,9,100,5,0,0,5,0,995,995,0,1,1,2,2,5,995,5,5,0,3,0,995,2,0,995,0,1,0,0,995,1,0
19484548,2,0,0,8,995,995,995,995,0,1,1,0,995,4,995,3,3,2,0,995,995,995,3,995,995,0,995,2,0,995,995,0,9,995,5,0,0,2,0,995,995,0,0,0,0,9,5,1,5,0,0,1,1,995,0,1,995,5,0,0,0,995,0,0
19607058,6,0,0,8,2,995,995,995,0,3,2,0,2,4,0,4,3,1,1,995,995,995,2,995,995,0,995,5,0,995,995,0,8,105,5,0,0,4,0,995,995,0,1,0,1,2,5,1,4,1,0,2,1,995,1,1,995,0,1,0,0,995,1,0
19666500,3,0,0,6,995,995,995,995,0,1,4,0,995,995,995,1,1,3,0,0,995,995,0,995,995,0,995,5,0,0,995,3,9,105,4,0,0,995,1,995,995,0,0,0,0,9,5,995,3,2,0,1,1,995,0,1,995,0,0,0,0,995,0,0
19913836,7,0,0,7,995,995,995,995,1,5,2,0,1,995,995,2,5,3,0,995,995,995,0,995,0,0,995,5,1,995,995,0,8,105,5,0,0,5,0,995,995,0,1,0,1,2,5,995,5,3,0,1,2,995,1,1,0,0,1,0,0,995,1,0
19387318,6,1,0,8,2,995,995,995,1,3,2,0,3,995,0,3,4,995,0,995,995,995,0,995,995,0,995,5,0,995,0,0,8,105,6,0,0,3,0,995,995,0,1,0,0,2,5,995,4,2,0,1,1,995,0,0,995,0,1,1,0,995,0,0
19048445,7,0,0,8,2,995,995,995,0,1,1,0,3,995,0,1,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,100,7,0,0,5,0,995,995,0,1,1,1,2,5,995,5,1,0,1,0,995,1,0,995,0,1,0,0,995,1,0
19625536,6,0,0,1,995,995,995,995,0,3,1,0,995,995,995,3,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,7,0,0,5,0,995,995,0,0,0,0,9,5,995,4,3,0,995,0,995,0,1,995,0,0,1,0,995,0,0
19480490,5,0,0,8,2,995,995,995,0,1,2,0,3,995,0,4,4,3,0,995,995,995,0,995,995,0,995,5,0,995,995,5,8,105,7,0,0,995,1,995,995,0,0,0,0,9,5,995,2,1,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19524056,7,2,0,995,995,995,995,995,999,2,999,0,995,995,995,1,2,3,0,995,995,995,0,995,995,999,995,5,0,995,995,0,8,995,6,999,0,4,0,995,995,0,0,0,0,9,5,995,5,2,999,3,2,995,0,1,995,0,0,0,0,995,0,0
19958213,5,0,0,8,995,995,1,995,0,1,1,0,995,995,995,3,1,3,0,995,1,995,1,995,995,0,0,4,0,995,995,0,8,100,6,0,1,1,0,995,8,0,1,0,0,9,5,0,1,2,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19997969,6,0,0,6,2,995,995,995,0,2,2,0,3,995,0,2,1,3,0,995,1,995,0,995,995,0,0,4,0,995,995,5,8,105,5,0,0,995,1,995,995,0,1,1,3,9,3,995,5,0,0,1,6,995,3,1,995,0,1,0,0,995,1,0
19523845,7,0,0,7,995,995,995,995,1,2,2,0,1,995,995,1,1,2,0,995,1,995,0,0,0,0,1,1,0,995,995,1,8,995,7,0,0,995,1,995,995,0,0,0,3,9,4,995,2,2,0,995,5,1,2,1,1,0,1,1,0,995,1,4
19521059,6,0,0,5,2,995,995,995,1,2,2,0,3,995,0,4,1,2,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,100,4,0,0,2,0,995,995,0,1,0,0,9,2,995,3,3,0,995,2,995,0,1,995,0,1,0,0,995,0,0
19158544,-9998,1,0,6,995,995,995,995,1,1,2,0,995,995,995,5,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,105,5,0,0,2,0,995,995,0,2,1,0,2,2,995,5,0,0,995,0,995,0,0,995,0,0,0,0,995,0,0
19300162,6,0,3,8,995,995,995,995,0,3,1,0,995,4,995,2,3,2,0,995,995,995,1,995,995,0,995,5,0,995,995,0,8,105,5,0,0,5,0,995,995,0,0,0,2,9,5,1,5,2,0,1,1,995,2,1,995,0,0,0,0,995,1,0
190822124,7,0,0,8,2,995,995,995,0,1,1,0,3,995,0,1,1,3,0,995,1,995,0,995,995,0,0,3,0,995,995,0,8,100,8,0,0,4,0,995,995,0,1,0,0,9,5,995,3,3,0,1,1,995,0,1,995,0,1,1,0,995,0,0
19523849,3,1,0,995,995,995,995,995,0,2,2,0,995,995,995,1,1,3,0,995,995,995,0,995,995,0,995,5,1,995,995,0,8,995,10,0,0,4,0,995,995,0,1,1,1,2,4,995,5,3,0,1,0,995,1,1,995,0,1,0,1,995,0,0
19945416,6,1,2,995,995,995,995,995,0,1,1,0,995,995,995,1,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,11,0,0,4,0,995,995,0,0,1,0,9,4,995,5,1,0,1,0,995,0,1,995,0,0,1,0,995,0,0
19632668,2,0,0,8,995,995,995,995,0,3,2,0,1,995,995,3,3,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,7,0,0,2,0,995,995,0,0,0,0,9,5,995,2,1,0,1,0,995,0,1,1,0,0,0,0,995,0,0
19397320,3,0,2,8,995,995,995,995,1,5,1,0,1,995,995,3,5,3,0,0,995,995,0,995,0,0,995,5,0,0,995,0,8,105,6,0,0,5,0,995,995,0,1,1,1,2,1,995,4,3,0,1,0,995,1,0,0,0,1,0,0,995,0,0
19198523,3,1,1,8,995,995,995,995,0,4,1,0,995,995,995,2,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,4,9,102,6,0,0,995,1,995,995,0,0,0,0,9,5,0,2,1,0,3,0,995,0,1,995,0,0,0,0,995,0,0
19298116,3,1,0,8,995,995,995,995,0,1,2,0,995,995,995,2,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,5,8,105,9,0,0,995,1,995,995,0,0,0,0,9,4,995,4,1,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19060724,7,0,0,2,995,995,995,995,1,1,2,0,1,995,995,3,1,3,0,995,995,995,0,995,0,0,995,1,1,995,995,0,8,105,5,0,0,3,0,995,995,0,1,1,0,2,5,995,5,0,0,1,0,995,0,1,1,0,1,0,0,995,0,0
19915352,2,0,0,8,995,995,995,995,0,4,1,0,1,995,995,2,5,3,0,995,995,995,0,995,0,0,995,5,1,995,995,0,8,995,7,0,0,5,0,995,995,0,2,1,2,2,4,995,5,2,0,1,3,995,3,1,0,0,1,0,1,995,1,0
19609894,3,0,0,7,995,995,995,995,0,2,1,0,995,995,995,1,1,3,0,995,995,995,0,995,995,1,995,5,0,995,995,2,8,995,8,0,0,995,1,995,995,0,0,0,1,9,3,995,5,2,0,1,1,995,0,1,995,0,0,0,0,995,1,0
19352760,6,0,0,8,2,995,995,995,0,1,2,0,2,995,0,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,4,8,105,5,0,0,995,1,995,995,0,0,0,0,6,5,995,4,0,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19427168,7,0,4,8,995,995,995,995,0,3,1,0,1,995,995,1,1,2,0,995,995,995,0,995,0,0,995,5,0,995,995,1,8,105,5,0,1,995,1,995,995,0,0,1,2,9,4,995,4,0,0,1,0,995,3,1,0,0,0,1,1,995,1,0
19962005,6,0,0,8,995,995,995,995,0,3,2,0,995,995,995,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,105,7,0,0,3,0,995,995,0,0,0,0,9,5,995,5,1,0,995,0,995,0,1,995,0,0,0,0,995,0,0
19964740,7,2,0,8,995,0,995,995,1,3,2,0,1,4,995,2,3,995,0,995,1,995,3,1,1,0,0,5,1,995,995,0,8,104,6,0,0,5,0,0,995,0,2,0,0,2,5,1,2,1,0,995,1,0,0,0,0,0,1,1,0,0,0,0
19812471,6,0,0,8,2,995,995,995,1,1,2,0,3,3,0,3,1,3,0,1,0,995,1,0,995,0,0,4,3,0,995,0,8,102,7,0,0,4,0,995,995,0,2,0,0,2,3,1,2,0,0,1,1,1,0,1,995,0,1,0,0,995,0,0
19201560,7,2,0,995,995,995,995,995,0,4,2,0,995,995,995,2,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,9,0,0,5,0,995,995,0,2,1,1,2,5,995,5,2,0,1,1,995,1,1,995,0,0,0,1,995,0,0
19382884,7,0,0,2,995,995,995,995,1,3,2,0,1,4,995,5,3,3,1,995,995,995,1,0,0,0,995,5,1,995,995,0,8,105,6,0,0,5,0,995,995,0,1,0,0,2,5,1,3,2,0,1,1,1,0,0,0,0,1,1,0,995,0,0
19965541,7,2,1,995,995,995,995,995,0,4,1,0,995,995,995,3,4,3,0,995,995,995,0,995,995,0,995,6,1,995,995,0,8,995,9,0,0,5,0,995,995,0,2,0,0,2,5,995,5,2,0,1,0,995,0,0,995,0,1,0,1,995,0,0
19489618,2,0,0,995,995,995,995,995,0,1,1,0,995,995,995,5,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,9,0,0,3,0,995,995,0,0,0,0,5,5,995,5,2,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19159308,6,0,0,8,2,995,995,995,0,3,1,0,3,995,1,1,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,105,8,0,0,2,0,995,995,0,1,0,0,9,5,995,3,1,0,1,1,995,0,0,995,0,0,0,0,995,0,0
19820742,7,0,0,8,2,995,995,4,0,5,1,0,3,995,0,1,4,3,0,995,1,995,0,995,995,0,0,4,4,995,995,0,8,100,7,0,0,5,0,995,995,0,3,0,0,2,5,0,5,1,0,1,2,995,0,1,995,0,1,0,0,995,0,0
19817941,7,0,0,8,2,995,995,995,0,3,2,0,3,995,0,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,105,8,0,0,995,1,995,995,0,1,0,0,9,3,995,3,1,0,1,0,995,0,0,995,0,0,1,0,995,0,0
19076577,6,0,0,8,2,995,995,995,0,1,1,0,2,995,0,1,1,3,0,995,1,995,0,1,995,0,1,2,0,995,995,2,8,105,5,0,0,995,1,995,995,0,0,0,1,9,3,995,5,1,0,3,0,0,1,1,995,0,0,0,0,995,0,1
19758384,3,0,1,995,995,995,995,995,0,3,1,0,995,995,995,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,102,5,0,0,3,0,995,995,0,0,0,0,9,3,995,5,1,0,1,1,995,0,1,995,0,0,0,0,995,0,0
199536224,7,0,0,7,995,995,995,995,0,2,2,3,1,995,995,5,2,995,0,995,995,995,0,995,0,0,995,5,0,995,0,2,8,105,6,0,0,2,0,995,995,0,1,0,1,11,2,995,2,0,0,1,1,995,1,1,0,0,0,0,0,995,1,0
19457056,7,0,0,8,2,995,995,995,1,1,1,0,2,995,0,3,1,3,0,995,1,995,0,995,995,0,1,1,0,995,995,2,8,105,5,0,0,995,1,995,995,0,0,0,1,9,4,995,4,0,0,1,0,995,1,1,995,0,0,0,0,995,1,0
19454206,6,1,0,3,995,0,995,995,999,2,1,0,1,995,995,3,3,995,0,995,0,995,0,0,0,999,0,2,0,995,995,0,8,100,8,999,3,5,0,0,995,0,4,1,1,1,5,995,2,2,999,995,0,1,1,0,0,0,1,1,0,0,0,0
