hh_id,education_cms,age_65_over,modes_used_tnc,telework_before,commute_subsidy,reduced_vehicle_other,class_structure_middle,school_mode_high,race_asian_cms,attitude_street_bus_lanes,gender_cms,modes_used_scooter,job_type,class_structure_elementary,work_covid_protocols_other,attitude_street_classroom,attitude_street_bike_lanes,vehicle_no_change,age_5_under,employment_change_pay_1,bike_purpose_recreation_cms,student_location,age_5_12,bike_purpose_visit_friend,work_return_barriers_child,disability_concentrating,bike_purpose_appointment,bike_freq,trip_purpose_drop_off,employment_change_new_job,increased_vehicle_transport,modes_used_subway,student,work_mode_cms,age_cms,disability_dressing_cms,delivery_other_location,attitude_transit_subway,modes_used_july_subway,reduced_vehicle_parking,school_mode_middle,changed_other,num_vehicles,dine_location_outdoor_seating,shopping_food_restaurant_2,errand_mode,attitude_shared_tnc,school_type_elementary,attitude_nyc_employment,delivery_major_retailer,race_american_indian_cms,residence_type,shopping_food_restaurant,bike_purpose_recreation,trip_purpose_restaurant,modes_used_july_walk,work_return_barriers_other,trip_purpose_school,modes_used_july_household,medical_telehealth,modes_used_july_other_vehicle,reduced_vehicle_carshare,dine_location_indoor,modes_used_ferry
19612104,2,0,0,995,995,0,995,995,0,1,1,0,995,995,995,1,1,995,0,0,995,995,0,995,995,999,995,6,0,0,995,0,8,995,7,999,0,3,0,0,995,0,0,0,0,1,1,995,5,0,0,1,0,995,0,0,995,0,0,0,0,0,0,0
19363950,999,0,0,7,995,995,995,995,999,5,999,0,1,995,995,3,5,3,0,995,995,995,0,995,0,999,995,5,0,995,995,0,8,100,7,999,0,3,0,995,995,0,4,0,0,2,3,995,2,0,999,1,2,995,0,0,0,0,1,0,0,995,1,0
19138629,6,0,0,7,2,995,995,995,1,2,1,0,2,995,0,2,3,3,0,995,995,995,0,995,995,0,995,4,0,995,995,1,8,995,5,0,0,995,1,995,995,0,0,1,2,9,2,995,5,0,0,1,0,995,2,1,995,0,0,0,0,995,0,0
19080257,5,2,0,8,995,995,995,995,0,3,1,0,1,4,995,4,2,3,0,995,995,995,1,995,1,0,995,5,0,995,995,0,8,105,7,0,0,4,0,995,995,0,1,0,0,1,4,1,4,1,0,1,1,995,0,0,0,0,1,0,0,995,0,0
19009609,1,0,0,995,995,995,995,995,999,3,999,0,995,995,995,3,3,3,0,995,995,995,3,995,995,999,995,4,0,995,995,0,8,105,8,999,0,2,0,995,995,0,1,0,0,2,2,0,3,7,999,1,0,995,0,0,995,0,1,0,0,995,0,0
19994480,7,0,0,8,995,995,995,995,1,1,1,0,1,995,995,3,1,3,0,995,995,995,0,995,0,1,995,4,0,995,995,0,8,1,6,0,0,4,0,995,995,0,0,0,0,9,5,995,3,3,0,1,1,995,0,1,0,0,0,1,0,995,0,0
19445983,7,0,0,4,995,995,995,995,999,1,1,1,1,995,995,1,1,3,0,995,995,995,0,0,0,0,995,5,0,995,995,2,8,105,7,0,0,2,0,995,995,1,1,0,0,1,5,995,5,0,999,1,1,0,0,0,0,0,0,1,0,995,0,0
19368099,7,0,0,8,2,995,995,995,1,3,2,0,4,995,0,2,2,3,2,995,995,995,0,995,995,0,995,5,0,995,995,4,8,105,6,0,0,995,1,995,995,0,1,0,0,2,4,0,3,1,0,1,1,995,0,1,995,0,1,0,0,995,0,0
19196907,2,0,0,8,995,995,995,995,0,2,1,0,995,995,995,5,2,995,1,995,995,995,2,995,995,0,995,5,0,995,0,0,8,102,5,0,0,4,0,995,995,0,0,0,0,2,4,0,4,0,0,1,1,995,0,0,995,0,1,0,0,995,0,0
19916644,1,0,5,3,995,0,4,995,0,2,1,0,995,995,995,5,2,995,0,995,995,6,0,995,995,0,995,4,0,995,995,0,7,995,4,0,0,5,0,0,995,0,1,0,3,1,1,0,1,2,0,3,0,995,3,0,995,0,0,0,0,0,1,0
19211715,3,0,0,8,2,995,995,995,0,2,1,0,4,4,0,5,4,997,1,995,995,6,1,995,995,0,995,5,5,995,995,5,6,105,5,0,0,995,1,995,995,0,1,0,0,2,5,1,5,6,0,1,0,995,0,0,995,0,1,1,0,995,0,0
19255331,6,0,0,995,995,995,995,995,0,1,2,0,995,995,995,2,1,3,0,995,1,995,0,1,995,0,0,4,0,995,995,0,8,995,8,0,0,2,0,995,995,0,0,1,1,9,3,995,4,1,0,1,0,1,1,1,995,0,0,1,0,995,0,0
19420550,6,0,0,1,995,995,995,995,0,3,2,0,995,995,995,3,4,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,995,7,0,0,2,0,995,995,0,0,0,1,9,5,995,5,0,0,1,0,995,1,1,995,0,0,0,0,995,1,0
19878781,6,0,0,2,995,0,995,995,1,3,1,0,1,995,995,3,3,995,0,0,1,995,0,995,0,0,0,4,0,0,995,1,8,105,5,0,0,3,0,0,995,0,0,1,1,1,3,995,3,3,0,2,1,995,1,1,0,0,0,0,0,0,0,0
19251623,6,0,0,1,995,995,3,5,0,2,1,0,1,3,995,1,2,2,0,0,995,995,2,995,995,0,995,5,3,1,995,4,8,995,6,0,0,995,1,995,5,0,0,0,0,6,4,1,4,2,0,1,1,995,0,1,995,0,0,1,0,995,0,0
19217037,6,0,0,4,995,995,995,995,1,2,1,0,995,995,995,2,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,102,4,0,0,4,0,995,995,0,2,0,0,2,5,995,4,3,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19658201,7,0,0,4,2,995,995,995,0,1,2,0,2,995,0,1,1,3,0,995,995,3,0,995,995,0,995,5,0,995,995,3,7,105,5,0,0,995,1,995,995,0,0,0,1,6,5,995,5,2,0,3,0,995,1,1,995,0,0,1,0,995,1,0
19652110,7,0,0,2,995,995,995,995,1,1,2,0,995,995,995,1,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,2,8,105,6,0,0,995,1,995,995,0,0,0,0,9,5,995,1,2,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19648751,6,2,0,7,2,995,1,995,0,3,1,0,2,995,0,3,3,3,0,995,995,995,1,995,995,0,995,5,6,995,995,1,8,995,6,0,0,2,0,995,8,0,1,0,0,2,5,0,3,3,0,1,1,995,0,1,995,0,1,0,0,995,0,0
19113182,5,0,0,8,2,995,995,995,0,1,1,0,3,995,0,2,1,3,1,995,1,995,0,995,995,0,0,4,0,995,995,5,9,105,8,0,2,995,1,995,995,0,1,0,0,9,5,0,3,3,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19885499,6,1,0,8,2,995,995,995,0,3,1,0,4,4,0,5,2,3,1,995,995,995,1,995,995,0,995,5,0,995,995,0,8,101,5,0,0,5,0,995,995,0,2,1,0,2,3,1,4,3,0,995,1,995,0,0,995,0,0,0,1,995,0,0
19604322,3,1,0,995,995,995,995,995,0,1,2,0,995,995,995,3,2,3,0,995,995,995,0,995,995,0,995,5,1,995,995,0,8,995,9,0,0,5,0,995,995,0,1,0,3,2,5,995,5,3,0,1,0,995,3,1,995,0,1,1,1,995,1,0
19352206,2,0,0,995,995,995,995,995,0,5,2,0,995,995,995,3,5,3,0,995,995,995,0,995,995,1,995,5,0,995,995,0,8,100,7,0,0,5,0,995,995,0,1,0,0,2,5,995,1,0,0,1,6,995,0,0,995,0,1,1,0,995,0,0
19934100,7,0,2,7,995,995,995,995,1,1,2,0,1,995,995,1,1,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,5,0,0,4,0,995,995,1,0,0,0,9,5,995,4,2,0,1,0,995,0,1,0,0,0,0,0,995,0,0
19027415,6,0,0,995,995,995,995,995,0,3,1,0,995,995,995,2,5,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,8,0,0,5,0,995,995,0,1,0,0,2,5,995,5,0,0,1,2,995,0,0,995,0,1,1,0,995,1,0
19939697,6,0,0,5,995,995,995,995,0,1,1,0,1,995,995,2,1,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,102,6,0,0,5,0,995,995,0,2,0,0,2,5,995,5,1,0,1,1,995,0,0,0,0,1,0,0,995,0,0
19622669,3,0,2,1,995,995,995,995,0,2,2,0,995,995,995,5,4,2,0,0,995,995,0,995,995,0,995,6,1,0,995,0,8,995,5,0,0,2,0,995,995,0,0,0,1,9,2,995,3,1,0,995,4,995,1,1,995,0,0,0,0,995,1,0
19970753,3,0,1,8,995,995,4,995,0,1,1,0,1,995,995,2,1,2,0,995,995,6,1,995,0,0,995,5,0,995,995,0,7,105,4,0,0,2,0,995,995,0,2,0,0,2,5,0,4,2,0,1,0,995,0,0,0,0,1,0,0,995,0,0
19446027,7,0,0,8,995,995,995,995,0,1,1,0,1,995,995,1,1,3,0,995,1,995,0,0,0,0,1,2,0,995,995,7,8,105,8,0,0,995,1,995,995,0,0,0,0,6,4,995,5,0,0,1,0,1,0,1,1,0,0,0,0,995,0,0
19448981,3,0,0,6,995,995,3,995,0,2,1,0,1,2,995,1,2,1,0,995,1,995,1,995,0,0,0,4,5,995,995,0,8,105,7,0,0,4,0,995,4,0,1,1,0,2,5,1,4,3,0,1,0,995,0,0,0,0,1,1,0,995,0,0
19586505,7,0,0,8,995,995,995,995,1,1,2,0,1,995,995,1,1,3,1,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,6,0,0,3,0,995,995,0,1,0,0,9,4,0,4,3,0,1,0,995,0,1,0,0,1,0,0,995,0,0
19843355,4,0,7,995,995,0,995,995,0,2,1,0,995,995,995,4,2,995,1,995,0,6,0,995,995,0,0,1,2,995,995,4,7,995,7,0,0,2,0,0,995,0,2,0,0,4,5,0,1,2,0,997,3,995,0,0,995,5,0,0,0,0,0,0
19853428,5,0,1,995,995,995,995,995,0,3,1,0,995,4,995,2,2,2,0,995,0,995,1,995,995,0,0,4,0,995,995,0,8,995,5,0,0,4,0,995,995,0,0,1,0,9,5,1,3,1,0,1,0,995,0,1,995,0,0,0,1,995,0,0
19574329,3,1,0,995,995,995,995,995,0,3,2,0,995,4,995,5,3,3,0,995,995,995,1,0,995,0,995,5,5,995,995,0,8,995,8,0,0,3,0,995,995,0,1,0,0,2,1,1,1,3,0,995,1,1,0,1,995,0,1,0,0,995,0,0
19134994,3,0,0,995,995,995,995,995,0,1,1,0,995,995,995,1,4,3,0,995,995,995,0,995,995,0,995,6,3,995,995,0,8,995,8,0,0,995,1,995,995,0,1,0,0,2,5,995,5,5,0,1,0,995,0,0,995,0,1,1,0,995,0,0
19066543,999,0,0,7,1,995,995,995,999,2,999,0,3,995,0,4,1,3,0,995,1,995,0,995,995,0,1,1,0,995,995,0,8,103,5,0,0,3,0,995,995,0,1,0,0,9,4,995,4,1,999,1,1,995,0,0,995,0,1,1,0,995,0,0
19749097,7,0,2,4,995,995,995,995,0,1,2,0,1,995,995,2,1,3,0,995,995,995,0,995,0,0,995,4,0,995,995,1,8,105,5,0,0,995,1,995,995,0,0,1,1,9,2,995,2,2,0,1,3,995,1,1,0,0,0,0,1,995,1,0
19692521,5,0,3,8,2,995,995,995,0,3,1,0,3,995,0,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,2,8,102,7,0,0,3,0,995,995,0,1,0,0,9,3,995,3,5,0,1,3,995,0,1,995,0,0,0,0,995,0,0
19390301,6,1,0,995,995,995,995,995,999,3,2,0,995,995,995,2,5,3,0,995,995,995,0,995,995,0,995,5,1,995,995,0,8,995,9,0,0,3,0,995,995,0,1,0,2,9,4,995,5,2,999,1,2,995,2,1,995,0,1,1,0,995,0,0
19669856,7,1,0,3,995,995,995,995,0,2,1,0,995,995,995,1,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,8,0,0,4,0,995,995,0,0,0,0,9,5,995,5,3,0,1,2,995,0,1,995,0,0,0,0,995,0,0
19634328,5,0,0,4,995,995,995,995,0,3,1,0,995,995,995,5,3,3,0,995,995,995,0,995,995,0,995,5,5,995,995,0,8,100,8,0,0,5,0,995,995,0,1,0,0,2,5,995,3,4,0,1,1,995,0,0,995,0,1,1,0,995,0,0
19983723,7,0,0,8,995,995,995,995,0,1,1,0,1,995,995,1,1,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,6,0,0,4,0,995,995,0,0,0,0,9,5,995,5,3,0,3,1,995,0,1,0,0,0,1,0,995,0,0
19485291,6,0,0,5,995,995,995,995,0,2,1,0,1,995,995,1,1,3,2,995,995,995,0,995,0,0,995,5,5,995,995,0,8,105,5,0,0,4,0,995,995,0,0,1,0,9,5,0,5,4,0,1,0,995,0,1,0,0,0,0,1,995,0,0
19076837,6,0,1,8,995,995,995,995,0,4,1,0,995,1,995,5,5,3,0,995,1,995,1,995,995,0,0,5,5,995,995,1,8,105,7,0,0,4,0,995,995,0,1,1,1,9,5,1,3,1,0,1,1,995,1,1,995,0,1,0,0,995,1,0
19599382,3,0,0,995,995,995,995,995,0,1,1,0,995,995,995,4,1,3,0,995,995,995,0,995,995,999,995,5,0,995,995,0,8,995,8,999,0,5,0,995,995,0,0,0,0,9,5,995,5,0,0,1,0,995,0,0,995,0,0,1,0,995,0,0
19557007,7,0,2,8,2,0,995,995,0,3,2,0,4,995,0,3,2,995,0,995,995,995,0,995,995,0,995,5,1,995,995,0,8,102,5,0,0,4,0,0,995,0,0,0,0,5,4,995,2,0,0,1,0,995,0,1,995,0,0,0,0,0,0,0
19781530,7,0,0,8,995,995,995,995,0,5,1,0,1,995,995,2,5,995,1,995,995,995,0,995,0,0,995,5,1,995,0,0,8,105,5,0,0,3,0,995,995,0,2,0,1,2,4,0,5,5,0,1,2,995,1,0,0,0,1,0,0,995,1,0
19602111,6,1,0,995,995,995,995,995,0,2,1,0,995,995,995,3,4,3,0,995,995,995,0,995,995,0,995,6,2,995,995,0,8,995,10,0,0,995,1,995,995,0,0,0,1,9,3,995,5,0,0,995,0,995,2,1,995,0,0,1,1,995,1,0
19562052,3,0,0,995,995,995,995,995,0,1,2,0,995,995,995,1,1,995,0,995,995,995,0,1,995,0,995,5,0,995,0,0,8,995,7,0,0,2,0,995,995,0,0,0,0,1,5,995,5,1,0,1,0,1,0,1,995,0,0,1,0,995,0,0
19744722,7,0,0,4,995,995,995,995,0,1,1,0,1,995,995,1,1,3,0,995,1,995,0,1,0,0,1,2,0,995,995,1,8,1,6,0,0,995,1,995,995,0,0,1,1,10,2,995,2,1,0,1,0,1,1,1,0,0,0,1,0,995,1,0
19631164,3,1,0,4,995,995,995,995,0,4,2,0,995,995,995,3,4,3,0,995,1,995,0,995,995,0,0,5,0,995,995,0,8,995,8,0,0,3,0,995,995,0,1,1,2,2,3,995,2,1,0,1,1,995,2,0,995,0,1,0,0,995,0,0
19634746,6,1,0,8,1,995,995,995,0,1,1,0,3,995,0,3,1,3,0,995,995,995,0,995,995,0,995,5,5,995,995,0,8,100,8,0,0,2,0,995,995,0,1,1,1,2,2,995,4,2,0,1,0,995,2,0,995,0,1,0,0,995,1,0
19323481,5,1,0,995,995,995,995,995,0,2,1,0,995,995,995,5,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,995,8,0,0,1,0,995,995,0,1,0,0,9,5,995,5,1,0,995,2,995,0,1,995,0,1,0,0,995,0,0
19778227,6,0,0,8,995,995,4,995,0,3,1,0,1,995,995,1,1,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,7,0,0,995,1,995,995,0,0,0,1,9,5,0,5,0,0,1,3,995,1,1,1,0,0,0,0,995,0,0
19402844,7,0,0,8,995,995,995,995,0,2,2,0,1,3,995,1,1,2,1,0,995,995,1,0,1,0,995,4,5,1,995,0,8,105,6,0,0,3,0,995,995,0,0,1,1,9,3,1,5,1,0,1,1,1,1,1,0,0,0,0,0,995,0,0
19427641,7,2,0,995,2,995,995,995,0,1,2,0,3,995,0,2,2,3,0,1,995,995,0,995,995,0,995,5,0,1,995,7,8,995,7,0,0,995,1,995,995,1,1,0,0,9,4,995,4,1,0,1,5,995,0,1,995,0,0,1,0,995,0,0
19526855,999,0,0,995,2,995,995,995,999,3,1,0,3,995,0,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,102,5,0,0,1,0,995,995,0,1,0,0,9,4,995,3,0,999,1,0,995,0,1,995,0,1,0,0,995,0,0
19848659,3,0,0,995,995,995,995,995,0,1,1,0,995,995,995,3,1,2,0,995,1,995,0,995,995,0,0,4,1,995,995,3,9,106,5,0,0,995,1,995,995,0,0,0,0,6,1,995,5,2,0,995,0,995,0,1,995,0,0,1,0,995,0,0
19991484,3,1,1,995,995,995,995,995,0,1,1,0,995,995,995,5,1,2,0,0,995,995,0,995,995,0,995,6,0,0,995,0,8,995,8,1,0,5,0,995,995,0,0,0,0,9,5,995,5,0,0,1,0,995,0,0,995,0,0,1,0,995,0,0
197979778,6,1,1,8,995,995,995,995,0,1,1,0,995,995,995,1,1,3,0,0,995,995,0,995,995,0,995,5,0,0,995,1,8,995,9,0,0,995,1,995,995,1,0,0,2,9,4,995,3,1,0,1,0,995,1,1,995,0,0,0,0,995,0,0
19663334,6,0,0,8,995,995,995,995,0,1,2,0,1,995,995,1,1,1,1,1,995,995,0,995,0,0,995,5,1,1,995,0,8,100,5,0,0,5,0,995,995,0,1,0,0,1,5,0,5,7,0,1,0,995,0,1,0,0,0,1,0,995,0,0
19561057,6,0,0,8,995,0,995,995,1,2,1,0,1,995,995,3,2,995,2,995,995,995,0,995,1,0,995,5,0,995,995,0,8,105,6,0,0,3,0,1,995,0,0,0,0,9,4,0,4,3,0,1,1,995,0,1,0,0,0,0,0,0,0,0
19811313,2,0,0,8,995,995,4,995,0,3,1,0,995,995,995,1,1,2,0,0,995,995,0,995,995,0,995,5,0,0,995,0,8,105,6,0,0,5,0,995,995,0,0,0,0,9,4,0,2,2,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19897074,7,0,0,8,995,995,995,995,999,3,1,0,1,995,995,3,2,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,5,0,0,4,0,995,995,0,1,0,0,9,5,995,5,1,999,1,0,995,0,1,0,0,1,0,0,995,0,0
19334923,6,1,0,7,2,995,995,995,1,2,2,0,2,995,0,4,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,4,8,105,6,0,0,995,1,995,995,0,1,0,0,9,4,995,4,0,0,1,2,995,0,1,995,0,0,0,0,995,0,0
19316107,5,0,0,8,995,995,995,995,0,3,2,0,995,995,995,3,5,3,0,0,995,995,0,995,995,999,995,5,6,0,995,5,9,105,5,999,0,995,1,995,995,0,1,0,4,6,1,995,1,0,0,1,0,995,2,0,995,0,0,1,0,995,1,0
19874004,6,0,0,8,2,995,995,995,0,2,1,0,3,995,0,2,2,3,0,995,995,6,0,995,995,0,995,5,0,995,995,0,6,102,4,0,1,2,0,995,995,0,0,0,0,9,5,995,5,2,0,1,0,995,0,1,995,0,0,1,0,995,0,0
19655566,7,0,0,8,995,995,995,995,0,1,1,0,995,4,995,1,1,3,0,995,995,6,1,995,995,0,995,5,0,995,995,1,6,995,6,0,0,1,0,995,995,0,0,0,0,9,5,1,5,0,0,1,0,995,0,1,995,0,0,1,0,995,0,0
19917396,6,1,0,995,995,0,995,995,0,1,1,0,995,995,995,4,1,995,0,0,1,995,0,995,995,0,0,5,3,0,995,0,8,995,7,1,0,4,0,1,995,0,1,0,0,2,5,995,2,2,0,1,0,995,0,0,995,0,1,0,0,0,0,0
19086815,6,1,3,8,995,995,995,995,0,1,1,0,1,995,995,5,5,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,6,0,0,3,0,995,995,0,0,1,0,2,5,995,4,7,0,995,0,995,0,0,0,0,1,0,0,995,1,0
19126231,7,0,1,8,2,995,995,4,0,3,1,0,2,995,0,2,2,2,0,995,1,995,0,995,995,0,0,4,1,995,995,0,8,105,6,0,0,3,0,995,995,0,1,1,1,2,3,0,2,1,0,1,2,995,1,0,995,0,1,1,1,995,1,0
19676608,6,1,0,995,995,995,995,995,0,3,1,0,995,995,995,2,3,3,0,995,995,995,0,995,995,0,995,5,1,995,995,0,8,995,9,0,0,4,0,995,995,0,1,0,1,2,5,995,5,2,0,1,0,995,1,1,995,0,1,0,0,995,1,0
19012428,6,0,0,8,2,995,995,995,999,4,2,0,4,995,0,5,5,995,0,995,995,995,0,995,995,0,995,5,0,995,0,7,8,100,5,0,0,995,1,995,995,0,1,0,0,2,5,995,3,2,999,1,0,995,0,1,995,0,1,0,0,995,1,0
19468934,7,0,0,8,2,995,995,995,0,1,2,0,4,995,0,1,1,3,0,995,1,6,0,995,995,0,1,4,0,995,995,0,7,100,5,0,0,2,0,995,995,0,1,0,0,9,3,995,5,3,0,1,2,995,0,1,995,3,1,0,0,995,0,0
19591767,-9998,0,0,995,995,995,995,995,0,1,1,0,995,4,995,2,4,2,1,995,995,995,1,995,995,0,995,5,1,995,995,0,8,995,5,0,0,5,0,995,995,0,0,0,0,3,5,1,3,1,0,1,1,995,0,1,995,0,0,1,1,995,0,0
19105135,6,1,0,8,2,995,995,995,1,1,1,0,3,995,0,3,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,7,8,105,8,0,0,995,1,995,995,0,0,0,5,6,4,995,4,1,0,995,6,995,5,1,995,0,0,1,0,995,0,1
19307144,7,0,1,6,995,995,995,995,999,1,4,0,1,995,995,2,1,2,0,995,995,995,0,995,0,999,995,6,0,995,995,3,8,105,5,999,2,995,1,995,995,0,0,1,0,9,5,995,2,0,999,1,1,995,0,1,0,0,0,1,1,995,1,0
19170581,7,0,0,8,2,995,1,995,1,1,2,0,2,995,0,1,5,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,102,7,0,0,995,1,995,4,0,0,0,1,9,5,0,5,0,0,995,2,995,1,1,995,0,0,0,0,995,1,0
19991594,3,0,0,995,995,995,995,995,0,1,999,0,995,995,995,1,1,3,0,995,995,995,0,995,995,999,995,5,0,995,995,0,8,995,6,999,0,1,0,995,995,0,0,0,0,9,3,995,3,0,1,1,0,995,0,1,995,0,0,1,0,995,0,0
19251152,6,0,2,6,995,995,995,995,0,1,1,0,995,995,995,2,3,2,0,0,995,6,0,995,995,0,995,5,0,0,995,1,6,102,6,0,0,995,1,995,995,0,0,1,2,9,5,995,3,1,0,1,3,995,1,1,995,0,0,0,1,995,0,0
19936204,7,1,0,8,1,995,995,995,0,3,1,0,3,995,0,3,3,3,0,995,995,995,0,995,995,0,995,5,1,995,995,0,8,995,8,0,0,4,0,995,995,0,1,0,1,1,5,995,3,1,0,1,0,995,1,0,995,0,1,0,0,995,0,0
19617274,6,0,1,6,995,995,995,995,0,3,2,0,1,995,995,4,1,3,0,995,1,995,0,1,0,0,1,2,3,995,995,2,9,105,5,0,0,995,1,995,995,0,0,1,0,9,3,995,3,1,0,1,0,1,0,1,0,0,1,0,0,995,0,0
