uid,address,nta2020,capacity,opname,nta2010,optype,city,addressnum,council,zipcode
03a3135d8f13a9853b5ad594fb508565,,BK1103,0,NYC Department of Parks and Recreation,BK29,Public,BROOKLYN,,43,11223.0
03b49eb94a9e34b6001b8a939bd3b6d5,1086 SIMPSON STREET,BX0202,0,NYC Police Department,BX27,Public,BRONX,1086,17,10459.0
0472bdf9fbcfe6a1fd56f90d25b3806f,2702 LINDEN BOULEVARD,BK0505,0,Louis Heaton Pink (5),BK82,Non-public,BROOKLYN,2702,42,11208.0
033b8e365d4d66254b6d7026877a9004,1546 CONEY ISLAND AVENUE,BK1204,0,COUNCIL OF JEWISH ORGANIZATIONS OF FLATBUSH INC,BK46,,BROOKLYN,1546,44,11230.0
04f32b84d3b68d0cdf8c67dd5fe7e780,PELHAM BAY BRIDGE,,0,NYC Department of Transportation,,Public,BRONX,,0,
05c9bbb13d5955dbd3b317a58e05bb8c,61 JANE STREET,MN0203,0,61 Jane Parking Corp.,MN23,Non-public,NEW YORK,,3,10014.0
0001ef1fac265d3bf446a565d68cd115,1527 JESUP AVENUE,BX0403,0,NYC Department of Parks and Recreation,BX26,Public,BRONX,1527,16,10452.0
035769c05bf5d0c1b7e5a23eadc0bd7d,72 JOHN STREET,MN0101,0,100 William Garage Corp.,MN25,Non-public,NEW YORK,,1,10038.0
036570753b255166215842e309b9727b,98-50 50 AVENUE,QN0402,0,NEW YORK JUNIOR TENNIS LEAGUE INC,QN25,,CORONA,98-50,21,11368.0
0552b82834d9432dca4adc676c5dc1be,2030 OCEAN PARKWAY,BK1501,0,Shaare Zion Congregation,BK25,,BROOKLYN,2030,44,11223.0
02fa9f043f77df16e95b3a0014eeef60,4-74 48 AVENyE,QN0201,0,LITTLE ONES,QN31,Non-public,LONG ISLAND CITY,4-74,26,11109.0
0268a2900fd82dd13e5a79a720ba6d5a,,,0,"Congress for Jewish Culture, Inc.",,Non-public,NEW YORK,,0,10159.0
033a06cf2f599fded1de06bd6651f4cc,354 EAST 25 STREET,BK1701,0,caribBEING,BK95,Non-public,BROOKLYN,354,45,11226.0
02dd560c299b4de03c2cd30b0079f454,65-30 DIETERLE CRESCENT,QN0601,465,NYC Department of Education,QN18,Public,REGO PARK,65-30,30,11374.0
00ed140e89f596e2fa5184c5d787cd5a,16702 BAISLEY BOULEVARD,QN1204,0,NYC Police Department,QN02,Public,JAMAICA,16702,28,11434.0
00b00304949bef03e4fa9909a6e29933,441 WEST 26 STREET,MN0401,0,THE HUDSON GUILD,MN13,,NEW YORK,441,3,10001.0
01e499095acf0c561815cd92ff281ccc,,MN0603,0,,MN20,,NEW YORK,,4,10016.0
03f739881a480a467bec22cec19fa905,156-10 BAISLEY BOULEVARD,QN1204,293,NYC Department of Education,QN02,Public,JAMAICA,156-10,28,11434.0
01fe9e96f0d4f30f6646e38852f215c8,-11 LIBERT,QN1001,0,Safe Space Preventive,QN55,Non-public,SOUTH RICHMOND HILL,115-11,29,11419.0
043eb38425234c47a6440488d391b4c6,243 WEST 18 STREET,MN0401,0,Artemis Partners LLC,MN13,,NEW YORK,243,3,10011.0
03b11656cfea79cc9ed2962aed3b0133,220 EAST 60 STREET,MN0801,0,60th Storage Corp.,MN31,Non-public,NEW YORK,,5,10022.0
05756116066e3b991698176ff2ff7eef,108-41 159 STREET,QN1202,0,South Jamaica,QN01,Non-public,JAMAICA,108-41,28,11433.0
039a0dc4bd103291bfe82802cbed75c4,286 SOUTH STREET,MN0301,0,"Two Bridges Neighborhood Council, Inc.",MN28,,NEW YORK,286,1,10002.0
04e14ebf12837a590499d2ea9540202d,590 SHEFFIELD AVENUE,BK0503,0,NYC Department of Education,BK85,Public,BROOKLYN,590,42,11207.0
04d18308671c3d7e0af69b59eb404410,90 BEAVER STREET,BK0401,0,NYC Department of Parks and Recreation,BK78,Public,BROOKLYN,90,34,11206.0
063f52202fefabaebec7bd95f4cffce7,,BK0402,0,Department of Sanitation,BK78,,BROOKLYN,,37,11207.0
0569598e1916acfcdeaf421dda84c084,308 MONROE STREET,BK0301,0,Hattie Carthan Playground,BK75,Non-public,BROOKLYN,308,36,11216.0
00056520e4c5483e13933cda8c8a736d,7802 BAY PARKWAY,BK1101,0,"Edith & Carl Marks Jewish Community House Bensonhurst, Inc.",BK28,Non-public,BROOKLYN,7802,43,11214.0
056dd114dc0d0aeb8b01fcbc30b949a0,431 BEACH 20 STREET,QN1401,0,"Long Island Living Center, LLC",QN15,Non-public,FAR ROCKAWAY,431,31,11691.0
01405ef56705c82df5c316bb8948b292,4-2 ASTORIA BLVD,QN0201,0,Astoria Houses,QN31,Non-public,LONG ISLAND CITY,,26,11101.0
00628049af80b66856f1f32413b9186a,130 STUYVESANT PLACE,SI0101,0,NEW YORK CENTER FOR INTERPERSONAL DEVELOPMENT INC,SI22,,STATEN ISLAND,130,49,10301.0
01d7cee2a2d8ea2796f206b2212c9f9a,140 58 STREET,BK0702,0,Bay Ridge Sunset Park Dialysis Center,BK32,Non-public,BROOKLYN,140,38,11220.0
0062500ef6e5415c3e5ba2e9233a4dbc,1032 ESSEX STREET,BK0503,118,Leesel Transportation Corp (B2192),BK82,Non-public,BROOKLYN,1032,42,11208.0
058baac39213b2f0bb5091d2edb99401,,QN0301,0,NYC Department of Parks and Recreation,QN28,Public,EAST ELMHURST,,22,11370.0
00e55a62faa0a065f461c60ccd28dd62,146 WOLCOTT STREET,BK0601,42,Phillip Bus Corp (B2192),BK33,Non-public,BROOKLYN,146,38,11231.0
047daaca84776bfecb2ccffb520f03d1,1980 LAFAYETTE AVENUE,BX0902,0,Good Shepherd Services,BX09,,BRONX,1980,18,10473.0
0104ec902b978b05324734d218de0e7d,,BK1301,0,Metropolitan Transportation Authority,BK26,Public,BROOKLYN,,47,11223.0
02312fa9f9c190b34fd7e837ff983472,10 EAST 15 STREET,MN0501,730,NYC Department of Education,MN13,Public,NEW YORK,10,2,10003.0
00d964af353253ec6155190694707e0d,100 RICHMOND TERRACE,SI0101,0,Staten Island Children's Museum,SI22,,STATEN ISLAND,100,49,10301.0
04db3eec2cf5b59e6b46c7301834cac2,2525 KINGS HIGHWAY,BK1502,0,"The New York Community Hospital of Brooklyn, Inc.",BK44,Non-public,BROOKLYN,2525,48,11229.0
01ec2a2d2bd504d228ae37d4945da922,1271 RANDALL AVENUE,BX0201,309,Hoyt Transportation Corp.,BX27,Non-public,BRONX,1271,17,10474.0
044b70ab9de04c2d5edddbc07831754f,52-07 58 STREET,QN0203,0,NYC Department of Sanitation,QN50,Public,WOODSIDE,52-07,26,11377.0
0060b47a561b16a25e51e6a98e98e9bd,3457 NOSTRAND AVENUE,BK1503,189,The Chateau at Brooklyn Rehabilitation and Nursing Center,BK17,,BROOKLYN,3457,46,11229.0
00d5ddf8183815c6b769181f8674a608,100 HESTER STREET,MN0301,0,Chinatown Ymca,MN27,Non-public,NEW YORK,100,1,10002.0
039a4c1479ff9ec649f526341cae9b49,14 WEST 118 STREET,MN1001,0,NEW YORK UNIVERSITY,MN11,,NEW YORK,14,9,10026.0
0165476eae4c88eddd9ede7c9804c4f1,515 EAST 79 STREET,MN0803,0,Superior Parking Llc,MN32,Non-public,NEW YORK,,5,10075.0
026283d53ea24dca20f1d7293d6af076,NICHOLAS AVENUE,SI0106,0,NYC Department of Small Business Services,SI28,Public,STATEN ISLAND,,49,10302.0
05e67d88e561898a172be3db842d6831,545 8 AVENUE,MN0401,0,Refrigeration Institute Inc,MN13,Non-public,NEW YORK,545,3,10018.0
05f757e72e60095fe1dd972a920b5fb6,110-04 ATLANTIC AVENUE,QN0903,0,"BOYS & GIRLS CLUB OF METRO QUEENS, INC",QN54,,SOUTH RICHMOND HILL,110-04,29,11419.0
0416049f06da827cf121300a660b991a,33-34 80 STREET,QN0301,0,"QUEENS COMMUNITY HOUSE, INC.",QN28,,JACKSON HEIGHTS,33-34,25,11372.0
04c67b3bc6e539031ef36be21b9b9469,245-37 60 AVENUE,QN1103,0,"Qsac,Inc.",QN45,Non-public,LITTLE NECK,245-37,23,11362.0
01ce9343091bf177e6498fe34670491b,13202 SPRINGFIELD BOULEVARD,QN1205,0,NYC Department of Environmental Protection,QN08,Public,SPRINGFIELD GARDENS,13202,27,11413.0
0552e3f4b59317fd015dcbe475e16c61,1523 AVENUE M,BK1403,0,COUNCIL OF JEWISH ORGANIZATIONS OF FLATBUSH INC,BK43,,BROOKLYN,1523,44,11230.0
05efc194564736ccc65f5b20ae14778c,,MN0203,0,Department of Sanitation,MN23,,NEW YORK,,3,10014.0
03d7e986661660cb62373919f451f4c0,1855 STILLWELL AVENUE,BK1103,1031,NYC Department of Education,BK29,Public,BROOKLYN,1855,43,11223.0
02e715f8bcce56bc4c47ed6b5f69d26a,12 METRO TECH CENTER,BK0202,0,Heartshare Human Services Of New York,BK38,Non-public,BROOKLYN,12,33,11201.0
037032d915916105b9f51706b5fbd46b,1181 NELSON AVENUE,BX0402,0,"Highbridge Advisory Council Family Services, Inc.",BX26,Non-public,BRONX,1181,16,10452.0
00f78c41aab99 1b0da3c186e999a5675,151 EAST 65 STREET,MN0802,0,Saint Vincent Ferrer High School,MN40,Non-public,NEW YORK,151,4,10065.0
00b27a72956336661df81c9ba649b681,650 ACADEMY STREET,MN1203,0,EAST SIDE HOUSE INC,MN01,,NEW YORK,650,10,10034.0
0463030602cb5586b12ae312b3a5a94a,6518 FORT HAMILTON PARKWAY,BK1002,0,"Dialysis Clinic, Inc",BK34,Non-public,BROOKLYN,6518,38,11219.0
05f4c49f8555ceeed1e9b7941b335ef8,545 EIGHTH AVENUE,MN0401,0,ACMH Inc.,MN13,Non-public,NEW YORK,545,3,10018.0
03e024304890e7119e25e93ad230f99a,2441 CROTONA AVE,BX0603,0,A/J Parking Ii Inc,BX06,Non-public,BRONX,,15,10458.0
01aba719ddcb30384f3d3742e60a34a5,415 OCEAN PARKWAY,BK1203,0,Rabbit Hole Ensemble,BK41,Non-public,BROOKLYN,415,39,11218.0
01afd7d78fd3dd5625a3cb1a7f76cc0c,599 RALPH AVENUE,BK1601,0,"Damian Family Care Centers, Inc.",BK79,Non-public,BROOKLYN,599,41,11233.0
0409c82d2ffe4bd431783eee066da854,2800 VICTORY BOULEVARD,SI0204,0,"THE COLLEGE OF STATEN ISLAND ASSOCIATION, INC. THE CHILDREN'S CENTER",SI05,Non-public,STATEN ISLAND,2800,50,10314.0
01f19ef1bfd141e14ef6d9c19085cd4f,40 IRVING PLACE,MN0602,429,NYC Department of Education,MN21,Public,NEW YORK,40,2,10003.0
0438043e055a79a69d8e69cbe08d02ee,164-04 GOETHALS AVENUE,QN0802,0,"KIDS CIRCLE DAYCARE, INC.",QN38,Non-public,JAMAICA,164-04,24,11432.0
0623b9c77747edd4de745fe58b50713c,1110 BOSTON ROAD,BX0301,0,Helen Keller International,BX35,,BRONX,1110,17,10456.0
006b81af0ffbbfa6302707b44606a9a3,,MN0203,0,NYC Department of Transportation,MN23,Public,NEW YORK,,3,10014.0
00f410bd5d50ae52142ab26053111803,,MN0901,0,,MN09,,NEW YORK,,7,10025.0
041bee17444fa59b2d151ec4ff9d85aa,1919 BROOKHAVEN AVE,QN1401,0,"Laz Parking New York/New Jersey, Llc",QN15,Non-public,FAR ROCKAWAY,,31,11691.0
00ee1506cf9cfe3496895cc87d1d7123,930 WILLOWBROOK ROAD,SI0204,0,Lifestyles For The Disabled,SI05,Non-public,STATEN ISLAND,930,50,10314.0
00aefe2e98c68053ba6a160ce04956f1,80-45 WINCHESTER BOULEVARD,QN1302,0,Creedmoor Psychiatric Center,QN43,Non-public,QUEENS VILLAGE,80-45,23,11427.0
00f3b67efb3ecbb2ac9d82210100a79e,475 FOUNTAIN AVENUE,BK0505,0,NYC Housing Authority,BK82,Public,BROOKLYN,475,42,11208.0
0167beb49e517200d1abe5d52640c2ff,6107 20 AVENUE,BK1204,0,LITTLE BRILLIANT MINDS INC,BK88,Non-public,BROOKLYN,6107,43,11204.0
0196da89c7f3ed1918827302002a01,1310 OAK POINT AVENUE,BX0201,51,Logan Bus Company Inc.,BX27,Non-public,BRONX,1310,17,10474.0
04f7356affedb38aad53ea197bd19a2e,343 WARREN STREET,BK0202,0,SUNSET PARK HEALTH COUNCIL INC,BK38,,BROOKLYN,343,39,11201.0
00322001ff3528c6302ef83bcf3f87d1,3162 BRIGHTON 4 STREET,BK1303,0,NYC Department of Transportation,BK19,Public,BROOKLYN,3162,48,11235.0
039a25b22d2312c0c9bc07c026dc469d,9719 FLATLANDS AVENUE,BK1803,0,Holy Family School,BK50,Non-public,BROOKLYN,9719,46,11236.0
02a2d23997cefb66cdf0908d8168578b,2383 BLACKROCK AVENUE,BX1001,0,NYC Department of Sanitation,BX59,Public,BRONX,2383,18,10462.0
036f3a47fc351a88860470fca57fb40b,657 CASTLETON AVENUE,SI0104,0,Richmond Medical Center,SI35,Non-public,STATEN ISLAND,657,49,10301.0
05250efad215eb2237a81f19162b0bc6,41 BROAD STREET,MN0101,0,Leman Manhattan Preparatory School Llc,MN25,Non-public,NEW YORK,41,1,10004.0
01d82f4bd8f6da670d349696c1e36521,38 WESTERVELT AVENUE,SI0101,0,"Harbor Lights Theater Company, Inc.",SI22,Non-public,STATEN ISLAND,38,49,10301.0
01c88dc5da6adce0fe522953c97f1db6,500 8 AVE,MN0502,0,Staples,MN17,,NEW YORK,,3,10018.0
03e365d4d37361394ee0120868345524,294 10 AVENUE,MN0401,0,NYC Department of Parks and Recreation,MN13,Public,NEW YORK,294,3,10001.0
008143f8be43ca1a9292edc46b5b2864,125 BROAD STREET,MN0101,0,Bright Horizons Children'S Centers Llc,MN25,Non-public,NEW YORK,125,1,10004.0
03a8100101ce70fdceb7f192759b4d04,992 GATES AVENUE,BK0302,0,Adaptive Solutions Multi Services (Slp Pt Ot Psych) Pllc,BK35,Non-public,BROOKLYN,992,41,11221.0
02266e18c567d815fa099ccf9bbb7702,790 EAST NEW YORK AVENUE,BK0902,0,PLAY STUDY WIN INC.,BK60,,BROOKLYN,790,41,11203.0
028113bc8f826ec777bdf9ebdc65c44a,,,0,I Cantori di New York,,Non-public,NEW YORK,,0,10185.0
03b1a9a989c7896e554cc962c4096230,148 SNEDIKER AVENUE,BK0502,27,Empire State Bus Corp.,BK85,Non-public,BROOKLYN,148,37,11207.0
063c53c447d29f0c7627502b83dd5662,34 WEST 134 STREET,MN1002,0,"Catholic Charities Community Services, Archdiocese of NY",MN03,,NEW YORK,34,9,10037.0
050e9cb526cc81fd3338b9fb2b29e96a,%160 EAST 34 STREET,MN0603,0,NYU Langone Hospitals,MN20,Non-public,NEW YORK,160,4,10016.0
056f2f62be72106805746d735f0339ea,660 WEST 236 STREET,BX0803,736,NYC Department of Education,BX22,Public,BRONX,660,11,10463.0
02e4b361eb2e86dc57cba4c9b671df63,81 MERCER ST,MN0201,0,Park Soho Llc,MN24,Non-public,NEW YORK,,1,10012.0
03157f69910b8dd9a8586d3119abeb4d,314-16 WEST 54 STREET,MN0402,0,NYC Office of Court Administration,MN15,Public,NEW YORK,314-16,3,10019.0
0168b9a2e9ef2cff0cb45b357b83ec0a,767 HICKS STREET,BK0601,0,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,BK33,,BROOKLYN,767,38,11231.0
05b9d910532c7a3543a5eb90e52dd8c4,232 EAST 47 STREET,MN0604,0,Ymca Of Greater New York,MN19,Non-public,NEW YORK,232,4,10017.0
008cb8bba300983078affc0012a751d9,,BK1402,0,,BK42,,BROOKLYN,,40,11226.0
01505f1cbb876a030eb00a8c5ce68841,333 EAST 135 STREET,BX0101,0,South Bronx Overall Economic Development Corporation,BX39,,BRONX,333,8,10454.0
04a37b3ff08767a2799d1c2936cb387e,4200 16 AVENUE,BK1202,0,NIA COMMUNITY SERVICES NETWORK INC,BK88,,BROOKLYN,4200,44,11204.0
02fff532389e88396b33755f42374ccd,1880 BROADWAY,MN0701,0,15 Cpw Garage Llc,MN14,Non-public,NEW YORK,,6,10023.0
055a3b8bac2e76b3d7f3d601e9d56246,300 VAN SINDEREN AVENUE,BK1602,0,Metropolitan Transportation Authority,BK81,Public,BROOKLYN,300,37,11207.0
0418a4a08f04a00c61f9ac0e1d028744,,QN0704,0,NYC Department of Parks and Recreation,QN51,Public,FLUSHING,,19,11358.0
0005cf2135820de8d20395875ca0e506,15 WEST 16 STREET,MN0501,0,Center for Jewish History,MN13,Non-public,NEW YORK,15,3,10011.0
008ffbbbf0e8ae6bd4c75cdf9cd2737c,,QN1306,107,"Lorinda Enterprises, Ltd.",QN03,Non-public,JAMAICA,,31,11434.0
060b89fffaac696cc17eead3579779a9,56 ESSEX STREET,MN0302,0,GRAND STREET SETTLEMENT INC,MN27,,NEW YORK,56,1,10002.0
05395b0815b2851846d46fcade6dc994,500 EAST 85 STREET,MN0803,0,East 85th Realty Llc,MN32,Non-public,NEW YORK,,5,10028.0
00f3ff72a56df18198010578ad6c0ec5,"SEAMAN AVE BETWEEN ISHAM, W 207 ST",MN1292,0,Emerson Playground,MN99,Non-public,NEW YORK,,10,10034.0
0174c65a17d39eaea5175c5e3140e617,,MN0701,0,Nyc Parks-Playground 70,MN14,Non-public,NEW YORK,,6,10023.0
034352917848438530326d52d845b083,1551 EAST 172 STREET,BX0901,0,NEW YORK EDGE INC,BX08,,BRONX,1551,17,10472.0
043ebd0b1d78b072bbe4847e8d78673b,155 VAN PELT AVENUE,SI0107,62,Vinny`S Bus Services (B2321),SI12,Non-public,STATEN ISLAND,155,49,10303.0
0065eb92cd5ec964ca8ab249a07fdcb0,185 WEST END AVENUE,MN0701,0,Ltg Parking Corp.,MN14,Non-public,NEW YORK,,6,10023.0
031fd0c74619b3f5563ccad553f04ce6,258 WEST 26 STREET,MN0401,0,"Bright Horizons Children'S Centers, Llc",MN13,Non-public,NEW YORK,258,3,10001.0
04dd35a2eb78546028524afb3a36fd15,73 LENOX AVENUE,MN1001,0,"Create, Inc.",MN11,,NEW YORK,73,9,10026.0
057866c313a9d5c980c21d6f6fb47577,171-39 NORTHERN BOULEVARD,QN0704,0,Living Faith Com Church Vbs,QN51,Non-public,FLUSHING,171-39,19,11358.0
069e1655bef15ae2c640fbf4f9c55675,323 ROEBLING STREET,BK0102,0,EL PUENTE DE WILLIAMSBURG INC,BK73,,BROOKLYN,323,34,11211.0
017188df5c6521ff68bfd1b06fe5e4e0,1564 RALPH AVENUE,BK1801,0,"Wonder Years Daycare, Inc.",BK58,Non-public,BROOKLYN,1564,45,11236.0
0197bf1d6fb37589c4d9b4ee9c2c15c5,3141 EAST TREMONT AVENUE,BX1002,0,"Tender Years Childcare, Inc.",BX52,Non-public,BRONX,3141,13,10461.0
0298e55a0be8e54904a42f2ed1a61a8d,510 EAST 156 STREET,BX0102,0,Bronxchester,BX34,Non-public,BRONX,510,17,10455.0
0433c0cf90cb0bcf052bc2c4547b3c14,,MN0502,0,,MN17,,NEW YORK,,4,10036.0
01e1c64df186f5e45d8b869eb0127fb7,,BK0402,0,Department of Sanitation,BK78,,BROOKLYN,,37,11221.0
0626491e3cef12cc278629dfb5f41cce,828 EAST 149 STREET%,BX0101,0,"Shakespeare Operating, LLC",BX39,Non-public,BRONX,828,8,10455.0
0591d28624689dce2bbc399bfa4c3a8e,90-34 161 STREET,QN1201,0,Queens Computer Ctr Inc,QN61,Non-public,JAMAICA,90-34,27,11432.0
000a961c1a12906c487e65fc293ed609,1624 84 STREET,BK1102,0,Metropolitan Summer Camp,BK27,Non-public,BROOKLYN,1624,47,11214.0
00db7036c1f6ed36aa42a7a7b131cd44,440 SMITH STREET,BK0601,0,NYC Department of Parks and Recreation,BK33,Public,BROOKLYN,440,39,11231.0
03ede4bfde889a3449f086e96d8b7ebb,1395 LEXINGTON AVENUE,MN0802,0,THE YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION,MN40,,NEW YORK,1395,5,10128.0
056066f79f32ca9a2b1102a8579fa623,380 CHELSEA ROAD,SI0204,117,Ic Bus Inc.,SI05,Non-public,STATEN ISLAND,380,50,10314.0
047be8053e68ab0e5aacedc2e29576b5,300 FLATBUSH AVENUE,BK0801,0,"Brooklyn Center for Psychotherapy, Inc",BK64,,BROOKLYN,300,39,11217.0
03f681c86d7c6d935bbb0800a0124d59,900 SHERIDAN AVENUE,BX0401,0,NYC Police Department,BX14,Public,BRONX,900,16,10451.0
050a2983707f00c32b7d7b252b51f56d,114 TAYLOR STREET,BK0103,0,Independence Community Center,BK72,Non-public,BROOKLYN,114,34,11249.0
03cda062b0a0ce30aa19c15a530f563b%,441 LEXINGTON AVENUE,MN0604,0,"Women's Expressive Theater, Inc.",MN19,Non-public,NEW YORK,441,4,10017.0
0416b4e483c1a50c1366d180fd179200,89-07 JAMAICA AVENUE,QN0905,0,"Woodhaven District Management Association, Inc.",QN53,,WOODHAVEN,89-07,32,11421.0
00b49cdf17ca8adf471f917072946f5f,109-45 207 STREET,QN1303,0,CHARLES R. DREW EARLY LEARNING CENTER 1-QUEENS VILLAGE,QN34,Non-public,QUEENS VILLAGE,109-45,27,11429.0
029c6797b2f107d905b116a210c82435,173 CONOVER STREET,BK0601,245,NYC Department of Education,BK33,Public,BROOKLYN,173,38,11231.0
04338c15d94b4d0ba50a9c3d53c6dceb,11 JEFFERSON AVENUE,BK0301,0,The Brooklyn Waldorf School,BK69,Non-public,BROOKLYN,11,36,11238.0
