objectid,boroughcod,bphys_id,within_bnd,the_geom,nonped,accessible,created_da
126,2,87344,,"{'type': 'LineString', 'coordinates': [[-73.90719434905405, 40.877457524559155], [-73.90670234780787, 40.87813347484323]]}",,,2007-11-29T00:00:00.000Z
677,2,79452,,"{'type': 'LineString', 'coordinates': [[-73.86155834925299, 40.83333022066072], [-73.86142309005672, 40.83344741071394]]}",,,2007-11-29T00:00:00.000Z
150,4,93342,,"{'type': 'LineString', 'coordinates': [[-73.83054572543847, 40.770223683161234], [-73.83018601514696, 40.76933154571156]]}",,,2007-11-29T00:00:00.000Z
952,4,93015,,"{'type': 'LineString', 'coordinates': [[-73.85254263812047, 40.65908857645683], [-73.85212731883901, 40.65741545749808]]}",,,2007-11-29T00:00:00.000Z
512,2,40549,,"{'type': 'LineString', 'coordinates': [[-73.86699174769292, 40.8221349838722], [-73.86705310296887, 40.82221841394603], [-73.86711696426136, 40.822305249797466], [-73.86718113421196, 40.822544126608335], [-73.86720766028094, 40.82264286991622], [-73.86713631933844, 40.82273389103265]]}",,,2009-06-16T00:00:00.000Z
602,4,14528,,"{'type': 'LineString', 'coordinates': [[-73.80525401517166, 40.58647496456223], [-73.80619297820256, 40.58640702298205]]}",,,2007-11-29T00:00:00.000Z
838,5,109770,,"{'type': 'LineString', 'coordinates': [[-74.0842368870366, 40.60257666146675], [-74.08413463518693, 40.60242201748011]]}",,,2007-11-29T00:00:00.000Z
955,2,41088,,"{'type': 'LineString', 'coordinates': [[-73.8752592859013, 40.83670942677893], [-73.87434105261242, 40.83680763772871]]}",V,,2007-11-29T00:00:00.000Z
722,4,28247,,"{'type': 'LineString', 'coordinates': [[-73.80404836462105, 40.706254711904684], [-73.80357251646406, 40.70523323130144]]}",,,2007-11-29T00:00:00.000Z
558,4,89839,,"{'type': 'LineString', 'coordinates': [[-73.82404597204471, 40.76339737478499], [-73.8230251334364, 40.76366634120944]]}",,,2007-11-29T00:00:00.000Z
258,1,99434,,"{'type': 'LineString', 'coordinates': [[-73.98774299108645, 40.77784638753172], [-73.98791205619547, 40.77791472627553], [-73.9886129394126, 40.77816540361926]]}",,,2007-11-29T00:00:00.000Z
1055,2,41578,,"{'type': 'LineString', 'coordinates': [[-73.83920245583046, 40.829631687739855], [-73.8389529132915, 40.82975486073028], [-73.83869111977508, 40.829864760515974], [-73.83841892713657, 40.82996038144749], [-73.83813841303277, 40.83004093364283], [-73.8378517593456, 40.83010586191842], [-73.83756123122217, 40.830154845427316]]}",,,2007-11-29T00:00:00.000Z
19,3,69869,,"{'type': 'LineString', 'coordinates': [[-73.94724443883226, 40.71132447140541], [-73.9455962474616, 40.71148150066284]]}",,,2007-11-29T00:00:00.000Z
332,1,73146,,"{'type': 'LineString', 'coordinates': [[-73.93298300836739, 40.85811311885341], [-73.93228380100051, 40.8594477962406], [-73.9322774988814, 40.859455130728634], [-73.93227075173007, 40.85946223226529], [-73.93226357302116, 40.85946908594888], [-73.93225597887694, 40.85947567704674], [-73.93224798674377, 40.859481990659475], [-73.93223961318476, 40.85948801255721], [-73.93223087762993, 40.85949373001956], [-73.9322217981856, 40.85949913015777], [-73.9322123951629, 40.859504201759655], [-73.93220269019821, 40.85950893227361], [-73.93219270315886, 40.859513313], [-73.93218245744426, 40.85951733356608], [-73.93217197424595, 40.859520984937994], [-73.93216127674039, 40.85952425908819], [-73.93215038942682, 40.85952714899504], [-73.93213933547948, 40.85952964880881], [-73.93212813939735, 40.85953175184293], [-73.93211682545552, 40.859533454593674], [-73.93210541991579, 40.85953475272081], [-73.93209394594913, 40.85953564355764], [-73.9320824291534, 40.85953612477382], [-73.93207089622774, 40.859536195882555], [-73.9320593710029, 40.85953585639527], [-73.93204787995569, 40.859535107500214], [-73.93203644735611, 40.859533950719396], [-73.93202509901849, 40.85953238774332], [-73.93201385943038, 40.85953042310952], [-73.93200275330081, 40.859528060518116], [-73.93199180533743, 40.859525305009434], [-73.93198103980504, 40.85952216313117], [-73.931313757083, 40.85932734907351]]}",,,2007-11-29T00:00:00.000Z
1082,4,77811,,"{'type': 'LineString', 'coordinates': [[-73.92451466316828, 40.732250806666315], [-73.92321961470834, 40.731968469765874]]}",,,2007-11-29T00:00:00.000Z
481,2,40287,,"{'type': 'LineString', 'coordinates': [[-73.85033915097387, 40.90348224259881], [-73.84985704343154, 40.90408688637434]]}",,,2007-11-29T00:00:00.000Z
561,1,3171,,"{'type': 'LineString', 'coordinates': [[-73.95079732564997, 40.82826997953308], [-73.9503404617158, 40.82890148100735]]}",,,2007-11-29T00:00:00.000Z
386,4,6436,,"{'type': 'LineString', 'coordinates': [[-73.80792714625805, 40.701765533417756], [-73.80698842476906, 40.70176997851705]]}",,,2007-11-29T00:00:00.000Z
358,2,40376,,"{'type': 'LineString', 'coordinates': [[-73.8713902118758, 40.8520082269783], [-73.87142365603998, 40.85219126967987], [-73.87156994821163, 40.852991909070845], [-73.87159339311613, 40.853096941601365], [-73.87163185853895, 40.853278505536835], [-73.8716601346243, 40.85341195373862], [-73.87171332843614, 40.853622144859614], [-73.87177386589966, 40.85386135398955]]}",V,,2007-11-29T00:00:00.000Z
424,4,31860,,"{'type': 'LineString', 'coordinates': [[-73.88262876017411, 40.718270526717234], [-73.88225516569315, 40.71844345710505], [-73.88182969893343, 40.7186403954514]]}",,,2007-11-29T00:00:00.000Z
197,4,90456,,"{'type': 'LineString', 'coordinates': [[-73.7774173211315, 40.75736153270344], [-73.77679452133168, 40.756066910109695]]}",V,,2007-11-29T00:00:00.000Z
946,1,139303,,"{'type': 'LineString', 'coordinates': [[-73.95222831905515, 40.81231588432429], [-73.9518230384008, 40.81286791923582]]}",,,2007-11-29T00:00:00.000Z
151,4,173119,,"{'type': 'LineString', 'coordinates': [[-73.79693303426951, 40.59041584501719], [-73.79691410866359, 40.59047499295857], [-73.79689308013825, 40.590547363652476]]}",,,2009-06-16T00:00:00.000Z
33,3,38489,,"{'type': 'LineString', 'coordinates': [[-73.92939161396028, 40.65193918341905], [-73.92847568974285, 40.65217589463101]]}",,,2007-11-29T00:00:00.000Z
233,3,48599,,"{'type': 'LineString', 'coordinates': [[-73.91995343737733, 40.66954695642531], [-73.91988522235327, 40.66957501393199], [-73.91903493762705, 40.669924728468665]]}",,,2007-11-29T00:00:00.000Z
285,5,55333,,"{'type': 'LineString', 'coordinates': [[-74.15031455009934, 40.55754297308196], [-74.15052035265043, 40.55798122412516]]}",,,2007-11-29T00:00:00.000Z
245,4,30255,,"{'type': 'LineString', 'coordinates': [[-73.72116289075139, 40.7520306615386], [-73.72115394203921, 40.75199591657459], [-73.72108929676658, 40.75174494045248], [-73.72099898552023, 40.75146142116311], [-73.72089216738772, 40.751180941607785], [-73.72076912278358, 40.750904339719895], [-73.720630240232, 40.750632409462334], [-73.7204759897879, 40.75036593443704]]}",,,2007-11-29T00:00:00.000Z
341,4,84158,,"{'type': 'LineString', 'coordinates': [[-73.83862028918888, 40.78322714273893], [-73.83771342583188, 40.78322252844966]]}",,,2007-11-29T00:00:00.000Z
141,2,51007,,"{'type': 'LineString', 'coordinates': [[-73.88905985316333, 40.86792900574053], [-73.88831380660174, 40.8685472553846]]}",,,2007-11-29T00:00:00.000Z
796,2,151244,,"{'type': 'LineString', 'coordinates': [[-73.86464561303757, 40.823421713366], [-73.8645352746866, 40.8234363510738], [-73.86416934674925, 40.82348489520231], [-73.86407591853526, 40.8234972894688], [-73.86350743242842, 40.82357325100185]]}",,,2009-06-16T00:00:00.000Z
505,4,8383,,"{'type': 'LineString', 'coordinates': [[-73.94329632028688, 40.758983924396304], [-73.94506692884744, 40.75732964514113]]}",,,2007-11-29T00:00:00.000Z
287,4,29768,,"{'type': 'LineString', 'coordinates': [[-73.78693844464263, 40.70263607971757], [-73.78680824971042, 40.70241033130432]]}",,,2007-11-29T00:00:00.000Z
648,4,23872,,"{'type': 'LineString', 'coordinates': [[-73.79058297961657, 40.78828361534367], [-73.79050985544012, 40.788223022954476], [-73.79046396071973, 40.78818799082941]]}",V,,2007-11-29T00:00:00.000Z
28,3,62840,,"{'type': 'LineString', 'coordinates': [[-73.97889623719598, 40.652463705583166], [-73.97823032294116, 40.65272112057301]]}",,,2007-11-29T00:00:00.000Z
187,4,96973,,"{'type': 'LineString', 'coordinates': [[-73.730359057592, 40.72219096196559], [-73.73032628968299, 40.722157296282376], [-73.7303013204473, 40.72209451698993]]}",,,2007-11-29T00:00:00.000Z
156,4,5244,,"{'type': 'LineString', 'coordinates': [[-73.82153982909837, 40.703728861603125], [-73.82147824945437, 40.70341560374969]]}",,,2007-11-29T00:00:00.000Z
107,5,100620,,"{'type': 'LineString', 'coordinates': [[-74.12624429781235, 40.61864317893592], [-74.12788624121399, 40.61851741619113]]}",,,2007-11-29T00:00:00.000Z
929,4,166989,,"{'type': 'LineString', 'coordinates': [[-73.85116172643345, 40.57459886127283], [-73.85119064870749, 40.574648864664894]]}",,,2007-11-29T00:00:00.000Z
778,4,93216,,"{'type': 'LineString', 'coordinates': [[-73.86214812327374, 40.69215043986742], [-73.86196556543945, 40.691400632930545]]}",,,2007-11-29T00:00:00.000Z
64,4,7341,,"{'type': 'LineString', 'coordinates': [[-73.76466416073447, 40.75254138261259], [-73.76455988220224, 40.75256544697852]]}",,,2007-11-29T00:00:00.000Z
897,3,56705,,"{'type': 'LineString', 'coordinates': [[-73.99252082589025, 40.606675333122986], [-73.99310450457332, 40.60611547034507]]}",,,2007-11-29T00:00:00.000Z
169,2,64275,,"{'type': 'LineString', 'coordinates': [[-73.89003636467221, 40.80962914533553], [-73.88907582589594, 40.809776618718594]]}",,,2007-11-29T00:00:00.000Z
442,4,13414,,"{'type': 'LineString', 'coordinates': [[-73.84222516937592, 40.72364182813031], [-73.84188039819753, 40.722978507123116]]}",,,2007-11-29T00:00:00.000Z
355,2,36172,,"{'type': 'LineString', 'coordinates': [[-73.9058451653034, 40.84935976495952], [-73.90573121387365, 40.84926009505376]]}",,,2007-11-29T00:00:00.000Z
861,4,33478,,"{'type': 'LineString', 'coordinates': [[-73.72619956507384, 40.761500461544294], [-73.72527292722016, 40.7616252993523]]}",,,2007-11-29T00:00:00.000Z
262,3,45269,,"{'type': 'LineString', 'coordinates': [[-73.95536369189519, 40.62584406850106], [-73.95490800486373, 40.62345447769631]]}",,,2007-11-29T00:00:00.000Z
4,4,97055,,"{'type': 'LineString', 'coordinates': [[-73.86924838521583, 40.74057021200705], [-73.8689853137566, 40.739883806822014]]}",,,2007-11-29T00:00:00.000Z
374,3,38090,,"{'type': 'LineString', 'coordinates': [[-73.9620968121125, 40.628923435545175], [-73.96184657346174, 40.62757081710638]]}",,,2007-11-29T00:00:00.000Z
979,3,72166,,"{'type': 'LineString', 'coordinates': [[-73.90448104615466, 40.62953950507203], [-73.90403819315375, 40.62933742936615]]}",,,2007-11-29T00:00:00.000Z
401,4,9760,,"{'type': 'LineString', 'coordinates': [[-73.84615961008711, 40.76002019779215], [-73.8460656836505, 40.76002039615261], [-73.84597016553127, 40.7600076793951], [-73.84587769712134, 40.75998172001306], [-73.84579293160346, 40.75994347042985], [-73.84571976035072, 40.759895087411735], [-73.84566078162736, 40.75983950097547], [-73.84548986251465, 40.759728671616735]]}",V,,2007-11-29T00:00:00.000Z
42,1,148650,,"{'type': 'LineString', 'coordinates': [[-73.95925070110951, 40.79649876201151], [-73.95922638200696, 40.79649552336301], [-73.95920197514204, 40.79649269310411], [-73.95917749175496, 40.79649027408673], [-73.95915294441042, 40.796488266147676], [-73.95912834390849, 40.79648667096603], [-73.95910370369549, 40.796485488546516], [-73.95907903501237, 40.79648472056836], [-73.95905434998312, 40.79648436653325], [-73.95902966051041, 40.79648442745058], [-73.95900497871855, 40.79648490231951], [-73.95898031695138, 40.796485791647], [-73.95895568733333, 40.79648709426471], [-73.95893110154712, 40.79648881034437], [-73.95890657127633, 40.796490938717454], [-73.95888210908633, 40.796493478048305], [-73.95885772644, 40.796496427670974], [-73.9588334356826, 40.796499785747116], [-73.95880924805718, 40.79650355060556], [-73.95878517656993, 40.796507721078385], [-73.95876123114222, 40.796512293986176], [-73.95873742500102, 40.79651726765855], [-73.9587137693897, 40.79652263992177], [-73.95869027555166, 40.79652840860212], [-73.95866695539294, 40.796534569348346], [-73.95864381927487, 40.796541120489024], [-73.9586208799851, 40.79654805800824], [-73.95859814722422, 40.796555379396715], [-73.95857563289843, 40.79656308013569], [-73.9585533480314, 40.79657115704628], [-73.9585313036473, 40.796579606111955], [-73.95850951032962, 40.79658842314857], [-73.95848797755947, 40.796597604139095], [-73.95846671746415, 40.79660714372721], [-73.9584457404065, 40.796617038063744], [-73.95842909659093, 40.79662683411444], [-73.95841279667239, 40.79663695796562], [-73.95839685035467, 40.796647402417285], [-73.95838126910529, 40.79665815993518], [-73.95836606350908, 40.79666922449231], [-73.95835124481404, 40.7966805872141], [-73.95833682272392, 40.796692241068165], [-73.95832280606149, 40.79670417784908], [-73.95830920629493, 40.79671638918494], [-73.95829603092439, 40.79672886686985], [-73.95828329031579, 40.79674160269898], [-73.9582709930725, 40.79675458695917], [-73.95825914625344, 40.79676781211448], [-73.95824775956477, 40.79678126761446], [-73.95823684006567, 40.79679494558816], [-73.9582263956987, 40.79680883565208], [-73.95821643308284, 40.79682292892986], [-73.9582069592785, 40.796837215707775], [-73.95819798090542, 40.79685168593682], [-73.95818950370146, 40.7968663299028], [-73.9581815342868, 40.79688113688656], [-73.95817407685568, 40.79689609801095], [-73.95816713780835, 40.79691120188666], [-73.95816443565681, 40.79692486256471], [-73.95816226649579, 40.79693857821676], [-73.95816063187645, 40.79695233644661], [-73.95815953401123, 40.7969661250257], [-73.95815897202596, 40.79697993239456], [-73.95815894813285, 40.796993746659716], [-73.95815946167905, 40.79700755492149], [-73.95816051267161, 40.79702134645831], [-73.9581620995764, 40.79703510753254], [-73.95816422129819, 40.797048827589684], [-73.95816687586166, 40.79706249339455], [-73.95817006084941, 40.79707609355451], [-73.9581737738442, 40.79708961650944], [-73.95817801198814, 40.79710305019644], [-73.95818277043942, 40.797116382551906], [-73.95818804611939, 40.79712960201544], [-73.95819383330381, 40.797142697528244], [-73.95820012759191, 40.797155656691814], [-73.95820692325887, 40.79716846928494], [-73.95821421458089, 40.79718112341123], [-73.95822199583391, 40.797193607676796]]}",D,,2007-11-29T00:00:00.000Z
868,4,104074,,"{'type': 'LineString', 'coordinates': [[-73.91581379958336, 40.56140375113572], [-73.91613771399467, 40.56136321620027], [-73.91665933065268, 40.56129118948922]]}",,,2007-11-29T00:00:00.000Z
1078,4,10470,,"{'type': 'LineString', 'coordinates': [[-73.77015496924724, 40.73171500026192], [-73.77007021123333, 40.73172850109773], [-73.76999327899232, 40.73173834279559]]}",,,2007-11-29T00:00:00.000Z
60,3,56761,,"{'type': 'LineString', 'coordinates': [[-73.97336342996154, 40.574773665923175], [-73.97352840324062, 40.57480402472534]]}",,,2007-11-29T00:00:00.000Z
32,5,49195,,"{'type': 'LineString', 'coordinates': [[-74.18942952308555, 40.59243117373994], [-74.1901016492595, 40.592026664590556]]}",,,2007-11-29T00:00:00.000Z
465,4,9976,,"{'type': 'LineString', 'coordinates': [[-73.89955938193813, 40.75623909695635], [-73.89948010750572, 40.75624657921323]]}",,,2007-11-29T00:00:00.000Z
911,3,69714,,"{'type': 'LineString', 'coordinates': [[-73.92865045595231, 40.67974884293214], [-73.92880735523586, 40.67956664918111]]}",,,2007-11-29T00:00:00.000Z
886,2,35763,,"{'type': 'LineString', 'coordinates': [[-73.88489171522755, 40.87860601570377], [-73.88437261073882, 40.87945678227064]]}",,,2007-11-29T00:00:00.000Z
1057,4,19079,,"{'type': 'LineString', 'coordinates': [[-73.83870932140671, 40.739161511247474], [-73.83864601445097, 40.73913323671232], [-73.8385764495105, 40.73911308494666], [-73.83850341710071, 40.73910206836281], [-73.83843004209349, 40.73910046172632]]}",D,,2007-11-29T00:00:00.000Z
1039,5,58029,,"{'type': 'LineString', 'coordinates': [[-74.16714372844613, 40.557250969639306], [-74.16740596924647, 40.55844208463864], [-74.16762299320041, 40.559368239571384]]}",,,2007-11-29T00:00:00.000Z
410,1,4129,,"{'type': 'LineString', 'coordinates': [[-73.97542165365421, 40.74788171416601], [-73.97404406607971, 40.747295227514975]]}",,,2007-11-29T00:00:00.000Z
792,1,140789,,"{'type': 'LineString', 'coordinates': [[-73.96337436770814, 40.760793282673724], [-73.96341571328064, 40.76087015399267], [-73.96384170123133, 40.76106822463141], [-73.96388310434611, 40.76123328609312]]}",V,,2012-01-12T00:00:00.000Z
504,1,2875,,"{'type': 'LineString', 'coordinates': [[-73.96121351209844, 40.81188015715441], [-73.96076765977566, 40.81250554539562], [-73.96028723472503, 40.813154687654865], [-73.95979225990001, 40.813823474400884]]}",,,2009-06-16T00:00:00.000Z
587,3,89501,,"{'type': 'LineString', 'coordinates': [[-73.90166724116644, 40.617955213233444], [-73.90092676993231, 40.61843418565257]]}",,,2007-11-29T00:00:00.000Z
1023,2,59969,,"{'type': 'LineString', 'coordinates': [[-73.83358428739513, 40.84545138854981], [-73.83268465485205, 40.845384080566966]]}",,,2007-11-29T00:00:00.000Z
1001,4,14770,,"{'type': 'LineString', 'coordinates': [[-73.84843462672104, 40.58027912907672], [-73.84928917083916, 40.579992832917796]]}",,,2007-11-29T00:00:00.000Z
427,3,105249,,"{'type': 'LineString', 'coordinates': [[-74.02878765258042, 40.60738258183089], [-74.02846265641435, 40.60836448096987]]}",,,2007-11-29T00:00:00.000Z
668,2,64302,,"{'type': 'LineString', 'coordinates': [[-73.89727395092812, 40.88237021220208], [-73.89663946975266, 40.88276495079533]]}",,,2007-11-29T00:00:00.000Z
1079,3,88217,,"{'type': 'LineString', 'coordinates': [[-73.96014773493893, 40.62891518491462], [-73.95995565121896, 40.62777867153557]]}",,,2007-11-29T00:00:00.000Z
555,1,3608,,"{'type': 'LineString', 'coordinates': [[-73.97639149162764, 40.78826674652443], [-73.97650149438353, 40.78831267676026], [-73.97660504197734, 40.788354480943866]]}",,,2007-11-29T00:00:00.000Z
892,1,16583,,"{'type': 'LineString', 'coordinates': [[-73.99694730386304, 40.712071686830896], [-73.99436069376189, 40.712308342323404]]}",,,2007-11-29T00:00:00.000Z
1049,2,64173,,"{'type': 'LineString', 'coordinates': [[-73.89326268185815, 40.817841259937865], [-73.89332276602464, 40.817877875750106]]}",,,2007-11-29T00:00:00.000Z
551,3,46752,,"{'type': 'LineString', 'coordinates': [[-73.95860899224304, 40.66889957164973], [-73.95590682860535, 40.66835976243159]]}",,,2007-11-29T00:00:00.000Z
146,4,30592,,"{'type': 'LineString', 'coordinates': [[-73.85656809796473, 40.687986251586125], [-73.85572130979249, 40.686277331134896]]}",,,2007-11-29T00:00:00.000Z
81,2,165637,,"{'type': 'LineString', 'coordinates': [[-73.83109251779445, 40.867495299718236], [-73.83114729659579, 40.867564590775736], [-73.83140802556414, 40.86790846700378], [-73.83176613366516, 40.86869067089668]]}",,,2007-11-29T00:00:00.000Z
935,4,23113,,"{'type': 'LineString', 'coordinates': [[-73.9108052689728, 40.707908220079496], [-73.91006417602071, 40.70747194014624]]}",,,2007-11-29T00:00:00.000Z
984,4,79121,,"{'type': 'LineString', 'coordinates': [[-73.75861279942806, 40.748927408331056], [-73.75950085364809, 40.748439154718085], [-73.7601688974985, 40.74810445092313], [-73.76057627039316, 40.74785645148393]]}",V,,2007-11-29T00:00:00.000Z
450,3,56687,,"{'type': 'LineString', 'coordinates': [[-73.97891150685999, 40.61975526817127], [-73.97949485887025, 40.61919495313948]]}",,,2007-11-29T00:00:00.000Z
109,4,20791,,"{'type': 'LineString', 'coordinates': [[-73.7422251469631, 40.72636640782798], [-73.74149062989925, 40.7268123790125]]}",,,2007-11-29T00:00:00.000Z
1014,4,20517,,"{'type': 'LineString', 'coordinates': [[-73.787702891437, 40.698965733825126], [-73.7869686208929, 40.69835817754076]]}",,,2007-11-29T00:00:00.000Z
1011,5,86395,,"{'type': 'LineString', 'coordinates': [[-74.15172435251735, 40.59158911450092], [-74.15113159498289, 40.592207448476636]]}",,,2007-11-29T00:00:00.000Z
27,5,94124,,"{'type': 'LineString', 'coordinates': [[-74.09473051222048, 40.601953154478984], [-74.09570639748688, 40.602032132231464]]}",,,2007-11-29T00:00:00.000Z
734,3,37844,,"{'type': 'LineString', 'coordinates': [[-74.03386577352411, 40.61659397130632], [-74.03389978866599, 40.61651131124695]]}",,,2007-11-29T00:00:00.000Z
92,1,579,,"{'type': 'LineString', 'coordinates': [[-74.01118994205468, 40.7062787275183], [-74.01187330308358, 40.70655140641906]]}",,,2007-11-29T00:00:00.000Z
723,2,40435,,"{'type': 'LineString', 'coordinates': [[-73.86590034210904, 40.85071486126872], [-73.86489320337363, 40.851531653841086]]}",,,2007-11-29T00:00:00.000Z
881,1,937,,"{'type': 'LineString', 'coordinates': [[-74.00518616200306, 40.71983746650508], [-74.00437215011533, 40.71946672443147]]}",,,2007-11-29T00:00:00.000Z
785,3,61639,,"{'type': 'LineString', 'coordinates': [[-73.97302108071091, 40.59851878577736], [-73.97312284633645, 40.59779052143374]]}",,,2007-11-29T00:00:00.000Z
289,5,98920,,"{'type': 'LineString', 'coordinates': [[-74.11758739007672, 40.56278242118263], [-74.11754426407033, 40.56273982528907]]}",,,2007-11-29T00:00:00.000Z
235,3,53294,,"{'type': 'LineString', 'coordinates': [[-73.9949198276433, 40.62199392900023], [-73.9924661410864, 40.62050945725634]]}",,,2007-11-29T00:00:00.000Z
171,3,70544,,"{'type': 'LineString', 'coordinates': [[-73.91235007537252, 40.631569358710706], [-73.91153971645588, 40.6312044600529]]}",,,2007-11-29T00:00:00.000Z
953,4,158448,,"{'type': 'LineString', 'coordinates': [[-73.83022162429107, 40.66612910947215], [-73.83048475231749, 40.666243852794935], [-73.83049984757577, 40.66625156810247], [-73.83051465447834, 40.66625960095176], [-73.83052916137976, 40.66626794546235], [-73.83054335685799, 40.666276594413745], [-73.83055722992755, 40.66628554192645], [-73.83057077004851, 40.66629477994365], [-73.83058396689452, 40.66630430292188], [-73.83059680992903, 40.66631410146408], [-73.83060928816649, 40.66632416969076], [-73.83062139370952, 40.66633449854386], [-73.83063311579555, 40.66634508097148], [-73.83079728230999, 40.66651086592268], [-73.83081060940408, 40.66651798905647], [-73.83082423281931, 40.66652477924325], [-73.83083813827194, 40.66653122976083], [-73.83085231148036, 40.66653733304926], [-73.83086673705901, 40.66654308305489], [-73.83088140006323, 40.66654847338951], [-73.83089628554494, 40.66655349900527], [-73.83091137635847, 40.666558153845855], [-73.8309266586528, 40.66656243403765], [-73.83094211418089, 40.666566334025354], [-73.83095772843123, 40.666569850101936], [-73.83097348447048, 40.666572979226956], [-73.83098936470991, 40.6665757165162], [-73.8310053539724, 40.66657806043957], [-73.83102143378413, 40.66658000812189], [-73.8310375887479, 40.666581558032746], [-73.83105380170865, 40.66658270780157], [-73.83107005396825, 40.66658345622811], [-73.83108633012824, 40.66658380228462], [-73.83110261258588, 40.666583746615345]]}",,,2013-06-19T00:00:00.000Z
940,4,18421,,"{'type': 'LineString', 'coordinates': [[-73.78907807808646, 40.73114050756145], [-73.78820854163682, 40.73136261677007]]}",,,2007-11-29T00:00:00.000Z
102,3,47583,,"{'type': 'LineString', 'coordinates': [[-73.89984847616728, 40.67922231535713], [-73.89886906788819, 40.67873726115069]]}",,,2007-11-29T00:00:00.000Z
679,2,170194,,"{'type': 'LineString', 'coordinates': [[-73.86111376167025, 40.82163188920755], [-73.86047260445578, 40.82171871120309], [-73.86019854227709, 40.82175579031624]]}",,,2007-11-29T00:00:00.000Z
775,4,22836,,"{'type': 'LineString', 'coordinates': [[-73.90917341761954, 40.703688145292354], [-73.90843232629858, 40.70324948623663]]}",,,2007-11-29T00:00:00.000Z
