physicalid,objectid,l_zip,r_high_hn,status,segmentlen,rsubsect,modified_d,collection,created_by,from_level,r_zip,sandist_in,rw_type
88272,835,10301.0,50,2,251.98325019,3E,2016-01-12T00:00:00.000Z,,DCP,13,10301.0,,1
96954,298,11433.0,173-050,2,422.66772158,3D,2015-11-07T00:00:00.000Z,,DCP,13,11433.0,,1
50505,646,10457.0,,2,251.24653402,2A,2015-12-22T00:00:00.000Z,,DCP,13,10457.0,,1
29105,121,11421.0,86-098,2,274.56333487,2D,2015-11-03T00:00:00.000Z,F,DCP,13,11421.0,,1
23706,61,11357.0,163-020,2,223.83353633,8E,2015-12-07T00:00:00.000Z,,DCP,13,11357.0,,1
19016,509,11357.0,,2,222.45842407,,2015-12-07T00:00:00.000Z,,DCP,9,11357.0,,9
32584,870,11004.0,,2,18.8965358,1D,2016-02-05T00:00:00.000Z,,DCP,13,11004.0,,1
147353,976,11373.0,,2,78.4267676,,2015-11-07T00:00:00.000Z,,A_Balder,13,11373.0,,3
49551,999,10314.0,,2,264.95797508,4D,2016-01-12T00:00:00.000Z,,DCP,13,10314.0,,1
47298,306,11226.0,,2,126.43542336,1B,2016-02-05T00:00:00.000Z,,DCP,13,11226.0,,1
55532,59,10312.0,238,2,45.36031173,7C,2016-01-12T00:00:00.000Z,,DCP,13,10312.0,,1
45675,82,11235.0,1598,2,249.10520096,3D,2016-02-05T00:00:00.000Z,,DCP,13,11235.0,,1
32259,49,11433.0,106-098,2,505.8562145,3C,2015-11-07T00:00:00.000Z,,DCP,13,11433.0,,1
100819,814,10301.0,157,2,125.52709778,2D,2016-01-12T00:00:00.000Z,,DCP,13,10301.0,,1
17329,375,11417.0,76-098,2,67.34815201,1D,2016-02-05T00:00:00.000Z,,DCP,13,11417.0,2.0,1
96892,798,10004.0,4,2,169.41488901,1B,2015-08-10T00:00:00.000Z,,DCP,13,10004.0,,1
33813,313,11356.0,8-098,2,509.31862673,5C,2015-12-07T00:00:00.000Z,,DCP,13,11356.0,,1
88377,919,10465.0,198,2,559.84373519,3C,2015-12-22T00:00:00.000Z,,DCP,13,10465.0,,1
90748,430,10461.0,,2,277.36421377,3D,2015-12-22T00:00:00.000Z,,DCP,13,10461.0,,9
82536,316,11435.0,146-098,2,659.38036533,4C,2015-11-07T00:00:00.000Z,,DCP,13,11435.0,,1
55364,21,10303.0,93,2,319.03442504,4C,2016-01-12T00:00:00.000Z,,DCP,13,10303.0,,1
104875,893,10312.0,210,2,44.2396206,5C,2016-01-12T00:00:00.000Z,,DCP,13,10312.0,,1
14850,143,11694.0,0,2,250.41744901,1C,2015-09-23T00:00:00.000Z,,DCP,13,11694.0,,1
70400,390,11203.0,5198,2,134.74260838,5E,2016-02-05T00:00:00.000Z,,DCP,13,11203.0,,1
92496,451,11354.0,39-098,2,486.01479379,4E,2015-12-07T00:00:00.000Z,F,DCP,13,11354.0,,1
168590,865,11691.0,,2,40.85730088,2D,2016-02-05T00:00:00.000Z,,A_Mak,13,11691.0,,1
46399,1006,11207.0,0,2,275.50589731,4E,2016-02-05T00:00:00.000Z,,DCP,13,11207.0,,1
37785,6,11217.0,44,2,260.10911781,2K,2016-02-05T00:00:00.000Z,,DCP,13,11217.0,,1
25128,741,10025.0,235,2,454.37823023,5B,2015-12-22T00:00:00.000Z,,DCP,13,10025.0,,1
64416,343,10459.0,898,2,415.86899817,1B,2015-12-22T00:00:00.000Z,,DCP,13,10459.0,,1
91308,944,11214.0,248,2,682.91777138,5D,2016-02-05T00:00:00.000Z,,DCP,13,11214.0,,1
101132,176,10471.0,,2,99.96405125,3D,2016-06-17T00:00:00.000Z,,DCP,13,10471.0,,1
128559,980,10467.0,,2,195.45600881,3A,2015-12-22T00:00:00.000Z,,DCP,13,10467.0,,1
93110,70,11373.0,55-020,2,249.02238236,1D,2015-11-07T00:00:00.000Z,,DCP,13,11373.0,,1
41829,804,10459.0,1418,2,41.65335834,1A,2015-12-22T00:00:00.000Z,,DCP,17,10459.0,,1
21795,875,10022.0,298,2,708.1892314,3A,2015-12-07T00:00:00.000Z,,DCP,13,10022.0,,1
76814,900,11433.0,94-098,2,244.52857146,3C,2015-11-07T00:00:00.000Z,,DCP,13,11433.0,,1
57172,131,10305.0,248,2,465.65087529,1C,2016-01-12T00:00:00.000Z,,DCP,13,10305.0,,1
15118,742,11694.0,498,2,750.00129817,1D,2015-09-23T00:00:00.000Z,,DCP,13,11694.0,,1
82363,532,11104.0,42-098,2,615.35928095,2E,2015-12-07T00:00:00.000Z,F,DCP,13,11104.0,,1
85757,773,10312.0,52,2,252.03623529,4E,2016-01-12T00:00:00.000Z,,DCP,13,10312.0,,1
151723,905,11427.0,,2,40.78220055,5C,2015-11-07T00:00:00.000Z,,v_bogdan,13,11427.0,,1
115691,101,11233.0,496,2,820.05318682,3A,2016-02-05T00:00:00.000Z,,DCP,13,11233.0,,1
99208,376,10303.0,49,2,317.51600941,4C,2016-01-12T00:00:00.000Z,,DCP,13,10303.0,,1
35368,494,10452.0,1462,2,239.78403527,3A,2015-12-22T00:00:00.000Z,F,DCP,13,10452.0,,1
29017,251,11385.0,64-024,2,260.32658409,2D,2015-11-03T00:00:00.000Z,,DCP,13,11385.0,,1
38962,485,11230.0,0,2,881.60320758,6C,2016-02-05T00:00:00.000Z,,DCP,13,11230.0,,1
32941,98,11416.0,94-098,2,240.00683811,1E,2015-11-03T00:00:00.000Z,F,DCP,13,11416.0,,1
20561,464,11422.0,243-010,2,120.97858831,7C,2015-11-03T00:00:00.000Z,,DCP,13,11422.0,,1
27160,263,11357.0,10-098,2,259.7727114,8C,2015-12-07T00:00:00.000Z,,DCP,13,11357.0,,1
85952,1051,10460.0,902,2,181.21368749,2A,2015-12-22T00:00:00.000Z,,DCP,13,10460.0,,1
42775,701,11231.0,204,2,261.82401635,2C,2016-02-05T00:00:00.000Z,,DCP,13,11231.0,,1
83178,805,11363.0,253-098,2,673.40627419,4D,2015-12-07T00:00:00.000Z,,DCP,13,11363.0,,1
23393,547,10025.0,399,2,534.17183296,4B,2015-12-22T00:00:00.000Z,,DCP,13,10025.0,,1
93966,284,10301.0,198,2,249.98073265,2C,2016-01-12T00:00:00.000Z,F,DCP,13,10301.0,,1
17222,500,11433.0,172-098,2,345.63301184,3D,2015-11-07T00:00:00.000Z,,DCP,13,11433.0,,1
70294,84,11004.0,74-028,2,293.49420368,1C,2015-11-07T00:00:00.000Z,,DCP,13,11004.0,,1
8167,372,11414.0,,2,494.74528866,1E,2015-11-03T00:00:00.000Z,,DCP,13,11414.0,,1
4601,247,11435.0,143-024,2,251.03331257,2C,2015-11-07T00:00:00.000Z,,DCP,13,11435.0,,1
57930,397,11215.0,,2,19.67338517,5C,2016-02-05T00:00:00.000Z,,DCP,13,11215.0,,1
77429,227,11232.0,,2,32.35480156,2C,2016-02-05T00:00:00.000Z,,DCP,13,11232.0,,1
49537,535,10314.0,38,2,247.59957557,4D,2016-01-12T00:00:00.000Z,,DCP,13,10314.0,,1
62034,751,10306.0,393,2,388.07074178,1C,2016-01-12T00:00:00.000Z,F,DCP,13,10306.0,,1
86167,252,10309.0,929,2,740.94466701,6E,2016-01-12T00:00:00.000Z,F,DCP,13,10309.0,,1
47269,801,11223.0,298,2,271.29838386,5C,2016-02-05T00:00:00.000Z,,DCP,13,11223.0,,1
28396,308,11358.0,45-098,2,935.07645305,4D,2015-11-07T00:00:00.000Z,F,DCP,13,11358.0,,1
1232,599,10013.0,317,2,69.99407229,1B,2016-02-05T00:00:00.000Z,,DCP,13,10013.0,,1
75219,974,11207.0,216,2,469.91874264,1C,2016-02-05T00:00:00.000Z,,DCP,13,11207.0,,1
55270,274,10308.0,74,2,114.92559544,3C,2016-01-12T00:00:00.000Z,,DCP,13,10308.0,,1
119071,1026,11385.0,,2,0.0,,2015-11-03T00:00:00.000Z,,DCP,13,11385.0,,1
32009,8,11354.0,,2,102.82408233,3E,2015-12-07T00:00:00.000Z,,DCP,13,11354.0,,13
804,248,10011.0,,2,131.117184,3B,2015-12-07T00:00:00.000Z,,DCP,13,10011.0,,1
82593,255,11413.0,225-098,2,248.05778112,8D,2015-11-03T00:00:00.000Z,,DCP,13,11413.0,,1
135515,803,10035.0,50,2,253.76569674,,2015-12-22T00:00:00.000Z,,t_costa,13,10035.0,,1
67370,541,10469.0,,2,122.68621254,2E,2015-12-22T00:00:00.000Z,,DCP,13,10469.0,,1
11615,913,11101.0,,2,23.32401387,,2015-12-07T00:00:00.000Z,,DCP,13,11101.0,,1
39450,740,11211.0,,2,229.96691158,4B,2016-02-05T00:00:00.000Z,,DCP,13,11249.0,,1
101965,534,10314.0,28,2,116.24164912,4D,2016-01-12T00:00:00.000Z,,DCP,13,10314.0,,1
94053,842,11201.0,214,2,553.17804297,2D,2016-02-05T00:00:00.000Z,,DCP,13,11201.0,,1
38637,921,11223.0,0,2,371.7015845,1E,2016-02-05T00:00:00.000Z,,DCP,13,11223.0,,1
90561,411,11423.0,96-098,2,534.47010906,1E,2015-11-07T00:00:00.000Z,,DCP,13,11423.0,,1
104155,231,11697.0,302,2,98.83339984,1F,2015-09-23T00:00:00.000Z,,DCP,13,11697.0,,1
93474,80,11434.0,175-020,2,210.21936137,8E,2015-11-03T00:00:00.000Z,,DCP,13,11434.0,,1
27711,271,11377.0,36-098,2,504.65854492,1C,2015-12-07T00:00:00.000Z,,DCP,13,11377.0,,1
17175,154,11435.0,145-098,2,357.50333115,2C,2015-11-07T00:00:00.000Z,,DCP,13,11435.0,,1
12594,829,11372.0,0,2,260.76934112,2C,2015-11-07T00:00:00.000Z,,DCP,13,11372.0,,1
97102,664,11691.0,398,2,471.72917242,2E,2015-09-23T00:00:00.000Z,F,DCP,13,11691.0,,1
33652,456,11370.0,21-030,2,383.6555296,2E,2015-12-07T00:00:00.000Z,,DCP,13,11370.0,,1
18613,840,11364.0,,2,66.75112812,,2015-11-07T00:00:00.000Z,,DCP,17,11364.0,,9
65944,753,10031.0,599,2,318.43330971,2B,2015-12-22T00:00:00.000Z,,DCP,13,10031.0,,1
7856,819,11411.0,218-098,2,763.22417977,4E,2015-11-07T00:00:00.000Z,,DCP,13,11411.0,,1
26319,536,11412.0,117-098,2,388.63861459,6E,2015-11-07T00:00:00.000Z,F,DCP,13,11412.0,,1
20446,324,11433.0,0,2,91.35835357,3D,2015-11-07T00:00:00.000Z,,DCP,13,11433.0,,1
73159,433,11413.0,121-098,2,103.99348826,7E,2015-11-07T00:00:00.000Z,,DCP,13,11413.0,,1
10511,671,11426.0,,2,17.02180632,2C,2015-11-07T00:00:00.000Z,,DCP,13,11426.0,,1
97515,139,11413.0,143-098,2,239.96473265,8C,2015-11-03T00:00:00.000Z,,DCP,13,11413.0,,1
67249,649,10314.0,,2,402.79829003,4E,2016-01-12T00:00:00.000Z,,DCP,13,10314.0,,2
62274,97,10456.0,198,2,190.94229246,2B,2015-12-22T00:00:00.000Z,,DCP,13,10456.0,,1
18117,261,11429.0,206-098,2,111.20251748,4C,2015-11-07T00:00:00.000Z,,DCP,13,11429.0,,1
76936,106,10314.0,246,2,404.67178721,4E,2016-01-12T00:00:00.000Z,,DCP,13,10314.0,,1
101528,732,11360.0,31-098,2,144.45819271,2D,2015-12-07T00:00:00.000Z,F,DCP,13,11360.0,,1
33468,520,11004.0,80-098,2,714.9769855,1C,2015-11-07T00:00:00.000Z,,DCP,13,11004.0,,1
87499,862,10306.0,48,2,503.21152948,3E,2016-01-12T00:00:00.000Z,,DCP,13,10306.0,,1
105689,74,11692.0,77-020,2,229.8041487,2C,2015-09-23T00:00:00.000Z,,DCP,13,11692.0,,1
87856,246,10452.0,109,2,258.27046996,2A,2015-12-22T00:00:00.000Z,F,DCP,13,10452.0,,1
98976,340,11207.0,142,2,197.86137825,3A,2016-02-05T00:00:00.000Z,,DCP,13,11207.0,,1
69418,452,11228.0,1498,2,92.21931673,3C,2016-02-05T00:00:00.000Z,,DCP,13,11228.0,,1
40667,656,10472.0,,2,35.0604369,1A,2015-12-22T00:00:00.000Z,,CSCL,13,10472.0,,1
20099,623,11432.0,167-098,2,459.86846104,1D,2015-11-07T00:00:00.000Z,,DCP,13,11432.0,,1
63524,218,10451.0,,2,28.13873044,1A,2015-12-22T00:00:00.000Z,,DCP,13,10451.0,,1
27360,666,11411.0,114-098,2,780.48479545,4C,2015-11-07T00:00:00.000Z,,DCP,13,11411.0,,1
4223,302,10001.0,1280,2,270.2428756,1A,2015-12-07T00:00:00.000Z,,DCP,13,10001.0,,1
96023,678,11434.0,,2,99.87143957,6D,2015-11-07T00:00:00.000Z,,DCP,13,11434.0,,1
100539,531,10461.0,1560,2,484.86708746,1E,2015-12-22T00:00:00.000Z,,DCP,13,10461.0,,1
52022,655,10309.0,48,2,342.42637099,7D,2016-01-12T00:00:00.000Z,F,DCP,13,10309.0,,1
71145,1068,10467.0,,2,437.99719286,,2015-12-22T00:00:00.000Z,,DCP,13,10467.0,,9
59895,1080,10461.0,1698,2,623.77955803,1D,2015-12-22T00:00:00.000Z,,DCP,13,10461.0,,1
35418,606,10468.0,2838,2,119.65746495,2A,2015-12-22T00:00:00.000Z,,DCP,13,10468.0,,1
64296,200,10459.0,920,2,112.46566363,1B,2015-12-22T00:00:00.000Z,,CSCL,13,10459.0,,1
56379,764,11217.0,126,2,260.56306395,3D,2016-02-05T00:00:00.000Z,F,DCP,13,11217.0,,1
80235,544,11361.0,,2,289.27334048,2C,2015-12-07T00:00:00.000Z,,CSCL,13,11361.0,,9
727,956,10013.0,47,2,496.19103539,3B,2015-12-07T00:00:00.000Z,,DCP,13,10013.0,,1
4357,38,10002.0,627,2,83.30236377,1B,2015-12-07T00:00:00.000Z,,DCP,13,10002.0,,1
76063,477,11361.0,203-098,2,490.55227318,1E,2015-11-07T00:00:00.000Z,,DCP,13,11361.0,,1
69391,455,11204.0,1600,2,941.10378057,6D,2016-02-05T00:00:00.000Z,,DCP,13,11204.0,,1
89494,420,11206.0,49,2,258.18170616,3A,2016-02-05T00:00:00.000Z,,DCP,13,11206.0,,1
27934,519,10032.0,599,2,279.9010553,1A,2015-12-22T00:00:00.000Z,,DCP,13,10032.0,,1
43989,981,11206.0,904,2,217.46599535,1B,2016-02-05T00:00:00.000Z,,DCP,13,11206.0,,1
55792,556,10305.0,54,2,278.04503172,1C,2016-01-12T00:00:00.000Z,,DCP,13,10305.0,,1
25404,503,11366.0,160-098,2,500.15187928,4D,2015-11-07T00:00:00.000Z,F,DCP,13,11366.0,,1
173916,445,10460.0,,2,1100.66836968,,2016-06-17T00:00:00.000Z,,DCP,17,10460.0,,2
98731,680,10466.0,4620,2,232.43039699,5C,2015-12-22T00:00:00.000Z,,DCP,13,10466.0,,1
68858,631,11233.0,,2,29.24698473,5B,2016-02-05T00:00:00.000Z,,DCP,13,11233.0,,1
17832,363,11413.0,,2,12.81599327,6E,2016-02-05T00:00:00.000Z,,DCP,13,11413.0,,1
96643,545,10452.0,,2,103.46337796,,2015-12-22T00:00:00.000Z,,DCP,17,10452.0,,9
28631,922,11413.0,136-098,2,654.59314088,6E,2015-11-03T00:00:00.000Z,,DCP,13,11413.0,,1
5028,457,11367.0,67-098,2,132.77612849,,2015-11-07T00:00:00.000Z,,DCP,13,11367.0,,1
150438,1083,10466.0,1128,2,199.27273463,3E,2015-12-22T00:00:00.000Z,,DCP,13,10466.0,,1
16482,950,10310.0,1069,2,248.81752701,3D,2016-01-12T00:00:00.000Z,,DCP,13,10310.0,,1
97041,292,11435.0,147-098,2,786.46032669,2E,2015-11-07T00:00:00.000Z,F,DCP,13,11435.0,,1
31159,910,11432.0,,2,50.49927028,4D,2015-11-07T00:00:00.000Z,,DCP,13,11432.0,,1
165448,850,11414.0,,2,26.40969402,1C,2015-11-03T00:00:00.000Z,,DCP,13,11414.0,,1
92307,326,11367.0,,2,283.51202416,2D,2015-11-07T00:00:00.000Z,,DCP,13,11367.0,,9
75768,295,11385.0,,2,73.11850681,4E,2015-11-03T00:00:00.000Z,,DCP,13,11385.0,,1
83423,780,11365.0,188-098,2,292.3239934,3D,2015-11-07T00:00:00.000Z,F,DCP,13,11365.0,,1
17007,746,11419.0,129-098,2,299.16774829,4E,2015-11-07T00:00:00.000Z,,DCP,13,11419.0,,1
90704,752,11201.0,198,2,417.21755152,1B,2015-08-10T00:00:00.000Z,,DCP,13,11201.0,,1
155511,812,10307.0,5063,2,954.0167998,8E,2016-01-12T00:00:00.000Z,,DCP,13,10307.0,,1
25732,99,11358.0,35-098,2,1033.9471164,7C,2015-12-07T00:00:00.000Z,,DCP,13,11358.0,,1
15892,321,10307.0,506,2,212.58511473,8D,2016-01-12T00:00:00.000Z,,DCP,13,10307.0,,1
104819,518,10304.0,132,2,430.12089193,1C,2016-01-12T00:00:00.000Z,,DCP,13,10304.0,,1
756,14,10011.0,,2,28.00526474,1B,2015-12-07T00:00:00.000Z,,DCP,13,10011.0,,1
131517,89,10037.0,,2,106.77886477,,2015-12-22T00:00:00.000Z,,DCP,17,10037.0,,3
4001,673,10009.0,193,2,266.5486989,4A,2015-12-07T00:00:00.000Z,,DCP,13,10009.0,,1
127276,124,11435.0,,2,405.66452958,4C,2015-11-07T00:00:00.000Z,,DCP,13,11435.0,,9
86645,663,10314.0,,2,247.41122161,4E,2016-01-12T00:00:00.000Z,,DCP,13,10314.0,,1
85847,1087,10301.0,199,2,445.15767778,1E,2016-01-12T00:00:00.000Z,,DCP,13,10301.0,,1
67573,899,10305.0,,2,21.72612985,,2016-01-12T00:00:00.000Z,,DCP,13,10305.0,,1
11197,237,11355.0,137-098,2,559.74208785,2C,2015-11-07T00:00:00.000Z,,DCP,13,11355.0,,1
147796,930,10471.0,,2,224.68260358,3C,2015-12-22T00:00:00.000Z,,DCP,13,10471.0,,1
58970,361,11201.0,90,2,326.40791656,1B,2015-08-10T00:00:00.000Z,,DCP,13,11201.0,,1
8917,1041,11102.0,29-008,2,83.58662225,3C,2015-12-07T00:00:00.000Z,,DCP,13,11102.0,,1
59562,934,10453.0,1794,2,275.90943722,1B,2015-12-22T00:00:00.000Z,,DCP,13,10453.0,,1
124063,745,11230.0,,2,131.4548881,6D,2016-02-05T00:00:00.000Z,,DCP,13,11230.0,,1
61245,836,10462.0,1158,2,271.34819262,3E,2015-12-22T00:00:00.000Z,,DCP,13,10462.0,,1
39509,206,11237.0,1080,2,196.09849933,1B,2016-02-05T00:00:00.000Z,F,DCP,13,11237.0,1.0,1
20595,325,11428.0,210-014,2,257.90296411,3D,2015-11-07T00:00:00.000Z,,DCP,13,11428.0,,1
41373,914,10470.0,298,2,948.56235199,4C,2015-12-22T00:00:00.000Z,,DCP,13,10470.0,,1
73298,685,11232.0,3724,2,180.90303972,3C,2016-02-05T00:00:00.000Z,,DCP,13,11232.0,,1
90107,744,11434.0,175-098,2,216.24202955,6D,2015-11-07T00:00:00.000Z,F,DCP,13,11434.0,,1
164146,837,10451.0,,2,131.14679692,,2015-12-22T00:00:00.000Z,,D_Doyle,13,10451.0,,3
58187,960,10302.0,432,2,63.39771223,3C,2016-01-12T00:00:00.000Z,,DCP,13,10302.0,,1
56324,53,11231.0,372,2,248.60458742,3C,2016-02-05T00:00:00.000Z,,DCP,13,11231.0,,1
37199,672,10473.0,698,2,778.44983178,4C,2015-12-22T00:00:00.000Z,F,DCP,13,10473.0,,1
156243,236,11691.0,,2,0.0,2E,2016-02-05T00:00:00.000Z,,DCP,13,11691.0,,1
62123,280,10451.0,932,2,225.64270422,1B,2015-12-22T00:00:00.000Z,,DCP,13,10451.0,,1
146344,447,11354.0,,2,169.29008415,,2015-12-07T00:00:00.000Z,,DCP,21,11354.0,,9
86517,348,10473.0,250,2,545.57284403,1B,2015-12-22T00:00:00.000Z,,DCP,13,10473.0,,1
34940,51,10314.0,998,2,242.79780481,3E,2016-01-12T00:00:00.000Z,,DCP,13,10314.0,,1
26669,894,11379.0,61-098,2,264.51616708,1C,2015-11-07T00:00:00.000Z,F,DCP,13,11379.0,,1
37190,193,11214.0,1698,2,868.473324,3C,2016-02-05T00:00:00.000Z,,DCP,13,11214.0,,1
4384,860,11420.0,122-024,2,259.94634459,2E,2015-11-03T00:00:00.000Z,,DCP,13,11420.0,,1
70273,938,11004.0,0,2,420.29227448,1C,2015-11-07T00:00:00.000Z,,DCP,13,11004.0,,1
76489,346,11434.0,159-098,2,194.10161998,7C,2015-11-07T00:00:00.000Z,,DCP,13,11434.0,,1
93151,467,11363.0,254-098,2,170.71993576,4D,2015-12-07T00:00:00.000Z,,DCP,13,11363.0,,1
88675,697,11232.0,498,2,773.77503255,2E,2016-02-05T00:00:00.000Z,,DCP,13,11232.0,,1
74146,488,11207.0,324,2,82.35797652,4C,2016-02-05T00:00:00.000Z,,DCP,13,11207.0,,1
25132,463,10034.0,59,2,194.68238338,4B,2015-12-22T00:00:00.000Z,,DCP,13,10034.0,,1
97411,490,11378.0,46-098,2,208.25036944,1E,2016-02-05T00:00:00.000Z,,DCP,13,11378.0,,1
103359,730,11414.0,134-098,2,460.90797709,1D,2016-02-05T00:00:00.000Z,,DCP,13,11414.0,,1
120090,863,10473.0,1770,2,779.96367177,4C,2015-12-22T00:00:00.000Z,,DCP,13,10473.0,,1
133342,652,10033.0,,2,57.77144243,2B,2015-12-22T00:00:00.000Z,,DCP,9,10033.0,,9
68643,1061,11234.0,1714,2,855.30175707,7E,2016-02-05T00:00:00.000Z,,DCP,13,11234.0,,1
68675,931,11213.0,278,2,265.4693247,3A,2016-02-05T00:00:00.000Z,,DCP,13,11213.0,,1
25615,965,11365.0,159-098,2,261.42679655,4C,2015-11-07T00:00:00.000Z,,DCP,13,11365.0,,1
151590,215,10469.0,1058,2,406.17062326,2C,2015-12-22T00:00:00.000Z,F,DCP,13,10469.0,,1
89813,459,10027.0,269,2,669.88796939,1A,2015-12-22T00:00:00.000Z,,DCP,13,10027.0,,1
49207,188,10314.0,4431,2,82.16459587,4D,2016-01-12T00:00:00.000Z,F,DCP,13,10314.0,,1
45352,43,11223.0,440,2,260.13110842,5C,2016-02-05T00:00:00.000Z,,DCP,13,11223.0,,1
99528,1076,10467.0,,2,62.90245311,,2015-12-22T00:00:00.000Z,,DCP,17,10467.0,,3
94168,514,10304.0,59,2,659.89229807,3D,2016-01-12T00:00:00.000Z,,DCP,13,10304.0,,1
7236,41,11426.0,,2,737.18052737,1C,2015-11-07T00:00:00.000Z,,CSCL,17,11426.0,,2
95857,157,11237.0,60,2,262.50764781,2B,2016-02-05T00:00:00.000Z,,DCP,13,11237.0,,1
58693,78,10475.0,,2,323.10907642,,2015-12-22T00:00:00.000Z,,DCP,13,10475.0,,1
41648,779,10454.0,,2,136.04641237,2A,2015-12-22T00:00:00.000Z,,DCP,13,10454.0,,1
10929,658,11101.0,,2,553.7108494,3E,2015-12-07T00:00:00.000Z,,DCP,13,11101.0,,2
76504,88,11208.0,,2,34.29705637,3C,2016-02-05T00:00:00.000Z,,DCP,13,11208.0,,1
42389,735,11228.0,7198,2,258.92886941,4D,2016-02-05T00:00:00.000Z,,DCP,13,11228.0,,1
47532,371,11221.0,676,2,146.14359131,1B,2016-02-05T00:00:00.000Z,,DCP,13,11221.0,,1
167021,294,11694.0,198,2,817.24598263,1D,2015-09-23T00:00:00.000Z,,DCP,13,11694.0,,1
105155,85,10473.0,327,2,330.35866836,1B,2015-12-22T00:00:00.000Z,,DCP,13,10473.0,,1
20321,689,11412.0,112-098,2,520.67067152,4E,2015-11-07T00:00:00.000Z,,DCP,13,11412.0,,1
12202,37,11377.0,67-010,2,123.97855827,1E,2015-11-07T00:00:00.000Z,,DCP,13,11377.0,,1
67863,120,11220.0,,2,778.33869319,,2016-02-05T00:00:00.000Z,,DCP,9,11220.0,,9
58866,145,11228.0,1298,2,653.53899254,4D,2016-02-05T00:00:00.000Z,F,DCP,13,11228.0,,1
164463,693,10308.0,298,2,219.52495315,3C,2016-01-12T00:00:00.000Z,,DCP,13,10308.0,,1
35782,1064,10468.0,2948,2,160.90918919,2A,2015-12-22T00:00:00.000Z,,DCP,13,10458.0,,1
48740,516,11206.0,142,2,164.13520133,1B,2016-02-05T00:00:00.000Z,F,DCP,13,11206.0,,1
45219,90,11211.0,394,2,216.92136954,3B,2016-02-05T00:00:00.000Z,,DCP,13,11211.0,,1
