source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,currency,campaign_status,start_at,end_at,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend
"",2023-01-27,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,88,42,42,0,0,42,42,42,42,1282,37.86
"",2022-06-26,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,40,7,7,0,0,7,7,7,7,1112,31.05
"",2022-10-22,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,191,70,70,0,0,70,70,70,70,1391,37.77
"",2025-02-16,3219111,Gaming Studio,973923064,New Feature,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,161,62,62,0,0,62,62,62,62,1127,97.55
"",2022-05-12,3219111,Gaming Studio,973923064,New Feature,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,75,44,44,0,0,44,44,44,44,819,15.76
"",2024-11-05,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,51,24,24,0,0,24,24,24,24,313,20.83
"",2023-06-10,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,125,29,29,0,0,29,29,29,29,1456,91.85
"",2023-02-09,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,149,67,67,0,0,67,67,67,67,874,87.26
"",2023-08-14,3219110,Tip Tap Cat,973923059,Spring Launch,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,107,51,51,0,0,51,51,51,51,850,63.64
"",2022-11-25,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,261,122,122,0,0,122,122,122,122,1726,75.98
"",2023-05-10,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,24,5,5,0,0,5,5,5,5,140,79.94
"",2024-11-22,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,99,39,39,0,0,39,39,39,39,1962,89.33
"",2024-05-21,3219110,Tip Tap Cat,973923059,Spring Launch,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,149,14,14,0,0,14,14,14,14,1080,46.95
"",2025-03-30,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,169,32,32,0,0,32,32,32,32,1207,76.63
"",2022-12-27,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,67,22,22,0,0,22,22,22,22,1781,50.31
"",2025-10-01,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,254,42,42,0,0,42,42,42,42,1519,78.93
"",2022-12-15,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,200,62,62,0,0,62,62,62,62,1690,11.25
"",2024-05-17,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,19,2,2,0,0,2,2,2,2,275,88.82
"",2021-12-05,3219112,App Developer Pro,973923065,Spring Launch,USD,PAUSED,2025-11-12 00:00:00,2025-12-19 23:59:00,15,9,9,0,0,9,9,9,9,1463,90.82
"",2024-12-16,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,18,1,1,0,0,1,1,1,1,280,77.2
"",2024-06-26,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,138,41,41,0,0,41,41,41,41,847,41.07
"",2024-10-29,3162550,Joseph Markiewicz,973923056,Holiday Sale,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,14,3,3,0,0,3,3,3,3,1490,18.36
"",2023-07-28,3219110,Tip Tap Cat,973923057,Holiday Sale,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,257,18,18,0,0,18,18,18,18,1855,44.85
"",2025-05-05,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,90,49,49,0,0,49,49,49,49,1580,32.61
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,191,27,27,0,0,27,27,27,27,2976,59.64
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,5,1,1,0,0,1,1,1,1,290,5.71
"",2024-11-13,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,132,11,11,0,0,11,11,11,11,1986,25.09
"",2023-09-13,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,141,52,52,0,0,52,52,52,52,1343,24.53
"",2023-04-30,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,20,4,4,0,0,4,4,4,4,290,22.3
"",2023-11-03,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,25,13,13,0,0,13,13,13,13,501,96.02
"",2023-04-04,3219111,Gaming Studio,973923061,New Feature,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,105,53,53,0,0,53,53,53,53,756,67.84
"",2022-02-01,3219110,Tip Tap Cat,973923058,Holiday Sale,USD,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,113,54,54,0,0,54,54,54,54,957,21
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,5,0,0,0,0,0,0,0,0,100,5.09
"",2025-06-09,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,19,4,4,0,0,4,4,4,4,623,84.99
"",2022-10-21,3219110,Tip Tap Cat,973923058,Holiday Sale,USD,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,232,116,116,0,0,116,116,116,116,1630,99.27
"",2025-06-26,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,59,30,30,0,0,30,30,30,30,681,51.5
"",2023-09-06,3219112,App Developer Pro,973923066,User Acquisition,USD,ENABLED,2025-11-07 00:00:00,2025-12-21 23:59:00,25,3,3,0,0,3,3,3,3,1648,18.6
"",2024-06-29,3219111,Gaming Studio,973923064,New Feature,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,41,13,13,0,0,13,13,13,13,1376,45.06
"",2022-11-01,3219110,Tip Tap Cat,973923059,Spring Launch,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,49,10,10,0,0,10,10,10,10,673,80.92
"",2024-05-25,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,54,19,19,0,0,19,19,19,19,718,14.33
"",2025-05-18,3219110,Tip Tap Cat,973923059,Spring Launch,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,57,2,2,0,0,2,2,2,2,524,39.04
"",2025-11-25,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,129,20,20,0,0,20,20,20,20,716,25.11
"",2023-06-05,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,142,50,50,0,0,50,50,50,50,828,28.26
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,11,4,4,0,0,4,4,4,4,350,5.03
"",2022-09-03,3219110,Tip Tap Cat,973923058,Holiday Sale,USD,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,218,96,96,0,0,96,96,96,96,1148,59.64
"",2022-07-25,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,36,6,6,0,0,6,6,6,6,309,37.23
"",2022-05-04,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,205,113,113,0,0,113,113,113,113,1430,61.64
"",2022-10-19,3219110,Tip Tap Cat,973923058,Holiday Sale,USD,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,83,21,21,0,0,21,21,21,21,1335,91.05
"",2025-06-04,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,196,96,96,0,0,96,96,96,96,1038,69.31
"",2022-04-04,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,58,13,13,0,0,13,13,13,13,449,36.36
"",2025-02-03,3219112,App Developer Pro,973923065,Spring Launch,USD,PAUSED,2025-11-12 00:00:00,2025-12-19 23:59:00,199,102,102,0,0,102,102,102,102,997,15.3
"",2022-04-14,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,19,8,8,0,0,8,8,8,8,323,24.77
"",2022-01-05,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,54,1,1,0,0,1,1,1,1,1917,80.57
"",2024-04-20,3219112,App Developer Pro,973923066,User Acquisition,USD,ENABLED,2025-11-07 00:00:00,2025-12-21 23:59:00,221,97,97,0,0,97,97,97,97,1229,95.9
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,9,2,2,0,0,2,2,2,2,403,5
"",2024-12-07,3219111,Gaming Studio,973923064,New Feature,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,63,29,29,0,0,29,29,29,29,984,76.11
"",2025-12-03,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,130,38,38,0,0,38,38,38,38,1732,5.4
"",2023-02-20,3219111,Gaming Studio,973923064,New Feature,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,25,5,5,0,0,5,5,5,5,155,47.81
"",2024-12-05,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,286,142,142,0,0,142,142,142,142,1652,87.56
"",2022-09-09,3219112,App Developer Pro,973923065,Spring Launch,USD,PAUSED,2025-11-12 00:00:00,2025-12-19 23:59:00,148,11,11,0,0,11,11,11,11,1990,25.31
"",2024-02-17,3162550,Joseph Markiewicz,973923056,Holiday Sale,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,21,6,6,0,0,6,6,6,6,1359,93.3
"",2025-08-05,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,113,42,42,0,0,42,42,42,42,768,77.41
"",2022-12-13,3219111,Gaming Studio,973923061,New Feature,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,41,11,11,0,0,11,11,11,11,1819,22.46
"",2025-08-14,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,111,7,7,0,0,7,7,7,7,825,7.01
"",2023-01-08,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,383,217,217,0,0,217,217,217,217,1948,68.07
"",2025-06-26,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,141,46,46,0,0,46,46,46,46,1308,31.33
"",2025-05-26,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,316,17,17,0,0,17,17,17,17,1694,26.46
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,7,2,2,0,0,2,2,2,2,249,5.56
"",2023-10-31,3219110,Tip Tap Cat,973923057,Holiday Sale,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,95,53,53,0,0,53,53,53,53,505,73.81
"",2025-01-13,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,81,10,10,0,0,10,10,10,10,1158,24.98
"",2024-12-10,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,342,121,121,0,0,121,121,121,121,1873,30.74
"",2025-06-28,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,118,60,60,0,0,60,60,60,60,1323,24.69
"",2023-02-08,3219110,Tip Tap Cat,973923058,Holiday Sale,USD,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,14,4,4,0,0,4,4,4,4,176,49.25
"",2022-03-11,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,13,4,4,0,0,4,4,4,4,196,80.63
"",2023-04-18,3219112,App Developer Pro,973923066,User Acquisition,USD,ENABLED,2025-11-07 00:00:00,2025-12-21 23:59:00,344,36,36,0,0,36,36,36,36,1828,13.54
"",2025-07-26,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,82,48,48,0,0,48,48,48,48,443,36.81
"",2022-01-05,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,13,4,4,0,0,4,4,4,4,102,93.66
"",2023-10-04,3219112,App Developer Pro,973923065,Spring Launch,USD,PAUSED,2025-11-12 00:00:00,2025-12-19 23:59:00,80,8,8,0,0,8,8,8,8,1099,83.94
"",2025-05-27,3219110,Tip Tap Cat,973923059,Spring Launch,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,147,58,58,0,0,58,58,58,58,792,33.59
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,3,0,0,0,0,0,0,0,0,63,0.32
"",2022-03-10,3219110,Tip Tap Cat,973923058,Holiday Sale,USD,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,247,77,77,0,0,77,77,77,77,1773,36.75
"",2022-02-21,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,194,100,100,0,0,100,100,100,100,1948,72.39
"",2023-09-02,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,206,40,40,0,0,40,40,40,40,1322,95.51
"",2022-06-24,3219110,Tip Tap Cat,973923059,Spring Launch,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,47,28,28,0,0,28,28,28,28,259,61.5
"",2022-10-27,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,34,19,19,0,0,19,19,19,19,1663,49.45
"",2023-02-06,3219111,Gaming Studio,973923061,New Feature,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,205,27,27,0,0,27,27,27,27,1954,75.06
"",2025-02-23,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,54,23,23,0,0,23,23,23,23,1608,69.89
"",2023-07-11,3219112,App Developer Pro,973923065,Spring Launch,USD,PAUSED,2025-11-12 00:00:00,2025-12-19 23:59:00,78,44,44,0,0,44,44,44,44,1182,60.64
"",2023-02-19,3219111,Gaming Studio,973923061,New Feature,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,90,38,38,0,0,38,38,38,38,483,35.35
"",2023-04-26,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,28,6,6,0,0,6,6,6,6,259,37.23
"",2022-11-18,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,155,47,47,0,0,47,47,47,47,1623,19.4
"",2022-02-16,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,130,35,35,0,0,35,35,35,35,741,50.85
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,9,4,4,0,0,4,4,4,4,426,5.95
"",2024-01-11,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,62,34,34,0,0,34,34,34,34,568,46.95
"",2023-01-23,3162550,Joseph Markiewicz,973923056,Holiday Sale,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,77,31,31,0,0,31,31,31,31,1653,83.18
"",2024-06-20,3162550,Joseph Markiewicz,973923056,Holiday Sale,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,116,60,60,0,0,60,60,60,60,1382,78.94
"",2022-06-14,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,88,21,21,0,0,21,21,21,21,1423,76.58
"",2023-08-09,3219110,Tip Tap Cat,973923057,Holiday Sale,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,22,1,1,0,0,1,1,1,1,578,43.12
"",2024-05-03,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,20,3,3,0,0,3,3,3,3,110,93.12
"",2022-10-10,3219110,Tip Tap Cat,973923057,Holiday Sale,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,26,13,13,0,0,13,13,13,13,880,11.27
"",2025-07-28,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,138,54,54,0,0,54,54,54,54,866,49.99
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,10,3,3,0,0,3,3,3,3,546,6.05
"",2023-06-11,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,82,3,3,0,0,3,3,3,3,501,21.4
"",2025-07-26,3162550,Joseph Markiewicz,973923055,Summer Special,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,85,33,33,0,0,33,33,33,33,595,87.3
"",2024-10-04,3219112,App Developer Pro,973923065,Spring Launch,USD,PAUSED,2025-11-12 00:00:00,2025-12-19 23:59:00,324,103,103,0,0,103,103,103,103,1684,47.2
"",2022-12-26,3162550,Joseph Markiewicz,973923056,Holiday Sale,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,36,10,10,0,0,10,10,10,10,1273,62.63
"",2025-10-08,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,121,17,17,0,0,17,17,17,17,1890,42.93
"",2025-06-16,3219111,Gaming Studio,973923061,New Feature,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,272,124,124,0,0,124,124,124,124,1654,67.17
"",2024-11-04,3219111,Gaming Studio,973923064,New Feature,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,215,101,101,0,0,101,101,101,101,1684,75.6
"",2022-09-07,3219110,Tip Tap Cat,973923057,Holiday Sale,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,216,82,82,0,0,82,82,82,82,1969,63.4
"",2022-04-25,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,21,1,1,0,0,1,1,1,1,118,43.8
"",2024-12-28,3219110,Tip Tap Cat,973923060,User Acquisition,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,57,8,8,0,0,8,8,8,8,433,35.24
"",2023-07-01,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,47,7,7,0,0,7,7,7,7,559,45.24
"",2025-01-15,3219110,Tip Tap Cat,973923058,Holiday Sale,USD,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,20,9,9,0,0,9,9,9,9,448,38.73
"",2024-08-02,3162550,Joseph Markiewicz,973923056,Holiday Sale,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,96,46,46,0,0,46,46,46,46,1711,17.54
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,5,1,1,0,0,1,1,1,1,318,5.07
"",2023-01-01,3162550,Joseph Markiewicz,973923056,Holiday Sale,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,79,13,13,0,0,13,13,13,13,676,73.65
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,7,1,1,0,0,1,1,1,1,492,5.26
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,27,6,6,0,0,6,6,6,6,1494,25.88
"",2025-06-26,3219112,App Developer Pro,973923066,User Acquisition,USD,ENABLED,2025-11-07 00:00:00,2025-12-21 23:59:00,245,110,110,0,0,110,110,110,110,1225,15.38
"",2023-07-04,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,26,11,11,0,0,11,11,11,11,244,7.86
"",2024-11-27,3219110,Tip Tap Cat,973923059,Spring Launch,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,219,17,17,0,0,17,17,17,17,1414,88.39
"",2023-09-03,3162550,Joseph Markiewicz,973923056,Holiday Sale,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,23,11,11,0,0,11,11,11,11,1727,55.55
"",2025-12-15,3219111,Gaming Studio,973923062,Holiday Sale,USD,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,146,83,83,0,0,83,83,83,83,1109,11.05
"",2024-10-11,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,11,2,2,0,0,2,2,2,2,569,53
"",2024-04-11,3219111,Gaming Studio,973923064,New Feature,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,19,3,3,0,0,3,3,3,3,695,48.72
"",2022-09-09,3219110,Tip Tap Cat,973923058,Holiday Sale,USD,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,134,21,21,0,0,21,21,21,21,818,49.01
"",2022-07-24,3219110,Tip Tap Cat,973923054,Tap Away,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,26,11,11,0,0,11,11,11,11,769,92.16
"",2022-06-01,3219111,Gaming Studio,973923063,Summer Special,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,115,66,66,0,0,66,66,66,66,916,91.57
