content_id,latitude,:@computed_region_yeji_bk3q,category_desc,:@computed_region_f5dn_yrer,event_time,is_priority,:@computed_region_sbqj_enih,region,locality
39228,,4.0,Health,20.0,0,,12.0,NY,"{'latitude': '40.78255158071745', 'longitude': '-73.98091585032279', 'human_address': '{""address"": ""233 77th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10024""}'}"
40988,40.720942,4.0,Strengthening Communities,57.0,0,,2.0,NY,"{'latitude': '40.720962275372244', 'longitude': '-73.99794973128115', 'human_address': '{""address"": ""407 Broome Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}"
49946,,4.0,Helping Neighbors in Need,7.0,0,,14.0,NY,"{'latitude': '40.795965732615855', 'longitude': '-73.94910755186987', 'human_address': '{""address"": ""8 109th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10029""}'}"
40936,40.792101,4.0,,7.0,0,,14.0,NY,"{'latitude': '40.79161072055837', 'longitude': '-73.94403228106489', 'human_address': '{""address"": ""1216 Fifth Avenue at 103rd Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10029""}'}"
40963,40.720942,4.0,Strengthening Communities,57.0,0,,2.0,NY,"{'latitude': '40.720962275372244', 'longitude': '-73.99794973128115', 'human_address': '{""address"": ""407 Broome Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}"
50081,40.74991,4.0,Education,71.0,0,,9.0,NY,"{'latitude': '40.74999676791395', 'longitude': '-73.97497079540621', 'human_address': '{""address"": ""633 Third Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10017""}'}"
38097,40.700569,3.0,Helping Neighbors in Need,41.0,0,y,61.0,NY,"{'latitude': '40.70259499975947', 'longitude': '-73.79562300040112', 'human_address': '{""address"": ""160 02 Liberty Avenue"", ""city"": ""Jamaica"", ""state"": ""NY"", ""zip"": ""11451""}'}"
38234,40.74673,3.0,Education,53.0,0,,66.0,NY,"{'latitude': '40.74570244980828', 'longitude': '-73.93866902925225', 'human_address': '{""address"": ""10 27 46th Ave"", ""city"": ""Long Island City"", ""state"": ""NY"", ""zip"": ""11101""}'}"
39794,,2.0,Helping Neighbors in Need,21.0,0,,35.0,NY,"{'latitude': '40.5776378129877', 'longitude': '-73.99752264510208', 'human_address': '{""address"": ""Neptune Avenue Brooklyn"", ""city"": """", ""state"": ""NY"", ""zip"": ""11224""}'}"
47820,40.746817,4.0,Helping Neighbors in Need,11.0,0,,7.0,NY,"{'latitude': '40.74678037991758', 'longitude': '-73.99366420981637', 'human_address': '{""address"": ""305 Seventh Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
39192,,4.0,,20.0,0,,12.0,NY,"{'latitude': '40.774536138232236', 'longitude': '-73.97994335610099', 'human_address': '{""address"": ""24 61"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10023""}'}"
36784,,4.0,Environment,56.0,0,,1.0,NY,"{'latitude': '40.709720974743576', 'longitude': '-74.01172000462773', 'human_address': '{""address"": ""Church Street School for Music New York"", ""city"": """", ""state"": ""NY"", ""zip"": ""10007""}'}"
37861,40.663701,2.0,Strengthening Communities,17.0,0,,44.0,NY,"{'latitude': '40.663684048666546', 'longitude': '-73.93536510198723', 'human_address': '{""address"": ""791 Empire Blvd"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11213""}'}"
36936,40.713265,4.0,Helping Neighbors in Need,56.0,0,y,1.0,NY,"{'latitude': '40.713255085581125', 'longitude': '-74.00706885665824', 'human_address': '{""address"": ""253 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10007""}'}"
39229,,4.0,,20.0,0,,12.0,NY,"{'latitude': '40.78255158071745', 'longitude': '-73.98091585032279', 'human_address': '{""address"": ""233 77th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10024""}'}"
50134,,4.0,Education,11.0,0,,8.0,NY,"{'latitude': '40.75350339905739', 'longitude': '-73.99055236906513', 'human_address': '{""address"": ""247 37 Street"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": ""10018""}'}"
3795000.00%,,,Strengthening Communities,,0,,,NY,
37036,,4.0,Strengthening Communities,11.0,0,,7.0,NY,"{'latitude': '40.74053152272978', 'longitude': '-73.98923530081726', 'human_address': '{""address"": ""5 22nd St"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10010""}'}"
37039,40.884999,5.0,Strengthening Communities,48.0,0,,33.0,NY,"{'latitude': '40.88463029202243', 'longitude': '-73.89251933209881', 'human_address': '{""address"": ""124 Gale Pl"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10463""}'}"
52755,40.736274,4.0,,71.0,0,,7.0,NY,"{'latitude': '40.73914078212147', 'longitude': '-73.98289845639863', 'human_address': '{""address"": ""24 20 FDR Drive Service Rd"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10010""}'}"
41076,,4.0,Strengthening Communities,12.0,0,,6.0,NY,"{'latitude': '40.7476971546152', 'longitude': '-74.00637234980138', 'human_address': '{""address"": ""556 22nd Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10011""}'}"
39442,,4.0,,12.0,0,,7.0,NY,"{'latitude': '40.74016732024642', 'longitude': '-73.99568642245652', 'human_address': '{""address"": ""123 18th St"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10011""}'}"
38396,,4.0,Strengthening Communities,23.0,0,,11.0,NY,"{'latitude': '40.76689065140857', 'longitude': '-73.95789392809615', 'human_address': '{""address"": ""331 70th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10021""}'}"
38637,,,Strengthening Communities,,0,,,NY,
39202,,4.0,Strengthening Communities,20.0,0,,15.0,NY,"{'latitude': '40.79937645675807', 'longitude': '-73.96519802101764', 'human_address': '{""address"": ""165 105th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10025""}'}"
39278,,4.0,,20.0,0,,15.0,NY,"{'latitude': '40.79937645675807', 'longitude': '-73.96519802101764', 'human_address': '{""address"": ""165 105th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10025""}'}"
38390,40.710954,3.0,Strengthening Communities,46.0,0,,60.0,NY,"{'latitude': '40.708286075142325', 'longitude': '-73.82855612156771', 'human_address': '{""address"": ""80 30 Park Lane Kew Gardens"", ""city"": ""NY"", ""state"": """", ""zip"": ""11415""}'}"
50225,40.688834,2.0,Education,68.0,0,y,55.0,NY,"{'latitude': '40.68897153307231', 'longitude': '-73.97689848785359', 'human_address': '{""address"": ""29 Fort Greene Place"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11217""}'}"
39063,,4.0,Helping Neighbors in Need,71.0,0,,9.0,NY,"{'latitude': '40.756624229687965', 'longitude': '-73.96884239322272', 'human_address': '{""address"": ""244 52nd Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10022""}'}"
3.8373E+4,40.70848,3.0,Education,25.0,0,,65.0,NY,"{'latitude': '40.71311535449007', 'longitude': '-73.79282099978928', 'human_address': '{""address"": ""162 02 Hillside Avenue"", ""city"": ""Jamaica"", ""state"": ""NY"", ""zip"": ""11432""}'}"
40599,40.716696,4.0,Strengthening Communities,56.0,0,y,2.0,NY,"{'latitude': '40.71671747539392', 'longitude': '-74.00413706684276', 'human_address': '{""address"": ""346 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}"
50340,40.749794,4.0,Education,11.0,0,,8.0,NY,"{'latitude': '40.75012728878244', 'longitude': '-73.99124978216287', 'human_address': '{""address"": ""401 Seventh Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
50219,40.656068,2.0,Education,55.0,0,,46.0,NY,"{'latitude': '40.656451255408264', 'longitude': '-73.90732282830548', 'human_address': '{""address"": ""985 Rockaway Avenue"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11212""}'}"
38569,40.707116,4.0,Helping Neighbors in Need,56.0,0,,1.0,NY,"{'latitude': '40.70722063476455', 'longitude': '-74.00745556513084', 'human_address': '{""address"": ""80 Maiden Lane"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10038""}'}"
40133,40.707116,4.0,Helping Neighbors in Need,56.0,0,,1.0,NY,"{'latitude': '40.70722063476455', 'longitude': '-74.00745556513084', 'human_address': '{""address"": ""80 Maiden Ln"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10038""}'}"
37932,40.793292,4.0,Health,7.0,0,y,14.0,NY,"{'latitude': '40.793325183462535', 'longitude': '-73.95176754309219', 'human_address': '{""address"": ""1234 5th ave"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10029""}'}"
36955,,4.0,Strengthening Communities,11.0,0,,7.0,NY,"{'latitude': '40.73420096837262', 'longitude': '-73.98926385518747', 'human_address': '{""address"": ""111 14th St"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10003""}'}"
51602,40.704932,4.0,,56.0,0,,1.0,NY,"{'latitude': '40.70499930935216', 'longitude': '-74.00720375496263', 'human_address': '{""address"": ""95 Wall Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10005""}'}"
39306,,4.0,Strengthening Communities,12.0,0,,8.0,NY,"{'latitude': '40.75025902143676', 'longitude': '-73.99688630375988', 'human_address': '{""address"": ""20217 New"", ""city"": ""York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
52465,40.755119,4.0,Strengthening Communities,11.0,0,,8.0,NY,"{'latitude': '40.75520845824798', 'longitude': '-73.98756256184276', 'human_address': '{""address"": ""570 7th Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10018""}'}"
36931,40.713265,4.0,Helping Neighbors in Need,56.0,0,y,1.0,NY,"{'latitude': '40.713255085581125', 'longitude': '-74.00706885665824', 'human_address': '{""address"": ""253 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10007""}'}"
47135,40.754531,4.0,Strengthening Communities,11.0,0,,8.0,NY,"{'latitude': '40.75455195316658', 'longitude': '-73.98680713133814', 'human_address': '{""address"": ""1431 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10018""}'}"
51585,40.895865,5.0,Strengthening Communities,48.0,0,,33.0,NY,"{'latitude': '40.88465843017383', 'longitude': '-73.88990186467265', 'human_address': '{""address"": ""80 Van Cortlandt Park"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10463""}'}"
39416,40.666966,2.0,Helping Neighbors in Need,14.0,0,,50.0,NY,"{'latitude': '40.66705475241829', 'longitude': '-73.99058149690018', 'human_address': '{""address"": ""199 14th Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}"
38414,,4.0,Strengthening Communities,12.0,0,,7.0,NY,"{'latitude': '40.74018978035866', 'longitude': '-73.99762597535062', 'human_address': '{""address"": ""150 17th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10011""}'}"
50191,40.70447,4.0,Helping Neighbors in Need,56.0,0,,1.0,NY,"{'latitude': '40.7043068313896', 'longitude': '-74.00918226342714', 'human_address': '{""address"": ""7 Hanover Square"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10004""}'}"
50157,40.70447,4.0,Education,56.0,0,,1.0,NY,"{'latitude': '40.7043068313896', 'longitude': '-74.00918226342714', 'human_address': '{""address"": ""7 Hanover Square"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10004""}'}"
37730,,,,,0,,,NY,
51267,,,Strengthening Communities,,0,,,NY,
50423,,4.0,Strengthening Communities,56.0,0,,1.0,NY,"{'latitude': '40.713255085581125', 'longitude': '-74.00706885665824', 'human_address': '{""address"": ""253 Broadway"", ""city"": ""NYC"", ""state"": ""NY"", ""zip"": ""10007""}'}"
39937,40.691698,2.0,Strengthening Communities,42.0,0,,53.0,NY,"{'latitude': '40.69173082634565', 'longitude': '-73.91169835114071', 'human_address': '{""address"": ""1207 Hancock Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}"
39564,40.687759,2.0,Strengthening Communities,68.0,0,,54.0,NY,"{'latitude': '40.687790343385544', 'longitude': '-73.98292053949278', 'human_address': '{""address"": ""285 Schermerhorn Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11217""}'}"
39174,,5.0,Education,24.0,0,,34.0,NY,"{'latitude': '40.86347541561016', 'longitude': '-73.89958755848183', 'human_address': '{""address"": ""20 190th Street"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10468""}'}"
44303,40.710353,4.0,Strengthening Communities,56.0,0,,1.0,NY,"{'latitude': '40.71053013983237', 'longitude': '-74.00381331091222', 'human_address': '{""address"": ""100 Gold Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10038""}'}"
47375,40.680383,2.0,Strengthening Communities,55.0,0,,46.0,NY,"{'latitude': '40.68038499926165', 'longitude': '-73.90993739564615', 'human_address': '{""address"": ""260 MacDougal Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}"
51412,40.749794,4.0,Education,11.0,0,,8.0,NY,"{'latitude': '40.75012728878244', 'longitude': '-73.99124978216287', 'human_address': '{""address"": ""401 Seventh Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
38567,40.707116,4.0,Helping Neighbors in Need,56.0,0,,1.0,NY,"{'latitude': '40.70722063476455', 'longitude': '-74.00745556513084', 'human_address': '{""address"": ""80 Maiden Lane"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10038""}'}"
50186,40.706045,4.0,,56.0,0,,1.0,NY,"{'latitude': '40.70604252290616', 'longitude': '-74.01308532103428', 'human_address': '{""address"": ""32 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10004""}'}"
39371,40.753612,4.0,Emergency Preparedness,12.0,0,y,8.0,NY,"{'latitude': '40.75376054978079', 'longitude': '-73.99232896859803', 'human_address': '{""address"": ""520 8th Ave"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10018""}'}"
50909,,,Education,,0,,,NY,
47465,40.680383,2.0,Strengthening Communities,55.0,0,,46.0,NY,"{'latitude': '40.68038499926165', 'longitude': '-73.90993739564615', 'human_address': '{""address"": ""260 MacDougal Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}"
39561,40.687759,2.0,Strengthening Communities,68.0,0,,54.0,NY,"{'latitude': '40.687790343385544', 'longitude': '-73.98292053949278', 'human_address': '{""address"": ""285 Schermerhorn Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11217""}'}"
37468,40.670349,2.0,Education,17.0,0,,44.0,NY,"{'latitude': '40.67045865769921', 'longitude': '-73.96162827573441', 'human_address': '{""address"": ""883 classon avenue"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11225""}'}"
37037,40.884999,5.0,Strengthening Communities,48.0,0,,33.0,NY,"{'latitude': '40.88463029202243', 'longitude': '-73.89251933209881', 'human_address': '{""address"": ""124 Gale Pl"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10463""}'}"
50188,40.706045,4.0,Strengthening Communities,56.0,0,,1.0,NY,"{'latitude': '40.70604252290616', 'longitude': '-74.01308532103428', 'human_address': '{""address"": ""32 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10004""}'}"
39101,,4.0,Strengthening Communities,11.0,0,,7.0,NY,"{'latitude': '40.73943216627024', 'longitude': '-73.98656260495757', 'human_address': '{""address"": ""105 22nd Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10010""}'}"
40707,,4.0,Helping Neighbors in Need,20.0,0,,15.0,NY,"{'latitude': '40.7994834845182', 'longitude': '-73.96352009942227', 'human_address': '{""address"": ""120 106th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10025""}'}"
52746,40.758698,4.0,Helping Neighbors in Need,71.0,0,,9.0,NY,"{'latitude': '40.75867891119946', 'longitude': '-73.9707368555664', 'human_address': '{""address"": ""619 Lexington Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10022""}'}"
45514,40.746817,4.0,Health,12.0,0,,8.0,NY,"{'latitude': '40.75025902143676', 'longitude': '-73.99688630375988', 'human_address': '{""address"": ""305 7th Avenue between 27th and 28th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
40947,40.720942,4.0,Strengthening Communities,57.0,0,,2.0,NY,"{'latitude': '40.720962275372244', 'longitude': '-73.99794973128115', 'human_address': '{""address"": ""407 Broome Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}"
51491,,3.0,Emergency Preparedness,51.0,0,y,58.0,NY,"{'latitude': '40.58491927250253', 'longitude': '-73.81086259712633', 'human_address': '{""address"": ""Shore Front Parkway Queens"", ""city"": """", ""state"": ""NY"", ""zip"": ""11693""}'}"
39279,,4.0,Strengthening Communities,20.0,0,,15.0,NY,"{'latitude': '40.79937645675807', 'longitude': '-73.96519802101764', 'human_address': '{""address"": ""165 105th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10025""}'}"
41528,40.710954,3.0,Environment,46.0,0,y,60.0,NY,"{'latitude': '40.708286075142325', 'longitude': '-73.82855612156771', 'human_address': '{""address"": ""80 30 Park Lane Kew Gardens"", ""city"": ""NY"", ""state"": """", ""zip"": ""11415""}'}"
38634,,4.0,Helping Neighbors in Need,71.0,0,,9.0,NY,"{'latitude': '40.75053198369562', 'longitude': '-73.97978342628932', 'human_address': '{""address"": ""34 39th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10016""}'}"
37156,,4.0,Strengthening Communities,70.0,0,,5.0,NY,"{'latitude': '40.72664935898081', 'longitude': '-73.97911148500697', 'human_address': '{""address"": ""37 Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10009""}'}"
48680,40.706045,4.0,Helping Neighbors in Need,56.0,0,,1.0,NY,"{'latitude': '40.70604252290616', 'longitude': '-74.01308532103428', 'human_address': '{""address"": ""32 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10004""}'}"
39851,40.734163,4.0,Strengthening Communities,71.0,0,,7.0,NY,"{'latitude': '40.734106908087384', 'longitude': '-73.98864446892128', 'human_address': '{""address"": ""4 Irving Place"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10003""}'}"
41535,,,Education,,0,,,NY,
51265,40.713265,4.0,Emergency Preparedness,56.0,0,y,1.0,NY,"{'latitude': '40.713255085581125', 'longitude': '-74.00706885665824', 'human_address': '{""address"": ""253 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10007""}'}"
4721500.00%,40.671835,2.0,Strengthening Communities,13.0,0,,50.0,NY,"{'latitude': '40.671546408201536', 'longitude': '-73.9625767044186', 'human_address': '{""address"": ""200 Eastern Parkway"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11238""}'}"
3959400.00%,40.707671,4.0,Strengthening Communities,56.0,0,,1.0,NY,"{'latitude': '40.70770072454058', 'longitude': '-74.00572695110161', 'human_address': '{""address"": ""111 John St"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10038""}'}"
39655,,2.0,Environment,14.0,0,,48.0,NY,"{'latitude': '40.67223368576928', 'longitude': '-74.01107379195669', 'human_address': '{""address"": ""One Beard St"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11231""}'}"
49352,40.707053,3.0,Strengthening Communities,25.0,0,,65.0,NY,"{'latitude': '40.71311535449007', 'longitude': '-73.79282099978928', 'human_address': '{""address"": ""89 60 164th Street"", ""city"": ""Jamaica"", ""state"": ""NY"", ""zip"": ""11432""}'}"
50345,,2.0,Environment,32.0,0,y,36.0,NY,"{'latitude': '40.57836127779629', 'longitude': '-73.93735341294692', 'human_address': '{""address"": ""Oriental Boulevard Brooklyn"", ""city"": """", ""state"": ""NY"", ""zip"": ""11235""}'}"
47817,40.746817,4.0,Helping Neighbors in Need,11.0,0,,7.0,NY,"{'latitude': '40.74678037991758', 'longitude': '-73.99366420981637', 'human_address': '{""address"": ""305 Seventh Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
42379,,4.0,Strengthening Communities,20.0,0,,12.0,NY,"{'latitude': '40.786855600459035', 'longitude': '-73.97516990427897', 'human_address': '{""address"": ""171 85th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10024""}'}"
36828,,4.0,Education,11.0,0,,7.0,NY,"{'latitude': '40.73956924815843', 'longitude': '-73.98889355844608', 'human_address': '{""address"": ""25 21st Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10010""}'}"
37007,40.760205,3.0,Education,39.0,0,y,72.0,NY,"{'latitude': '40.76021383635026', 'longitude': '-73.93744882217851', 'human_address': '{""address"": ""1401 36th Ave"", ""city"": ""Astoria"", ""state"": ""NY"", ""zip"": ""11106""}'}"
41220,,4.0,Strengthening Communities,12.0,0,,8.0,NY,"{'latitude': '40.75055442831657', 'longitude': '-73.99744286821061', 'human_address': '{""address"": ""370 30th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
46786,40.706045,4.0,Strengthening Communities,56.0,0,,1.0,NY,"{'latitude': '40.70604252290616', 'longitude': '-74.01308532103428', 'human_address': '{""address"": ""32 Broadway"", ""city"": ""New York City"", ""state"": ""NY"", ""zip"": ""10004""}'}"
42782,,2.0,,36.0,0,,56.0,NY,"{'latitude': '40.711589765255496', 'longitude': '-73.95817675075642', 'human_address': '{""address"": ""1 Brooklyn"", ""city"": ""NY"", ""state"": """", ""zip"": ""11211""}'}"
38403,40.562758,3.0,Helping Neighbors in Need,51.0,0,,58.0,NY,"{'latitude': '40.59760800020911', 'longitude': '-73.820967000027', 'human_address': '{""address"": ""79 Fort"", ""city"": ""Tilden"", ""state"": ""NY"", ""zip"": ""11695""}'}"
38755,,4.0,Education,37.0,0,,17.0,NY,"{'latitude': '40.81100239694575', 'longitude': '-73.95314550778141', 'human_address': '{""address"": ""361 125th St"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10027""}'}"
51615,40.652712,2.0,Strengthening Communities,61.0,0,,40.0,NY,"{'latitude': '40.649206331820885', 'longitude': '-73.93789250578682', 'human_address': '{""address"": ""270 42nd Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}"
40668,40.706449,4.0,Helping Neighbors in Need,56.0,0,,1.0,NY,"{'latitude': '40.70641124493818', 'longitude': '-74.01279753798491', 'human_address': '{""address"": ""50 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10004""}'}"
4.5492E+4,,4.0,,20.0,0,,15.0,NY,"{'latitude': '40.79685012763133', 'longitude': '-73.96372581059762', 'human_address': '{""address"": ""697 End Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10025""}'}"
38782,40.68581,2.0,Strengthening Communities,68.0,0,,54.0,NY,"{'latitude': '40.685876893530235', 'longitude': '-73.98037041156317', 'human_address': '{""address"": ""30 Third Avenue"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11217""}'}"
38958,40.854783,4.0,Environment,47.0,0,,22.0,NY,"{'latitude': '40.85474542045091', 'longitude': '-73.92794650452043', 'human_address': '{""address"": ""515 Audubon Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10040""}'}"
41369,,,Helping Neighbors in Need,,0,y,,NY,
48877,,4.0,Helping Neighbors in Need,20.0,0,y,12.0,NY,"{'latitude': '40.786855600459035', 'longitude': '-73.97516990427897', 'human_address': '{""address"": ""171 85th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10024""}'}"
37549,,3.0,Strengthening Communities,63.0,0,,63.0,NY,"{'latitude': '40.73704138495202', 'longitude': '-73.72415699894628', 'human_address': '{""address"": ""260373 Bellerose"", ""city"": ""NY"", ""state"": """", ""zip"": ""11426""}'}"
52510,40.865714,5.0,Helping Neighbors in Need,24.0,0,,34.0,NY,"{'latitude': '40.86579443967629', 'longitude': '-73.88632317887395', 'human_address': '{""address"": ""2763 Webster Ave"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10458""}'}"
37838,40.806654,4.0,Strengthening Communities,18.0,0,,18.0,NY,"{'latitude': '40.80669464442542', 'longitude': '-73.95561864336202', 'human_address': '{""address"": ""441 Manhattan Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10026""}'}"
52031,,4.0,Helping Neighbors in Need,18.0,0,,18.0,NY,"{'latitude': '40.80351104444168', 'longitude': '-73.9572644026756', 'human_address': '{""address"": ""312 114th St"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10026""}'}"
37143,,,Strengthening Communities,,0,,,NY,
