property_id,number_of_buildings,list_of_all_property_use,site_energy_use_kbtu,multifamily_housing_total,third_party_certification_2,temporary_values,hospital_general_medical_6,multifamily_housing_number_4,office_number_of_workers,convention_center_gross_floor,municipally_supplied_potable,percent_of_recs_retained,_2nd_largest_property_use_1,data_center_cooling_equipment,pre_school_daycare_gross,estimated_data_flag_district,estimated_data_flag_fuel_1,year_ending,annual_maximum_demand_mm,hospital_general_medical_4,medical_office_number_of_2,avoided_emissions_onsite_1,data_center_ups_output_meter,number_of_active_it_meters,multifamily_housing_total_1,multifamily_housing_number,multifamily_housing_government,natural_gas_use_kbtu,nyc_borough_block_and_lot,energy_star_certification,adult_education_gross_floor,municipally_supplied_potable_1,total_ghg_emissions_metric,weather_normalized_site_eui,museum_gross_floor_area_ft,property_gfa_self_reported,fuel_oil_5_6_use_kbtu,senior_living_community_gross,last_modified_date_property_1,multifamily_housing_percent_1,medical_office_percent_that,indirect_ghg_emissions_metric,property_gfa_calculated,retail_store_gross_floor,estimated_data_flag_fuel,other_gross_floor_area_ft,hospital_general_medical_7,energy_power_station_gross,_3rd_largest_property_use_1,enclosed_mall_gross_floor,hotel_gross_floor_area_ft,urgent_care_clinic_other,last_modified_date_non,supermarket_grocery_gross,site_eui_kbtu_ft,indoor_water_use_all_water,estimated_values_energy,multifamily_housing_number_6,year_built,parent_property_id,data_center_pdu_input_meter,hospital_general_medical_2,data_center_energy_estimates,last_modified_date_water,electricity_use_grid_purchase,number_of_active_energy_meters,primary_property_type_self,worship_facility_gross_floor,data_center_gross_floor_area,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,electricity_use_generated_2,bank_branch_gross_floor_area,k_12_school_gross_floor_area,municipally_supplied_potable_2,refrigerated_warehouse_gross,energy_star_score,data_center_it_energy,medical_office_number_of_1,leed_us_project_id,estimated_values_water,self_storage_facility_gross,borough,retail_store_number_of_open,wholesale_club_supercenter_1,office_percent_that_can_be,water_use_all_water_sources,barracks_gross_floor_area,submission_date,avoided_emissions_onsite,occupancy,source_energy_use_kbtu,last_modified_date_gas_meters
2740668,1,Multifamily Housing,11669067,138,Not Available,No,Not Available,138,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.91936,165,No,557130.6,1-02179-0005,Not Available,Not Available,6298.6,882.1,81.5,Not Available,150105,Not Available,Not Available,04/16/2022 10:12 PM EDT,100,Not Available,145.6,150105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/16/2022 10:12 PM EDT,Not Available,77.7,6298.6,No,0,1967,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/16/2022 10:12 PM EDT,1722764.1,6,Multifamily Housing,Not Available,Not Available,Not Available,9389172.2,Not Available,Not Available,Not Available,6298.6,Not Available,68,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,6298.6,Not Available,2022-09-23T00:00:00.000,Not Available,100,14891790.7,04/16/2022 10:11 PM EDT
6896695,1,"Convenience Store without Gas Station, Multifamily Housing",1288762.6,32,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,4000,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.24514,64,No,304190.2,2-02703-0018,Not Available,Not Available,4987.6,99.4,42.6,Not Available,29700,Not Available,Not Available,05/31/2022 11:16 AM EDT,100,Not Available,83.2,29700.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.4,4987.6,No,32,1912,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,05/31/2022 11:03 AM EDT,984572.4,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4987.6,Not Available,89,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,4987.6,Not Available,2022-09-23T00:00:00.000,Not Available,100,3076202.5,05/31/2022 11:16 AM EDT
2666590,1,Multifamily Housing,7472261.9,82,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.0236,83,No,6258920.2,1-02149-0112,Not Available,Not Available,4684.6,435,99,Not Available,80109,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,Not Available,102.6,80109.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,02/24/2019 09:41 PM EST,Not Available,93.3,4684.6,No,82,1936,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:48 PM EST,1213341.7,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4684.6,Not Available,35,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,4684.6,Not Available,2022-09-26T00:00:00.000,Not Available,100,9969223,03/08/2022 01:36 PM EST
4945589,18,Multifamily Housing,8162135.3,184,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.85229,276,No,Not Available,1-00603-0001,Not Available,Not Available,Not Available,690,40,Not Available,215890,Not Available,Not Available,04/23/2016 06:21 PM EDT,100,Not Available,690.0,215890.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37.8,Not Available,No,184,1960,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,11/13/2018 10:29 AM EST,8162135.3,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,22853978.9,Not Available
6293402,1,Movie Theater,5887853.6,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,21-Aug,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,2495642.9,4-00641-0004;4-00641-0009,Not Available,Not Available,Not Available,419.3,75,Not Available,84000,Not Available,Not Available,06/10/2021 04:22 PM EDT,Not Available,Not Available,286.8,84000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.1,Not Available,No,Not Available,1999,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/03/2021 02:52 PM EST,3392210.7,2,Movie Theater,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,100,12118615,06/15/2022 01:21 PM EDT
20478785,1,"Medical Office, Multifamily Housing",5676567.4,46,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,1800,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,8,0,Not Available,0,0.72509,70,No,4903622.5,2033100040,Not Available,Not Available,3714.8,325.8,86.5,Not Available,65240,Not Available,Not Available,04/24/2022 06:57 PM EDT,90,100,65.3,65240.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87,3714.8,No,46,1927,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/06/2022 09:22 AM EDT,772944.9,10,Mixed Use Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3714.8,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,3714.8,Not Available,2022-09-22T00:00:00.000,Not Available,100,7313049.3,05/22/2022 10:49 PM EDT
10894247,2,Multifamily Housing,3507844.5,100,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,2.10243,150,Not Available,Not Available,3-04517-0001,Not Available,Not Available,15363.5,296.6,73.6,Not Available,47564,Not Available,Not Available,07/20/2020 11:36 PM EDT,100,Not Available,296.6,47564.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,73.7,15363.5,No,0,2000,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 07:06 PM EST,3507844.5,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15363.5,Not Available,12,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,Not Available,Not Available,Not Available,15363.5,Not Available,2022-09-22T00:00:00.000,Not Available,100,9821964.7,Not Available
4951949,1,"Multifamily Housing, Retail Store",14792428.4,175,Not Available,No,Not Available,175,Not Available,Not Available,Not Available,Not Available,11701,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.14562,175,No,290082.6,1-00894-7502,Not Available,Not Available,Not Available,1078.4,95,Not Available,164456,Not Available,Not Available,08/25/2019 10:17 AM EDT,100,Not Available,1063.0,164456.0,11701,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:29 PM EST,Not Available,89.9,Not Available,No,0,1960,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,5513337.6,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,0,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,26556078.2,03/07/2022 03:55 PM EST
3108431,1,Multifamily Housing,5605503.8,24,Not Available,No,Not Available,24,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.25575,108,No,93003.2,1-01392-0040,Not Available,Not Available,2097.3,429.3,Not Available,Not Available,93842,Not Available,Not Available,02/27/2019 09:52 PM EST,100,Not Available,125.4,93842.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/29/2022 10:07 AM EDT,Not Available,59.7,2097.3,No,0,1917,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:45 PM EST,1482762.6,8,Multifamily Housing,Not Available,Not Available,4029737.9,Not Available,Not Available,Not Available,Not Available,2097.3,Not Available,98,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,2097.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,8319424,03/29/2022 04:36 PM EDT
6629477,1,"K-12 School, Residence Hall/Dormitory",3617708,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14820,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,3133299.9,4107040020,Not Available,Not Available,351.6,207.4,42.8,Not Available,89662,Not Available,Not Available,05/25/2022 02:30 PM EDT,Not Available,Not Available,41.0,89662.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/15/2022 01:47 PM EDT,Not Available,40.3,351.6,No,Not Available,1967,15365351,Not Available,Not Available,Not Available,03/01/2022 06:20 PM EST,484408.1,4,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,74842,351.6,Not Available,94,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,351.6,Not Available,2022-09-23T00:00:00.000,Not Available,100,4646307.5,07/27/2022 02:54 PM EDT
3109149,1,"Multifamily Housing, Parking, Retail Store",38081453.5,334,Not Available,No,Not Available,334,Not Available,Not Available,Not Available,Not Available,29000,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.82469,544,No,30924567.2,1-01450-0023,Not Available,Not Available,20062.6,2247.6,94.3,Not Available,421000,Not Available,Not Available,03/22/2022 11:29 AM EDT,100,Not Available,605.0,450000.0,16000,Not Available,Not Available,Not Available,Not Available,16000,Not Available,Not Available,Not Available,02/27/2019 02:29 PM EST,Not Available,90.5,20062.6,No,0,1960,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:39 PM EST,7156886.2,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20062.6,Not Available,45,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,20062.6,Not Available,2022-09-22T00:00:00.000,Not Available,100,52510077,05/14/2022 07:39 PM EDT
4945653,1,"Multifamily Housing, Office",30881726.5,454,Not Available,No,Not Available,454,4,Not Available,Not Available,Not Available,5472,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.89391,681,Not Available,1039317.7,1-01158-7503,Not Available,Not Available,Not Available,2222.9,62.7,Not Available,513351,Not Available,Not Available,03/10/2020 09:21 PM EDT,100,Not Available,2167.6,513351.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:29 PM EST,Not Available,60.2,Not Available,No,0,1963,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,10260916.5,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,Not Available,Not Available,100,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,53379189.8,05/14/2022 07:30 PM EDT
15568358,1,Multifamily Housing,67319888.8,533,Not Available,No,Not Available,533,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,0,0.94493,879,Not Available,66173660.9,1-00331-0120,Not Available,Not Available,23209.1,3599.9,130.7,Not Available,564060,Not Available,Not Available,05/22/2022 02:44 PM EDT,100,Not Available,0.0,564060.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,05/21/2022 01:46 PM EDT,Not Available,119.3,23209.1,No,0,1949,21295171,Not Available,Not Available,Not Available,03/01/2022 06:37 PM EST,Not Available,2,Multifamily Housing,Not Available,Not Available,1146227.9,Not Available,Not Available,Not Available,Not Available,23209.1,Not Available,48,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,23209.1,Not Available,2022-09-22T00:00:00.000,Not Available,100,70640034.1,05/21/2022 01:46 PM EDT
4940490,1,Multifamily Housing,9381167.8,136,Not Available,No,Not Available,136,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.36898,154,No,7391000.3,4-09817-0030,Not Available,Not Available,Not Available,560.8,98.7,Not Available,99344,Not Available,Not Available,04/29/2016 10:31 AM EDT,10,Not Available,168.3,99344.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12/13/2018 03:50 PM EST,Not Available,94.4,Not Available,No,0,1965,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/03/2020 05:38 PM EST,1990167.5,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,45,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,95,13333019.4,07/27/2022 01:49 PM EDT
3110924,1,"Medical Office, Multifamily Housing",13091765.3,58,Not Available,No,Not Available,58,Not Available,Not Available,Not Available,Not Available,9000,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,19.8,0,Not Available,0,0.38015,176,No,138619,1-01388-0037,Not Available,Not Available,7054.1,913.4,87,Not Available,161572,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,100,906.0,161572.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:30 PM EST,Not Available,81,7054.1,No,0,1930,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/04/2022 09:29 AM EDT,2534130,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7054.1,Not Available,59,Not Available,0,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,7054.1,Not Available,2022-09-22T00:00:00.000,Not Available,100,19775618.8,03/07/2022 01:15 PM EST
