source_relation,marketplace_id,asin,item_name,display_name,product_name,brand,color,size,style,package_quantity,manufacturer,contributors,product_type,condition,release_date,item_classification,classification_id,classification_sales_rank_link,classification_sales_rank,website_display_group,website_display_group_name,website_display_group_sales_rank_link,website_display_group_sales_rank,is_memorabilia,is_adult_product,is_autographed,is_trade_in_eligible,model_number,part_number,parent_variation_asin,parent_package_container_asin,sku,fn_sku,ean,gtin,isbn,jan,minsan,upc,count_images,count_swatch_images,item_height_unit,item_height_value,item_length_unit,item_length_value,item_weight_unit,item_weight_value,item_width_unit,item_width_value,package_height_unit,package_height_value,package_length_unit,package_length_value,package_weight_unit,package_weight_value,package_width_unit,package_width_value,inventory_summary_id,inventory_last_updated_at,total_quantity,total_researching_quantity,total_reserved_quantity,fullfillable_quantity,total_unfulfillable_quantity,pending_customer_order_quantity,pending_transshipment_quantity,fc_processing_quantity,inblound_shipped_quantity,inbound_receiving_quantity,inbound_working_quantity,warehouse_damaged_quantity,carrier_damaged_quantity,customer_damaged_quantity,defective_quantity,distributor_damaged_quantity,expired_quantity,short_term_research_quantity,mid_term_research_quantity,long_term_research_quantity
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1446,flatscreen TV,product_1,Phone Case,Waystar Royco,puce,8,Vertical,1,waystar royco,,ELECTRONIC_ADAPTER,Refurbished,2024-07-11,PRODUCT_BUNDLE,100534794,,,amazon.com/GHP-BGGF-100534794,Stuff,,,f,t,f,f,GHP-BGGF-100534794,GHP-BGGF-100534794,B095PARENT,,SKU-8660,FNSKU-38892,,5947995,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00010,2025-01-01 19:36:52,72,7,16,44,5,3,0,12,17,12,19,1,4,9,6,2,0,0,37,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5396,massage chair,product_1,Wireless Mouse,Waystar Royco,falu,9,Ugly,1,waystar royco,,FOOD,New,2024-07-11,VARIATION_PARENT,100534795,,,amazon.com/GHP-BGGF-100534795,Stuff,,,f,t,f,f,GHP-BGGF-100534795,GHP-BGGF-100534795,B095PARENT,,SKU-8342,FNSKU-71904,,,5947996,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00011,2025-01-28 19:36:52,181,0,10,142,29,6,4,4,2,14,1,6,10,0,0,10,3,0,29,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3434,jacket,product_1,Wireless Mouse,Waystar Royco,smaragdine,10,Sleek,1,waystar royco,,FOOD,Used - Good,2024-07-11,BASE_PRODUCT,100534796,,,amazon.com/GHP-BGGF-100534796,Stuff,,,f,t,f,f,GHP-BGGF-100534796,GHP-BGGF-100534796,B095PARENT,,SKU-8308,FNSKU-71225,,,,5947997,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00012,2025-01-21 19:36:52,184,9,19,146,10,2,5,10,17,4,4,0,4,0,8,5,1,22,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5263,cable subscription,product_1,Phone Case,Waystar Royco,xanadu,11,"Cool, Sleek",1,waystar royco,,PET_SUPPLIES,Used - Like New,2024-07-11,OTHER,100534797,,,amazon.com/GHP-BGGF-100534797,Stuff,,,f,t,f,f,GHP-BGGF-100534797,GHP-BGGF-100534797,B095PARENT,,SKU-7224,FNSKU-60047,,,,,5947998,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00013,2025-01-13 19:36:52,184,4,4,159,17,2,4,7,9,13,18,9,6,0,1,2,3,2,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5688,laptop,product_5,Wireless Mouse,Waystar Royco,taupe,12,Awful,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Good,2024-07-11,PRODUCT_BUNDLE,100534798,,,amazon.com/GHP-BGGF-100534798,Stuff,,,f,t,f,f,GHP-BGGF-100534798,GHP-BGGF-100534798,B095PARENT,,5947999,FNSKU-46991,,,,,,,1,0,inches,,,,,,,,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00014,2025-01-16 19:36:52,269,8,35,182,44,1,0,10,3,2,11,3,1,4,10,5,4,15,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7997,banker's lamp,product_5,Wireless Mouse,Waystar Royco,amaranth,13,Smelly,1,waystar royco,,CLOTHING,Refurbished,2024-07-11,VARIATION_PARENT,100534799,,,amazon.com/GHP-BGGF-100534799,Stuff,,,f,t,f,f,GHP-BGGF-100534799,GHP-BGGF-100534799,B095PARENT,,SKU-9276,FNSKU-26768,,,,,,5948000,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00015,2025-01-18 19:36:52,391,6,90,243,52,3,0,1,11,7,20,2,3,4,3,4,1,0,14,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6585,standing desk,product_5,Laptop Stand,Waystar Royco,vermillion,14,Nice,1,waystar royco,,FOOD,New,2024-07-11,BASE_PRODUCT,100534800,,,amazon.com/GHP-BGGF-100534800,Stuff,,,f,t,f,f,GHP-BGGF-100534800,GHP-BGGF-100534800,B095PARENT,,SKU-4481,FNSKU-52112,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00016,2025-01-28 19:36:52,294,23,40,224,7,1,5,5,3,10,5,0,4,2,9,10,5,0,0,25
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2159,water bottle,product_5,Phone Case,Waystar Royco,white,15,Brutalist,1,waystar royco,,CAMPING,Used - Good,2024-07-11,OTHER,100534801,,,amazon.com/GHP-BGGF-100534801,Stuff,,,f,t,f,f,GHP-BGGF-100534801,GHP-BGGF-100534801,B095PARENT,,SKU-2673,FNSKU-52080,5948002,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00017,2025-01-22 19:36:52,17,0,2,13,2,10,4,7,9,5,13,3,4,9,5,6,1,0,0,23
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5684,iphone 16s,product_5,Laptop Stand,Waystar Royco,periwinkle,16,Minimalist,1,waystar royco,,PET_SUPPLIES,Used - Acceptable,2024-07-11,PRODUCT_BUNDLE,100534802,,,amazon.com/GHP-BGGF-100534802,Stuff,,,f,t,f,f,GHP-BGGF-100534802,GHP-BGGF-100534802,B095PARENT,,SKU-5628,FNSKU-99000,,5948003,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00018,2025-01-04 19:36:52,34,1,6,21,6,8,1,7,17,14,2,7,1,0,5,3,3,0,0,1
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6114,golden doodle puppy,product_5,Phone Case,Waystar Royco,burnt orange,17,Maximilist,1,waystar royco,,CAMPING,Used - Like New,2024-07-11,VARIATION_PARENT,100534803,,,amazon.com/GHP-BGGF-100534803,Stuff,,,f,t,f,f,GHP-BGGF-100534803,GHP-BGGF-100534803,B095PARENT,,SKU-2122,FNSKU-21346,,,5948004,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00019,2025-01-13 19:36:52,226,20,52,109,45,0,2,12,1,11,15,9,1,7,1,6,0,0,37,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6075,flatscreen TV,product_5,Phone Case,Waystar Royco,purple,32,Postmodern,1,waystar royco,,CAMPING,Refurbished,2024-07-11,BASE_PRODUCT,100534804,,,amazon.com/GHP-BGGF-100534804,Stuff,,,f,t,f,f,GHP-BGGF-100534804,GHP-BGGF-100534804,B095PARENT,,SKU-2725,FNSKU-73571,,,,5948005,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00020,2025-01-21 19:36:52,300,10,0,230,60,4,2,6,16,11,9,4,7,7,10,7,4,38,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7881,massage chair,product_5,Phone Case,Waystar Royco,violet,33,Elegant,1,waystar royco,,ELECTRONIC_ADAPTER,Refurbished,2024-07-11,OTHER,100534805,,,amazon.com/GHP-BGGF-100534805,Stuff,,,f,t,f,f,GHP-BGGF-100534805,GHP-BGGF-100534805,B095PARENT,,SKU-6899,FNSKU-68885,,,,,5948006,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00021,2025-01-24 19:36:52,243,7,1,199,36,1,1,11,0,2,0,7,9,2,7,5,2,0,15,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8292,jacket,product_5,Wireless Mouse,Waystar Royco,blue,Gifting Sizing Kit,Modern,1,waystar royco,,CLOTHING,Used - Acceptable,2024-07-11,PRODUCT_BUNDLE,100534806,,,amazon.com/GHP-BGGF-100534806,Stuff,,,f,f,f,f,GHP-BGGF-100534806,GHP-BGGF-100534806,B095PARENT,,5948007,FNSKU-56792,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00022,2025-01-09 19:36:52,284,6,30,198,50,9,4,7,16,17,0,9,4,6,10,9,1,0,0,34
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8471,cable subscription,product_5,Laptop Stand,Waystar Royco,turquoise,Sizing Kit,"Modern, Elegant",1,waystar royco,,CAMPING,Used - Acceptable,2024-07-11,VARIATION_PARENT,100534807,,,amazon.com/GHP-BGGF-100534807,Stuff,,,f,f,f,f,GHP-BGGF-100534807,GHP-BGGF-100534807,B095PARENT,,SKU-7693,FNSKU-55041,,,,,,5948008,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00023,2025-01-08 19:36:52,450,43,37,334,36,2,4,12,5,12,15,3,2,3,6,8,3,0,0,49
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9249,laptop,product_5,Bluetooth Speaker,Waystar Royco,green,1,Heritage,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Like New,2024-07-11,BASE_PRODUCT,100534808,,,amazon.com/GHP-BGGF-100534808,Stuff,,,f,f,f,f,GHP-BGGF-100534808,GHP-BGGF-100534808,B095PARENT,,SKU-5755,FNSKU-93415,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00024,2025-01-10 19:36:52,164,13,31,109,11,5,4,1,15,9,7,3,1,3,8,2,2,0,40,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4870,banker's lamp,product_5,Wireless Mouse,Waystar Royco,yellow,2,Traditional,1,waystar royco,,PET_SUPPLIES,Used - Like New,2024-07-11,OTHER,100534809,,,amazon.com/GHP-BGGF-100534809,Stuff,,,f,f,f,f,GHP-BGGF-100534809,GHP-BGGF-100534809,B095PARENT,,SKU-4490,FNSKU-45884,5948010,,,,,,1,0,inches,,,,,,,,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00025,2025-01-16 19:36:52,104,8,23,59,14,4,2,13,12,8,6,3,1,10,5,6,4,42,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6228,standing desk,product_5,USB Cable,Waystar Royco,beige,3,Horizon,1,waystar royco,,FOOD,Used - Like New,2024-07-11,PRODUCT_BUNDLE,100534810,,,amazon.com/GHP-BGGF-100534810,Stuff,,,f,f,f,f,GHP-BGGF-100534810,GHP-BGGF-100534810,B095PARENT,,SKU-1996,FNSKU-21170,,5948011,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00026,2025-01-09 19:36:52,105,3,12,79,11,5,3,2,4,3,8,3,7,0,10,1,3,47,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3370,water bottle,product_1,Wireless Mouse,Waystar Royco,brown,4,Vertical,1,waystar royco,,FOOD,Used - Like New,2024-07-11,VARIATION_PARENT,100534811,,,amazon.com/GHP-BGGF-100534811,Stuff,,,f,f,f,f,GHP-BGGF-100534811,GHP-BGGF-100534811,B095PARENT,,SKU-7001,FNSKU-90788,,,5948012,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00027,2025-01-01 19:36:52,209,6,11,175,17,3,3,12,15,12,17,9,10,10,5,4,0,0,0,23
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6880,iphone 16s,product_1,Wireless Mouse,Waystar Royco,black,5,Ugly,1,waystar royco,,PET_SUPPLIES,New,2024-07-11,BASE_PRODUCT,100534812,,,amazon.com/GHP-BGGF-100534812,Stuff,,,f,f,f,f,GHP-BGGF-100534812,GHP-BGGF-100534812,B095PARENT,,SKU-6283,FNSKU-30086,,,,5948013,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00028,2025-01-03 19:36:52,459,15,101,313,30,2,1,10,12,20,6,1,9,4,10,1,5,0,21,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6108,golden doodle puppy,product_1,Wireless Mouse,Waystar Royco,orange,6,Sleek,1,waystar royco,,CAMPING,New,2024-07-11,OTHER,100534813,,,amazon.com/GHP-BGGF-100534813,Stuff,,,f,f,f,f,GHP-BGGF-100534813,GHP-BGGF-100534813,B095PARENT,,SKU-3200,FNSKU-40224,,,,,5948014,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00029,2025-01-19 19:36:52,326,29,19,256,22,9,1,8,3,9,11,7,9,8,5,6,5,0,0,33
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3881,flatscreen TV,product_1,Bluetooth Speaker,Waystar Royco,topaz,7,"Cool, Sleek",1,waystar royco,,FOOD,Refurbished,2024-07-11,PRODUCT_BUNDLE,100534814,,,amazon.com/GHP-BGGF-100534814,Stuff,,,f,f,f,f,GHP-BGGF-100534814,GHP-BGGF-100534814,B095PARENT,,5948015,FNSKU-29628,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00030,2025-01-26 19:36:52,2,0,0,2,0,1,0,0,0,17,10,10,7,6,9,3,2,0,0,27
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6463,massage chair,product_1,USB Cable,Waystar Royco,pearl,8,Awful,1,waystar royco,,FOOD,New,2024-07-11,VARIATION_PARENT,100534815,,,amazon.com/GHP-BGGF-100534815,Stuff,,,f,f,f,t,GHP-BGGF-100534815,GHP-BGGF-100534815,B095PARENT,,SKU-3693,FNSKU-52130,,,,,,5948016,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00031,2025-01-24 19:36:52,400,33,73,271,23,2,5,3,1,19,1,0,2,1,10,9,5,25,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1307,jacket,product_1,USB Cable,Waystar Royco,teal,8,Smelly,1,waystar royco,,FOOD,Used - Like New,2024-07-11,BASE_PRODUCT,100534816,,,amazon.com/GHP-BGGF-100534816,Stuff,,,f,f,f,t,GHP-BGGF-100534816,GHP-BGGF-100534816,B095PARENT,,SKU-4100,FNSKU-20983,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00032,2025-01-29 19:36:52,59,1,9,48,1,6,4,13,3,2,0,4,2,4,2,8,0,3,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E2STG2962,cable subscription,product_1,USB Cable,Waystar Royco,sage,9,Nice,1,waystar royco,,FOOD,Refurbished,2024-07-11,OTHER,100534817,,,amazon.com/GHP-BGGF-100534817,Stuff,,,f,f,f,t,GHP-BGGF-100534817,GHP-BGGF-100534817,B095PARENT,,SKU-8346,FNSKU-82944,5948018,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00033,2025-01-09 19:36:52,474,35,61,336,42,9,1,15,4,20,11,6,5,1,1,6,0,37,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4686,laptop,product_1,Wireless Mouse,Waystar Royco,peach,10,Brutalist,1,waystar royco,,CLOTHING,Used - Like New,2024-07-11,PRODUCT_BUNDLE,100534818,,,amazon.com/GHP-BGGF-100534818,Stuff,,,f,f,f,t,GHP-BGGF-100534818,GHP-BGGF-100534818,B095PARENT,,SKU-5963,FNSKU-97454,,5948019,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00034,2025-01-14 19:36:52,346,33,37,234,42,9,2,9,13,4,4,6,9,0,6,1,3,0,31,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7897,banker's lamp,product_1,Bluetooth Speaker,Waystar Royco,indigo,11,Minimalist,1,waystar royco,,PET_SUPPLIES,Used - Acceptable,2024-07-11,VARIATION_PARENT,100534819,,,amazon.com/GHP-BGGF-100534819,Stuff,,,f,f,f,t,GHP-BGGF-100534819,GHP-BGGF-100534819,B095PARENT,,SKU-7569,FNSKU-23220,,,5948020,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00035,2025-01-24 19:36:52,202,4,45,143,10,0,1,9,15,10,3,10,3,10,0,9,2,48,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1150,standing desk,product_1,Wireless Mouse,Waystar Royco,navy blue,12,Maximilist,1,waystar royco,,ELECTRONIC_ADAPTER,Refurbished,2024-07-11,BASE_PRODUCT,100534820,,,amazon.com/GHP-BGGF-100534820,Stuff,,,f,f,f,t,GHP-BGGF-100534820,GHP-BGGF-100534820,B095PARENT,,SKU-3374,FNSKU-56973,,,,5948021,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00036,2025-01-22 19:36:52,166,15,21,117,13,10,0,7,3,1,4,5,2,2,2,6,3,0,0,19
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4612,water bottle,product_2,Wireless Mouse,Waystar Royco,royal blue,13,Postmodern,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Acceptable,2024-07-11,OTHER,100534821,,,amazon.com/GHP-BGGF-100534821,Stuff,,,f,f,f,t,GHP-BGGF-100534821,GHP-BGGF-100534821,B095PARENT,,SKU-1678,FNSKU-89445,,,,,5948022,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00037,2025-01-29 19:36:52,207,18,9,177,3,8,1,4,17,11,3,6,5,2,6,8,3,0,41,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1246,iphone 16s,product_2,USB Cable,Waystar Royco,pink,14,Elegant,1,waystar royco,,PET_SUPPLIES,Used - Acceptable,2024-07-11,PRODUCT_BUNDLE,100534822,,,amazon.com/GHP-BGGF-100534822,Stuff,,,f,f,f,t,GHP-BGGF-100534822,GHP-BGGF-100534822,B095PARENT,,5948023,FNSKU-57000,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00038,2025-01-17 19:36:52,247,22,4,196,25,2,0,4,5,3,16,4,3,9,0,8,0,0,0,28
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5474,golden doodle puppy,product_2,Wireless Mouse,Waystar Royco,baby blue,15,Modern,1,waystar royco,,CLOTHING,Used - Good,2024-07-11,VARIATION_PARENT,100534823,,,amazon.com/GHP-BGGF-100534823,Stuff,,,f,f,f,t,GHP-BGGF-100534823,GHP-BGGF-100534823,B095PARENT,,SKU-3899,FNSKU-81315,,,,,,5948024,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00039,2025-01-16 19:36:52,299,14,5,241,39,3,2,5,0,15,10,3,10,7,0,6,0,0,41,0
