job_filing_number,floor_id,floor_kva,sign_text,floor_hpkw,sign_va_per_transformer,item_cost
B00059611-I1-EL,9629B4F9-5481-E811-811A-005056B627E4,0,,0,0.0,0.25
X00149733-I1-EL,FF8B6EAC-1156-E911-8120-005056B627E4,0,,0,0.0,0.25
M00127298-I1-EL,7B20B2C0-5929-E911-811E-005056B627E6,0,,5,0.0,0.25
B00122005-I1-EL,0,0,,0,0.0,37.5
B00061490-I1-EL,0,0,,0,0.0,15.0
Q00054518-I1-EL,8DF52BBD-D273-E811-811A-005056B627E4,1,,1,0.0,0.25
X00005975-I1-EL,0,0,,0,0.0,15.0
B00100261-I1-EL,B39B2D99-FAE8-E811-811A-005056B627E6,0,,0,0.0,0.25
S00086631-I1-EL,0,0,,0,0.0,30.0
M00067271-I1-EL,0,0,,0,0.0,45.0
M00129674-I1-EL,0,0,,0,0.0,15.0
Q00154457-I1-EL,0,0,,0,0.0,15.0
B00020834-P1,0,0,,0,0.0,105.0
B00061923-I1-EL,0994510D-F188-E811-811A-005056B627E4,0,,0,0.0,0.25
M00011436-I1-EL,FF28CEA2-E4FA-E711-8116-005056B627E6,0,,0,0.0,0.25
B00068453-I1-EL,0,0,,0,0.0,8.0
B00101038-I1-EL,FF0F3305-A7EB-E811-811A-005056B627E6,0,,0,0.0,0.25
Q00110910-I1-EL,0,0,,0,0.0,15.0
M00035881-P2,0,0,,0,0.0,45.0
M00086802-I1-EL,0,0,,0,0.0,50.0
B00021428-I1-EL,190FF191-3F17-E811-8117-005056B627E4,0,,1,0.0,0.25
B00100311-I1-EL,A1877A16-03E9-E811-811A-005056B627E6,0,,0,0.0,0.25
S00058947-I1-EL,0,0,,0,0.0,15.0
B00079011-I1-EL,DEC30979-51B7-E811-811B-005056B627E4,0,,2,0.0,0.25
Q00029797-I1-EL,0,0,,0,0.0,15.0
B00144595-I1-EL,0,0,,0,0.0,15.0
Q00084789-I1-EL,9CDCA1BC-3AC7-E811-811B-005056B627E4,1,,1,0.0,0.25
Q00102407-I1-EL,0*,0,,0,0.0,8.0
M00057830-P2,0,0,,0,0.0,37.5
M00097073-I1-EL,0,0,,0,0.0,45.0
M00037236-I1-EL,E811-8117-005056B627E4,0,,0,0.0,0.25
B00133891-I1-EL,CC601B5A-2236-E911-811F-005056B627E6,0,,0,0.0,0.25
B00021609-I1-EL,0,0,,0,0.0,15.0
Q00121642-I1-EL,0,0,,0,0.0,15.0
Q00050149-P1,F314E899-DDE3-E811-811B-005056B627E4,0,,60,0.0,0.25
B00061923-I1-EL,0033656B-F488-E811-811A-005056B627E4,0,,0,0.0,0.25
M00096057-I1-EL,0,0,,0,0.0,75.0
Q00031510-I1-EL,0,0,,0,0.0,15.0
Q00156864-I1-EL,43E1EA6A-4362-E911-8120-005056B627E6,0,,0,0.0,0.25
B00033724-I1-EL,FFB4E4C2-303C-E811-8117-005056B627E4,0,,0,0.0,0.25
M00127298-I1-EL,F05174E0-5929-E911-811E-005056B627E6,0,,5,0.0,0.25
M00040724-I1-EL,0,0,,0,0.0,125.0
B00060759-I1-EL,065BDBAE-1B85-E811-811A-005056B627E4,0,,0,0.0,0.25
X00120385-I1-EL,002BF73A-F319-E911-811D-8CFAEDA547D3,0,,5,0.0,0.25
M00093344-I1-EL,0,0,,0,0.0,75.0
Q00075231-I1-EL,0,0,,0,0.0,15.0
B00061923-I1-EL,202C47C8-F288-E811-811A-005056B627E4,0,,5,0.0,0.25
M00029849-I1-EL,0,0,,0,0.0,30.0
B00061923-I1-EL,8D77DA45-F488-E811-811A-005056B627E4,0,,5,0.0,0.25
M00102760-I1-EL,0,0,,0,0.0,15.0
Q00007523-I1-EL,FFC58837-B9E6-E711-8116-005056B627E6,5,,5,0.0,0.25
B00065549-P1,0,0,,0,0.0,45.0
Q00024949-I1-EL,F23F394F-7C21-E811-8117-005056B627E4,0,,0,0.0,0.25
M00048916-I1-EL,0,0,,0,0.0,50.0
X00026312-I1-EL,FF978EF0-F925-E811-8117-005056B627E4,0,,0,0.0,0.25
M00071682-I1-EL,0,0,,0,0.0,15.0
B00124402-I1-EL,FF202CAA-5F23-E911-811E-005056B627E6,0,,0,0.0,0.25
Q00007904-I1-EL,0,0,,0,0.0,15.0
B00119346-I1-EL,0,0,,0,0.0,105.0
M00028669-I1-EL,0,0,,0,0.0,12.0
Q00111942-I1-EL,0,0,,0,0.0,15.0
X00099962-I1-EL,0,0,,0,0.0,375.0
M00022288-I1-EL,0,0,,0,0.0,30.0
M00056524-I1-EL,0,0,,0,0.0,45.0
Q00011628-I1-EL,0,0,,0,0.0,15.0
M00147948-I1-EL,66D45E25-8B51-E911-8120-005056B627E4,0,,150,0.0,0.25
X00036485-P1,0031B4EE-4D0F-E911-811C-005056B627E4,0,,1,0.0,0.25
M00043954-I1-EL,CBA47BC6-9E57-E811-8117-005056B627E4,0,,52,0.0,0.25
M00078663-P1,0,0,,0,0.0,15.0
Q00021418-I1-EL,0,0,,0,0.0,15.0
X00083582-I1-EL,0,0,,0,0.0,50.0
M00030198-I1-EL,FFF262C1-4431-E811-8117-005056B627E4,0,,0,0.0,0.25
B00121721-P1,0,0,,0,0.0,8.0
Q00009717-I1-EL,0,0,,0,0.0,15.0
S00026328-I1-EL,0,0,,0,0.0,105.0
X00146530-I1-EL,FF304363-DD4F-E911-8120-005056B627E4,0,,13,0.0,0.25
M00026993-I1-EL,0,0,,0,0.0,15.0
B00086377-I1-EL,FF9EB455-F5D2-E811-811B-005056B627E4,0,,30,0.0,0.25
S00030753-I1-EL,0,0,,0,0.0,30.0
B00012873-I1-EL,0,0,,0,0.0,75.0
M00151828-I1-EL,0,0,,0,0.0,15.0
M00110286-I1-EL,0,0,,0,0.0,75.0
X00092826-I1-EL,FA980238-B7D8-E811-811A-005056B627E6,0,,0,0.0,0.25
B00128799-P3,0,0,,0,0.0,8.0
B00059611-I1-EL,687E7A07-5581-E811-811A-005056B627E4,0,,0,0.0,0.25
S00095794-I1-EL,0,0,,0,0.0,15.0
M00009449-P3,0,0,,0,0.0,30.0
S00069119-I1-EL,0,0,,0,0.0,8.0
Q00009682-P1,0,0,,0,0.0,50.0
B00100311-I1-EL,FF459931-03E9-E811-811A-005056B627E6,0,,0,0.0,0.25
Q00084789-I1-EL,D77CDDDF-3AC7-E811-811B-005056B627E4,0,,1,0.0,0.25
X00113923-I1-EL,0,0,,0,0.0,15.0
Q00095186-I1-EL,bf3d7914-fadd-e811-811a-005056b627e6,20,,0,0.0,0.25
B00137927-I1-EL,0,0,,0,0.0,30.0
Q00023347-I1-EL,0,0,,0,0.0,15.0
X00066440-I1-EL,0,0,,0,0.0,45.0
M00021133-I1-EL,0,0,,0,0.0,8.0
M00082466-P2,0,0,,0,0.0,15.0
S00111165-I1-EL,00176498-4302-E911-811C-005056B627E4,0,,0,0.0,0.25
Q00148178-I1-EL,FF90011B-0D52-E911-8120-005056B627E4,0,,2,0.0,0.25
Q00094590-I1-EL,BBC8EAD2-16DD-E811-811A-005056B627E6,0,,1,0.0,0.25
X00074993-I1-EL,0,0,,0,0.0,8.0
M00073886-I1-EL,0,0,,0,0.0,50.0
M00017097-I1-EL,0,0,,0,0.0,37.5
B00022415-P1,FFD511FC-252A-E811-8117-005056B627E4,0,,1,0.0,0.25
B00075574-I1-EL,C4AF435A-92AC-E811-811B-005056B627E4,0,,0,0.0,0.25
Q00059235-I1-EL,0,0,,0,0.0,15.0
M00147948-I1-EL,897A6FAC-8C51-E911-8120-005056B627E4,0,,120,0.0,0.25
Q00084789-I1-EL,FF94562C-3BC7-E811-811B-005056B627E4,0,,0,0.0,0.25
B00022431-I1-EL,3F60CD03-1F1B-E811-8117-005056B627E4,0,,0,0.0,0.25
M00152764-I1-EL,001CC2BA-025B-E911-8120-005056B627E6,0,,0,0.0,0.25
M00077637-I1-EL,FF0EBEBF-F2B2-E811-811B-005056B627E4,0,,0,0.0,0.25
Q00148726-I1-EL,FFC09EAC-F153-E911-8120-005056B627E4,0,,0,0.0,0.25
X00080477-I1-EL,0,0,,0,0.0,8.0
Q00024949-I1-EL,FE7D1374-7C21-E811-8117-005056B627E4,0,,0,0.0,0.25
B00083697-I1-EL,0,0,,0,0.0,125.0
M00049832-I1-EL,DE7F7D43-0568-E811-8119-005056B627E6,0,,0,0.0,0.25
B00116107-I1-EL,0,0,,0,0.0,15.0
M00043778-I1-EL,0,0,,0,0.0,125.0
Q00131064-I1-EL,0,0,,0,0.0,8.0
M00110249-I1-EL,FA8A3F32-A0FF-E811-811C-005056B627E4,0,,0,0.0,0.25
Q00143267-I1-EL,0,0,,0,0.0,8.0
Q00018983-I1-EL,59F39198-3F10-E811-8117-005056B627E4,0,,0,0.0,0.25
S00071058-I1-EL,0,0,,0,0.0,15.0
X00007833-I1-EL,0,0,,0,0.0,45.0
B00152241-I1-EL,0,0,,0,0.0,15.0
S00077357-I1-EL,0,0,,0,0.0,15.0
B00113302-I1-EL,0,0,,0,0.0,15.0
X00068238-I1-EL,0,0,,0,0.0,8.0
B00036112-I1-EL,FA5D0439-8742-E811-8117-005056B627E4,0,,0,0.0,0.25
X00161066-I1-EL,FF59B08F-796B-E911-8120-005056B627E6,0,,0,0.0,0.25
Q00076479-I1-EL,00281307-91B0-E811-811B-005056B627E4,0,,0,0.0,0.25
B00057237-I1-EL,0,0,,0,0.0,75.0
Q00050149-P1,3D4A0CB0-DCE3-E811-811B-005056B627E4,0,,0,0.0,0.25
B00122545-I1-EL,0,0,,0,0.0,8.0
B00105686-P1,0,0,,0,0.0,50.0
S00037278-I1-EL,0,0,,0,0.0,45.0
B00032983-I1-EL,0,0,,0,0.0,8.0
M00127298-I1-EL,39309C9B-5929-E911-811E-005056B627E6,0,,5,0.0,0.25
Q00070497-I1-EL,0,0,,0,0.0,37.5
Q00094590-I1-EL,FF9E8962-17DD-E811-811A-005056B627E6,0,,9,0.0,0.25
X00009555-I1-EL,0,0,SIGN ON WALL,0,576.0,90.0
Q00073970-I1-EL,0,0,,0,0.0,37.5
B00093897-I1-EL,FFF7E575-B7DE-E811-811B-005056B627E4,0,,0,0.0,0.25
Q00089962-I1-EL,0,0,,0,0.0,37.5
X00092826-I1-EL,0002607A-B7D8-E811-811A-005056B627E6,0,,0,0.0,0.25
M00110249-I1-EL,0BEE922A-A0FF-E811-811C-005056B627E4,0,,0,0.0,0.25
B00086377-I1-EL,A0938C07-F5D2-E811-811B-005056B627E4,0,,0,0.0,0.25
Q00084789-I1-EL,EC6797FB-3AC7-E811-811B-005056B627E4,0,,1,0.0,0.25
M00131853-I1-EL,FC34A4F2-6031-E911-811F-005056B627E6,0,,0,0.0,0.25
M00037926-I1-EL,0,0,,0,0.0,45.0
B00053210-I1-EL,FF35B904-CE6F-E811-811A-005056B627E4,0,,0,0.0,0.25
B00128818-I1-EL,0,0,,0,0.0,15.0
M00057698-I1-EL,0,0,,0,0.0,15.0
M00034312-P1,0,0,,0,0.0,75.0
Q00083513-I1-EL,0,0,,0,0.0,15.0
B00019209-I1-EL,0,0,,0,0.0,37.5
M00010953-P1,3A934D7E-5D22-E811-8117-005056B627E4,0,,0,0.0,0.25
B00134936-I1-EL,09E4E3D0-3439-E911-811F-005056B627E6,0,,0,0.0,0.25
Q00109399-I1-EL,0,0,,0,0.0,8.0
B00044544-I1-EL,0,0,,0,0.0,15.0
X00043169-I1-EL,0,0,,0,0.0,8.0
Q00058547-I1-EL,0,0,,0,0.0,8.0
B00006279-P2,0,0,,0,0.0,50.0
Q00156035-I1-EL,F71803B9-3161-E911-8120-005056B627E6,0,,2,0.0,0.25
S00013685-I1-EL,0,0,,0,0.0,15.0
B00149823-I1-EL,0,0,,0,0.0,15.0
M00015852-I1-EL,0,0,,0,0.0,37.5
B00070958-I1-EL,0,0,,0,0.0,8.0
M00043954-I1-EL,18A8D7FA-9E57-E811-8117-005056B627E4,6,,8,0.0,0.25
M00100605-I1-EL,0,0,,0,0.0,15.0
B00015670-I1-EL,0,0,ARCH SHAPED CHANNEL LETTER,0,1.0,65.0
B00103463-I1-EL,0,0,,0,0.0,8.0
X00076821-I1-EL,0,0,,0,0.0,50.0
B00098337-I1-EL,0,0,,0,0.0,37.5
B00118674-I1-EL,0,0,,0,0.0,37.5
X00071214-I1-EL,0,0,,0,0.0,37.5
M00137258-I1-EL,0,0,,0,0.0,37.5
B00142100-I1-EL,0,0,,0,0.0,15.0
M00054272-I1-EL,0,0,,0,0.0,50.0
Q00156035-I1-EL,FF0088C7-3161-E911-8120-005056B627E6,0,,2,0.0,0.25
X00127999-I1-EL,0,0,,0,0.0,45.0
M00124660-I1-EL,0,0,,0,0.0,50.0
B00120602-I1-EL,0,0,,0,0.0,8.0
Q00024949-I1-EL,91BCA85D-7C21-E811-8117-005056B627E4,0,,0,0.0,0.25
M00143765-I1-EL,F66153BE-774A-E911-8120-005056B627E4,0,,0,0.0,0.25
B00005533-I1-EL,0,0,,0,0.0,125.0
M00054034-P1,0,0,,0,0.0,105.0
Q00065815-I1-EL,0,0,,0,0.0,15.0
Q00113655-I1-EL,0,0,,0,0.0,8.0
M00149313-I1-EL,FFC3AABE-8D55-E911-8120-005056B627E4,0,,53,0.0,0.25
S00039846-I1-EL,0,0,,0,0.0,15.0
Q00011903-I1-EL,0,0,,0,0.0,15.0
B00140882-I1-EL,0,0,,0,0.0,15.0
B00083453-I1-EL,FD7D4D57-2BC3-E811-811B-005056B627E4,0,,0,0.0,0.25
B00061923-I1-EL,8E84CD45-F388-E811-811A-005056B627E4,0,,5,0.0,0.25
M00110249-I1-EL,FF0E544E-A0FF-E811-811C-005056B627E4,0,,0,0.0,0.25
