tree_id,boro_ct,borocode,brch_shoe,sidewalk,health,trunk_wire,nta_name,spc_common,cb_num,brch_other,brch_light
196627,4021600,4,No,NoDamage,Fair,No,Kew Gardens,pin oak,409,No,No
183942,2038100,2,No,NoDamage,Fair,No,Mount Hope,honeylocust,205,No,No
178387,1006000,1,No,NoDamage,Good,No,Stuyvesant Town-Cooper Village,London planetree,106,No,No
189317,4071304,4,No,NoDamage,Good,No,Forest Hills,Sophora,406,No,No
178264,3013300,3,No,NoDamage,Good,No,Park Slope-Gowanus,Norway maple,306,No,No
204033,1019100,1,No,NoDamage,Good,No,Upper West Side,honeylocust,107,No,No
195252,1007100,1,No,NoDamage,Good,No,West Village,pin oak,102,No,No
167938,2045600,2,No,NoDamage,Good,No,Eastchester-Edenwald-Baychester,Norway maple,212,No,No
189582,3018700,3,No,NoDamage,Good,No,Fort Greene,ginkgo,302,No,No
187336,4044302,4,No,Damage,Fair,No,Corona,Norway maple,404,No,Yes
208458,4114100,4,No,NoDamage,Good,No,Murray Hill,London planetree,407,No,No
201490,4092800,4,No,NoDamage,Good,No,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,honeylocust,414,No,No
182264,3034000,3,No,Damage,Good,No,Seagate-Coney Island,Sophora,313,No,No
