property_id,office_weekly_operating_hours,multifamily_housing_number_5,net_emissions_metric_tons,retail_store_cash_register,food_service_gross_floor,address_2,primary_property_type_epa,non_refrigerated_warehouse,data_center_pdu_input_meter,municipally_supplied_potable_1,supermarket_grocery_gross,property_floor_area_building,weather_normalized_site,retail_store_gross_floor,national_median_source_eui,electricity_use_generated_1,national_median_energy_star,fast_food_restaurant_gross,pre_school_daycare_gross,data_center_national_median,multifamily_housing_percent_1,fuel_oil_1_use_kbtu,hospital_general_medical_1,kerosene_use_kbtu,bar_nightclub_gross_floor,vocational_school_gross_floor,nyc_borough_block_and_lot,data_center_it_site_energy,senior_care_community_gross,data_center_it_source_energy,occupancy,hospital_general_medical_4,multifamily_housing_number_3,census_tract,medical_office_gross_floor,total_ghg_emissions_metric,energy_power_station_gross,avoided_emissions_onsite,hospital_general_medical,manufacturing_industrial,municipally_supplied_potable_3,longitude,percent_of_electricity_that,water_wastewater_investment,retail_store_computer_density,weather_normalized_site_eui,personal_services_health,indoor_water_use_all_water,hospital_general_medical_3,courthouse_gross_floor_area,hospital_general_medical_6,social_meeting_hall_gross,hospital_general_medical_9,borough,outpatient_rehabilitation,year_built,data_center_it_energy,restaurant_weekly_operating,fuel_oil_2_use_kbtu,estimated_data_flag_fuel,worship_facility_gross_floor,mailing_center_post_office,hospital_general_medical_12,estimated_data_flag_fuel_2,fuel_oil_no_2_cost
2606288,Not Available,Not Available,1015.8,0.20578,Not Available,Not Available,Retail Store,Not Available,Not Available,Not Available,Not Available,121490,23.4,121490,114.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1013910014,Not Available,Not Available,Not Available,100,Not Available,Not Available,130.0,Not Available,1015.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.963368,0,Not Available,0.94658,103.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2638690,Not Available,Not Available,1662.7,Not Available,Not Available,Not Available,Library,Not Available,Not Available,Not Available,Not Available,245000,15.7,Not Available,235.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2032730001,Not Available,Not Available,Not Available,100,Not Available,Not Available,397.0,Not Available,1662.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.889712,0,Not Available,Not Available,97.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1997,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2558651,60.9,Not Available,1593.1,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,192500,19.9,Not Available,265.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1000460001,Not Available,Not Available,Not Available,100,Not Available,Not Available,7.0,Not Available,1593.1,Not Available,Not Available,Not Available,Not Available,Not Available,-74.011632,0,Not Available,Not Available,103.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1932,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2533061,Not Available,0.72182,666.2,0,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,105948,10.7,6200,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1000787507,Not Available,Not Available,Not Available,100,Not Available,1.21306,1502.0,Not Available,666.2,Not Available,Not Available,Not Available,Not Available,Not Available,-74.007538,0,Not Available,0,83.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2367857,168,Not Available,2397.7,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,69705,56.8,Not Available,148.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1021240043,Not Available,Not Available,Not Available,100,Not Available,Not Available,,Not Available,2397.7,Not Available,Not Available,Not Available,Not Available,Not Available,,0,Not Available,Not Available,530.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1995,Not Available,Not Available,1759499.7,No,Not Available,Not Available,Not Available,Not Available,Not Available
1463909,61.03,Not Available,2340,0.76921,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,356686,19.5,39001,301.2,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1012670034,Not Available,Not Available,Not Available,100,Not Available,Not Available,104.0,Not Available,2340,Not Available,Not Available,Not Available,Not Available,21.15,-73.977122,0,Not Available,0.1282,80.3,Not Available,7542.6,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2388664,Not Available,0.91102,867.6,0,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,1500,134720,5,1500,127.9,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,1008170085,Not Available,Not Available,Not Available,100,Not Available,0.95657,54.0,Not Available,867.6,Not Available,Not Available,Not Available,Not Available,Not Available,-73.994364,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1955,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
1160893,Not Available,Not Available,734,0.31514,Not Available,Not Available,Retail Store,Not Available,Not Available,Not Available,Not Available,166320,13.7,166320,274.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2051410003,Not Available,Not Available,Not Available,100,Not Available,Not Available,46201.0,Not Available,734,Not Available,Not Available,Not Available,Not Available,Not Available,-73.82977,0,Not Available,0.10221,55.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1997,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1483343,Not Available,Not Available,11123.2,Not Available,Not Available,Not Available,Hotel,Not Available,Not Available,0.29,Not Available,1165000,15.8,Not Available,204.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01005-0001,Not Available,Not Available,Not Available,100,Not Available,Not Available,131.0,Not Available,11123.2,Not Available,Not Available,Not Available,Not Available,64.86,-73.982095,0,Not Available,Not Available,134.5,Not Available,75558,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1990,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1370307,80.88,Not Available,9625.8,1.66269,Not Available,Not Available,Office,29262,Not Available,Not Available,Not Available,841709,36.7,23456,393.3,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1010140033,Not Available,Not Available,Not Available,100,Not Available,Not Available,119.0,Not Available,9625.8,Not Available,Not Available,Not Available,Not Available,24.68,-73.986713,0,Not Available,1.53479,139.7,Not Available,20771.9,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1998,Not Available,133,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2636880,Not Available,0,0,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,67680,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,70,Not Available,Not Available,Not Available,Not Available,Not Available,1021770018,Not Available,Not Available,Not Available,100,Not Available,1.4,265.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.38,-73.939479,0,Not Available,Not Available,Not Available,Not Available,93.2,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1890,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
1567409,Not Available,Not Available,37954.9,Not Available,Not Available,Not Available,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Not Available,2227728,33.4,Not Available,421.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,3.18666,Not Available,Not Available,Not Available,1-00962-0080;1-00962-7501,Not Available,Not Available,Not Available,100,1069,Not Available,62.0,Not Available,37954.9,Not Available,Not Available,7099,Not Available,Not Available,-73.974594,0,Not Available,Not Available,225.2,Not Available,Not Available,100% Yes,Not Available,20,Not Available,667,MANHATTAN,Not Available,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available
2640539,Not Available,0,611.7,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,150870,4.5,Not Available,136.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4050500004,Not Available,Not Available,Not Available,100,Not Available,1.49135,863.0,Not Available,611.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.821007,0,Not Available,Not Available,66.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2475329,60,Not Available,720.1,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,126615,14.3,Not Available,209.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01283-0001,Not Available,Not Available,Not Available,100,Not Available,Not Available,94.0,Not Available,720.1,Not Available,Not Available,Not Available,Not Available,29.53,-73.978101,0,Not Available,Not Available,70.7,Not Available,3739.2,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1180593,Not Available,Not Available,323.4,Not Available,Not Available,Not Available,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Not Available,131610,Not Available,Not Available,426.5,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,4-09364-0010,Not Available,Not Available,Not Available,100,90.8,Not Available,14202.0,Not Available,323.4,Not Available,Not Available,342.19,Not Available,1535.6,-73.816183,Not Available,Not Available,Not Available,Not Available,Not Available,202099.8,No,Not Available,6,Not Available,70,QUEENS,Not Available,1990,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available
2596995,Not Available,0,435.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,80850,3.3,Not Available,118.6,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3-06620-0001,Not Available,Not Available,Not Available,100,Not Available,0.925,428.0,Not Available,435.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.984658,0,Not Available,Not Available,92.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2612495,Not Available,Not Available,448.5,Not Available,Not Available,Not Available,Medical Office,Not Available,Not Available,1.03,Not Available,67480,17.6,Not Available,253.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00869-0049,Not Available,Not Available,Not Available,100,Not Available,Not Available,,65948,448.5,Not Available,Not Available,Not Available,Not Available,81.4,,0,Not Available,Not Available,83.8,Not Available,5492.9,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2630988,65,Not Available,1128.9,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,142990,17.1,Not Available,248.3,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1000220017,Not Available,Not Available,Not Available,100,Not Available,Not Available,9.0,Not Available,1128.9,Not Available,Not Available,Not Available,Not Available,Not Available,-74.013096,0,Not Available,Not Available,100.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
1052478,67.34,Not Available,12402.5,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,1272119,16.5,Not Available,326.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1000480001,3173272,Not Available,33997421.1,90,Not Available,Not Available,7.0,Not Available,12402.5,Not Available,Not Available,Not Available,Not Available,0,-74.010626,0,Not Available,Not Available,129,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1967,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1231058,28.46,Not Available,6846.1,Not Available,Not Available,Not Available,Financial Office,Not Available,Not Available,Not Available,Not Available,1027741,Not Available,Not Available,309,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01289-0014,Not Available,Not Available,Not Available,100,Not Available,Not Available,102.0,Not Available,6846.1,Not Available,Not Available,Not Available,Not Available,12.98,-73.974768,0,Not Available,Not Available,Not Available,Not Available,13341.3,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1982,Not Available,65,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1422222,65,Not Available,1074.9,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,237258,14.4,Not Available,287.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1012840021,Not Available,Not Available,Not Available,100,Not Available,Not Available,94.0,Not Available,1074.9,Not Available,Not Available,Not Available,Not Available,14.11,-73.976343,0,Not Available,Not Available,54.6,Not Available,3346.8,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1956,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2598384,65,Not Available,1015.3,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,113644,24.8,Not Available,240.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2036450001,Not Available,Not Available,Not Available,100,Not Available,Not Available,,Not Available,1015.3,Not Available,Not Available,Not Available,Not Available,1.03,,0,Not Available,Not Available,118.1,Not Available,116.9,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2238727,79.64,Not Available,3013.2,0.24433,Not Available,Not Available,Office,5212,Not Available,Not Available,Not Available,142254,14.7,10989,148.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1002330026,Not Available,Not Available,Not Available,100,Not Available,Not Available,45.0,Not Available,3013.2,Not Available,Not Available,Not Available,Not Available,15.71,-73.999553,0,Not Available,0.24433,71.6,Not Available,2234.9,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1913,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2559043,Not Available,0,0,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,215056,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,4-15815-0220,Not Available,Not Available,Not Available,100,Not Available,1.40428,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2608484,Not Available,0,354,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,71536,2.5,Not Available,133.5,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-02142-0058,Not Available,Not Available,Not Available,100,Not Available,1.42586,253.0,Not Available,354,Not Available,Not Available,Not Available,Not Available,54.35,-73.939968,0,Not Available,Not Available,62.6,Not Available,3887.6,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1922,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2386589,Not Available,0.3931,286.6,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,151547,6.4,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1015110069,Not Available,Not Available,Not Available,100,Not Available,0.88108,140.0,4000,286.6,Not Available,Not Available,Not Available,Not Available,Not Available,-73.95873,0,Not Available,Not Available,23.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2562042,49,Not Available,665.4,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,96154,11.8,Not Available,241.3,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00088-0005,Not Available,Not Available,Not Available,100,Not Available,Not Available,21.0,Not Available,665.4,Not Available,Not Available,Not Available,Not Available,Not Available,-74.009562,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1907,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2630975,Not Available,0,182,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,22033,4.5,Not Available,129.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5005950015,Not Available,Not Available,Not Available,100,Not Available,1.81546,39.0,Not Available,182,Not Available,Not Available,Not Available,Not Available,Not Available,-74.091447,0,Not Available,Not Available,144.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2637904,Not Available,0.67331,319.4,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,59408,3.8,Not Available,132.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1012170054,Not Available,Not Available,Not Available,100,Not Available,1.39712,173.0,Not Available,319.4,Not Available,Not Available,Not Available,Not Available,Not Available,-73.973331,0,Not Available,Not Available,68.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1913,Not Available,Not Available,3341364.2,No,Not Available,Not Available,Not Available,No,Not Available
2614194,Not Available,0,548.4,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,120860,4.6,Not Available,137.2,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3068780048,Not Available,Not Available,Not Available,100,Not Available,1.48933,302.0,Not Available,548.4,Not Available,Not Available,Not Available,Not Available,Not Available,-73.989313,0,Not Available,Not Available,75.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2637927,Not Available,0,806.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,127000,2.7,Not Available,161.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,2042930010,Not Available,Not Available,Not Available,100,Not Available,2.35433,228.0,Not Available,806.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.863894,0,Not Available,Not Available,74.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1950,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2637895,Not Available,0.40849,477.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,111685,3.9,Not Available,129.6,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1001010001,Not Available,Not Available,Not Available,100,Not Available,1.02621,1501.0,Not Available,477.1,Not Available,Not Available,Not Available,Not Available,Not Available,-74.006287,0,Not Available,Not Available,69.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1900,Not Available,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,0
1407848,66.06,Not Available,29741.8,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,2973969,20.9,Not Available,307.2,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01280-9010,4058788.7,Not Available,43484563.4,100,Not Available,Not Available,92.0,Not Available,29741.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.976557,0,Not Available,Not Available,131,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1963,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),85,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640591,Not Available,0,245.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,13800,12.2,Not Available,256.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,4071170002,Not Available,Not Available,Not Available,100,Not Available,6.15942,1347.0,Not Available,245.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.781822,0,Not Available,Not Available,311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2612592,Not Available,0,765.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,151790,4.4,Not Available,128.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3074330013,Not Available,Not Available,Not Available,100,Not Available,1.31761,588.0,Not Available,765.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.957687,0,Not Available,Not Available,84.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2595887,Not Available,0,456.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,62796,3.5,Not Available,119.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-02250-0054,Not Available,Not Available,Not Available,100,Not Available,1.4,307.0,Not Available,456.5,Not Available,Not Available,Not Available,Not Available,42.77,-73.918951,0,Not Available,Not Available,95.9,Not Available,2685.6,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2640589,Not Available,0,221.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,13800,12.5,Not Available,263.1,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,4071170002,Not Available,Not Available,Not Available,100,Not Available,7.10145,1347.0,Not Available,221.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.781132,0,Not Available,Not Available,277.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640567,Not Available,0,434.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,27600,Not Available,Not Available,136.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076600002,Not Available,Not Available,Not Available,100,Not Available,2.17391,1377.0,Not Available,434.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.752143,Not Available,Not Available,Not Available,296.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640547,Not Available,0,106.6,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,27600,3,Not Available,136.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076600002,Not Available,Not Available,Not Available,100,Not Available,2.17391,1377.0,Not Available,106.6,Not Available,Not Available,Not Available,Not Available,Not Available,-73.752226,0,Not Available,Not Available,65.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640576,Not Available,0,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,10875,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076720002,Not Available,Not Available,Not Available,100,Not Available,2.2069,1377.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-73.751507,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1296056,Not Available,Not Available,322.8,0.21967,Not Available,Not Available,Retail Store,Not Available,Not Available,0.03,Not Available,91047,11.2,91047,205.5,0,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5012500090,Not Available,Not Available,Not Available,100,Not Available,Not Available,,Not Available,322.8,Not Available,0,Not Available,Not Available,5.57,,0,Not Available,0.10983,43,Not Available,507,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,2004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2009074,Not Available,1.11643,1800.7,0.53688,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0.62,Not Available,284511,10.3,14901,146,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-00826-0001,Not Available,Not Available,Not Available,100,Not Available,1.35381,58.0,Not Available,1800.7,Not Available,Not Available,Not Available,Not Available,54.25,-73.991927,0,Not Available,0.53688,96.6,Not Available,15433.8,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
