app_id,final_x,final_y,expiration_date,moo_dd,intake_dd,zip,app_swc_type,state,swc_sq_ft,cc_dd,app_status,business_name2
34337-2019-RSWC,981476,201663,2020-09-17T00:00:00.000,,2019-12-03T00:00:00.000,10013,Unenclosed,NY,308,2020-02-14T00:00:00.000,Pending Review,YVES
34781-2019-RSWC,997089,220302,2020-08-29T00:00:00.000,,2019-12-09T00:00:00.000,10075,Unenclosed,NY,72,2020-02-19T00:00:00.000,Pending Review,MARUZZELLA
3108-2020-RSWC,99849200.00%,241181,2020-05-08T00:00:00.000,,2020-02-12T00:00:00.000,10031,Unenclosed,NY,180,2020-04-29T00:00:00.000,Pending Review,HARLEM PUBLIC
27120-2018-RSWC,984102,207187,2020-09-15T00:00:00.000,2019-04-09T00:00:00.000,2018-11-09T00:00:00.000,10014,Unenclosed,NY,297,2019-01-17T00:00:00.000,Application Review Completed,WOGIES
13984-2019-RSWC,1005684,214582,2020-03-28T00:00:00.000,,2019-03-14T00:00:00.000,11101,Unenclosed,NY,328,2019-07-18T00:00:00.000,Pending Review,Applebees
18213-2019-RSWC,1009880,262510,2020-09-15T00:00:00.000,,2019-04-19T00:00:00.000,10463,Unenclosed,NY,140,2019-07-05T00:00:00.000,Pending Review,BLACKSTONE BAR & GRILL
35188-2019-RSWC,987854,210571,2020-08-28T00:00:00.000,,2019-12-12T00:00:00.000,10016,Small Unenclosed,NY,84,2020-03-05T00:00:00.000,Pending Review,
6680-2019-RSWC,996293,231781,2020-03-24T00:00:00.000,,2019-02-07T00:00:00.000,10026,Unenclosed,NY,261,2019-04-17T00:00:00.000,Pending Review,HARLEM FOOD BAR
26414-2019-RSWC,990254,222653,2020-04-06T00:00:00.000,,2019-09-11T00:00:00.000,10023,Unenclosed,NY,204,2020-03-12T00:00:00.000,Pending Review,ZUCKER'S BAGELS
31291-2019-RSWC,984412,204698,2020-09-05T00:00:00.000,,2019-11-06T00:00:00.000,10012,Unenclosed,NY,146,2020-01-27T00:00:00.000,Pending Review,RED LION
34386-2019-RSWC,990401,224734,2020-07-01T00:00:00.000,,2019-12-04T00:00:00.000,10024,Unenclosed,NY,280,2020-03-26T00:00:00.000,Pending Review,BLUESTONE LANE
2941-2020-RSWC,989482,185250,2020-07-15T00:00:00.000,,2020-02-10T00:00:00.000,11215,Unenclosed,NY,254,2020-04-28T00:00:00.000,Pending Review,
5424-2020-RSWC,982107,203384,2020-09-17T00:00:00.000,,2020-05-13T00:00:00.000,10013,Unenclosed,NY,381,,Pending Review,
23807-2014-RSWC,992331,214411,2020-03-15T00:00:00.000,2015-06-01T00:00:00.000,2014-11-18T00:00:00.000,10017,Unenclosed,NY,214,2015-06-01T00:00:00.000,Pending Review,SMITH & WOLLENSKY
6549-2020-RSWC,1020539,202977,2020-07-18T00:00:00.000,,2020-06-18T00:00:00.000,11374,Enclosed,NY,412,,Pending Review,
17932-2019-RSWC,1005695,215463,2020-03-31T00:00:00.000,,2019-04-16T00:00:00.000,11106,Unenclosed,NY,289,,Pending Review,
34792-2019-RSWC,987621,210607,2020-01-29T00:00:00.000,,2019-12-09T00:00:00.000,10001,Unenclosed,NY,87,,Pending Review,ULIVO
4201-2020-RSWC,981519,201663,2020-06-21T00:00:00.000,,2020-03-02T00:00:00.000,10013,Unenclosed,NY,81,,Pending Review,SMITH & MILLS
28585-2019-RSWC,984308,210054,2019-12-31T00:00:00.000,,2019-10-03T00:00:00.000,10011,Unenclosed,NY,253,2019-12-18T00:00:00.000,Pending Review,LASAGNA RESTAURANT
2637-2020-RSWC,984982,202412,2020-03-04T00:00:00.000,,2020-02-04T00:00:00.000,10012,Small Unenclosed,NY,213,2020-04-02T00:00:00.000,Pending Review,CHEFS CLUB COUNTER
392-2020-RSWC,988751,209668,2020-03-31T00:00:00.000,,2020-01-09T00:00:00.000,10016,Unenclosed,NY,210,2020-03-11T00:00:00.000,Pending Review,
26983-2019-RSWC,990403,224463,2020-06-23T00:00:00.000,,2019-09-18T00:00:00.000,10024,Unenclosed,NY,207,2019-12-03T00:00:00.000,Pending Review,BAGELS & CO
16864-2019-RSWC,986711,210136,2020-08-29T00:00:00.000,,2019-04-04T00:00:00.000,10010,Unenclosed,NY,140,2019-06-20T00:00:00.000,Pending Review,
6032-2020-RSWC,1004377,254791,2020-07-16T00:00:00.000,,2020-06-16T00:00:00.000,10034,Unenclosed,NY,438,,Pending Review,
28685-2019-RSWC,977494,167284,2020-04-08T00:00:00.000,,2019-10-04T00:00:00.000,11209,Unenclosed,NY,302,2020-05-08T00:00:00.000,Pending Review,ISTANBUL
2581-2020-RSWC,985948,204204,2020-03-31T00:00:00.000,,2020-02-04T00:00:00.000,10012,Unenclosed,NY,240,2020-04-15T00:00:00.000,Pending Review,
17783-2019-RSWC,993018,214502,2020-07-31T00:00:00.000,,2019-04-18T00:00:00.000,10022,Unenclosed,NY,91,2019-07-02T00:00:00.000,Pending Review,BONCHON
19120-2019-RSWC,1000693,245041,2020-05-31T00:00:00.000,,2019-05-02T00:00:00.000,10032,Enclosed,NY,411,2020-02-14T00:00:00.000,Pending Review,DALLAS BBQ
5963-2020-RSWC,975494,165845,2020-07-09T00:00:00.000,,2020-06-09T00:00:00.000,11209,Unenclosed,NY,575,,Pending Review,CEBU
19989-2019-RSWC,1010029,210924,2019-09-16T00:00:00.000,,2019-05-16T00:00:00.000,11377,Enclosed,NY,306,,Pending Review,
3757-2020-RSWC,102480200.00%,248667,2020-07-09T00:00:00.000,,2020-02-24T00:00:00.000,10461,Unenclosed,NY,154,2020-05-08T00:00:00.000,Pending Review,
2459-2020-RSWC,985757,216388,2020-06-12T00:00:00.000,,2020-02-03T00:00:00.000,10036,Unenclosed,NY,181,2020-04-16T00:00:00.000,Pending Review,
35836-2019-RSWC,994506,219485,2020-03-19T00:00:00.000,,2019-12-19T00:00:00.000,10021,Unenclosed,NY,260,2020-03-11T00:00:00.000,Pending Review,
26600-2019-RSWC,990810,187721,2020-08-28T00:00:00.000,,2019-09-13T00:00:00.000,11217,Unenclosed,NY,53,2019-11-28T00:00:00.000,Pending Review,BROCCOLINO
26253-2019-RSWC,997805,223153,2020-08-28T00:00:00.000,,2019-09-05T00:00:00.000,10128,Unenclosed,NY,565,2019-11-15T00:00:00.000,Pending Review,CAFE D' ALSACE
4898-2018-ASWC,985099,201862,2020-12-15T00:00:00.000,2018-07-12T00:00:00.000,2018-03-13T00:00:00.000,10013,Unenclosed,NY,435,2018-05-23T00:00:00.000,Application Review Completed,SEAMORE'S
31265-2018-RSWC,983863,204889,2020-09-15T00:00:00.000,2019-04-03T00:00:00.000,2018-12-10T00:00:00.000,10012,Unenclosed,NY,420,2019-02-21T00:00:00.000,Application Review Completed,
36469-2019-RSWC,991907,186163,2020-04-21T00:00:00.000,,2019-12-30T00:00:00.000,11238,Unenclosed,NY,328,2020-03-27T00:00:00.000,Pending Review,SWEET CHICK
33412-2019-RSWC,1007457,217692,2020-06-09T00:00:00.000,,2019-11-22T00:00:00.000,11103,Unenclosed,NY,703,2020-02-14T00:00:00.000,Pending Review,BISKOTI
1287-2020-RSWC,989977,186403,2020-07-23T00:00:00.000,,2020-01-21T00:00:00.000,11217,Unenclosed,NY,236,2020-04-16T00:00:00.000,Pending Review,WILD PARK SLOPE
26577-2019-RSWC,988646,210778,2020-09-13T00:00:00.000,,2019-09-13T00:00:00.000,10016,Unenclosed,NY,176,2019-11-28T00:00:00.000,Pending Review,THE CROOKED KNIFE
3152-2020-RSWC,987299,208213,2020-02-28T00:00:00.000,,2020-02-12T00:00:00.000,10003,Unenclosed,NY,289,,Pending Review,CRAFT RESTAURANT
35179-2019-RSWC,983071,211565,2020-09-13T00:00:00.000,,2019-12-12T00:00:00.000,10011,Unenclosed,NY,390,2020-03-05T00:00:00.000,Pending Review,DON GIOVANNI
5142-2020-RSWC,985219,202804,2020-08-28T00:00:00.000,,2020-04-06T00:00:00.000,10012,Small Unenclosed,NY,188,,Pending Review,
3481-2020-RSWC,991972,228192,2020-03-19T00:00:00.000,,2020-02-19T00:00:00.000,10025,Unenclosed,NY,133,,Pending Review,VINO LEVANTINO
26510-2019-RSWC,983465,204953,2020-02-01T00:00:00.000,2020-05-08T00:00:00.000,2019-09-12T00:00:00.000,10014,Unenclosed,NY,410,2020-05-08T00:00:00.000,Pending Review,
21849-2019-RSWC,995573,220345,2020-04-18T00:00:00.000,,2019-06-10T00:00:00.000,10021,Enclosed,NY,504,,Pending Review,BISTRO LE STEAK
25418-2019-RSWC,991705,216272,2020-03-24T00:00:00.000,,2019-08-07T00:00:00.000,10022,Small Unenclosed,NY,56,2019-12-18T00:00:00.000,Pending Review,NERAI
27290-2019-RSWC,9.85054E+5,201631,2020-04-04T00:00:00.000,,2019-09-20T00:00:00.000,10013,Unenclosed,NY,110,2019-12-18T00:00:00.000,Pending Review,LUNELLA
5003-2020-RSWC,988130,191264,2020-07-10T00:00:00.000,,2020-04-03T00:00:00.000,11201,Unenclosed,NY,214,,Pending Review,CIRCA BREWING COMPANY
31978-2019-RSWC,992428,217687,2020-04-06T00:00:00.000,,2019-11-12T00:00:00.000,10022,Small Unenclosed,NY,56,,Pending Review,PHILIPPE
1225-2020-RSWC,984033,206063,2020-08-26T00:00:00.000,,2020-01-17T00:00:00.000,10014,Unenclosed,NY,124,,Pending Review,
9466-2018-RSWC,1008863,222185,2020-07-31T00:00:00.000,,2018-06-15T00:00:00.000,11105,Enclosed,NY,341,,Pending Review,PIZZA PALACE
31814-2019-RSWC,987083,209001,2020-02-22T00:00:00.000,,2019-11-08T00:00:00.000,10010,Unenclosed,NY,126,,Pending Review,LE PAIN QUOTIDIEN
3166-2020-RSWC,983813,197044,2019-12-15T00:00:00.000,,2020-02-12T00:00:00.000,10038,Unenclosed,NY,311,,Pending Review,COCO BISTRO
35260-2019-RSWC,987059,181619,2020-04-05T00:00:00.000,,2019-12-12T00:00:00.000,11215,Unenclosed,NY,324,2020-01-27T00:00:00.000,Pending Review,BLACK HOUSE PUB
19861-2017-ASWC,987534,204188,2019-02-15T00:00:00.000,,2017-12-19T00:00:00.000,10003,Enclosed,NY,132,,Pending Review,zerza
34103-2019-RSWC,981385,200960,2022-12-15T00:00:00.000,2020-06-22T00:00:00.000,2019-12-02T00:00:00.000,10013,Unenclosed,NY,300,2020-02-14T00:00:00.000,Application Review Completed,SARABETH'S
23522-2019-RSWC,983235,211565,2020-11-15T00:00:00.000,,2019-07-10T00:00:00.000,10011,Enclosed,NY,762,,Pending Review,NEW YORK BURGER CO
26305-2019-RSWC,986118,211708,2020-02-16T00:00:00.000,,2019-09-11T00:00:00.000,10001,Unenclosed,NY,158,2020-02-19T00:00:00.000,Pending Review,THE TRIPLE CROWN
