property_id,property_id_1,postcode,senior_care_community_living,data_center_ups_system,retail_store_walk_in,data_center_it_site_energy,data_center_it_equipment,percent_of_total_electricity,parent_property_id,longitude,alert_energy_meter_has_gaps,nyc_building_identification,non_refrigerated_warehouse,data_quality_checker_date,last_modified_date_water,multifamily_housing_number_7,largest_property_use_type_1,estimated_data_flag_fuel_1,outpatient_rehabilitation,primary_property_type,urgent_care_clinic_other,estimated_values_energy,council_district,college_university_gross,self_storage_facility_gross,alert_gross_floor_area_is,social_meeting_hall_gross,hotel_room_density_number,financial_office_weekly,other_weekly_operating_hours,largest_property_use_type,financial_office_number_of_1,k_12_school_gross_floor_area,food_sales_gross_floor_area,municipally_supplied_potable_2,water_use_all_water_sources,multifamily_housing_number,nta,multifamily_housing_percent_1,financial_office_number_of
3663489,3663489,10037,,,,,,,,-73.935691,Ok,1081459,71656.0,2018-03-29T00:00:00.000,03/13/2018 09:13 PM EDT,,71656.0,,,Non-Refrigerated Warehouse,,No,9.0,,,Ok,,,,,Non-Refrigerated Warehouse,,,,,48.0,,Central Harlem North-Polo Grounds,,
2741306,2741306,10462,,,,,,,,-73.8599,Ok,2096780;2096779;2096778,,2018-03-12T00:00:00.000,,1.07084,186770.0,,,Multifamily Housing,,No,18.0,,,Ok,,,,,Multifamily Housing,,,,,,286.0,Parkchester,80.0,
2747744,2747744,10460,,,,,,,5846549.0,-73.881697,Ok,2092385,,,,0.37601,31914.0,No,,Multifamily Housing,,No,17.0,,,Ok,,,,,Multifamily Housing,,,,,,84.0,East Tremont,100.0,
3117707,3117707,10023,,,,,,,,-73.980355,Ok,1029754,,2018-03-12T00:00:00.000,02/13/2018 12:00 PM EST,,75000.0,,,Residence Hall/Dormitory,,No,6.0,,,Ok,,,,,Residence Hall/Dormitory,,,,,8088.7,,Lincoln Square,,
6227968,6227968,11209,,,0.0,,,,6227961.0,-74.028454,Unable to Check (not enough data),6227968,,,,,7200.0,,,Retail Store,,Unable to Check (not enough data),43.0,,,Ok,,,,,Retail Store,,,,,,,Bay Ridge,,
2702022,2702022,10013,,,,,,,,-74.006897,Ok,1001622,,2018-03-29T00:00:00.000,03/29/2018 04:30 PM EDT,,735174.0,,,Office,,No,1.0,,,Ok,,,,,Office,,,,,17175.3,,SoHo-TriBeCa-Civic Center-Little Italy,,
4600346,4600346,10017,,,,,,,,-73.972642,Ok,1081175,,,02/28/2018 03:21 PM EST,,140105.0,,,Hotel,,No,4.0,,,Ok,,1.20624,,,Hotel,,,,,,,Turtle Bay-East Midtown,,
2654447,2654447,10461,,,0.0,,,,,-73.844705,Ok,2044222,,,02/13/2018 12:06 PM EST,,78798.0,,,Medical Office,,No,13.0,,,Ok,,,,,Medical Office,,,,,3453.8,,Van Nest-Morris Park-Westchester Square,,
6260925,6260925,11210,,,,,,,,-73.94817,Ok,3121057,,2018-03-26T00:00:00.000,03/23/2018 01:32 PM EDT,0.41379,43500.0,,,Multifamily Housing,,No,45.0,,,Ok,,,,,Multifamily Housing,,,,,5094.9,80.0,Flatbush,50.0,
6128972,6128972,11374,,,,,,,6128948.0,-73.854051,Ok,,,,,0.0,150000.0,,,Multifamily Housing,,No,29.0,,,Ok,,,,,Multifamily Housing,,,,,,210.0,Forest Hills,100.0,
6231307,6231307,10033,,,,,,,,-73.932712,Ok,1088439,,2018-03-26T00:00:00.000,03/22/2018 03:06 PM EDT,0.57386,50535.0,,,Multifamily Housing,,No,10.0,,,Ok,,,,,Multifamily Housing,,,,,2004.0,48.0,Washington Heights South,100.0,
2643795,2643795,10016,,,,,,,,-73.980301,Ok,1017599,,2018-03-16T00:00:00.000,03/16/2018 11:06 AM EDT,,62691.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,3142.8,,Murray Hill-Kips Bay,,
3531294,3531294,11373,,,,,,,,-73.874961,Ok,4039151,,,03/20/2018 09:08 AM EDT,0.83103,89046.0,,,Multifamily Housing,,No,25.0,,,Ok,,,,,Multifamily Housing,,,,,6406.3,74.0,Elmhurst,100.0,
3878205,3878205,10038,,,,,,,,-74.008765,Ok,1001105,,,01/31/2018 03:46 PM EST,,50000.0,,,Hotel,,No,1.0,,,Ok,,1.78,,,Hotel,,,,,143.0,,Battery Park City-Lower Manhattan,,
6250440,6250440,10001,,,,,,,,-73.99673,Ok,1012850,,,03/13/2018 09:32 AM EDT,0.47312,46500.0,,,Multifamily Housing,,No,3.0,,,Ok,,,,,Multifamily Housing,,,,,,65.1,Hudson Yards-Chelsea-Flatiron-Union Square,100.0,
6224375,6224375,10465,,,,,,,,-73.837894,Ok,2087721;2080293,104407.0,,02/14/2018 02:22 PM EST,,104407.0,,,Non-Refrigerated Warehouse,,No,13.0,,,Ok,,,,,Non-Refrigerated Warehouse,,,,,116.0,,Soundview-Castle Hill-Clason Point-Harding Park,,
6276742,6276742,11201,1.584,,,,,,,-73.997505,Unable to Check (not enough data),3003212;3398697,,,,,156840.0,,,Senior Care Community,,Unable to Check (not enough data),39.0,,,Ok,,,,,Senior Care Community,,,,,,,Carroll Gardens-Columbia Street-Red Hook,,
6235436,6235436,10025,,,,,,,,-73.963482,Ok,1056980,,2018-03-14T00:00:00.000,03/14/2018 04:41 PM EDT,1.13445,27326.0,,,Multifamily Housing,,No,7.0,,,Ok,,,,,Multifamily Housing,,,,,1882.2,39.0,Morningside Heights,90.0,
6223345,6223345,10012,,,,,,,,-74.000952,Ok,,,,04/04/2018 11:33 AM EDT,,20265.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,,,1071.3,,West Village,,
3663952,3663952,11720,,,,,,,,,Ok,3007684,71965.0,2018-04-02T00:00:00.000,03/13/2018 09:15 PM EDT,,71965.0,,,Non-Refrigerated Warehouse,,No,,,,Ok,,,,,Non-Refrigerated Warehouse,,,,,19.0,,,,
2815759,2815759,11385,,,,,,,,-73.921193,Ok,4059001,,,02/14/2018 03:23 PM EST,,200000.0,,,Distribution Center,,No,30.0,,,Ok,,,,,Distribution Center,,,,1003.2,1003.2,,Maspeth,,
2640831,2640831,10007,,,,,,,,-74.005591,Ok,1001648,,2018-03-15T00:00:00.000,02/13/2018 12:07 PM EST,,250564.0,No,,Office,,No,1.0,,,Ok,,,,80.0,Office,,,,,3746.7,,SoHo-TriBeCa-Civic Center-Little Italy,,
4039125,4039125,10019,,,,,,,,-73.975824,Ok,1035037,,2018-03-12T00:00:00.000,,0.0,303642.0,,,Multifamily Housing,,No,4.0,,,Ok,,,,,Multifamily Housing,,,,,,252.0,Midtown-Midtown South,100.0,
4354217,4354217,11101,,,,,,,,-73.943635,Ok,4005076,,2018-03-16T00:00:00.000,03/02/2018 02:17 PM EST,,80000.0,,,Other,,No,26.0,,,Ok,,,,,Other,,,,,1411.4,,Hunters Point-Sunnyside-West Maspeth,,
2636843,2636843,112290523,,,,,,,,,Ok,3202171,,,01/24/2018 11:38 AM EST,1.03509,57000.0,,,Multifamily Housing,,Yes,,,,Ok,,,,,Multifamily Housing,,,,,3484.5,62.0,,100.0,
6214760,6214760,10309,,,,,,,,-74.230288,Ok,,,2018-02-26T00:00:00.000,02/26/2018 04:03 PM EST,,29566.0,,,Other,,No,51.0,,,Ok,,,,40.0,Other,,,,,77.7,,Charleston-Richmond Valley-Tottenville,,
6278693,6278693,11102,,,,,,,,-73.928785,Unable to Check (not enough data),4438544,,,,0.0,114581.0,,,Multifamily Housing,,Unable to Check (not enough data),22.0,,,Ok,,,,,Multifamily Housing,,,,,,160.41,Old Astoria,,
6198641,6198641,11205,,,,,,,,-73.968911,Ok,3059154,,2018-03-14T00:00:00.000,03/13/2018 09:33 AM EDT,,37846.0,,,Worship Facility,,Yes,35.0,,,Ok,,,,80.0,Worship Facility,,18922.0,,,,,Clinton Hill,,
5.793733E+6,5793733,10003,,,,,,,,-73.98718,Ok,1089710,,2018-03-22T00:00:00.000,02/13/2018 12:07 PM EST,0.42538,91682.0,,,Multifamily Housing,,No,2.0,,,Ok,,,,,Multifamily Housing,,,,,2692.5,128.35,East Village,100.0,
6222307,6222307,10468,,,,,,,,-73.904692,Ok,2014229,,,,0.21605,46285.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,,63.0,Kingsbridge Heights,,
4960043,4960043,10017,,,,,,,,-73.980033,Ok,1035356,,2018-03-05T00:00:00.000,03/05/2018 11:01 AM EST,,40000.0,,,College/University,,No,4.0,40000.0,,Ok,,,,,College/University,,,,,887.2,,Midtown-Midtown South,,
2786490,2786490,10452,,,,,,,,-73.915893,Ok,2008112,,2018-03-20T00:00:00.000,02/13/2018 12:05 PM EST,1.08114,54572.0,,,Multifamily Housing,,No,16.0,,,Ok,,,,,Multifamily Housing,,,,,3654.2,95.0,West Concourse,80.0,
4411927,4411927,10033,,,0.0,,,,,-73.93328,Ok,1063194,,,02/13/2018 12:04 PM EST,0.9333,52502.0,,,Multifamily Housing,,No,10.0,,,Ok,,,,,Multifamily Housing,,,,,6104.9,108.0,Washington Heights South,80.0,
2539064,2539064,10016,,,,,,,,-73.98694,Ok,1016898,,2018-04-03T00:00:00.000,,,55368.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,,,Midtown-Midtown South,,
2809402,2809402,10467,,,0.0,,,,,-73.86352,Ok,2053739,,,,1.0,54000.0,,,Multifamily Housing,,No,13.0,,,Ok,,,,,Multifamily Housing,,,,,,75.6,Bronxdale,100.0,
5789733,5789733,11201,,,0.0,,,,,-73.986572,Ok,3000002,,,,,172500.0,,,Office,,No,33.0,,,Ok,,,,,Office,,,,,,,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,,
6209878,6209878,10463,,,,,,,,-73.909625,Ok,2084204,,,03/30/2018 03:59 PM EDT,0.25896,115847.0,,,Multifamily Housing,,No,11.0,,,Ok,,,,,Multifamily Housing,,,,,3194.4,162.19,Spuyten Duyvil-Kingsbridge,100.0,
1418514,1418514,10065,,,,,,,3615313.0,-73.959026,Ok,1044756,,2018-03-12T00:00:00.000,,,29790.0,,,Mixed Use Property,,No,5.0,,,Ok,,,,,Medical Office,,,,,,,Lenox Hill-Roosevelt Island,,
6238004,6238004,10026,,,,,,,,-73.95385,Ok,1055003,,2018-04-04T00:00:00.000,04/02/2018 11:20 AM EDT,0.1683,47534.0,,,Multifamily Housing,,No,9.0,,,Ok,,,,,Multifamily Housing,,,,,1867.9,45.0,Central Harlem South,100.0,
2643964,2643964,10031,,,,,,,,-73.943168,Ok,1061126,,2018-03-29T00:00:00.000,03/27/2018 03:46 PM EDT,0.0,58000.0,No,,Multifamily Housing,,No,9.0,,,Ok,,,,,Multifamily Housing,,,,,3842.7,81.2,Hamilton Heights,100.0,
2936772,2936772,11218,,,,,,,,-73.975124,Ok,3124302,,2018-03-03T00:00:00.000,03/03/2018 10:00 AM EST,1.14286,35000.0,,,Multifamily Housing,,No,39.0,,,Ok,,,,,Multifamily Housing,,,,,29.0,56.0,Windsor Terrace,80.0,
1954047,1954047,10016,,,,,,,,-73.974495,Ok,1036223,,2018-04-04T00:00:00.000,03/30/2018 11:30 AM EDT,,777885.0,,,Financial Office,,No,4.0,,,Ok,,,65.0,,Financial Office,2129.0,,,,,,Turtle Bay-East Midtown,,2461.0
6227961,6227961,11209,,,0.0,,,,6227961.0,-74.028454,Ok,,,2018-03-20T00:00:00.000,03/19/2018 03:52 PM EDT,,78379.0,,,Retail Store,,Yes,43.0,,,Ok,,,,,Retail Store,,,,,1000.3,,Bay Ridge,,
6251724,6251724,11213,,,,,,,,-73.940623,Ok,,,2018-03-21T00:00:00.000,03/13/2018 01:36 PM EDT,0.0,36150.0,,,Multifamily Housing,,No,41.0,,,Ok,,,,,Multifamily Housing,,,,,2282.0,54.0,Crown Heights South,100.0,
2817352,2817352,10016,,,0.0,,,,,-73.978275,Ok,1020078,,,03/13/2018 10:37 AM EDT,0.0,351560.0,,,Multifamily Housing,,No,2.0,,,Ok,,,,90.0,Multifamily Housing,,,,,13661.7,492.18,Murray Hill-Kips Bay,100.0,
4.041531E+6,4041531,10023,,,0.0,,,,,-73.982839,Ok,1030348,,2018-03-22T00:00:00.000,02/13/2018 11:53 AM EST,0.0,155000.0,,,Multifamily Housing,,No,6.0,,,Ok,,,,,Multifamily Housing,,,,,12849.1,485.0,Lincoln Square,100.0,
2679992,2679992,10018,,,,,,,,-73.988523,Ok,1080608,,2018-03-29T00:00:00.000,03/30/2018 09:49 AM EDT,,57000.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,,,1095.7,,Midtown-Midtown South,,
2649752,2649752,10013,,,,,,,,-74.003674,Ok,1012385,,2018-03-23T00:00:00.000,03/12/2018 12:19 PM EDT,,146416.0,No,,Other,,No,3.0,,,Ok,,,,86.0,Other,,,,,2154.4,,Hudson Yards-Chelsea-Flatiron-Union Square,,
2720165,2720165,10017,,,,,,,,-73.979538,Ok,,,,03/22/2018 09:43 AM EDT,,65000.0,,,Hotel,,No,4.0,,,Ok,,0.73846,,,Hotel,,,,,,,Midtown-Midtown South,,
3772862,3772862,11354,,,,,,,,-73.840864,Unable to Check (not enough data),4860641,,2018-03-05T00:00:00.000,03/05/2018 08:34 AM EST,,65968.0,,,Manufacturing/Industrial Plant,,Unable to Check (not enough data),19.0,,,Ok,,,,,Manufacturing/Industrial Plant,,,,,463.0,,College Point,,
3488156,3488156,11214,,,,,,,,-74.000677,Ok,3165771,,2018-03-19T00:00:00.000,02/26/2018 09:28 AM EST,1.06944,72000.0,,,Multifamily Housing,,No,47.0,,,Ok,,,,,Multifamily Housing,,,,,5703.1,89.0,Bensonhurst West,100.0,
6267236,6267236,11356,,,,,,,,-73.837409,Ok,4312888,,,,,69625.0,,,Manufacturing/Industrial Plant,,No,19.0,,,Ok,,,,,Manufacturing/Industrial Plant,,,,,,,Whitestone,,
4034305,4034305,10006,,,,,,,,-74.01315,Ok,1000802,,2018-03-02T00:00:00.000,,,296550.0,,,Office,,No,1.0,,,Ok,,,,,Office,,,,,,,Battery Park City-Lower Manhattan,,
6262278,6262278,11365,,,,,,,,-73.800288,Ok,,,2018-03-20T00:00:00.000,,,19000.0,,,Worship Facility,,No,24.0,,,Ok,,,,,Worship Facility,,,,,,,Pomonok-Flushing Heights-Hillcrest,,
6223553,6223553,10033,,,,,,,,-73.93445,Ok,1063229,,2018-02-19T00:00:00.000,02/19/2018 01:29 PM EST,0.25984,46182.0,,,Multifamily Housing,,No,10.0,,,Ok,,,,,Multifamily Housing,,,,,6066.7,114.0,Washington Heights South,,
1390799,1390799,10019,,,0.0,,,,,-73.976544,Ok,1034517,,2018-02-19T00:00:00.000,01/23/2018 01:19 PM EST,,311592.6,,,Office,,No,4.0,,,Ok,,,,,Office,,,355.6,,6328.8,,Midtown-Midtown South,,
4391198,4391198,11378,,,,,,,,-73.919203,Ok,4058970,,,03/02/2018 08:01 AM EST,,84000.0,,,Refrigerated Warehouse,,No,30.0,,,Ok,,,,,Refrigerated Warehouse,,,,,57.2,,Hunters Point-Sunnyside-West Maspeth,,
6236828,6236828,10013,,,,,,,,-74.002958,Ok,1002317,,2018-03-01T00:00:00.000,02/27/2018 04:12 PM EST,,27500.0,,,Other,,Yes,1.0,,,Ok,,,,,Other,,,,,573.1,,SoHo-TriBeCa-Civic Center-Little Italy,,
3076519,3076519,10026,,,,,,,,-73.95655,Ok,1055851,,,,0.25806,62000.0,,,Multifamily Housing,,No,9.0,,,Ok,,,,,Multifamily Housing,,,,,,104.0,Central Harlem South,100.0,
4401809,4401809,10165,,,,,,,,-73.978662,Ok,1035335,,,02/16/2018 02:56 PM EST,,1111437.0,,,Office,,No,4.0,,,Ok,,,42.5,,Office,10.0,,,,15989.4,,Murray Hill-Kips Bay,,10.0
2590256,2590256,10018,,,,,,,,-73.990468,Ok,1014474,,2018-03-23T00:00:00.000,03/23/2018 11:43 AM EDT,,138439.0,,,Office,,No,3.0,,,Ok,,,,60.0,Office,,,,,2276.4,,Midtown-Midtown South,,
2647982,2647982,10014,,,,,,,,-74.005343,Ok,1008118,,2018-04-03T00:00:00.000,02/13/2018 11:54 AM EST,,380972.0,,,Office,,No,3.0,,,Ok,,,,84.0,Office,,,,,8529.3,,SoHo-TriBeCa-Civic Center-Little Italy,,
2605035,2605035,11235,1.52671,,,,,,,-73.939421,Ok,3246887,,2018-04-02T00:00:00.000,,,275102.0,,,Senior Care Community,,Yes,48.0,,,Ok,,,,,Senior Care Community,,,,,,,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,,
5839381,5839381,10027,,,,,,,,-73.953072,Ok,1059609,,2018-03-29T00:00:00.000,03/13/2018 09:11 PM EDT,,62549.0,,,Self-Storage Facility,,No,7.0,,62549.0,Ok,,,,,Self-Storage Facility,,,,,1133.0,,Manhattanville,,
2695850,2695850,10016,,,,,,,,-73.975783,Ok,1019483,,2018-04-03T00:00:00.000,03/19/2018 05:10 PM EDT,,501071.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,17006.2,,Murray Hill-Kips Bay,,
6153668,6153668,11229,,,,,,,,-73.954369,Ok,3196917,,,01/24/2018 01:30 PM EST,0.0,37500.0,,,Multifamily Housing,,No,48.0,,,Ok,,,,,Multifamily Housing,,,,,3202.3,54.0,Madison,100.0,
2646552,2646552,10065,,,,,,,,-73.962451,Ok,1044361,,2018-03-15T00:00:00.000,02/13/2018 11:56 AM EST,,59000.0,,10400.0,Office,,No,5.0,,,Ok,,,,,Office,,,,,3997.0,,Lenox Hill-Roosevelt Island,,
3530097,3530097,10036,,,,,,,,-73.98083,Ok,1034224,,,,,266058.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,8079.0,,Midtown-Midtown South,,
5815592,5815592,11377,,,,,,,,-73.896416,Ok,4028794,,2018-04-04T00:00:00.000,02/13/2018 11:52 AM EST,1.25,60000.0,,,Multifamily Housing,,No,25.0,,,Ok,,,,,Multifamily Housing,,,,,4347.3,105.0,Jackson Heights,100.0,
2730462,2730462,10469,1.584,,,,,,,-73.829636,Ok,2051208,,,,,188760.0,,,Senior Care Community,,No,13.0,,,Ok,,,,,Senior Care Community,,,,,,,Allerton-Pelham Gardens,,
6231254,6231254,11101,,,,,,,,-73.945815,Ok,4005200,,,02/21/2018 10:24 AM EST,,40480.0,,,Manufacturing/Industrial Plant,,No,26.0,,,Ok,,,,,Manufacturing/Industrial Plant,,,,,18428.5,,Hunters Point-Sunnyside-West Maspeth,,
2636777,2636777,112290523,,,,,,,,,Ok,3150871,,,01/24/2018 11:49 AM EST,1.51063,50310.0,,,Multifamily Housing,,Yes,,,,Ok,,,,,Multifamily Housing,,,,,6183.0,94.0,,100.0,
4327734,4327734,10012,,,0.0,,,,,-74.002623,Ok,1007308,,2018-04-04T00:00:00.000,04/02/2018 11:24 AM EDT,,54889.0,,,Office,,No,1.0,,,Ok,,,,,Office,,,,,56.9,,SoHo-TriBeCa-Civic Center-Little Italy,,
4407826,4407826,10011,,,0.0,,,,,-73.991744,Ok,1015451,,,02/13/2018 12:18 PM EST,,131407.0,No,,Office,,No,3.0,,,Ok,,,,,Office,,,,,1824.5,,Hudson Yards-Chelsea-Flatiron-Union Square,,
6276750,6276750,11418,,,,,,,,-73.816176,Unable to Check (not enough data),4438605;4440535,,,,,390975.0,,,Hospital (General Medical & Surgical),,Unable to Check (not enough data),29.0,,,Ok,,,,,Hospital (General Medical & Surgical),,,,,,,Richmond Hill,,
2736282,2736282,10467,,,,,,,,-73.863418,Ok,2093477;2093476;2800619,,,,1.08963,127566.0,No,,Multifamily Housing,,No,13.0,,,Ok,,,,,Multifamily Housing,,,,,,220.0,Bronxdale,100.0,
6236986,6236986,10465-1296,,,,,,,,,Ok,,,2018-03-09T00:00:00.000,03/02/2018 02:17 PM EST,,55442.0,,,Residence Hall/Dormitory,,No,,,,Ok,,,,,Residence Hall/Dormitory,,,,,494.3,,,,
615146500.00%,6151465,10005,,,,,,,,-74.011559,Ok,1066031,,,03/07/2018 07:09 PM EST,,1165215.0,,,Office,,No,1.0,,,Ok,,,,,Office,,,,,23118.2,,Battery Park City-Lower Manhattan,,
2942073,2942073,11210,,,,,,,,-73.946646,Ok,3205936,,2018-03-08T00:00:00.000,03/13/2018 10:40 AM EDT,1.02742,121664.0,,,Multifamily Housing,,No,45.0,,,Ok,,,,,Multifamily Housing,,,,,11801.3,188.0,Flatbush,100.0,
6222853,6222853,10025,,,,,,,,-73.975318,Ok,1032111,,,02/13/2018 12:29 PM EST,0.98598,36512.0,,,Multifamily Housing,,No,6.0,,,Ok,,,,,Multifamily Housing,,,,,1692.8,51.12,Upper West Side,100.0,
4398177,4398177,10018,,,0.01891,,,,,-73.98469,Ok,1015862,,,02/08/2018 12:26 PM EST,,2751552.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,93365.2,,Midtown-Midtown South,,
352438200.00%,3524382,11223,,,,,,,,-73.976382,Ok,3176990,,,02/13/2018 11:57 AM EST,0.87936,121680.0,,,Multifamily Housing,,No,44.0,,,Ok,,,,,Multifamily Housing,,,,,5837.8,122.0,Bensonhurst East,100.0,
6213321,6213321,10021,,,,,,,,-73.952436,Ok,,,2018-03-16T00:00:00.000,03/16/2018 11:34 AM EDT,0.29,100000.0,,,Multifamily Housing,,No,5.0,,,Ok,,,,,Multifamily Housing,,,,,2553.9,119.0,Lenox Hill-Roosevelt Island,100.0,
6.222514E+6,6222514,10453,,,,,,,,-73.903386,Ok,2088408,,,,0.43559,45915.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,,68.0,Fordham South,,
6143720,6143720,10018,,,,,,,,-73.990121,Ok,,,,02/20/2018 09:47 PM EST,,39655.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,,,1330.9,,Midtown-Midtown South,,
4462089,4462089,11217,,,,,,,,-73.980385,Ok,3000753,,,,0.0,148500.0,,,Multifamily Housing,,No,33.0,,,Ok,,,,,Multifamily Housing,,,,,,207.9,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,,
