uniqueid,cfmc_case_id,qdisability5,qreachtravel2,gfreightnew,gimprove1_qimprove2_ma,gfocusaa1_qfocusaa4_ma4,qreachtravel9,qpreridehailcode05,qwpsurveyzone04,qbikeown,qsharetravelcode20,qschooltravelcode19,qschooltravelcode24,qcarpark_other6,qsharepurpose01,qbenefits05,job,qpreridehailcode04,qchildrenschoolzip3,qcarparkpay,qschooltravelcode06,qcarpark3,qbenefits02,qridehailpurpose07,qwelfare1,qindustry_other18,qridehail2,qusetravelcode24,gfocusaa1_qfocusaa3_ma5,qindustry,qtimework4,qsharetravelcode01,qgender,qsafety2,allwt,qziptravel7,gfocusaa1_qfocusaa3_ma7,qtripplanning4,qschool,qusetravelcode22,qsharetravelcode05,qschooltransitto3,qtimework1,qcarchange,qschooltransitfrom_other5,gfocusaa1_qfocusaa3_ma3,gfocusaa1_qfocusaa3_ma1,qzipschool,qshare8,qtimehome3,qschooltravelcode08,gfocusaa1_qfocusaa5_ma8,qbenefits03,qsafety3,qlevelschool,qtripplanning_other4,gcarincrease1_qcarincrease4_ma,qziptravel5,gfreight1_qfreight3_ma,qcarpark4,qschooltravelcode11,qwelfare5,qbikedays,qpreridehailcode02,qschooltravelcode17,qschooltransitto7,qbiketype4,qusetravelcode05,qsharetravelcode17,qagecode_final7,qusetravelcode09,qridehailpurpose06,qsharetravelcode21,gfreight1_qfreight1_ma,qcaraccess_other4,qsafety4,gfocusaa1_qfocusaa4_ma8,qborough5,qcarpark1,gfocusaa1_qfocusaa2_ma7,qbiketype_other3,qreachtravel8,qcare,qziptravel4,qsurveyzone,qschooltransitfrom1,gfocusaa1_qfocusaa2_ma5,qpreridehailcode16,qpreridehailcode11,qridehail1,qschooltravelcode20,qtripplanning6,gimprove1_qimprove3_ma,qtripplanning3,qshare_other5,qcarpark6,qbikestore4,qschooltravelcode05,qsharetravelcode12,qwpsurveyzone10,qusetravelcode01,qschooltransitfrom2,qziptravel9,qridehail3,gcarreduce1_qcarreduce1_ma,qridehailpurpose11,qmarried,qshare6,qsharemember,gfocusaa1_qfocusaa5_ma6,qbiketype3,gfocusaa1_qfocusaa6_ma2,qsafety1,qusetravelcode19,gfocusaa1_qfocusaa1_ma5,qbenefits07,gfocusaa1_qfocusaa3_ma4,qschooltransitto5,racewt,qbuilding,qbikestore6,qschooltravelcode16,qnocitibike2,qwpsurveyzone05,weekend_filt_trips,qdisability4,qsharepurpose09,qsunset_append,qagecode_final6,qbenefits13,qhispanic,qdisability7,qreachtravel_other7,gfocusaa1_qfocusaa5b_ma7,qusetravelcode17,qagecode_final3,qsharepurpose10,qridehail4,gfocusaa1_qfocusaa6_ma8,gfocusaa1_qfocusaa5_ma2,qcarparkpay_month,gimprove1_qimprove4_ma,qpreridehailcode08,qcarmany,qchildrenenroll,qsharepurpose02
110000405,10000405,0, ,2,5,0, , , ,2, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,1,1,0.772209258832275, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0,1,0, , ,3, ,8, ,0, , ,0, ,0,7,0, ,0, , , , ,0, , ,0, , ,2,1, ,0, ,0,1,0,0, ,0, ,1,2, , ,0, , ,0, ,8:14:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,2, ,1, , 
110001000,10001000,0, ,2,7,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,1,1.22081636276666, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,5, , ,0,0, ,0, , ,3, ,4, ,0, , ,0, ,0,2,0, , , , , , ,0, , ,0, , ,2,1, ,0, ,0,1,0,1, ,1, ,1,9, , ,0, , ,0, ,8:26:00 PM,0, ,1,0, ,0,0,0, ,0,1,0,0,1, ,0,2, 
110000341,10000341,0, ,1,5,0, , , ,1, , , , , ,0,1, , , , ,1,0, ,0, ,0,0,0,12, , ,2,1,0.986682372981289, ,0,0,3,0, , ,7 am,3, ,0,1, ,0, , ,0,0,1, , , , ,3,0, ,0,0, , , ,0,0, ,0,0, , ,6, ,1,0,0,0,0, , ,3, ,8, ,0, , ,0, ,0,2,0, ,0,0, , , ,0, , ,0, , ,2,1, ,0,0,0,1,0,0,0,0, ,1,2,1, ,1, , ,0, ,8:14:00 PM,0,0,1,0, ,0,0,0, ,0,0,0,0,2, ,2, , 
110001725,10001725,0, ,2,99,0, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,2,2,1.22081636276666, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,4,0, ,0,0, , , ,0,0, ,0,0, , ,4, , ,0,0,0,1, , ,3, ,2, ,0, , ,0, ,0,3,0, ,0,0, , , ,0, , ,0, , ,3,1, ,0,0,0,2,0,0, ,0, ,1,2,0, ,0, , ,0, ,8:31:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,3, ,2, , 
110000649,10000649,0, ,2,5,0, , ,0,1, ,0,0, , ,0,1, , , ,0, ,0, ,0, ,0,0,1,8, , ,2,1,0.70302201839083, ,0,0,3,0, , ,9am to 5pm, , ,0,1, ,0, ,0,0,0, , , , , ,6, ,0,0,0, ,0, ,0,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,10, ,1, , ,0,0,0,1,0, , ,0,0, ,1,0, , ,0, , ,4,1, ,1,0,0,1,0,1,0,1, ,5,3,0,0,1,0,1,0, ,8:23:00 PM,0,0,3,0, ,1,0,0, ,0,0,1,0,1, ,0,1, 
110001741,10001741,0, ,2,2,0, , , ,2, , , , , , ,1, , ,1, ,0, , ,0, ,0,0,0, , , ,2,2,0.407097223107708, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,4,1, ,0,0, , , , ,0, ,0,0, , ,4, , ,0,0,0,0, , ,1, ,4, ,0, , ,0, ,0,1,0, ,0, , , , ,0, , ,0, , ,2,1, ,0, ,0,2,0,0, ,0, ,2,8, , ,0, , ,0, ,8:31:00 PM,1, ,5,0, ,0,0,0, ,0,0,0,170,1, ,1, , 
110000714,10000714,0, ,2,4,0, , , ,1, , , , , , ,1, , , , , , , ,0, ,0,0,1, , , ,2,2,0.765270211465726, ,0,1,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,6, , ,0,0, , , ,0,0, ,1,0, , ,4, , ,0,0, ,0, , ,1, ,7, ,0, , ,0, ,0,3,0, , ,1, , , ,0, , ,0, , ,2,1, ,1,0,1,1,1,1, ,0, ,1,4,0, ,0, , ,0, ,8:23:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,3, ,0, , 
110001918,10001918,0, ,2,5,0, , , ,2, , , , , ,0,1, , ,2, ,0,0, ,0, ,0,0,0,7, , ,2,1,0.986682372981289, ,0,0,3,0, , ,9am,3, ,0,1, ,0, , ,0,0, , , , , ,4,0, ,0,0, , , , ,0, ,0,0, , ,4, , ,0,0,0,0, , ,3, ,8, ,0, , ,0, ,0,1,0, ,0, , , , ,1, , ,0, , ,2,1, ,0, ,0,1,1,0,1,0, ,1,8, , ,0, ,2,0, ,8:31:00 PM,0,0,1,0, ,1,0,0, ,0,0,0,0,1, ,1, , 
110000780,10000780,0, ,2,5,0, , ,0,2, ,0,0, , ,0,1, , , ,0, ,0, ,0, ,0,1,0,4, , ,2,2,1.18786580642416, ,0,0,3,0, , ,9am, , ,0,0, ,1, ,0,0,0, , , , , ,5, ,0,0,0, ,0, , ,0, ,0,0, , ,4, , ,0,0, ,0, , ,3, ,1, ,0, , ,0,0,0,2,0, , , ,0, ,0,1, , ,0, , ,2,0, ,0, ,0,1,0,0,0,1, ,1,8, ,0,0,0,2,0, ,8:24:00 PM,0,0,1,0, ,0,0,0, ,0,1,0,0,3, ,0,1, 
110000795,10000795,0, ,2,5,0, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,1,1,0.54612691899137, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, ,2, , , , ,6,0, ,0,3, , , ,0,0, ,0,0, , ,4, ,2,0,0,1,0, , ,3, ,1, ,1, , ,0, ,0,2,0, ,0,0, , , ,1, , ,0, , ,2,1, ,0,0,1,1,1,0, ,0, ,1,4,0, , , ,2,0, ,8:24:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,3, ,1, , 
110000911,10000911,0, ,2,2,0, , , ,1, ,0,0, , ,0,1, , , ,0, ,0, ,0, ,0,0,0,7, , ,1,2,0.885775935020263, ,0,0,3,0, , ,700, , ,0,1, ,0, ,0,0,0,4, , , , ,6, ,0,0,0, ,0, ,0,0, ,1,0, , ,6, ,4,0,1, ,0, , ,3, ,5, ,0, , ,0,0,0,3,0, , ,0,0, , ,0, , ,0, , ,5,1, ,0,0,1,2,0,0,0,0, ,7,5,0,0,1, , ,0, ,8:25:00 PM,0,1,1,0, ,1,0,0, ,0,0,0,0,3, ,0,1, 
110000668,10000668,0, ,2,1,0, ,0, ,2, , , , , , ,1,0, ,2, ,0, ,0,0, ,0,0,0, , , ,2,2,0.652434088019188, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,1, ,0,0,0, , , ,0, ,0,1,0, ,6, , ,0,0,0,1, , ,3, ,8, ,0,0,0,1, ,0,1,1, ,0, , , , ,1, , ,0, ,0,2,1, ,0, ,0,1,0,1, ,0, ,1,9, , ,0, ,1,0, ,8:23:00 PM,1, ,1,0, ,0,0,0, ,0,0,0,0,2,0,2, , 
110001161,10001161,0, ,2,2,0, ,0, ,1, , , , , , ,1,0, , , ,0, ,1,0, ,1,0,0, , , ,2,3,0.761748903579889, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0, , , , , , ,6,0, ,0,0,0, , ,0,0, ,0,0,1, ,6, , ,0,0,1,1, , ,3, ,4, ,0,0,0,1, ,0,2,0, ,0,0, , , ,0, , ,0, ,0,3,1, ,0,0,0,3,0,0, ,0, ,2,9,0, ,0, , ,0, ,8:27:00 PM,1, ,1,0, ,0,1,0, ,0,0,0,0,2,0,1, , 
110000630,10000630,0, ,2,5,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,1,2,1.715276940742, ,0,1,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,4, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,10, ,0, , ,0, ,0,3,0, , , , , , ,0, , ,0, , ,3,1, ,0, ,0,1,0,0, ,1, ,1,5, , ,0, , ,0, ,8:23:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,3, ,0, , 
110002035,10002035,0, ,1,1,0, , , ,2, , , , , , ,1, , , , ,0, , ,0, ,0,0,1, , , ,2,2,0.796554261897498, ,0,0,3,0, , , ,1, ,1,0, ,0, , ,0, , , , , , ,3,0, ,0,0, , , , ,0, ,0,0, , ,3, , ,0,1,1,0, , ,3, ,9, ,0, , ,0, ,0,1,0, ,0, , , , ,0, , ,0,2, ,1,1, ,1, ,0,3,0,1, ,0, ,5,8, , ,0, ,2,0, ,8:31:00 PM,0, ,5,0, ,0,0,0, ,0,0,1,0,1, ,1, , 
110000039,10000039,0, ,2,5,0, , , ,2, , , , , , ,1, , ,2, ,0, , ,0, ,0,0,0, , , ,2,2,1.0959073152376, ,0,0,1,0, , , ,3, ,0,0,10473,0, , ,0, , ,1, , , ,4,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,1,0,0, , ,1, ,5, ,1, , ,0, ,0,1,0, ,0, , , , ,0, , ,0, , ,1,1, ,0, ,0,1,0,0, ,0, ,5,5, , ,0, , ,0, ,8:08:00 PM,0, ,5,0, ,0,0,0, ,0,0,0,0,1, ,1, , 
110000024,10000024,0, ,2,5,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,1,2,0.901592309555145, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,2, ,0, , ,0, ,0,5,0, , , , , , ,0, , ,0, , ,1,1, ,1, ,0,2,0,0, ,0, ,2,6, , ,1, , ,0, ,8:07:00 PM,1, ,5,0, ,0,0,0, ,0,0,0,0,5, ,0, , 
110000558,10000558,0, ,2,1,0, , , ,1, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,1,1,0.858087926607664, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, ,1, , , , ,6, , ,0,0, , , ,0,0, ,0,0, , ,6, ,2,0,0, ,0, , ,3, ,3, ,0, , ,0, ,0,2,0, , ,0, , , ,0, , ,0, , ,2,1, ,0,0,1,1,0,0, ,1, ,1,9,0, ,0, , ,0, ,8:22:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,2, ,0, , 
110001663,10001663,0, ,1,4,0, , , ,2, ,0,0, , , ,1, , , ,0,0, , ,0, ,0,0,0, , , ,2,4,0.597274921242436, ,1,0,3,0, , , ,3, ,0,0, ,0, ,0,0, , , , , , ,6,0,0,0,0, ,0, , ,0, ,0,0, , ,6, , ,0,0,0,0, , ,3, ,2, ,0, , ,0,0,0,2,0, ,0, ,0, , ,1, , ,0, , ,2,1, ,0, ,0,4,0,0, ,0, ,4,2, ,0,0, , ,0, ,8:31:00 PM,0, ,2,0, ,0,0,1, ,0,0,1,0,2, ,1,1, 
110000027,10000027,0, ,2,3,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,2,0.724992361116129, ,0,1,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,4, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,6, ,0, , ,0, ,0,1,0, , , , , , ,0, , ,0, , ,3,1, ,1, ,1,2,0,0, ,0, ,1,6, , ,0, ,2,0, ,8:07:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,4, ,0, , 
110001232,10001232,0, ,2,1,0, , , ,2, , , , , , ,1, , ,1, ,0, , ,0, ,0,0,1, , , ,2,2,0.442544709638448, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,1, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,1,0,0, , ,3, ,5, ,0, , ,0, ,0,2,1, ,0, , , , ,0, , ,0, , ,2,1, ,1, ,0,2,0,0, ,0, ,2,9, , ,1, ,2,0, ,8:28:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,75,1, ,2, , 
110000815,10000815,0, ,1,5,0, ,0,0,1, ,0,0, , ,0,1,0, , ,0,1,0,0,0, ,0,0,1,7,REFUSE, ,2,3,1.84625237691991, ,0,0,3,0, , , ,1, ,0,0, ,0, ,0,0,0, , , , , ,5,0,0,0,0,0,0, ,0,0, ,0,1,0, ,5, , ,0,0,1,0, , ,3, ,8, ,1,0,1,1,0,0,5,0, ,0,0,0, ,0,1, , ,0,2,0,2,1, ,1,0,1,2,0,1,0,1, ,1,4,0,0,1,0,2,0, ,8:24:00 PM,0,0,1,0, ,0,0,1, ,0,0,1,0,1,0,2,1, 
110001677,10001677,0, ,1,3,0, ,0, ,1, , , , , ,0,1,0, , , ,0,0,0,0, ,0,0,0,18, , ,2,1,0.634824505748908, ,1,0,3,0, , ,9:30-10am,2, ,0,0, ,0, , ,0,0, , , ,5, ,3,0, ,0,0,0, , ,0,0, ,0,0,1, ,4, , ,0,0,1,0, , ,3, ,1, ,0,0,1,1, ,0,5,0, ,0,0, , , ,1, , ,0, ,0,1,1, ,0,0,0,1,0,1,0,0, ,1,6,0, ,0, , ,0, ,8:31:00 PM,0,1,1,0, ,0,0,0, ,0,0,1,0,2,0,1, , 
110000853,10000853,0, ,1,2,0, ,0, ,1, ,0,0, , , ,1,0, , ,0,0, ,0,0, ,0,0,0, , , ,2,2,0.897625339505881, ,0,0,3,0, , , ,2, ,0,1, ,0, ,0,0, ,1, , ,5, ,3,0,0,0,0,0,0, ,0,0, ,0,0,0, ,6, ,2,0,0,1,0, , ,3, ,4, ,0,0,0,1,0,0,1,0, ,0,1,0, , ,1, , ,0, ,0,2,1, ,0,0,1,1,0,0, ,0, ,1,2,0,0,1, ,2,0, ,8:24:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,2,0,2,1, 
110001135,10001135,0, ,1,3,1, ,0,0,1, , , , , ,0,1,0, , , , ,0,0,0, ,0,0,1,4, , ,1,1,0.858087926607664, ,0,0,3,0, , ,8am, , ,0,1, ,0, , ,0,0, , , , , ,3, , ,0,0,0, , ,0,0, ,0,0,0, ,4, , ,0,0, ,0, , ,3, ,6, ,1,1,0,1, ,0,3,0, , ,0, , ,0,1, , ,0, ,0,2,1, ,1,0,1,1,0,1,0,1, ,1,9,0, ,0,0,2,0, ,8:27:00 PM,0,1,1,0, ,0,1,0, ,0,0,1,0,3,0,0, , 
110001777,10001777,0, ,1,4,0, ,0, ,1, ,0,0, , , ,1,0, , ,0,0, ,0,0, ,0,0,1, , , ,2,1,0.863393790253454, ,0,0,3,0, , , ,3, ,0,0, ,0, ,0,0, , , , , , ,6,0,0,0,0,0,0, ,0,0, ,0,0,0, ,4, , ,0,0,0,0, , ,1, ,7, ,0,0,0,1,0,0,3,0, ,0,1,0, , ,0, , ,0, ,0,2,1, ,0,0,0,1,0,0, ,0, ,1,2,0,0,0, , ,0, ,8:31:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,1,0,1,1, 
110001302,10001302,0, ,1,7,0, ,0,0,2, , , , , , ,1,0, , , , , ,1,0, ,0,0,0, , , ,2,2,0.287909979895806, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,4, , ,0,0,0, , , ,0, ,0,0,1, ,6, , ,0,0, ,0, , ,3, ,7, ,0,0,0,1, ,0,2,0, , , , , ,0,0, , ,0, ,0,4,1, ,1, ,0,1,0,1, ,0, ,2,3, , ,1,0, ,0, ,8:29:00 PM,1, ,1,0, ,0,0,0, ,0,0,1,0,2,0,0, , 
110001216,10001216,0, ,2,1,0, , , ,2, ,0,0, , , ,1, , , ,0,0, , ,0, ,0,0,0, , , ,2,3,1.25230921723281, ,0,0,1,0, , , ,1, ,0,1,REF,0, ,0,0, , ,2, , , ,6,0,0,0,0, ,0, , ,0, ,0,0, , ,6, , ,0,1,1,0, , ,1, ,9, ,0, , ,0,0,0,1,0, ,0, ,0, , ,0, , ,0,3, ,1,1, ,0, ,0,1,0,1, ,0, ,2,9, ,0,1, ,1,0, ,8:28:00 PM,0, ,1,0, ,1,0,1, ,0,0,1,0,2, ,1,1, 
110000781,10000781,0, ,1,2,0, , ,0,2, , , , , ,0,1, , , , ,1,0, ,0, ,0,0,0,5,7am, ,2,2,1.44922523750317, ,0,0,3,0, , ,7am,3, ,0,0, ,0,12am, ,0,0, , , , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0,1,0, , ,3, ,10, ,0, , ,0, ,0,1,1, ,0, , , ,1,0, , ,0, , ,2,1, ,0, ,0,1,0,0,0,1, ,1,2, , ,0,0,3,0, ,8:24:00 PM,0,1,1,0, ,1,0,0, ,0,0,0,0,2, ,2, , 
