uniqueid,cfmc_case_id,qdisability5,qreachtravel2,gfreightnew,gimprove1_qimprove2_ma,gfocusaa1_qfocusaa4_ma4,qreachtravel9,qpreridehailcode05,qwpsurveyzone04,qbikeown,qsharetravelcode20,qschooltravelcode19,qschooltravelcode24,qcarpark_other6,qsharepurpose01,qbenefits05,job,qpreridehailcode04,qchildrenschoolzip3,qcarparkpay,qschooltravelcode06,qcarpark3,qbenefits02,qridehailpurpose07,qwelfare1,qindustry_other18,qridehail2,qusetravelcode24,gfocusaa1_qfocusaa3_ma5,qindustry,qtimework4,qsharetravelcode01,qgender,qsafety2,allwt,qziptravel7,gfocusaa1_qfocusaa3_ma7,qtripplanning4,qschool,qusetravelcode22,qsharetravelcode05,qschooltransitto3,qtimework1,qcarchange,qschooltransitfrom_other5,gfocusaa1_qfocusaa3_ma3,gfocusaa1_qfocusaa3_ma1,qzipschool,qshare8,qtimehome3,qschooltravelcode08,gfocusaa1_qfocusaa5_ma8,qbenefits03,qsafety3,qlevelschool,qtripplanning_other4,gcarincrease1_qcarincrease4_ma,qziptravel5,gfreight1_qfreight3_ma,qcarpark4,qschooltravelcode11,qwelfare5,qbikedays,qpreridehailcode02,qschooltravelcode17,qschooltransitto7,qbiketype4,qusetravelcode05,qsharetravelcode17,qagecode_final7,qusetravelcode09,qridehailpurpose06,qsharetravelcode21,gfreight1_qfreight1_ma,qcaraccess_other4,qsafety4,gfocusaa1_qfocusaa4_ma8,qborough5,qcarpark1,gfocusaa1_qfocusaa2_ma7,qbiketype_other3,qreachtravel8,qcare,qziptravel4,qsurveyzone,qschooltransitfrom1,gfocusaa1_qfocusaa2_ma5,qpreridehailcode16,qpreridehailcode11,qridehail1,qschooltravelcode20,qtripplanning6,gimprove1_qimprove3_ma,qtripplanning3,qshare_other5,qcarpark6,qbikestore4,qschooltravelcode05,qsharetravelcode12,qwpsurveyzone10,qusetravelcode01,qschooltransitfrom2,qziptravel9,qridehail3,gcarreduce1_qcarreduce1_ma,qridehailpurpose11,qmarried,qshare6,qsharemember,gfocusaa1_qfocusaa5_ma6,qbiketype3,gfocusaa1_qfocusaa6_ma2,qsafety1,qusetravelcode19,gfocusaa1_qfocusaa1_ma5,qbenefits07,gfocusaa1_qfocusaa3_ma4,qschooltransitto5,racewt,qbuilding,qbikestore6,qschooltravelcode16,qnocitibike2,qwpsurveyzone05,weekend_filt_trips,qdisability4,qsharepurpose09,qsunset_append,qagecode_final6,qbenefits13,qhispanic,qdisability7,qreachtravel_other7,gfocusaa1_qfocusaa5b_ma7,qusetravelcode17,qagecode_final3,qsharepurpose10,qridehail4,gfocusaa1_qfocusaa6_ma8,gfocusaa1_qfocusaa5_ma2,qcarparkpay_month,gimprove1_qimprove4_ma,qpreridehailcode08,qcarmany,qchildrenenroll,qsharepurpose02
110000821,10000821,0, ,2,5,0, , ,0,1, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,4, , ,1,1,3.1519757250372, ,0,0,3,0, , ,615am,2, ,0,1, ,0, , ,0,0,1, , ,1, ,6,0, ,0,0, , , ,0,0, ,0,0, , ,6, ,1,0,0,1,0, , ,3, ,10, ,0, , ,0, ,0,3,0, ,0,1, , ,1,0, , ,0, , ,2,0, ,0,0,0,1,0,1,0,0, ,1,2,0, ,0,0,2,0, ,8:24:00 PM,0,0,1,0, ,0,0,0, ,0,0,0,0,2, ,5, , 
110000727,10000727,0, ,2,2,1, ,0, ,2, , , , , , ,1,0, , , ,0, ,1,0, ,0,0,1, , , ,2,2,0.461418733665113, ,0,0,3,0, , , ,3, ,1,1, ,0, , ,0, , , , , , ,4,0, ,0,0,1, , , ,0, ,0,0,1, ,6, , ,0,0,0,0, , ,3, ,7, ,1,0,0,1, ,0,4,0, ,0, , , , ,0, , ,0, ,0,2,1, ,0, ,0,1,0,1, ,1, ,1,3, , ,0, , ,0, ,8:23:00 PM,1, ,1,0, ,0,0,0, ,0,0,0,0,3,0,1, , 
110001311,10001311,0, ,1,2,0, , ,0,2, , , , , ,0,1, , , , , ,0, ,0, ,0,0,0,8, , ,2,2,0.538729077641761, ,0,0,3,0, , ,9am, , ,0,0, ,0, , ,0,0, , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,1, ,0, , ,0, ,0,2,0, , , , , ,0,0, , ,0, , ,1,1, ,0, ,0,1,0,0,0,0, ,2,7, , ,0,0, ,0, ,8:29:00 PM,0,1,1,0, ,1,0,0, ,0,0,0,0,99, ,0, , 
110000985,10000985,0, ,2,4,0, , , ,2, , , , , , ,1, , , , ,1, , ,0, ,0,0,1, , , ,2,2,0.863393790253454, ,0,0,3,0, , , ,3, ,1,1, ,0, , ,0, , , , , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,5, , ,0,0,0,0, , ,1, ,7, ,1, , ,0, ,1,1,0, ,0, , , , ,0, , ,0, , ,2,1, ,1, ,0,2,0,1, ,0, ,1,3, , ,0, , ,0, ,8:25:00 PM,1, ,1,0, ,1,0,0, ,0,0,1,0,2, ,1, , 
110002275,10002275,0,1,1,3,0,0,0,0,1,0, , , ,1,0,1,0, , , ,0,0,0,0, ,1,0,0,18,7pm,0,1,1,1.73466493710456, ,0,0,1,0,0, , ,3, ,1,0,11235,0, , ,0,0,2,2, , , ,6,0, ,0,1,1, , ,0,0,0,0,0,0,0,2, ,2,0,0,1,0, ,0,3, ,7, ,0,0,0,1, ,0,5,1, ,0,0, ,0,0,1, , ,0, ,0,1,0,2,0,0,0,1,0,0,0,0, ,1,8,0, ,0,0, ,0,0,8:31:00 PM,0,0,1,0, ,0,0,0,0,0,0,1,0,3,0,1,2,0
110001650,10001650,0, ,2,1,0, ,0, ,1, , , , , ,0,1,0, , , , ,0,0,0, ,1,0,0,8, , ,2,1,0.846464257961586, ,0,0,3,0, , ,when aver, , ,0,1, ,0, , ,0,0, , , , , ,6, , ,0,0,1, , ,0,0, ,0,0,1, ,6, , ,0,0, ,0, , ,3, ,6, ,0,0,0,1, ,0,1,0, , ,0, , , ,1, , ,0, ,0,1,1, ,0,0,1,1,0,1,1,1, ,2,9,0, ,0, , ,0, ,8:31:00 PM,1,0,5,0, ,0,0,0, ,0,0,0,0,1,0,0, , 
110000761,10000761,0, ,1,1,0, ,0, ,1, , , , , ,0,1,0, , , ,0,0,0,0, ,1,0,0,7, , ,2,2,0.634824505748908, ,0,0,3,0, , ,830am,3, ,0,0, ,0, , ,0,0,1, , , , ,3,0, ,0,0,0, , ,0,0, ,0,0,0, ,4, ,2,0,0,1,0, , ,3, ,7, ,0,0,0,1, ,0,2,1, ,0,0, , , ,1, , ,0, ,0,1,1, ,1,0,0,1,0,0,0,1, ,1,3,0, ,0, ,2,0, ,8:23:00 PM,0,0,1,0, ,0,0,0, ,1,0,0,0,4,0,1, , 
110001949,10001949,0, ,2,1,0, , , ,1, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,1,2,0.523787963421064, ,0,1,3,0, , , , , ,0,0, ,0, , ,0, ,2, , , , ,6, , ,0,0, , , ,0,0, ,0,0, , ,6, ,3,0,1, ,0, , ,3, ,9, ,0, , ,0, ,0,1,0, , ,0, , , ,1, , ,0, , ,1,1, ,1,0,1,2,0,0, ,1, ,2,8,0, ,0, ,4,0, ,8:31:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,1, ,0, , 
110001717,10001717,0, ,2,5,0, , , ,2, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,2,4,1.44922523750317, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0,0,0, , ,3, ,10, ,0, , ,0, ,0,1,0, ,0, , , , ,0, , ,0, , ,2,1, ,0, ,0,1,0,0, ,0, ,1,13, , ,0, , ,0, ,8:31:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,1, ,1, , 
110001813,10001813,0, ,2,5,0, ,0,0,1, , , , , ,0,1,0, , , , ,0,0,0, ,0,1,0,7, , ,2,2,0.435409043434644, ,0,0,3,0, , ,refuse, , ,0,1, ,0, , ,0,0, , , , , ,6, , ,0,0,0, , ,0,0, ,0,0,0, ,6, , ,0,0, ,0, , ,3, ,7, ,0,0,0,1, ,0,2,0, , ,0, , ,0,0, , ,0, ,0,2,1, ,0,0,0,2,0,0,0,0, ,2,4,0, ,0,0, ,0, ,8:31:00 PM,0,0,1,0, ,0,0,0, ,0,0,0,0,2,0,0, , 
110000192,10000192,0, ,2,5,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,1, , , ,2,1,0.724992361116129, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,3, ,0, , ,0, ,0,4,0, , , , , , ,1, , ,0, , ,1,1, ,0, ,0,1,0,0, ,0, ,1,9, , ,0, ,4,0, ,8:12:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,5, ,0, , 
110000590,10000590,0, ,1,1,1, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,1,0, , , ,1,1,0.772209258832275, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, ,2, , , , ,6,0, ,0,2, , , ,0,0, ,0,0, , ,6, ,2,0,0,1,0, , ,1, ,4, ,1, , ,0, ,0,5,0, ,0,0, , , ,1, , ,0, , ,2,1, ,0,0,1,1,0,1, ,0, ,1,3,0, ,0, , ,0, ,8:23:00 PM,1, ,1,0, ,1,0,0, ,0,0,1,0,2, ,2, , 
110001743,10001743,0, ,1,4,0, , , ,1, ,0,0, , , ,1, , , ,0,0, , ,0, ,0,0,0, , , ,1,1,0.54612691899137, ,0,0,3,0, , , ,3, ,0,1, ,0, ,0,0, , , , , , ,6,0,0,0,0, ,0, ,0,0, ,0,0, , ,6, , ,0,0,1,0, , ,3, ,1, ,0, , ,0,0,0,4,0, ,0,0,0, , ,0, , ,0, , ,2,1, ,0,0,0,1,0,0, ,0, ,1,6,0,0,1, , ,0, ,8:31:00 PM,1, ,3,0, ,0,0,0, ,0,0,0,0,3, ,1,1, 
110000856,10000856,0, ,1,2,0, , , ,1, , , , , , ,1, , , , ,1, , ,0, ,0,0,0, , , ,1,2,1.02189737031705, ,0,0,3,0, , , ,1, ,0,0, ,0, , ,0, ,2, , , , ,6,0, ,0,0, , , ,0,0, ,0,0, , ,6, ,2,0,0,0,0, , ,3, ,7, ,0, , ,0, ,0,2,0, ,0,0, , , ,0, , ,0,3, ,2,1, ,0,0,0,1,0,0, ,0, ,1,4,0, ,0, , ,0, ,8:25:00 PM,1, ,1,0, ,0,0,0, ,0,0,1,0,2, ,2, , 
110001447,10001447,0, ,2,2,0, ,0, ,2, , , , , , ,1,0, , , ,0, ,0,0, ,0,0,0, , , ,2,2,0.724992361116129, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0, , , , , , ,5,0, ,0,0,0, , , ,0, ,0,0,0, ,4, , ,0,0,0,0, , ,3, ,3, ,0,0,0,1, ,0,1,0, ,0, , , , ,0, , ,0, ,0,3,1, ,0, ,0,1,0,0, ,0, ,1,8, , ,0, , ,0, ,8:30:00 PM,1, ,1,0, ,0,0,0, ,0,0,0,0,2,0,1, , 
110001410,10001410,0, ,1,1,0, , , ,2, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,2,1,0.846464257961586, ,0,0,3,0, , , ,1, ,0,1, ,0, , ,0, , , , , , ,99,0, ,0,0, , , , ,0, ,0,0, , ,99, , ,0,0,1,0, , ,1, ,6, ,0, , ,0, ,0,2,0, ,0, , , , ,1, , ,0,3, ,2,1, ,1, ,0,1,0,0, ,0, ,2,9, , ,0, , ,0, ,8:29:00 PM,0, ,5,0, ,0,0,0, ,0,0,0,0,2, ,1, , 
110000677,10000677,0, ,1,4,0, , ,0,2, ,0,0, , ,0,1, , , ,0, ,0, ,0, ,0,0,0,10, , ,2,2,1.108146242293, ,0,0,3,0, ,0,11 am, , ,0,0, ,0, ,0,0,0, , , , , ,4, ,0,0,0, ,0,0, ,0, ,0,0, , ,4, , ,0,0, ,0, , ,3, ,2,1,0, , ,0,0,0,1,0, , , ,0, ,0,0,0, ,0, , ,2,1, ,0, ,0,2,0,0,0,0,0,5,7, ,0,0,0,1,0, ,8:23:00 PM,0,1,5,0, ,0,0,0, ,0,1,0,0,2, ,0,1, 
110000693,10000693,0, ,2,4,0, , ,0,2,0, , , ,0,0,1, , , , , ,0, ,0, ,0,0,1,7, ,1,2,3,1.18786580642416,0,0,0,2,0,0, ,8:30am, , ,0,0,11219,0, , ,0,0, ,1, , ,0,6, , ,0,0, , , , ,0,0,0,0, ,0,6, , ,0,0, ,0, , ,3,0,7, ,0, , ,0, ,0,5,0, , , , ,0,0,0, ,0,0, , ,2,0,2,0, ,0,2,0,0,0,0, ,1,5, , ,1,0,2,0,0,8:23:00 PM,0,1,1,0, ,0,0,0,0,0,0,0,0,2, ,0,2,0
110000263,10000263,0, ,1,2,0, ,0, ,2, , , , , , ,1,0, , , , , ,1,0, ,1,0,0, , , ,2,2,0.452371178030779, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0,0, , , ,0, ,0,0,1, ,6, , ,0,0, ,1, , ,3, ,6, ,0,0,0,1, ,0,2,0, , , , , , ,1, , ,0, ,0,3,1, ,0, ,0,1,1,0, ,1, ,2,9, , ,1, ,2,0, ,8:13:00 PM,1, ,1,0, ,0,1,0, ,0,0,0,0,3,0,0, , 
110000593,10000593,0, ,2,1,0, ,0, ,1, , , , , , ,1,0, ,1, ,0, ,0,0, ,0,0,0, , , ,2,2,1.20463670395203, ,0,0,3,0, , , ,1, ,0,0, ,0, , ,0, ,2, , , , ,6,1, ,0,0,0, , ,0,1, ,0,0,0, ,6, ,2,0,1,0,0, , ,1, ,5, ,0,0,1,1, ,0,1,0, ,0,1, , , ,0, , ,0,1,0,2,1, ,1,0,0,2,0,0, ,0, ,5,8,0, ,1, , ,1, ,8:23:00 PM,0, ,3,0, ,0,0,0, ,0,0,0,215,3,0,3, , 
110001086,10001086,0, ,1,2,0, , , ,2,0, , , ,0, ,1, , , , ,0, , ,0, ,0,0,1, , ,0,1,2,0.637630052439725,0,0,0,3,0,0, , ,3, ,0,0, ,0, , ,0, , , , , ,0,6,0, ,0,0, , , , ,0,0,0,0, ,0,3, , ,0,0,0,0, , ,3,0,1, ,0, , ,0, ,0,3,0, ,1, , ,1, ,0, ,0,0, , ,2,0,1,0, ,0,2,0,0, ,0, ,2,3, , ,0, , ,0,0,8:27:00 PM,1, ,1,0, ,0,0,0,0,0,0,0,0,2, ,1, ,0
110001398,10001398,0, ,2,4,0, , , ,1, , , , , , ,1, , ,2, ,0, , ,0, ,0,0,0, , , ,2,2,0.814825972582489, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0, , , , , , ,6,1, ,0,0, , , ,0,0, ,1,0, , ,6, , ,0,0,0,1, , ,4, ,8, ,0, , ,0, ,0,5,0, ,0,1, , , ,1, , ,0, , ,6,1, ,0,0,0,2,0,0, ,0, ,7,3,0, ,0, , ,0, ,8:29:00 PM,0, ,6,0, ,1,0,0, ,0,0,0,0,2, ,1, , 
110000623,10000623,0, ,1,4,0, ,0, ,1, , , , , , ,1,0, , , , , ,1,0, ,0,0,0, , , ,2,2,1.20135341325759, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,3, , ,0,0,1, , ,0,0, ,0,0,0, ,3, , ,0,0, ,0, , ,3, ,3, ,0,0,0,1, ,0,3,0, , ,0, , , ,1, , ,0, ,0,2,1, ,0,0,0,1,0,0, ,0, ,3,9,0, ,0, , ,0, ,8:23:00 PM,1, ,1,0, ,0,1,0, ,0,0,0,0,2,0,0, , 
110001586,10001586,0, ,1,2,0, , , ,1, ,0,0, , ,0,1, , , ,0, ,0, ,0, ,0,0,1,7, , ,2,2,0.435150454350274, ,0,0,3,0, , ,8am, , ,1,1, ,0, ,0,0,0, , , , , ,5, ,0,0,0, ,0, ,0,0, ,0,0, , ,3, , ,0,0, ,0, , ,3, ,6, ,1, , ,0,0,0,1,0, , ,0,0, , ,0, , ,0, , ,3,1, ,0,0,0,2,0,0,0,1, ,5,7,0,0,0, , ,0, ,8:31:00 PM,0,1,5,0, ,0,0,0, ,0,0,1,0,1, ,0,1, 
110001389,10001389,0, ,2,5,0, , ,0,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,2,5,0.652434088019188, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, ,2, , , , ,6,0, ,0,0, , , ,0,0, ,0,0, , ,6, ,5,0,0,0,1, , ,3, ,8, ,0, , ,0, ,0,4,0, ,0,1, , ,0,0, , ,0, , ,4,1, ,1,0,0,1,0,0, ,0, ,1,4,0, ,0,0, ,0, ,8:29:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,2, ,1, , 
110001952,10001952,0, ,1,2,0, , , ,2, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,1,2,0.340765076914891, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,4,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0,1,0, , ,1, ,7, ,0, , ,0, ,0,1,0, ,0, , , , ,1, , ,0, , ,2,1, ,0, ,0,1,0,0, ,0, ,2,8, , ,0, , ,0, ,8:31:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,1, ,1, , 
110000891,10000891,0, ,1,2,0, , , ,1, , , , , , ,1, , ,1, ,0, , ,0, ,0,0,1, , , ,2,2,0.828077245967794, ,0,0,3,0, , , ,3, ,1,1, ,0, , ,0, , , , , , ,6,1, ,0,0, , , ,0,0, ,0,0, , ,6, , ,0,1,0,0, , ,3, ,9, ,1, , ,0, ,0,3,0, ,0,0, , , ,1, , ,0, , ,1,1, ,0,0,0,2,0,1, ,1, ,2,9,0, ,0, , ,0, ,8:25:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,12,2, ,1, , 
110001183,10001183,0, ,1,1,0, , ,0,2, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,7,6am, ,2,2,0.39610942805843, ,0,0,2,0, , ,6am,3, ,0,1,10003,0, , ,0,0, ,3, , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,3, , ,0,0,0,0, , ,3, ,1, ,0, , ,0, ,0,1,0, ,0, , , ,0,0, , ,0, , ,1,1, ,0, ,0,2,0,0,1,0, ,2,3, , ,1,1,2,0, ,8:27:00 PM,0,0,1,0, ,0,0,0, ,0,0,0,0,2, ,1, , 
110001603,10001603,0, ,2,3,0, ,0, ,2, , , , , ,0,1,0, ,1, ,0,0,0,0, ,0,0,0,4, , ,2,1,0.652434088019188, ,0,0,3,0, , ,730 am,3, ,0,0, ,0, , ,0,0, , , , , ,6,0, ,0,0,0, , , ,0, ,0,0,0, ,6, , ,0,0,0,0, , ,3, ,2, ,0,0,1,1, ,0,3,1, ,0, , , , ,1, , ,0, ,0,4,1, ,0, ,0,1,0,0,1,0, ,1,6, , ,0, ,5,0, ,8:31:00 PM,0,0,1,0, ,0,0,0, ,0,0,0,150,2,0,1, , 
110000990,10000990,0,1,2,2,1,0,0,0,2,0, , , ,0,0,1,0, , , , ,0,0,0, ,1,0,1,8, ,1,2,2,1.05194016889628, ,0,0,3,0,0, ,830am, , ,0,0, ,0, , ,0,0,2, , , , ,6, , ,0,2,0, , , ,0,0,0,0,0,0,6, ,3,0,0, ,0, ,0,3, ,1, ,1,0,0,1, ,0,2,0, , , , ,0,0,0, , ,0, ,0,1,0,3,1, ,1,2,0,0,1,1, ,3,9, , , ,0, ,0,0,8:25:00 PM,0,0,1,0, ,0,0,0,0,0,0,1,0,2,0,0, ,0
110000001,10000001,0, ,1,4,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,1, , , ,2,2,0.724992361116129, ,0,1,3,0, , , , , ,1,1, ,0, , ,0, , , , , , ,4, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,3, ,0, , ,0, ,0,99,0, , , , , , ,0, , ,0, , ,1,1, ,0, ,0,2,0,1, ,1, ,1,9, , ,0, , ,0, ,8:05:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,3, ,0, , 
110002246,10002246,0, ,1,4,0, ,0,0,1, , , , , ,0,1,0, , , ,0,0,0,0, ,0,0,1,1, , ,1,2,1.02189737031705, ,0,0,3,0, , ,8 am,2, ,0,0, ,0, , ,0,0, , , ,4, ,6,0, ,0,0,0, , ,0,0, ,0,0,1, ,6, , ,0,0,0,0, , ,3, ,7, ,0,0,0,1, ,0,2,1, ,0,1, , ,0,0, , ,0, ,0,2,1, ,0,0,0,2,0,0,0,0, ,1,3,0, ,0,0, ,0, ,8:31:00 PM,0,0,1,0, ,0,0,0, ,0,0,0,0,3,0,2, , 
110000214,10000214,0, ,1,5,0, , , ,2, , , , , , ,1, , , , , , , ,1, ,0,1,0, , , ,2,3,1.35658536790827, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, ,2, , , , ,6, , ,0,4, , , , ,0, ,0,0, , ,6, ,3,0,0, ,0, , ,3, ,3, ,0, , ,0, ,0,2,0, , , , , , ,1, , ,0, , ,1,1, ,0, ,0,3,0,0, ,0, ,1,9, , , , , ,0, ,8:12:00 PM,1, ,5,0, ,0,0,0, ,0,0,0,0,7, ,0, , 
110001455,10001455,0, ,2,4,0, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,1,1,0.772209258832275, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,0, ,0,0, , , ,0,0, ,0,0, , ,6, , ,0,0,0,0, , ,3, ,4, ,0, , ,0, ,0,4,0, ,0,1, , , ,1, , ,0, , ,2,1, ,0,0,1,1,0,1, ,0, ,1,2,0, ,1, , ,0, ,8:30:00 PM,1, ,1,0, ,1,0,0, ,0,0,1,0,2, ,2, , 
110001428,10001428,0, ,2,99,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,1,0, , , ,2,2,1.05178746525217, ,1,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,1, , ,1, ,2, ,0, , ,0, ,0,99,0, , , , , , ,0, , ,0, , ,3,1, ,0, ,0,5,0,0, ,0, ,3,3, , ,0, , ,0, ,8:30:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,99, ,0, , 
110001319,10001319,0, ,1,1,0, , ,0,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,1, , , ,2,2,1.22081636276666, ,0,0,3,0, , , ,2, ,1,1, ,0, , ,0, ,1, , ,2, ,3,0, ,0,1, , , ,0,0, ,0,0, , ,3, ,4,0,0,0,0, , ,3, ,8, ,0, , ,0, ,0,1,0, ,0,0, , ,0,0, , ,0, , ,2,1, ,0,0,0,1,0,1, ,1, ,1,2,0, ,1,0, ,0, ,8:29:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,1, ,3, , 
110000316,10000316,0, ,2,2,0, , ,0,1, ,0,0, , ,0,1, , , ,0,0,0, ,0, ,0,0,0,7,refused, ,2,2,1.30571876826818, ,0,1,3,0, , , ,3, ,0,0, ,0, ,0,0,0,5, , , , ,6,0,0,0,0, ,0, ,0,0, ,0,0, , ,4, ,5,0,0,1,0, , ,3, ,7, ,0, , ,0,0,0,4,0, ,0,0,0, ,0,1, , ,0, , ,2,0, ,0,0,0,2,0,0,0,0, ,1,4,0,0,0,0, ,0, ,8:14:00 PM,0,1,1,0, ,1,0,1, ,0,0,0,0,1, ,1,1, 
110002027,10002027,0, ,1,3,0, , ,0,1, , , , , ,0,1, , ,2, ,0,0, ,0, ,0,0,0,16, , ,1,2,1.02189737031705, ,0,0,3,0, , ,9am,3, ,0,0, ,0, , ,0,0,2, , , , ,6,0, ,0,1, , , ,0,0, ,0,0, , ,4, ,2,0,0,0,0, , ,3, ,7, ,0, , ,0, ,0,4,0, ,0,1, , ,0,0, , ,0, , ,2,1, ,0,0,0,2,0,0,0,0, ,1,3,0, ,0,0,2,0, ,8:31:00 PM,0,1,1,0, ,1,0,0, ,0,0,1,0,2, ,2, , 
110001189,10001189,0, ,2,1,0, , ,0,2, , , , , ,0,1, , , , , ,0, ,0, ,0,0,0,10, , ,1,2,1.17170259746791, ,0,0,3,0, , ,10am, , ,0,1, ,0, , ,1,0, , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,1,0, ,1, , ,3, ,7, ,0, , ,0, ,0,1,0, , , , , ,0,0, , ,0, , ,4,1, ,0, ,0,2,0,0,0,0, ,2,7, , ,0,0,2,0, ,8:27:00 PM,0,1,1,0, ,0,0,0, ,0,1,0,0,5, ,0, , 
110002143,10002143,0, ,2,5,0, , , ,1, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,1, , ,2,4,0.814825972582489, ,0,0,3,0, , ,refuesd,2, ,0,0, ,0, , ,1,0,2, , ,2, ,6,0, ,0,0, , , ,0,0, ,1,0, , ,5, ,4,0,0,0,0, , ,3, ,4, ,0, , ,0, ,0,2,0, ,0,1, , , ,0, , ,0, , ,2,1, ,0,0,0,1,0,0,0,1, ,7,2,0, ,0, , ,0, ,8:31:00 PM,0,1,6,0, ,1,0,0, ,0,0,0,0,2, ,1, , 
110001545,10001545,0, ,2,3,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,3,0.652434088019188, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,1, ,4, ,0, , ,0, ,0,2,0, , , , , , ,0, , ,0, , ,2,1, ,1, ,0,4,0,0, ,0, ,1,7, , ,0, , ,1, ,8:30:00 PM,0, ,5,0, ,0,0,0, ,0,0,0,0,2, ,0, , 
110001112,10001112,0, ,2,1,0, ,0, ,2, , , , , , ,1,0, ,2, ,0, ,0,0, ,0,0,0, , , ,2,2,0.435409043434644, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0, , , , , , ,6,0, ,0,0,1, , , ,0, ,0,0,1, ,6, , ,0,0,0,1, , ,1, ,1, ,0,0,0,1, ,0,1,0, ,0, , , , ,0, , ,0, ,0,4,1, ,0, ,0,2,0,0, ,0, ,2,9, , ,0, , ,0, ,8:27:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,3,0,1, , 
110001936,10001936,0, ,2,3,0, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,2,2,1.26809609303104, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,0, ,0,0, , , ,0,0, ,1,0, , ,6, , ,0,0,0,0, , ,3, ,7, ,0, , ,0, ,0,3,0, ,0,1, , , ,0, , ,0, , ,2,1, ,0,0,0,2,0,0, ,0, ,3,2,0, ,0, ,1,0, ,8:31:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,3, ,2, , 
110000107,10000107,0, ,2,3,0, ,0, ,1, ,0,0, , , ,1,0, , ,0,0, ,0,0, ,0,0,0, , , ,2,1,1.18786580642416, ,0,0,2,0, , , ,3, ,0,0,11236,0, ,0,0, , ,2, , , ,6,0,0,0,0,0,0, ,0,0, ,0,0,0, ,5, , ,0,0,1,0, , ,1, ,7, ,1,0,0,1,0,0,1,0, ,0,0,0, , ,1, , ,0, ,0,2,1, ,0,0,0,1,0,0, ,1, ,1,5,1,0,0, , ,0, ,8:09:00 PM,0, ,1,0, ,0,1,0, ,0,0,1,0,2,0,1,1, 
