y_sp,inf_outlet,spc_common,tree_loc,inf_wires,tree_dbh,inf_paving,horz_plant,sidw_crack,the_geom
226911,No,LONDON PLANETREE,Side,No,20,No,No,No,"{'type': 'Point', 'coordinates': [-73.93969852472704, 40.78947859530029]}"
242891,No,"ZELKOVA, JAPANESE",Front,Yes,5,No,No,No,"{'type': 'Point', 'coordinates': [-73.94541897685103, 40.833342110566115]}"
225878,No,"LINDEN, SILVER",Front,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-73.97575115489059, 40.78665651138689]}"
227006,No,LONDON PLANETREE,Front,No,12,No,No,No,"{'type': 'Point', 'coordinates': [-73.96806876316741, 40.78975069696292]}"
206174,No,"PEAR, CALLERY",Front,No,7,No,No,No,"{'type': 'Point', 'coordinates': [-74.00900249654259, 40.73257627977894]}"
200082,No,"PEAR, CALLERY",Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-74.00923471392232, 40.715855198453795]}"
228733,No,HONEYLOCUST,Front,No,12,No,No,No,"{'type': 'Point', 'coordinates': [-73.93356516233823, 40.79447612323213]}"
226820,No,HONEYLOCUST,Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-73.97072330372731, 40.78924088187478]}"
226391,No,BLACK LOCUST,Side,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-73.96731482768045, 40.7880624752643]}"
200141,No,"OAK, PIN",Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-74.01103478831942, 40.71601698054185]}"
204062,No,HONEYLOCUST,Front,Yes,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.99079985129609, 40.72677934037973]}"
224411,No,"LINDEN, LITTLE LEAF",Front,No,7,No,No,No,"{'type': 'Point', 'coordinates': [-73.98240394939536, 40.78263119492281]}"
225395,No,"OAK, NORTHERN RED",Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-73.97674829447604, 40.78533101075855]}"
226751,No,LONDON PLANETREE,Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.96839411418115, 40.789050879659875]}"
225903,No,HONEYLOCUST,Front,No,9,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.97271415335868, 40.78672445055466]}"
206223,No,HONEYLOCUST,Front,No,9,No,No,No,"{'type': 'Point', 'coordinates': [-74.008313344431, 40.73271082428981]}"
219831,No,HONEYLOCUST,Front,No,12,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.99077582086977, 40.77006127348389]}"
232450,No,HONEYLOCUST,Front,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-73.95705906480872, 40.80468942250575]}"
201176,No,LONDON PLANETREE,Adjacent,No,16,No,No,No,"{'type': 'Point', 'coordinates': [-73.98436160758816, 40.71885727366934]}"
206319,No,"OAK, WILLOW",Front,No,16,No,No,No,"{'type': 'Point', 'coordinates': [-74.00689173253441, 40.732974414933594]}"
226494,No,BLACK LOCUST,Front,No,15,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.96862917899757, 40.78834554827134]}"
229602,No,"LINDEN, LITTLE LEAF",Front,No,2,No,No,No,"{'type': 'Point', 'coordinates': [-73.9333713623755, 40.79686118203623]}"
229636,No,"LINDEN, SILVER",Front,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.93363853449658, 40.796954656764854]}"
225273,No,HONEYLOCUST,Side,No,10,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.94344364847818, 40.784984621248434]}"
242832,No,"LINDEN, LITTLE LEAF",Front,No,10,Yes,No,Yes,"{'type': 'Point', 'coordinates': [-73.94683205434761, 40.83318083204606]}"
219637,Yes,"OAK, PIN",Front,No,4,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.98951231877489, 40.76952868605851]}"
226554,No,"LINDEN, LITTLE LEAF",Front,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.97442515196775, 40.788511663757696]}"
229607,No,"ASH, GREEN",Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.93340385386729, 40.796874924431094]}"
204008,No,HONEYLOCUST,Front,No,7,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.99044629893133, 40.72663109412489]}"
227006,No,LONDON PLANETREE,Across,No,19,No,No,No,"{'type': 'Point', 'coordinates': [-73.96806876316741, 40.78975069696292]}"
226911,No,LONDON PLANETREE,Side,No,16,No,No,No,"{'type': 'Point', 'coordinates': [-73.93969852472704, 40.78947859530029]}"
228733,No,HONEYLOCUST,Front,No,11,No,No,No,"{'type': 'Point', 'coordinates': [-73.93356516233823, 40.79447612323213]}"
206107,No,"CHERRY, OTHER",Front,No,7,No,Yes,Yes,"{'type': 'Point', 'coordinates': [-74.00566488268232, 40.73239259325671]}"
197250,No,"PEAR, CALLERY",Front,No,4,No,Yes,No,"{'type': 'Point', 'coordinates': [-74.01444559103548, 40.7080814956395]}"
243492,No,"DOGWOOD, FLOWERING",Side,No,13,No,No,No,"{'type': 'Point', 'coordinates': [-73.94674749018125, 40.83499230300863]}"
206256,No,HONEYLOCUST,Front,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-74.00784789415698, 40.73280143366403]}"
226386,No,BLACK LOCUST,Front,No,13,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.96792151954708, 40.78804892209134]}"
196398,No,UNKNOWN,Rear,No,2,No,No,No,"{'type': 'Point', 'coordinates': [-74.01338109023308, 40.705743085631944]}"
229151,No,"ASH, GREEN",Front,No,5,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.93452832220632, 40.79562397184106]}"
169348,No,"PEAR, CALLERY",Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.99837515943615, 40.631497640073114]}"
224627,No,LONDON PLANETREE,Rear,No,15,No,No,No,"{'type': 'Point', 'coordinates': [-73.94461510508548, 40.783212091760824]}"
225752,No,"OAK, PIN",Rear,No,17,Yes,No,No,"{'type': 'Point', 'coordinates': [-73.94014918572462, 40.786297684953915]}"
201543,No,HONEYLOCUST,Front,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.98565286563384, 40.719864768305115]}"
226694,No,UNKNOWN,Front,No,7,No,No,No,"{'type': 'Point', 'coordinates': [-73.96802222750378, 40.78889432767277]}"
225760,No,"HAWTHORN, OTHER",Median,No,2,No,No,No,"{'type': 'Point', 'coordinates': [-73.97814545081454, 40.78633311156016]}"
226021,No,"LINDEN, LITTLE LEAF",Front,No,8,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.97348681000197, 40.787048509608475]}"
226687,No,UNKNOWN,Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.96797890162662, 40.78887510255847]}"
226399,No,BLACK LOCUST,Front,No,14,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.96800456032105, 40.78808462662274]}"
200138,No,HONEYLOCUST,Side,No,11,No,No,No,"{'type': 'Point', 'coordinates': [-74.01101314309028, 40.716008748349196]}"
226738,No,HONEYLOCUST,Side,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-73.96663182958353, 40.78901470147032]}"
225669,No,"OAK, NORTHERN RED",Median,No,11,No,No,No,"{'type': 'Point', 'coordinates': [-73.97832969928118, 40.78608337615263]}"
163403,No,LONDON PLANETREE,Across,No,26,No,No,No,"{'type': 'Point', 'coordinates': [-73.91225128543005, 40.61514637793733]}"
229195,No,GINKGO,Front,No,13,No,No,No,"{'type': 'Point', 'coordinates': [-73.93482074670248, 40.79574490543118]}"
202934,No,"LINDEN, LITTLE LEAF",Front,No,9,No,No,No,"{'type': 'Point', 'coordinates': [-73.98344411045204, 40.7236824314314]}"
225273,No,LONDON PLANETREE,Side,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.94344364847818, 40.784984621248434]}"
229191,No,"ELM, AMERICAN",Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-73.93474491322007, 40.795733883627946]}"
200313,No,"PEAR, CALLERY",Front,No,13,No,No,No,"{'type': 'Point', 'coordinates': [-74.00989494562464, 40.716489182917606]}"
204609,No,"ELM, AMERICAN",Front,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-73.98480317728063, 40.72828008651177]}"
225117,No,"MAPLE, AMUR",Front,No,22,No,No,No,"{'type': 'Point', 'coordinates': [-73.94377983860191, 40.78455660718693]}"
226864,No,"OAK, PIN",Side,No,10,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.93939168243769, 40.789349432195856]}"
197379,No,"PEAR, CALLERY",Across,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-74.012530399705, 40.708435794722334]}"
199848,No,HONEYLOCUST,Front,No,5,No,Yes,No,"{'type': 'Point', 'coordinates': [-74.01122944764272, 40.71521274662706]}"
224897,No,HONEYLOCUST,Side,No,16,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.9463766559969, 40.783954003521934]}"
197349,No,"PEAR, CALLERY",Across,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-74.01258448767703, 40.70835344608551]}"
229097,No,"MAPLE, HEDGE",Front,No,7,No,No,No,"{'type': 'Point', 'coordinates': [-73.93417452959999, 40.79547555433382]}"
228728,No,"ELM, AMERICAN",Front,No,4,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.9357682330655, 40.794463648361294]}"
206299,No,BLACK LOCUST,Front,No,10,No,No,No,"{'type': 'Point', 'coordinates': [-74.00720203433411, 40.732919500068334]}"
225626,No,HONEYLOCUST,Side,No,4,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.94273504872382, 40.785953162211776]}"
225117,No,LONDON PLANETREE,Front,No,17,No,No,No,"{'type': 'Point', 'coordinates': [-73.94377983860191, 40.78455660718693]}"
226644,No,"ZELKOVA, JAPANESE",Side,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-73.97050322856704, 40.78875775212214]}"
225938,No,LONDON PLANETREE,Front,No,11,No,No,No,"{'type': 'Point', 'coordinates': [-73.9756572050775, 40.7868211752169]}"
225896,No,"PEAR, CALLERY",Front,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-73.9757150254848, 40.786705908870594]}"
199480,No,"OAK, PIN",Rear,No,11,No,No,No,"{'type': 'Point', 'coordinates': [-74.01289581353396, 40.71420250016482]}"
225752,No,"OAK, PIN",Rear,No,11,Yes,No,No,"{'type': 'Point', 'coordinates': [-73.94014918572462, 40.786297684953915]}"
229163,No,"ELM, AMERICAN",Front,No,2,No,No,No,"{'type': 'Point', 'coordinates': [-73.93246243628072, 40.79565571656526]}"
200175,No,HONEYLOCUST,Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-74.01056224412659, 40.716110346538734]}"
199320,No,GINKGO,Rear,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-74.01191817785653, 40.71376344368947]}"
243243,No,KATSURA TREE,Side,No,3,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.94798393333564, 40.834309434500526]}"
163073,No,LONDON PLANETREE,Front,Yes,19,Yes,Yes,No,"{'type': 'Point', 'coordinates': [-73.90242311951049, 40.61423267295109]}"
202213,No,"PEAR, CALLERY",Front,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.98271586180185, 40.7217033541248]}"
196451,No,HONEYLOCUST,Across,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-74.01529992107038, 40.70588831879398]}"
199796,No,GINKGO,Front,No,7,No,No,No,"{'type': 'Point', 'coordinates': [-74.01226110237356, 40.715069914091835]}"
206178,No,"PEAR, CALLERY",Front,No,7,No,No,No,"{'type': 'Point', 'coordinates': [-74.00894115848169, 40.73258726355362]}"
196398,No,UNKNOWN,Rear,No,2,No,No,Yes,"{'type': 'Point', 'coordinates': [-74.01338109023308, 40.705743085631944]}"
226490,No,BLACK LOCUST,Front,No,17,No,No,No,"{'type': 'Point', 'coordinates': [-73.96856418204025, 40.788334551654586]}"
242891,No,LONDON PLANETREE,Front,No,20,No,No,No,"{'type': 'Point', 'coordinates': [-73.94541897685103, 40.833342110566115]}"
242891,No,GINKGO,Side,No,12,No,No,No,"{'type': 'Point', 'coordinates': [-73.94541897685103, 40.833342110566115]}"
201399,No,"MAPLE, NORWAY",Across,No,13,No,No,No,"{'type': 'Point', 'coordinates': [-73.98637445155772, 40.71946961141922]}"
243492,No,"DOGWOOD, FLOWERING",Side,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-73.94674749018125, 40.83499230300863]}"
227802,No,HONEYLOCUST,Side,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.93837091481961, 40.79192344943906]}"
200141,No,"OAK, PIN",Side,No,9,No,No,No,"{'type': 'Point', 'coordinates': [-74.01103478831942, 40.71601698054185]}"
226858,No,GINKGO,Front,No,6,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.96709390888454, 40.78934420238408]}"
200241,No,"PEAR, CALLERY",Front,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-74.00945482129363, 40.71629159754668]}"
226675,No,UNKNOWN,Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.96789585855693, 40.78884214273906]}"
231570,No,LONDON PLANETREE,Across,No,28,No,No,No,"{'type': 'Point', 'coordinates': [-73.95881966347774, 40.80227470566031]}"
227802,No,"OAK, PIN",Rear,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-73.93837091481961, 40.79192344943906]}"
200138,No,HONEYLOCUST,Front,No,8,No,Yes,No,"{'type': 'Point', 'coordinates': [-74.01101314309028, 40.716008748349196]}"
228733,No,HONEYLOCUST,Front,No,9,No,No,No,"{'type': 'Point', 'coordinates': [-73.93356516233823, 40.79447612323213]}"
203042,No,"LINDEN, SILVER",Front,No,9,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.9841367245286, 40.72397896308381]}"
227925,No,"PEAR, CALLERY",Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.93653237489782, 40.79226005294341]}"
229710,No,"LINDEN, LITTLE LEAF",Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.93412230198733, 40.79715804380492]}"
164105,No,LONDON PLANETREE,Front,No,20,No,No,No,"{'type': 'Point', 'coordinates': [-73.91437031322153, 40.617074821307256]}"
202057,No,GINKGO,Front,No,5,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.98169862841127, 40.72127501453358]}"
206180,No,GINKGO,Side,No,2,No,Yes,Yes,"{'type': 'Point', 'coordinates': [-74.00646592325373, 40.73259291863896]}"
227802,No,"PEAR, CALLERY",Side,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-73.93837091481961, 40.79192344943906]}"
226210,No,"PEAR, CALLERY",Front,No,4,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.94158892150246, 40.78755551163043]}"
197250,No,HONEYLOCUST,Side,No,3,No,Yes,No,"{'type': 'Point', 'coordinates': [-74.01444559103548, 40.7080814956395]}"
226210,No,"PEAR, CALLERY",Front,No,3,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.94158892150246, 40.78755551163043]}"
226644,No,BLACK LOCUST,Side,No,15,No,No,No,"{'type': 'Point', 'coordinates': [-73.97050322856704, 40.78875775212214]}"
217340,No,HONEYLOCUST,Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.9593347554922, 40.76321731615335]}"
201176,No,LONDON PLANETREE,Adjacent,No,14,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.98436160758816, 40.71885727366934]}"
226021,No,"LINDEN, LITTLE LEAF",Front,No,8,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.97348681000197, 40.787048509608475]}"
227049,No,HONEYLOCUST,Front,No,9,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.9722289471261, 40.789869797681646]}"
229471,No,"OAK, PIN",Front,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.93211124528858, 40.79650088704151]}"
225669,No,"OAK, NORTHERN RED",Median,No,17,No,No,No,"{'type': 'Point', 'coordinates': [-73.97832969928118, 40.78608337615263]}"
229666,No,"CHOKECHERRY, SHUBERT",Front,No,2,No,No,No,"{'type': 'Point', 'coordinates': [-73.9338334842532, 40.7970371105431]}"
243405,No,"OAK, PIN",Front,No,17,No,No,No,"{'type': 'Point', 'coordinates': [-73.9454828669514, 40.83475292271647]}"
227049,No,HONEYLOCUST,Front,No,9,No,No,No,"{'type': 'Point', 'coordinates': [-73.9722289471261, 40.789869797681646]}"
206211,No,JAPANESE PAGODA TREE,Front,No,2,No,No,Yes,"{'type': 'Point', 'coordinates': [-74.0033015224279, 40.73267814005822]}"
229597,No,"LINDEN, AMERICAN",Front,No,2,No,No,No,"{'type': 'Point', 'coordinates': [-73.93338221118346, 40.79684746378821]}"
232239,No,HONEYLOCUST,Front,No,10,No,No,No,"{'type': 'Point', 'coordinates': [-73.95748566565547, 40.8041104438324]}"
226634,No,"LINDEN, LITTLE LEAF",Front,No,2,No,No,No,"{'type': 'Point', 'coordinates': [-73.9742625613229, 40.78873120568143]}"
229163,No,KENTUCKY COFFEETREE,Front,No,10,No,No,No,"{'type': 'Point', 'coordinates': [-73.93246243628072, 40.79565571656526]}"
199480,No,"OAK, PIN",Rear,No,10,No,No,No,"{'type': 'Point', 'coordinates': [-74.01289581353396, 40.71420250016482]}"
202970,No,Unknown Dead,Across,No,0,No,No,No,"{'type': 'Point', 'coordinates': [-73.98367498073156, 40.72378127547961]}"
199320,No,GINKGO,Across,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-74.01191817785653, 40.71376344368947]}"
243492,No,HONEYLOCUST,Front,No,11,No,No,No,"{'type': 'Point', 'coordinates': [-73.94674749018125, 40.83499230300863]}"
227925,No,"LINDEN, AMERICAN",Front,No,14,No,No,No,"{'type': 'Point', 'coordinates': [-73.93653237489782, 40.79226005294341]}"
226210,No,"PEAR, CALLERY",Front,No,3,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.94158892150246, 40.78755551163043]}"
203997,No,HONEYLOCUST,Front,No,8,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.99037775345707, 40.72660089615412]}"
226864,No,"OAK, WILLOW",Front,No,22,No,No,No,"{'type': 'Point', 'coordinates': [-73.93939168243769, 40.789349432195856]}"
224622,No,DAWN REDWOOD,Median,No,3,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.94462233840176, 40.78319837159087]}"
233690,No,"MAPLE, RED",Front,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.95457160104912, 40.8080919270001]}"
228596,No,"ELM, AMERICAN",Front,No,9,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.93386890706687, 40.79410026971849]}"
227802,No,HONEYLOCUST,Side,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.93837091481961, 40.79192344943906]}"
225676,No,"ZELKOVA, JAPANESE",Front,No,3,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.94263743079397, 40.78609035096829]}"
202125,No,"LINDEN, LITTLE LEAF",Front,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.98214231389032, 40.72146172742161]}"
229152,No,HONEYLOCUST,Front,No,18,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.93243718554206, 40.795625509801354]}"
226578,No,"OAK, PIN",Side,No,2,No,Yes,No,"{'type': 'Point', 'coordinates': [-73.9396199052443, 40.78856455830113]}"
225878,No,"LINDEN, SILVER",Assigned,No,6,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.97575115489059, 40.78665651138689]}"
225760,No,"HAWTHORN, OTHER",Median,No,1,No,No,No,"{'type': 'Point', 'coordinates': [-73.97814545081454, 40.78633311156016]}"
225878,No,"LINDEN, SILVER",Assigned,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.97575115489059, 40.78665651138689]}"
233650,No,"ASH, GREEN",Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-73.9546764325447, 40.80798217952947]}"
227049,No,HONEYLOCUST,Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-73.9722289471261, 40.789869797681646]}"
227507,No,GINKGO,Rear,No,3,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.93896393178886, 40.79111406909616]}"
225655,No,"OAK, NORTHERN RED",Front,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-73.94270248032711, 40.786032743138094]}"
227925,No,"LINDEN, LITTLE LEAF",Front,No,11,No,No,No,"{'type': 'Point', 'coordinates': [-73.93653237489782, 40.79226005294341]}"
229129,No,"CHOKECHERRY, SHUBERT",Front,No,6,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.93228917316216, 40.795562294291685]}"
199848,No,HONEYLOCUST,Side,No,9,No,No,Yes,"{'type': 'Point', 'coordinates': [-74.01122944764272, 40.71521274662706]}"
233599,No,"ASH, GREEN",Side,No,6,No,Yes,Yes,"{'type': 'Point', 'coordinates': [-73.95556876528357, 40.807842546253404]}"
243492,No,"PEAR, CALLERY",Side,No,9,No,No,No,"{'type': 'Point', 'coordinates': [-73.94674749018125, 40.83499230300863]}"
225760,No,"HAWTHORN, OTHER",Median,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.97814545081454, 40.78633311156016]}"
228733,No,HONEYLOCUST,Side,No,17,No,No,No,"{'type': 'Point', 'coordinates': [-73.93356516233823, 40.79447612323213]}"
204934,No,"LINDEN, LITTLE LEAF",Front,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-73.98417517657289, 40.7291720476053]}"
227925,No,LONDON PLANETREE,Side,No,10,No,No,No,"{'type': 'Point', 'coordinates': [-73.93653237489782, 40.79226005294341]}"
226864,No,GINKGO,Side,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.93939168243769, 40.789349432195856]}"
225626,No,"OAK, SWAMP WHITE",Side,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-73.94273504872382, 40.785953162211776]}"
227031,No,LONDON PLANETREE,Front,No,14,No,No,No,"{'type': 'Point', 'coordinates': [-73.96823123920711, 40.7898193600136]}"
224622,No,LONDON PLANETREE,Front,No,2,No,No,No,"{'type': 'Point', 'coordinates': [-73.94462233840176, 40.78319837159087]}"
243492,No,HONEYLOCUST,Front,No,11,No,No,No,"{'type': 'Point', 'coordinates': [-73.94674749018125, 40.83499230300863]}"
199320,No,GINKGO,Across,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-74.01191817785653, 40.71376344368947]}"
227250,No,HONEYLOCUST,Front,No,5,No,No,No,"{'type': 'Point', 'coordinates': [-73.93950628086931, 40.79040895862298]}"
197864,No,JAPANESE PAGODA TREE,Median,No,5,No,Yes,No,"{'type': 'Point', 'coordinates': [-74.01468401767028, 40.7097667503017]}"
204030,No,"PEAR, CALLERY",Front,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.9905869979555, 40.72669149113925]}"
233134,No,HONEYLOCUST,Front,No,9,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.95571410599278, 40.80656630530448]}"
206178,No,BALDCYPRESS,Front,No,6,No,No,No,"{'type': 'Point', 'coordinates': [-74.00894115848169, 40.73258726355362]}"
226846,No,"OAK, WILLOW",Front,No,5,No,No,Yes,"{'type': 'Point', 'coordinates': [-73.96701447695033, 40.78931124296302]}"
233677,No,HONEYLOCUST,Front,No,4,No,No,No,"{'type': 'Point', 'coordinates': [-73.95462219759214, 40.80805626558893]}"
219641,Yes,GINKGO,Front,No,8,No,No,No,"{'type': 'Point', 'coordinates': [-73.98958813146695, 40.76953967187177]}"
225760,No,"HAWTHORN, OTHER",Median,No,3,No,No,No,"{'type': 'Point', 'coordinates': [-73.97814545081454, 40.78633311156016]}"
