property_id,property_name,data_center_gross_floor_area,estimated_data_flag,hospital_general_medical_11,indirect_ghg_emissions_metric,office_number_of_workers,outdoor_water_use_all_water,hotel_gross_floor_area_ft,annual_maximum_demand_kw,medical_office_percent_that,multifamily_housing_number_1,temporary_values,other_number_of_workers_on,office_number_of_computers,supermarket_grocery_open,multifamily_housing_total,hospital_general_medical_8,refrigerated_warehouse_gross,senior_care_community_gross,data_center_it_energy,retail_store_gross_floor,district_chilled_water_use,data_quality_checker_run,alert_energy_meter_has_less,data_center_cooling_equipment,hospital_general_medical_6,egrid_output_emissions_rate,data_center_pue,natural_gas_use_kbtu,fuel_oil_2_use_kbtu,alert_property_has_no_uses,retail_store_number_of_open,restaurant_gross_floor_area,hospital_general_medical_2,parking_open_parking_lot,national_median_source_eui,hospital_general_medical_10,estimated_data_flag_1,medical_office_percent_that_1,primary_property_type_self,percent_of_recs_retained,office_worker_density_number,restaurant_worker_density,green_power_offsite_kwh,year_ending,retail_store_number_of_walk,movie_theater_gross_floor,hospital_general_medical_9,electricity_use_generated,hospital_general_medical_7,alert_energy_meter_has,medical_office_number_of,indoor_water_use_intensity,occupancy,multifamily_housing_gross,property_gfa_self_reported,third_party_certification_1
2989315,8801 Shore RD BG Corp,,No,,293.6,,,,,,0.0,No,,,,140.0,,,,,,,No,Ok,,,88.7,,4440462.0,,Ok,,,,,87.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,22.36,100,275892.0,275892,
6128972,Building 2,,No,,0.0,,,,,,,No,,,,180.0,,,,,,,No,Ok,,,88.7,,,,Ok,,,,5000.0,127.9,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,,100,150000.0,150000,
4407826,Olnick - ROC Fifth Avenue Associates LLC,,No,,602.4,302.0,,,,,,No,,263.0,,,,,,,8823.0,,No,Ok,,,88.7,,21180.0,,Ok,0.0,,,,238.0,,,,Office,,2.2982,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,13.01,100,,140230,
2640850,525 BUILDING CO.,,No,,1658.9,1000.0,,,,,,No,,750.0,,,,,,,,,Yes,Ok,,,88.7,,1732667.7,4864499.9,Ok,,10000.0,,,233.0,,,,Office,,2.03802,1.2,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,22.35,100,,515672,
3382694,Georgia Ave.,,No,,164.7,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,3426200.1,,Ok,,,,,113.9,,,,Non-Refrigerated Warehouse,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,2.11,100,,66000,
2674887,1402 Broadway ENT,,No,,1300.6,700.0,,,,,,No,,600.0,,,,,,,,,Yes,Ok,,,88.7,,447315.1,,Ok,,,,,225.2,,,,Office,,1.6655,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,426287,
2786510,1530-1532 Townsend,,No,,60.0,,,,,,0.0,No,,,,55.0,,,,,,,No,Ok,,,88.7,,3081526.6,,Ok,,,,,138.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,57.11,100,52221.0,52221,
2665684,Episcopal Church Center,,No,,691.5,300.0,,,,,,No,,300.0,,,,,,,,,No,Ok,,,88.7,,,,Ok,,,,,239.4,,,,Office,,2.14555,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,18.45,100,,139824,
4401809,ESRT - One Grand Central Place,,No,,6191.2,3500.0,,,,,,No,,3500.0,,,,,,,,,No,Ok,,,88.7,,2160197.0,,Ok,,3721.0,,,254.9,,,,Office,,3.14908,8.06235,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,13.8,100,,1158407,
5078536,43-01 22nd Street Owners LLC,,No,,202.5,50.0,,,,,,No,180.0,50.0,,,,,,,,,Yes,Ok,,,88.7,,15916.7,5208313.6,Ok,,,,,123.1,,,,Mixed Use Property,,1.65235,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,210260,
5766730,1901 Ocean Parkway - Sephardic Community Center,,No,,595.1,,,,,,,No,,,,,,,,,,,No,Ok,,,88.7,,11393221.3,,Ok,,,,,141.4,,,,Other - Education,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,86690,
3117707,AMDA - Stratford Arms Hotel,,No,,252.7,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,888350.0,5459693.6,Ok,,,,,196.5,,,,Residence Hall/Dormitory,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,107.85,100,,75000,
6236828,380 BROADWAY LLC,,Yes,,2.7,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,123.1,,,,Mixed Use Property,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,20.84,100,,27500,
6182209,Staples,,No,,93.2,,,,,,,No,,,,,,,,,14700.0,,No,Ok,,,88.7,,145600.0,,Ok,0.0,,,,182.6,,,,Retail Store,,,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,5.04,100,,14700,
2710362,17197 - 119 West 57th Street,,No,,699.9,352.0,,,,,,No,,315.0,,,,,,,10000.0,,Yes,Ok,,,88.7,,,,Ok,0.0,,,,229.4,,,,Office,,3.39418,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,,100,,113707,
5237199,34-24 Hunters Point Avenue,,No,,1.4,,,,,,,No,30.0,,,,,,,,,,Yes,Ok,,,88.7,,3968736.8,,Ok,,,,,123.1,,,,Other,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,4.22,100,,65500,
2731076,Chapin Home for the Aging,,No,,,,,,,,,No,,,,,,,98642.0,,,,No,Possible Issue,,,88.7,,,,Ok,,,,,243.2,,,,Senior Care Community,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,98642,
4401675,ESRT - 250 West 57th Street,,No,,2019.0,999.68,,,,,,No,,1058.28,,,,,,,44948.0,,No,Ok,,,88.7,,9745.5,12268475.2,Ok,4.0,,,,256.3,,,,Office,,2.3406,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,12.07,80,,479349,
3108824,Hotel Wales,,No,,349.9,,,53542.0,,,,No,,,,,,,,,,,No,Ok,,,88.7,,2200103.2,4935983.9,Ok,,,,,339.4,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,53542,
6299476,1301 Surf Ave,,No,,,,,55278.0,,,,No,,,,,,,,,,,No,Ok,,,88.7,,,,Ok,,,,,162.1,,,,Hotel,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,,0,,55278,
6223345,116 West Houston,,No,,5.9,150.0,,,,,,Yes,,150.0,,,,,,,,,No,Ok,,,88.7,,,,Ok,,7044.0,,,148.1,,,,Office,,7.40192,2.8393,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,37.59,100,,28500,
3113637,Wendi Realty LLC,,No,,305.0,,,,,,,No,,,,,,120200.0,,,,,No,Ok,,,88.7,,,,Ok,,,,,211.8,,,,Refrigerated Warehouse,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,10.21,100,,120200,
2646028,NH Forest Hills,,No,100.0,2159.2,,,,,,,No,,,,,235.0,,,,,,Yes,Ok,,0.00524,88.7,,38047647.9,828110.4,Ok,,,190934.0,,642.0,100.0,,,Hospital (General Medical & Surgical),,,,0.0,2017-12-31T00:00:00.000,,,1.31983,,1.0,Ok,,0.0,100,,190934,
6011246,Alini Enterprises Inc.,,No,,31.7,,,,,,0.0,No,,,,31.0,,,,,,,Yes,Ok,,,88.7,,1718687.9,345414.0,Ok,,,,,141.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,89.74,100,31500.0,31500,
2702022,LITTLE 40 WORTH ASSOC.,,No,,2861.0,2371.0,,,,,,No,,2509.0,,,,,,,,,Yes,Ok,,,88.7,,661753.1,24910795.3,Ok,,,,,270.6,,,,Office,,3.22509,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,13.15,100,,735174,
2817671,2764-66 Realty LLC,,No,,59.0,,,,,,6.0,No,,,,56.0,,,,,,,No,Ok,,,88.7,,513583.3,,Ok,,,,,115.0,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,57000.0,57000,
6198641,Queen of All Saints - PARISH,,Yes,,21.8,,,,,,,No,4.0,,,,,,,,,,Yes,Ok,,,88.7,,800757.1,916734.0,Ok,,,,,70.7,,,,Worship Facility,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,64959,
2942054,1710 Cortelyou Road - 40241,,No,,170.9,,,,,100.0,0.0,No,,,,132.0,,,,,,,Yes,Ok,,,88.7,,9512120.2,,Ok,,,,,127.9,,,100.0,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,90.95,100,145238.0,147088,
2942073,777 East 31 Street - 40240,,No,,144.4,,,,,,0.0,No,,,,125.0,,,,,,,Yes,Ok,,,88.7,,8752089.7,,Ok,,,,,131.4,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,97.0,100,121664.0,121664,
2587536,28 Second Ave,,No,,57.9,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,959909.1,,Ok,,,,,47.6,,,,Self-Storage Facility,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,1.13,100,,61111,
1819837,Center for Automotive Education and Training,,No,,315.2,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,2817938.3,,Ok,,,,,141.4,,,,Other - Education,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,19.74,100,,92705,
6190886,"2753 Realty, LLC",,No,,7.6,,,,,,0.0,No,,,,42.0,,,,,,,Yes,Ok,,,88.7,,3876739.8,,Ok,,,,,113.8,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,68.91,100,49200.0,49200,
2649752,West Chelsea Building LLC,,No,,147.8,,,,,,,No,9.5,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,123.1,,,,Other,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,146416,
6212669,2355/57 Prospect Ave.,,Yes,,51.2,,,,,,,No,,,,48.6,,,,,,,Yes,Ok,,,88.7,,231928.1,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,78.05,100,40500.0,40500,
3488156,1864 corp.,,No,,96.4,,,,,,7.0,No,,,,77.0,,,,,,,Yes,Ok,,,88.7,,4073375.9,483000.2,Ok,,,,,128.0,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,79.21,100,72000.0,72000,
2809319,Weiss Realty - 2446 University Avenue,,,,0.0,,,,,,0.0,No,,,,54.0,,,,,,,No,Ok,,,88.7,,4103954.6,,Ok,,,,,128.1,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,89.66,100,56388.0,56388,
2936772,134,,,,0.0,,,,,,0.0,No,,,,40.0,,,,,,,Yes,Ok,,,88.7,,991999.9,,Ok,,,,,137.6,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,0.83,100,35000.0,35000,
2975830,600 Burke Ave,,No,,64.8,,,,,,0.0,No,,,,58.0,,,,,,,No,Ok,,,88.7,,5755542.6,,Ok,,,,,135.3,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,80.18,100,55300.0,55300,
6276753,Ramaz School - 114 E 85 St,,,,0.0,,,,,,,No,,,,,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,,141.4,,,,K-12 School,,,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,95,,61917,
4043349,Rolex Realty Company Inc,,No,,682299.8,239.0,,,,,,No,,309.0,,,,,,,13857.0,,Yes,Ok,,,88.7,,,,Ok,0.0,,,,148.1,,,,Office,,2.18237,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,,100,,123371,
2716012,701 Empire Boulevard - 33817,,No,,72.6,,,,,,0.0,No,,,,63.0,,,,,,,Yes,Ok,,,88.7,,1918991.0,,Ok,,,,,110.7,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,49.32,100,75548.0,75548,
6265372,161 Varick St.,,No,,178.8,,,,,,,No,,,,,,,,,,,No,Ok,,,88.7,,4331827.0,,Ok,,,,,47.6,,,,Self-Storage Facility,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,1.71,95,,175100,
6247708,917 Ogden Avenue,,No,,57.4,,,,,,,No,,,,36.0,,,,,,,No,Ok,,,88.7,,54612.1,3647008.9,Ok,,,,,115.6,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,36888.0,36888,
6143730,Jay Cee of New York Corp.,,No,,77.1,1.5,,,,,,No,,2.0,,,,,,,,,Yes,Ok,,,88.7,,2346.7,1123872.1,Ok,,,,,132.7,,,,Office,,0.04615,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,2206.53,85,,32500,
2539059,Winter- 599 11th Ave,,No,,196.7,38.03,,,,,,No,,38.03,,,,,,,,,Yes,Ok,,,88.7,,725.8,896862.0,Ok,,,,,131.1,,,,Office,,1.20771,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,15.57,100,,56036,
6278837,Ferguson - 48-20 57th Avenue,,No,,28.6,,,,42.4,,,No,,,,,,,,,,,No,Ok,,,88.7,,3127499.8,,Ok,,,,90723.0,,,,,Manufacturing/Industrial Plant,100.0,,,0.0,2017-12-31T00:00:00.000,,,,311325.7,,Ok,,0.99,100,,143840,
2811996,The Benjamin Hotel,,No,,1257.3,,,157462.0,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,2175900.0,,Ok,,,,,253.0,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,52.92,100,,157462,
4560039,810 Humboldt St.,,No,,74.9,,,,,,,No,,,,,,,,,,,No,Ok,,,88.7,,250272.9,,Ok,,,,,,,,,Manufacturing/Industrial Plant,100.0,,,0.0,2017-12-31T00:00:00.000,,,,150869.6,,Ok,,20.68,100,,80000,
3974316,Rego Park Health Care,,No,,,,,,,,,No,,,,,,,67877.0,,,,No,Ok,,,88.7,,,,Ok,,,,,243.2,,,,Senior Care Community,,,,,2017-12-31T00:00:00.000,,,,,,Possible Issue,,,95,,67877,
2960812,1775,,,,0.0,,,,,,0.0,No,,,,72.0,,,,,,,No,Ok,,,88.7,,202800.0,,Ok,,,,,143.2,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,0.91,100,50000.0,50000,
3243083,L&L_222 Broadway,21126.0,No,,6022.2,4520.0,,,,,,No,,4854.0,,,,,,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),59005.0,,Yes,Ok,,,88.7,5.31,,,Ok,0.0,,,0.0,432.0,,,,Office,,7.01828,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,,95,,732711,
6261874,423 88th St,,,,0.0,,,,,,,No,,,,,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,93000.0,,,,,Parking,,,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,100,,93000,
3122845,Dunmore Realty LLC,,No,,11.5,,,,,,,No,,,,62.14,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,119.45,100,51780.0,51780,
3522664,Centers FC,,No,,0.6,80.0,,,,,,No,,56.0,,,,,,,,,No,Ok,,,88.7,,35678.6,,Ok,,,,,173.9,,,,Office,,1.1453,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,6.08,100,,69851,
4522614,CBRE - 200 W41st Street,,No,,609.4,278.51,,,,,,No,,285.68,,,,,,,,,No,Ok,,,88.7,,419396.8,3644579.8,Ok,,,,,204.0,,,,Office,,1.60635,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,173380,
2790518,205 Ocean Parkway - 36849,,No,,84.3,,,,,,0.0,No,,,,61.0,,,,,,,Yes,Ok,,,88.7,,3453116.1,,Ok,,,,,132.6,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,34.5,100,61380.0,61380,
4230670,50 West 47th Street,,No,,3534.7,3076.32,,,,,,No,,2775.72,,,,,,,6500.0,,No,Ok,,,88.7,,,,Ok,0.0,,,0.0,266.4,,,,Office,,4.2139,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,,70,,739305,LEED
2642566,MANHATTAN PROPERTIES COMPANY,,No,,1303.8,785.0,,,,,,No,,476.0,,,,,,,,,Yes,Ok,,,88.7,,3438.2,,Ok,,,,,211.5,,,,Office,,1.34424,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,3.8,100,,593872,
6269062,88 Bleecker Street,,No,,233.1,,,,,,0.0,No,,,,107.0,,,,,10000.0,,No,Ok,,,88.7,,6219223.2,,Ok,0.0,,,,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,,100,72483.0,82483,
2715581,Maple Avenue,,No,,598.4,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,2630100.1,802332.0,Ok,,,,,133.8,,,,Non-Refrigerated Warehouse,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,11.22,100,,170000,
4038365,25 Bridge Plaza North,,No,,380.0,125.35,,,,,,No,,109.0,,,,,,,,,No,Ok,,,88.7,,1283283.3,1104000.1,Ok,,,,,215.0,,,,Office,,2.3,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,31.09,100,,54500,
4895812,15 E 26th Street LLC,,No,,1305.1,325.0,,,,,62.0,No,,325.0,,69.0,,,,,8000.0,,Yes,Ok,,,88.7,,152553.1,,Ok,1.0,,,,184.6,,,,Mixed Use Property,,2.45747,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,29.6,100,151782.0,292032,
2935573,Flushing Manor Nursing and Rehabilitation,,No,,,,,,,,,No,,,,,,,95000.0,,,,No,Possible Issue,,,88.7,,,,Ok,,,,,243.2,,,,Senior Care Community,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,95000,
4398177,ESRT - Empire State Building,,No,,16812.3,13320.0,,,,,,No,,13320.0,,,,,,,52888.0,,No,Ok,,,88.7,,4359150.0,,Ok,7.0,26155.0,,,296.7,,,,Office,,4.8409,1.91168,0.0,2017-12-31T00:00:00.000,1.0,,,,,Ok,,32.74,100,,2851447,
1575272,PTG - 535 Madison Ave,,No,,2971.2,285.0,,,,,,No,33.0,666.0,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,277.3,,,,Financial Office,,1.7693,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,14.74,100,,444293,LEED
6220285,100 E182nd HDFC,,No,,40.4,,,,,,,No,,,,35.0,,,,,,,No,Ok,,,88.7,,118690.9,3462882.4,Ok,,,,,125.4,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,28122.0,28122,
2661711,Iroquois Hotel,,No,,260.7,,,52575.0,,,,No,,,,,,,,,,,No,Ok,,,88.7,,3759696.8,,Ok,,,,,264.8,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,52575,
3337189,1501 Broadway,,No,,3578.9,1266.0,,,,,,No,9.0,1310.0,,,,,,,31206.0,,Yes,Ok,,,88.7,,22174048.4,21085296.0,Ok,17.0,,,,270.2,,,,Office,,1.95084,,0.0,2017-12-31T00:00:00.000,9.0,,,,,Ok,,,100,,690287,
2675438,20 East 9th Street Corp.,,No,,511.3,,,,,80.85,0.0,No,,,0.0,323.0,,,,,24345.0,,No,Ok,,,88.7,,30887053.9,,Ok,5.0,,,,127.9,,,80.85,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,31.39,100,436154.0,473796,
2929077,Grandview,,No,,60.4,,,,,,0.0,No,,,,50.0,,,,,,,Yes,Ok,,,88.7,,322145.5,,Ok,,,,,124.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,86.65,100,51000.0,51000,
4412738,L&L_142 West 57th Street,,No,,2552.0,576.0,,,,,,No,,505.0,,,,,,,,,Yes,Ok,,,88.7,,693687.9,,Ok,,,,,254.7,,,,Office,,2.31226,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,90,,249107,
2638025,225 FOURTH COMPANY,,No,,2090.9,2500.0,,,,,,No,,2500.0,,,,,,,,,Yes,Ok,,,88.7,,2379516.0,11161891.5,Ok,,30000.0,,,291.0,,,,Office,,4.34783,1.0,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,615000,
2805624,2065 Morris Avenue - CMC Development,,No,,122.9,,,,,,0.0,No,0.0,,,63.0,,,,,,,No,Ok,,,88.7,,4425875.9,,Ok,,,,,122.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,79.3,100,65028.0,66874,
6225084,73 WEST 104 STREET - 32526,,No,,74.5,,,,,,0.0,No,,,,39.0,,,,,,,Yes,Ok,,,88.7,,3403286.4,,Ok,,,,,127.3,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,92.93,100,46667.0,46667,
5849034,JAG Specialty Foods - Angonoa Brands,,No,,153.8,,,,102.4,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,10624879.5,,Ok,,,,,543.2,,,,Food Service,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,11.67,100,,55000,
2732758,Ace Hotel New York,,No,,1229.5,,,185490.0,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,13447178.0,,Ok,,2403.0,,,228.7,,,,Hotel,,,15.81357,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,104.78,100,,187893,
2809442,"Our Lady of the Snows Church, School and Convent",,Yes,,90.3,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,3895208.9,,Ok,,,,,123.1,,,,K-12 School,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,93000,
2641471,NH Zucker Hillside,,No,,691.6,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,1289728.1,,Ok,,,,79921.0,389.8,,,,Other - Specialty Hospital,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,0.0,100,,154210,
6222520,Two Waltons 2270 Walton Ave,,No,,116.2,,,,,,,No,,,,54.0,,,,,,,No,Ok,,,88.7,,4269191.0,,Ok,,,,,149.0,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,50000.0,50000,
6166149,G & M Realty Of NY LLC,,No,,47.8,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,3262899.3,,Ok,,,,,169.9,,,,Prison/Incarceration,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,12.4,100,,38320,
2616401,"6 East 39th St Holdings, LLC",,No,,,,,,,,,No,6.0,,,,,,,,,,No,Possible Issue,,,88.7,,,,Ok,,,,,123.1,,,,Other,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,88000,
2664580,Chandler Hotel,,No,,354.9,,,63967.0,,,,No,,,,,,,,,,,No,Ok,,,88.7,,4690459.9,,Ok,,,,,224.8,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,63967,
