hh_id,person_id,micromobility_devices_206,no_freq_bike_nyc_1,no_freq_bike_nyc_5,school_park_loc,no_bike_share_8,bike_purp_997,disability_follow_5,num_jobs,r_work_mode,num_trips,harassment_change_7,ethnicity_997,work_mode_bus,no_bike_nyc_5,work_in_region,harassment_change_6,kid_mode_own,job_type,r_age,citi_bike_type,r_student,is_participant,school_park_amount,race_3,no_freq_bike_nyc_4,ethnicity_1,race_5,school_type,no_bike_share_1,race_4,share_1,wfh_policy,ethnicity_4,bike_purp_6,no_bike_nyc_3,no_bike_nyc_7,disability_follow_3,work_cms_zone,ethnicity_999,bike_purp_1,bike_purp_3,no_freq_bike_nyc_6,r_race,race_999,second_home_in_region,can_drive,student,work_county,micromobility_devices_207,race_1,work_mode_ferry,gender,relationship,share_5,no_freq_bike_nyc_3,micromobility_devices_204,work_scooter_park,micromobility_devices_205,school_freq,harassment_change_5
22018978,2201897801,0,995,995,995,995,995,995,1,100,50,0,0,995,0,0,0,995,1,2,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,1,1,995,11,1,995,995,995,999,1,0,1,2,36119.0,0,0,995,1,0,0,995,0,995,0,995,0
22003649,2200364901,0,1,0,995,995,0,995,1,105,63,0,0,995,995,1,0,995,5,3,1,3,1,,0,0,1,1,995,995,0,1,3,0,0,995,995,995,4,0,1,1,0,5,0,0,1,2,36061.0,0,0,995,2,0,0,1,0,995,0,995,0
22047682,2204768201,0,995,995,995,995,0,995,1,995,40,1,0,995,995,995,0,995,3,2,3,3,1,,0,995,1,1,995,995,0,1,995,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,1
22047723,2204772301,0,995,995,995,995,995,995,1,105,51,0,0,995,0,995,0,995,2,2,995,3,1,,0,995,1,1,995,995,0,1,2,0,995,1,0,995,995,0,995,995,995,5,0,0,1,2,,1,0,995,999,0,0,995,0,995,0,995,0
22044503,2204450301,0,995,995,995,995,995,995,1,105,31,0,0,995,0,1,0,995,5,3,995,3,1,,1,995,1,0,995,995,0,1,3,0,995,0,1,995,3,0,995,995,995,2,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22004683,2200468301,0,995,995,995,995,995,995,1,105,9,995,1,995,0,1,995,995,5,2,995,3,1,,0,995,0,0,995,995,0,1,3,0,995,0,0,995,8,0,995,995,995,6,0,0,1,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,995
22058672,2205867201,0,995,995,995,995,995,995,995,995,4,995,0,995,0,995,995,995,995,4,995,3,1,,1,995,0,0,995,995,0,0,995,0,995,0,0,995,995,1,995,995,995,2,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,995
22028940,2202894001,0,995,995,995,995,995,995,2,995,46,995,0,995,0,0,995,995,1,3,995,3,1,,1,995,1,0,995,995,0,1,2,0,995,0,0,995,11,0,995,995,995,2,0,0,1,2,36119.0,0,0,995,1,0,0,995,0,995,0,995,995
22044632,2204463201,0,0,0,995,0,0,995,995,995,32,995,0,995,995,995,995,995,995,3,995,3,1,,1,0,1,0,995,0,0,0,995,0,0,995,995,995,995,0,0,1,0,2,0,0,1,2,,0,0,995,2,0,0,0,0,995,0,995,995
22049278,2204927801,0,995,995,995,995,0,995,1,995,2,0,0,995,995,995,0,995,3,3,1,3,1,,0,995,1,1,995,995,0,1,995,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,1,0,995,2,0,1,995,0,995,0,995,0
22052818,2205281801,0,995,995,995,995,995,995,1,1,74,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,1,995,995,0,0,6,0,995,0,1,995,8,0,995,995,995,5,0,0,3,2,36047.0,0,0,995,1,0,0,995,0,995,0,995,0
22023931,2202393101,0,995,995,995,995,995,995,995,995,12,0,1,995,0,995,0,995,995,2,995,1,1,,0,995,0,0,12,995,0,1,995,0,995,0,0,995,995,0,995,995,995,3,0,0,3,0,,0,1,995,1,0,0,995,0,995,0,2,0
22017713,2201771301,0,995,995,995,995,995,0,1,102,1,0,0,23,0,995,0,995,2,2,995,1,1,,0,995,1,0,12,995,0,1,6,0,995,1,0,0,995,0,995,995,995,1,0,0,1,0,,0,0,995,1,0,0,995,0,995,0,1,0
22047470,2204747001,0,0,0,995,995,0,995,1,105,11,0,0,995,995,1,0,995,5,2,4,3,1,,0,0,1,1,995,995,0,1,6,0,0,995,995,995,4,0,1,0,1,5,0,0,1,2,36061.0,0,0,995,2,0,0,0,0,995,0,995,0
22050932,2205093201,0,0,1,995,0,0,995,1,995,24,995,0,995,995,995,995,995,3,3,995,3,1,,0,1,1,1,995,0,0,1,995,0,0,995,995,995,995,0,0,1,1,5,0,0,1,2,,0,0,995,2,0,0,0,0,995,0,995,995
22048292,2204829201,0,995,995,995,995,995,995,1,102,18,995,0,23,0,1,995,995,1,3,995,3,1,,0,995,1,0,995,995,0,0,1,0,995,0,0,995,8,0,995,995,995,3,0,0,3,2,36047.0,0,1,995,1,0,0,995,0,995,0,995,995
22033564,2203356401,0,995,995,995,995,995,995,1,105,2,0,0,995,1,1,0,995,1,4,995,3,1,,0,995,1,1,995,995,0,0,1,0,995,1,1,995,3,0,995,995,995,5,0,0,3,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22057126,2205712601,0,995,995,995,995,0,995,1,105,8,995,0,995,995,1,995,995,5,3,1,3,1,,1,995,1,0,995,995,0,0,3,0,0,995,995,995,4,0,0,0,995,2,0,0,1,2,36061.0,0,0,995,2,0,0,995,1,995,0,995,995
22008391,2200839101,0,995,995,995,995,995,995,2,105,39,0,0,995,1,995,0,995,2,3,995,3,1,,0,995,0,0,995,995,0,1,3,1,995,0,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,0
22063398,2206339801,0,995,995,995,995,995,0,995,995,2,0,0,995,0,995,0,995,995,3,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,0,1,995,0,995,995,995,5,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,0
22003372,2200337201,0,995,995,995,995,995,995,1,105,1,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,0,1,995,995,0,0,1,0,995,0,0,995,2,0,995,995,995,5,0,0,1,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,0
22053243,2205324301,0,995,995,995,995,0,995,1,103,40,995,0,995,995,1,995,995,5,3,1,3,1,,0,995,1,1,995,995,0,1,4,0,0,995,995,995,4,0,1,1,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
22047045,2204704501,0,995,995,995,995,995,995,995,995,21,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,5,0,0,3,2,,0,0,995,2,0,0,995,0,995,0,995,995
22053045,2205304501,0,995,995,995,995,0,995,3,104,49,0,0,995,995,995,0,995,2,3,1,3,1,,0,995,1,0,995,995,0,1,3,0,1,995,995,995,995,0,1,1,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,0
22027214,2202721401,0,995,995,995,995,995,0,1,100,0,995,1,995,0,995,995,995,4,3,995,3,1,,0,995,0,1,995,995,0,0,995,0,995,1,0,1,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22020396,2202039601,0,995,995,995,995,0,995,1,106,12,0,1,995,995,1,0,995,5,3,4,3,1,,0,995,0,0,995,995,0,1,3,0,0,995,995,995,3,0,0,1,995,7,0,0,1,2,36061.0,0,0,995,1,0,1,995,0,995,0,995,1
22059363,2205936301,0,995,995,995,995,1,995,1,105,61,995,0,995,995,1,995,995,5,2,3,3,1,,0,995,1,1,995,995,0,1,3,0,1,995,995,995,4,0,1,1,995,5,0,0,1,2,36061.0,0,0,995,2,0,1,995,0,995,0,995,995
22050986,2205098601,0,0,0,995,0,0,995,995,995,28,995,0,995,995,995,995,995,995,2,995,1,1,,0,0,0,0,7,0,0,0,995,0,0,995,995,995,995,1,0,1,0,999,1,0,3,0,,0,0,995,999,0,0,0,0,995,0,1,995
22012048,2201204801,0,1,0,995,0,0,995,2,995,9,0,0,995,995,1,1,995,5,3,995,3,1,,1,0,1,1,995,0,0,1,3,0,0,995,995,995,4,0,1,1,0,7,0,0,1,2,36061.0,0,0,995,2,0,1,0,0,995,0,995,0
22045526,2204552601,0,1,0,995,995,0,995,1,107,53,0,0,995,995,1,0,995,1,3,4,3,1,,0,0,1,1,995,995,0,1,1,0,0,995,995,995,4,0,1,1,0,5,0,0,1,2,36061.0,0,0,995,1,0,0,1,1,5,0,995,0
22053987,2205398701,0,0,0,995,0,0,995,1,995,35,0,0,995,995,995,0,995,3,3,995,3,1,,0,0,1,1,995,0,0,1,995,0,0,995,995,995,995,0,0,1,1,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,0
22042662,2204266201,1,995,995,995,995,995,995,1,105,5,0,0,995,0,1,0,995,1,2,995,3,1,,0,995,0,0,995,995,0,0,3,0,995,0,1,995,2,0,995,995,995,7,0,0,1,2,36005.0,0,0,995,2,0,0,995,1,995,0,995,1
22036613,2203661301,1,0,0,995,0,0,995,995,995,30,995,0,995,995,995,995,995,995,4,995,3,1,,0,0,1,1,995,0,0,0,995,0,0,995,995,995,995,0,0,1,0,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,995
22012902,2201290201,0,995,995,995,995,995,995,1,105,38,0,0,995,0,1,0,995,1,2,995,3,1,,0,995,0,1,995,995,0,1,1,0,995,0,1,995,9,0,995,995,995,5,0,0,1,2,36047.0,0,0,995,1,0,0,995,0,995,0,995,0
22035025,2203502501,0,995,995,995,995,995,995,995,995,3,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,1,995,995,0,995,995,995,6,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22061220,2206122001,0,995,995,995,0,1,995,995,995,5,995,0,995,995,995,995,995,995,4,995,3,1,,0,995,1,1,995,0,0,0,995,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22014751,2201475101,0,995,995,995,995,995,995,1,100,52,995,0,995,0,995,995,995,2,3,995,3,1,,0,995,0,1,995,995,0,0,1,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,999,0,0,995,0,995,0,995,995
22022148,2202214801,0,995,995,995,995,995,995,1,1,21,0,0,995,0,1,0,995,1,2,995,1,1,,0,995,1,0,13,995,0,1,3,0,995,0,1,995,2,0,995,995,995,3,0,0,3,0,36005.0,0,1,995,1,0,0,995,0,995,0,3,0
22037505,2203750501,0,995,995,995,995,995,995,1,102,0,1,0,23,0,1,0,995,1,4,995,3,1,,0,995,1,0,995,995,0,0,1,0,995,0,0,995,1,0,995,995,995,3,0,0,3,2,36005.0,0,1,995,1,0,0,995,0,995,0,995,1
22039236,2203923601,0,995,995,995,995,995,995,1,105,8,0,0,995,0,1,0,995,1,2,995,3,1,,1,995,1,0,995,995,0,1,1,0,995,1,0,995,8,0,995,995,995,2,0,0,1,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,0
22004545,2200454501,0,995,995,995,995,995,995,995,995,48,995,0,995,0,995,995,995,995,2,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,995
22045691,2204569101,0,995,995,995,995,995,995,995,995,6,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22004389,2200438901,0,995,995,995,995,995,995,1,100,68,995,0,995,0,1,995,995,1,2,995,3,1,,0,995,0,0,995,995,0,0,2,0,995,0,0,995,7,0,995,995,995,3,0,0,1,2,36081.0,0,1,995,2,0,0,995,0,995,0,995,995
22065344,2206534401,0,995,995,995,995,995,995,1,995,41,0,0,995,0,995,0,995,3,2,995,3,1,,1,995,1,0,995,995,0,1,995,0,995,0,1,995,995,0,995,995,995,2,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22000430,2200043001,0,995,995,995,995,995,995,1,995,30,1,0,995,0,995,0,995,995,2,995,3,1,,0,995,1,0,995,995,0,1,995,0,995,1,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,0
22024431,2202443101,0,995,995,995,995,995,995,1,102,2,0,0,23,0,1,0,995,1,2,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,0,0,995,2,0,995,995,995,3,0,0,3,2,36005.0,0,1,995,1,0,0,995,0,995,0,995,0
22032559,2203255901,0,995,995,995,995,995,995,995,995,26,1,0,995,0,995,0,995,995,2,995,1,1,,1,995,1,0,13,995,0,1,995,0,995,0,0,995,995,0,995,995,995,7,0,0,1,0,,0,1,995,2,0,0,995,0,995,0,2,0
22059347,2205934701,0,995,995,995,995,995,995,1,102,53,995,0,61,0,1,995,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,1,995,8,0,995,995,995,3,0,0,1,2,36047.0,0,1,995,1,0,0,995,0,995,0,995,995
22014892,2201489201,0,995,995,995,995,995,0,995,995,6,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,1,0,995,0,995,995,995,7,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22040420,2204042001,0,995,995,995,995,995,995,1,100,30,0,0,995,0,1,0,995,1,2,995,3,1,,0,995,0,1,995,995,0,1,1,0,995,0,0,995,1,0,995,995,995,5,0,0,3,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,0
22036053,2203605301,0,1,0,995,0,1,995,1,102,12,995,0,23,995,1,995,995,1,3,995,3,1,,0,0,0,1,995,0,0,0,1,0,0,995,995,995,1,0,0,0,0,5,0,0,1,2,36005.0,0,0,995,1,0,0,0,0,995,0,995,995
22015146,2201514601,0,995,995,995,995,995,995,1,105,31,0,0,995,0,1,0,995,1,2,995,3,1,,0,995,1,0,995,995,0,0,1,0,995,0,1,995,4,0,995,995,995,3,0,0,1,2,36061.0,0,1,995,2,0,0,995,0,995,0,995,0
22044638,2204463801,0,995,995,995,995,0,995,995,995,23,995,0,995,995,995,995,995,995,3,4,3,1,,0,995,1,1,995,995,0,1,995,0,1,995,995,995,995,0,1,0,995,5,0,0,1,2,,0,0,995,4,0,0,995,0,995,0,995,995
22040747,2204074701,0,995,995,995,995,995,995,1,100,17,1,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,0,995,3,0,995,995,995,3,0,0,3,2,36061.0,0,1,995,1,0,0,995,0,995,0,995,0
22035659,2203565901,0,995,995,995,995,995,995,1,105,2,995,0,995,0,0,995,995,1,4,995,3,1,,0,995,1,1,995,995,0,0,1,0,995,0,0,995,11,0,995,995,995,5,0,0,1,2,36059.0,0,0,995,1,0,0,995,0,995,0,995,995
22060040,2206004001,0,995,995,995,995,0,995,995,995,20,995,0,995,995,995,995,995,995,4,1,3,1,,0,995,1,1,995,995,0,0,995,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22001817,2200181701,0,995,995,995,995,995,995,1,102,18,995,0,23,1,1,995,995,1,2,995,2,1,,0,995,0,0,10,995,0,1,2,0,995,0,1,995,1,0,995,995,995,1,0,0,1,1,36005.0,0,0,995,2,0,0,995,0,995,0,1,995
22061094,2206109401,0,995,995,995,995,995,995,1,105,14,995,0,995,1,1,995,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,0,995,4,0,995,995,995,3,0,0,1,2,36061.0,0,1,995,1,0,0,995,0,995,0,995,995
22064485,2206448501,0,995,995,995,995,995,995,1,102,69,995,0,55,1,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,0,1,995,7,1,995,995,995,999,1,0,1,2,36081.0,0,0,995,1,0,0,995,0,995,0,995,995
22037621,2203762101,0,995,995,995,995,995,0,995,995,20,0,0,995,0,995,1,995,995,3,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,0,0,995,0,995,995,995,3,0,0,3,2,,0,1,995,2,0,0,995,0,995,0,995,0
22002798,2200279801,0,995,995,995,995,0,0,995,995,28,0,0,995,995,995,0,995,995,3,4,3,1,,0,995,1,1,995,995,0,1,995,0,1,995,995,0,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22010713,2201071301,0,995,995,995,995,995,995,1,105,2,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,1,1,995,4,0,995,995,995,6,0,0,3,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,995
22052475,2205247501,0,995,995,995,995,0,995,1,105,7,0,0,995,995,995,0,995,2,2,1,3,1,,0,995,1,1,995,995,0,0,3,0,1,995,995,995,995,0,1,0,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22017284,2201728401,0,0,1,995,995,0,995,1,105,29,0,0,995,995,1,0,995,1,3,2,1,1,,0,0,1,0,13,995,0,1,1,0,0,995,995,995,2,0,0,0,0,3,0,0,1,4,36005.0,0,1,995,2,0,0,0,0,995,0,995,0
22014458,2201445801,0,995,995,995,995,995,995,1,995,65,995,0,995,0,1,995,995,5,2,995,2,1,,0,995,0,0,12,995,0,0,6,0,995,0,1,995,4,0,995,995,995,6,0,0,1,3,36061.0,0,0,995,1,0,0,995,0,995,0,995,995
22047406,2204740601,0,995,995,995,995,995,0,995,995,3,0,0,995,0,995,0,995,995,3,995,3,1,,1,995,1,0,995,995,0,1,995,0,995,0,0,1,995,0,995,995,995,2,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,0
22055577,2205557701,0,1,0,995,0,0,995,1,995,8,0,0,995,995,995,0,995,3,2,995,3,1,,0,0,1,1,995,0,0,1,995,0,0,995,995,995,995,0,0,1,1,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,0
22052541,2205254101,0,1,0,995,995,0,995,1,995,44,1,0,995,995,995,0,995,3,2,1,3,1,,0,0,1,1,995,995,0,1,995,0,0,995,995,995,995,0,1,1,0,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,0
22008396,2200839601,0,995,995,995,995,995,995,2,105,50,0,0,995,0,995,0,995,2,2,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,1,1,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,0
22012265,2201226501,0,995,995,995,995,995,0,995,995,2,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,0,0,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,995
22037268,2203726801,0,995,995,995,995,995,995,1,105,52,995,0,995,0,1,995,995,1,2,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,1,1,995,3,0,995,995,995,3,0,0,1,2,36061.0,0,1,995,1,0,0,995,0,995,0,995,995
22048084,2204808401,0,995,995,995,995,995,995,1,105,3,0,0,995,0,1,0,995,5,2,995,3,1,,0,995,0,1,995,995,0,1,3,0,995,0,0,995,3,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22036782,2203678201,0,995,995,995,995,995,0,1,100,0,995,0,995,0,0,995,995,1,4,995,3,1,,0,995,1,1,995,995,0,0,3,0,995,0,0,0,1,0,995,995,995,5,0,0,1,2,36005.0,0,0,995,2,0,0,995,0,995,0,995,995
22063194,2206319401,0,1,0,995,0,0,995,1,100,2,995,0,995,995,1,995,995,1,3,995,3,1,,0,0,1,1,995,0,0,0,1,0,0,995,995,995,9,0,0,1,0,5,0,0,1,2,36047.0,0,0,995,1,0,0,0,0,995,0,995,995
22047744,2204774401,0,995,995,995,995,995,995,1,995,31,0,0,995,0,995,0,995,3,2,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,1,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22029836,2202983601,0,995,995,995,995,995,995,1,1,25,1,0,995,0,1,0,995,5,2,995,3,1,,0,995,1,0,995,995,0,1,996,0,995,1,0,995,4,0,995,995,995,3,0,0,1,2,36061.0,0,1,995,2,0,0,995,0,995,0,995,0
22049972,2204997201,0,995,995,995,0,0,995,1,100,22,0,0,995,995,1,0,995,1,2,995,3,1,,0,995,0,1,995,0,0,1,1,0,0,995,995,995,8,0,0,1,995,5,0,0,1,2,36047.0,0,0,995,4,0,0,995,1,995,0,995,0
22049869,2204986901,0,995,995,995,0,1,995,1,105,6,995,0,995,995,995,995,995,2,2,995,3,1,,0,995,1,1,995,0,0,1,3,0,0,995,995,995,995,0,0,0,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22048410,2204841001,0,995,995,995,995,995,995,995,995,46,0,1,995,0,995,0,995,995,3,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,1,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,0
22040881,2204088101,1,995,995,995,995,995,995,995,995,21,995,0,995,0,995,995,995,995,2,995,1,1,,0,995,0,0,13,995,0,1,995,0,995,1,1,995,995,0,995,995,995,6,0,0,1,4,,0,0,995,1,0,0,995,0,995,0,995,995
22063793,2206379301,0,995,995,995,995,995,995,995,995,37,1,0,995,0,995,0,995,995,3,995,3,1,,1,995,1,0,995,995,0,0,995,0,995,0,1,995,995,0,995,995,995,2,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22042875,2204287501,0,995,995,995,0,1,995,2,100,45,995,0,995,995,995,995,995,4,2,995,3,1,,0,995,0,0,995,0,0,0,995,0,0,995,995,995,995,0,1,1,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,995
22001989,2200198901,0,0,0,995,995,1,995,1,105,36,995,0,995,995,1,995,995,1,2,3,3,1,,0,0,0,1,995,995,0,1,2,0,0,995,995,995,4,0,0,0,0,5,0,0,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,995
22047017,2204701701,0,995,995,995,995,0,995,1,105,47,0,0,995,995,1,0,995,1,3,2,3,1,,0,995,1,1,995,995,0,1,1,0,0,995,995,995,4,0,1,0,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22043520,2204352001,0,995,995,995,995,995,995,1,100,26,995,0,995,0,995,995,995,2,3,995,3,1,,0,995,1,0,995,995,0,1,2,0,995,0,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,995
22001518,2200151801,0,1,0,995,0,0,0,2,105,33,0,0,995,995,995,0,995,2,3,995,2,1,,0,0,1,0,997,0,0,1,1,0,0,995,995,0,995,0,0,1,0,3,0,0,1,1,,0,1,995,1,0,0,0,0,995,0,4,1
22034306,2203430601,0,995,995,995,995,995,995,1,100,43,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,1,1,995,995,0,1,2,0,995,0,0,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
22048624,2204862401,0,1,1,995,0,0,995,1,105,5,995,0,995,995,1,995,995,5,3,995,3,1,,0,0,1,1,995,0,0,1,3,0,0,995,995,995,4,0,0,1,0,5,0,0,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,995
22009739,2200973901,0,995,995,995,995,995,995,995,995,24,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,0,1,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,5,0,0,3,2,,0,0,995,1,0,0,995,1,995,0,995,995
22050204,2205020401,0,995,995,995,995,995,995,1,1,14,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,1,1,995,995,0,0,1,0,995,0,0,995,8,0,995,995,995,5,0,0,1,2,36047.0,0,0,995,999,0,0,995,0,995,0,995,995
22002390,2200239001,0,0,0,995,0,1,1,995,995,0,995,0,995,995,995,995,995,995,4,995,3,1,,0,0,1,0,995,0,0,0,995,0,0,995,995,1,995,0,0,0,0,3,0,0,3,2,,0,1,995,2,0,0,0,0,995,0,995,995
22011227,2201122701,0,0,0,995,0,0,995,995,995,1,995,0,995,995,995,995,995,995,2,995,3,1,,0,0,1,0,995,0,0,0,995,0,0,995,995,995,995,0,0,1,1,3,0,0,3,2,,0,1,995,1,0,0,0,0,995,0,995,995
22050642,2205064201,0,995,995,995,995,995,995,1,105,12,995,0,995,0,1,995,995,5,3,995,3,1,,0,995,1,1,995,995,0,1,4,0,995,0,0,995,8,0,995,995,995,5,0,0,1,2,36047.0,0,0,995,1,0,0,995,0,995,0,995,995
22047200,2204720001,0,1,0,995,995,0,995,1,995,66,995,0,995,995,995,995,995,3,2,3,3,1,,0,0,1,1,995,995,0,1,995,0,1,995,995,995,995,0,0,1,1,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,995
22060449,2206044901,0,995,995,995,995,995,995,995,995,34,0,0,995,0,995,0,995,995,4,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22018093,2201809301,1,995,995,995,995,995,995,995,995,64,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,7,0,0,3,2,,0,0,995,2,0,0,995,0,995,0,995,995
22045613,2204561301,0,995,995,995,0,1,995,995,995,27,0,0,995,995,995,0,995,995,4,995,3,1,,0,995,1,1,995,0,0,1,995,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22054267,2205426701,0,995,995,995,0,0,995,1,105,94,995,0,995,995,1,995,995,5,4,995,3,1,,0,995,1,0,995,0,0,1,996,0,0,995,995,995,4,0,0,1,995,3,0,0,1,2,36061.0,0,1,995,2,0,0,995,0,995,0,995,995
22049913,2204991301,0,995,995,995,995,995,995,1,105,42,995,0,995,0,1,995,995,1,2,995,3,1,,1,995,1,0,995,995,0,0,1,0,995,0,1,995,9,0,995,995,995,2,0,0,1,2,36047.0,0,0,995,1,0,0,995,0,995,0,995,995
22017267,2201726701,0,1,0,995,0,0,995,1,100,37,1,1,995,995,1,0,995,1,3,995,3,1,,0,0,0,0,995,0,0,0,1,0,0,995,995,995,3,0,0,1,0,6,0,0,1,2,36061.0,0,0,995,2,0,0,0,0,995,0,995,1
22014869,2201486901,0,995,995,995,995,995,1,995,995,15,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,0,995,995,0,1,995,0,995,0,0,1,995,0,995,995,995,3,0,0,3,2,,0,1,995,1,0,0,995,0,995,0,995,995
22054203,2205420301,0,995,995,995,995,0,995,1,103,28,995,0,995,995,1,995,995,5,2,2,3,1,,0,995,1,1,995,995,0,1,3,0,1,995,995,995,4,0,1,1,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
22052068,2205206801,0,995,995,995,995,995,995,995,995,23,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,0,0,995,995,0,0,995,0,995,0,0,995,995,1,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,995
22044617,2204461701,0,995,995,995,995,0,995,1,100,41,995,0,995,995,995,995,995,2,2,2,3,1,,0,995,1,1,995,995,0,1,3,0,1,995,995,995,995,0,1,0,995,5,0,0,1,2,,0,0,995,2,0,1,995,0,995,0,995,995
22014200,2201420001,0,995,995,995,995,995,995,995,995,35,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,3,0,0,3,2,,0,1,995,2,0,0,995,0,995,0,995,995
