objectid,latitude,:@computed_region_efsh_h5xi,bbl,longitude-partnerstatus,address-dsny_district
119197,40.509434,10694.0,5078960048.0,-74.243106-nan,"23 Summit St, Staten Island, NY, USA-SI03"
118098,40.738039,14784.0,4024520001.0,-73.886289-nan,"77-00 Queens Blvd, Queens, NY 11373, USA-QW04"
119007,40.742603,16861.0,4001520001.0,-73.918128-nan,"46-25 Greenpoint Avenue, NY, New York 11104, USA-QW02"
118334,40.731011,12075.0,,-73.999857-nan,"391/2 Washington Square South, New York, NY, USA-MN02"
119175,40.604971,18183.0,3066490079.0,-73.980902-nan,"1729 West 8th Street, Brooklyn, NY 11223, USA-BKS11"
118486,40.874969,10936.0,2033117501.0,-73.88578-nan,"3130 Grand Concourse, The Bronx, NY, USA-BX07"
118157,40.643585,17621.0,3052880055.0,-73.990797-nan,"1071 39th Street, Brooklyn, NY 11219, USA-BKS12"
118263,40.680114,17618.0,3018620001.0,-73.946493-nan,"1360 Fulton Street, Brooklyn, NY 11216, USA-BKN03"
118091,40.69164,24017.0,4088350001.0,-73.866648-nan,"74-39 Jamaica Avenue, Woodhaven, NY, USA-QW09"
1.18719E+5,40.59447,10692.0,5032430100.0,-74.078593-nan,"155 Norway Avenue, Staten Island, NY, USA-SI02"
118300,40.803821,12422.0,1018650001.0,-73.961836-nan,"1047 Amsterdam Avenue, New York, NY, USA-MN09"
118440,40.676853,13514.0,3005860021.0,-74.013848-nan,"388 Van Brunt St, NY, New York 11231, USA-BKS06"
118061,40.660493,16866.0,3046040009.0,-73.930701-nan,"529 Utica Avenue, Brooklyn, NY, USA-BKN17"
118468,40.810879,12424.0,1019130001.0,-73.946407-nan,"151 West 128th Street, New York, NY, USA-MN10"
117973,40.597529,17616.0,,-73.986349-nan,"2529 86th Street, Brooklyn, NY, USA-BKS11"
117986,40.67754,17215.0,3039690016.0,-73.884954-nan,"2958 Atlantic Avenue, Brooklyn, NY, USA-BKN05"
118819,40.644486,16866.0,3047770007.0,-73.923077-nan,"5620 Clarendon Road, Brooklyn, NY 11203, USA-BKN17"
118721,40.577605,18184.0,3069790100.0,-74.001043-nan,"3335 Neptune Avenue, NY, New York 11224, USA-BKS13"
118396,40.704058,13828.0,3030120031.0,-73.930999-nan,"1033 Flushing Avenue, Brooklyn, NY, USA-BKN01"
118649,40.66659,15313.0,4131960082.0,-73.744995-nan,"231-02 Mentone Ave, Jamaica, NY 11413, USA-QE13"
117895,40.713559,24332.0,4099300031.0,-73.778133-nan,"183-14 Hillside Avenue, Jamaica, NY, USA-QE12"
117966,40.838232,11270.0,2039740053.0,-73.845444-nan,"2463 Westchester Avenue, Bronx, NY, USA-BX10"
118884,40.711519,14786.0,4031920004.0,-73.856302-nan,"9601 Metropolitan Avenue, Flushing, NY 11375, USA-QW06"
1.17968E+5,40.723492,18182.0,3026820023.0,-73.947933-nan,"25 McGuinness Blvd, Brooklyn, NY, USA-BKN01"
118824,40.633567,10371.0,5011610150.0,-74.148677-Partner,"150 Granite Ave, Staten Island, NY 10303, USA-SI01"
117995,40.594249,13826.0,3074270001.0,-73.935457-nan,"3056 Avenue X, Brooklyn, NY, USA-BKS15"
117991,40.770271,13832.0,4043700015.0,-73.833544-nan,"30-05 Whitestone Expy, Flushing, NY, USA-QE07"
118674,40.746473,11722.0,1008320034.0,-73.987097-Partner,"7 West 30th Street, New York, NY 10001, USA-MN05"
118358,40.761132,14193.0,4053360018.0,-73.803107-nan,"4110 163rd Street, Flushing, NY, USA-QE07"
117697,40.668167,17617.0,,-73.980065-nan,nan-BKS06
118464,40.709872,24340.0,4097720046.0,-73.800052-nan,"162-10 Highland Ave, Jamaica, NY 11432, USA-QE08"
118809,40.730677,14785.0,4021000001.0,-73.858378-nan,"63-63 98th St, Rego Park, NY 11374, USA-QW06"
118760,40.564494,10693.0,,-74.097642-nan,"1 Cedar Grove Avenue, Staten Island, NY, USA-SI02"
118435,40.873205,11607.0,2046390001.0,-73.855966-nan,"3301 Laconia Avenue, The Bronx, NY, USA-BX12"
118585,40.732531,12074.0,1005510027.0,-73.997357-nan,"14 West 8th Street, New York, NY, USA-MN02"
117835,40.564933,10693.0,5200149999.0,-74.131671-nan,"13 Clarke Avenue, Staten Island, NY, USA-SI03"
118401,40.731536,14508.0,4072900001.0,-73.771477-Partner,"19600 Union Turnpike, Fresh Meadows, NY, USA-QE08"
11786200.00%,40.625211,10370.0,5010530138.0,-74.138886-nan,"1513 Forest Avenue, Staten Island, NY, USA-SI01"
118535,40.807913,12424.0,1017230001.0,-73.944923-nan,"306 Lenox Ave, New York, NY 10027, USA-MN10"
118586,40.613114,10700.0,5003730024.0,-74.126634-nan,"1885 Victory Boulevard, Staten Island, NY, USA-SI01"
118702,40.672766,17618.0,3012410079.0,-73.950098-nan,"717 Nostrand Avenue, Brooklyn, NY, USA-BKN08"
118642,40.729538,11724.0,1004520047.0,-73.985513-nan,"221 East 10th Street, New York, NY, USA-MN03"
118010,40.763972,16863.0,4005280053.0,-73.933338-nan,"33-34 21st Street, Long Island City, NY, USA-QW01"
118519,40.818288,12343.0,2027620257.0,-73.88431-Partner,"834 Whittier St, Bronx, NY 10474, USA-BX02"
118463,40.786093,14191.0,4040390072.0,-73.849373-nan,"118-01 14th Ave, Flushing, NY 11356, USA-QE07"
118121,40.714,24332.0,4104810048.0,-73.760899-nan,"90-77 198th St, Queens, NY 11423, USA-QE12"
118054,40.906531,11608.0,2051090001.0,-73.849257-nan,"4825 White Plains Rd, Bronx, NY, USA-BX12"
118496,40.674171,13516.0,3013570051.0,-73.922411-nan,"438 Ralph Avenue, Brooklyn, NY 11233, USA-BKN08"
117926,40.676517,13516.0,3015690035.0,-73.909321-nan,"2111 Atlantic Avenue, Brooklyn, NY, USA-BKN16"
117856,40.656078,24018.0,4137290033.0,-73.74487-nan,"147-36 Brookville Blvd, Rosedale, NY, USA-QE13"
119053,40.874778,11607.0,2046350037.0,-73.859231-nan,"940 East Gun Hill Road, The Bronx, NY, USA-BX12"
118695,40.638725,13825.0,3079490214.0,-73.923712-nan,"5361 Preston Ct, Brooklyn, NY, USA-BKS18"
118551,40.868872,13092.0,1022310001.0,-73.916693-nan,"5030 Broadway, New York, NY, USA-MN12"
118777,40.727892,11724.0,1004610012.0,-73.99028-nan,"208 East 6th Street, New York, NY, USA-MN03"
11894900.00%,40.808541,10932.0,2022670044.0,-73.917014-nan,"295 Saint Ann's Avenue, The Bronx, NY, USA-BX01"
118857,40.677737,13514.0,3005650021.0,-74.012765-nan,"360 Van Brunt Street, Brooklyn, NY, USA-BKS06"
118068,40.662271,13509.0,3013320038.0,-73.943192-nan,"589 East New York Avenue, Brooklyn, NY, USA-BKN09"
118024,40.651382,16866.0,3048740039.0,-73.942576-nan,"3705 Church Avenue, Brooklyn, NY, USA-BKN17"
118500,40.754137,12080.0,1007600032.0,-73.992785-Partner,"306, W. 37th Street, New York, NY, 10018, USA-MN04"
117978,40.863083,13092.0,1022160058.0,-73.920252-nan,"265 Nagle Avenue, New York, NY, USA-MN12"
118732,40.734216,11724.0,1009240028.0,-73.981194-nan,"347 East 18th Street, New York, NY 10003, USA-MN06"
119082,40.723566,12075.0,1004987502.0,-73.998623-nan,"543 Broadway, New York, NY, USA-MN02"
118058,40.634925,13825.0,3077340034.0,-73.92829-nan,"5001 Kings Hwy, Brooklyn, NY, USA-BKS18"
118078,40.617216,13825.0,3086310001.0,-73.909436-nan,"6620 Avenue U, Brooklyn, NY, USA-BKS18"
118976,40.838312,11270.0,2038480018.0,-73.843869-nan,"2500 Westchester Avenue, Bronx, NY, USA-BX10"
118302,40.734757,11724.0,1009250036.0,-73.980447-nan,"333, First Avenue, New York, NY, 10003, USA-MN06"
118815,40.672184,17617.0,3009820001.0,-73.98352-Partner,"337 5th Avenue, Brooklyn, NY, USA-BKS06"
118880,40.748674,11722.0,1007790055.0,-73.993632-nan,"220 W 30th St, New York, NY 10001, USA-MN05"
117723,40.755322,12080.0,,-73.993287-nan,nan-MN04
11822000.00%,40.693255,17213.0,3017720007.0,-73.945604-nan,"175 Tompkins Avenue, Brooklyn, NY 11206, USA-BKN03"
118075,40.712906,15309.0,4027710038.0,-73.897429-nan,"63-51 Metropolitan Ave, Flushing, NY 11379, USA-QW05"
118733,40.760832,14193.0,4053360042.0,-73.803621-nan,"41-17 162nd Street, Flushing, NY 11358, USA-QE07"
117873,40.613689,10700.0,5003450025.0,-74.117229-nan,"1609 Victory Blvd, Staten Island, NY, USA-SI01"
118442,40.812195,10932.0,2022880095.0,-73.919793-nan,"411 East 143rd Street, Bronx, NY 10454, USA-BX01"
118852,40.772979,10091.0,1011717510.0,-73.990075-nan,"300 W 61st St, NY, New York 10023, USA-MN07"
118689,40.719653,17613.0,3026960001.0,-73.952545-nan,"McCarren Park Greenmarket, North 12th Street, Brooklyn, NY, USA-BKN01"
118485,40.705786,17213.0,3030930001.0,-73.933137-nan,"56 Bogart Street, Brooklyn, NY, USA-BKN01"
118806,40.869353,10936.0,2033020072.0,-73.888989-nan,"2845 Briggs Avenue, Bronx, NY 10458, USA-BX07"
118995,40.854261,11271.0,2042870031.0,-73.867473-nan,"2130 White Plains Rd, The Bronx, NY 10462, USA-BX11"
117907,40.80663,10932.0,2022640014.0,-73.920234-nan,"199 Brook Avenue, Bronx, NY, USA-BX01"
118413,40.718866,17613.0,3023050034.0,-73.955916-nan,"167 North 9th Street, Brooklyn, NY, USA-BKN01"
118161,40.774553,12425.0,1015630028.0,-73.94845-nan,"1577 York Avenue, New York, NY 10028, USA-MN08"
118867,40.729116,11729.0,1004380008.0,-73.983823-nan,"178 1st Avenue, New York, NY, USA-MN03"
117993,40.84864,11270.0,,-73.831132-nan,"3055 Westchester Avenue, Bronx, NY, USA-BX10"
117944,40.614655,13825.0,3084880001.0,-73.927792-nan,"2285 Flatbush Avenue, Brooklyn, NY, USA-BKS18"
118189,40.727017,11724.0,1004480026.0,-73.986286-nan,"84 East 7th Street, New York, NY, USA-MN03"
11892900.00%,40.724709,12075.0,1005110012.0,-73.996391-Partner,"130 Crosby Street, New York, NY 10012, USA-MN02"
117755,0.0,,,0.0-nan,Business has no physical store-nan
118575,40.724604,12075.0,1005110012.0,-73.996576-nan,"126 Crosby Street, New York, NY, USA-MN02"
117827,40.784856,14191.0,4040920025.0,-73.841859-nan,"126-06 15th Avenue, College Point, NY, USA-QE07"
118352,40.806942,12422.0,1018950067.0,-73.965846-nan,"616 W 114th St, New York, NY 10025, USA-MN09"
118395,40.713209,17613.0,3027710001.0,-73.943899-nan,"310 Graham Avenue, Brooklyn, NY, USA-BKN01"
119109,40.632338,10691.0,5005790001.0,-74.086788-nan,"400 Victory Boulevard, Staten Island, NY, USA-SI01"
118094,40.892494,11275.0,2048460070.0,-73.85546-nan,"758 E 233rd St, Bronx, NY 10466, USA-BX12"
118383,40.751835,12080.0,,-73.989109-nan,"152 W 36th St. suite 102, New York, NY 10018, USA-MN05"
118087,40.665883,17214.0,3040920004.0,-73.884202-nan,"719 New Lots Avenue, Brooklyn, NY, USA-BKN05"
118589,40.713407,24340.0,4099377501.0,-73.784358-nan,"178-36 Wexford Terrace, Jamaica, NY, USA-QE08"
119172,40.733935,12077.0,1006200001.0,-74.005895-Partner,"245 West 10th Street, New York, NY 10014, USA-MN02"
117909,40.55407,10699.0,,-74.192779-nan,"200 Arden Avenue, Staten Island, NY, USA-SI03"
117893,40.687331,17618.0,3019680039.0,-73.955155-nan,"181 Lexington Avenue, Brooklyn, NY, USA-BKN03"
118499,40.872807,12344.0,,-73.826165-nan,"21b Bellamy Loop, NY, New York 10475, USA-BX10"
117941,40.591141,10700.0,5023800040.0,-74.164246-nan,"2275 Richmond Avenue, Staten Island, NY, USA-SI02"
118056,40.851499,10935.0,2030470021.0,-73.894866-nan,"495 East 180th Street, Bronx, NY, USA-BX06"
118788,40.613223,10700.0,5003500010.0,-74.122138-nan,"1755B Victory Boulevard, Staten Island, NY 10314, USA-SI01"
117917,40.897127,11275.0,2050580007.0,-73.844097-nan,"2025 Pitman Avenue, Bronx, NY, USA-BX12"
119052,40.709521,16097.0,,-73.720433-nan,"2150 Hempstead Turnpike, Elmont, NY, USA-nan"
117803,40.813754,10929.0,2023440052.0,-73.930703-nan,"115 East 138th Street, Bronx, NY, USA-BX01"
118513,40.714531,17613.0,3023920020.0,-73.961997-nan,"154 Grand Street, Brooklyn, NY, USA-BKN01"
119143,40.716136,17613.0,3023640001.0,-73.963204-nan,"91 North 1st Street, Brooklyn, NY, USA-BKN01"
118344,40.747997,14783.0,4014717501.0,-73.882849-nan,"3763 83rd St, Jackson Heights, NY, USA-QW03"
118765,40.736946,14784.0,4024750012.0,-73.881164-nan,"82-10 Queens Blvd, Flushing, NY 11373, USA-QW04"
118944,40.674127,13516.0,3014510006.0,-73.921831-nan,"439 Ralph Avenue, Brooklyn, NY 11233, USA-BKN16"
118648,40.852108,10935.0,2030710001.0,-73.88949-nan,"609 E 182nd St, Bronx, NY 10457, USA-BX06"
118797,40.691435,18181.0,3016180045.0,-73.927118-nan,"999 Greene Ave, Brooklyn, NY 11221, USA-BKN03"
119059,40.595602,13512.0,3074050907.0,-73.941257-nan,"3612 Nostrand Ave, Brooklyn, NY 11229, USA-BKS15"
118911,40.795853,12426.0,1016870017.0,-73.936602-nan,"333 E 115th St, New York, NY 10029, USA-MN11"
118381,40.678957,17619.0,3004200042.0,-73.982429-nan,"182 4th Avenue, Brooklyn, NY, USA-BKS06"
119129,40.667178,17214.0,3037850015.0,-73.896805-nan,"576 Blake Avenue, Brooklyn, NY, USA-BKN05"
118280,40.70017,13828.0,3033280037.0,-73.913065-nan,"367 Linden Street, Brooklyn, NY 11237, USA-BKN04"
118064,40.69108,17214.0,3034180001.0,-73.908517-nan,"569 Wilson Avenue, Brooklyn, NY, USA-BKN04"
119063,40.605268,10691.0,5029210016.0,-74.083664-nan,"493, Mosel Avenue, New York, NY, 10304, USA-SI02"
119083,40.655951,13515.0,3006950020.0,-74.007158-nan,"254 36th Street, Brooklyn, NY, USA-BKS07"
118343,40.747997,14783.0,,-73.882849-nan,"3763 83rd St, Jackson Heights, NY 11372, EE. UU.-QW03"
117929,40.679024,15313.0,4129590010.0,-73.748291-nan,"220-17 Merrick Blvd, Queens, NY, USA-QE13"
117699,40.674934,17215.0,,-73.87131-nan,nan-BKN05
118883,40.720773,17613.0,3023090015.0,-73.959981-nan,"64 North 9th Street, Brooklyn, NY 11249, USA-BKN01"
11918600.00%,40.672931,17615.0,3012420037.0,-73.94519-nan,"976 Park Place, Brooklyn, NY, USA-BKN08"
118243,40.679428,13516.0,3016880001.0,-73.922518-nan,"280 Ralph Avenue, Brooklyn, NY, USA-BKN03"
118173,40.856453,11271.0,2043170105.0,-73.868324-nan,"626 Pelham Parkway South, The Bronx, NY, USA-BX11"
118570,40.695649,18181.0,3033240019.0,-73.917657-nan,"195 Linden Street, Brooklyn, NY 11221, USA-BKN04"
118622,40.713567,17613.0,3027710006.0,-73.944035-nan,"320 Graham Avenue, Brooklyn, NY, USA-BKN01"
118772,40.87073,12344.0,2051410100.0,-73.829337-nan,"2049 Asch Loop, The Bronx, NY 10475, USA-BX10"
118176,40.53073,10696.0,5074460050.0,-74.228363-nan,"2720 Veterans Road West, Staten Island, NY 10309, USA-SI03"
118046,40.856992,10936.0,2030400042.0,-73.891366-nan,"4643 3rd Avenue, Bronx, NY, USA-BX06"
118083,40.640321,17620.0,3053780020.0,-73.969366-nan,"710 Coney Island Avenue, Brooklyn, NY, USA-BKS12"
118967,40.708202,13096.0,1000950027.0,-74.003801-nan,"49 Fulton Street, New York, NY 10038, USA-MN01"
118289,40.693131,24014.0,4092930003.0,-73.843549-nan,"102-16 89th Ave, Jamaica, NY 11418, USA-QW09"
117767,40.763373,16860.0,,-73.910998-nan,Business has no physical store-QW01
11776500.00%,40.734914,24335.0,,-73.721306-nan,Business has no physical store-QE13
118403,40.680821,17215.0,3041680009.0,-73.871222-nan,"333A Crescent Street, Brooklyn, NY 11208, USA-BKN05"
118459,40.669287,17617.0,3010050001.0,-73.986024-nan,"439 5th Avenue, Brooklyn, NY 11215, USA-BKS06"
119176,40.538235,10696.0,5074000064.0,-74.240103-nan,"22 Brienna Court, Staten Island, NY 10309, USA-SI03"
117855,40.663327,17614.0,3046160038.0,-73.921561-nan,"146 East 98th Street, Brooklyn, NY, USA-BKN17"
119162,40.692826,16865.0,3002550008.0,-73.991774-nan,"191 , Joralemon St., New York, NY, 11201, USA-BKN02"
117972,40.595326,20529.0,4158010026.0,-73.759048-nan,"25-15 Seagirt Blvd, Far Rockaway, NY, USA-QE14"
118339,40.637406,10369.0,5000230038.0,-74.081209-nan,"17 Brook Street, Staten Island, NY 10301, USA-SI01"
