latitude,longitude,manhattan_condominiums_comparable_properties_gross_income_per_sqft,comparable_rental_1_gross_income_per_sqft,comparable_rental_1_year_built,comparable_rental_1_gross_sqft,manhattan_condominiums_comparable_properties_year_built,comparable_rental_3_net_operating_income,comparable_rental_1_boro_block_lot,bbl,manhattan_condominiums_comparable_properties_building_classification,comparable_rental_2_gross_sqft,community_board,comparable_rental_2_year_built,comparable_rental_3_expense_per_sqft,comparable_rental_3_boro_block_lot
40.7588,-73.993535,40.28,38.62,1987,388273,2000.0,"5,025,835",1-01071-0001,1010517501.0,RR-CONDOMINIUM,166518.0,4.0,1987.0,10.79,1-01064-0036
40.767801,-73.967794,36.82,41.4,1929,41692,1941.0, ,1-01379-0030,1013817502.0,R9-CONDOMINIUM,22344.0,8.0,1915.0, ,
40.780449,-73.981462,36.64,40.9,1924,24840,1922.0, ,1-01167-0007,1011667501.0,R4-CONDOMINIUM,33600.0,7.0,1920.0, ,
40.726881,-73.991074,40.45,30.29,2003,36047,2007.0,"331,086",1-00445-0045,1004597502.0,R4-CONDOMINIUM,11082.0,3.0,2002.0,13.3,1-00450-0015
40.719901,-74.007983,31.97,31.97,1900,26712,1909.0,"1,216,996",1-00220-0027,1001907501.0,R4-CONDOMINIUM,38880.0,1.0,1920.0,5.93,1-00236-0027
40.776674,-73.98923,44.26,44.26,2002,367786,2004.0,"9,361,100",1-01171-0133,1011717504.0,R4-CONDOMINIUM,375121.0,7.0,2003.0,15.32,1-01118-9001
40.733949,-74.009461,52.34,55.54,1987,85030,2004.0, ,1-00642-0004,1006377505.0,R4-CONDOMINIUM,51200.0,2.0,1979.0, ,
40.723859,-74.009452,28.11,31.97,1900,26712,1910.0, ,1-00220-0027,1002257501.0,R9-CONDOMINIUM,15918.0,1.0,1900.0, ,
40.745022,-74.002414,47.2,47.2,1999,68260,2008.0,"1,011,324",1-00717-0077,1007187501.0,R9-CONDOMINIUM,58394.0,4.0,1999.0,14.19,1-00744-0043
40.718822,-73.987147,33.61,36.94,2005,36000,2005.0, ,1-00350-0026,1003537501.0,R4-CONDOMINIUM,46090.0,3.0,2007.0, ,
40.74999,-73.978746,35.2,33.15,1950,153398,1924.0,"2,636,256",1-00866-0035,1008947501.0,R4-CONDOMINIUM,90871.0,6.0,1928.0,12.32,1-00892-0001
40.732511,-73.989421,30.0,30.35,1962,124630,1988.0, ,1-00557-0017,1005587503.0,R4-CONDOMINIUM,27215.0,3.0,1920.0, ,
40.72064,-73.990198,40.53,42.87,1900,9415,2003.0, ,1-00349-0018,1004167502.0,R4-CONDOMINIUM,8063.0,3.0,1920.0, ,
