highpriority_open_monthly_hpd,highpriority_closed_monthly_fdny,borough,shelter_name_all,commissionerorder_new_monthly_hpd,highpriority_open_monthly_fdny,highpriority_closed_monthly_dob,lowestpriority_closed_monthly_fdny,commissionerorder_new_monthly_dohmh
0,0,Queens,"Bld ID: 549166 -- Bronx Family Housing Queens Hotels, BRONX FAMILY NETWORK INC, Family Commercial Hotel -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 441601 -- BPM Hotel, African American Planning Commission, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Queens,"Bld ID: 539141 -- ACACIA QUEENS HOTELS, Acacia Network Housing, Family Commercial Hotel -- Queens",0,0,0,0,0
0,0,Manhattan,"** LOCATION CLOSED ** - Bld ID: 188160 -- WEST HARLEM RESIDENCE, West Harlem Group, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 155906 -- SANDRA'S FAMILY RESIDENCE, BRONX PARENT HOUSING NETWORK, Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1390 -- HALL FAMILY RESIDENCE, New Hope Transitional Housing Inc., Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1135 -- GLORIAS HOUSE, Samaritan Daytop Village, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 35585 -- Blake Avenue, SERVICES FOR THE UNDERSERVED, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 554602 -- LENOX HOUSE, Children's Rescue Fund, LLC, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1245 -- TILDEN HALL FAMILY RESID, Highland Park Development Corp., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Queens,"Bld ID: 1360 -- BEACH RESIDENCE, Westhab, Inc, Adult Family Shelter -- Queens",0,0,1,0,0
0,0,Manhattan,"Bld ID: 18797 -- HELP SEC, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1323 -- CHILDNS RESCUE FUND HOUSE EAST, Children's Rescue Fund, LLC, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 533508 -- ACACIA BROOKLYN HOTELS, Acacia Network Housing, Family Commercial Hotel -- Brooklyn",0,0,0,1,0
0,0,Bronx,"Bld ID: 1035 -- THORPE RESIDENCE, Nazareth Housing, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1331 -- HAMILTON FAMILY RESIDENCE, HELP, USA, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1316 -- REGENT FAMILY RESID, Volunteers Of America, Family Shelter -- Manhattan",0,0,2,0,0
0,0,Manhattan,"Bld ID: 531202 -- MANHATTAN HOTELS, Acacia Network Housing, Family Commercial Hotel -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 189457 -- Reaching New Heights Residence, Bowery Residents Committee, Inc., Adult Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 567553 -- LINDEN WOMEN'S SHELTER, 0, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 18755 -- Traveler's Safe Haven, Urban Pathways, Safe Haven -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 441601 -- BPM Hotel, African American Planning Commission, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 456192 -- GLENMORE FAMILY RESIDENCE, Providence House, Inc., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1282 -- FLAGSTONE FAMILY RESIDENCE, CAMBA, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Queens,"Bld ID: 1349 -- SPRINGFIELD GDN RESP, Salvation Army, Family Shelter -- Queens",0,0,0,0,0
0,0,Manhattan,"Bld ID: 554602 -- LENOX HOUSE, Children's Rescue Fund, LLC, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 1041 -- VOA FAMILY RESIDENCE, Volunteers Of America, Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 58891 -- Comunilife Safe Haven II, Comunilife, Safe Haven -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 544256 -- BRONX HOTELS, Acacia Network Housing, Family Commercial Hotel -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 222209 -- College Point Rapid Rehousing, Westhab, Inc, Adult Shelter -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1281 -- FLAGSTONE FAMILY RESIDENCE, CAMBA, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 87555 -- Comunilife Street Safe Haven I, Comunilife, Safe Haven -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1382 -- WALTON HOTEL, Kalman Tabak, Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1610 -- HELP SEC, HELP, USA, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 510210 -- Webster Safe Haven, Urban Pathways, Safe Haven -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 419076 -- BOYNTON FAMILY RESIDENCE, New Hope Transitional Housing Inc., Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1288 -- PROVIDENCE BROOKLYN, Providence House, Inc., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 496641 -- Bruckner Rapid Re-Housing Center, Westhab, Inc, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 484609 -- ECHO FAMILY RESIDENCE, SERVICES FOR THE UNDERSERVED, Family Shelter -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 536064 -- CRF BRONX HOTELS, Children's Rescue Fund, LLC, Family Commercial Hotel -- Queens",0,0,0,0,0
0,0,Manhattan,"Bld ID: 188744 -- New Broadway Residence, Harlem United, Family Shelter -- Manhattan",0,0,1,0,0
0,0,Queens,"Bld ID: 214018 -- Laurel Hall, Lantern Community Services, Adult Shelter -- Queens",0,0,0,0,0
0,0,Bronx,"Bld ID: 60449 -- VICTOR'S FAMILY RESIDENCE, BRONX PARENT HOUSING NETWORK, Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1050 -- UNIVERSITY FAM CTR, Volunteers Of America, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1608 -- Kenton, Project Renewal, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Queens,"Bld ID: 35589 -- BOULEVARD FAMILY CENTER, Samaritan Daytop Village, Family Shelter -- Queens",0,0,0,0,0
0,0,Bronx,"** LOCATION CLOSED ** - Bld ID: 1386 -- FORDHAM FAMILY RESIDENCE, Kalman Tabak, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 159744 -- RACHEL'S PLACE, Samaritan Daytop Village, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 555265 -- MANHATTAN HOTELS, Acacia Network Housing, Family Commercial Hotel -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 72962 -- NAICA II, NAICA, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 519168 -- Sumner Hotel Senior, Acacia Network Housing, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 344064 -- SHIRLEY CHISOLM, WOMEN IN NEED, INC, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 18797 -- HELP SEC, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
