mediumpriority_open_monthly_dob,lowestpriority_new_monthly_fdny,highpriority_closed_monthly_hpd,capacity,commissionerorder_new_monthly_fdny,dhs_bld_id,mediumpriority_open_monthly_dohmh,lowestpriority_new_monthly_hpd,commissionerorder_closed_monthly_fdny,mediumpriority_closed_monthly_hpd
0,0,0,31,0,176384,0,1,0,0
0,0,0,60,0,13566,0,0,0,0
0,1,0,232,0,86785,1,1,0,0
0,0,0,50,0,1614,0,0,0,0
0,0,0,101,0,503613,0,0,0,0
0,0,0,38,0,1131,0,0,1,0
0,0,0,14,0,111633,0,0,0,0
0,1,0,138,0,1028,0,0,1,0
0,0,0,185,0,507985,0,0,0,0
0,0,0,16,0,1317,0,0,0,0
0,0,0,24,0,1320,0,0,0,0
0,1,0,63,0,484609,0,0,0,0
0,0,0,64,0,63489,0,0,0,0
0,0,0,102,0,1609,0,0,0,0
0,0,0,117,0,169228,0,0,0,0
0,0,0,210,0,1039,0,0,1,0
0,0,0,21,0,1284,0,0,0,0
0,0,0,117,0,1245,0,0,0,0
0,0,0,151,0,35585,0,0,0,0
0,0,0,79,0,554656,0,0,0,0
0,0,0,25,0,1318,1,0,0,0
0,0,0,49,0,185392,0,0,0,0
0,1,0,24,0,540940,0,0,0,0
0,0,0,117,0,1659,0,1,0,0
0,0,0,43,0,1566,0,0,0,0
0,0,0,60,0,485126,0,0,0,0
0,0,0,120,0,495360,0,0,0,0
0,0,0,14,0,111633,0,0,0,0
0,0,0,74,0,547883,0,3,0,0
0,1,0,174,0,1635,0,0,0,0
0,0,0,431,0,1008,0,0,0,0
0,0,0,78,0,1309,0,0,0,0
0,0,0,72,0,34832,0,0,0,0
0,0,0,170,0,450048,0,0,0,0
0,0,0,37,0,500597,0,0,0,0
0,0,0,187,0,188794,0,0,0,0
0,0,0,20,0,1555,0,1,0,0
0,0,0,15,0,1291,0,0,0,0
0,0,0,160,0,1360,0,0,0,0
0,0,0,15,0,175976,0,0,0,0
0,1,0,177,0,428800,0,0,0,0
0,0,0,24,0,1621,0,1,0,0
0,0,0,52,0,1610,0,0,0,0
0,0,0,35,0,1041,0,0,0,0
0,0,0,102,0,503613,0,0,0,0
0,0,0,102,0,1609,0,0,0,0
0,0,0,19,0,1205,0,0,0,0
0,0,0,161,0,229121,0,0,0,0
0,0,0,95,0,1013,1,0,0,0
0,0,0,24,0,176386,0,0,0,0
0,0,0,40,0,1668,0,0,0,0
0,0,0,167,0,1664,0,0,0,0
0,0,0,117,0,169228,0,0,0,0
0,0,0,16,0,1317,0,0,0,0
0,0,0,24,0,18795,0,0,0,0
0,0,0,200,0,1006,0,1,0,0
0,0,0,100,0,1592,0,0,0,0
0,0,0,173,0,208641,0,0,0,0
0,1,0,64,0,148736,0,0,0,0
0,0,0,79,1,554240,0,0,0,0
0,0,0,60,0,1032,0,0,0,0
0,0,0,187,0,188794,0,0,0,0
0,0,0,160,0,506369,0,0,0,0
0,0,0,83,0,184892,0,0,0,0
0,0,0,27,0,1669,0,0,1,0
0,0,0,165,0,450048,0,0,0,0
0,0,0,39,0,1049,1,0,0,0
0,0,0,88,0,1052,0,0,0,0
0,0,0,38,0,1131,0,0,0,0
0,0,0,156,0,72962,0,0,0,1
0,0,0,66,0,1657,0,0,0,0
0,0,1,96,0,496897,0,0,1,0
0,0,0,165,0,557826,0,0,0,0
0,0,0,135,0,451329,0,0,0,0
0,0,0,54,0,1315,0,0,0,0
0,0,0,195,0,1303,0,0,0,0
0,0,0,214,1,1241,0,0,1,0
0,0,0,33,0,1342,0,0,0,0
0,0,0,9,0,92457,0,0,0,0
0,0,0,28,0,199232,0,0,0,0
0,0,0,43,0,1566,0,0,0,0
0,0,0,173,0,1244,0,0,0,0
0,0,0,200,0,230657,0,0,0,0
0,0,0,17,0,185397,1,0,0,0
0,0,0,33,0,1214,0,0,0,0
0,0,0,88,0,1052,0,0,0,0
0,0,0,212,0,35584,0,0,0,0
0,0,0,63,0,1573,0,0,0,0
0,0,0,98,0,1242,0,0,0,0
0,0,0,239,0,141259,0,0,6,0
0,0,0,99,0,234752,0,0,0,0
0,0,0,85,0,114177,0,0,0,0
0,0,0,24,0,1320,0,0,0,0
0,0,0,200,0,214272,0,0,0,0
0,0,0,20,0,1535,0,0,0,0
0,0,0,110,0,518400,0,0,0,0
0,0,0,14,0,188743,1,0,1,0
0,0,0,65,0,1046,0,1,0,0
0,0,0,60,0,176385,0,1,0,0
0,0,0,184,1,556912,0,0,1,0
0,0,0,70,0,1050,0,0,0,0
0,4,0,52,0,69377,1,0,0,0
0,0,0,12,0,1202,0,0,0,0
0,0,0,65,0,1353,0,0,0,0
0,0,0,311,0,1647,0,0,1,0
0,0,0,96,0,1547,0,0,0,0
0,0,0,24,0,1627,0,0,0,0
0,1,20,91,0,1350,0,0,0,0
0,0,0,60,0,1591,0,0,0,0
0,0,0,108,0,233473,0,0,0,0
0,0,0,113,0,508418,0,0,0,0
0,0,0,223,0,545792,0,0,0,0
0,0,0,94,0,148774,0,0,0,0
0,0,0,44,1,60449,2,0,0,0
0,1,0,197,0,530177,0,0,0,0
0,0,0,56,0,546309,0,0,0,0
0,0,0,94,0,1142,0,0,0,0
0,0,0,202,0,1017,0,0,0,0
0,0,0,82,0,1358,0,0,0,0
0,0,0,90,0,519168,0,0,0,0
0,0,2,40,0,217345,0,0,0,0
0,0,0,122,0,508673,0,0,0,0
0,0,0,37,0,1549,0,0,0,0
0,0,0,7,0,1289,0,0,0,0
0,0,0,50,0,1662,0,0,0,0
0,0,0,132,0,159744,0,0,0,0
0,0,0,103,0,211267,0,0,0,0
0,2,0,139,0,1364,0,0,0,0
0,0,0,33,0,1146,0,0,0,0
0,0,0,60,0,422913,0,0,0,0
0,0,0,49,0,185392,0,0,0,0
0,0,0,40,0,554593,0,0,0,0
0,1,0,19,0,1283,0,0,0,0
0,0,0,30,0,1643,0,0,0,0
0,0,0,470,0,1018,0,0,0,0
0,0,0,20,0,1548,0,0,0,0
0,0,1,17,0,185397,0,0,0,0
0,0,0,85,0,114177,0,0,0,0
0,0,0,0,0,223511,0,0,0,0
0,0,0,149,0,141312,0,0,0,0
0,1,0,64,0,63489,0,0,0,0
0,0,0,117,0,1245,0,0,0,0
0,0,0,19,0,1600,0,0,0,0
0,0,0,43,0,185346,0,0,0,0
0,0,0,200,0,189457,0,0,0,0
0,0,0,200,0,214272,0,0,0,0
0,0,0,61,0,1613,0,0,0,0
0,1,0,40,0,217345,0,0,0,0
0,0,0,57,0,188744,0,0,0,0
0,0,0,59,0,456192,0,0,0,0
0,0,0,161,0,521996,0,0,1,0
0,0,0,132,0,494616,0,0,0,0
0,0,0,383,0,564820,0,0,0,0
0,0,0,66,0,1657,0,0,0,0
0,0,0,23,0,1250,0,0,0,0
0,0,0,200,0,523008,0,1,0,0
0,0,0,177,0,1661,0,0,0,0
0,0,0,52,0,504064,0,0,0,0
0,0,0,54,0,1355,0,0,0,0
0,0,0,24,0,176386,1,0,0,0
0,0,0,87,0,1285,0,0,0,0
0,0,0,25,0,1318,2,0,0,0
0,0,0,95,0,1040,0,0,0,0
0,0,0,60,0,215554,0,0,0,0
0,0,0,95,0,1038,0,0,0,0
0,0,0,82,0,554753,0,0,0,0
0,0,0,113,0,540416,0,0,2,0
0,0,0,28,0,199232,0,0,0,0
0,0,0,24,0,18795,0,0,0,0
0,0,0,59,0,1389,0,0,0,0
0,0,0,150,0,561769,0,0,0,0
0,0,0,122,0,48896,0,0,0,0
0,2,0,23,0,1625,0,0,0,0
0,0,0,105,0,142034,0,0,0,0
0,0,0,66,0,148736,0,1,0,0
0,0,0,120,0,219904,0,0,0,0
0,0,0,76,0,1144,0,0,0,0
0,0,0,162,0,496641,0,0,0,0
