latitude,longitude,nta,generated_on,wifi_status_date,bin,tablet_status_date
40.701853,-73.806477,Jamaica,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4206810.0,2023-04-17 06:00:00.629
40.79783525,-73.94025621,East Harlem North,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1084329.0,2023-04-17 06:00:00.629
40.811845,-73.957517,Morningside Heights,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1084108.0,2023-04-17 06:00:00.629
40.74855095,-73.87577475,Jackson Heights,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4036371.0,2023-04-17 06:00:00.629
40.8540071,-73.9336498,Washington Heights North,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1076752.0,2023-04-17 06:00:00.629
40.77760614,-73.96094657,Upper East Side-Carnegie Hill,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1046668.0,2023-04-17 06:00:00.629
40.79933067,-73.96823224,Upper West Side,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1056563.0,2023-04-17 06:00:00.629
40.78460807,-73.97977572,Upper West Side,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1032645.0,2023-04-17 06:00:00.629
40.77879465,-73.96011567,Upper East Side-Carnegie Hill,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1046768.0,2023-04-17 06:00:00.629
40.83481514,-73.94047731,Washington Heights South,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1062550.0,2023-04-17 06:00:00.629
40.74228717,-73.95333647,Hunters Point-Sunnyside-West Maspeth,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4000229.0,2023-04-17 06:00:00.629
40.78561298,-73.97843851,Upper West Side,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1032695.0,2023-04-17 06:00:00.629
40.75263649,-73.97471723,Turtle Bay-East Midtown,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1036175.0,2023-04-17 06:00:00.629
40.59800199,-74.08305039,Grasmere-Arrochar-Ft. Wadsworth,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,5047505.0,2023-04-17 06:00:00.629
40.74879795,-73.87355043,Jackson Heights,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4036514.0,2023-04-17 06:00:00.629
