unique_id,site_id,ppt_id,wifi_status,cross_street_1,council_district,phone_status,geocoded_column
2023-04-17.06:00:00.629.mn-12-116022,mn-12-116022,116022,up,w 175TH STREET,10,up,"{'latitude': '40.8461168', 'longitude': '-73.9385979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-134750,mn-08-134750,134750,up,EAST 61 STREET,4,up,"{'latitude': '40.762896', 'longitude': '-73.965443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-138046,mn-07-138046,138046,up,AMSTERDAM AVENUE,6,up,"{'latitude': '40.775999', 'longitude': '-73.983247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-125016,qu-02-125016,125016,up,51 AVENUE,26,up,"{'latitude': '40.74188244', 'longitude': '-73.95447974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-06-138165@,mn-06-138165,138165,up,3 AVENUE,4,down,"{'latitude': '40.747672', 'longitude': '-73.976965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120711,mn-12-120711,120711,up,VERMILYEA AVENUE,10,up,"{'latitude': '40.8665829', 'longitude': '-73.9206195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-120995,mn-08-120995,120995,up,3 AVENUE,4,up,"{'latitude': '40.76893883', 'longitude': '-73.96096732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120767,mn-12-120767,120767,up,WEST 174 STREET,10,up,"{'latitude': '40.84468912', 'longitude': '-73.93725917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-03-136453,qu-03-136453,136453,up,85 STREET,21,up,"{'latitude': '40.74797068', 'longitude': '-73.88138742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-145884,qu-09-145884,145884,up,95 STREET,32,up,"{'latitude': '40.69414034', 'longitude': '-73.85056916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-133287,qu-09-133287,133287,up,87 STREET,32,up,"{'latitude': '40.692672', 'longitude': '-73.857547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-108373,qu-01-108373,108373,up,30 STREET,22,up,"{'latitude': '40.76272', 'longitude': '-73.926808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-125118,qu-01-125118,125118,up,43 STREET,22,up,"{'latitude': '40.76266328', 'longitude': '-73.91254129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-11-120233,mn-11-120233,120233,up,EAST 109 STREET,8,up,"{'latitude': '40.79357', 'longitude': '-73.943064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-158449,qu-02-158449,158449,,53rd Street,26,,"{'latitude': '40.7426365', 'longitude': '-73.912044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133652,mn-07-133652,133652,up,WEST 71 STREET,6,up,"{'latitude': '40.77814804', 'longitude': '-73.98225464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-123720,qu-12-123720,123720,up,204th Street,23,up,"{'latitude': '40.7136082', 'longitude': '-73.7559382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-145981,qu-02-145981,145981,up,43 STREET,26,up,"{'latitude': '40.73968025', 'longitude': '-73.92206966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-102099,qu-02-102099,102099,up,34 STREET,26,up,"{'latitude': '40.744278', 'longitude': '-73.930399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133629,mn-07-133629,133629,up,WEST 87 STREET,6,up,"{'latitude': '40.789424', 'longitude': '-73.975391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-121191,mn-07-121191,121191,up,WEST 69 STREET,6,up,"{'latitude': '40.77653006', 'longitude': '-73.98301515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-02-145522,si-02-145522,145522,up,WOODLAWN AVENUE,50,up,"{'latitude': '40.59839673', 'longitude': '-74.08262136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-121254,mn-07-121254,121254,up,BROADWAY,6,up,"{'latitude': '40.791401', 'longitude': '-73.973822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-142734,qu-12-142734,142734,up,153 STREET,27,up,"{'latitude': '40.70273351', 'longitude': '-73.80201889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120450,mn-12-120450,120450,up,WEST 157 STREET,7,up,"{'latitude': '40.83391054', 'longitude': '-73.94477152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-02-125465,si-02-125465,125465,up,LINCOLN AVENUE,50,up,"{'latitude': '40.576541', 'longitude': '-74.103479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-120352,mn-09-120352,120352,up,WEST 148 STREET,7,up,"{'latitude': '40.82854185', 'longitude': '-73.94913226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-121023,mn-08-121023,121023,up,EAST 83 STREET,5,down,"{'latitude': '40.776833', 'longitude': '-73.955586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-145849,qu-02-145849,145849,up,69 STREET,30,up,"{'latitude': '40.739922', 'longitude': '-73.895296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-118141,mn-12-118141,118141,up,FAIRVIEW AVENUE,10,up,"{'latitude': '40.8570315', 'longitude': '-73.9283674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-04-124856,qu-04-124856,124856,up,ELMHURST AVENUE,25,up,"{'latitude': '40.74199055', 'longitude': '-73.88106477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-119893,mn-10-119893,119893,up,WEST 145 STREET,9,up,"{'latitude': '40.822924', 'longitude': '-73.941723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-118473,qu-12-118473,118473,up,Merrick Boulevard,27,up,"{'latitude': '40.6968902', 'longitude': '-73.7842625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-120524,mn-07-120524,120524,up,AMSTERDAM AVENUE,7,up,"{'latitude': '40.79673748', 'longitude': '-73.96864684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-146036,qu-01-146036,146036,up,42 STREET,22,up,"{'latitude': '40.760686', 'longitude': '-73.91557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-111857,mn-12-111857,111857,up,WEST 191 STREET,10,up,"{'latitude': '40.85541608', 'longitude': '-73.92940254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00: 00.629.qu-01-146037,qu-01-146037,146037,up,37 STREET,22,up,"{'latitude': '40.762073', 'longitude': '-73.918518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133633,mn-07-133633,133633,up,WEST 89 STREET,6,up,"{'latitude': '40.790235', 'longitude': '-73.974793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-02-146100,si-02-146100,146100,up,LIBERTY AVENUE,50,up,"{'latitude': '40.59045311', 'longitude': '-74.10092195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-11-132877,mn-11-132877,132877,up,3 AVENUE,8,up,"{'latitude': '40.7912824', 'longitude': '-73.94421805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
#2023-04-17.06:00:00.629.mn-08-120942,mn-08-120942,120942,up,MADISON AVENUE,4,up,"{'latitude': '40.768093', 'longitude': '-73.968364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-121756,mn-08-121756,121756,up,EAST 62 STREET,4,up,"{'latitude': '40.76241687', 'longitude': '-73.96315851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-02-145732,si-02-145732,145732,up,PARKINSON AVENUE,50,up,"{'latitude': '40.59771508', 'longitude': '-74.08382835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133391,mn-07-133391,133391,up,BROADWAY,6,up,"{'latitude': '40.790053', 'longitude': '-73.974767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-03-125377,qu-03-125377,125377,up,89th Street,21,up,"{'latitude': '40.7503431', 'longitude': '-73.8780368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-138882,mn-07-138882,138882,up,BROADWAY,6,up,"{'latitude': '40.78506849', 'longitude': '-73.97863267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133671,mn-07-133671,133671,up,WEST 99 STREET,7,up,"{'latitude': '40.797391', 'longitude': '-73.96807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-111894,mn-07-111894,111894,up,WEST 97 STREET,7,up,"{'latitude': '40.795005', 'longitude': '-73.96981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-06-138462,mn-06-138462,138462,up,3 AVENUE,2,up,"{'latitude': '40.740246', 'longitude': '-73.982383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-145947,qu-01-145947,145947,up,35 STREET,22,up,"{'latitude': '40.76540165', 'longitude': '-73.91836041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-139595,qu-02-139595,139595,up,JACKSON AVENUE,26,up,"{'latitude': '40.74766699', 'longitude': '-73.94141973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-120843,mn-08-120843,120843,up,1 AVENUE,5,up,"{'latitude': '40.76777013', 'longitude': '-73.95569057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-120570,mn-09-120570,120570,up,WEST 142 STREET,7,down,"{'latitude': '40.823361', 'longitude': '-73.948844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-120536,mn-07-120536,120536,up,WEST 101 STREET,7,up,"{'latitude': '40.79717824', 'longitude': '-73.96822346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-145539,mn-07-145539,145539,up,WEST 90 STREET,6,up,"{'latitude': '40.78918247', 'longitude': '-73.97007535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120468,mn-12-120468,120468,up,JUAN PABLO BOULEVARD,10,up,"{'latitude': '40.835586', 'longitude': '-73.939589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-06-138438,mn-06-138438,138438,up,EAST 57 STREET,4,up,"{'latitude': '40.76045676', 'longitude': '-73.9675385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-107743,mn-07-107743,107743,up,AMSTERDAM AVENUE,7,up,"{'latitude': '40.80050433', 'longitude': '-73.96610661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-141547,qu-12-141547,141547,up,JAMAICA AVENUE,24,,"{'latitude': '40.70345249', 'longitude': '-73.80035218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-124790,qu-09-124790,124790,up,JAMAICA AVENUE,29,up,"{'latitude': '40.69984112', 'longitude': '-73.83093211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-02-125470,si-02-125470,125470,up,HYLAN BOULEVARD,50,up,"{'latitude': '40.570635', 'longitude': '-74.109918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-121137,mn-08-121137,121137,up,MADISON AVENUE,4,up,"{'latitude': '40.767364', 'longitude': '-73.968865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-125042,qu-01-125042,125042,up,37 AVENUE,26,up,"{'latitude': '40.75418823', 'longitude': '-73.92939864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-142632,mn-10-142632,142632,up,WEST 124 STREET,9,up,"{'latitude': '40.81002334', 'longitude': '-73.95141341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-121256,mn-07-121256,121256,up,COLUMBUS AVENUE,6,up,"{'latitude': '40.78633453', 'longitude': '-73.97205515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-146057,mn-10-146057,146057,up,WEST 140 STREET,9,up,"{'latitude': '40.819549', 'longitude': '-73.944183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-136457,mn-09-136457,136457,up,WEST 149 STREET,7,up,"{'latitude': '40.82730494', 'longitude': '-73.94622593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-02-125472,si-02-125472,125472,up,10 STREET,50,up,"{'latitude': '40.57285319', 'longitude': '-74.11408666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-02-125476,si-02-125476,125476,up,PLATTSBURG STREET,50,,"{'latitude': '40.590983', 'longitude': '-74.100732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-128371,qu-09-128371,128371,up,81 AVENUE,29,up,"{'latitude': '40.71316697', 'longitude': '-73.82980897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-124602,qu-12-124602,124602,up,164 ST,24,,"{'latitude': '40.70794546712573', 'longitude': '-73.795265891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-153718,qu-12-153718,153718,up,88 AVENUE,24,up,"{'latitude': '40.7069302', 'longitude': '-73.8022297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-119829,mn-08-119829,119829,up,EAST 95 STREET,5,up,"{'latitude': '40.78466254', 'longitude': '-73.94987392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-152798,mn-12-152798,152798,up,10 AVENUE,10,up,"{'latitude': '40.8624164', 'longitude': '-73.9201442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-06-138062,mn-06-138062,138062,up,3 AVENUE,4,up,"{'latitude': '40.74930073', 'longitude': '-73.9748182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-138198,qu-12-138198,138198,up,Foch Boulevard,28,up,"{'latitude': '40.6841092', 'longitude': '-73.7830247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-06-145765,qu-06-145765,145765,up,QUEENS BOULEVARD,29,up,"{'latitude': '40.72748901', 'longitude': '-73.85607116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-146067,qu-01-146067,146067,up,37 AVENUE,26,up,"{'latitude': '40.75234817', 'longitude': '-73.92659983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120768,mn-12-120768,120768,up,WEST 179 STREET,10,up,"{'latitude': '40.84808255', 'longitude': '-73.93451006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-121036,mn-08-121036,121036,up,MADISON AVENUE,4,up,"{'latitude': '40.77428147', 'longitude': '-73.96346015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-134742,mn-08-134742,134742,up,EAST 76 STREET,4,up,"{'latitude': '40.7724771', 'longitude': '-73.95876684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-152196,qu-12-152196,152196,,89TH AVENUE,24,,"{'latitude': '40.7062332', 'longitude': '-73.7999467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-06-138284,mn-06-138284,138284,up,LEXINGTON AVENUE,2,up,"{'latitude': '40.74009245', 'longitude': '-73.98392453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-134114,mn-07-134114,134114,up,COLUMBUS AVENUE,6,up,"{'latitude': '40.78577388', 'longitude': '-73.97246279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-145957,qu-01-145957,145957,up,45 STREET,26,up,"{'latitude': '40.75374563', 'longitude': '-73.9177028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-121203,mn-07-121203,121203,up,WEST 70 STREET,6,up,"{'latitude': '40.777227', 'longitude': '-73.982777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-120534,mn-07-120534,120534,up,WEST 103 STREET,7,up,"{'latitude': '40.79847664', 'longitude': '-73.96726529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-04-137796,qu-04-137796,137796,up,77 STREET,25,up,"{'latitude': '40.74705911', 'longitude': '-73.8888199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-119941,mn-10-119941,119941,up,WEST 142 STREET,9,up,"{'latitude': '40.8192929', 'longitude': '-73.94101785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-107801,mn-07-107801,107801,up,BROADWAY,6,up,"{'latitude': '40.79676125', 'longitude': '-73.97065155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-146114,mn-09-146114,146114,up,WEST 133 STREET,9,up,"{'latitude': '40.81715705', 'longitude': '-73.95336989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-134640,mn-07-134640,134640,up,WEST 88 STREET,6,up,"{'latitude': '40.78769783', 'longitude': '-73.97141311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-124792,qu-09-124792,124792,up,102 STREET,32,up,"{'latitude': '40.695205', 'longitude': '-73.845595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-119832,mn-08-119832,119832,up,EAST 92 STREET,5,up,"{'latitude': '40.78276562', 'longitude': '-73.95125729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-121708,mn-08-121708,121708,up,1 AVENUE,5,up,"{'latitude': '40.76035998', 'longitude': '-73.96166314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-123880,qu-12-123880,123880,up,Leslie Road,27,down,"{'latitude': '40.6821457', 'longitude': '-73.7663874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-121209,mn-07-121209,121209,up,WEST 77 STREET,6,up,"{'latitude': '40.78186119', 'longitude': '-73.97913747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-111128,mn-09-111128,111128,up,WEST 138 STREET,7,up,"{'latitude': '40.822319', 'longitude': '-73.953676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-06-145762,qu-06-145762,145762,up,73 ROAD,29,up,"{'latitude': '40.718953', 'longitude': '-73.838976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-137966,mn-08-137966,137966,up,EAST 61 STREET,4,up,"{'latitude': '40.76214654', 'longitude': '-73.96335362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-145980$,qu-01-145980,145980,up,39 AVENUE,26,up,"{'latitude': '40.75195044', 'longitude': '-73.93337963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-04-136360,qu-04-136360,136360,up,74 STREET,25,up,"{'latitude': '40.74679775', 'longitude': '-73.89121486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-156203,qu-12-156203,156203,up,137TH AVENUE,27,down,"{'latitude': '40.6762884', 'longitude': '-73.7579075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-124955,qu-02-124955,124955,up,38 STREET,26,up,"{'latitude': '40.74387741', 'longitude': '-73.92692611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-01-152115,si-01-152115,152115,up,TYSEN STREET,49,up,"{'latitude': '40.6446982', 'longitude': '-74.0994592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
:00:00.629.qu-12-141,qu-12-141537,141537,up,162 STREET,24,up,"{'latitude': '40.7043551', 'longitude': '-73.79786531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
