property_id,property_name,address_1,retail_store_number_of_open,natural_gas_use_kbtu,ambulatory_surgical_center,enclosed_mall_gross_floor,property_gfa_calculated,other_weekly_operating_hours,other_gross_floor_area_ft,parent_property_id,year_ending,office_percent_that_can_be,number_of_buildings,worship_facility_gross_floor,retail_store_number_of_walk,office_weekly_operating_hours,refrigerated_warehouse_gross,weather_normalized_site_eui,difference_from_national_2,hospital_general_medical_3,hospital_general_medical_11,weather_normalized_site_2,college_university_number,nyc_borough_block_and_lot,movie_theater_gross_floor,medical_office_percent_that,adult_education_gross_floor,direct_ghg_emissions_metric,residence_hall_dormitory,data_center_pdu_output_meter,hotel_gym_fitness_center,convention_center_gross_floor,hospital_general_medical_13,hospital_general_medical_6,alert_data_center_does_not,multifamily_housing_resident,bank_branch_gross_floor_area,difference_from_national_1,financial_office_computer,weather_normalized_site_1,largest_property_use_type_1,other_number_of_workers_on,council_district,distribution_center_gross,net_emissions_metric_tons,urgent_care_clinic_other,list_of_all_property_use,district_chilled_water_use,supermarket_grocery_gross,national_median_reference,supermarket_grocery_open,hospital_general_medical_2,medical_office_mri_machine
2665280,Ethical Culture Fieldston School,33 Central Park West,Not Available,200074.7,Not Available,Not Available,82767,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2000.7,Not Available,1-01116-0029,Not Available,Not Available,Not Available,257.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,3.1,Not Available,0,82767,Not Available,6.0,Not Available,484.8,Not Available,K-12 School,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available
5990016,2515 Davidson Avenue,2515 Davidson Avenue,Not Available,109237.6,Not Available,Not Available,58000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,74.7,Not Available,Not Available,Not Available,1101.2,Not Available,2-03204-0046,Not Available,Not Available,Not Available,256.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-7.9,Not Available,0,58000,Not Available,14.0,Not Available,338.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6139659,George Washington Hotel,135 East 23rd Street,Not Available,Not Available,Not Available,Not Available,149508,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008790023,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,149508,Not Available,2.0,Not Available,0,Not Available,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
5985869,Astoria: 2063-2183 Ralph Ave,2063-2183B Ralph Ave,Not Available,817300,Not Available,Not Available,157000,60,157000,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,11.1,Not Available,Not Available,Not Available,9048.7,Not Available,3-08344-0001,Not Available,Not Available,Not Available,43.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-82.1,Not Available,0.1,157000,Not Available,46.0,Not Available,120.6,Not Available,Other,Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
5964751,Energy Plus: 137 LAKE AVENUE,137 LAKE AVENUE,Not Available,1969800,Not Available,Not Available,249814,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,9,Not Available,Not Available,Not Available,Not Available,12.4,Not Available,Not Available,Not Available,20351,Not Available,5-01161-0001,Not Available,Not Available,Not Available,104.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-83.8,Not Available,0.1,249814,Not Available,49.0,Not Available,196.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5990126,22-20 Loretta Road,22-20 Loretta Road,Not Available,2872599.9,Not Available,Not Available,58966,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,67.3,Not Available,Not Available,Not Available,28726,Not Available,4-15709-0006,Not Available,Not Available,Not Available,152.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,2.4,Not Available,0.5,58966,Not Available,31.0,Not Available,249.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2816123,Cord Meyer Devlopment,Bay Terrrace 1,Not Available,19430910.2,Not Available,Not Available,50000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,11,Not Available,Not Available,Not Available,Not Available,513.5,Not Available,Not Available,Not Available,213516.2,Not Available,4-05857-0002,Not Available,Not Available,Not Available,1032.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,477.4,Not Available,4.3,50000,Not Available,,Not Available,1445.6,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4044730,32 West 39,32 West 39 Street,Not Available,2708352.7,Not Available,Not Available,63110,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,Not Available,Not Available,Not Available,Not Available,27083.5,Not Available,1008400066,Not Available,Not Available,Not Available,374.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,24.9,Not Available,0.4,63110,Not Available,4.0,Not Available,717.9,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
6100092,100 Greaves Lane,100 Greaves Lane,Not Available,2027911.9,Not Available,Not Available,61752,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,34.2,Not Available,Not Available,Not Available,20279.1,Not Available,5-04645-0415,Not Available,Not Available,Not Available,107.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-82.6,Not Available,0.3,61752,Not Available,51.0,Not Available,115.1,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
2775816,Parkchester South (3938),2000 East Tremont Ave,0,224045179.6,Not Available,Not Available,2920848,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2039387501,Not Available,100,Not Available,12429.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,1.1,2,Not Available,2809055,Not Available,18.0,Not Available,16873,Not Available,"Financial Office, Medical Office, Multifamily Housing, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4940496,ZARA - 187-35 Hillside Avenue,187-35 Hillside Avenue,Not Available,3259393.5,Not Available,Not Available,63936,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,90.4,Not Available,Not Available,Not Available,34631.5,Not Available,4-09960-0005,Not Available,Not Available,Not Available,239.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-0.3,Not Available,0.5,63936,Not Available,24.0,Not Available,366.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4020016,Stonehenge SL Green - 1080 Amsterdam Avenue,1080 Amsterdam Avenue,0,4417092.2,Not Available,Not Available,89273,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,0,65,Not Available,72.9,Not Available,Not Available,Not Available,48774.8,Not Available,1-01885-0029,Not Available,Not Available,Not Available,234.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-13.5,Not Available,0.5,86740,Not Available,7.0,Not Available,382.5,Not Available,"Multifamily Housing, Office, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6166266,BMA00001D 1 Duffield Street / 200 Nassau,1 Duffield Street,Not Available,5759400.3,Not Available,Not Available,56100,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,172.9,Not Available,Not Available,Not Available,61297.7,Not Available,3-00109-0001,Not Available,Not Available,Not Available,305.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,63.4,Not Available,1.2,50100,Not Available,33.0,Not Available,530.5,Not Available,"Multifamily Housing, Parking",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2830990,CHELSEA ADDITION,436 WEST 27TH DRIVE,Not Available,292284.8,Not Available,Not Available,131916,Not Available,Not Available,4473909,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,24,Not Available,Not Available,Not Available,2972.5,Not Available,1007240010,Not Available,Not Available,Not Available,15.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-34,Not Available,0,131916,Not Available,3.0,Not Available,287.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3956833,Wythe Hotel,75 North 11th Street,Not Available,7419466,Not Available,Not Available,55543,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,236.5,Not Available,Not Available,Not Available,78591,Not Available,3022880024,Not Available,Not Available,Not Available,394.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,31.5,Not Available,1.4,55543,Not Available,33.0,Not Available,890.6,Not Available,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
2640775,7602 21st Avenue,7602 21st Avenue,Not Available,5561534.7,Not Available,Not Available,108000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3062400037,Not Available,Not Available,Not Available,295.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-32.8,Not Available,Not Available,108000,Not Available,47.0,Not Available,390.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2641789,Parking Center - VWE,88-06 Van Wyck Expy,Not Available,Not Available,Not Available,Not Available,355740,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,4.5,Not Available,Not Available,Not Available,Not Available,Not Available,4-09342-0007,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,355740,Not Available,29.0,Not Available,144.8,Not Available,Parking,Not Available,Not Available,,Not Available,Not Available,Not Available
5932286,35-50 81st Street,35-50 81st Street,Not Available,4147800.3,Not Available,Not Available,57228,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,101.1,Not Available,Not Available,Not Available,45778.1,Not Available,4-01280-0026,Not Available,Not Available,Not Available,245.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-1,Not Available,0.8,57228,Not Available,25.0,Not Available,329.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2715799,Clinton West Condominium,517 West 46th Street,Not Available,2235180.8,Not Available,Not Available,50548,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,71.8,Not Available,Not Available,Not Available,24721.8,Not Available,1010757502,Not Available,Not Available,Not Available,118.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-3.3,Not Available,0.5,50548,Not Available,3.0,Not Available,229,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3568111,N001583-NW STATEN ISLAND NY,2171 FOREST AVENUE,0,855067,Not Available,Not Available,113270,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,80.5,Not Available,Not Available,Not Available,10727.4,Not Available,5-01250-0011,Not Available,Not Available,Not Available,45.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-32.1,Not Available,0.1,113270,Not Available,49.0,Not Available,798.3,Not Available,Retail Store,Not Available,Not Available,CBECS - Retail Store,Not Available,Not Available,Not Available
3128120,MILL BROOK/MILL BROOK EXTENSION,180 BROOK AVENUE,Not Available,110943992.4,Not Available,Not Available,1288340,Not Available,Not Available,4473962,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,94.3,Not Available,Not Available,Not Available,1215391.5,Not Available,2022630019;2025480001;2025480042,Not Available,Not Available,Not Available,5892.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-41.5,Not Available,0.9,1288340,Not Available,8.0,Not Available,5892.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2806908,"Abbott Industries, Inc.",95-04 149th Street,Not Available,Not Available,Not Available,Not Available,53666,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,11.1,Not Available,Not Available,Not Available,Not Available,Not Available,4-10001-0001,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-10.7,Not Available,Not Available,53666,Not Available,28.0,Not Available,55.5,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,Not Available,Not Available
2794284,NYEEI South Bldg,218 2nd Ave,Not Available,Not Available,Not Available,Not Available,60828,Not Available,Not Available,3617119,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,133.4,Not Available,Not Available,Not Available,Not Available,Not Available,1-00455-0001,Not Available,90,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-38.4,Not Available,Not Available,60828,Not Available,2.0,Not Available,515.2,Not Available,Medical Office,Not Available,Not Available,CBECS - Medical Office,Not Available,Not Available,Not Available
3084004,850 West 176th Street,850 West 176th Street,Not Available,6840104.3,Not Available,Not Available,53526,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1021390564,Not Available,Not Available,Not Available,363.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,42.2,Not Available,Not Available,53526,Not Available,10.0,Not Available,416.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3107607,17212 - 36 East 31st Street (BBL): 1-00860-0049 (BIN): 1016969,36 East 31st Street,Not Available,1574.5,Not Available,Not Available,160686,40,160686,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,43.7,Not Available,Not Available,Not Available,17.8,Not Available,1-00860-0049,Not Available,Not Available,Not Available,355,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-38.8,Not Available,0,160686,87,2.0,Not Available,569.9,Not Available,Other,Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
2960812,1775,1775 East 18th Street,Not Available,Not Available,Not Available,Not Available,50000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3-06801-0056,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,Not Available,Not Available,Not Available,50000,Not Available,48.0,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4474067,WHITMAN/INGERSOLL CAMPUS,131 CUMBERLAND WALK,Not Available,339837390.6,Not Available,Not Available,2870100,Not Available,Not Available,4474067,2016-12-31T00:00:00.000,Not Available,39,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3650064.9,Not Available,3020400001;3020410001;3020340001;3020500001,Not Available,Not Available,Not Available,20028.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,1.3,2870100,Not Available,35.0,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4744759,Mitchell Gardens 1 Cooperative,139-10 28 Rd,Not Available,8137945.2,Not Available,Not Available,261776,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,3,Not Available,Not Available,Not Available,Not Available,56.7,Not Available,Not Available,Not Available,81379.5,Not Available,4-04343-0010,Not Available,Not Available,Not Available,539.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-29.5,Not Available,0.3,261776,Not Available,20.0,Not Available,945.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3107998,17154 - 1 East 33rd Street (BBL): 1-00863-0006 (BIN) 1017076,1 East 33rd Street,Not Available,1582.4,Not Available,Not Available,127866,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,50,Not Available,70.8,Not Available,Not Available,Not Available,18.3,Not Available,1-00863-0006,Not Available,Not Available,Not Available,251,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-35.8,Not Available,0,127866,Not Available,4.0,Not Available,771,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
3820243,The Urban Glass House,330 Spring Street,Not Available,4869000.1,Not Available,Not Available,87172,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,104.7,Not Available,Not Available,Not Available,55287.6,Not Available,1005957504,Not Available,Not Available,Not Available,258.6,87172,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,8.1,Not Available,0.6,87172,Not Available,3.0,Not Available,579.8,Not Available,Residence Hall/Dormitory,Not Available,Not Available,CBECS - Dormitory,Not Available,Not Available,Not Available
5990852,"SIX SIGMA NYC, Inc: 517 W 29 ST",517 W 29 ST,Not Available,2342699.9,Not Available,Not Available,64167,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,3,Not Available,Not Available,Not Available,Not Available,42.6,Not Available,Not Available,Not Available,24761.3,Not Available,1-00701-0024,Not Available,Not Available,Not Available,124.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,0.4,64167,Not Available,3.0,Not Available,148.5,Not Available,Manufacturing/Industrial Plant,Not Available,Not Available,,Not Available,Not Available,Not Available
5932199,132-26 Avery Avenue,132-26 Avery Avenue,Not Available,3786939.4,Not Available,Not Available,53599,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,103.3,Not Available,Not Available,Not Available,41428.1,Not Available,4-05105-7504,Not Available,Not Available,Not Available,201.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-9.9,Not Available,0.8,28916,Not Available,20.0,Not Available,334.2,Not Available,"Multifamily Housing, Office",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3543923,1261 Merriam Ave.,1261 Merriam Ave,Not Available,5608299.8,Not Available,Not Available,72727,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,99.8,Not Available,Not Available,Not Available,60989.1,Not Available,2025290063,Not Available,Not Available,Not Available,297.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,10.5,Not Available,0.8,72727,Not Available,16.0,Not Available,407.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6011156,60 Henry Street,60 Henry Street,Not Available,692282.5,Not Available,Not Available,60412,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,125.6,Not Available,Not Available,Not Available,6997.8,Not Available,1-00277-7501,Not Available,Not Available,Not Available,36.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,60.3,Not Available,0.1,46240,Not Available,1.0,Not Available,517.4,Not Available,"Multifamily Housing, Office",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2684981,Clipper - 1405 Brooklyn Ave,"1405,1421,1425 Brooklyn Avenue",Not Available,9930339.9,Not Available,Not Available,118487,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,112.2,Not Available,Not Available,Not Available,105769.2,Not Available,3-05000-0200,Not Available,Not Available,Not Available,527.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,25,Not Available,0.9,118487,Not Available,,Not Available,782.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5819664,Brookdale Center Cardozo,55 Fifth Ave,Not Available,5658399.9,Not Available,Not Available,152011,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,189.9,Not Available,Not Available,Not Available,49466,Not Available,1-00570-7501,Not Available,Not Available,Not Available,300.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,47.4,Not Available,0.3,152011,Not Available,2.0,Not Available,2086.9,Not Available,College/University,Not Available,Not Available,CBECS - College/University,Not Available,Not Available,Not Available
2976237,Prince Center Condo,39-07 prince street,Not Available,1132300,Not Available,Not Available,120000,40,120000,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,47.2,Not Available,Not Available,Not Available,11323,Not Available,4049767501,Not Available,Not Available,Not Available,60.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,4.4,Not Available,0.1,120000,11,20.0,Not Available,480.7,Not Available,Other,Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
5976086,210 Wallabout,210 Wallabout Street,Not Available,2635799.9,Not Available,Not Available,64350,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,65.9,Not Available,Not Available,Not Available,26358,Not Available,3022637507,Not Available,Not Available,Not Available,140,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,10,Not Available,0.4,64350,Not Available,33.0,Not Available,293.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5941411,98-18 Rockaway Boulevard,98-18 Rockaway Boulevard,Not Available,1265800.1,Not Available,Not Available,73750,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,46.2,Not Available,Not Available,Not Available,12658,Not Available,4-09172-0067,Not Available,Not Available,Not Available,67.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,59.7,Not Available,0.2,73750,Not Available,32.0,Not Available,271,Not Available,Social/Meeting Hall,Not Available,Not Available,CBECS - Social/Meeting,Not Available,Not Available,Not Available
5932298,78-01/78-09 34th Avenue,78-01/78-09 34th Avenue,Not Available,5873800.1,Not Available,Not Available,90950,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,90.1,Not Available,Not Available,Not Available,64238.1,Not Available,4-01251-0030,Not Available,Not Available,Not Available,353,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-3.5,Not Available,0.7,90950,Not Available,,Not Available,469.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4045692,Clipper - 98 Montague Street,98 Montague Street,Not Available,6224480.2,Not Available,Not Available,190000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,51.8,Not Available,Not Available,Not Available,62244.8,Not Available,3-00248-0015,Not Available,Not Available,Not Available,330.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-7.2,Not Available,0.3,190000,Not Available,33.0,Not Available,665.7,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3113637,Wendi Realty LLC,51-01 Grand Ave,Not Available,Not Available,Not Available,Not Available,120200,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,120200,31.9,Not Available,Not Available,Not Available,Not Available,Not Available,4026100118,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-56.1,Not Available,Not Available,120200,Not Available,30.0,Not Available,355.3,Not Available,Refrigerated Warehouse,Not Available,Not Available,CBECS - Refrigerated Warehouse,Not Available,Not Available,Not Available
4114159,Jetro Cash and Carry #563,43-40 57th Avenue,Not Available,4978306.5,Not Available,Not Available,75373,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,218.3,Not Available,Not Available,Not Available,55515.7,Not Available,4-02529-0020,Not Available,Not Available,Not Available,264.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,146.9,Not Available,0.7,75373,Not Available,30.0,Not Available,1294,Not Available,Wholesale Club/Supercenter,Not Available,Not Available,CBECS - Retail Store,Not Available,Not Available,Not Available
