reduced_vehicle_transit,reported_home_cms_zone,bicycle_store_rack,bicycle_store_locker,num_people,reduced_vehicle_other,num_workers,weight,bicycle_type_electric,num_participants,increased_vehicle_unreliable
995,Inner Brooklyn,995,995,1,995,1,222.77,995,1,995
995,Manhattan Core,0,0,1,995,1,486.20475,0,1,995
1,Inner Brooklyn,0,0,3,0,2,231.93128,0,1,995
995,Inner Brooklyn,0,0,3,995,2,930.22138,0,1,995
995,Inner Queens,0,0,2,995,2,128.56876,0,1,995
995,Staten Island,0,0,2,995,2,68.37177,0,1,995
995,Staten Island,0,0,2,995,2,72.75091,0,1,995
995,Inner Brooklyn,995,995,4,995,3,69337.95783,995,1,995
995,Upper Manhattan,0,0,3,995,2,319.42553,0,1,995
995,Inner Queens,0,0,4,995,2,133.24826,0,1,995
995,Inner Queens,995,995,4,995,3,8264.52505,995,1,995
1,Manhattan Core,995,995,2,0,2,6380.6316,995,1,995
995,Inner Queens,0,0,2,995,1,135.42729,0,1,995
995,Manhattan Core,0,0,1,995,1,709.00528,0,1,995
995,Staten Island,995,995,1,995,1,68.36968,995,1,995
0,Southern Bronx,995,995,3,0,1,636.35336,995,1,995
995,Inner Queens,0,0,2,995,2,121.42423,0,1,995
995,Inner Brooklyn,995,995,2,995,1,223.30332,995,1,995
995,Outer Brooklyn,0,0,2,995,2,269.78115,0,1,995
995,Inner Queens,995,995,3,995,2,141.61748,995,1,995
995,Outer Brooklyn,995,995,3,995,1,3750.46944,995,1,995
995,Staten Island,995,995,4,995,1,77.68795,995,1,995
995,Inner Brooklyn,995,995,3,995,2,379.19216,995,1,995
995,Inner Queens,995,995,2,995,2,121.42423,995,1,995
995,Inner Brooklyn,0,0,1,995,1,40405.70074,0,1,995
995,Staten Island,995,995,2,995,1,68.37842,995,1,995
995,Southern Bronx,0,0,2,995,2,116.52531,0,1,995
995,Inner Queens,995,995,4,995,3,127.20062,995,1,995
995,Inner Queens,995,995,1,995,1,122.72852,995,1,995
0,Southern Bronx,0,0,2,1,2,116.52579,0,1,995
995,Staten Island,0,0,2,995,2,72.75091,0,1,995
0,Inner Queens,995,995,1,1,1,127.25379,995,1,995
1,Manhattan Core,0,0,1,0,1,577.6289,0,1,995
995,Manhattan Core,995,995,1,995,0,7818.96704,995,1,995
995,Inner Queens,995,995,2,995,1,1276.06453,995,1,995
0,Middle Queens,995,995,2,0,2,763.91855,995,1,995
995,Middle Queens,995,995,2,995,2,96.39105,995,1,995
995,Manhattan Core,995,995,1,995,1,416.9108,995,1,995
995,Inner Brooklyn,995,995,5,995,2,216.52176,995,1,1
995,Inner Brooklyn,0,0,4,995,2,222.63411,0,1,995
995,Staten Island,995,995,2,995,1,160.90763,995,1,995
995,Inner Brooklyn,0,0,3,995,3,223.91734,0,1,995
995,Manhattan Core,0,0,2,995,2,625.91045,0,1,995
995,Inner Queens,0,0,4,995,3,21262.57561,0,1,995
995,Outer Brooklyn,-9998,-9998,3,995,2,290.13902,0,1,995
1,Upper Manhattan,995,995,1,0,1,368.12683,995,1,995
995,Middle Queens,995,995,2,995,1,1463.24811,995,1,995
995,Inner Queens,995,995,3,995,1,135.42729,995,1,0
995,Middle Queens,995,995,1,995,0,117.28271,995,1,995
1,Outer Brooklyn,0,0,5,0,3,446.78659,0,1,995
995,Upper Manhattan,0,0,2,995,2,181.4437,0,1,995
995,Manhattan Core,995,995,1,995,1,519.66136,995,1,995
995,Outer Brooklyn,0,0,2,995,1,226.40114,0,1,995
995,Inner Brooklyn,995,995,2,995,2,222.80109,995,1,995
0,Manhattan Core,995,995,2,0,2,1275.98655,995,1,995
995,Inner Queens,995,995,6,995,5,103.93638,995,1,995
995,Inner Brooklyn,995,995,2,995,2,222.77,995,1,995
995,Northern Bronx,0,0,1,995,1,98.61551,0,1,995
995,Staten Island,0,0,4,995,1,72.70911,0,1,995
995,Staten Island,1,0,2,995,0,552.46612,0,1,995
995,Outer Brooklyn,0,0,4,995,2,227.16393,0,1,995
995,Outer Queens,995,995,3,995,2,206.27356,995,1,995
995,Middle Queens,0,0,6,995,2,3259.62065,0,1,0
995,Inner Brooklyn,995,995,1,995,1,210.78368,995,1,995
995,Inner Brooklyn,1,0,3,995,2,231.32391,0,1,995
995,Inner Brooklyn,0,0,4,995,2,525.00077,0,1,995
995,Inner Brooklyn,995,995,2,995,0,662.76494,995,1,995
995,Manhattan Core,0,0,1,995,1,355.37834,0,1,995
995,Inner Queens,0,1,1,995,1,135.42729,0,1,995
995,Inner Queens,995,995,2,995,1,126.20553,995,1,995
995,Upper Manhattan,995,995,2,995,2,299.82338,995,1,995
995,Northern Bronx,995,995,3,995,2,156.77729,995,1,995
995,Inner Queens,-9998,-9998,4,995,1,140.28656,0,1,995
995,Outer Brooklyn,995,995,2,995,2,267.88998,995,1,995
995,Inner Queens,0,0,5,995,2,20550.37737,0,1,995
995,Outer Brooklyn,995,995,3,995,1,270.08017,995,1,995
995,Manhattan Core,995,995,2,995,2,425.2531,995,1,995
995,Manhattan Core,995,995,2,995,2,947.72143,995,1,995
995,Inner Queens,995,995,2,995,2,2112.28733,995,1,995
995,Staten Island,995,995,1,995,1,72.76549,995,1,995
995,Upper Manhattan,0,0,6,995,2,2018.58251,0,1,995
995,Inner Brooklyn,995,995,3,995,2,2252.23129,995,1,995
995,Inner Brooklyn,0,0,1,995,1,222.85175,0,1,995
1,Inner Queens,995,995,1,0,0,1848.67334,995,1,995
995,Inner Brooklyn,0,0,3,995,3,308.19262,0,1,995
995,Inner Brooklyn,995,995,2,995,2,222.80109,995,1,995
995,Manhattan Core,995,995,2,995,2,242.25892,995,1,995
995,Outer Brooklyn,995,995,2,995,1,233.08444,995,1,995
995,Staten Island,0,0,2,995,1,68.31864,0,1,995
995,Northern Bronx,0,0,3,995,2,98.62084,0,1,995
995,Inner Brooklyn,0,0,4,995,3,231.12471,0,1,995
995,Inner Brooklyn,0,0,2,995,2,1081.87045,0,1,995
995,Inner Queens,0,1,4,995,4,103.64487,0,1,995
995,Middle Queens,995,995,1,995,0,94.3181,995,1,995
995,Staten Island,0,0,3,995,2,72.74186,0,1,995
995,Inner Brooklyn,995,995,3,995,3,222.90762,995,1,995
995,Manhattan Core,0,0,1,995,1,294.84062,0,1,995
995,Inner Brooklyn,0,0,3,995,1,258.64357,0,1,995
995,Southern Bronx,995,995,1,995,0,210.05591,995,1,995
995,Inner Queens,1,0,5,995,3,1870.41609,0,1,995
995,Inner Brooklyn,995,995,2,995,2,1190.97625,995,1,995
995,Inner Brooklyn,0,0,2,995,2,231.86563,0,1,995
995,Upper Manhattan,0,0,1,995,1,263.67746,0,1,995
995,Manhattan Core,-9998,-9998,1,995,1,410.12156,0,1,995
995,Inner Brooklyn,995,995,5,995,4,237.98473,995,1,0
995,Inner Brooklyn,0,0,3,995,2,4084.58886,0,1,995
995,Inner Queens,995,995,2,995,2,121.42423,995,1,995
1,Inner Queens,995,995,2,0,2,100.0548,995,1,995
995,Northern Bronx,995,995,2,995,0,90.29709,995,1,995
995,Manhattan Core,0,0,5,995,3,2756.87695,0,1,995
995,Inner Brooklyn,995,995,1,995,0,69394.78698,995,1,995
995,Staten Island,0,0,4,995,1,75.46337,0,1,995
995,Inner Queens,0,0,3,995,2,105.46319,0,1,995
995,Inner Brooklyn,995,995,2,995,2,226.70191,995,1,995
995,Inner Brooklyn,0,0,1,995,0,223.06776,0,1,995
995,Inner Brooklyn,995,995,2,995,2,196.82962,995,1,995
995,Staten Island,0,0,3,995,3,72.75091,0,1,995
995,Inner Brooklyn,995,995,2,995,2,843.67694,995,1,995
995,Inner Queens,995,995,4,995,2,105.6969,995,1,995
995,Upper Manhattan,995,995,2,995,2,385.98812,995,1,995
995,Inner Queens,995,995,1,995,1,127.79634,995,1,995
995,Inner Brooklyn,0,0,2,995,2,223.21619,0,1,995
995,Inner Brooklyn,0,0,4,995,2,223.06915,0,1,995
995,Manhattan Core,995,995,2,995,2,814.40583,995,1,995
995,Inner Queens,995,995,4,995,2,9541.16471,995,1,995
995,Middle Queens,0,0,5,995,2,1764.50128,0,1,0
995,Inner Queens,-9998,-9998,4,995,1,103.64487,0,1,995
995,Northern Bronx,0,0,5,995,1,1772.93532,0,1,995
995,Inner Brooklyn,995,995,2,995,2,210.97105,995,1,995
995,Middle Queens,0,0,1,995,1,93.8309,0,1,995
995,Inner Queens,995,995,1,995,1,109.45083,995,1,995
995,Middle Queens,995,995,3,995,2,96.27243,995,1,995
995,Outer Brooklyn,0,0,1,995,1,226.88628,0,1,995
995,Outer Queens,995,995,2,995,2,203.17392,995,1,0
995,Staten Island,-9998,-9998,3,995,2,199.3528,0,1,995
995,Manhattan Core,0,0,2,995,2,10430.08293,0,1,995
995,Inner Queens,995,995,4,995,2,99.89841,995,1,995
995,Staten Island,0,0,4,995,3,83.56784,0,1,995
995,Inner Queens,995,995,5,995,3,11326.20548,995,1,995
995,Inner Queens,0,0,4,995,1,2430.57552,0,1,995
995,Inner Queens,0,0,2,995,1,101.91579,0,1,995
995,Outer Brooklyn,0,0,8,995,3,1633.44363,0,1,995
995,Manhattan Core,0,0,1,995,1,370.69481,0,1,995
0,Inner Queens,995,995,2,0,1,2390.49288,995,1,995
995,Outer Brooklyn,0,0,6,995,1,37700.98969,0,1,995
995,Middle Queens,995,995,2,995,1,1125.88803,995,1,995
995,Manhattan Core,995,995,1,995,0,885.46559,995,1,995
995,Inner Queens,995,995,3,995,1,134.3117,995,1,995
995,Inner Brooklyn,0,0,4,995,2,212.51177,0,1,995
995,Southern Bronx,995,995,1,995,1,116.52964,995,1,995
995,Outer Queens,0,0,4,995,1,3583.58802,0,1,995
995,Inner Queens,-9998,-9998,5,995,2,114.50303,0,1,995
995,Inner Queens,995,995,1,995,1,125.43776,995,1,995
995,Inner Queens,995,995,4,995,2,125.97798,995,1,995
995,Northern Bronx,0,0,4,995,2,31147.63182,0,1,995
995,Manhattan Core,0,0,2,995,2,4858.85806,0,1,995
995,Inner Brooklyn,995,995,2,995,2,222.77,995,1,995
995,Middle Queens,0,0,2,995,2,96.07394,0,1,995
995,Outer Brooklyn,995,995,3,995,2,3670.14083,995,1,995
0,Inner Brooklyn,995,995,3,0,1,1370.36825,995,1,995
995,Inner Brooklyn,995,995,2,995,0,3204.41199,995,1,995
995,Upper Manhattan,995,995,1,995,1,270.53107,995,1,995
995,Inner Brooklyn,0,0,3,995,2,274.92935,0,1,995
995,Northern Bronx,995,995,3,995,2,105.15518,995,1,995
995,Manhattan Core,995,995,2,995,2,625.91045,995,1,995
0,Manhattan Core,995,995,4,0,2,6591.01481,995,1,995
995,Upper Manhattan,995,995,3,995,2,466.30741,995,1,995
995,Middle Queens,995,995,2,995,1,196.83626,995,1,995
995,Inner Queens,0,0,1,995,0,112.65589,0,1,995
995,Inner Queens,0,0,4,995,4,103.64487,0,1,995
995,Inner Queens,995,995,4,995,3,110.50121,995,1,995
995,Upper Manhattan,995,995,3,995,2,1963.5742,995,1,995
995,Inner Brooklyn,995,995,4,995,3,221.61073,995,1,0
995,Inner Brooklyn,0,0,3,995,1,42108.17148,0,1,995
995,Inner Queens,995,995,3,995,2,140.31687,995,1,995
0,Inner Brooklyn,0,0,1,0,1,222.77,0,1,995
995,Inner Brooklyn,0,0,1,995,1,221.5798,0,1,995
995,Northern Bronx,995,995,4,995,2,105.16803,995,1,0
995,Middle Queens,995,995,1,995,0,103.58112,995,1,995
995,Manhattan Core,995,995,1,995,1,535.77259,995,1,995
995,Northern Bronx,995,995,2,995,2,98.61628,995,1,995
995,Inner Brooklyn,0,0,1,995,1,223.16545,0,1,0
995,Staten Island,0,0,1,995,1,72.76356,0,1,995
995,Staten Island,0,0,2,995,1,72.75091,0,1,995
995,Southern Bronx,-9998,-9998,1,995,0,116.54263,0,1,995
995,Middle Queens,0,0,3,995,1,348.79423,0,1,995
995,Inner Queens,0,0,5,995,2,99.89841,0,1,995
995,Inner Brooklyn,995,995,5,995,3,3937.24354,995,1,1
995,Inner Brooklyn,0,0,2,995,2,223.38256,0,1,995
995,Inner Brooklyn,0,0,1,995,1,211.04036,0,1,995
995,Inner Queens,995,995,1,995,0,131.58346,995,1,995
995,Manhattan Core,995,995,1,995,1,597.95151,995,1,995
995,Manhattan Core,995,995,2,995,2,5365.07,995,1,995
995,Inner Brooklyn,995,995,4,995,4,239.14639,995,1,995
995,Outer Queens,995,995,2,995,1,195.90816,995,1,995
995,Middle Queens,0,0,1,995,1,1387.93473,0,1,995
995,Inner Brooklyn,0,0,3,995,3,236.88714,0,1,995
995,Inner Queens,995,995,1,995,1,10735.50783,995,1,995
995,Outer Brooklyn,995,995,1,995,1,270.3215,995,1,995
995,Inner Queens,0,0,2,995,1,123.9558,0,1,995
995,Upper Manhattan,995,995,1,995,1,319.1023,995,1,995
995,Manhattan Core,995,995,1,995,1,879.10721,995,1,995
995,Staten Island,995,995,2,995,2,75.45193,995,1,995
