source_relation,date_day,ad_group_id,impressions,spend,currency,conversions,tap_installs,new_downloads,tap_new_downloads,redownloads,tap_redownloads,taps,lat_off_installs
"",2024-05-28,976005125,304,43.15,USD,15,15,15,15,0,0,39,0
"",2024-08-21,983960442,809,16.1,USD,1,1,1,1,0,0,18,0
"",2022-05-26,983960442,692,24.57,USD,5,5,5,5,0,0,12,0
"",2022-12-19,983960442,518,30.91,USD,3,3,3,3,0,0,14,0
"",2025-02-26,983960442,118,10.08,USD,1,1,1,1,0,0,11,0
"",2023-02-28,983960442,929,32.3,USD,13,13,13,13,0,0,60,0
"",2025-11-17,983960442,312,2.91,USD,2,2,2,2,0,0,9,0
"",2025-12-15,983960442,538,36.2,USD,19,19,19,19,0,0,79,0
"",2023-01-17,983960442,487,38.14,USD,6,6,6,6,0,0,18,0
"",2025-05-16,983960443,923,47.99,USD,37,37,37,37,0,0,74,0
"",2022-12-12,983960443,601,33.72,USD,6,6,6,6,0,0,20,0
"",2022-11-22,983960443,817,12.79,USD,7,7,7,7,0,0,63,0
"",2023-02-18,983960443,983,11.97,USD,28,28,28,28,0,0,58,0
"",2023-04-02,983960443,589,32.09,USD,3,3,3,3,0,0,40,0
"",2021-12-21,983960443,920,22.78,USD,62,62,62,62,0,0,138,0
"",2022-01-25,983960443,81,45.61,USD,0,0,0,0,0,0,8,0
"",2024-09-25,983960443,392,25.75,USD,13,13,13,13,0,0,56,0
"",2024-12-26,983960444,131,2.16,USD,2,2,2,2,0,0,5,0
"",2024-10-08,983960444,193,29.78,USD,9,9,9,9,0,0,21,0
"",2023-04-10,983960444,135,47,USD,3,3,3,3,0,0,7,0
"",2023-07-05,983960444,510,43.37,USD,5,5,5,5,0,0,12,0
"",2022-10-10,983960444,64,21.33,USD,3,3,3,3,0,0,7,0
"",2022-09-09,983960445,528,27.88,USD,7,7,7,7,0,0,14,0
"",2023-08-23,983960445,837,37.03,USD,11,11,11,11,0,0,33,0
"",2024-08-13,983960445,97,39.38,USD,3,3,3,3,0,0,11,0
"",2024-07-05,983960445,333,32.87,USD,6,6,6,6,0,0,17,0
"",2023-08-15,983960445,222,32.09,USD,6,6,6,6,0,0,20,0
"",2025-03-06,983960445,420,7.27,USD,0,0,0,0,0,0,63,0
"",2023-12-03,983960445,689,23.92,USD,26,26,26,26,0,0,90,0
"",2024-07-28,983960445,353,18.81,USD,1,1,1,1,0,0,15,0
"",2022-01-16,983960445,144,30.02,USD,3,3,3,3,0,0,9,0
"",2025-08-06,983960445,971,33.39,USD,13,13,13,13,0,0,31,0
"",2025-11-27,983960446,345,14.06,USD,9,9,9,9,0,0,33,0
"",2025-12-26,983960446,249,24.24,USD,7,7,7,7,0,0,26,0
"",2023-01-18,983960446,443,49.05,USD,20,20,20,20,0,0,58,0
"",2023-12-17,983960446,556,29.61,USD,1,1,1,1,0,0,30,0
"",2022-03-14,983960446,130,33.25,USD,2,2,2,2,0,0,19,0
"",2024-03-27,983960446,198,3.97,USD,7,7,7,7,0,0,26,0
"",2022-09-18,983960446,548,32.72,USD,22,22,22,22,0,0,75,0
"",2022-11-03,983960447,707,22.82,USD,25,25,25,25,0,0,86,0
"",2025-01-13,983960447,610,35.18,USD,20,20,20,20,0,0,52,0
"",2022-11-11,983960447,538,24.25,USD,7,7,7,7,0,0,26,0
"",2023-01-26,983960447,553,23.78,USD,5,5,5,5,0,0,31,0
"",2025-01-06,983960447,847,49.92,USD,25,25,25,25,0,0,104,0
"",2023-08-12,983960447,194,23.37,USD,8,8,8,8,0,0,22,0
"",2022-01-24,983960448,161,26.44,USD,1,1,1,1,0,0,22,0
"",2023-05-31,983960448,441,45.25,USD,20,20,20,20,0,0,56,0
"",2022-01-16,983960448,869,42.75,USD,3,3,3,3,0,0,72,0
"",2022-10-02,983960448,906,44.76,USD,7,7,7,7,0,0,52,0
"",2023-08-06,983960448,638,36.21,USD,7,7,7,7,0,0,95,0
"",2022-03-20,983960448,168,11.05,USD,1,1,1,1,0,0,15,0
"",2024-03-22,983960448,773,27.27,USD,21,21,21,21,0,0,50,0
"",2025-07-11,983960448,796,21.66,USD,29,29,29,29,0,0,93,0
"",2022-01-09,983960448,607,4.23,USD,3,3,3,3,0,0,14,0
"",2022-11-20,983960449,79,44.56,USD,1,1,1,1,0,0,5,0
"",2023-01-13,983960449,751,21.63,USD,24,24,24,24,0,0,89,0
"",2022-05-30,983960449,766,48.4,USD,10,10,10,10,0,0,21,0
"",2024-01-13,983960449,199,24.76,USD,5,5,5,5,0,0,10,0
"",2022-02-05,983960449,703,17.91,USD,9,9,9,9,0,0,79,0
"",2025-07-23,983960450,769,40.3,USD,11,11,11,11,0,0,91,0
"",2023-12-04,983960450,171,43.15,USD,6,6,6,6,0,0,23,0
"",2023-05-31,983960450,831,26.43,USD,2,2,2,2,0,0,101,0
"",2022-11-13,983960450,505,22.99,USD,15,15,15,15,0,0,61,0
"",2022-12-11,983960450,111,10.08,USD,1,1,1,1,0,0,5,0
"",2023-05-29,983960450,187,13.48,USD,1,1,1,1,0,0,14,0
"",2025-09-02,983960450,782,5.86,USD,35,35,35,35,0,0,84,0
"",2023-12-31,983960450,645,12.6,USD,41,41,41,41,0,0,88,0
"",2025-10-26,983960450,319,44.1,USD,8,8,8,8,0,0,32,0
"",2022-09-15,983960450,490,17.24,USD,1,1,1,1,0,0,9,0
"",2025-02-06,983960450,422,41.36,USD,7,7,7,7,0,0,31,0
"",2023-01-11,983960451,966,49.82,USD,5,5,5,5,0,0,36,0
"",2023-12-04,983960451,298,41.55,USD,12,12,12,12,0,0,31,0
"",2025-10-11,983960451,984,5.96,USD,24,24,24,24,0,0,55,0
"",2025-09-16,983960451,513,32.06,USD,20,20,20,20,0,0,51,0
"",2021-12-07,983960451,88,25.84,USD,3,3,3,3,0,0,9,0
"",2025-11-11,983960451,536,8.76,USD,4,4,4,4,0,0,10,0
"",2023-07-18,983960451,385,46.02,USD,7,7,7,7,0,0,16,0
"",2023-04-28,983960451,529,45.98,USD,5,5,5,5,0,0,12,0
"",2025-06-23,983960451,84,32.71,USD,0,0,0,0,0,0,9,0
"",2022-12-02,983960451,743,19.45,USD,22,22,22,22,0,0,83,0
"",2023-07-06,983960451,703,31.57,USD,2,2,2,2,0,0,16,0
"",2023-05-18,983960452,833,40.53,USD,14,14,14,14,0,0,108,0
"",2022-04-26,983960452,95,26.99,USD,2,2,2,2,0,0,5,0
"",2025-10-23,983960452,121,14.16,USD,7,7,7,7,0,0,18,0
"",2024-10-28,983960452,380,40.36,USD,15,15,15,15,0,0,40,0
"",2022-01-08,983960452,923,22.93,USD,55,55,55,55,0,0,125,0
"",2023-05-05,983960452,873,37.9,USD,24,24,24,24,0,0,120,0
"",2023-10-25,983960453,122,12.26,USD,3,3,3,3,0,0,18,0
"",2024-08-19,983960453,330,9.68,USD,1,1,1,1,0,0,25,0
"",2024-05-08,983960453,185,16.65,USD,1,1,1,1,0,0,16,0
"",2021-12-06,983960453,831,34.67,USD,10,10,10,10,0,0,92,0
"",2022-05-08,983960453,419,33.58,USD,5,5,5,5,0,0,26,0
"",2023-01-28,983960453,652,36.85,USD,46,46,46,46,0,0,93,0
"",2022-08-08,983960453,500,42.45,USD,19,19,19,19,0,0,68,0
"",2022-12-11,983960453,533,45.47,USD,0,0,0,0,0,0,39,0
"",2022-07-07,983960454,465,26.16,USD,5,5,5,5,0,0,23,0
"",2022-03-10,983960454,167,9.22,USD,2,2,2,2,0,0,10,0
"",2023-10-12,983960454,221,3.42,USD,6,6,6,6,0,0,29,0
"",2023-04-15,983960454,946,27.55,USD,9,9,9,9,0,0,19,0
"",2022-11-10,983960454,195,36.31,USD,10,10,10,10,0,0,26,0
"",2024-05-29,983960454,137,3.34,USD,7,7,7,7,0,0,14,0
"",2025-04-07,983960454,233,4.39,USD,1,1,1,1,0,0,9,0
"",2024-10-13,983960454,453,48.82,USD,9,9,9,9,0,0,26,0
"",2024-03-01,983960454,542,33.88,USD,6,6,6,6,0,0,36,0
"",2024-09-04,983960454,295,24.63,USD,3,3,3,3,0,0,13,0
"",2021-12-26,983960455,877,20.36,USD,2,2,2,2,0,0,28,0
"",2025-02-14,983960455,438,10.04,USD,11,11,11,11,0,0,28,0
"",2022-01-21,983960455,701,36.05,USD,3,3,3,3,0,0,8,0
"",2022-10-29,983960455,674,18.1,USD,1,1,1,1,0,0,7,0
"",2025-02-25,983960455,279,48.78,USD,6,6,6,6,0,0,28,0
"",2022-11-20,983960455,695,47.14,USD,11,11,11,11,0,0,55,0
"",2024-10-20,983960455,875,15.41,USD,45,45,45,45,0,0,128,0
"",2022-09-30,983960455,389,19.15,USD,10,10,10,10,0,0,29,0
"",2024-05-23,983960455,835,11.81,USD,0,0,0,0,0,0,96,0
"",2024-08-07,983960455,905,33.6,USD,5,5,5,5,0,0,42,0
"",2022-09-28,983960455,869,3.27,USD,5,5,5,5,0,0,46,0
"",2024-07-03,983960456,913,7.37,USD,0,0,0,0,0,0,35,0
"",2023-05-13,983960456,864,43.71,USD,23,23,23,23,0,0,84,0
"",2025-02-25,983960456,446,48.07,USD,7,7,7,7,0,0,15,0
"",2021-12-05,983960456,561,5.43,USD,2,2,2,2,0,0,12,0
"",2022-04-29,983960456,687,48.09,USD,14,14,14,14,0,0,36,0
"",2025-01-14,983960457,100,5.03,USD,3,3,3,3,0,0,8,0
"",2023-03-29,983960457,739,6.19,USD,5,5,5,5,0,0,20,0
"",2023-10-19,983960457,777,21.83,USD,4,4,4,4,0,0,8,0
"",2022-09-03,983960457,951,31.69,USD,24,24,24,24,0,0,80,0
"",2023-08-12,983960457,790,49.75,USD,34,34,34,34,0,0,77,0
"",2022-03-23,983960457,239,46.11,USD,8,8,8,8,0,0,23,0
"",2025-09-05,983960458,54,6.08,USD,2,2,2,2,0,0,7,0
"",2022-03-20,983960458,647,8.46,USD,16,16,16,16,0,0,86,0
"",2024-01-14,983960458,907,35.82,USD,41,41,41,41,0,0,133,0
"",2024-08-10,983960458,536,42.89,USD,33,33,33,33,0,0,76,0
"",2024-08-03,983960458,78,16.41,USD,0,0,0,0,0,0,9,0
"",2022-09-12,983960458,362,11.82,USD,1,1,1,1,0,0,47,0
"",2025-09-27,983960458,455,47.14,USD,4,4,4,4,0,0,55,0
"",2023-06-11,983960458,740,40.93,USD,5,5,5,5,0,0,53,0
"",2022-04-24,983960458,936,25.49,USD,36,36,36,36,0,0,133,0
"",2025-09-08,983960458,179,41.47,USD,8,8,8,8,0,0,20,0
"",2023-02-15,983960458,850,30.58,USD,18,18,18,18,0,0,75,0
"",2025-02-14,983960459,715,11.07,USD,37,37,37,37,0,0,81,0
"",2022-11-23,983960459,730,20.02,USD,8,8,8,8,0,0,43,0
"",2024-03-02,983960459,848,12.25,USD,12,12,12,12,0,0,25,0
"",2025-04-11,983960459,296,33.71,USD,5,5,5,5,0,0,15,0
"",2024-09-08,983960459,401,38.83,USD,4,4,4,4,0,0,30,0
"",2025-01-01,983960459,248,33.05,USD,0,0,0,0,0,0,5,0
"",2024-10-30,983960459,812,11.4,USD,52,52,52,52,0,0,109,0
"",2022-09-10,983960459,429,20.91,USD,4,4,4,4,0,0,55,0
"",2025-12-23,983960459,333,24.65,USD,0,0,0,0,0,0,31,0
"",2025-04-19,983960459,747,29.92,USD,5,5,5,5,0,0,109,0
"",2025-09-08,983960460,944,35.41,USD,68,68,68,68,0,0,141,0
"",2024-11-09,983960460,577,23.07,USD,8,8,8,8,0,0,40,0
"",2024-02-12,983960460,500,21.18,USD,4,4,4,4,0,0,12,0
"",2023-03-02,983960460,634,24.06,USD,18,18,18,18,0,0,47,0
"",2024-09-15,983960460,645,9.05,USD,22,22,22,22,0,0,92,0
"",2023-08-10,983960460,859,18.71,USD,4,4,4,4,0,0,126,0
"",2022-02-18,983960460,782,46.92,USD,0,0,0,0,0,0,72,0
"",2025-10-17,983960460,458,37.19,USD,3,3,3,3,0,0,52,0
"",2025-10-02,983960460,879,25.34,USD,18,18,18,18,0,0,36,0
"",2025-05-23,983960460,180,23.59,USD,2,2,2,2,0,0,13,0
"",2024-05-09,983960461,479,49.16,USD,5,5,5,5,0,0,52,0
"",2023-03-31,983960461,300,43.78,USD,12,12,12,12,0,0,25,0
"",2024-07-27,983960461,733,48.76,USD,53,53,53,53,0,0,108,0
"",2025-08-23,983960461,329,43.68,USD,13,13,13,13,0,0,28,0
"",2025-10-18,983960461,385,47.57,USD,8,8,8,8,0,0,51,0
"",2023-07-05,983960461,800,38.01,USD,19,19,19,19,0,0,60,0
"",2023-07-28,983960461,432,31.71,USD,7,7,7,7,0,0,21,0
"",2023-12-02,983960461,701,25.8,USD,15,15,15,15,0,0,74,0
"",2025-01-12,983960461,383,4.11,USD,13,13,13,13,0,0,40,0
"",2023-04-19,983960461,825,19.72,USD,16,16,16,16,0,0,106,0
"",2022-06-12,983960461,133,36.67,USD,1,1,1,1,0,0,7,0
"",2023-12-24,983960461,287,41.05,USD,2,2,2,2,0,0,5,0
"",2024-06-24,983960462,472,14.8,USD,18,18,18,18,0,0,63,0
"",2025-06-16,983960462,56,32.46,USD,0,0,0,0,0,0,5,0
"",2025-12-21,983960462,586,5.25,USD,9,9,9,9,0,0,21,0
"",2022-12-22,983960462,647,22.91,USD,36,36,36,36,0,0,95,0
"",2023-01-30,983960462,936,37.71,USD,27,27,27,27,0,0,54,0
"",2022-10-13,983960462,625,21.97,USD,5,5,5,5,0,0,18,0
"",2025-05-04,983960463,576,42.44,USD,13,13,13,13,0,0,79,0
"",2022-08-21,983960463,512,33.97,USD,16,16,16,16,0,0,37,0
"",2021-12-19,983960463,90,49.86,USD,3,3,3,3,0,0,10,0
"",2022-09-18,983960463,738,8.89,USD,1,1,1,1,0,0,106,0
"",2022-11-19,983960463,997,14.94,USD,9,9,9,9,0,0,138,0
"",2022-06-18,983960464,734,36.56,USD,2,2,2,2,0,0,39,0
"",2024-01-25,983960464,904,36.92,USD,33,33,33,33,0,0,116,0
"",2023-12-17,983960464,305,31.22,USD,6,6,6,6,0,0,24,0
"",2023-07-12,983960464,975,15.85,USD,14,14,14,14,0,0,120,0
"",2024-03-20,983960464,95,38.87,USD,2,2,2,2,0,0,6,0
"",2022-09-27,983960464,823,2.9,USD,1,1,1,1,0,0,7,0
"",2022-06-16,983960464,344,33.59,USD,8,8,8,8,0,0,48,0
"",2022-01-15,983960464,459,19.57,USD,19,19,19,19,0,0,51,0
"",2024-02-28,983960464,391,21.68,USD,1,1,1,1,0,0,25,0
"",2022-09-24,983960465,701,33.07,USD,8,8,8,8,0,0,39,0
"",2024-12-08,983960465,647,17.31,USD,16,16,16,16,0,0,43,0
"",2023-11-07,983960465,365,14.88,USD,1,1,1,1,0,0,51,0
"",2022-11-03,983960465,93,37.61,USD,5,5,5,5,0,0,10,0
"",2024-08-16,983960465,368,23.78,USD,25,25,25,25,0,0,55,0
"",2025-02-07,983960465,777,5.51,USD,27,27,27,27,0,0,113,0
"",2025-06-25,983960465,734,47,USD,6,6,6,6,0,0,18,0
"",2023-05-14,983960465,322,18.49,USD,1,1,1,1,0,0,25,0
"",2023-01-24,983960466,680,27.66,USD,1,1,1,1,0,0,14,0
"",2024-10-18,983960466,589,47.34,USD,16,16,16,16,0,0,38,0
"",2022-07-30,983960466,324,31.56,USD,3,3,3,3,0,0,9,0
"",2023-02-25,983960466,855,21.67,USD,12,12,12,12,0,0,29,0
"",2025-12-11,983960466,375,20.53,USD,10,10,10,10,0,0,28,0
"",2023-03-20,983960466,525,47.28,USD,4,4,4,4,0,0,13,0
"",2023-07-29,983960466,792,13.52,USD,38,38,38,38,0,0,102,0
"",2023-12-08,983960466,709,10.18,USD,1,1,1,1,0,0,31,0
"",2023-11-24,983960466,108,32.2,USD,1,1,1,1,0,0,5,0
"",2025-11-13,983960466,536,31.18,USD,1,1,1,1,0,0,5,0
"",2022-09-06,983960466,108,16.51,USD,1,1,1,1,0,0,11,0
"",2022-12-21,983960467,158,2.63,USD,2,2,2,2,0,0,5,0
"",2025-04-17,983960467,270,25.29,USD,7,7,7,7,0,0,19,0
"",2025-09-17,983960467,889,26.66,USD,17,17,17,17,0,0,79,0
"",2022-02-04,983960467,860,15.11,USD,22,22,22,22,0,0,58,0
"",2021-12-28,983960467,735,22.89,USD,11,11,11,11,0,0,28,0
"",2024-08-08,983960467,877,32.53,USD,8,8,8,8,0,0,23,0
"",2023-01-07,983960467,522,49.72,USD,2,2,2,2,0,0,44,0
"",2022-11-08,983960467,873,28.32,USD,9,9,9,9,0,0,30,0
"",2023-01-11,983960467,359,21.53,USD,0,0,0,0,0,0,41,0
"",2022-02-08,983960468,596,44.4,USD,2,2,2,2,0,0,17,0
"",2025-10-02,983960468,536,4.74,USD,0,0,0,0,0,0,71,0
"",2022-09-14,983960468,791,36.12,USD,6,6,6,6,0,0,118,0
"",2025-09-22,983960468,831,28.11,USD,45,45,45,45,0,0,98,0
"",2024-01-13,983960468,882,31.04,USD,49,49,49,49,0,0,109,0
