source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,ad_group_id,ad_group_name,currency,ad_group_status,start_at,end_at,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend,lat_off_installs
"",2022-01-05,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,73,31,31,0,0,31,31,31,31,489,3.89,0
"",2023-01-28,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,93,46,46,0,0,46,46,46,46,652,36.85,0
"",2023-10-12,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,29,6,6,0,0,6,6,6,6,221,3.42,0
"",2022-01-16,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,72,3,3,0,0,3,3,3,3,869,42.75,0
"",2022-10-29,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,7,1,1,0,0,1,1,1,1,674,18.1,0
"",2022-09-14,3219111,Gaming Studio,973923064,New Feature,983960468,Budget Segment,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,118,6,6,0,0,6,6,6,6,791,36.12,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,0,0,0,0,0,0,0,0,0,2,0,0
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,7,2,2,0,0,2,2,2,2,249,5.56,0
"",2022-03-20,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,86,16,16,0,0,16,16,16,16,647,8.46,0
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,3,0,0,0,0,0,0,0,0,63,0.32,0
"",2022-01-25,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,8,0,0,0,0,0,0,0,0,81,45.61,0
"",2025-10-02,3219111,Gaming Studio,973923064,New Feature,983960468,Budget Segment,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,71,0,0,0,0,0,0,0,0,536,4.74,0
"",2025-01-14,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,8,3,3,0,0,3,3,3,3,100,5.03,0
"",2023-04-10,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,7,3,3,0,0,3,3,3,3,135,47,0
"",2022-02-04,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,58,22,22,0,0,22,22,22,22,860,15.11,0
"",2024-04-24,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,119,46,46,0,0,46,46,46,46,806,20.37,0
"",2022-09-27,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,USD,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,7,1,1,0,0,1,1,1,1,823,2.9,0
"",2025-03-08,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,78,25,25,0,0,25,25,25,25,590,31.64,0
"",2022-06-30,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,53,21,21,0,0,21,21,21,21,521,10.72,0
"",2024-07-03,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,USD,PAUSED,2025-10-20 00:00:00,2025-12-01 23:59:00,35,0,0,0,0,0,0,0,0,913,7.37,0
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,5,1,1,0,0,1,1,1,1,318,5.07,0
"",2022-12-22,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,USD,PAUSED,2025-11-23 00:00:00,2026-01-01 23:59:00,95,36,36,0,0,36,36,36,36,647,22.91,0
"",2021-12-26,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,28,2,2,0,0,2,2,2,2,877,20.36,0
"",2025-10-18,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,51,8,8,0,0,8,8,8,8,385,47.57,0
"",2023-01-30,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,USD,PAUSED,2025-11-23 00:00:00,2026-01-01 23:59:00,54,27,27,0,0,27,27,27,27,936,37.71,0
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,5,1,1,0,0,1,1,1,1,290,5.71,0
"",2022-12-21,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,5,2,2,0,0,2,2,2,2,158,2.63,0
"",2025-09-08,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,20,8,8,0,0,8,8,8,8,179,41.47,0
"",2024-10-13,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,26,9,9,0,0,9,9,9,9,453,48.82,0
"",2023-12-31,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,88,41,41,0,0,41,41,41,41,645,12.6,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,7,1,1,0,0,1,1,1,1,492,5.26,0
"",2024-08-21,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,18,1,1,0,0,1,1,1,1,809,16.1,0
"",2025-01-01,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,5,0,0,0,0,0,0,0,0,248,33.05,0
"",2022-09-18,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,75,22,22,0,0,22,22,22,22,548,32.72,0
"",2024-10-23,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,45,5,5,0,0,5,5,5,5,307,15.95,0
"",2023-12-04,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,31,12,12,0,0,12,12,12,12,298,41.55,0
"",2024-03-27,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,26,7,7,0,0,7,7,7,7,198,3.97,0
"",2022-09-12,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,47,1,1,0,0,1,1,1,1,362,11.82,0
"",2022-01-08,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,125,55,55,0,0,55,55,55,55,923,22.93,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,9,4,4,0,0,4,4,4,4,424,5.95,0
"",2025-07-23,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,91,11,11,0,0,11,11,11,11,769,40.3,0
"",2024-08-10,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,76,33,33,0,0,33,33,33,33,536,42.89,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,31,1,1,0,0,1,1,1,1,1605,25.08,0
"",2025-12-21,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,USD,PAUSED,2025-11-23 00:00:00,2026-01-01 23:59:00,21,9,9,0,0,9,9,9,9,586,5.25,0
"",2023-12-02,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,74,15,15,0,0,15,15,15,15,701,25.8,0
"",2021-12-21,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,138,62,62,0,0,62,62,62,62,920,22.78,0
"",2022-06-18,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,USD,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,39,2,2,0,0,2,2,2,2,734,36.56,0
"",2024-03-20,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,USD,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,6,2,2,0,0,2,2,2,2,95,38.87,0
"",2024-03-22,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,50,21,21,0,0,21,21,21,21,773,27.27,0
"",2022-09-28,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,46,5,5,0,0,5,5,5,5,869,3.27,0
"",2024-05-23,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,96,0,0,0,0,0,0,0,0,835,11.81,0
"",2025-11-17,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,9,2,2,0,0,2,2,2,2,312,2.91,0
"",2025-10-26,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,32,8,8,0,0,8,8,8,8,319,44.1,0
"",2022-11-03,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,10,5,5,0,0,5,5,5,5,93,37.61,0
"",2023-12-03,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,90,26,26,0,0,26,26,26,26,689,23.92,0
"",2023-02-15,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,75,18,18,0,0,18,18,18,18,850,30.58,0
"",2022-02-05,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,USD,ENABLED,2025-11-20 00:00:00,2026-01-15 23:59:00,79,9,9,0,0,9,9,9,9,703,17.91,0
"",2023-12-17,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,30,1,1,0,0,1,1,1,1,556,29.61,0
"",2022-03-23,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,23,8,8,0,0,8,8,8,8,239,46.11,0
"",2022-09-24,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,39,8,8,0,0,8,8,8,8,701,33.07,0
"",2025-08-06,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,31,13,13,0,0,13,13,13,13,971,33.39,0
"",2022-11-20,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,55,11,11,0,0,11,11,11,11,695,47.14,0
"",2023-07-05,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,60,19,19,0,0,19,19,19,19,800,38.01,0
"",2023-08-15,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,20,6,6,0,0,6,6,6,6,222,32.09,0
"",2023-07-05,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,12,5,5,0,0,5,5,5,5,510,43.37,0
"",2023-11-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,71,3,3,0,0,3,3,3,3,821,17.27,0
"",2022-10-13,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,USD,PAUSED,2025-11-23 00:00:00,2026-01-01 23:59:00,18,5,5,0,0,5,5,5,5,625,21.97,0
