latitude,longitude,location_type,city,address_type,x_coordinate_state_plane,open_data_channel_type,borough,landmark,complaint_type,created_date,:@computed_region_efsh_h5xi,community_board
40.581817,-73.956022,Street/Sidewalk,BROOKLYN,ADDRESS,996354,MOBILE,BROOKLYN,BRIGHTON 11 STREET,Illegal Parking,2025-12-22T10:43:29.000,13826,13 BROOKLYN
40.787073,-73.850758,Street/Sidewalk,COLLEGE POINT,ADDRESS,1025647,ONLINE,QUEENS,117 STREET,Illegal Parking,2025-12-22T12:33:09.000,14191,07 QUEENS
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-16T16:39:51.000,14508,08 QUEENS
40.712364,-74.009555,Street/Sidewalk,NEW YORK,ADDRESS,981785,ONLINE,MANHATTAN,BARCLAY STREET,Illegal Parking,2025-12-13T16:35:17.000,11728,01 MANHATTAN
40.874268,-73.90236,Street/Sidewalk,BRONX,ADDRESS,1011177,MOBILE,BRONX,KINGSBRIDGE TERRACE,Illegal Parking,2025-12-16T14:31:16.000,11606,08 BRONX
40.758822,-73.920563,Street/Sidewalk,ASTORIA,ADDRESS,1006380,MOBILE,QUEENS,38 STREET,Illegal Parking,2025-12-21T23:00:53.000,16860,01 QUEENS
40.623412,-74.008386,Street/Sidewalk,BROOKLYN,ADDRESS,981875,MOBILE,BROOKLYN,72 STREET,Illegal Parking,2025-12-10T10:17:40.000,13511,10 BROOKLYN
40.729238,-73.845796,Street/Sidewalk,FOREST HILLS,ADDRESS,1027041,MOBILE,QUEENS,110 STREET,Illegal Parking,2025-12-19T07:53:06.000,14786,06 QUEENS
40.686201,-73.993751,Street/Sidewalk,BROOKLYN,ADDRESS,985922,MOBILE,BROOKLYN,COURT STREET,Illegal Parking,2025-12-18T07:58:33.000,16865,06 BROOKLYN
40.748464,-73.902815,Street/Sidewalk,WOODSIDE,ADDRESS,1011154,MOBILE,QUEENS,60 STREET,Illegal Parking,2025-12-22T18:25:55.000,14787,02 QUEENS
40.693222,-73.986719,Street/Sidewalk,BROOKLYN,ADDRESS,987794,MOBILE,BROOKLYN,JAY STREET,Illegal Parking,2025-12-17T16:50:05.000,16865,02 BROOKLYN
40.812779,-73.914256,Street/Sidewalk,BRONX,ADDRESS,1008122,ONLINE,BRONX,EAST 147 STREET,Illegal Parking,2025-12-17T10:00:31.000,10933,01 BRONX
40.735179,-73.903141,Street/Sidewalk,WOODSIDE,ADDRESS,1011173,MOBILE,QUEENS,63 STREET,Illegal Parking,2025-12-21T10:33:59.000,14787,02 QUEENS
40.805901,-73.945683,Street/Sidewalk,NEW YORK,ADDRESS,999427,ONLINE,MANHATTAN,WEST 123 STREET,Illegal Parking,2025-12-23T09:05:43.000,12424,10 MANHATTAN
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-11T08:35:33.000,14508,08 QUEENS
40.889321,-73.910942,Street/Sidewalk,BRONX,ADDRESS,1008878,MOBILE,BRONX,WEST 239 STREET,Illegal Parking,2025-12-22T07:51:43.000,11272,08 BRONX
40.648609,-73.999971,Street/Sidewalk,BROOKLYN,ADDRESS,984161,MOBILE,BROOKLYN,39 STREET,Illegal Parking,2025-12-22T20:36:57.000,13515,07 BROOKLYN
40.859345,-73.908885,Street/Sidewalk,BRONX,ADDRESS,1009366,MOBILE,BRONX,ANDREWS AVENUE,Illegal Parking,2025-12-17T08:04:32.000,10931,07 BRONX
40.726699,-73.95318,Street/Sidewalk,BROOKLYN,ADDRESS,997282,MOBILE,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-13T04:41:35.000,18182,01 BROOKLYN
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-19T10:22:31.000,14508,08 QUEENS
40.579083,-73.972072,Street/Sidewalk,BROOKLYN,ADDRESS,992008,ONLINE,BROOKLYN,WEST 5 STREET,Illegal Parking,2025-12-15T12:01:46.000,18184,13 BROOKLYN
40.766837,-73.991971,Street/Sidewalk,NEW YORK,ADDRESS,986451,MOBILE,MANHATTAN,WEST 53 STREET,Illegal Parking,2025-12-14T10:26:09.000,12081,04 MANHATTAN
40.726699,-73.95318,Street/Sidewalk,BROOKLYN,ADDRESS,997282,MOBILE,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-17T04:43:18.000,18182,01 BROOKLYN
40.763485,-73.974067,Street/Sidewalk,NEW YORK,ADDRESS,991511,MOBILE,MANHATTAN,5 AVENUE,Illegal Parking,2025-12-21T11:04:30.000,12081,05 MANHATTAN
40.680879,-73.97319,Street/Sidewalk,BROOKLYN,ADDRESS,991706,MOBILE,BROOKLYN,BERGEN STREET,Illegal Parking,2025-12-13T14:02:06.000,17619,08 BROOKLYN
40.634946,-73.920865,Street/Sidewalk,BROOKLYN,ADDRESS,1006278,MOBILE,BROOKLYN,FARRAGUT ROAD,Illegal Parking,2025-12-22T13:42:47.000,13825,18 BROOKLYN
40.744092,-73.880338,Street/Sidewalk,ELMHURST,ADDRESS,1017055,MOBILE,QUEENS,VIETOR AVENUE,Illegal Parking,2025-12-21T13:43:53.000,14784,04 QUEENS
40.672002,-73.928453,Street/Sidewalk,BROOKLYN,ADDRESS,1004090,ONLINE,BROOKLYN,PARK PLACE,Illegal Parking,2025-12-23T07:16:22.000,17615,08 BROOKLYN
40.669873,-73.800422,Street/Sidewalk,JAMAICA,ADDRESS,1039614,ONLINE,QUEENS,132 AVENUE,Illegal Parking,2025-12-15T07:21:19.000,24671,12 QUEENS
40.730733,-73.95111,Street/Sidewalk,BROOKLYN,ADDRESS,997815,MOBILE,BROOKLYN,GREENPOINT AVENUE,Illegal Parking,2025-12-11T09:24:00.000,18182,01 BROOKLYN
40.704535,-73.946891,Street/Sidewalk,BROOKLYN,ADDRESS,999205,ONLINE,BROOKLYN,LEONARD STREET,Illegal Parking,2025-12-23T23:55:42.000,17213,01 BROOKLYN
40.585759,-73.97446,Street/Sidewalk,,INTERSECTION,991344,ONLINE,BROOKLYN,,Illegal Parking,2025-12-12T08:23:52.000,18183,13 BROOKLYN
40.623535,-74.094294,Street/Sidewalk,STATEN ISLAND,ADDRESS,958119,ONLINE,STATEN ISLAND,VICTORY BOULEVARD,Illegal Parking,2025-12-10T11:59:56.000,10369,01 STATEN ISLAND
40.771384,-73.983198,Street/Sidewalk,NEW YORK,ADDRESS,988904,MOBILE,MANHATTAN,COLUMBUS AVENUE,Illegal Parking,2025-12-11T16:22:16.000,12420,07 MANHATTAN
40.755651,-73.907904,Street/Sidewalk,WOODSIDE,ADDRESS,1009780,ONLINE,QUEENS,32 AVENUE,Illegal Parking,2025-12-18T18:50:49.000,14787,01 QUEENS
40.814416,-73.94697,Street/Sidewalk,NEW YORK,ADDRESS,998950,ONLINE,MANHATTAN,WEST 132 STREET,Illegal Parking,2025-12-23T12:35:15.000,12424,10 MANHATTAN
40.827935,-73.920643,Street/Sidewalk,BRONX,ADDRESS,1006304,ONLINE,BRONX,SHERIDAN AVENUE,Illegal Parking,2025-12-12T09:08:12.000,10929,04 BRONX
40.616119,-73.957242,Street/Sidewalk,BROOKLYN,ADDRESS,996035,ONLINE,BROOKLYN,AVENUE N,Illegal Parking,2025-12-14T22:13:17.000,13513,14 BROOKLYN
40.702936,-74.012681,Street/Sidewalk,NEW YORK,ADDRESS,980714,ONLINE,MANHATTAN,WATER STREET,Illegal Parking,2025-12-12T22:00:12.000,11725,01 MANHATTAN
40.672731,-73.90056,Street/Sidewalk,BROOKLYN,ADDRESS,1011845,MOBILE,BROOKLYN,GLENMORE AVENUE,Illegal Parking,2025-12-23T07:23:48.000,17214,05 BROOKLYN
40.755517,-73.937722,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,1001399,MOBILE,QUEENS,39 AVENUE,Illegal Parking,2025-12-11T20:00:47.000,16858,01 QUEENS
40.634109,-74.032595,Street/Sidewalk,,INTERSECTION,975203,MOBILE,BROOKLYN,,Illegal Parking,2025-12-19T09:19:30.000,17216,10 BROOKLYN
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-13T13:01:48.000,14508,08 QUEENS
40.729931,-73.810428,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,ONLINE,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-11T08:21:20.000,14507,08 QUEENS
40.730889,-73.997604,Street/Sidewalk,NEW YORK,PLACE,984903,PHONE,MANHATTAN,WASHINGTON SQUARE PARK,Illegal Parking,2025-12-22T00:44:39.000,11724,02 MANHATTAN
40.753267,-74.002841,Street/Sidewalk,NEW YORK,ADDRESS,983356,MOBILE,MANHATTAN,WEST 30 STREET,Illegal Parking,2025-12-16T20:52:57.000,11722,04 MANHATTAN
40.744342,-73.878223,Street/Sidewalk,ELMHURST,ADDRESS,1017930,MOBILE,QUEENS,ITHACA STREET,Illegal Parking,2025-12-21T12:13:41.000,14784,04 QUEENS
40.767213,-73.81504,Street/Sidewalk,FLUSHING,ADDRESS,1035389,MOBILE,QUEENS,150 STREET,Illegal Parking,2025-12-11T07:24:06.000,13832,07 QUEENS
40.878753,-73.906624,Street/Sidewalk,BRONX,ADDRESS,1010119,ONLINE,BRONX,GODWIN TERRACE,Illegal Parking,2025-12-23T06:20:05.000,11272,08 BRONX
40.612073,-74.006973,Street/Sidewalk,BROOKLYN,ADDRESS,982246,MOBILE,BROOKLYN,84 STREET,Illegal Parking,2025-12-13T12:24:07.000,13511,11 BROOKLYN
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-12T10:22:52.000,14508,08 QUEENS
40.635994,-74.023344,Street/Sidewalk,BROOKLYN,ADDRESS,977869,ONLINE,BROOKLYN,4 AVENUE,Illegal Parking,2025-12-18T12:51:02.000,18180,10 BROOKLYN
40.823222,-73.949481,Street/Sidewalk,NEW YORK,ADDRESS,998316,ONLINE,MANHATTAN,AMSTERDAM AVENUE,Illegal Parking,2025-12-19T13:34:39.000,12428,09 MANHATTAN
40.59376,-73.977341,Street/Sidewalk,BROOKLYN,ADDRESS,990635,MOBILE,BROOKLYN,WEST 6 STREET,Illegal Parking,2025-12-18T00:10:30.000,18183,15 BROOKLYN
40.758187,-73.870895,Street/Sidewalk,EAST ELMHURST,ADDRESS,1020092,MOBILE,QUEENS,98 STREET,Illegal Parking,2025-12-22T10:03:16.000,14511,03 QUEENS
40.68058,-73.992018,Street/Sidewalk,BROOKLYN,ADDRESS,986524,MOBILE,BROOKLYN,HOYT STREET,Illegal Parking,2025-12-18T11:02:34.000,13514,06 BROOKLYN
40.730733,-73.95111,Street/Sidewalk,BROOKLYN,ADDRESS,997815,MOBILE,BROOKLYN,GREENPOINT AVENUE,Illegal Parking,2025-12-18T08:27:22.000,18182,01 BROOKLYN
40.754153,-74.005075,Street/Sidewalk,NEW YORK,ADDRESS,983450,MOBILE,MANHATTAN,11 AVENUE,Illegal Parking,2025-12-18T21:49:14.000,11722,04 MANHATTAN
40.874268,-73.90236,Street/Sidewalk,BRONX,ADDRESS,1011177,MOBILE,BRONX,KINGSBRIDGE TERRACE,Illegal Parking,2025-12-16T14:30:14.000,11606,08 BRONX
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-11T16:30:26.000,14508,08 QUEENS
40.691478,-73.926391,Street/Sidewalk,BROOKLYN,ADDRESS,1004506,MOBILE,BROOKLYN,GREENE AVENUE,Illegal Parking,2025-12-21T12:30:13.000,18181,03 BROOKLYN
40.75588,-73.867056,Street/Sidewalk,CORONA,ADDRESS,1021098,MOBILE,QUEENS,34 AVENUE,Illegal Parking,2025-12-21T01:52:47.000,14510,03 QUEENS
40.726699,-73.95318,Street/Sidewalk,BROOKLYN,ADDRESS,997282,MOBILE,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-15T13:23:22.000,18182,01 BROOKLYN
40.704587,-73.945297,Street/Sidewalk,BROOKLYN,ADDRESS,999631,ONLINE,BROOKLYN,MANHATTAN AVENUE,Illegal Parking,2025-12-16T00:14:49.000,17213,01 BROOKLYN
40.727426,-73.939567,Street/Sidewalk,BROOKLYN,ADDRESS,1000887,MOBILE,BROOKLYN,NORMAN AVENUE,Illegal Parking,2025-12-17T06:06:13.000,18182,01 BROOKLYN
40.742489,-73.951848,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,997535,MOBILE,QUEENS,50 AVENUE,Illegal Parking,2025-12-15T13:55:21.000,16858,02 QUEENS
40.758822,-73.920563,Street/Sidewalk,ASTORIA,ADDRESS,1006380,MOBILE,QUEENS,38 STREET,Illegal Parking,2025-12-14T21:36:52.000,16860,01 QUEENS
40.873372,-73.843679,Street/Sidewalk,BRONX,ADDRESS,1027516,MOBILE,BRONX,MICKLE AVENUE,Illegal Parking,2025-12-20T02:58:02.000,11607,12 BRONX
40.7045,-74.012645,Street/Sidewalk,NEW YORK,ADDRESS,980696,MOBILE,MANHATTAN,STONE STREET,Illegal Parking,2025-12-15T10:24:37.000,11725,01 MANHATTAN
40.625254,-74.022825,Street/Sidewalk,BROOKLYN,ADDRESS,977894,MOBILE,BROOKLYN,80 STREET,Illegal Parking,2025-12-23T06:49:13.000,17216,10 BROOKLYN
40.729931,-73.810428,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,ONLINE,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-15T09:23:13.000,14507,08 QUEENS
40.703208,-73.890402,Street/Sidewalk,RIDGEWOOD,ADDRESS,1014685,MOBILE,QUEENS,65 PLACE,Illegal Parking,2025-12-18T13:03:16.000,15310,05 QUEENS
40.735714,-74.008061,Street/Sidewalk,NEW YORK,ADDRESS,982036,ONLINE,MANHATTAN,WEST 11 STREET,Illegal Parking,2025-12-15T07:36:43.000,12077,02 MANHATTAN
40.83415,-73.900991,Street/Sidewalk,BRONX,ADDRESS,1011685,MOBILE,BRONX,EAST 170 STREET,Illegal Parking,2025-12-14T22:31:56.000,10934,03 BRONX
40.699026,-73.922268,Street/Sidewalk,BROOKLYN,ADDRESS,1005730,MOBILE,BROOKLYN,WILSON AVENUE,Illegal Parking,2025-12-18T13:08:49.000,13828,04 BROOKLYN
40.599026,-73.961606,Street/Sidewalk,BROOKLYN,ADDRESS,995007,ONLINE,BROOKLYN,CONEY ISLAND AVENUE,Illegal Parking,2025-12-23T21:34:42.000,18183,15 BROOKLYN
40.761254,-73.82224,Street/Sidewalk,FLUSHING,ADDRESS,1033548,ONLINE,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-20T23:33:47.000,13832,07 QUEENS
40.824615,-73.941412,Street/Sidewalk,NEW YORK,ADDRESS,1000630,MOBILE,MANHATTAN,8 AVENUE,Illegal Parking,2025-12-20T13:34:35.000,13097,10 MANHATTAN
40.743072,-73.954735,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,MOBILE,QUEENS,50 AVENUE,Illegal Parking,2025-12-13T04:48:38.000,16858,02 QUEENS
40.693006,-73.992737,Street/Sidewalk,BROOKLYN,ADDRESS,986206,PHONE,BROOKLYN,CLINTON STREET,Illegal Parking,2025-12-21T10:01:56.000,16865,02 BROOKLYN
40.76823,-73.908313,Street/Sidewalk,ASTORIA,ADDRESS,1009533,ONLINE,QUEENS,ASTORIA BOULEVARD SOUTH,Illegal Parking,2025-12-20T00:32:38.000,16860,01 QUEENS
40.762815,-73.800083,Street/Sidewalk,FLUSHING,ADDRESS,1039681,MOBILE,QUEENS,166 STREET,Illegal Parking,2025-12-18T00:58:27.000,14193,07 QUEENS
40.740285,-73.885783,Street/Sidewalk,ELMHURST,ADDRESS,1015956,MOBILE,QUEENS,79 STREET,Illegal Parking,2025-12-21T23:31:30.000,14784,04 QUEENS
40.586968,-73.93209,Street/Sidewalk,BROOKLYN,ADDRESS,1003058,MOBILE,BROOKLYN,SHORE PARKWAY,Illegal Parking,2025-12-13T15:57:38.000,13826,15 BROOKLYN
40.755182,-73.868725,Street/Sidewalk,CORONA,ADDRESS,1020560,ONLINE,QUEENS,34 AVENUE,Illegal Parking,2025-12-20T22:46:09.000,14510,03 QUEENS
40.612073,-74.006973,Street/Sidewalk,BROOKLYN,ADDRESS,982246,MOBILE,BROOKLYN,84 STREET,Illegal Parking,2025-12-13T11:16:28.000,13511,11 BROOKLYN
40.754756,-73.918355,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,1006938,ONLINE,QUEENS,44 STREET,Illegal Parking,2025-12-14T18:20:49.000,16858,01 QUEENS
40.829985,-73.862402,Street/Sidewalk,BRONX,ADDRESS,1022439,ONLINE,BRONX,UNDERHILL AVENUE,Illegal Parking,2025-12-19T13:09:40.000,11610,09 BRONX
40.704396,-73.953903,Street/Sidewalk,BROOKLYN,ADDRESS,997095,MOBILE,BROOKLYN,RUTLEDGE STREET,Illegal Parking,2025-12-16T13:49:39.000,17613,01 BROOKLYN
40.692909,-73.98766,Street/Sidewalk,BROOKLYN,ADDRESS,987780,MOBILE,BROOKLYN,JAY STREET,Illegal Parking,2025-12-17T16:54:24.000,16865,02 BROOKLYN
40.758655,-73.871743,Street/Sidewalk,EAST ELMHURST,ADDRESS,1019821,MOBILE,QUEENS,97 STREET,Illegal Parking,2025-12-13T23:14:40.000,14511,03 QUEENS
40.617562,-74.028117,Street/Sidewalk,BROOKLYN,ADDRESS,976445,MOBILE,BROOKLYN,GELSTON AVENUE,Illegal Parking,2025-12-15T22:00:40.000,17216,10 BROOKLYN
40.591528,-74.19009,Street/Sidewalk,STATEN ISLAND,ADDRESS,931301,ONLINE,STATEN ISLAND,VICTORY BOULEVARD,Illegal Parking,2025-12-15T08:30:41.000,10700,02 STATEN ISLAND
40.743072,-73.954735,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,MOBILE,QUEENS,50 AVENUE,Illegal Parking,2025-12-18T04:32:19.000,16858,02 QUEENS
40.632536,-73.944398,Street/Sidewalk,BROOKLYN,ADDRESS,999598,MOBILE,BROOKLYN,NEW YORK AVENUE,Illegal Parking,2025-12-14T18:38:05.000,17217,17 BROOKLYN
40.675399,-73.894096,Street/Sidewalk,BROOKLYN,ADDRESS,1013692,ONLINE,BROOKLYN,WYONA STREET,Illegal Parking,2025-12-22T13:19:05.000,17214,05 BROOKLYN
40.760117,-73.984836,Street/Sidewalk,,INTERSECTION,988451,ONLINE,MANHATTAN,,Illegal Parking,2025-12-13T17:32:08.000,13094,05 MANHATTAN
40.636215,-73.969735,Street/Sidewalk,BROOKLYN,ADDRESS,992561,MOBILE,BROOKLYN,DITMAS AVENUE,Illegal Parking,2025-12-13T22:20:33.000,17620,12 BROOKLYN
