uniqueid,cfmc_case_id,racewt,qday1triptravelcode12,qday1triptravelcode26,qwpsurveyzone10,qday1trip1start,qday1triptravelcode25,qday1trip1transitfrom2,qday1triptravelcode14,qday1triptravelcode13,qborough4,qday1trip1transitfrom6,qday1triptravelcode17,qday1triptravelcode04,qday1triptravelcode18,qday1triptravelcode06,qcarchange,qhispanic,qday1trip1park,qdisability3,qday1trip1transitto1,qday1triptravelcode09,qday1triplength,qsmartphone,qday1triptravelcode22,qdisability6,qday1triptravelcode20,qday1triptravelcode15,qincome,qwpsurveyzone06,qborough2,qday1triptravelcode_sp,qagecode_final6,qwpsurveyzone02,qday1tripdestination,qborough1,qday1trip1parkpay_amount,qday1triptravelcode19
160001644,50001644,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,7,1,0,1,0,0,10, ,0,1,0, ,1,1,0,0
120002290,10002290,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,8,1,0,1,0,0,1, ,0,1,1, ,1,1,0,0
230000128,10000128,2,0,0, ,2,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,45,1,0,1,0,0,4, ,0,11,0, , ,0,0,0
160000674,50000674,5,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,70,1,0,1,0,0,5, ,0,2,0, ,3,0,0,0
210003904, ,8,0,0, ,7,0, ,0,0,0, ,0,0,0,0,3,1,3,0, ,0,25,1,0,1,0,0,5, ,0,11,0, ,4,0, ,0
160000559,50000559,7,0,0,0,1,0, ,0,0,0, ,0,0,0,0,1,3,1,0, ,0,10,2,0,1,0,0,6,0,0,11,0,0,2,0,0,0
230000724,10000724,1,0,0,0,5,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,20,1,0,1,0,0,5,0,0,11,0,0, ,1,0,0
160000012,50000012,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,40,1,0,1,0,0,3,0,0,1,0,0,2,1,0,0
210004796, ,8,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,60,1,0,1,0,0,8, ,0,11,0, ,5,0, ,0
160001672,50001672,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,30,1,0,1,0,0,7,0,0,1,0,0,3,1,0,0
120001304,10001304,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,2,1,1,0, ,0,18,1,0,1,0,0,7, ,0,11,0, ,2,0,0,0
120002309,10002309,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,15,2,0,1,0,0,4,0,0,11,0,0,6,1,0,0
160001002,50001002,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,6,0, ,0,30,1,0,1,0,0,7,0,0,11,0,0,2,0,0,0
160000527,50000527,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,15,1,0,1,0,0,4, ,1,23,0, , ,0,0,0
120000230,10000230,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,60,2,0,1,0,0,4,0,0,3,0,0,2,0,0,0
230000823,10000823,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,15,1,0,1,0,0,8,0,0,11,0,0, ,0,0,0
120001720,10001720,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,1, ,0,5,1,0,0,0,0,3, ,0,1,1, ,1,0,0,0
230001416,10001416,7,0,0, ,10,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,20,2,0,1,0,0,4, ,1,19,1, , ,0,0,1
230000563,10000563,4,0,0,0,10,0, ,0,0,0, ,0,0,0,0,2,5, ,0, ,0,35,1,0,1,0,0,7,0,1,3,0,0, ,0,0,0
120000887,10000887,6,0,0, ,1,0,0,0,0,0,0,0,0,0,0,3,5, ,0,1,0,45,1,0,1,0,0,2, ,0,3,0, , ,0,0,0
230001585,10001585,1,0,0, ,2,0, ,0,0,0, ,0,0,0,0,3,1,4,0, ,0,10,2,0,1,0,0,3, ,0,11,1, , ,0,0,0
160000648,50000648,5,0,0, ,2,0, ,0,0,0, ,1,0,0,0,1,3, ,0, ,0,25,1,0,1,0,0,6, ,0,17,0, , ,0,0,0
120000819,10000819,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,10,1,0,1,0,0,9, ,0,11,0, ,2,0,0,0
160000891,50000891,5,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,5,1,0, ,0,5,1,0,1,0,0,2, ,0,11,0, ,1,0,0,0
120000722,10000722,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0, ,1,5,0, ,0,60,1,0,1,0,0,9, ,0,11,0, , ,0,0,0
160001444,50001444,2,0,0, ,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,6,1,0,1,0,0,3, ,0,11,0, , ,0,0,0
120000282,10000282,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,5,1,0, ,0,3,1,0,1,0,0,6,0,0,11,0,0,1,0,0,0
230001056,10001056,1,0,0, ,4,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,30,1,0,1,0,0,11, ,0,21,0, , ,0,0,0
120001294,10001294,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,15,1,0,1,0,0,6,0,0,24,0,1,2,1,0,0
230001393,10001393,3,0,0, ,13,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,60,2,0,1,0,0,1, ,0,2,1, , ,0,0,0
230000958,10000958,2,0,0, ,8,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,30,2,0,1,0,0,11, ,0,11,1, , ,0,0,0
210009243, ,8,0,0, ,1,0, ,0,0,0, ,0,0,0,0,2,1,1,0, ,0,48,1,0,1,0,0,8, ,0,11,0, ,4,0,3,0
120001184,10001184,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,1,5,1,0, ,0,15,1,0,1,0,0,1,0,0,11,0,0,2,1,2,0
230000172,10000172,1,0,0, ,13,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,5,2,0,1,0,0,11, ,0,24,1, , ,0,0,0
230001562,10001562,1,0,0,0,9,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,2,0,1,0,0,6,0,1,1,0,0, ,0,0,0
230000291,10000291,1,0,0, ,8,0, ,0,0,1, ,0,0,0,0,3,2, ,1, ,0,15,2,0,0,0,0,3, ,0,1,1, , ,0,0,0
120001029,10001029,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,15,2,0,0,0,0,2, ,0,1,1, ,1,0,0,0
230000014,10000014,1,0,0,0,2,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,55,1,0,1,0,0,8,0,1,2,0,0, ,0,0,0
120001175,10001175,5,1,0, ,8,0, ,0,0,0, ,0,0,0,0, ,1,7,0, ,0,20,1,0,1,0,0,5, ,0,12,0, , ,1,0,0
160001029,50001029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,30,1,0,1,0,0,5,0,1,3,1,0, ,0,0,0
120000623,10000623,3,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,0,20,1,0,1,0,0,8, ,1,3,1, ,2,0,0,0
230000623,10000623,3,0,0, ,6,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,20,1,0,1,0,0,8, ,1,3,1, , ,0,0,0
120002235,10002235,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,35,1,0,1,0,0,4, ,0,1,0, , ,0,0,0
230001042,10001042,1,0,0,0,2,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,60,1,0,1,0,0,11,0,0,2,0,1, ,0,0,0
120000796,10000796,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,5,1,0, ,0,10,1,0,1,0,0,11, ,0,11,0, ,3,0,0,0
230000826,10000826,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,10,1,0,1,0,0,7,0,0,11,0,0, ,0,0,0
230001167,10001167,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,55,1,0,1,0,0,10, ,0,2,0, , ,1,0,0
160001688,50001688,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,55,1,0,0,0,0,4, ,0,10,0, ,2,1,0,0
210010398, ,8,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,1,120,1,0,1,0,0,7, ,0,9,0, ,4,0, ,0
230001350,10001350,6,0,0, ,2,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,30,1,0,1,0,0,2, ,0,2,0, , ,0,0,0
120002358,10002358,7,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,45,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0
160001507,50001507,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,7,1,0,1,0,0,1, ,0,24,0, , ,0,0,0
230001129,10001129,7,0,0,0,8,0, ,0,0,0, ,0,0,0,0,3,3,1,0, ,0,30,1,0,1,0,0,5,0,0,11,0,0, ,1,0,0
230001352,10001352,6,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,1,0,1,0,0,2,0,0,1,0,0,1,1,0,0
160000800,50000800,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,2,1,0,1,0,0,5, ,0,24,0, , ,0,0,0
160000955,50000955,5,0,0, ,2,0,0,0,0,0,0,0,0,0,0,1,3, ,1,1,0,130,1,0,0,0,0,3, ,0,2,0, , ,0,0,0
120000656,10000656,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,10,1,0,1,0,0,5,0,0,11,0,0,1,0,0,0
210004333, ,8,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,25,1,0,1,0,0,9, ,1,11,0, ,4,0, ,0
120000561,10000561,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,2, ,0,1,0,35,1,0,1,0,0,4,0,0,3,0,0,2,0,0,0
230001594,10001594,7,0,0, ,4,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,25,1,0,1,0,0,4, ,1,1,1, , ,0,0,0
120000696,10000696,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,20,1,0,1,0,0,5, ,0,11,0, ,2,0,0,0
120000273,10000273,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,2,1, ,0,120,1,0,0,0,0,4, ,0,11,0, ,5,0,0,0
120000099,10000099,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,20,1,0,1,0,0,6, ,0,11,1, ,5,0,0,0
160001188,50001188,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0,1,5,5,0, ,0,45,1,0,1,0,0,5,0,0,11,0,0,3,0,0,0
120000531,10000531,5,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,3, ,0, ,0,30,1,0,1,0,0,7, ,0,1,0, , ,0,0,0
230001449,10001449,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,1, ,0,130,2,0,0,0,0,11, ,0,24,1, , ,0,0,0
230000081,10000081,1,0,0,0,2,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,40,2,0,1,0,0,8,0,0,1,0,0, ,1,0,0
230000405,10000405,1,0,0, ,5,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,8,1,0,1,0,0,7, ,0,11,1, , ,0,0,0
160001302,50001302,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,20,1,0,1,0,0,3, ,0,1,0, ,2,1,0,0
120000649,10000649,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0, ,3, ,0,1,0,60,1,0,1,0,0,5,0,0,2,0,0,2,0,0,0
210010698, ,8,0,0,0,6,0, ,0,0,0, ,0,0,0,0,1,1,5,0, ,0,30,1,0,1,0,0,6,0,0,11,0,0,4,0, ,0
120000721,10000721,1,0,0,1,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,15,1,0,1,0,0,7,0,0,11,0,0,2,0,0,0
160001386,50001386,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1,1,0, ,0,120,1,0,1,0,0,11, ,0,11,0, , ,0,0,0
120001047,10001047,5,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,3, ,0,1,0,30,1,0,0,0,0,3, ,1,2,0, ,2,0,0,0
120000573,10000573,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,6,1, ,0,45,1,0,0,0,0,4, ,0,11,1, ,5,0,0,0
160000494,50000494,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,1,0,1,0,0,8,0,1,1,0,0,1,0,0,0
210002720, ,8,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,3,5,0, ,0,90,1,0,1,0,0,8,0,0,11,0,0,4,1, ,0
230001290,10001290,5,0,0,0,13,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,10,2,0,1,0,0,2,0,0,1,1,0, ,0,0,0
210005650, ,8,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,3, ,0,1,1,78,1,0,1,0,0,5, ,0,9,0, ,4,0, ,0
120000588,10000588,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,2,1,0,1,0,0,7,0,1,1,0,0, ,0,0,0
120001387,10001387,7,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,6,1,0, ,0,1,2,0,1,0,0,10,0,0,11,1,0,1,0,0,0
230001024,10001024,5,0,0, ,5,0, ,0,0,0, ,0,0,0,0,2,5, ,0, ,0,2,1,0,1,0,0,10, ,1,2,0, ,3,0,0,0
160000312,50000312,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5, ,0,1,0,15,1,0,1,0,0,5,1,0,2,0,0,3,0,0,0
160001128,50001128,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1, ,0,1,0,90,1,0,1,0,0,3,0,0,2,0,0,3,1,0,0
230001509,10001509,2,0,0, ,2,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,90,2,0,1,0,0,3, ,1,2,1, , ,0,0,0
230001148,10001148,1,0,0,0,8,0, ,0,0,0, ,0,0,0,0,3,1,3,0, ,0,1,1,0,1,0,0,11,0,1,11,0,0, ,0,0,0
160001130,50001130,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5, ,0,1,0,30,1,0,1,0,0,4,0,0,2,0,0, ,1,0,0
230001482,10001482,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,20,1,0,1,0,0,11, ,0,11,1, , ,0,0,0
120001172,10001172,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,20,1,0,1,0,0,1,0,1,1,0,0,3,0,0,0
230000555,10000555,2,0,0,0,2,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,145,1,0,1,0,0,2,0,1,2,0,0, ,0,0,0
210003228, ,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1, ,1, ,0,1,0,120,1,0,1,0,0,4,0,0,2,0,1,5,0, ,0
120002144,10002144,2,0,0, ,13,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,8,1,0,1,0,0,11, ,0,11,0, , ,0,0,0
160001514,50001514,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,15,1,0,1,0,0,5,0,0,11,0,0,2,1,0,0
230000717,10000717,6,0,0,0,1,0, ,0,0,0, ,0,1,0,0, ,1, ,0, ,0,300,2,0,1,0,0,6,0,0,2,0,0, ,0,0,0
120000077,10000077,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,20,2,0,1,0,0,7, ,0,11,1, ,2,0,0,0
120000988,10000988,6,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,1,1,0,1,0,0,9, ,0,1,0, , ,1,0,0
120000263,10000263,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,25,1,0,0,0,0,11, ,1,1,1, ,1,0,0,0
230000473,10000473,2,0,0,0,10,0, ,0,0,0, ,0,0,0,0,3,5, ,0, ,0,50,1,0,1,0,0,6,1,1,2,0,0, ,0,0,0
230000583,10000583,7,0,0, ,2,0, ,0,0,0, ,0,0,0,0, ,1,6,0, ,0,120,2,0,1,0,0,2, ,0,5,1, , ,1,0,0
160001425,50001425,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,5,5,0, ,0,35,1,0,1,0,0,4,1,0,11,0,0,4,0,0,0
160001428,50001428,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,5, ,0, ,0,15,1,0,1,0,0,2,0,0,19,1,0,2,1,0,1
230000959,10000959,1,0,0,0,8,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,10,1,0,1,0,0,11,0,0,1,0,0, ,1,0,0
230000348,10000348,5,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,1,0,0,0,0,2, ,1,1,0, ,1,0,0,0
210005185, ,8,0,0, ,8,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,10,1,0,1,0,0,4, ,1,11,0, ,5,0, ,0
230000853,10000853,1,0,0, ,4,0, ,0,0,0, ,0,0,0,0,2,1,1,0, ,0,5,1,0,1,0,0,6, ,0,11,0, , ,0,0,0
120002257,10002257,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,0,50,1,0,1,0,0,11, ,1,2,1, ,3,0,0,0
120001748,10001748,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1, ,0,0,0,20,1,0,1,0,0,5,0,0,2,0,0,2,1,0,0
120001722,10001722,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,1,0,0,0,0,4, ,0,1,1, , ,0,0,0
230001372,10001372,7,0,0,0,3,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,15,2,0,1,0,0,5,0,0,1,0,0, ,0,0,0
120001531,10001531,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,2,2,0,1,0,0,1, ,1,1,1, , ,0,0,0
120001221,10001221,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,25,1,0,1,0,0,7,0,0,1,0,0, ,1,0,0
120002422,10002422,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,2,1,5,0, ,0,35,1,0,1,0,0,9,0,0,11,0,0,1,1,0,0
120000880,10000880,2,0,0, ,1,0,0,0,0,0,0,0,0,0,0,3,5, ,0,1,0,25,1,0,1,0,0,6, ,0,3,0, ,2,0,0,0
160001218,50001218,1,0,0,0,1,0, ,0,0,0, ,1,0,0,0, ,1, ,0, ,0,15,1,0,1,0,0,7,0,0,17,0,0,2,1,0,0
120000881,10000881,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,30,1,0,1,0,0,1, ,0,1,0, ,1,0,0,0
210001042, ,8,0,0, ,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,40,1,0,1,0,0,4, ,1,5,0, ,5,0, ,0
230000761,10000761,1,0,0, ,9,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,10,1,0,1,0,0,5, ,0,1,0, , ,1,0,0
120002230,10002230,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,20,2,0,1,0,0,11, ,0,11,1, ,2,1,0,0
120000774,10000774,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,1,1,5,0, ,0,5,1,0,1,0,0,11, ,0,11,1, ,1,0,0,0
160000668,50000668,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,3,1,0, ,0,28,1,0,1,0,0,3,0,0,11,0,0,3,0,2,0
160000354,50000354,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,1,1,0,1,0,0,2,1,0,11,0,0,4,1,0,0
120000928,10000928,5,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,3, ,0,1,0,2,1,0,0,0,0,1, ,0,3,1, , ,0,0,0
230000955,10000955,2,0,0, ,2,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,55,1,0,1,0,0,5, ,0,2,0, , ,0,0,0
120000119,10000119,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,1,0,1,0,1,5, ,1,15,1, ,1,0,0,0
120000341,10000341,1,0,0, ,13,0, ,0,0,0, ,0,0,0,0,3,1,6,0, ,0,15,1,0,1,0,0,11, ,0,11,0, ,5,0,0,0
210008541, ,8,0,0, ,2,0,0,0,0,0,0,0,0,0,0,3,5, ,0,1,0,45,1,0,1,0,0,4, ,0,2,0, ,4,0, ,0
160000806,50000806,6,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,3,5,0, ,0,15,2,0,1,0,0,3, ,0,11,0, ,1,0,0,0
120000966,10000966,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,12,1,0,1,0,0,10,0,0,1,1,0,2,0,0,0
120001081,10001081,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,20,1,0,1,0,0,5, ,0,11,0, , ,1,0,0
120002395,10002395,2,0,0, ,1,0,0,0,0,0,0,0,0,0,0,1,1, ,1,1,0,20,2,0,0,0,0,3, ,1,3,1, ,2,0,0,0
230000638,10000638,1,0,0,0,5,0, ,0,0,0, ,0,0,0,0,3,5, ,0, ,0,45,1,0,1,0,0,11,1,0,24,0,0, ,0,0,0
210004061, ,8,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,25,2,0,1,0,0,8, ,0,11,0, ,4,0, ,0
120002243,10002243,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,20,1,0,1,0,0,5, ,0,1,0, ,1,1,0,0
230000189,10000189,3,0,0, ,9,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,120,1,0,1,0,0,5, ,0,2,0, , ,1,0,0
230000212,10000212,7,0,0, ,4,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,15,1,0,1,0,0,5, ,0,11,1, , ,0,0,0
230001061,10001061,5,0,0, ,13,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,1,1,0,1,0,0,11, ,0,3,0, , ,0,0,0
160000867,50000867,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,20,1,0,1,0,0,6, ,0,1,0, ,1,0,0,0
160000868,50000868,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,0,456,1,0,1,0,0,6,0,0,3,0,0,2,0,0,0
230000770,10000770,2,0,0,0,4,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,15,1,0,1,0,0,6,0,0,19,0,0,2,0,0,1
120001093,10001093,1,0,0,1,1,0, ,0,0,1, ,0,0,0,0,3,1,1,0, ,0,10,1,0,1,0,0,11,0,0,11,0,0,2,0,0,0
120000918,10000918,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0, ,1, ,0,1,0,90,1,0,1,0,0,4,0,0,2,0,0,3,1,0,0
160000238,50000238,7,0,0, ,1,0,0,0,0,1,0,0,0,0,0,3,1, ,0,1,0,2,1,0,1,0,0,11, ,0,3,0, ,3,0,0,0
120001623,10001623,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,55,2,0,1,0,0,11,0,0,2,0,0, ,0,0,0
120001125,10001125,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,1, ,0,10,1,0,0,0,0,4, ,0,11,0, ,3,0,0,0
120001046,10001046,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1, ,0,1,0,1,1,0,1,0,0,3,0,1,2,0,0,3,0,0,0
120000809,10000809,1,0,0,0,8,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,120,1,0,1,0,0,4,0,0,11,0,0,5,0,0,0
160001144,50001144,4,0,0,0,1,0, ,0,0,0, ,0,0,1,0,3,1, ,0, ,0,10,1,0,1,0,0,1,0,0,18,0,0,2,0,0,0
120001328,10001328,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,15,2,0,1,0,0,11,1,0,24,0,0,2,1,0,0
120001616,10001616,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1, ,1, ,0,35,1,0,0,0,0,11, ,0,1,1, ,2,0,0,0
160001504,50001504,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,25,1,0,1,0,0,3,0,0,11,0,0,3,0,0,0
120000627,10000627,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,35,1,0,1,0,0,7,0,0,11,0,0,4,1,22,0
120001584,10001584,2,0,0, ,8,0, ,0,0,0, ,1,0,0,0,3,5, ,0, ,0,45,1,0,1,0,0,4, ,1,17,0, , ,0,0,0
120001254,10001254,3,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,0,1,1,0,1,0,0,11, ,0,2,0, , ,0,0,0
120000640,10000640,5,0,0, ,5,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,15,1,0,1,0,0,5, ,1,1,0, , ,0,0,0
120001909,10001909,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,15,2,0,1,0,0,4, ,0,1,1, ,2,0,0,0
160000556,50000556,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,30,1,0,1,0,0,7,0,0,11,0,0,3,0,0,0
160001406,50001406,2,0,0,0,5,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,30,1,0,1,0,0,4,0,0,1,0,0, ,1,0,0
160001346,50001346,2,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,0,90,1,0,1,0,0,5, ,0,2,0, ,3,0,0,0
230001447,10001447,1,0,0, ,6,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,30,1,0,1,0,0,11, ,1,1,1, , ,0,0,0
120000041,10000041,2,0,0,0,2,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,20,1,0,1,0,0,11,0,0,11,0,0,1,0,0,0
120000140,10000140,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,5, ,1, ,0,15,1,0,0,0,0,2, ,0,1,1, ,2,0,0,0
120002119,10002119,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,45,1,0,0,0,0,6,0,0,11,0,0,3,0,0,0
230000476,10000476,2,0,0, ,2,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,60,1,0,1,0,0,5, ,0,2,0, , ,1,0,0
230001039,10001039,1,0,0,0,2,0, ,0,0,0, ,0,0,0,0,2,1,1,0, ,0,15,1,0,1,0,0,7,0,0,11,0,0, ,1,0,0
160001392,50001392,6,0,0, ,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,45,1,0,1,0,0,5, ,0,2,0, ,2,0,0,0
210003067, ,8,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,3,0, ,0,30,1,0,1,0,0,5, ,0,11,0, ,4,0, ,0
160000671,50000671,5,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,10,1,0,1,0,0,2, ,0,1,0, ,1,0,0,0
