source_relation,modified_at,organization_id,campaign_id,ad_group_name,ad_group_id,ad_group_status,start_at,end_at,is_most_recent_record
"",2025-11-29 00:11:43.722668,3219110,973923057,High Value,983960453,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,t
"",2025-12-14 00:11:43.722681,3219110,973923057,Retargeting,983960454,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,t
"",2025-12-02 00:11:43.722692,3219110,973923057,Premium Users,983960455,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,t
"",2025-12-22 00:11:43.722706,3219110,973923058,Retargeting,983960456,PAUSED,2025-10-20 00:00:00,2025-12-01 23:59:00,t
"",2025-12-02 00:11:43.722719,3219110,973923059,High Value,983960457,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,t
"",2025-12-12 00:11:43.722733,3219110,973923060,New Users,983960458,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,t
"",2025-11-28 00:11:43.722745,3219110,973923060,New Users,983960459,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,t
"",2025-12-24 00:11:43.722761,3219110,973923060,Retargeting,983960460,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,t
"",2025-12-22 00:11:43.722774,3219111,973923061,Retargeting,983960461,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,t
"",2025-12-20 00:11:43.722785,3219111,973923061,Retargeting,983960462,PAUSED,2025-11-23 00:00:00,2026-01-01 23:59:00,t
"",2025-12-06 00:11:43.722797,3219111,973923061,Budget Segment,983960463,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,t
"",2025-12-10 00:11:43.722811,3219111,973923062,Premium Users,983960464,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,t
"",2025-12-24 00:11:43.722824,3219111,973923063,Retargeting,983960465,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,t
"",2025-12-23 00:11:43.722838,3219111,973923063,Premium Users,983960466,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,t
"",2025-12-23 00:11:43.72285,3219111,973923063,Premium Users,983960467,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,t
"",2025-12-05 00:11:43.722864,3219111,973923064,Budget Segment,983960468,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,t
"",2025-12-11 00:11:43.722877,3219112,973923065,High Value,983960469,ENABLED,2025-11-12 00:00:00,2025-12-19 23:59:00,t
"",2025-12-23 00:11:43.722889,3219112,973923065,Premium Users,983960470,ENABLED,2025-11-12 00:00:00,2025-12-19 23:59:00,t
"",2025-12-02 00:11:43.7229,3219112,973923065,Premium Users,983960471,PAUSED,2025-11-12 00:00:00,2025-12-19 23:59:00,t
"",2025-12-21 00:11:43.722918,3219112,973923066,High Value,983960472,ENABLED,2025-11-07 00:00:00,2025-12-21 23:59:00,t
"",2025-12-18 00:11:43.722932,3219112,973923066,Retargeting,983960473,ENABLED,2025-11-07 00:00:00,2025-12-21 23:59:00,t
"",2025-11-28 00:11:43.722946,3219112,973923067,Retargeting,983960474,PAUSED,2025-11-06 00:00:00,2025-12-21 23:59:00,t
"",2025-12-04 00:11:43.72296,3219113,973923068,Budget Segment,983960475,PAUSED,2025-10-02 00:00:00,2025-11-29 23:59:00,t
"",2025-12-23 00:11:43.722973,3219113,973923069,Budget Segment,983960476,ENABLED,2025-11-12 00:00:00,2025-12-12 23:59:00,t
"",2025-12-08 00:11:43.722985,3219113,973923069,Premium Users,983960477,ENABLED,2025-11-12 00:00:00,2025-12-12 23:59:00,t
"",2025-11-28 00:11:43.722996,3219113,973923069,Premium Users,983960478,PAUSED,2025-11-12 00:00:00,2025-12-12 23:59:00,t
"",2025-12-18 00:11:43.72301,3219113,973923070,Budget Segment,983960479,ENABLED,2025-10-12 00:00:00,2025-11-12 23:59:00,t
"",2025-12-22 00:11:43.723024,3219113,973923070,Premium Users,983960480,ENABLED,2025-10-12 00:00:00,2025-11-12 23:59:00,t
"",2025-12-26 00:11:43.723036,3219113,973923070,New Users,983960481,ENABLED,2025-10-12 00:00:00,2025-11-12 23:59:00,t
"",2025-12-21 00:11:43.72305,3219114,973923071,Premium Users,983960482,PAUSED,2025-10-12 00:00:00,2025-11-30 23:59:00,t
"",2025-12-05 00:11:43.723061,3219114,973923071,Premium Users,983960483,PAUSED,2025-10-12 00:00:00,2025-11-30 23:59:00,t
"",2025-12-23 00:11:43.723074,3219114,973923072,Budget Segment,983960484,ENABLED,2025-10-05 00:00:00,2025-12-02 23:59:00,t
"",2025-11-28 00:11:43.723087,3219114,973923072,Premium Users,983960485,ENABLED,2025-10-05 00:00:00,2025-12-02 23:59:00,t
"",2025-12-25 00:11:43.7231,3219115,973923073,High Value,983960486,PAUSED,2025-11-05 00:00:00,2025-12-06 23:59:00,t
"",2025-12-25 00:11:43.723114,3219115,973923073,Premium Users,983960487,PAUSED,2025-11-05 00:00:00,2025-12-06 23:59:00,t
"",2025-12-15 00:11:43.723126,3219115,973923073,Premium Users,983960488,PAUSED,2025-11-05 00:00:00,2025-12-06 23:59:00,t
"",2025-12-06 00:11:43.723139,3219115,973923074,High Value,983960489,ENABLED,2025-11-12 00:00:00,2025-12-25 23:59:00,t
