rntp_adj,est_childcare,agep,serialno,np,boro,ssip_adj,esr,off_threshold,est_povgapindex,est_nutrition
1220.1444,0.0,19,2595,4,3,0.0,1.0,21736,0.0,0.0
701.58303,0.0,46,13402,5,2,0.0,1.0,26166,0.0,0.0
1931.8953,0.0,79,22668,2,3,0.0,6.0,12533,0.0,0.0
711.7509,0.0,32,9649,5,1,0.0,6.0,24366,0.0,5807.0
2643.6462,0.0,32,10957,2,3,0.0,1.0,13884,0.0,0.0
0.0,0.0,25,7581,2,2,0.0,6.0,13884,0.0,0.0
0.0,0.0,34,15109,5,4,0.0,1.0,25791,0.0,0.0
0.0,0.0,27,3205,4,2,0.0,1.0,21386,0.0,0.0
1525.1805,0.0,10,19813,4,4,0.0,,21100,0.044203512,920.5
0.0,0.0,53,21569,2,4,0.0,3.0,13884,0.0,0.0
437.21841,0.0,63,17134,2,2,0.0,6.0,12533,0.039835572,0.0
2440.2888,0.0,30,5308,2,3,0.0,1.0,13884,0.0,0.0
0.0,0.0,42,12997,3,4,0.0,1.0,16689,0.0,0.0
1118.4657,0.0,21,17380,5,3,0.0,6.0,25364,0.0,7926.25
0.0,0.0,52,21569,2,4,0.0,1.0,13884,0.0,0.0
0.0,0.0,24,1452,4,4,0.0,1.0,21386,0.24201369,0.0
610.0722,0.0,53,8159,3,2,0.0,6.0,16689,0.0,0.0
813.4296,0.0,23,8082,7,3,0.0,1.0,33610,0.0,460.25
711.7509,0.0,46,11534,4,4,0.0,1.0,21027,0.0,0.0
305.0361,0.0,7,5500,5,1,0.0,,24366,0.0,9690.5
2541.9675,0.0,0,4385,3,3,0.0,,16689,0.0,0.0
1118.4657,0.0,66,7114,3,5,0.0,6.0,16218,0.64801943,1950.0
894.77256,0.0,51,12762,1,2,0.0,1.0,10787,0.0,0.0
0.0,0.0,59,20110,2,5,0.0,6.0,13884,0.0,0.0
0.0,0.0,70,4301,1,3,0.0,1.0,9944,0.0,0.0
3762.1119,0.0,65,22401,2,3,0.0,1.0,12533,0.0,0.0
0.0,0.0,43,5852,4,4,0.0,1.0,21027,0.0,0.0
782.92599,0.0,75,15466,1,3,0.0,1.0,9944,0.0,0.0
1016.787,0.0,30,16149,1,2,0.0,1.0,10787,0.0,0.0
0.0,0.0,49,523,5,4,0.0,1.0,25364,0.082005978,390.25
813.4296,0.0,60,14179,3,2,0.0,1.0,16689,0.37500629,0.0
0.0,0.0,94,18300,5,2,0.0,6.0,25791,0.0,0.0
793.09386,0.0,66,21208,4,3,2541.9675,6.0,21736,0.0,1851.0
813.4296,0.0,42,15288,4,4,0.0,6.0,21027,0.0,0.0
0.0,0.0,17,22817,4,4,0.0,6.0,21027,0.0,0.0
0.0,0.0,52,1452,4,4,0.0,6.0,21386,0.24201369,0.0
0.0,0.0,67,1322,3,4,0.0,6.0,16218,0.0,0.0
183.02166,0.0,6,14770,4,4,0.0,,21100,0.079987966,5767.5
274.53249,0.0,87,20550,2,4,0.0,6.0,12533,0.10620695,0.0
1118.4657,0.0,39,4485,3,1,0.0,1.0,16689,0.0,0.0
945.61191,0.0,28,21230,2,2,0.0,6.0,13884,0.0,0.0
884.60469,0.0,0,22340,2,2,0.0,,14291,0.53808087,0.0
0.0,0.0,54,6270,4,4,0.0,1.0,21736,0.0,0.0
152.51805,0.0,5,9932,4,3,0.0,,21027,0.0,7271.0
549.06498,0.0,54,30,2,4,0.0,1.0,12533,0.0,837.0
1931.8953,0.0,49,16010,1,4,0.0,1.0,10787,0.0,0.0
0.0,0.0,42,9712,4,5,0.0,6.0,21736,0.0,0.0
742.25451,9312.55,2,3882,4,4,0.0,,16705,0.0017342017,0.0
0.0,0.0,61,16500,2,3,0.0,6.0,13884,0.0,0.0
1931.8953,0.0,4,22956,3,2,0.0,,16689,0.0,0.0
1626.8592,0.0,30,22109,1,3,0.0,1.0,10787,0.0,0.0
813.4296,0.0,0,14179,3,2,0.0,,16689,0.37500629,0.0
233.86101,0.0,74,4106,1,4,0.0,6.0,9944,0.32314515,0.0
0.0,0.0,58,13590,2,3,0.0,1.0,13884,0.0,0.0
0.0,0.0,33,14859,2,2,0.0,6.0,13884,0.0,0.0
579.56859,0.0,6,18282,4,4,0.0,,21027,0.062979668,920.5
986.28339,0.0,49,22367,2,2,0.0,1.0,13884,0.1854635,0.0
1220.1444,0.0,6,10564,2,1,0.0,,14291,0.0,460.25
0.0,0.0,16,4530,5,5,0.0,1.0,24744,0.0,0.0
0.0,0.0,31,20110,2,5,0.0,1.0,13884,0.0,0.0
0.0,0.0,38,21636,4,1,0.0,1.0,21027,0.0,0.0
0.0,0.0,42,5158,5,2,0.0,1.0,26166,0.0,0.0
305.0361,0.0,54,22286,1,2,0.0,1.0,10787,0.0074393339,0.0
813.4296,0.0,52,10195,1,2,0.0,1.0,10787,0.0,0.0
0.0,0.0,73,10266,7,1,0.0,6.0,34132,0.0,0.0
0.0,0.0,32,15109,5,4,0.0,1.0,25791,0.0,0.0
0.0,17344.6208,2,13347,4,2,0.0,,21027,0.22522217,0.0
0.0,0.0,10,3294,6,2,0.0,,29168,0.7266314,460.25
0.0,0.0,15,936,5,5,0.0,,24744,0.79544508,6149.5
0.0,0.0,29,6667,4,4,0.0,1.0,21386,0.0,0.0
0.0,0.0,15,3294,6,2,0.0,,29168,0.7266314,460.25
477.88989,0.0,11,8029,5,2,0.0,,24744,0.0,0.0
0.0,0.0,24,6564,4,2,0.0,3.0,21736,0.0,0.0
2847.0036,0.0,35,1299,1,3,0.0,1.0,10787,0.0,0.0
0.0,17344.6208,32,13347,4,2,0.0,1.0,21027,0.22522217,0.0
