latitude,longitude,ct2010,sanitsub,retailarea,plutomapid,policeprct,bldgclass,garagearea,bldgarea,strgearea,ycoord,numfloors,officearea,borocode,appbbl,firecomp,areasource,zmcode,overlay1,tract2010,residfar,block
40.839986,-73.937824,251,1A,0.0,1,33,C0,0.0,2200,0.0,245313,3.0,0.0,1,,E067,2,,,251,3.44,2123
40.5949549,-73.9312827,628,4D,,1,61,V2,,0,,156042,,,3,,E321,7,,,628,0.75,8955
40.6090732,-74.114619,177,3E,0.0,1,122,A1,0.0,2538,0.0,161199,2.0,0.0,5,,L083,2,,,177,0.75,690
40.6252382,-74.0306529,62,2E,1216.0,1,68,S2,0.0,3411,0.0,167069,3.0,0.0,3,,E241,2,,C2-3,62,2.0,6016
40.6895749,-73.9507147,251,2A,0.0,1,79,M9,0.0,79500,0.0,190511,5.0,79500.0,3,,L102,2,,,251,2.0,1789
40.6244892,-74.0292008,62,2E,0.0,1,68,B1,0.0,2640,0.0,166796,2.0,0.0,3,,E241,2,,,62,1.0,6025
40.6284586,-74.027513,64,2D,0.0,1,68,A5,0.0,1200,0.0,168242,2.0,0.0,3,,E241,2,,,64,1.0,5969
40.6279144,-74.0306361,64,2D,0.0,1,68,A5,0.0,1840,0.0,168044,3.0,0.0,3,,E241,2,,,64,1.0,5987
40.6066677,-73.9238122,662,7C,0.0,1,63,C0,0.0,3312,0.0,160311,3.0,0.0,3,,E309,2,,,662,1.0,8556
40.6291808,-74.026137,64,2C,0.0,1,68,S1,0.0,2200,0.0,168505,2.0,1100.0,3,,E241,2,,,64,3.0,5960
40.5925515,-73.9286027,628,4D,0.0,1,61,A1,0.0,969,0.0,155167,1.75,0.0,3,,E321,2,,,628,1.0,8932
40.8183872,-73.9542394,219,2B,0.0,1,30,D2,0.0,54489,0.0,237441,6.0,0.0,1,,E080,2,,,219,4.0,1987
40.5950049,-73.9278799,628,4D,0.0,1,61,A5,0.0,1360,0.0,156061,2.0,0.0,3,,E321,2,,,628,1.0,8946
40.845476,-73.7866634,516,1C,0.0,1,45,A2,0.0,924,0.0,247379,1.0,0.0,2,,E070,2,,,516,0.75,5628
40.8479891,-73.7905988,516,1C,0.0,1,45,C6,0.0,4416,0.0,248292,3.0,0.0,2,,E070,2,,,516,0.75,5633
40.6279994,-74.030982,64,2D,0.0,1,68,B2,0.0,2784,0.0,168075,2.0,0.0,3,,E241,2,,,64,1.0,5987
40.6090064,-74.1155301,177,3E,0.0,1,122,A1,0.0,2122,0.0,161175,1.75,0.0,5,,L083,2,,,177,0.75,690
40.6278043,-74.0315151,64,2D,0.0,1,68,A1,0.0,1376,0.0,168004,2.0,0.0,3,,E241,2,,,64,1.0,5987
40.5945857,-73.9289498,628,4D,,1,61,G0,,0,,155908,,,3,,E321,7,,,628,1.0,8946
40.5865908,-73.9216425,628,4D,0.0,1,61,A1,0.0,710,0.0,152997,1.5,0.0,3,,E321,2,,,628,1.0,8845
40.5933518,-73.9267007,628,4D,,1,61,V0,,0,,155459,,,3,,E321,7,,,628,1.0,8932
40.5884581,-73.9228824,628,4D,0.0,1,61,A1,0.0,1528,0.0,153677,2.5,0.0,3,,E321,2,,,628,1.0,8907
40.847727,-73.7853586,516,1C,0.0,1,45,A1,0.0,2000,0.0,248200,2.5,0.0,2,,E070,2,,,516,0.75,5644
40.5918044,-73.9277718,628,4D,,1,61,V0,,0,,154895,,,3,,E321,7,,,628,1.0,8932
40.5886768,-73.9257229,628,4D,0.0,1,61,A1,0.0,1686,0.0,153756,2.0,0.0,3,,E321,2,,,628,1.0,8876
40.6269791,-74.0280455,64,2D,0.0,1,68,A5,0.0,1280,0.0,167703,2.0,0.0,3,,E241,2,,,64,1.0,5988
40.6660344,-73.9862628,139,5C,0.0,1,78,B3,0.0,2550,0.0,181931,2.0,0.0,3,,E220,2,,,139,2.0,1029
40.6068792,-73.9240496,662,7C,0.0,1,63,C0,0.0,2497,0.0,160388,3.0,0.0,3,,E309,2,,,662,1.0,8556
40.8479065,-73.7844978,516,1C,0.0,1,45,B2,0.0,2089,0.0,248266,2.0,0.0,2,2056440048.0,E070,2,,,516,0.75,5644
40.6120248,-73.9268423,662,7C,0.0,1,63,A1,0.0,1088,0.0,162262,2.0,0.0,3,,E309,2,,,662,1.0,8527
40.6293772,-74.0312601,64,2D,0.0,1,68,A1,0.0,2088,0.0,168577,2.75,0.0,3,,E241,2,,,64,1.0,5968
40.6895333,-73.9498313,251,2A,0.0,1,79,B9,0.0,2883,0.0,190496,3.0,0.0,3,3017890075.0,L102,2,,,251,2.0,1789
40.628222,-74.0298942,64,2D,0.0,1,68,C0,0.0,2963,0.0,168156,2.75,0.0,3,,E241,2,,,64,1.0,5978
40.6285268,-74.0293287,64,2D,1700.0,1,68,C7,0.0,5125,0.0,168267,3.0,0.0,3,,E241,2,,C1-3,64,2.0,5978
40.5875331,-73.9229051,628,4D,0.0,1,61,A1,0.0,1350,0.0,153340,2.0,0.0,3,,E321,2,,,628,1.0,8900
40.5950114,-73.9294283,628,4D,0.0,1,61,A2,0.0,700,0.0,156063,1.0,0.0,3,,E321,2,,,628,1.0,8946
40.5906632,-73.9244209,628,4D,0.0,1,61,B2,0.0,1332,0.0,154480,1.0,0.0,3,,E321,2,,,628,1.0,8923
40.8412952,-73.7848662,516,1C,0.0,1,45,A2,0.0,668,0.0,245857,1.0,0.0,2,,E070,2,,,516,0.75,5626
40.5998817,-74.0989819,177,3D,0.0,1,122,A2,0.0,1585,0.0,157845,1.5,0.0,5,,E160,2,,,177,0.75,860
40.5874515,-73.9239925,628,4D,0.0,1,61,A1,0.0,1024,0.0,153310,2.0,0.0,3,,E321,2,,,628,1.0,8866
40.6100207,-73.9263114,662,7C,0.0,1,63,B3,0.0,2137,0.0,161532,2.0,0.0,3,,E309,2,,,662,1.0,8540
40.8575079,-73.7891481,516,1C,,1,45,V0,,0,,251761,,,2,,L053,7,,,516,0.75,5648
40.6261331,-74.0303111,62,2E,1520.0,1,68,S2,0.0,3620,0.0,167395,3.0,0.0,3,,E241,2,,C2-3,62,2.0,6006
40.5879376,-73.9243484,628,4D,0.0,1,61,B2,0.0,2572,0.0,153487,2.5,0.0,3,,E321,2,,,628,1.0,8866
40.5944727,-73.9281938,628,4D,0.0,1,61,B2,0.0,1123,0.0,155867,1.75,0.0,3,,E321,2,,,628,1.0,8939
40.5935556,-73.9277987,628,4D,0.0,1,61,A1,0.0,969,0.0,155533,1.75,0.0,3,,E321,2,,,628,1.0,8939
40.5874294,-73.9237801,628,4D,0.0,1,61,A1,0.0,964,0.0,153302,1.67,0.0,3,,E321,2,,,628,1.0,8866
40.848048,-73.7852708,516,1C,0.0,1,45,B2,0.0,1778,0.0,248317,2.5,0.0,2,,E070,2,,,516,0.75,5644
40.625771,-74.0295328,62,2E,0.0,1,68,B1,0.0,2266,0.0,167263,2.0,0.0,3,,E241,2,,,62,1.0,6007
40.5873581,-73.9238882,628,4D,0.0,1,61,A1,0.0,1632,0.0,153276,2.0,0.0,3,,E321,2,,,628,1.0,8866
40.846973,-73.7887695,516,1C,0.0,1,45,C0,0.0,2566,0.0,247923,3.0,0.0,2,,E070,2,,,516,0.75,5631
40.8437271,-73.7863654,516,1C,0.0,1,45,A2,0.0,2100,0.0,246742,1.5,0.0,2,,E070,2,,,516,0.75,5626
40.6279313,-74.0286692,64,2D,0.0,1,68,B1,0.0,2254,0.0,168050,2.0,0.0,3,,E241,2,,,64,1.0,5979
40.5929818,-73.9275581,628,4D,0.0,1,61,A1,0.0,1199,0.0,155324,1.75,0.0,3,,E321,2,,,628,1.0,8932
40.6299272,-74.0269551,64,2C,0.0,1,68,S1,0.0,1739,0.0,168777,2.5,822.0,3,,E241,2,,,64,1.0,5950
40.6106443,-73.9270131,662,7C,0.0,1,63,A1,0.0,1084,0.0,161759,2.0,0.0,3,,E309,2,,,662,1.0,8526
40.6292675,-74.030925,64,2D,0.0,1,68,B3,0.0,1556,0.0,168537,2.75,0.0,3,,E241,2,,,64,1.0,5968
40.5919802,-73.927966,628,4D,0.0,1,61,A1,0.0,969,0.0,154959,1.75,0.0,3,3089320782.0,E321,2,,,628,1.0,8932
40.6099164,-73.9261963,662,7C,0.0,1,63,B1,0.0,1998,0.0,161494,2.0,0.0,3,,E309,2,,,662,1.0,8540
40.6301414,-74.0265013,64,2C,0.0,1,68,B2,0.0,3268,0.0,168855,2.5,0.0,3,,E241,2,,,64,1.0,5950
40.6292961,-74.0263388,64,2C,0.0,1,68,A3,0.0,2465,0.0,168547,2.5,0.0,3,,E241,2,,,64,1.0,5960
40.594363,-73.9284604,628,4D,,1,61,V0,,0,,155827,,,3,,E321,7,,,628,1.0,8939
40.5870898,-73.9249254,628,4D,0.0,1,61,A1,0.0,875,0.0,153178,1.75,0.0,3,,E321,2,,,628,1.0,8866
40.666416,-73.9863601,139,5D,0.0,1,78,C2,0.0,5790,0.0,182070,3.0,0.0,3,,E220,2,,,139,2.0,1029
40.594936,-73.9319021,628,4D,,1,61,V2,,0,,156035,,,3,,E321,7,,,628,0.75,8955
40.6111948,-73.9251756,662,7C,0.0,1,63,A5,0.0,1268,0.0,161960,2.0,0.0,3,,E309,2,,,662,1.0,8528
40.592406,-73.9284409,628,4D,0.0,1,61,A1,0.0,1053,0.0,155114,1.75,0.0,3,,E321,2,,,628,1.0,8932
40.6277495,-74.0312881,64,2D,0.0,1,68,A1,0.0,2499,0.0,167984,2.0,0.0,3,,E241,2,,,64,1.0,5987
40.6305908,-74.0297511,64,2C,0.0,1,68,B3,0.0,3656,0.0,169019,3.0,0.0,3,,E241,2,,,64,1.0,5949
40.6232816,-74.0288329,62,3C,0.0,1,68,C2,0.0,5100,0.0,166356,3.0,0.0,3,,E241,2,,,62,1.5,6034
40.8366231,-73.9418711,245,1A,0.0,1,33,C0,0.0,2916,0.0,244087,3.0,0.0,1,,E084,2,,,245,3.44,2120
40.596903,-73.9301789,628,4D,0.0,1,61,C0,0.0,2558,0.0,156752,3.0,0.0,3,3088321001.0,E321,2,,,628,1.0,8832
40.5879424,-73.9233475,628,4D,0.0,1,61,A1,0.0,2160,0.0,153489,2.0,0.0,3,,E321,2,,,628,1.0,8907
40.8395307,-73.9384641,251,1A,,1,33,G7,,0,,245147,,,1,,E067,7,,,251,3.44,2123
40.6290572,-74.026699,64,2D,0.0,1,68,C0,0.0,2216,0.0,168460,3.0,0.0,3,,E241,2,,,64,1.0,5960
40.5880555,-73.924287,628,4D,0.0,1,61,A1,0.0,1890,0.0,153530,2.0,0.0,3,,E321,2,,,628,1.0,8866
40.668044,-73.9897229,139,5C,0.0,1,78,A9,0.0,1812,0.0,182663,2.0,0.0,3,,E239,2,,,139,2.0,1028
40.5918294,-73.9281966,628,4D,0.0,1,61,A1,0.0,1091,0.0,154904,1.75,0.0,3,,E321,2,,,628,1.0,8932
40.6260893,-74.0296482,62,2E,1089.0,1,68,S2,0.0,3300,0.0,167379,3.0,0.0,3,,E241,2,,C2-3,62,2.0,6007
40.5938576,-73.9278956,628,4D,0.0,1,61,A1,0.0,1629,0.0,155643,1.75,0.0,3,,E321,2,,,628,1.0,8939
40.6091449,-74.1169962,177,3E,0.0,1,122,A1,0.0,2196,0.0,161226,2.0,0.0,5,5006900245.0,L083,2,,,177,0.75,690
40.6242498,-74.031499,62,2E,0.0,1,68,A1,0.0,2860,0.0,166709,2.75,0.0,3,,E241,2,,,62,0.75,6033
40.8178517,-73.9534124,219,2B,3276.0,1,30,C7,0.0,19398,0.0,237246,6.0,0.0,1,,E080,2,,C1-4,219,4.0,1987
40.623989,-74.031942,62,3C,0.0,1,68,B1,0.0,2952,0.0,166614,2.0,0.0,3,,E241,2,,,62,0.75,6033
40.6287359,-74.0273618,64,2D,0.0,1,68,B1,0.0,3210,0.0,168343,2.0,0.0,3,,E241,2,,,64,1.0,5969
40.6104547,-74.1137606,177,3E,0.0,1,122,A1,0.0,2635,0.0,161702,2.0,0.0,5,,L083,2,,,177,0.75,694
40.5882838,-73.9249205,628,4D,0.0,1,61,A1,0.0,1080,0.0,153613,2.0,0.0,3,,E321,2,,,628,1.0,8866
40.6298011,-74.0264219,64,2C,0.0,1,68,B2,0.0,1873,0.0,168731,2.5,0.0,3,,E241,2,,,64,1.0,5950
40.5958046,-73.9294238,628,4D,0.0,1,61,A2,0.0,324,0.0,156352,1.0,0.0,3,,E321,2,,,628,1.0,8955
40.5935615,-73.9284504,628,4D,0.0,1,61,A1,0.0,969,0.0,155535,1.75,0.0,3,,E321,2,,,628,1.0,8939
40.6287688,-74.0274987,64,2D,0.0,1,68,B1,0.0,3210,0.0,168355,2.0,0.0,3,,E241,2,,,64,1.0,5969
40.6292126,-74.0306944,64,2D,0.0,1,68,A1,0.0,1900,0.0,168517,2.0,0.0,3,,E241,2,,,64,1.0,5968
40.5914104,-73.9253274,628,4D,0.0,1,61,A1,0.0,920,0.0,154752,2.0,0.0,3,,E321,2,,,628,1.0,8923
40.6118932,-73.9271774,662,7C,0.0,1,63,A1,0.0,1332,0.0,162214,2.0,0.0,3,,E309,2,,,662,1.0,8527
40.5872138,-73.9301098,628,4E,,1,61,Q9,,0,,153222,,,3,,L169,7,,,628,0.75,8840
40.6250412,-74.0283725,62,2E,0.0,1,68,B1,0.0,2240,0.0,166997,2.0,0.0,3,,E241,2,,,62,1.0,6017
40.5962342,-73.9316379,628,4D,0.0,1,61,A9,0.0,840,0.0,156508,2.0,0.0,3,,E321,2,,,628,1.0,8831
40.6284422,-74.0274445,64,2D,0.0,1,68,A5,0.0,1264,0.0,168236,2.0,0.0,3,,E241,2,,,64,1.0,5969
40.8461051,-73.7869795,516,1C,0.0,1,45,A5,0.0,1782,0.0,247608,2.0,0.0,2,,E070,2,,,516,0.75,5629
40.592717,-73.9298124,628,4D,0.0,1,61,A1,0.0,1039,0.0,155227,1.75,0.0,3,,E321,2,,,628,0.75,8896
40.607079,-73.9231706,662,7C,,1,63,G7,,0,,160461,,,3,,E309,7,,,662,1.0,8557
40.5930862,-73.9276768,628,4D,0.0,1,61,A1,0.0,1059,0.0,155362,1.75,0.0,3,,E321,2,,,628,1.0,8932
40.6097229,-74.1154341,177,3E,0.0,1,122,A2,0.0,1281,0.0,161436,1.0,0.0,5,,L083,2,,,177,0.75,694
40.5955627,-73.9287687,628,4D,0.0,1,61,B3,0.0,1054,0.0,156264,1.67,0.0,3,,E321,2,,,628,1.0,8946
40.6256114,-74.030772,62,2E,0.0,1,68,B3,0.0,3250,0.0,167205,2.75,0.0,3,,E241,2,,C2-3,62,0.75,6016
40.6247585,-74.0279185,62,2E,1020.0,1,68,S2,0.0,4080,0.0,166894,3.0,0.0,3,,E241,2,,,62,3.0,6017
40.5940355,-73.9270636,628,4D,,1,61,V0,,0,,155708,,,3,,E321,7,,,628,1.0,8939
40.6249726,-74.0280807,62,2E,0.0,1,68,B2,0.0,2704,0.0,166972,2.0,0.0,3,,E241,2,,,62,1.0,6017
40.6283928,-74.0272355,64,2D,0.0,1,68,A5,0.0,1200,0.0,168218,2.0,0.0,3,,E241,2,,,64,1.0,5969
40.6244258,-74.030368,62,2E,1100.0,1,68,S2,0.0,3234,0.0,166773,3.0,0.0,3,,E241,2,,C2-3,62,2.0,6025
40.6104144,-74.1156658,177,3E,0.0,1,122,A2,0.0,1296,0.0,161688,1.0,0.0,5,,L083,2,,,177,0.75,694
40.689857,-73.9494741,251,2A,0.0,1,79,C1,0.0,7150,0.0,190614,4.0,0.0,3,,L102,2,,,251,2.0,1789
40.6109124,-73.9256982,662,7C,0.0,1,63,B2,0.0,1292,0.0,161857,2.0,0.0,3,,E309,2,,,662,1.0,8527
40.6240715,-74.0311495,62,2E,0.0,1,68,S2,0.0,3135,0.0,166644,3.0,1035.0,3,,E241,2,,C2-3,62,2.0,6033
40.6089092,-74.1166824,177,3E,0.0,1,122,A2,0.0,2608,0.0,161140,1.0,0.0,5,,L083,2,,,177,0.75,690
40.6121091,-73.9257076,662,7C,2450.0,1,63,K4,0.0,3500,0.0,162293,2.0,1050.0,3,,E309,2,,,662,0.0,8528
40.5869472,-73.9251452,628,4D,0.0,1,61,A1,0.0,948,0.0,153126,2.0,0.0,3,,E321,2,,,628,1.0,8866
40.6075055,-73.9247404,662,7C,0.0,1,63,B3,0.0,1920,0.0,160616,1.5,0.0,3,,E309,2,,,662,1.0,8556
40.6250546,-74.0296514,62,2E,0.0,1,68,B1,0.0,2400,0.0,167002,2.0,0.0,3,,E241,2,,,62,1.0,6017
40.6288694,-74.031249,64,2D,0.0,1,68,C0,0.0,2669,0.0,168392,2.75,0.0,3,,E241,2,,,64,1.0,5978
40.6100057,-74.1153518,177,3E,0.0,1,122,A2,0.0,2220,0.0,161539,1.0,0.0,5,,L083,2,,,177,0.75,694
40.8459003,-73.7845549,516,1C,0.0,1,45,A2,0.0,865,0.0,247535,1.0,0.0,2,,E070,2,,,516,0.75,5642
40.6099188,-74.1170948,177,3E,0.0,1,122,A2,0.0,552,0.0,161508,1.0,0.0,5,,L083,2,,,177,0.75,694
40.6278427,-74.03167,64,2D,0.0,1,68,A1,0.0,2016,0.0,168018,2.5,0.0,3,,E241,2,,,64,1.0,5987
40.6098147,-74.1141989,177,3E,0.0,1,122,A1,0.0,1245,0.0,161469,1.0,0.0,5,,L083,2,,,177,0.75,694
40.6295886,-74.0309323,64,2D,0.0,1,68,A1,0.0,1636,0.0,168654,2.0,0.0,3,3059680014.0,E241,2,,,64,1.0,5968
40.8481417,-73.7899658,516,1C,0.0,1,45,A1,0.0,2420,0.0,248348,2.0,0.0,2,2056330001.0,E070,2,,,516,0.75,5633
40.596239,-73.9304784,628,4D,0.0,1,61,B1,0.0,2112,0.0,156510,2.0,0.0,3,,E321,2,,,628,1.0,8955
40.6117524,-73.9257981,662,7C,0.0,1,63,B3,0.0,1828,0.0,162163,1.5,0.0,3,,E309,2,,,662,1.0,8528
40.6089758,-74.1159406,177,3E,0.0,1,122,A3,0.0,4480,0.0,161164,2.5,0.0,5,,L083,2,,,177,0.75,690
40.6283544,-74.0270806,64,2D,0.0,1,68,A5,0.0,1200,0.0,168204,2.0,0.0,3,,E241,2,,,64,1.0,5969
40.8477081,-73.7900033,516,1C,0.0,1,45,B1,0.0,1880,0.0,248190,2.0,0.0,2,,E070,2,,,516,0.75,5632
40.8366472,-73.9407472,245,1A,0.0,1,33,C3,0.0,3676,0.0,244096,3.0,0.0,1,,E084,2,,,245,3.44,2122
40.6235339,-74.0299029,62,3C,0.0,1,68,C7,0.0,35494,0.0,166448,4.0,800.0,3,,E241,2,,,62,1.5,6034
