ppt_id,community_board,bbl,geocoded_column,boro,status,cross_street_2,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_92fq_4b7q,phone_status
108109,104,1007600038.0,"{'latitude': '40.75364209', 'longitude': '-73.99256281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 37 STREET,12080,12,10,up
127156,318,3083850034.0,"{'latitude': '40.6190126', 'longitude': '-73.9162139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,AVENUE N,13825,5,8,up
123344,103,1003100020.0,"{'latitude': '40.7164842', 'longitude': '-73.9891563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,HESTER STREET,11723,70,32,up
123260,103,1004460001.0,"{'latitude': '40.726263', 'longitude': '-73.989248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,EAST 5 STREET,11724,70,50,up
146096,206,2029240020.0,"{'latitude': '40.84647676', 'longitude': '-73.89639316'}",Bronx,Repair,EAST 176 STREET,10935,35,22,
142001,104,1010350029.0,"{'latitude': '40.75866608', 'longitude': '-73.98890049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 45 STREET,13094,12,10,up
145690,207,2031910043.0,"{'latitude': '40.867038', 'longitude': '-73.896537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,JEROME AVENUE,11606,24,29,up
GF34904,306,3005970029.0,"{'latitude': '40.6758529', 'longitude': '-74.0148937'}",Brooklyn,Installed,CONOVER STREET,13514,14,7,
119718,207,2033330027.0,"{'latitude': '40.8729442', 'longitude': '-73.8786393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 204 STREET,11605,24,40,up
108162,103,1001997501.0,"{'latitude': '40.71716821', 'longitude': '-73.99907941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,MULBERRY STREET,12076,70,32,up
152147,205,2031560034.0,"{'latitude': '40.8520248', 'longitude': '-73.9026539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,ANTHONY AVENUE,10935,6,22,up
119157,204,2028420042.0,"{'latitude': '40.839445', 'longitude': '-73.915848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,WYTHE PLACE,10930,50,42,up
114037,207,2033410007.0,"{'latitude': '40.8737327', 'longitude': '-73.879019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,PERRY AVENUE,11605,24,40,up
119724,207,2033540047.0,"{'latitude': '40.8727297', 'longitude': '-73.875333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,PARKSIDE PLACE,11605,24,40,up
108355,302,3001837501.0,"{'latitude': '40.68681157', 'longitude': '-73.98496961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,PACIFIC STREET,17619,68,38,up
145819,201,2023500024.0,"{'latitude': '40.81751219', 'longitude': '-73.92888643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,WALTON AVENUE,10929,49,43,up
134173,103,1002840028.0,"{'latitude': '40.7139997', 'longitude': '-73.9899828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,CANAL STREET,11723,70,32,up
145865,307,3006970010.0,"{'latitude': '40.65413323', 'longitude': '-74.00440376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,37 STREET,13515,9,7,up
140298,104,1006740001.0,"{'latitude': '40.75219823', 'longitude': '-74.00475581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 29 STREET,11722,12,10,up
159995,304,3032450001.0,"{'latitude': '40.6988392', 'longitude': '-73.9221813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,DEKALB AVENUE,13828,42,37,up
145855,301,3030880021.0,"{'latitude': '40.704496', 'longitude': '-73.942989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,GRAHAM AVENUE,17213,36,30,up
134867,104,1010800028.0,"{'latitude': '40.7658753', 'longitude': '-73.99105738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 51 STREET,12081,12,10,up
126659,301,3031270001.0,"{'latitude': '40.70099', 'longitude': '-73.94209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,DEBEVOISE STREET,17213,36,30,up
145689,207,2031770031.0,"{'latitude': '40.86658827', 'longitude': '-73.89565372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,MORRIS AVENUE,11606,24,29,up
145942,305,3041470039.0,"{'latitude': '40.68382059', 'longitude': '-73.87137973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,CRESCENT STREET,17215,45,37,up
152007,202,2026960030.0,"{'latitude': '40.8208057', 'longitude': '-73.8989841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,DAWSON STREET,10937,8,43,up
138190,104,1007677503.0,"{'latitude': '40.74077246', 'longitude': '-73.9982041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 17 STREET,12074,12,10,up
137963,103,1004100002.0,"{'latitude': '40.71950376', 'longitude': '-73.98947427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,RIVINGTON STREET,11723,70,32,up
118947,201,2023647501.0,"{'latitude': '40.82010249', 'longitude': '-73.91283823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,3 AVENUE,10933,49,43,up
126861,301,3027590001.0,"{'latitude': '40.71444574', 'longitude': '-73.94594832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,GRAHAM AVENUE,17613,36,30,up
119760,207,2032020035.0,"{'latitude': '40.86737055', 'longitude': '-73.89764488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 193 STREET,11606,24,29,up
108350,302,3001660040.0,"{'latitude': '40.68745727', 'longitude': '-73.98192018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,SCHERMERHORN STREET,17619,68,38,up
123802,103,1004550033.0,"{'latitude': '40.73121904', 'longitude': '-73.982827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,EAST 13 STREET,11724,70,50,up
122608,105,1010240001.0,"{'latitude': '40.76399635', 'longitude': '-73.98471931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 52 STREET,12081,11,10,up
119707,207,2033350065.0,"{'latitude': '40.8749145', 'longitude': '-73.8796393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,BAINBRIDGE AVENUE,11605,24,40,up
145820,201,2023450026.0,"{'latitude': '40.81675164', 'longitude': '-73.92924285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,WALTON AVENUE,10929,49,35,up
136971,103,1004520030.0,"{'latitude': '40.72944908', 'longitude': '-73.98430909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,2 AVENUE,11724,70,50,up
123137,105,1008197502.0,"{'latitude': '40.73933558', 'longitude': '-73.99526424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 17 STREET,12074,11,10,up
126509,314,3075580027.0,"{'latitude': '40.63213478', 'longitude': '-73.94678067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,FLATBUSH AVENUE,17217,60,26,up
123595,102,1005790002.0,"{'latitude': '40.72533498', 'longitude': '-74.00755377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,SPRING STREET,12076,57,10,up
119569,205,2031660069.0,"{'latitude': '40.86215226', 'longitude': '-73.89839588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 188 STREET,11606,6,29,up
108701,307,3006520007.0,"{'latitude': '40.660871', 'longitude': '-73.997387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,25 STREET,13515,9,7,up
155305,316,3038630039.0,"{'latitude': '40.6585361', 'longitude': '-73.9003482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,POWELL STREET,17614,55,25,up
125912,306,3010280037.0,"{'latitude': '40.667305', 'longitude': '-73.987979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,13 STREET,17617,14,27,up
119738,205,2028680001.0,"{'latitude': '40.850245', 'longitude': '-73.915169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,HARRISON AVENUE,10931,6,29,up
134727,104,1007930001.0,"{'latitude': '40.74068566', 'longitude': '-73.99799948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 17 STREET,12074,12,10,up
126506,302,3001620001.0,"{'latitude': '40.68764898', 'longitude': '-73.98042355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,NEVINS STREET,17619,68,38,up
122246,103,1002947502.0,"{'latitude': '40.71450806', 'longitude': '-73.99248961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,CANAL STREET,11723,70,32,up
123538,102,1006180022.0,"{'latitude': '40.73899661', 'longitude': '-74.0009461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,8 AVENUE,12074,57,10,up
GF34727,316,3035110072.0,"{'latitude': '40.6658969', 'longitude': '-73.9196083'}",Brooklyn,Installed,EAST NEW YORK AVENUE,17614,55,17,
145937,305,3036680008.0,"{'latitude': '40.67699412', 'longitude': '-73.89835842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,GEORGIA AVENUE,17214,45,37,up
145761,316,3015420006.0,"{'latitude': '40.67831185', 'longitude': '-73.91025266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,TRUXTON STREET,13516,55,37,up
121611,105,1008620001.0,"{'latitude': '40.74711441', 'longitude': '-73.98524463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,MADISON AVENUE,12078,11,51,up
123086,102,1005620024.0,"{'latitude': '40.73239147', 'longitude': '-73.99138693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,EAST 10 STREET,11724,57,50,up
122565,104,1007610039.0,"{'latitude': '40.75466587', 'longitude': '-73.99181602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 37 STREET,12080,12,10,up
145793,302,3020140033.0,"{'latitude': '40.68219957', 'longitude': '-73.9616482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,LEFFERTS PLACE,13829,68,48,up
126673,301,3030260001.0,"{'latitude': '40.70892202', 'longitude': '-73.94338965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,STAGG STREET,17213,36,30,up
137165,101,1001970007.0,"{'latitude': '40.717828', 'longitude': '-74.000962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WHITE STREET,12076,56,32,up
157710,309,3050390001.0,"{'latitude': '40.6586395', 'longitude': '-73.9532405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,RUTLAND ROAD,13509,17,11,up
135231,104,1007677501.0,"{'latitude': '40.74204648', 'longitude': '-74.00071086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 17 STREET,12074,12,10,up
138951,301,3031190027.0,"{'latitude': '40.70166753', 'longitude': '-73.94248859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,BROADWAY,17213,36,30,up
138759,205,2028920077.0,"{'latitude': '40.846169', 'longitude': '-73.901951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 176 STREET,10935,6,22,up
145959,205,2031520069.0,"{'latitude': '40.86115', 'longitude': '-73.8974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,VALENTINE AVENUE,10936,6,22,up
107760,105,1008330038.0,"{'latitude': '40.74670887', 'longitude': '-73.98620711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,BROADWAY,11722,11,51,up
157804,202,2027690193.0,"{'latitude': '40.8127792', 'longitude': '-73.8814691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,DRAKE STREET,12343,8,43,up
145962,316,3015510015.0,"{'latitude': '40.67828559', 'longitude': '-73.91218476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,ROCKAWAY AVENUE,13516,55,17,up
126657,301,3031200008.0,"{'latitude': '40.702247', 'longitude': '-73.942287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,DEBEVOISE STREET,17213,36,30,up
118955,201,2023740015.0,"{'latitude': '40.8171412', 'longitude': '-73.91620844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 150 STREET,10933,49,43,up
160082,318,,"{'latitude': '40.6212696', 'longitude': '-73.9130132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,VETERANS AVENUE,13825,5,8,up
119615,205,2031960038.0,"{'latitude': '40.857222', 'longitude': '-73.9047427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 182 STREET,10931,6,29,up
160027,304,3033370021.0,"{'latitude': '40.7002407', 'longitude': '-73.9124789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,GATES AVENUE,13828,42,37,up
160001,306,3006050001.0,"{'latitude': '40.6741868', 'longitude': '-74.0136956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Repair,VAN DYKE STREET,13514,14,7,
138508,103,1004667502.0,"{'latitude': '40.731015', 'longitude': '-73.988685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,EAST 10 STREET,11724,70,50,up
126850,302,3001650001.0,"{'latitude': '40.689497', 'longitude': '-73.985594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,ELM PLACE,16865,68,38,up
122369,105,1008090045.0,"{'latitude': '40.74972091', 'longitude': '-73.98808378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 33 STREET,11722,11,10,up
135171,104,1007140031.0,"{'latitude': '40.74241855', 'longitude': '-74.00444413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 17 STREET,12074,12,10,up
144220,202,2027090001.0,"{'latitude': '40.8172651', 'longitude': '-73.8979885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,KELLY STREET,10933,8,35,up
145859,301,3027120001.0,"{'latitude': '40.720111', 'longitude': '-73.947627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,NEWTON STREET,18182,36,38,up
108238,103,1004260002.0,"{'latitude': '40.721716', 'longitude': '-73.993343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,PRINCE STREET,11723,70,32,up
122305,105,1007850001.0,"{'latitude': '40.752949', 'longitude': '-73.992762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 36 STREET,12080,11,10,up
153615,309,3011900029.0,"{'latitude': '40.6664152', 'longitude': '-73.9595776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Repair,CROWN STREET,13509,17,48,
119037,202,2027420003.0,"{'latitude': '40.8209142', 'longitude': '-73.8904576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,SOUTHERN BOULEVARD,10937,8,43,up
GF22639,205,2028740091.0,"{'latitude': '40.8461538', 'longitude': '-73.9204016'}",Bronx,Installed,NELSON AVENUE,10930,6,29,
121900,105,1013130014.0,"{'latitude': '40.76173086', 'longitude': '-73.96880182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,PARK AVENUE,12419,11,51,up
145789,314,3051250070.0,"{'latitude': '40.6452617', 'longitude': '-73.95814408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,BEVERLEY ROAD,13510,60,11,up
127124,316,3037270001.0,"{'latitude': '40.670741', 'longitude': '-73.90406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,GLENMORE AVENUE,17614,55,37,up
119644,205,2031440045.0,"{'latitude': '40.8539699', 'longitude': '-73.8983647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,WEBSTER AVENUE,10935,6,22,up
136455,104,1007667502.0,"{'latitude': '40.74151', 'longitude': '-74.001088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 16 STREET,12074,12,10,up
126840,302,3002660020.0,"{'latitude': '40.69158', 'longitude': '-73.9911888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Repair,BOERUM PLACE,16865,68,38,
109612,101,1001490006.0,"{'latitude': '40.71502742', 'longitude': '-74.00677204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,BROADWAY,11728,56,32,up
GF44804,413,4136550001.0,"{'latitude': '40.6529215', 'longitude': '-73.734555'}",Queens,Installed,253 STREET,24018,63,47,
138789,201,2022850005.0,"{'latitude': '40.81089649', 'longitude': '-73.92143417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 140 STREET,10932,49,35,up
145784,303,3019970046.0,"{'latitude': '40.68131525', 'longitude': '-73.95620126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,CLAVER PLACE,13829,69,48,up
134912,104,1007440043.0,"{'latitude': '40.74391929', 'longitude': '-73.9996452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 20 STREET,12074,12,10,up
145812,302,3019790060.0,"{'latitude': '40.68307692', 'longitude': '-73.96463345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,ST JAMES PLACE,13829,68,48,up
126233,317,3048890010.0,"{'latitude': '40.65104682', 'longitude': '-73.9439693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,EAST 35 STREET,16866,61,26,up
123843,102,1005480028.0,"{'latitude': '40.73116016', 'longitude': '-73.99407922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WAVERLY PLACE,11724,57,32,up
124987,402,4001640001.0,"{'latitude': '40.74221127', 'longitude': '-73.91899505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Queens,Live,45 STREET,16861,53,33,up
119635,205,2030230015.0,"{'latitude': '40.8619052', 'longitude': '-73.8948269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,E 188TH ST,10936,6,22,up
