latitude,longitude,tablet_status,census_tract,kiosk_type,corner,generated_on,zip,install_date,wifi_status
40.67956068,-73.93549973,up,3027100,Link 1.0,SW,2025-12-24 22:00:00.528,11213,2017-02-26 19:00:00.000,up
40.6727272,-74.0120061,,bk-53,Link 5G,MIDBLOCK,2024-02-13 10:00:00.687,11231,2024-02-06 19:00:00.000,
40.65574578,-74.00654892,up,3001800,Link 1.0,NW,2025-12-24 22:00:00.528,11232,2018-02-25 19:00:00.000,up
40.670147,-73.950397,up,3031702,Link 1.0,NE,2025-12-24 22:00:00.528,11216,2017-02-02 19:00:00.000,up
40.6886723,-73.98371008,up,3003700,Link 1.0,SW,2025-12-24 22:00:00.528,11201,2017-02-22 19:00:00.000,up
40.767271,-73.982247,up,1013700,Link 1.0,SE,2025-12-24 22:00:00.528,10019,2016-03-09 19:00:00.000,up
40.67031776,-73.95817186,up,3021300,Link 1.0,SW,2025-12-24 22:00:00.528,11225,2016-12-21 19:00:00.000,up
40.663619,-73.9570101,up,323,Link 5G,NE,2025-12-24 22:00:00.528,11225,2023-01-23 19:00:00.000,up
40.75300305,-73.97924601,up,1009400,Link 1.0,NW,2025-12-24 22:00:00.528,10017,2017-04-01 20:00:00.000,up
40.8103727,-73.886431,up,BX-93,Link 1.0,NW,2025-12-24 22:00:00.528,10474,2022-11-08 19:00:00.000,up
40.759712,-73.974008,up,1010200,Link 1.0,NE,2025-12-24 22:00:00.528,10022,2017-03-17 20:00:00.000,up
40.6621417,-73.9108021,down,916,Link 5G,SW,2025-12-24 22:00:00.528,11212,2024-03-25 20:00:00.000,up
40.6781059,-74.0142949,up,bk-53,Link 5G,SW,2025-12-24 22:00:00.528,11231,2024-02-27 19:00:00.000,up
40.860027,-73.893343,up,2039902,Link 1.0,NW,2025-12-24 22:00:00.528,10458,2016-12-05 19:00:00.000,up
40.82782471,-73.9248328,up,2019500,Link 1.0,NW,2025-12-24 22:00:00.528,10452,2016-06-30 20:00:00.000,up
40.762123,-73.8968722,,qu-309.04,Link 5G,NE,2024-06-25 15:00:00.709,11370,2024-03-24 20:00:00.000,
40.862685,-73.907548,up,2025500,Link 1.0,SE,2025-12-24 22:00:00.528,10468,2017-04-06 20:00:00.000,up
40.71990707,-73.99406649,up,1001800,Link 1.0,SE,2025-12-24 22:00:00.528,10002,2016-07-11 20:00:00.000,up
40.675254,-73.981469,up,3013300,Link 1.0,NW,2025-12-24 22:00:00.528,11215,2017-07-26 20:00:00.000,up
40.747904,-73.992745,up,1009500,Link 1.0,SE,2025-12-24 22:00:00.528,10001,2016-10-21 20:00:00.000,up
40.6879008,-73.99314691,up,3004300,Link 1.0,SE,2025-12-24 22:00:00.528,11201,2017-10-06 20:00:00.000,up
40.76491744,-73.97689239,down,1013700,Link 5G,NW,2024-11-11 10:00:00.481,10019,1997-08-27 20:00:00.000,up
