beds_code,robbery_without_weapon_s,district_name,arson_with_weapon_s,robbery_with_weapon_s,larceny_or_other_theft_with,false_alarm,other_disruptive,assault_with_serious_physical_1,bomb_threat,forcible_sex_offenses_with,kidnapping_with_weapon_s,school_year
320900010022,0,New York City Geographic District # 9,0,0,0,0,5.0,2,0,0,0,2008-2009
331900010013,0,New York City Geographic District #19,0,0,0,1,1.0,0,1,0,0,2008-2009
331700010006,0,New York City Geographic District #17,0,0,0,0,0.0,0,0,0,0,2008-2009
331800010279,0,New York City Geographic District #18,0,0,0,0,4.0,0,0,0,0,2008-2009
331300010093,0,New York City Geographic District #13,0,0,0,0,0.0,0,0,0,0,2008-2009
331500010024,0,New York City Geographic District #15,0,0,0,0,0.0,0,0,0,0,2008-2009
310600010366,0,New York City Geographic District # 6,0,0,0,0,2.0,0,0,0,0,2008-2009
321100011545,0,New York City Geographic District #11,0,0,0,0,26.0,0,0,0,0,2008-2009
307500013371,0,Nyc Special Schools - District 75,0,0,0,0,3.0,0,0,0,0,2008-2009
321200011691,0,New York City Geographic District #12,0,0,0,0,0.0,0,0,0,0,2008-2009
310200011374,0,New York City Geographic District # 2,0,0,0,0,5.0,0,1,0,0,2008-2009
321100011415,1,New York City Geographic District #11,0,0,0,0,21.0,1,0,0,0,2008-2009
310300010191,0,New York City Geographic District # 3,0,0,0,0,12.0,1,0,0,0,2008-2009
331900010346,0,New York City Geographic District #19,0,0,0,0,5.0,0,3,0,0,2008-2009
310300010044,1,New York City Geographic District # 3,0,0,0,0,42.0,0,0,0,0,2008-2009
331600010026,0,New York City Geographic District #16,0,0,0,0,6.0,0,0,0,0,2008-2009
321100010089,0,New York City Geographic District #11,1,0,0,0,54.0,0,0,0,0,2008-2009
310300010246,0,New York City Geographic District # 3,1,0,0,0,,0,0,0,0,2008-2009
331700011543,0,New York City Geographic District #17,0,0,0,0,7.0,0,0,0,0,2008-2009
331900011639,0,New York City Geographic District #19,1,0,0,0,5.0,0,0,0,0,2008-2009
321100010153,0,New York City Geographic District #11,0,0,0,0,0.0,0,0,0,0,2008-2009
320900010303,0,New York City Geographic District # 9,0,0,0,0,0.0,0,0,0,0,2008-2009
331800010272,0,New York City Geographic District #18,0,0,0,0,5.0,0,0,0,0,2008-2009
310100011450,0,New York City Geographic District # 1,0,0,0,0,13.0,0,0,0,0,2008-2009
307500012186,0,Nyc Special Schools - District 75,0,0,0,1,0.0,1,0,0,0,2008-2009
