objectid,globalid,woequipment,geometry,bin,longitude,:@computed_region_efsh_h5xi,citycouncil,wocontract,:@computed_region_f5dn_yrer,statesenate,congressional,woproject,inspectionglobalid,parkzone,wostatus,buildingnumber,location,crossstreet1,zipcode
16035864,09E83BAD-A9DD-4DC9-A16A-22E14EB82F3F,,POINT(-73.94804949277099 40.62795146878471),3207019.0,-73.948109,17217.0,45.0,BP-B22,60,17.0,9.0,Block Pruning,8B6A2578-1BD0-4211-A396-6C40BCB1BA0B,,Open,943,"{'type': 'Point', 'coordinates': [-73.94804949277099, 40.62795146878471]}",AV I,11210.0
11132203,BB918CF4-CD13-4B79-8EF9-05392ACC852F,,POINT(-73.93172785768424 40.77219321922209),,,16859.0,,BP-Q20,39,,,,CDEC1723-1B6B-401E-89DA-7EEF2FE144BC,,Open,*,"{'type': 'Point', 'coordinates': [-73.93172785768424, 40.77219321922209]}",,
24278078,4ADDB0F6-3225-4D95-93D2-28B7D4031426,,POINT(-73.89771071862457 40.7247320615655),,,14788.0,30.0,QG-1119MR,54,12.0,6.0,,A5C3F4A2-2765-4C2E-91C4-9976D05B41A8,,Open,66-033,"{'type': 'Point', 'coordinates': [-73.89771071862457, 40.7247320615655]}",55 DRIVE,11378.0
20784628,108B2663-9C90-4D11-90AF-207957925151,,POINT(-73.73267847277481 40.65441272939109),4290388.0,-73.73387,24018.0,31.0,BP-Q23,63,10.0,5.0,Block Pruning,DD34F3C4-1241-4800-A764-12C6F1F36ACF,,Open,255-43,"{'type': 'Point', 'coordinates': [-73.73267847277481, 40.65441272939109]}",148 RD,11422.0
22542303,3E1EB0EC-3170-44FA-9556-616AB3EE058E,,POINT(-73.84553498163142 40.677290530219516),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,773A79F8-DA77-418A-BCAC-180247084EAD,,Open,107-48,"{'type': 'Point', 'coordinates': [-73.84553498163142, 40.677290530219516]}",92 ST,11417.0
10508800,57C777B2-BEFA-425A-A7D6-6809884EE7BC,,POINT(-73.94789959733019 40.70276338868319),,,17213.0,,BP-B20,36,,,,353BAA69-ED04-4EC0-9889-3A47DA83288C,,Open,*,"{'type': 'Point', 'coordinates': [-73.94789959733019, 40.70276338868319]}",,
23573072,20CB953F-A639-4E0A-AC39-747EFD743D9D,,POINT(-73.86413517564922 40.86435255439981),,,11605.0,13.0,BP-X24,59,36.0,15.0,Block Pruning,29DD69AC-1A0E-4206-AF9F-25D8DA9ED431,,Open,2531,"{'type': 'Point', 'coordinates': [-73.86413517564922, 40.86435255439981]}",BOSTON RD,10467.0
22822639,2BBB2A7E-E695-4AE7-A732-4C51F15FFB91,,POINT(-73.95581014057736 40.65911716032685),,,13509.0,40.0,TRS-B24,17,20.0,9.0,,7D5EEE38-3FCC-4DBF-B6DA-162EDB7AE7BD,,Open,141,"{'type': 'Point', 'coordinates': [-73.95581014057736, 40.65911716032685]}",BEDFORD AV,11225.0
21422963,4E694113-5986-4B65-BD02-77F9E40DE158,,POINT(-73.79574501908482 40.66835158097015),,,24671.0,28.0,BP-Q24,41,10.0,5.0,Block Pruning,6CB355B4-AD59-496B-821D-3497FD2CFC36,,Open,142-02,"{'type': 'Point', 'coordinates': [-73.79574501908482, 40.66835158097015]}",135 AV,11436.0
26113543,401C6F1C-A129-40D9-9560-23DA49F24E12,,POINT(-74.01036510945252 40.63016090358846),,,17621.0,,TRS-B25,10,,,,4432B00E-642E-49F7-81D2-3E65B58DD4F9,,Open,,"{'type': 'Point', 'coordinates': [-74.01036510945252, 40.63016090358846]}",,
23611876,01365706-A8E1-4446-A991-5D7DE9E9FCBE,,POINT(-73.92898596769948 40.656331462232686),,,16866.0,41.0,BP-B24,61,20.0,9.0,Block Pruning,10C2D7F2-FD84-400B-AE84-D6D70DB29C9E,,Open,194,"{'type': 'Point', 'coordinates': [-73.92898596769948, 40.656331462232686]}",LENOX ROAD,11203.0
16528378,25D668F0-7496-4E19-B32F-22F2584A6037,,POINT(-73.902300364904 40.71800768221598),4061230.0,-73.902794,14788.0,30.0,BP-Q22,54,15.0,6.0,,1D136AF3-FF4F-4245-9300-E988AD897329,,Open,61-19,"{'type': 'Point', 'coordinates': [-73.902300364904, 40.71800768221598]}",59 DR,11378.0
20400467,5E9611F5-3EA1-4570-A4D6-3FD2429172CA,,POINT(-73.73640945966585 40.65280900993426),,,24018.0,31.0,BP-Q23,63,10.0,5.0,Block Pruning,E3A1644A-FC64-47A8-BDF0-FA1C53916746,,Open,,"{'type': 'Point', 'coordinates': [-73.73640945966585, 40.65280900993426]}",149 AV,11422.0
10367625,2EC036A0-7824-4FBC-9332-143EB5AEFF3C,,POINT(-73.87785951176011 40.84277562186776),,-73.877243,,,BP-X23,28,,,Block Pruning,6C0D6D59-9A87-4762-A808-A4FFDE71E451,,Open,/,"{'type': 'Point', 'coordinates': [-73.87785951176011, 40.84277562186776]}",,
12975484,EFDA8BD0-0713-4604-AC79-0C15597C5FA3,,POINT(-73.9664665562367 40.65146650601678),,,17620.0,,Parks Planting 2,60,,,,25759783-ECDA-492B-9A63-15A59D4195B6,B073-ZN28,Alternate,8,"{'type': 'Point', 'coordinates': [-73.9664665562367, 40.65146650601678]}",,
22849024,1BA05743-A1D5-403D-ADC4-49D71600710A,,POINT(-73.94724700510709 40.675687688645404),,,17618.0,36.0,BP-B24,16,25.0,9.0,Block Pruning,2FBB7923-276D-4D31-886A-32C9081E0C92,,Open,128,"{'type': 'Point', 'coordinates': [-73.94724700510709, 40.675687688645404]}",BERGEN ST,11216.0
16867660,046249F4-121C-44FC-9565-0E0B53C59C60,,POINT(-73.85678438726596 40.75217724947241),4044827.0,-73.857083,14510.0,21.0,BP-Q22,65,13.0,14.0,,174AC345-7E19-4A89-A22C-A941EDF64E20,,Open,108-68,"{'type': 'Point', 'coordinates': [-73.85678438726596, 40.75217724947241]}",39 AV,11368.0
7280585,9374D7EA-4F74-4DC6-A7D2-606728246B34,,POINT(-73.89057652790895 40.84347476381304),,,10935.0,,,35,,,,82FFFB47-B839-4A1D-BA29-38C9022CFD0F,,Open,,"{'type': 'Point', 'coordinates': [-73.89057652790895, 40.84347476381304]}",,
24115634,C9FB4FED-2236-4097-B98D-57F1390D006A,,POINT(-73.98122470979041 40.725974185311365),,,11729.0,2.0,PND-M24,70,27.0,10.0,P&D - DED,29F7EE72-E4B3-4C9B-99A9-FE682BBEA313,,Open,,"{'type': 'Point', 'coordinates': [-73.98122470979041, 40.725974185311365]}",AV B,10009.0
22246880,EC777016-D142-4DD1-ADB4-5FAB225BF08C,,POINT(-73.78557734401929 40.68293029365495),,,24669.0,28.0,BP-Q24,41,10.0,5.0,Block Pruning,0E55E19E-90EF-4D2A-9985-EB5EB32048F5,Q005-ZN01,Open,,"{'type': 'Point', 'coordinates': [-73.78557734401929, 40.68293029365495]}",BARRON ST,11434.0
16385405,98E755E3-1976-46B4-BB1F-63D25FB7513D,,POINT(-73.8927940751412 40.89108020023509),,,11609.0,11.0,TRS-X22,27,34.0,16.0,,2F57686C-2920-40A5-B602-18808E403ECE,X092-ZN04,Open,,"{'type': 'Point', 'coordinates': [-73.8927940751412, 40.89108020023509]}",,10471.0
10984506,4ED78818-9261-4AEC-9307-69F4BC3CE786,,POINT(-73.9152749657996 40.80569069228298),,,10932.0,,BP-X23,49,,,,A7AA02E7-7D28-4C79-90FE-3E48D603A6D2,,Open,*,"{'type': 'Point', 'coordinates': [-73.9152749657996, 40.80569069228298]}",,
21277112,6B89EEF4-A77A-492F-B87C-48C4B7F7B839,,POINT(-73.87345886952933 40.71059549685356),,,15309.0,30.0,EAB-TRT-Q24,54,15.0,6.0,P&D - EAB,2DB263FB-2700-4068-849D-DD9A5AAE38E7,,Closed,68-18,"{'type': 'Point', 'coordinates': [-73.87345886952933, 40.71059549685356]}",68 RD,11379.0
23719254,9C9883F2-90F4-4F36-BB00-4F6C13779F6A,,POINT(-73.84624794575024 40.785754587072155),,,14191.0,19.0,TRS-Q25,22,11.0,14.0,,1FA28853-0863-4BC4-A6EE-97D9E8A849A7,,Open,,"{'type': 'Point', 'coordinates': [-73.84624794575024, 40.785754587072155]}",14 AV,11356.0
21596307,C37EAE43-A6FA-4636-85DC-71453123A1F9,,POINT(-73.94428195081353 40.58702783198473),,,13826.0,48.0,TRS-B24,32,22.0,9.0,,DF6DF407-570B-4BC3-B7C7-C56E2A1D74EE,,Open,4694,"{'type': 'Point', 'coordinates': [-73.94428195081353, 40.58702783198473]}",BEDFORD AV,11235.0
23321069,2AFFDC8C-A3C0-4A36-B0EF-4FEB24245F2D,,POINT(-73.8471682820217 40.790931942509836),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,9DA98179-4D13-45D7-8834-6E1B3A74024A,,Open,121-07,"{'type': 'Point', 'coordinates': [-73.8471682820217, 40.790931942509836]}",7 AV,11356.0
10710192,816EA952-214A-4673-BF1B-BBE418650F52,,POINT(-73.91303649939887 40.6947526422092),,,18181.0,,BP-B20,42,,,,D5642C38-B5D5-4BD0-9252-37D81D7AB027,,Open,*,"{'type': 'Point', 'coordinates': [-73.91303649939887, 40.6947526422092]}",,
22932715,A4CAF6A8-FD7A-4078-84E7-4AF1802A9506,,POINT(-73.82816911127878 40.72657606534291),,,14509.0,24.0,BP-Q24,25,15.0,6.0,Block Pruning,F9189F51-2821-4DA4-AB34-E4728BDA5F18,,Open,70-27,"{'type': 'Point', 'coordinates': [-73.82816911127878, 40.72657606534291]}",136 ST,11367.0
11055862,815C09DD-6862-4E30-B9DE-86827557793E,,POINT(-73.90809617926755 40.843428037008316),,,10935.0,,BP-X23,50,,,,103876E4-5B47-48D7-B7E0-B198905FE597,,Open,*,"{'type': 'Point', 'coordinates': [-73.90809617926755, 40.843428037008316]}",,
11014034,C123DEFD-8C20-41BE-90AC-7DF8862BD82B,,POINT(-73.90444308242586 40.82961460641601),,,10934.0,,TRS-X20,34,,,,186973CB-2DCA-4CE8-B6A5-9AF7A38EE095,,Open,*,"{'type': 'Point', 'coordinates': [-73.90444308242586, 40.82961460641601]}",,
26810856,932CA03F-EE4A-4DC0-8CE2-B7BFCF49BA9E,,POINT(-73.77383940606083 40.68743130484322),,,24669.0,27.0,BP-Q25,41,14.0,5.0,,2A1949D3-8C52-47C4-BDD3-0F77B6068A5B,,Open,,"{'type': 'Point', 'coordinates': [-73.77383940606083, 40.68743130484322]}",FOCH BLVD,11434.0
27616757,22608935-CADD-4CA2-83B8-CE89932505A1,,POINT(-73.96258256221866 40.813809931877785),,,12421.0,7.0,BP-M26,37,30.0,13.0,Block Pruning,CA00FC9C-4EA4-4471-8CCB-47F7E61731ED,,Open,,"{'type': 'Point', 'coordinates': [-73.96258256221866, 40.813809931877785]}",RIVERSIDE DR,10024.0
22507351,FA0325E1-5355-493A-9EAD-5BCEB13E22F7,,POINT(-73.85025881719324 40.674091071872226),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,80F7D9E1-EC6A-4443-BB81-BD2E0FA766F8,,Open,133-03,"{'type': 'Point', 'coordinates': [-73.85025881719324, 40.674091071872226]}",133 AV,11417.0
22646348,52B87D03-838D-459C-9B68-5D5465F457C9,,POINT(-73.97929895105158 40.77596007548252),,,12420.0,6.0,BP-M24,20,27.0,10.0,Block Pruning,D52CA9C2-A14A-4608-A039-7A7084B18D35,,Open,63,"{'type': 'Point', 'coordinates': [-73.97929895105158, 40.77596007548252]}",COLUMBUS AV,10023.0
23003645,5F02C73B-E067-425C-A792-5310443109AF,,POINT(-73.81861807147145 40.71987414147369),,,14509.0,24.0,BP-Q24,25,14.0,6.0,Block Pruning,32D1A9AD-8CB5-41A1-ADA7-753663F1D4F5,,Open,78-06,"{'type': 'Point', 'coordinates': [-73.81861807147145, 40.71987414147369]}",78 AV,11367.0
22419795,57E1B4B5-CF9F-46E8-93B0-51385B455DC4,,POINT(-73.85240612728033 40.67622910847112),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,0B63098D-8EC0-4056-A3BC-65C70204149F,,Open,84-04,"{'type': 'Point', 'coordinates': [-73.85240612728033, 40.67622910847112]}",109 AV,11417.0
23907516,04BADF86-6436-4F43-92EC-5B907F8158A3,,POINT(-74.12395841712662 40.608384255548835),,,10700.0,49.0,BP-S25,30,24.0,11.0,Block Pruning,9B6CF2E1-E569-4454-B0E7-51A62AA7032A,,Open,163,"{'type': 'Point', 'coordinates': [-74.12395841712662, 40.608384255548835]}",GOWER ST,10314.0
20441944,45D7E7DB-049C-4BAE-BFC7-CAA3F30000AA,,POINT(-73.79184772415077 40.87114411201956),,,11273.0,,TRS-X24,44,,,,3374E566-C39C-405A-A0A0-C15FD97E02E9,X039-ZN13,Open,na,"{'type': 'Point', 'coordinates': [-73.79184772415077, 40.87114411201956]}",,
22713315,CFDC1F80-F70C-4E7D-995F-FDAB81D261B6,,POINT(-73.96556391083887 40.652057344075345),,,17620.0,40.0,,60,21.0,9.0,,247EA8A3-FE5A-4A88-8618-133A1F729FCB,,Open,,"{'type': 'Point', 'coordinates': [-73.96556391083887, 40.652057344075345]}",CROOKE AV,11226.0
20190609,D3C38E9A-6C4E-427F-917B-F6B2E7C99A6A,,POINT(-73.94322975639487 40.83626959164231),,,13090.0,7.0,BP-M23,47,31.0,13.0,Block Pruning,AD193993-8C1B-491B-834A-FBEC6F2202FA,M095-ZN08,Open,,"{'type': 'Point', 'coordinates': [-73.94322975639487, 40.83626959164231]}",BROADWAY,10032.0
19396712,4B680D15-C480-4CA2-B744-A3A969CF79F3,,POINT(-73.92263912992433 40.82773953639945),,,10930.0,8.0,,50,29.0,15.0,,0CA0CD21-4E30-4C63-B60C-92E1BF9F20CA,,Open,,"{'type': 'Point', 'coordinates': [-73.92263912992433, 40.82773953639945]}",CONNECTOR,10451.0
21758818,45E1F996-413B-4A07-B415-633586A73BCA,,POINT(-73.74210082762026 40.69317117614812),,,15311.0,27.0,TRS-Q24,63,14.0,5.0,,E6A47980-3734-4332-BFCB-1342F2DF26B8,,Closed,118-23,"{'type': 'Point', 'coordinates': [-73.74210082762026, 40.69317117614812]}",118 AV,11411.0
17197822,2770E725-07EE-481B-B80D-7C110478DF01,,POINT(-73.90842663215331 40.745970185618226),,,14787.0,26.0,BP-Q22,53,12.0,14.0,Block Pruning,E8E92302-77A8-41EE-81CB-E17130990ECA,,Open,,"{'type': 'Point', 'coordinates': [-73.90842663215331, 40.745970185618226]}",56 ST,11377.0
22964549,8AECDA45-DF22-4C38-8316-5B9A1A8215BE,Loader & Chipper,POINT(-73.77964093209623 40.684827823290036),,,24669.0,27.0,,41,10.0,5.0,,DACF1FA3-9B09-4C14-804F-0D5E0B770EF7,,Open,117-12,"{'type': 'Point', 'coordinates': [-73.77964093209623, 40.684827823290036]}",ALLEY,11434.0
17495353,5CC66A2C-B4CA-4957-B2A0-3F20B10AF07F,,POINT(-74.16339127492982 40.61982740762645),,,10700.0,,BP-S22,4,,,Block Pruning,A3A29AE3-AC18-4B4C-AACE-EB41D085E106,,Closed,0,"{'type': 'Point', 'coordinates': [-74.16339127492982, 40.61982740762645]}",,
22909885,A5721873-CE8F-4FC0-B59F-584532FD00D1,,POINT(-73.94988295755697 40.67555944531391),,,17618.0,36.0,BP-B24,16,25.0,9.0,Block Pruning,AEEE77C5-822B-4FDC-9017-E70D52FA7DFD,,Open,627,"{'type': 'Point', 'coordinates': [-73.94988295755697, 40.67555944531391]}",NOSTRAND AV,11216.0
23484019,8E87D174-9A74-4D7F-8CCA-5B88320EA1B8,,POINT(-74.12291844760894 40.60436053743442),,,10700.0,50.0,BP-S25,30,24.0,11.0,Block Pruning,98746194-B086-44E9-870E-D76091DEC034,,Open,56,"{'type': 'Point', 'coordinates': [-74.12291844760894, 40.60436053743442]}",FANNING ST,10314.0
21935086,D1DAE168-7A40-4082-B442-5F82C7582ACE,,POINT(-73.77211348664588 40.670877125246946),,,24669.0,31.0,BP-Q24,41,10.0,5.0,Block Pruning,F8D85C18-020A-4EC1-B2FB-4F87BEB43F85,,Cancel,167-19,"{'type': 'Point', 'coordinates': [-73.77211348664588, 40.670877125246946]}",140 AV,11434.0
10976884,02B6D75D-78C4-4F8F-A313-804ECEEBCC5B,,POINT(-73.911979718752 40.81565522178844),,,10933.0,,TRS-X20,49,,,,41873024-A08A-43F7-9BF2-853A73618AEB,,Open,*,"{'type': 'Point', 'coordinates': [-73.911979718752, 40.81565522178844]}",,
22996636,60823DC3-00A2-43BA-8BBA-61F85EBEFD01,,POINT(-74.02895982244526 40.633185893537416),,,17216.0,43.0,BP-B24,10,22.0,11.0,,7BF3CE28-C3D2-4CD7-8DFE-A280DE85E4DA,,Closed,230,"{'type': 'Point', 'coordinates': [-74.02895982244526, 40.633185893537416]}",73 ST,11209.0
23564791,624DCA71-B168-4B39-B924-53C1254C61E4,,POINT(-73.92537734722065 40.65084955319986),,,16866.0,45.0,BP-B24,61,21.0,9.0,Block Pruning,41C6E64D-7313-48E4-967C-445D9AF9D61C,,Open,291,"{'type': 'Point', 'coordinates': [-73.92537734722065, 40.65084955319986]}",E 55 ST,11203.0
22562796,D93076F5-D00C-4CAA-A4B4-07A0B08A0649,,POINT(-74.10716575360479 40.565175047299945),1053427.0,-73.945206,10693.0,50.0,,30,24.0,11.0,,79C375F1-4427-4E27-BBEE-285D6202A75A,,Open,117,"{'type': 'Point', 'coordinates': [-74.10716575360479, 40.565175047299945]}",CUBA AV,10306.0
21894134,61D8C3BF-270F-4951-8E87-6B4D2DF116F9,,POINT(-73.99721195626495 40.7417523782775),,,12074.0,3.0,BP-M24,12,27.0,12.0,Block Pruning,0CA1D5B4-E175-4A35-8473-39B65BC2680D,,Closed,155,"{'type': 'Point', 'coordinates': [-73.99721195626495, 40.7417523782775]}",7 AV,10011.0
22429844,F60F398E-6B01-4276-B4AC-6B5B73C5C7F7,,POINT(-74.13792855106156 40.56511709764585),,,10693.0,51.0,BP-S24,15,24.0,11.0,Block Pruning,C49AFB24-1050-4C27-A4C3-B8CD90A65030,,Open,21,"{'type': 'Point', 'coordinates': [-74.13792855106156, 40.56511709764585]}",BOYCE AV,10306.0
21525083,8ADDE68E-AA51-4A11-A5BC-51DD427C5E59,,POINT(-74.08265622872617 40.5912293802447),,,10692.0,50.0,,30,24.0,11.0,Survey Central,AA4C8546-26E6-48C6-BE63-F498A139C804,,Open,,"{'type': 'Point', 'coordinates': [-74.08265622872617, 40.5912293802447]}",MASON AV,10305.0
21620262,1F038661-1C62-4C91-9CA9-792FBD530422,,POINT(-73.72437435548206 40.73193612332355),,,24335.0,23.0,EAB-TRT-Q24,63,11.0,3.0,P&D - EAB,EE398FA9-8966-441A-9D8B-1AACB34B1258,,Open,241-27,"{'type': 'Point', 'coordinates': [-73.72437435548206, 40.73193612332355]}",CROSS ISLAND PARKWAY,11426.0
24265615,40D8A8DD-C255-4C2A-8CD8-53B1C1064705,,POINT(-73.90358585289677 40.72728915095513),,,14788.0,30.0,BP-Q24,54,12.0,6.0,Block Pruning,0C61AA28-8C3B-46AD-BC8C-9977F9F0BA64,Q131,Open,,"{'type': 'Point', 'coordinates': [-73.90358585289677, 40.72728915095513]}",54 AV,11378.0
20242523,57F38FD6-C1C3-40CA-AD41-3F0F42AAA306,,POINT(-73.73592461632924 40.65143515158138),4290157.0,-73.73588,24018.0,31.0,BP-Q23,63,10.0,5.0,Block Pruning,D5D78F96-7E8E-4F92-966E-6B7CB9BBDFBB,,Open,149-56,"{'type': 'Point', 'coordinates': [-73.73592461632924, 40.65143515158138]}",149 DR,11422.0
11228168,0153BF77-6606-45B9-BDFF-50F0248E1415,,POINT(-73.8912763756548 40.829148893962135),,,10937.0,,BP-X23,34,,,,34F32CC9-A3D7-44E0-BF7C-B248E1B701ED,,Open,*,"{'type': 'Point', 'coordinates': [-73.8912763756548, 40.829148893962135]}",,
24138061,695BCB25-E4B9-4704-ABBB-6650D75EF141,,POINT(-73.82053299096277 40.778220950570194),,,14192.0,19.0,EAB-TRT-Q24,22,11.0,3.0,P&D - EAB,F6175A7E-461B-4F13-B1C5-D6FAB4AB0B18,,Open,146-024,"{'type': 'Point', 'coordinates': [-73.82053299096277, 40.778220950570194]}",23 AV,11357.0
23936786,3A91B7B6-31A3-419D-916B-5BFCBCA64705,,POINT(-73.94330132412257 40.729469731830406),,,18182.0,33.0,BP-B24,36,59.0,7.0,Block Pruning,633DE6CC-F07B-496C-8D01-E2254B69A391,,Open,277,"{'type': 'Point', 'coordinates': [-73.94330132412257, 40.729469731830406]}",MESEROLE AV,11222.0
606141,8A3FE58C-1F6C-4363-B504-C7E2E1C35949,,POINT(-73.80621500492163 40.74976851020405),,,14507.0,,,22,,,,A542E3C4-2FED-40AD-AEB9-00236A4E061C,Q024-ZN01,Closed,,"{'type': 'Point', 'coordinates': [-73.80621500492163, 40.74976851020405]}",,
6112668,9A417A67-4642-49DC-8803-55CBCD8CD5B7,,POINT(-74.03020474990866 40.61308297364071),,,17216.0,,,10,,,,,,Closed,0,"{'type': 'Point', 'coordinates': [-74.03020474990866, 40.61308297364071]}",,
22791204,F8767FB2-EAE1-46ED-80BC-68036D0F2582,Bucket & Chipper,POINT(-74.01886622712429 40.62069920707615),,,13511.0,43.0,,10,22.0,11.0,,D24FA6D6-A946-4F16-9558-4AF2CA725529,,Open,944,"{'type': 'Point', 'coordinates': [-74.01886622712429, 40.62069920707615]}",10 AV,11228.0
21824027,1E086AF6-8F71-47D4-BE0C-4BCCB948F75D,,POINT(-74.13831397940045 40.57579143205866),,,10693.0,50.0,,30,24.0,11.0,,,,Closed,333,"{'type': 'Point', 'coordinates': [-74.13831397940045, 40.57579143205866]}",DEAD END,10306.0
23693791,B6D98DE6-2DC6-40C8-882F-6F6C58FA8AC2,,POINT(-73.86566846690864 40.73610504682027),,,14784.0,25.0,,66,13.0,6.0,,A476DA43-089A-4BE5-A7D7-C79DF057B15A,,Open,57-002,"{'type': 'Point', 'coordinates': [-73.86566846690864, 40.73610504682027]}",58 AVENUE,11373.0
21726153,01268ECF-81CE-46E5-A13A-0195FD4AAAEF,,POINT(-73.81120438325847 40.73978903615705),,,14190.0,20.0,,22,16.0,6.0,,31FE78B1-EC33-4CCB-AB02-F5BE4C27669C,,Cancel,59-027,"{'type': 'Point', 'coordinates': [-73.81120438325847, 40.73978903615705]}",HORACE HARDING EXPRESSWAY,11355.0
22828622,5B4FBDE4-8998-484B-96BA-5C82D8371F66,,POINT(-73.98174071889044 40.73110764836298),,,11729.0,4.0,BP-M24,71,27.0,12.0,Block Pruning,1951DC7D-AFA5-4C58-BA8E-D5F4FB8BD5A6,,Open,405,"{'type': 'Point', 'coordinates': [-73.98174071889044, 40.73110764836298]}",1 AV,10009.0
5996644,32709A9F-7D20-42DE-BECA-441572918B4E,,POINT(-73.89671148021543 40.8893341043446),,,11609.0,,BP-X17,27,,,Block Pruning,5CD49381-363D-4A14-8EA3-59B71395698F,X092-ZN03,Closed,,"{'type': 'Point', 'coordinates': [-73.89671148021543, 40.8893341043446]}",,
20229698,AE4ECEAC-885F-4572-BDC2-6906A9C0D7EC,,POINT(-73.98818019041718 40.66106507638374),,,17617.0,38.0,BP-B23,9,21.0,7.0,Block Pruning,AC9D6274-FF38-4414-A1B0-21E65B808C7A,,Open,,"{'type': 'Point', 'coordinates': [-73.98818019041718, 40.66106507638374]}",17 ST,11215.0
11926306,2FF260FC-D080-4180-B52E-EF9C12F34869,,POINT(-73.92566635077101 40.83264114912924),,,10930.0,8.0,,50,29.0,15.0,,97D53869-A20F-4629-9A12-9857E37E5F7A,,Open,,"{'type': 'Point', 'coordinates': [-73.92566635077101, 40.83264114912924]}",E 165 ST,10452.0
22419739,1305BDB9-8A2F-4230-9CAE-4AE55DDA2698,,POINT(-73.85477166127812 40.675297343410094),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,B56095AD-1F23-4D0A-A5C9-B6B8C77D84B1,,Open,132-02,"{'type': 'Point', 'coordinates': [-73.85477166127812, 40.675297343410094]}",82 ST,11417.0
28192885,A38D3FCC-C0C1-4EBE-A877-C437B436F91A,,POINT(-73.88328552909223 40.87623130557608),,,11605.0,11.0,BP-X26,24,33.0,15.0,Block Pruning,5CB9B9EB-87D4-4331-BAAB-3318F6021B8F,X033-ZN03,Open,,"{'type': 'Point', 'coordinates': [-73.88328552909223, 40.87623130557608]}",MOSHOLU PKWY,10458.0
