objectid,globalid,woequipment,geometry,bin,longitude,:@computed_region_efsh_h5xi,citycouncil,wocontract,:@computed_region_f5dn_yrer,statesenate,congressional,woproject,inspectionglobalid,parkzone,wostatus,buildingnumber,location,crossstreet1,zipcode
22414078,30FED301-CE58-48E9-9A03-48A1A2923506,,POINT(-73.84825813692834 40.6746676552072),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,101B5E48-3BA1-42F7-B947-87AABD376FC3,,Open,132-49,"{'type': 'Point', 'coordinates': [-73.84825813692834, 40.6746676552072]}",133 AV,11417.0
24280162,5277E37D-9931-483A-915E-5DAADEAB1CCD,,POINT(-73.8799081654976 40.732684310192646),,,14784.0,30.0,BP-Q24,66,12.0,6.0,Block Pruning,660B9EF7-530B-4F4D-8D3C-5661125C9153,,Open,55-04,"{'type': 'Point', 'coordinates': [-73.8799081654976, 40.732684310192646]}",55 AV,11373.0
16668787,5ACBDDA3-AEFD-45D4-AF52-AA274BD4ACF0,,POINT(-73.91121212710851 40.71154226576497),,,15310.0,34.0,BP-Q22,54,12.0,7.0,,9CC0204E-EFEA-4DF3-8B87-B8044D6E8E8C,,Open,,"{'type': 'Point', 'coordinates': [-73.91121212710851, 40.71154226576497]}",AMORY CT,11385.0
17987493,6E6478C9-1202-44B4-BECC-894C81E99788,,POINT(-73.90783979043299 40.838459802257844),,,,16.0,BP-X22,50,33.0,15.0,Block Pruning,81868512-E42E-4AFC-89A2-C0520150E55E,,Closed,,"{'type': 'Point', 'coordinates': [-73.90783979043299, 40.838459802257844]}",E 171 ST,10456.0
24174257,2556AB44-839F-4B19-ADC6-13C8E0F8E7BA,,POINT(-73.8981421196409 40.73286955786727),1042736.0,-73.962108,14788.0,30.0,BP-Q24,54,12.0,6.0,Block Pruning,0AFC4E6C-7CE4-4F11-8953-C4C70BC1A52D,,Open,66-26,"{'type': 'Point', 'coordinates': [-73.8981421196409, 40.73286955786727]}",52 RD,11378.0
6835306,49E80FED-F9DF-4077-AC71-4C93537AA9CE,,POINT(-73.97319807451188 40.66553882943356),,,,,,13,,,,,,Closed,0,"{'type': 'Point', 'coordinates': [-73.97319807451188, 40.66553882943356]}",,
22525240,0D04B1F7-89F3-4C9D-9CF0-7670378CA583,,POINT(-73.97427755742558 40.67949614394322),,,17619.0,39.0,,14,20.0,9.0,,F9906B53-9AEE-44C1-93ED-6C170433EC8E,,Closed,254,"{'type': 'Point', 'coordinates': [-73.97427755742558, 40.67949614394322]}",FLATBUSH AV,11217.0
16710666,D85C357C-4E5C-42B6-8622-3A77706BF594,,POINT(-73.86973543066686 40.73578093487719),4046340.0,-73.869956,14784.0,25.0,BP-Q22,66,13.0,6.0,,6D8BE9F4-2331-40BA-91BF-382020CBACB4,,Open,56-25,"{'type': 'Point', 'coordinates': [-73.86973543066686, 40.73578093487719]}",57 AV,11373.0
23536342,4C8AD6D8-5D0C-473B-B7DD-5C00E2E4DAE2,,POINT(-74.01155399178877 40.647449916726316),,,18180.0,38.0,,9,26.0,10.0,PPR - Interagency tree planting,79D0D284-D08E-4282-90BB-6805F60E5B0B,,Open,4805,"{'type': 'Point', 'coordinates': [-74.01155399178877, 40.647449916726316]}",49 STREET,11220.0
27637860,53C8C427-2901-4CDE-B8D2-E88EE8CBAE8A,,POINT(-73.9624392180413 40.815202077415286),,,12421.0,7.0,BP-M26,37,30.0,13.0,Block Pruning,DC3EC39E-F91D-4079-AD3A-E24CE057E776,,Open,,"{'type': 'Point', 'coordinates': [-73.9624392180413, 40.815202077415286]}",CONNECTOR,10024.0
22231783,846142C2-3CE2-4305-B339-5D8C15574D64,,POINT(-73.94035068683426 40.840256287550204),,,13090.0,10.0,BP-M24,47,31.0,13.0,Block Pruning,D028AEDE-F98B-4BB1-AEAA-3B4496FF3855,,Open,,"{'type': 'Point', 'coordinates': [-73.94035068683426, 40.840256287550204]}",BROADWAY,10032.0
23398201,D342C471-DF2A-4478-A1C2-4EB8F89854B1,,POINT(-73.88859490349911 40.82459861771918),,,10937.0,17.0,BP-X24,8,32.0,14.0,,AAD9C473-132D-45EE-997D-2A07F329249C,,Open,1040,"{'type': 'Point', 'coordinates': [-73.88859490349911, 40.82459861771918]}",EAST  165 STREET,10459.0
23658151,9A040388-7837-46BB-A021-6DE0A6303AE6,,POINT(-73.84566606311975 40.78611432753299),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,350AA0C9-68D9-41F5-96BA-F2693EB8FEFC,,Open,13-21,"{'type': 'Point', 'coordinates': [-73.84566606311975, 40.78611432753299]}",14 AV,11356.0
10809928,2C23203D-C061-46F1-81E2-1CAB1FAF734F,,POINT(-73.89407235444845 40.6674699259582),,,17214.0,,BP-B20,45,,,,00386DC4-A68B-4B2F-8AD7-4F359F0EF6D7,,Open,*,"{'type': 'Point', 'coordinates': [-73.89407235444845, 40.6674699259582]}",,
7134654,31D1831F-DEEC-4DC9-BDDB-4C4CA94A0181,,POINT(-74.00013879004972 40.59762306207995),,,17616.0,,SR-B18,1,,,,065F7AD5-6083-4D60-AE0D-3D7A1595969F,,Pending,,"{'type': 'Point', 'coordinates': [-74.00013879004972, 40.59762306207995]}",,
27408848,886AD871-0F0C-4AD7-B7CF-59C07DF8099C,,POINT(-73.90848771102053 40.84277231541179),,,,15.0,BP-X26,50,32.0,15.0,Block Pruning,C6FED434-7117-4796-9EE3-FDD78EF0097D,,Open,,"{'type': 'Point', 'coordinates': [-73.90848771102053, 40.84277231541179]}",EASTBURN AV,10457.0
23510466,AC802F6B-06EC-4028-944F-51A9962B387A,,POINT(-74.12043342718378 40.60379348354729),,,10700.0,50.0,BP-S25,30,24.0,11.0,Block Pruning,25439DF6-1C31-4191-B4C4-C37AEB8E13D1,,Open,955,"{'type': 'Point', 'coordinates': [-74.12043342718378, 40.60379348354729]}",LINCOLN ST,10314.0
21401499,677AEFEA-4920-444C-A117-6A7C5B73262A,,POINT(-73.79260771425892 40.669820585309516),,,24671.0,28.0,BP-Q24,41,10.0,5.0,Block Pruning,4790297D-0496-4194-8170-3EAD48BDC7FB,,Closed,130-18,"{'type': 'Point', 'coordinates': [-73.79260771425892, 40.669820585309516]}",130 AV,11436.0
10803911,212EC7AF-3C28-40B4-8B73-8993CC8EE667,,POINT(-73.8869541150049 40.66512979444379),,,17214.0,,TRS-B20,45,,,,6B0AF1F5-85B1-4CAD-B6BC-731BB09432E7,,Open,*,"{'type': 'Point', 'coordinates': [-73.8869541150049, 40.66512979444379]}",,
22896878,EE706700-89F0-43AD-9EC2-69EFC43393EC,,POINT(-73.97600984379272 40.72880965583681),,,11729.0,4.0,BP-M24,71,27.0,12.0,Block Pruning,B6D0E5C2-19C9-4B57-AE1B-F33820040CDB,,Open,635,"{'type': 'Point', 'coordinates': [-73.97600984379272, 40.72880965583681]}",CONNECTOR,10009.0
10840974,3E57D2CA-1E17-40BE-B020-EBEAC0CC409F,,POINT(-73.98239387446964 40.676940627294385),,,17617.0,,BP-B20,14,,,,100076B6-BEED-4E5B-9D01-F4834288A9E2,,Open,*,"{'type': 'Point', 'coordinates': [-73.98239387446964, 40.676940627294385]}",,
24197617,4CC6E885-BFE3-4945-8EAA-43AAC7570009,,POINT(-73.98989247345729 40.681725449259865),,,17619.0,39.0,BP-B24,14,26.0,10.0,Block Pruning,FFC4BDE3-3840-43C0-8CEE-6E690E9C44AC,,Open,419,"{'type': 'Point', 'coordinates': [-73.98989247345729, 40.681725449259865]}",DEGRAW STREET,11217.0
28325654,4C510A34-90E5-47A8-B8BF-983F8DA0F0E8,,POINT(-73.89248342333515 40.762752348717974),,,14781.0,22.0,TRS-Q26,65,13.0,14.0,,7AF0C6E4-917A-44E7-89C9-1E0646BA0F20,,Open,,"{'type': 'Point', 'coordinates': [-73.89248342333515, 40.762752348717974]}",25 AV,11370.0
23665574,B5E4E53B-C339-4900-88B8-0F733B166D37,,POINT(-74.02745935451918 40.632490525248386),,,17216.0,47.0,TRS-B24,10,26.0,11.0,,9718522C-7343-46D6-8764-05C8463D6ED3,,Open,7314,"{'type': 'Point', 'coordinates': [-74.02745935451918, 40.632490525248386]}",3 AV,11209.0
22197394,53566D94-C5FA-472B-85CA-5311B0B478E5,,POINT(-74.02406954218185 40.631213094457465),,,17216.0,43.0,BP-B24,10,22.0,11.0,Block Pruning,F6AAEDCE-6CC3-4073-BBF1-109FDD164E04,,Closed,423,"{'type': 'Point', 'coordinates': [-74.02406954218185, 40.631213094457465]}",4 AV,11209.0
21555748,96D535A4-4C72-4BCF-AF42-166310B807EF,,POINT(-73.79984873084187 40.67224141400506),,,24671.0,28.0,BP-Q24,41,10.0,5.0,Block Pruning,6C4F8F96-FC43-4EBA-9361-52BBAB0BAB44,,Closed,128-08,"{'type': 'Point', 'coordinates': [-73.79984873084187, 40.67224141400506]}",140 ST,11436.0
28056888,921C1DA8-2999-4F3B-924A-627D21E43D02,,POINT(-73.89555610512654 40.840839441073484),,,,15.0,,34,32.0,15.0,,2A15EC02-3001-4A2A-8A28-002C2333D578,X010-ZN10,Open,,"{'type': 'Point', 'coordinates': [-73.89555610512654, 40.840839441073484]}",CROTONA AV,10457.0
10710185,CEDC7279-A853-4D08-B092-0317BBD38870,,POINT(-73.91286041945513 40.6947500982015),,,18181.0,,BP-B20,42,,,,C2B5CE5C-A2A1-46E4-BC48-8302FA97CC3D,,Open,*,"{'type': 'Point', 'coordinates': [-73.91286041945513, 40.6947500982015]}",,
16545179,DA3F4C20-4315-4560-93E2-23B3B647018F,,POINT(-73.90275939933123 40.714068818922826),,-73.903113,14788.0,30.0,BP-Q22,54,15.0,6.0,,5CCCC44F-0867-4EDD-A71A-D298324D17EE,,Open,60-75,"{'type': 'Point', 'coordinates': [-73.90275939933123, 40.714068818922826]}",60 LA,11378.0
22467890,6D0A55A0-735C-48D9-BBD9-6DD99DDBA7BE,,POINT(-73.85639938751436 40.674420848752604),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,4AFA5F2E-B901-4321-94FC-7AC646694D93,,Open,132-20,"{'type': 'Point', 'coordinates': [-73.85639938751436, 40.674420848752604]}",80 ST,11417.0
23508319,4DBD9EFE-1899-4CEF-8CA9-5BFABC460B66,,POINT(-73.92346484768184 40.658848901659844),,,17614.0,41.0,BP-B24,61,20.0,9.0,Block Pruning,6C2DFFE6-C28B-43C6-9811-FE110F1D85B4,,Open,274,"{'type': 'Point', 'coordinates': [-73.92346484768184, 40.658848901659844]}",CLARKSON AV,11212.0
19212539,9E67DD20-B861-4F92-871C-2CAE8E7AAADE,,POINT(-73.98817663861931 40.63525162440952),3137021.0,-73.988247,17621.0,44.0,BP-B23,2,17.0,10.0,,2A820F80-1763-4F85-B1F4-6A58FC9A4889,,Open,4601,"{'type': 'Point', 'coordinates': [-73.98817663861931, 40.63525162440952]}",14 AV,11219.0
23688661,72FF9B16-6168-413F-82ED-0E1559750242,,POINT(-73.84884132360327 40.78018409745312),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,7E21B84C-162C-4279-A594-5862DA7A000F,,Open,20-48,"{'type': 'Point', 'coordinates': [-73.84884132360327, 40.78018409745312]}",119 ST,11356.0
22840537,08D47037-9B50-480B-A7E1-5D0378FDD5FC,,POINT(-73.94508255714763 40.675769732492505),,,17615.0,36.0,BP-B24,16,25.0,9.0,Block Pruning,434B4E45-B79F-4F54-9327-E77FC5ACB58C,,Open,1206,"{'type': 'Point', 'coordinates': [-73.94508255714763, 40.675769732492505]}",BERGEN ST,11213.0
27636780,5EA86E9C-3221-4419-A284-5C75B733302B,,POINT(-73.96165942546408 40.814991488807884),,,12421.0,7.0,BP-M26,37,30.0,13.0,Block Pruning,6A72BFA3-6DCE-4981-B075-8178DBA9083B,,Open,,"{'type': 'Point', 'coordinates': [-73.96165942546408, 40.814991488807884]}",CLAREMONT AV,10027.0
20827161,CB6373AC-936E-4DA0-8468-13F48B47F0A3,,POINT(-73.73906334677146 40.663150729403355),4288190.0,-73.738704,24018.0,31.0,,63,10.0,5.0,,625D53F6-9EFA-4DE5-B700-C9E9096A9694,,Open,241-02,"{'type': 'Point', 'coordinates': [-73.73906334677146, 40.663150729403355]}",142 AV,11422.0
19229148,5CA640C0-0A32-4AB1-90F5-4E3D83A08FF8,,POINT(-73.93943597067009 40.828470768057095),,,12428.0,,Tree Trust,18,,,,D0D9A31E-1642-42B9-8E7E-C465EDED6D9B,,Open,z,"{'type': 'Point', 'coordinates': [-73.93943597067009, 40.828470768057095]}",,
21162349,5AEE8D88-4EDB-4B1C-8820-610DF68210E5,,POINT(-73.87182212790248 40.6572310143094),,,17215.0,42.0,BP-B24,45,19.0,8.0,Block Pruning,4ABE2DDB-C3A6-4AD3-9A22-CF904AF91961,,Closed,578,"{'type': 'Point', 'coordinates': [-73.87182212790248, 40.6572310143094]}",ALLEY,11239.0
22551598,74A42F92-0185-45DD-8935-6BAE35D85D35,,POINT(-73.976023873829 40.77801020292654),,,12420.0,6.0,BP-M25,20,29.0,10.0,Block Pruning,4DC937FB-5631-4A79-A400-A7266229B1D8,,Open,21,"{'type': 'Point', 'coordinates': [-73.976023873829, 40.77801020292654]}",DRIVEWAY,10023.0
21360688,7D08881A-0C50-4AF9-B118-60DDEAA4FCA2,Bucket & Chipper,POINT(-73.92254746689744 40.6154934561057),,,13825.0,46.0,,5,19.0,8.0,,E4D7102D-52A4-4E71-BF54-62B9D475A9F6,,Open,1725,"{'type': 'Point', 'coordinates': [-73.92254746689744, 40.6154934561057]}",ALLEY,11234.0
10713581,A779577B-EBE4-494D-8E2D-8F90F81447EF,,POINT(-73.88560304039261 40.84163837698958),,,11269.0,,,35,,,,2BC879F1-6DE7-4637-AB99-D1E96AEE6039,X011-ZN01,Open,/,"{'type': 'Point', 'coordinates': [-73.88560304039261, 40.84163837698958]}",,
537412,0DEC1219-05E1-4619-AF6C-0C26BA0BEC37,,POINT(-74.13811067065069 40.600751192677706),5034200.0,-74.138073,10700.0,50.0,,30,24.0,11.0,,094BB547-1421-4488-9274-24D59DAF048E,,Closed,486,"{'type': 'Point', 'coordinates': [-74.13811067065069, 40.600751192677706]}",FOREST HILL ROAD,10314.0
21400697,8C2DC374-D35B-4E6C-965A-74FD4E2986D0,,POINT(-73.84258735282053 40.862669013388825),,,11607.0,13.0,TRS-X24,59,34.0,14.0,,642B149E-2166-4E4A-AC68-92CB9240A15A,,Open,1516,"{'type': 'Point', 'coordinates': [-73.84258735282053, 40.862669013388825]}",MACE AV,10469.0
21107427,25DEA821-CFAF-4882-B83D-6096DF4D4970,,POINT(-73.79077369725427 40.67870396438506),,,24669.0,28.0,BP-Q23,41,10.0,5.0,Block Pruning,E0C3C836-518A-4DDC-9439-9557C1AF09CF,,Open,150-16,"{'type': 'Point', 'coordinates': [-73.79077369725427, 40.67870396438506]}",119 RD,11434.0
23723537,C29362A0-CF0E-44B4-9AB5-574F26B40FA6,,POINT(-73.83875593507352 40.777207804719275),,,13832.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,665A36DD-2A7C-41C7-A146-87AE498F77FF,,Open,,"{'type': 'Point', 'coordinates': [-73.83875593507352, 40.777207804719275]}",130 ST,11356.0
22329592,0498124F-7392-4959-BA32-6692D2E5499E,,POINT(-73.78716895739885 40.66992300207014),,,24669.0,28.0,BP-Q24,41,10.0,5.0,Block Pruning,CC4A05EF-70EC-4D55-8A30-408BE0B750F9,Q005-ZN05,Open,,"{'type': 'Point', 'coordinates': [-73.78716895739885, 40.66992300207014]}",130 AV,11434.0
11410559,2A83E56B-5B53-4786-A9F1-5FFAD7272B0B,,POINT(-73.85774708919847 40.7161328811253),,,14786.0,,BP-Q20,40,,,,51661E2C-D7CC-4C65-BD24-4FE7E145FB48,,Open,Project,"{'type': 'Point', 'coordinates': [-73.85774708919847, 40.7161328811253]}",,
21000881,6EA447A8-96FE-4935-B017-18DFA0D4D007,,POINT(-73.92872729759851 40.61854964334904),3220935.0,-73.928762,13825.0,46.0,,5,19.0,8.0,,2280FFEE-F3F1-4C7F-9869-2389F6661BB3,,Open,1717,"{'type': 'Point', 'coordinates': [-73.92872729759851, 40.61854964334904]}",AV N,11234.0
11024470,51F62B8C-3952-486B-AB6D-D9507DCEA2D0,,POINT(-73.89392888455643 40.83098980205605),,,10937.0,,BP-X23,34,,,,73824B29-7C8C-4FF2-9575-25DD55D2FCCA,,Open,*,"{'type': 'Point', 'coordinates': [-73.89392888455643, 40.83098980205605]}",,
22686381,D460827C-A11C-4F82-932C-4586246A469F,,POINT(-73.99446406260728 40.73719225510119),,,12074.0,3.0,BP-M24,11,27.0,12.0,Block Pruning,A469F360-F8D8-4125-8230-5766522C3713,,Open,22,"{'type': 'Point', 'coordinates': [-73.99446406260728, 40.73719225510119]}",5 AV,10011.0
23841048,AAB63C03-AC6D-4EE9-88BC-77E92DEFE0B8,,POINT(-73.85271557528066 40.791827979621154),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,58821567-4CD8-4691-986F-6AEFA4CBCB94,Q009-ZN01,Open,,"{'type': 'Point', 'coordinates': [-73.85271557528066, 40.791827979621154]}",115 ST,11356.0
10783665,63A874B9-6B1F-47E8-A79C-99C8B6963AB5,,POINT(-73.88490063091533 40.67475790071359),,,17214.0,,TRS-B20,45,,,,0A5B0130-1E9A-4E81-B127-50C12F737D4D,,Open,*,"{'type': 'Point', 'coordinates': [-73.88490063091533, 40.67475790071359]}",,
22146961,EEF8C45C-A8AA-475D-A063-50A8B2458A83,,POINT(-73.7835090932066 40.67566646465902),,,24669.0,28.0,BP-Q24,41,10.0,5.0,Block Pruning,AD1566B8-F288-4A59-B8A8-88DF4EFFB87E,Q005-ZN03,Open,,"{'type': 'Point', 'coordinates': [-73.7835090932066, 40.67566646465902]}",157 ST,11434.0
22195267,C62942A9-DF38-4B65-B8FF-4ED0852263B5,,POINT(-74.02504132955494 40.631508377201214),,,17216.0,43.0,BP-B24,10,22.0,11.0,Block Pruning,8FF45BCE-3702-4901-B64A-6DA5C85CF24B,,Closed,7420,"{'type': 'Point', 'coordinates': [-74.02504132955494, 40.631508377201214]}",4 AV,11209.0
23330715,B43ADE0F-5178-45D5-ABCE-4A8D0402BC8B,,POINT(-74.14644001102828 40.62568077624814),,,10371.0,49.0,BP-S25,4,23.0,11.0,Block Pruning,3280D925-F23C-4E37-9DFE-1D861387BD8F,,Open,144,"{'type': 'Point', 'coordinates': [-74.14644001102828, 40.62568077624814]}",RICHMOND AV,10303.0
23416718,EBE7DEF3-639D-44F8-8399-64FF8EE8F35B,,POINT(-73.82911918552536 40.791649776266524),,,14192.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,EE22F26E-C67E-4CC5-ADC3-204090976580,,Open,30,"{'type': 'Point', 'coordinates': [-73.82911918552536, 40.791649776266524]}",7 AV,11357.0
19854425,E9D4647F-DE52-49F9-9031-1F17DA4ADD71,,POINT(-73.98403674786026 40.730167207786394),1006499.0,-73.984734,11724.0,2.0,BP-M23,70,27.0,12.0,Block Pruning,D7C997FF-0D80-4BA3-BC53-02C5D1860AA7,,Open,349,"{'type': 'Point', 'coordinates': [-73.98403674786026, 40.730167207786394]}",1 AV,10003.0
23562563,4F381D8B-1430-425C-BB62-76CD012AA592,,POINT(-73.83955199640361 40.79311883080851),,,14191.0,19.0,TRS-Q25,22,11.0,14.0,,68BAD55B-DC65-4CC4-97AD-B22E54D24533,,Open,3-25,"{'type': 'Point', 'coordinates': [-73.83955199640361, 40.79311883080851]}",128 ST,11356.0
18780823,63A420B6-3534-4E78-AE1B-1F7932F822C8,,POINT(-73.84008466396621 40.670918724950994),4248816.0,-73.840524,24013.0,32.0,EAB-TRT-Q23,62,15.0,8.0,P&D - EAB,54F3F3B6-772B-46E3-9571-04FD589F4BA0,,Open,95-20,"{'type': 'Point', 'coordinates': [-73.84008466396621, 40.670918724950994]}",149 AV,11417.0
10646132,AFB54FBC-D7FB-4913-B883-7DAF6F101F65,,POINT(-73.87107807589378 40.845352065265764),,,11271.0,,,28,,,,EBEADD52-D326-472C-824E-8B59330C1BD0,,Closed,/,"{'type': 'Point', 'coordinates': [-73.87107807589378, 40.845352065265764]}",,
20160542,DBEA6680-9BF6-44E1-B406-68BED17CEDC6,,POINT(-73.98873096851148 40.66289597653993),,,17617.0,38.0,BP-B23,9,21.0,7.0,Block Pruning,9D425949-DD48-45E5-900E-7AB911A390C4,,Open,,"{'type': 'Point', 'coordinates': [-73.98873096851148, 40.66289597653993]}",6 AV,11215.0
22990165,59D6EC0A-1AB9-41D2-9287-4F1DCDAA8EA6,,POINT(-73.81255333815024 40.737115693282945),,,14509.0,24.0,BP-Q24,25,16.0,6.0,Block Pruning,D609B7A2-8F9A-41E6-B2A0-0273B58B78F7,,Open,155-19,"{'type': 'Point', 'coordinates': [-73.81255333815024, 40.737115693282945]}",156 ST,11367.0
21836873,587762CD-B223-448D-8BE6-47E0F7D19EDA,,POINT(-73.76272706169618 40.67225688556414),,,15313.0,31.0,BP-Q24,41,10.0,5.0,Block Pruning,AEAC6110-8381-406E-821F-E9A88FD918E8,,Open,139-039,"{'type': 'Point', 'coordinates': [-73.76272706169618, 40.67225688556414]}",140 AVENUE,11413.0
11000362,DBF8C4B5-7713-45E1-89F9-FAB6F382B563,,POINT(-73.90226953401306 40.815203238326816),,,10933.0,,TRS-X20,8,,,,10BE4EDE-34E2-4C3C-93D6-04524E3D52FA,,Open,*,"{'type': 'Point', 'coordinates': [-73.90226953401306, 40.815203238326816]}",,
23063327,74A8BF6B-103E-45AF-9435-62EBD350CF24,,POINT(-73.83185327072104 40.72992709427051),,,14509.0,24.0,BP-Q24,25,16.0,6.0,Block Pruning,27FA3C0E-428E-4274-AB42-06E395BD76CE,,Open,67-50,"{'type': 'Point', 'coordinates': [-73.83185327072104, 40.72992709427051]}",136 ST,11367.0
11047313,079AF0BB-075C-4EF6-AC7C-236DA46DB876,,POINT(-73.89377989768752 40.852750501012366),,,10935.0,,BP-X23,35,,,,726AC8DB-D86A-4303-A726-607C36A12399,,Open,*,"{'type': 'Point', 'coordinates': [-73.89377989768752, 40.852750501012366]}",,
11048147,5D36371B-1F59-4795-9160-183623470CF4,,POINT(-73.90724693777865 40.843372350994635),,,10935.0,,TRS-X20,50,,,,07BCDBFD-3C4C-404B-BED7-E71AF43D54B1,,Open,*,"{'type': 'Point', 'coordinates': [-73.90724693777865, 40.843372350994635]}",,
22654873,86B4EC99-B173-4262-93A5-5CAB76A004AF,,POINT(-73.85837277671445 40.68424243757271),,,24012.0,32.0,BP-Q24,46,15.0,7.0,Block Pruning,3379F26D-392B-49B1-82C7-1559E207E5C0,,Open,82-001,"{'type': 'Point', 'coordinates': [-73.85837277671445, 40.68424243757271]}",95 AVENUE,11416.0
24219705,28AA4D7F-58A3-4944-B7E9-68BA0763EE2F,,POINT(-73.90601955408704 40.72816692484876),,,14788.0,30.0,BP-Q24,54,12.0,6.0,Block Pruning,0CF516C0-EE60-4954-81FE-DC8F9BF5DEF2,,Open,59-91,"{'type': 'Point', 'coordinates': [-73.90601955408704, 40.72816692484876]}",54 AV,11378.0
6775267,D56AE407-B562-4E87-A534-88E8D915DC63,,POINT(-73.9623701465905 40.67167021866001),,,13829.0,,,16,,,,,B029-ZN02,Closed,0,"{'type': 'Point', 'coordinates': [-73.9623701465905, 40.67167021866001]}",,
26286023,738DFEBD-36F1-4E18-80D4-CDE9255DE7D5,,POINT(-73.91619681431939 40.82236741350172),,,10929.0,17.0,GT-26,49,32.0,15.0,,09FC1801-0A54-4507-A8B9-304AA08185A5,,Open,,"{'type': 'Point', 'coordinates': [-73.91619681431939, 40.82236741350172]}",ALLEY,10451.0
22711070,4A06BA74-403F-468E-8A14-17584AD4DAD6,,POINT(-73.86168376199541 40.685975283713),,,24017.0,30.0,BP-Q24,46,12.0,7.0,Block Pruning,8AC33215-0A75-49C3-AC24-C98135CACDBD,,Open,91-20,"{'type': 'Point', 'coordinates': [-73.86168376199541, 40.685975283713]}",79 ST,11421.0
23092078,7A3F3EF7-92EF-4DFD-84D8-45BFC1D6FAF7,,POINT(-73.92318049215906 40.82851569837757),,,10930.0,,XG-122M,50,,,,36EFD8F8-899D-4546-813E-EFC48F61AEBE,,Alternate,0,"{'type': 'Point', 'coordinates': [-73.92318049215906, 40.82851569837757]}",,
11004757,CEB79495-72D1-4E31-A1CF-9E8055AEBBA2,,POINT(-73.91396840677268 40.821916904065056),,,10929.0,,BP-X23,49,,,,C4D0F4D8-36A1-4E43-BB7C-13C154E367D1,,Open,*,"{'type': 'Point', 'coordinates': [-73.91396840677268, 40.821916904065056]}",,
19434961,AA010436-25F6-4373-A5C1-97320DEED952,,POINT(-73.84500213053748 40.699995039867055),,,24014.0,30.0,,38,15.0,6.0,,3A739B74-11D0-49B9-9742-4A0A1A25FF8E,Q015-ZN03,Open,,"{'type': 'Point', 'coordinates': [-73.84500213053748, 40.699995039867055]}",105 ST,11418.0
23699864,947D8735-8079-4714-9128-6155B3721190,,POINT(-73.90798155942662 40.68346148978503),,,17214.0,37.0,BP-B24,42,18.0,7.0,Block Pruning,C756A5B7-7594-4E96-83B7-1B5792A4C773,,Open,54,"{'type': 'Point', 'coordinates': [-73.90798155942662, 40.68346148978503]}",BUSHWICK AV,11207.0
11000699,436DD0A2-BA40-4890-82A3-09B6DD19A7F6,,POINT(-73.9023596892289 40.81514758942081),,,10933.0,,TRS-X20,8,,,,C8049142-6134-43F1-804D-E9BEC1946877,,Open,*,"{'type': 'Point', 'coordinates': [-73.9023596892289, 40.81514758942081]}",,
21424307,BCA02B20-795B-48EA-ADD3-086F9C40343A,,POINT(-74.00051859095264 40.715235066237064),,,12076.0,1.0,BP-M24,70,26.0,7.0,Block Pruning,D475AE4D-3888-4FDD-B9FC-B63DB38027C0,,Closed,60,"{'type': 'Point', 'coordinates': [-74.00051859095264, 40.715235066237064]}",BAXTER ST,10013.0
19225371,C4B1E621-1F24-4571-BC59-9F49021EFEC3,,POINT(-73.94993715438656 40.81699771348776),,,12424.0,,Tree Trust,37,,,,23656F6B-508B-403C-B2B4-F9DA069CAE4C,M077-ZN04,Open,z,"{'type': 'Point', 'coordinates': [-73.94993715438656, 40.81699771348776]}",,
22478064,333A936B-7B61-4E0B-B5DE-00A33E0EE6E0,,POINT(-73.90907073314239 40.857076268702116),,,10931.0,14.0,BP-X24,6,33.0,15.0,Block Pruning,A9E992C6-2C3C-419B-837B-87FE27265533,,Closed,89,"{'type': 'Point', 'coordinates': [-73.90907073314239, 40.857076268702116]}",AQUEDUCT AV E,10453.0
21146294,11DEA636-752D-4670-B46F-730D2BF4FF75,,POINT(-73.80147010318179 40.86047880803074),,,11273.0,13.0,TRS-X24,44,34.0,14.0,,4DE3A31B-198A-4239-9EEC-C0B82AF6E971,X039-ZN09,Open,,"{'type': 'Point', 'coordinates': [-73.80147010318179, 40.86047880803074]}",CITY ISLAND RD,10464.0
24207551,A7889822-2CF9-44D9-8650-63D291CF844F,,POINT(-74.20605458955646 40.51810871290968),,,10696.0,51.0,BP-S25,15,24.0,11.0,Block Pruning,1ECEC613-5527-4C74-ADDC-ED529E025177,,Open,65,"{'type': 'Point', 'coordinates': [-74.20605458955646, 40.51810871290968]}",BURTON AV,10309.0
17918756,D46055AE-D703-4D25-AC63-23FFB498FD44,,POINT(-73.98950135119848 40.768008855882876),1087635.0,-73.989198,12081.0,6.0,BP-M23,12,27.0,10.0,Block Pruning,1838AE34-5111-4CA0-BFD3-0A08C6E20D08,,Open,845,"{'type': 'Point', 'coordinates': [-73.98950135119848, 40.768008855882876]}",10 AV,10019.0
