source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,match_type,currency,keyword_status,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend
"",2022-05-03,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,16,1,1,0,0,1,1,1,1,157,10.1
"",2025-02-16,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951556,puzzle,EXACT,USD,PAUSED,5,2,2,0,0,2,2,2,2,58,13.88
"",2022-07-19,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951514,kids,EXACT,USD,ACTIVE,13,4,4,0,0,4,4,4,4,167,5.74
"",2025-08-23,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951497,play,BROAD,USD,PAUSED,5,1,1,0,0,1,1,1,1,123,9.19
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,18,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,2,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2023-01-27,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951577,simulation,BROAD,USD,ACTIVE,14,2,2,0,0,2,2,2,2,115,8.1
"",2023-10-10,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951573,puzzle,EXACT,USD,ACTIVE,19,1,1,0,0,1,1,1,1,188,4.78
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,10,0
"",2024-06-09,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951577,simulation,BROAD,USD,ACTIVE,14,4,4,0,0,4,4,4,4,199,2.39
"",2025-04-12,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,10,5,5,0,0,5,5,5,5,162,14.6
"",2023-12-06,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951537,play,BROAD,USD,PAUSED,1,1,1,0,0,1,1,1,1,79,15.04
"",2025-07-02,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,16,5,5,0,0,5,5,5,5,157,6.07
"",2023-06-04,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951504,game,BROAD,USD,ACTIVE,19,3,3,0,0,3,3,3,3,186,14.47
"",2022-10-21,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951522,fun,EXACT,USD,ACTIVE,21,2,2,0,0,2,2,2,2,152,10.54
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,19,0.91
"",2024-04-12,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951499,photo,EXACT,USD,PAUSED,16,2,2,0,0,2,2,2,2,132,5.26
"",2025-02-28,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951534,game,EXACT,USD,PAUSED,5,0,0,0,0,0,0,0,0,108,11.01
"",2022-10-13,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951500,app,EXACT,USD,PAUSED,10,4,4,0,0,4,4,4,4,138,0.54
"",2023-07-22,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,8,1,1,0,0,1,1,1,1,128,2.26
"",2025-04-26,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951505,puzzle,EXACT,USD,PAUSED,10,2,2,0,0,2,2,2,2,147,3.87
"",2022-01-03,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951568,strategy,BROAD,USD,ACTIVE,6,3,3,0,0,3,3,3,3,164,9.02
"",2025-11-22,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951524,music,EXACT,USD,ACTIVE,3,1,1,0,0,1,1,1,1,142,19.38
"",2024-07-06,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,7,0,0,0,0,0,0,0,0,69,15.91
"",2025-05-04,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951517,kids,EXACT,USD,PAUSED,1,0,0,0,0,0,0,0,0,55,5.69
"",2024-10-18,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951554,simulation,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,148,2.07
"",2022-11-02,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,983951552,kids,BROAD,USD,PAUSED,12,3,3,0,0,3,3,3,3,105,1.9
"",2024-03-08,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951537,play,BROAD,USD,PAUSED,5,2,2,0,0,2,2,2,2,52,1.1
"",2024-02-07,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951491,im bored,BROAD,USD,ACTIVE,10,4,4,0,0,4,4,4,4,71,0.61
"",2022-04-27,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951566,free,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,16,18.7
"",2022-06-03,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951541,fun,BROAD,USD,ACTIVE,13,4,4,0,0,4,4,4,4,192,12.68
"",2024-10-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951497,play,BROAD,USD,PAUSED,2,0,0,0,0,0,0,0,0,98,8.43
"",2023-12-02,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951536,free,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,184,19.48
"",2025-08-13,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951531,strategy,BROAD,USD,PAUSED,8,3,3,0,0,3,3,3,3,55,18.07
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,13,0.56
"",2024-06-17,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951532,adventure,EXACT,USD,ACTIVE,4,2,2,0,0,2,2,2,2,175,7.99
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,33,0
"",2024-07-22,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951557,download,EXACT,USD,ACTIVE,6,2,2,0,0,2,2,2,2,63,13.71
"",2023-11-19,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,983951552,kids,BROAD,USD,PAUSED,5,2,2,0,0,2,2,2,2,36,14.49
"",2025-03-16,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951549,play,BROAD,USD,ACTIVE,10,4,4,0,0,4,4,4,4,151,17.54
"",2022-11-07,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,2,1,1,0,0,1,1,1,1,41,2.74
"",2025-05-03,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951537,play,BROAD,USD,PAUSED,20,2,2,0,0,2,2,2,2,190,6.49
"",2024-07-04,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951519,game,EXACT,USD,ACTIVE,1,1,1,0,0,1,1,1,1,139,4.78
"",2023-06-01,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951555,music,BROAD,USD,ACTIVE,11,0,0,0,0,0,0,0,0,181,13.63
"",2023-08-16,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951513,music,BROAD,USD,ACTIVE,23,11,11,0,0,11,11,11,11,181,0.51
"",2023-07-11,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951494,bored,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,10,9.98
"",2023-08-07,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951578,racing,EXACT,USD,ACTIVE,13,2,2,0,0,2,2,2,2,101,14.58
"",2025-06-21,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,983951521,action,BROAD,USD,ACTIVE,4,2,2,0,0,2,2,2,2,49,9.72
"",2022-05-08,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951540,strategy,EXACT,USD,ACTIVE,3,0,0,0,0,0,0,0,0,24,2.59
"",2024-06-05,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951537,play,BROAD,USD,PAUSED,4,0,0,0,0,0,0,0,0,45,4.86
"",2022-11-07,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951496,strategy,BROAD,USD,ACTIVE,9,4,4,0,0,4,4,4,4,117,17.15
"",2025-09-05,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951534,game,EXACT,USD,PAUSED,6,1,1,0,0,1,1,1,1,77,2.72
"",2024-10-21,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951515,adventure,EXACT,USD,PAUSED,12,4,4,0,0,4,4,4,4,189,18.11
"",2024-04-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951495,sports,BROAD,USD,PAUSED,1,0,0,0,0,0,0,0,0,17,8.67
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2025-05-11,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951550,action,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,55,12.92
"",2024-01-27,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951494,bored,BROAD,USD,ACTIVE,5,1,1,0,0,1,1,1,1,86,13.01
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,21,0
"",2025-05-30,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951526,family,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,36,9.04
"",2025-08-03,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951566,free,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,37,10.24
"",2022-07-30,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951573,puzzle,EXACT,USD,ACTIVE,1,0,0,0,0,0,0,0,0,15,8.02
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,2,2,2,0,0,2,2,2,2,139,0.86
"",2024-08-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,11,1,1,0,0,1,1,1,1,79,19.73
"",2022-08-15,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951570,game,BROAD,USD,ACTIVE,23,10,10,0,0,10,10,10,10,195,9.16
"",2024-09-21,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951542,photo,BROAD,USD,ACTIVE,22,1,1,0,0,1,1,1,1,178,1.68
"",2023-10-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,9,1,1,0,0,1,1,1,1,128,16.62
"",2023-05-27,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951545,simulation,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,107,12.12
"",2025-11-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,72,13.25
"",2021-12-27,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951554,simulation,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,40,13.45
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,12,0
"",2024-08-13,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,983951551,puzzle,EXACT,USD,ACTIVE,16,8,8,0,0,8,8,8,8,131,8.94
"",2024-04-06,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951499,photo,EXACT,USD,PAUSED,6,3,3,0,0,3,3,3,3,180,10.69
"",2025-12-01,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,16,1,1,0,0,1,1,1,1,153,9.67
"",2022-01-06,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951539,strategy,BROAD,USD,PAUSED,2,1,1,0,0,1,1,1,1,57,17.9
"",2024-10-28,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951514,kids,EXACT,USD,ACTIVE,11,4,4,0,0,4,4,4,4,88,10.69
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,38,0.49
"",2025-06-15,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951568,strategy,BROAD,USD,ACTIVE,13,6,6,0,0,6,6,6,6,194,16.25
"",2021-12-17,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951558,arcade,BROAD,USD,PAUSED,3,1,1,0,0,1,1,1,1,46,19.72
"",2024-04-12,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951490,dumb games,BROAD,USD,ACTIVE,16,6,6,0,0,6,6,6,6,166,7.86
"",2025-06-23,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951573,puzzle,EXACT,USD,ACTIVE,13,6,6,0,0,6,6,6,6,158,15.92
"",2025-07-16,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,55,2.88
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951509,play,EXACT,USD,ACTIVE,14,5,5,0,0,5,5,5,5,134,14.3
"",2024-04-18,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951505,puzzle,EXACT,USD,PAUSED,11,4,4,0,0,4,4,4,4,146,12.23
"",2024-07-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,11,1,1,0,0,1,1,1,1,102,9.47
"",2025-01-05,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951529,download,BROAD,USD,PAUSED,1,1,1,0,0,1,1,1,1,134,3.09
"",2025-02-20,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951508,family,EXACT,USD,PAUSED,15,7,7,0,0,7,7,7,7,197,11.22
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,9,0
"",2022-10-09,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951528,education,BROAD,USD,PAUSED,1,0,0,0,0,0,0,0,0,36,19.71
"",2023-08-30,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951522,fun,EXACT,USD,ACTIVE,19,6,6,0,0,6,6,6,6,162,6.01
"",2023-08-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951497,play,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,59,1.03
"",2022-10-21,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951546,play,EXACT,USD,ACTIVE,8,2,2,0,0,2,2,2,2,55,4.79
"",2023-10-06,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,36,15.95
"",2023-11-29,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093313,tip cat,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,124,11.5
"",2022-01-04,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951577,simulation,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,40,19.79
"",2024-01-04,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,1,1,1,0,0,1,1,1,1,94,15.98
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,35,9.8
"",2022-12-24,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951519,game,EXACT,USD,ACTIVE,7,1,1,0,0,1,1,1,1,63,2.24
"",2023-12-11,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951535,app,EXACT,USD,ACTIVE,15,2,2,0,0,2,2,2,2,134,16.07
"",2024-11-01,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951501,casual,BROAD,USD,PAUSED,10,0,0,0,0,0,0,0,0,187,14.41
"",2025-02-11,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951532,adventure,EXACT,USD,ACTIVE,1,0,0,0,0,0,0,0,0,150,15.65
"",2025-07-19,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951514,kids,EXACT,USD,ACTIVE,21,0,0,0,0,0,0,0,0,172,15.66
"",2022-02-18,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951578,racing,EXACT,USD,ACTIVE,9,4,4,0,0,4,4,4,4,66,12
"",2023-08-12,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951573,puzzle,EXACT,USD,ACTIVE,1,1,1,0,0,1,1,1,1,26,9.86
"",2022-12-22,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,15,6,6,0,0,6,6,6,6,187,2.17
"",2025-01-03,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951524,music,EXACT,USD,ACTIVE,1,0,0,0,0,0,0,0,0,64,3.91
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2023-02-25,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951558,arcade,BROAD,USD,PAUSED,17,1,1,0,0,1,1,1,1,135,3.95
"",2023-12-25,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951546,play,EXACT,USD,ACTIVE,2,0,0,0,0,0,0,0,0,31,1.74
"",2024-09-26,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951570,game,BROAD,USD,ACTIVE,21,5,5,0,0,5,5,5,5,158,3.4
"",2025-07-01,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951549,play,BROAD,USD,ACTIVE,8,4,4,0,0,4,4,4,4,100,1.72
"",2025-09-22,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951555,music,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,21,9.1
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,5,0,0,0,0,0,0,0,0,101,3.03
"",2021-12-25,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093313,tip cat,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,86,9.59
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,4,2,2,0,0,2,2,2,2,49,0.5
"",2024-06-30,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,14,4.22
"",2023-01-07,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951556,puzzle,EXACT,USD,PAUSED,22,7,7,0,0,7,7,7,7,165,13.2
"",2025-08-27,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951506,strategy,BROAD,USD,ACTIVE,11,4,4,0,0,4,4,4,4,176,7.74
"",2024-05-09,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,12,4,4,0,0,4,4,4,4,81,6.11
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,7,0
"",2022-10-01,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951503,arcade,BROAD,USD,PAUSED,12,3,3,0,0,3,3,3,3,148,15.69
"",2022-10-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951503,arcade,BROAD,USD,PAUSED,13,0,0,0,0,0,0,0,0,154,17.24
"",2025-06-27,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951530,game,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,41,0.6
"",2022-01-18,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951528,education,BROAD,USD,PAUSED,1,1,1,0,0,1,1,1,1,41,1.59
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,49,1.47
"",2023-11-30,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951553,education,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,152,8.9
"",2023-01-23,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951541,fun,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,19,0.96
"",2023-04-03,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951565,play,EXACT,USD,PAUSED,12,3,3,0,0,3,3,3,3,104,8.73
"",2022-10-17,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951564,app,EXACT,USD,PAUSED,17,4,4,0,0,4,4,4,4,187,7.58
"",2023-05-10,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951556,puzzle,EXACT,USD,PAUSED,13,2,2,0,0,2,2,2,2,157,7.21
"",2024-02-08,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951494,bored,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,110,3.27
"",2022-03-22,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951558,arcade,BROAD,USD,PAUSED,2,1,1,0,0,1,1,1,1,15,7.26
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2022-04-17,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951557,download,EXACT,USD,ACTIVE,19,8,8,0,0,8,8,8,8,168,3.06
"",2025-09-19,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951572,adventure,BROAD,USD,PAUSED,2,1,1,0,0,1,1,1,1,16,10.13
"",2023-01-01,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,6,1,1,0,0,1,1,1,1,152,14.28
"",2023-07-02,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951515,adventure,EXACT,USD,PAUSED,1,1,1,0,0,1,1,1,1,15,6.33
"",2024-05-12,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951494,bored,BROAD,USD,ACTIVE,10,0,0,0,0,0,0,0,0,79,13.42
"",2023-01-28,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093314,tip tap cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,16,7.14
"",2022-07-19,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951549,play,BROAD,USD,ACTIVE,23,2,2,0,0,2,2,2,2,200,11.29
"",2024-08-04,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951524,music,EXACT,USD,ACTIVE,14,5,5,0,0,5,5,5,5,108,2.68
"",2025-01-21,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951506,strategy,BROAD,USD,ACTIVE,24,10,10,0,0,10,10,10,10,178,19.32
"",2023-02-05,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,983951520,fun,BROAD,USD,ACTIVE,13,1,1,0,0,1,1,1,1,107,18.81
"",2023-11-01,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,2,1,1,0,0,1,1,1,1,122,15.23
"",2022-05-25,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,6,1,1,0,0,1,1,1,1,63,16.32
"",2024-09-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,5,0,0,0,0,0,0,0,0,35,17.77
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2025-09-26,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951509,play,EXACT,USD,ACTIVE,23,0,0,0,0,0,0,0,0,154,12.45
"",2022-08-03,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,11,18.69
"",2022-11-29,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951554,simulation,BROAD,USD,ACTIVE,15,2,2,0,0,2,2,2,2,160,5.11
"",2024-10-12,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951564,app,EXACT,USD,PAUSED,6,2,2,0,0,2,2,2,2,144,6.28
