source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,match_type,currency,keyword_status,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend
"",2024-04-20,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951574,photo,EXACT,USD,ACTIVE,10,5,5,0,0,5,5,5,5,152,9.77
"",2022-06-02,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951566,free,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,11,7.14
"",2024-07-03,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951513,music,BROAD,USD,ACTIVE,6,2,2,0,0,2,2,2,2,41,11.88
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,2,0
"",2023-05-21,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951523,puzzle,BROAD,USD,PAUSED,2,1,1,0,0,1,1,1,1,94,14.22
"",2024-05-27,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951555,music,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,43,9.19
"",2022-08-21,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951528,education,BROAD,USD,PAUSED,15,4,4,0,0,4,4,4,4,103,1.06
"",2024-02-17,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951545,simulation,BROAD,USD,ACTIVE,8,4,4,0,0,4,4,4,4,71,12.28
"",2023-02-16,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951522,fun,EXACT,USD,ACTIVE,7,1,1,0,0,1,1,1,1,52,9.88
"",2024-01-16,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951515,adventure,EXACT,USD,PAUSED,21,5,5,0,0,5,5,5,5,190,2.72
"",2023-12-04,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951514,kids,EXACT,USD,ACTIVE,28,1,1,0,0,1,1,1,1,194,9.9
"",2022-07-29,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951574,photo,EXACT,USD,ACTIVE,4,2,2,0,0,2,2,2,2,30,17.54
"",2022-08-10,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,983951561,download,EXACT,USD,ACTIVE,9,3,3,0,0,3,3,3,3,191,0.94
"",2024-09-05,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951559,action,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,59,12.16
"",2025-01-04,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,1,0,0,0,0,0,0,0,0,118,2.93
"",2024-02-24,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,2,1,1,0,0,1,1,1,1,20,9.33
"",2025-05-31,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,56,17.18
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,28,0.13
"",2024-05-19,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951510,fun,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,175,0.55
"",2024-04-08,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951503,arcade,BROAD,USD,PAUSED,16,1,1,0,0,1,1,1,1,131,6.2
"",2025-05-23,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951492,relax games,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,56,3.42
"",2022-01-31,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951569,adventure,BROAD,USD,PAUSED,2,0,0,0,0,0,0,0,0,18,14.16
"",2024-08-29,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951535,app,EXACT,USD,ACTIVE,4,0,0,0,0,0,0,0,0,200,4.96
"",2022-02-07,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951530,game,BROAD,USD,ACTIVE,21,2,2,0,0,2,2,2,2,200,8.26
"",2023-06-25,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951533,music,EXACT,USD,ACTIVE,20,8,8,0,0,8,8,8,8,136,16.07
"",2025-06-08,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951528,education,BROAD,USD,PAUSED,8,1,1,0,0,1,1,1,1,82,17.13
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,7,0
"",2023-10-24,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,983951521,action,BROAD,USD,ACTIVE,18,5,5,0,0,5,5,5,5,178,18.61
"",2025-07-28,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,15,7,7,0,0,7,7,7,7,181,14.25
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,74,0
"",2025-10-15,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951564,app,EXACT,USD,PAUSED,2,0,0,0,0,0,0,0,0,177,12.59
"",2024-07-18,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951538,simulation,EXACT,USD,ACTIVE,27,7,7,0,0,7,7,7,7,199,0.99
"",2023-10-25,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,8,1,1,0,0,1,1,1,1,147,11.5
"",2023-04-29,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951566,free,BROAD,USD,ACTIVE,16,6,6,0,0,6,6,6,6,193,8.08
"",2024-09-17,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951510,fun,BROAD,USD,ACTIVE,17,2,2,0,0,2,2,2,2,119,11.19
"",2024-07-12,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951556,puzzle,EXACT,USD,PAUSED,3,1,1,0,0,1,1,1,1,125,0.54
"",2024-11-29,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,46,19.05
"",2024-10-21,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951493,time wasters,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,124,19.37
"",2022-11-08,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951534,game,EXACT,USD,PAUSED,8,1,1,0,0,1,1,1,1,160,16.54
"",2024-12-15,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951526,family,BROAD,USD,ACTIVE,18,9,9,0,0,9,9,9,9,131,13.02
"",2024-05-25,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951570,game,BROAD,USD,ACTIVE,7,0,0,0,0,0,0,0,0,135,12.99
"",2023-04-04,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951506,strategy,BROAD,USD,ACTIVE,12,1,1,0,0,1,1,1,1,131,7.04
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,25,0
"",2022-02-02,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951535,app,EXACT,USD,ACTIVE,20,6,6,0,0,6,6,6,6,161,17.62
"",2023-10-13,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951577,simulation,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,45,2.64
"",2025-01-16,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951538,simulation,EXACT,USD,ACTIVE,3,0,0,0,0,0,0,0,0,31,5.48
"",2022-09-28,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951513,music,BROAD,USD,ACTIVE,7,1,1,0,0,1,1,1,1,92,5.45
"",2025-11-27,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951517,kids,EXACT,USD,PAUSED,12,3,3,0,0,3,3,3,3,80,6.96
"",2025-08-01,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951553,education,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,31,17.62
"",2024-02-17,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951536,free,BROAD,USD,ACTIVE,9,3,3,0,0,3,3,3,3,169,15.65
"",2021-12-06,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951533,music,EXACT,USD,ACTIVE,1,0,0,0,0,0,0,0,0,86,15.69
"",2023-12-17,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951516,action,EXACT,USD,ACTIVE,14,0,0,0,0,0,0,0,0,193,17.57
"",2022-07-10,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951515,adventure,EXACT,USD,PAUSED,3,0,0,0,0,0,0,0,0,115,2.37
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,2,1,1,0,0,1,1,1,1,86,1.7
"",2024-11-13,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951560,puzzle,BROAD,USD,PAUSED,2,0,0,0,0,0,0,0,0,162,1.87
"",2024-02-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951496,strategy,BROAD,USD,ACTIVE,7,1,1,0,0,1,1,1,1,88,6.65
"",2023-04-19,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,16,3,3,0,0,3,3,3,3,121,18.82
"",2025-05-29,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,14,3,3,0,0,3,3,3,3,123,2.4
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2022-10-01,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951518,casual,EXACT,USD,ACTIVE,19,4,4,0,0,4,4,4,4,167,9.19
"",2022-09-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,7,3,3,0,0,3,3,3,3,77,7.48
"",2022-11-24,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951494,bored,BROAD,USD,ACTIVE,7,2,2,0,0,2,2,2,2,145,6.13
"",2025-08-04,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093314,tip tap cat,BROAD,USD,ACTIVE,27,13,13,0,0,13,13,13,13,195,19.88
"",2023-08-24,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951560,puzzle,BROAD,USD,PAUSED,2,0,0,0,0,0,0,0,0,27,4.44
"",2025-09-13,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951575,family,BROAD,USD,ACTIVE,16,7,7,0,0,7,7,7,7,184,9.56
"",2023-06-18,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951515,adventure,EXACT,USD,PAUSED,11,3,3,0,0,3,3,3,3,143,17.44
"",2024-12-23,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,72,15.9
"",2023-04-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,19,11.83
"",2022-03-26,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,15,1,1,0,0,1,1,1,1,111,5.86
"",2025-07-30,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951553,education,BROAD,USD,ACTIVE,12,2,2,0,0,2,2,2,2,180,2.38
"",2025-11-17,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951536,free,BROAD,USD,ACTIVE,17,0,0,0,0,0,0,0,0,139,7.05
"",2024-10-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,60,14.56
"",2024-02-19,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951558,arcade,BROAD,USD,PAUSED,1,0,0,0,0,0,0,0,0,29,4.64
"",2025-08-09,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,10,4,4,0,0,4,4,4,4,100,17.38
"",2025-06-16,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951505,puzzle,EXACT,USD,PAUSED,6,0,0,0,0,0,0,0,0,49,5.38
"",2023-12-02,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951538,simulation,EXACT,USD,ACTIVE,8,1,1,0,0,1,1,1,1,101,3.15
"",2022-04-14,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951501,casual,BROAD,USD,PAUSED,2,0,0,0,0,0,0,0,0,17,2.92
"",2024-06-01,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951526,family,BROAD,USD,ACTIVE,14,4,4,0,0,4,4,4,4,187,10.48
"",2025-10-10,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951534,game,EXACT,USD,PAUSED,4,2,2,0,0,2,2,2,2,150,17.88
"",2023-05-29,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951577,simulation,BROAD,USD,ACTIVE,10,5,5,0,0,5,5,5,5,126,0.78
"",2024-04-17,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,983951561,download,EXACT,USD,ACTIVE,2,0,0,0,0,0,0,0,0,107,2.96
"",2025-05-04,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951547,simulation,BROAD,USD,PAUSED,4,2,2,0,0,2,2,2,2,51,7.74
"",2023-08-23,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951541,fun,BROAD,USD,ACTIVE,12,6,6,0,0,6,6,6,6,81,1.69
"",2023-05-14,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951550,action,BROAD,USD,ACTIVE,6,2,2,0,0,2,2,2,2,40,12.41
"",2023-07-05,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951492,relax games,BROAD,USD,ACTIVE,10,2,2,0,0,2,2,2,2,142,18.25
"",2022-05-08,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951517,kids,EXACT,USD,PAUSED,23,11,11,0,0,11,11,11,11,191,18.71
"",2025-07-02,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951559,action,BROAD,USD,ACTIVE,15,5,5,0,0,5,5,5,5,141,7.22
"",2025-10-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951503,arcade,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,180,6.69
"",2023-02-21,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951523,puzzle,BROAD,USD,PAUSED,1,0,0,0,0,0,0,0,0,38,17.87
"",2023-08-16,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951512,kids,BROAD,USD,PAUSED,5,2,2,0,0,2,2,2,2,199,12.32
"",2024-11-03,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,16,3,3,0,0,3,3,3,3,179,7.39
"",2025-09-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,105,9.56
"",2021-12-04,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951564,app,EXACT,USD,PAUSED,5,0,0,0,0,0,0,0,0,166,16.58
"",2024-02-03,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951538,simulation,EXACT,USD,ACTIVE,13,1,1,0,0,1,1,1,1,110,6.93
"",2022-11-14,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951512,kids,BROAD,USD,PAUSED,16,4,4,0,0,4,4,4,4,190,11.32
"",2023-02-24,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951558,arcade,BROAD,USD,PAUSED,13,5,5,0,0,5,5,5,5,146,18.26
"",2024-10-03,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951547,simulation,BROAD,USD,PAUSED,4,1,1,0,0,1,1,1,1,44,7.3
"",2023-12-25,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951541,fun,BROAD,USD,ACTIVE,9,0,0,0,0,0,0,0,0,107,5.61
"",2025-03-16,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951547,simulation,BROAD,USD,PAUSED,2,0,0,0,0,0,0,0,0,145,12.49
"",2023-08-13,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,983951552,kids,BROAD,USD,PAUSED,7,2,2,0,0,2,2,2,2,106,16.27
"",2022-05-12,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951536,free,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,50,10
"",2022-11-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,9,4,4,0,0,4,4,4,4,78,3.66
"",2025-02-05,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951514,kids,EXACT,USD,ACTIVE,17,1,1,0,0,1,1,1,1,175,14.73
"",2022-03-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951504,game,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,53,12.92
"",2025-06-06,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951560,puzzle,BROAD,USD,PAUSED,6,3,3,0,0,3,3,3,3,108,6.37
"",2025-12-26,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,11,5,5,0,0,5,5,5,5,76,17.65
"",2025-12-03,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,14,5,5,0,0,5,5,5,5,170,5.37
"",2022-01-25,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951574,photo,EXACT,USD,ACTIVE,8,1,1,0,0,1,1,1,1,137,18.75
"",2022-03-12,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951517,kids,EXACT,USD,PAUSED,15,7,7,0,0,7,7,7,7,140,16.92
"",2022-08-10,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951506,strategy,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,38,6.79
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,57,0.66
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,42,0
"",2024-04-03,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951570,game,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,28,11.1
"",2022-01-15,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951524,music,EXACT,USD,ACTIVE,1,1,1,0,0,1,1,1,1,12,2.39
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,39,0.57
"",2022-01-25,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,18,1,1,0,0,1,1,1,1,171,4.05
"",2022-01-24,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951547,simulation,BROAD,USD,PAUSED,14,7,7,0,0,7,7,7,7,132,7.1
"",2024-03-12,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951532,adventure,EXACT,USD,ACTIVE,6,0,0,0,0,0,0,0,0,143,14.62
"",2025-12-03,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951570,game,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,31,8.28
"",2022-08-02,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951556,puzzle,EXACT,USD,PAUSED,9,2,2,0,0,2,2,2,2,89,15.26
"",2022-07-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951503,arcade,BROAD,USD,PAUSED,2,0,0,0,0,0,0,0,0,32,11.92
"",2025-12-22,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951499,photo,EXACT,USD,PAUSED,7,1,1,0,0,1,1,1,1,71,1.65
"",2023-07-26,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951567,download,EXACT,USD,ACTIVE,12,3,3,0,0,3,3,3,3,142,4.4
"",2024-10-09,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951508,family,EXACT,USD,PAUSED,22,9,9,0,0,9,9,9,9,191,5.7
"",2023-08-08,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951496,strategy,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,118,10.24
"",2023-04-30,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951560,puzzle,BROAD,USD,PAUSED,1,0,0,0,0,0,0,0,0,19,13.9
"",2022-06-15,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951575,family,BROAD,USD,ACTIVE,14,6,6,0,0,6,6,6,6,190,8.1
"",2025-02-03,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093313,tip cat,BROAD,USD,ACTIVE,11,5,5,0,0,5,5,5,5,187,6.08
"",2024-05-10,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,16,3,3,0,0,3,3,3,3,126,13.05
"",2024-09-08,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951573,puzzle,EXACT,USD,ACTIVE,10,1,1,0,0,1,1,1,1,194,10.38
"",2023-12-04,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951496,strategy,BROAD,USD,ACTIVE,23,7,7,0,0,7,7,7,7,199,1.98
"",2023-06-23,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951536,free,BROAD,USD,ACTIVE,5,0,0,0,0,0,0,0,0,65,18.6
"",2022-09-30,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951540,strategy,EXACT,USD,ACTIVE,7,2,2,0,0,2,2,2,2,47,6.83
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,31,1.43
"",2023-02-03,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951564,app,EXACT,USD,PAUSED,5,1,1,0,0,1,1,1,1,113,3.79
"",2024-08-29,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,13,0,0,0,0,0,0,0,0,112,18.12
"",2022-07-02,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951491,im bored,BROAD,USD,ACTIVE,33,2,2,0,0,2,2,2,2,269,18.32
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,7,0
"",2025-12-18,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951560,puzzle,BROAD,USD,PAUSED,4,0,0,0,0,0,0,0,0,53,13.47
"",2023-11-24,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951531,strategy,BROAD,USD,PAUSED,4,1,1,0,0,1,1,1,1,44,9.48
