account_id,remote_ip,server_name,timestamp,user_agent,visitor_id,_fivetran_synced,app_id,num_events,num_minutes,page_id,_fivetran_id
_etc_acc,10.20.30.40,fivetran.com,2020-12-13 11:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36,confident_face,2020-12-13 21:45:30.567,-323232,13,3,allevents,
assemblies_class,50.60.70.80,fivetran.com,2021-06-19 09:00:00,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15,mountain_neighbouring,2021-06-19 20:12:35.678,-323232,20,5,allevents,
assemblies_class,50.60.70.80,fivetran.com,2021-06-20 10:00:00,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15,mountain_neighbouring,2021-06-20 21:25:40.789,-323232,23,6,allevents,
famous_modification,90.100.110.120,fivetran.com,2021-04-15 09:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,river_deep,2021-04-15 20:40:45.89,-323232,16,4,allevents,
famous_modification,90.100.110.120,fivetran.com,2021-04-16 10:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,river_deep,2021-04-16 20:55:50.901,-323232,19,5,allevents,
clumsy_tentacle,130.140.150.160,fivetran.com,2021-03-30 19:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36,mountain_high,2021-03-31 08:15:55.012,-323232,12,3,allevents,
clumsy_tentacle,130.140.150.160,fivetran.com,2021-03-31 20:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36,mountain_high,2021-04-01 09:30:10.123,-323232,15,4,allevents,
1sk7ccaeau_acc,37.19.197.209,fivetran.com,2021-07-19 15:00:00,Mozilla/5.0 (Android 11; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0,do_over,2021-07-19 20:08:40.234,-323232,14,3,allevents,
1sk7ccaeau_acc,37.19.197.209,fivetran.com,2021-07-20 16:00:00,Mozilla/5.0 (Android 11; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0,do_over,2021-07-20 20:06:45.345,-323232,10,2,allevents,
billy_idol,97.118.51.167,fivetran.com,2021-07-22 05:00:00,Mozilla/5.0 (Android 11; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,foots_stool,2021-07-22 08:15:25.456,-323232,18,4,allevents,
billy_idol,97.118.51.167,fivetran.com,2021-07-23 06:00:00,Mozilla/5.0 (Android 11; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,foots_stool,2021-07-23 08:13:30.567,-323232,20,5,allevents,
good_day,97.118.51.167,fivetran.com,2021-07-22 03:00:00,Mozilla/5.0 (Android 11; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,visitor_extra_1,2021-07-22 08:11:35.678,-323232,9,2,allevents,
white_wedding,97.118.51.167,fivetran.com,2021-07-23 13:00:00,Mozilla/5.0 (Android 11; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,visitor_extra_2,2021-07-23 20:10:40.789,-323232,11,3,allevents,
new_viewpoint,137.103.4.119,fivetran.com,2021-07-26 19:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,kettle_popcorn,2021-07-26 04:25:45.89,-323232,21,5,allevents,
demurrer_cash,68.225.251.129,fivetran.com,2021-07-25 05:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36,people_affirming,2021-07-25 14:35:50.901,-323232,17,4,allevents,
slingshot_unattended,2607:fea8:8580:c700:f4e1:4a34:6ec6:7619,fivetran.com,2021-07-24 07:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,contradistinction_car,2021-07-24 16:45:05.012,-323232,24,6,allevents,
vengeance_void,167.98.197.195,fivetran.com,2021-07-23 09:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36,poncho_semi,2021-07-23 18:45:15.123,-323232,13,3,allevents,
ethereal_cigarette,190.15.201.55,fivetran.com,2021-07-22 11:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15,looking_unconsciousness,2021-07-22 20:55:25.234,-323232,16,4,allevents,
