objectid,updateddate,bbl,physicalid,woentity,closeddate,createddate,:@computed_region_yeji_bk3q,parkname,latitude,actualfinishdate,wocategory
11382575,,,,Capital,,2020-03-24T13:47:00,5,Allerton Playground,,NaT,Tree Planting
11002449,,,,Expense,,2020-01-20T17:39:00,5,Wishing Well Garden,,NaT,Block Pruning
10383890,2019-09-02T17:33:45,,,Expense,2019-09-02T13:33:44,2019-08-05T20:06:00,5,,,2019-08-15 16:58:27,Block Pruning
16116089,,4076120014.0,18376.0,In-House,,2022-01-04T13:54:42,3,,40.744668,NaT,Risk Mitigation
21407318,,,50553.0,Capital,,2023-08-08T14:10:00,5,,,NaT,Risk Mitigation
22981334,,,25695.0,Expense,,2024-02-01T15:29:47,3,,,NaT,Block Pruning
23934216,,,,Expense,,2024-05-21T13:18:25,5,St. Mary's Park,,NaT,Block Pruning
10946790,,,,Expense,,2020-01-09T15:17:00,2,Amboy Street Garden,,NaT,Stump Removal
22432907,,,58414.0,Expense,,2023-12-04T20:25:58,1,,,NaT,Block Pruning
16929787,,4017700089.0,33715.0,Expense,,2022-03-03T19:11:11,3,,40.750525,NaT,Block Pruning
19430807,,3076020069.0,45269.0,Expense,,2022-11-21T19:43:17,2,,40.624594,NaT,Block Pruning
21178617,,,32988.0,In-House,,2023-07-18T15:48:04,3,,,NaT,Risk Mitigation
22945080,,,34888.0,Expense,,2024-01-30T13:52:57,3,,,NaT,Block Pruning
20849290,,4135860048.0,,Expense,,2023-06-15T18:59:03,3,,40.65863,NaT,Block Pruning
11313428,,,,Expense,,2020-03-13T15:09:00,3,Emerald Playground,,NaT,Block Pruning
22905847,,,25561.0,In-House,,2024-01-25T17:28:58,3,,,NaT,Risk Mitigation
11063702,,,,Expense,,2020-01-30T13:17:00,5,El Batey Borincano Garden,,NaT,Block Pruning
20299510,,4136340050.0,91745.0,Expense,,2023-04-10T14:38:25,3,,40.656672,NaT,Block Pruning
5484211,2016-12-09T14:27:00,,,In-House,2016-12-09T14:27:00,2016-12-09T14:21:00,2,Saratoga Park,,2016-12-07 05:00:00,Risk Mitigation
16732572,,4018560016.0,80442.0,Expense,,2022-02-21T17:38:31,3,,40.737524,NaT,Block Pruning
20497771,,3060050062.0,37883.0,In-House,,2023-05-03T18:09:47,2,,40.62672,NaT,Risk Mitigation
23195718,,,53891.0,Expense,,2024-02-23T19:49:40,1,,,NaT,Block Pruning
22396073,,,,In-House,,2023-11-29T15:45:00,2,Prospect Park,,NaT,Risk Mitigation
24249608,,,,Expense,,2024-06-28T17:46:44,3,Frank Principe Park,,NaT,Block Pruning
26258967,,,,Expense,,2025-03-07T18:36:34,5,Charles W Cooke Farm Garden,,,Block Pruning
11069378,,,,Expense,,2020-01-31T15:56:00,5,Taqwa Community Farm,,NaT,Block Pruning
23615834,,2048560020.0,,Expense,,2024-04-08T15:40:25,2,,40.890717,NaT,Block Pruning
20791769,,,,Expense,,2023-06-13T16:19:00,3,Alley Pond Park,,NaT,Stump Removal
22936287,,,91262.0,Expense,,2024-01-29T18:17:22,3,,,NaT,Block Pruning
23223910,,,71759.0,Expense,,2024-02-28T15:30:29,2,,,NaT,Block Pruning
20690296,,,,In-House,,2023-05-30T12:44:47,5,St. Mary's Park,,NaT,Risk Mitigation
22269352,,,,Expense,,2023-11-07T18:08:08,3,Baisley Pond Park,,NaT,Block Pruning
10505994,2019-08-29T18:39:33,,,In-House,,2019-08-29T14:39:32,3,Forest Park,,NaT,Risk Mitigation
22261795,,,57444.0,Expense,,2023-11-07T19:05:00,5,,,NaT,Block Pruning
20702412,,,,Expense,,2023-05-31T16:27:00,5,,,NaT,Stump Removal
10568939,2019-09-10T18:31:23,,,Expense,,2019-09-10T14:30:57,4,El Jardin Del Paraiso Park,,NaT,Block Pruning
24252397,,4090540061.0,,Expense,,2024-06-28T14:48:23,3,,40.682865,NaT,Block Pruning
17590789,,,81557.0,Permitted,,2022-04-28T18:46:31,4,,40.784783,NaT,Tree Planting
23114710,,,19044.0,Expense,,2024-02-15T13:53:42,3,,,NaT,Block Pruning
16858293,,4017210030.0,75958.0,Expense,,2022-03-01T14:05:58,3,,40.756132,NaT,Block Pruning
11046623,2020-01-28T15:48:44,,,Permitted,,2020-01-28T15:48:00,5,Garrison Park,,NaT,Risk Mitigation
23642312,,,6799.0,Expense,,2024-04-10T19:36:24,3,,,NaT,Stump Removal
23727537,,,,Expense,,2024-04-24T15:43:00,5,Bronx Park,,NaT,Stump Removal
22565439,,,83361.0,Expense,,2023-12-18T14:58:46,3,,,NaT,Block Pruning
743737,,,,In-House,2015-08-05T11:34:00,2015-08-05T11:34:00,3,Forest Park,,2015-08-01 04:00:00,Risk Mitigation
21012082,,,62766.0,Expense,,2023-06-30T11:56:18,2,,,NaT,Misc Work
23153155,,,74977.0,Expense,,2024-02-21T14:51:33,3,,,NaT,Block Pruning
11222296,,,,Expense,,2020-02-28T20:03:00,5,St. Luke's Park,,NaT,Block Pruning
23269094,,,,In-House,,2024-03-04T16:06:37,3,Evergreen Community Garden,,NaT,Risk Mitigation
21586306,,,,Expense,,2023-08-21T21:15:21,5,Bronx Park,,NaT,Stump Removal
23221762,,,71165.0,Expense,,2024-02-28T15:06:29,2,,,NaT,Block Pruning
20269737,,,41740.0,In-House,,2023-04-06T17:38:34,5,Bronx Park,,NaT,Risk Mitigation
22451766,,,29242.0,Expense,,2023-12-06T15:45:55,3,,,NaT,Block Pruning
21914133,,,92434.0,Capital,,2023-09-27T12:43:00,3,,,2023-12-14 05:00:00,Tree Planting
28092597,,,,Expense,,2025-10-09T15:09:22,2,Highland Park,,,Misc Work
17129887,,4012310028.0,27885.0,Expense,,2022-03-17T15:38:52,3,,40.747116,NaT,Block Pruning
23559829,,,,Expense,,2024-04-02T13:42:39,3,,,NaT,Block Pruning
22528732,,,,Expense,,2023-12-14T13:49:33,3,Baisley Pond Park,,NaT,Block Pruning
19894598,,,,Expense,,2023-02-15T17:21:00,5,Youth Village,,NaT,Stump Removal
6784500,2017-08-30T18:57:00,,,In-House,2017-08-30T18:57:00,2017-08-30T18:56:00,2,Prospect Park,,2017-08-28 04:00:00,Risk Mitigation
17743329,,1021990001.0,25033.0,Expense,,2022-05-16T15:55:05,4,,40.861357,NaT,Block Pruning
23348265,,,29082.0,Expense,,2024-03-08T19:16:05,3,,,NaT,Block Pruning
21940701,,,,Expense,,2023-09-28T18:58:36,4,,,2023-11-20 06:00:00,Block Pruning
23546129,,,,In-House,,2024-04-02T12:33:00,3,,,NaT,Risk Mitigation
26363301,,,,In-House,,2025-03-20T13:21:10,5,Pelham Bay Park,,,Risk Mitigation
24244571,,,,Permitted,,2024-06-28T15:24:19,4,Fort Tryon Park,,NaT,Misc Work
11105435,,,,Expense,,2020-02-07T16:58:00,5,Randall Community Garden,,NaT,Block Pruning
13196265,,5056080011.0,,Expense,,2020-12-01T20:04:00,1,,40.554272,NaT,Stump Removal
14870788,,4099910001.0,78657.0,Expense,,2021-08-23T15:16:56,3,,40.697654,NaT,Block Pruning
22857589,,,17571.0,Expense,,2024-01-22T16:13:03,3,,,NaT,Block Pruning
23967014,,,64735.0,Expense,,2024-05-23T18:48:54,2,,,NaT,Block Pruning
21993602,,,,Expense,,2023-10-05T20:58:10,4,,,NaT,Block Pruning
27435394,,,,In-House,,2025-08-09T13:38:37,3,Roy Wilkins Recreation Center,,,Risk Mitigation
19759050,,,,Expense,,2023-01-26T18:36:00,2,Ocean Parkway Malls,,NaT,Stump Removal
11069375,,,,Expense,,2020-01-31T15:53:00,5,Taqwa Community Farm,,NaT,Block Pruning
11079306,,,,Expense,,2020-02-03T17:24:00,5,Green Patch on Walton,,NaT,Block Pruning
21776759,,,,In-House,,2023-09-11T14:35:47,5,Van Cortlandt Park,,2024-06-03 04:00:00,Risk Mitigation
11407680,,,,Expense,,2020-03-26T19:05:00,2,Linwood Playground,40.666325,NaT,Block Pruning
23763990,,,,Expense,,2024-04-26T12:55:11,3,College Point Fields,,NaT,Block Pruning
22572341,,,83330.0,Expense,,2023-12-19T13:09:39,3,,,NaT,Block Pruning
10381068,,,,Expense,,2019-10-23T15:08:00,4,EL BARRIO COMMUNITY GARDEN,,NaT,Block Pruning
11005200,,,,Expense,,2020-01-21T16:12:00,5,Family Group Garden,,NaT,Block Pruning
22350565,,,,Permitted,,2023-11-22T19:03:18,3,,,NaT,Tree Planting
23646323,,,84351.0,Expense,,2024-04-11T13:32:59,3,,,NaT,Block Pruning
21027730,,,,Expense,,2023-07-05T14:36:44,3,,,NaT,Block Pruning
27665503,,,,In-House,,2025-09-02T12:56:43,3,Emerald Playground,,,Risk Mitigation
23555804,,4121090035.0,90304.0,Expense,,2024-04-02T18:24:14,3,,40.670105,NaT,Stump Removal
23855790,,,9880.0,Expense,,2024-05-11T14:43:05,3,,,NaT,Block Pruning
22647228,,,,Expense,,2023-12-28T13:47:59,3,,,NaT,Block Pruning
23665563,,,72062.0,Expense,,2024-04-12T16:11:08,2,,,NaT,Block Pruning
20005537,,,,In-House,,2023-03-06T17:46:30,5,Claremont Park,,NaT,Risk Mitigation
20735888,,,,In-House,,2023-06-05T14:07:01,2,Seth Low Playground/ Bealin Square,,NaT,Risk Mitigation
11070577,,,,Expense,,2020-01-31T15:31:00,5,Taqwa Community Farm,,NaT,Block Pruning
23549439,,,,Expense,,2024-04-02T13:32:20,2,,,NaT,Block Pruning
19157372,,,,Grant,,2022-10-18T17:04:00,4,St. Nicholas Park,,NaT,Tree Planting
