system_code,principal_name,status_descriptions,census_tract,highschool_network,principal_phone_number,geocoded_column
310200011411,Alicia Perez Katz,Open,5600.0,"ORLEN, VIVIAN",212-683-7440,"{'type': 'Point', 'coordinates': [40.741888, -73.985723]}"
310300010009,Katherine Witzke,Open,16900.0,,212-678-2812,"{'type': 'Point', 'coordinates': [40.785234, -73.974256]}"
310300010245,HENRY ZYMECK,Open,16100.0,,917-441-0873,"{'type': 'Point', 'coordinates': [40.780536, -73.977602]}"
321000010159,LUIS LIZ,Open,38500.0,,718-584-6140,"{'type': 'Point', 'coordinates': [40.85568, -73.893136]}"
321000010207,TARA OBRIEN,Open,28900.0,,718-796-9645,"{'type': 'Point', 'coordinates': [40.878327, -73.906197]}"
321100010096,MARTA GARCIA,Open,33201.0,,718-652-4959,"{'type': 'Point', 'coordinates': [40.86073, -73.868986]}"
320900010070,KERRY CASTELLANO,Open,22902.0,,718-583-6000,"{'type': 'Point', 'coordinates': [40.844236, -73.90807]}"
310200011565,Adam Grumbach,Open,11800.0,"ROTONDO, PAUL",212-570-5284,"{'type': 'Point', 'coordinates': [40.765638, -73.959777]}"
332000010201,Robert Ciulla,Open,16600.0,,718-833-9363,"{'type': 'Point', 'coordinates': [40.619043, -74.013749]}"
331900010345,WANDA HOLT,Open,119200.0,,718-647-8387,"{'type': 'Point', 'coordinates': [40.676207, -73.879886]}"
320800010072,MARGARITA COLON,Open,15800.0,,718-822-5311,"{'type': 'Point', 'coordinates': [40.823237, -73.818172]}"
331400011586,KAREN ONISHI,Open,50500.0,"PELLES, KATHY",718-782-0918,"{'type': 'Point', 'coordinates': [40.709765, -73.944463]}"
310300010250,Novella Bailey,Open,18300.0,,212-866-6313,"{'type': 'Point', 'coordinates': [40.795109, -73.973996]}"
320900011404,JEFFREY HOUSTON,Open,13500.0,"ALCOFF, MICHAEL",718-860-1385,"{'type': 'Point', 'coordinates': [40.827455, -73.90392]}"
310600011462,Timothy Sigerson,Open,27700.0,,212-927-1841,"{'type': 'Point', 'coordinates': [40.856532, -73.92606]}"
307500013372,Rosa Amato,Open,11900.0,,718-624-5271,"{'type': 'Point', 'coordinates': [40.676198, -73.9855]}"
310500860864,Achil Petit/Joseph Cordero,Open,22400.0,,212-360-3232,"{'type': 'Point', 'coordinates': [40.811882, -73.947317]}"
310600011211,Samona Tait,Open,29100.0,"WALSH, FRED",212-567-1394,"{'type': 'Point', 'coordinates': [40.865556, -73.925464]}"
310200011400,Amber Najmi Shadid,Open,13900.0,"ORLEN, VIVIAN",212-262-8113,"{'type': 'Point', 'coordinates': [40.767848, -73.98861]}"
320700011527,R LOBIANCO,Open,6100.0,"CINTRON, RICHARD",718-292-7171,"{'type': 'Point', 'coordinates': [40.821828, -73.922366]}"
321000860999,Robert Hiller,Open,30900.0,,718-817-7683,"{'type': 'Point', 'coordinates': [40.877379, -73.912686]}"
332100010281,Maria Bender,Open,30400.0,,718-996-6706,"{'type': 'Point', 'coordinates': [40.594648, -73.993565]}"
320900010128,JORISIS STUPART,Open,14900.0,,718-842-6138,"{'type': 'Point', 'coordinates': [40.83447, -73.900654]}"
320800861044,Dan Rojas,Open,17300.0,,646-790-2145,"{'type': 'Point', 'coordinates': [40.827438, -73.914067]}"
321000010280,JAMES WEEKS,Open,41900.0,,718-405-6360,"{'type': 'Point', 'coordinates': [40.876819, -73.881245]}"
320700860994,Dr. Khalek Kirkland,Open,63.0,,718-860-8774,"{'type': 'Point', 'coordinates': [40.820298, -73.927397]}"
310500010197,Natasha Spann,Open,21200.0,,212-690-5960,"{'type': 'Point', 'coordinates': [40.813532, -73.938347]}"
321000011268,William Gagstetter,Open,40900.0,"WALSH, FRED",718-329-8580,"{'type': 'Point', 'coordinates': [40.869061, -73.897066]}"
320700860920,Andrea d'Amato,Open,7300.0,,718-585-0560,"{'type': 'Point', 'coordinates': [40.814857, -73.912038]}"
310600011346,MARK HOUSE,Open,24100.0,"CINTRON, RICHARD",212-342-6600,"{'type': 'Point', 'coordinates': [40.833695, -73.942074]}"
331700860950,Christina Cotter,Open,34700.0,,718-771-2090,"{'type': 'Point', 'coordinates': [40.67271, -73.928917]}"
310500011157,ROONY VIZCAINO,Open,20600.0,"WALSH, FRED",212-831-5201,"{'type': 'Point', 'coordinates': [40.807019, -73.938714]}"
