property_id,property_name,address_1,difference_from_national_2,strip_mall_gross_floor_area,estimated_data_flag_1,difference_from_national_1,hospital_general_medical_8,alert_meter_has_overlaps,office_gross_floor_area_ft,estimated_values,data_center_pdu_output_meter,electricity_use_grid_purchase,office_number_of_workers,medical_office_mri_machine,municipally_supplied_potable,primary_property_type_self,data_quality_checker_date,hospital_general_medical_15,financial_office_number_of,electricity_use_grid_purchase_1,estimated_data_flag_fuel_1,fuel_oil_5_6_use_kbtu,hospital_general_medical_14,metered_areas_energy,energy_cost,performing_arts_gross_floor,convention_center_gross_floor,costar_property_id,fitness_center_health_club,direct_ghg_emissions_metric,hotel_worker_density_number,energy_star_certification_3,college_university_gross,multifamily_housing_number_6,weather_normalized_site_energy,medical_office_number_of_1,data_center_it_equipment,natural_gas_cost,data_quality_checker_run,multifamily_housing_total_1,restaurant_gross_floor_area,multifamily_housing_total,other_number_of_workers_on,weather_normalized_site_1,energy_star_certification_1,medical_office_number_of,hospital_general_medical_2,nyc_building_identification,k_12_school_gross_floor_area,release_date,ambulatory_surgical_center,office_percent_that_can_be,energy_star_certification_2,community_board,fuel_oil_4_use_kbtu,office_worker_density_number,national_median_energy_cost,retail_store_open_or_closed,national_median_site_eui,electricity_use_generated_2,estimated_savings_from_energy,default_values,district_steam_use_kbtu,hospital_general_medical_11,bank_branch_number_of,difference_from_national,county,multifamily_housing_number,data_center_ups_system
2640566,64-37 223 PLACE,64-37 223 PLACE,Not Available,Not Available,Not Available,-22,Not Available,Ok,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,61.3,Not Available,No,Not Available,0,1124793.4,Not Available,Not Available,0,Yes,1.23457,Not Available,15,Not Available,0.9,Not Available,Not Available,Not Available,4444395,Not Available,2015-04-30T11:05:26.000,Not Available,Not Available,Not Available,411.0,Not Available,Not Available,0,Not Available,121.8,Not Available,0,No,Not Available,Not Available,Not Available,-22,Not Available,26,Not Available
2606040,2001 University Ave,2001 University Avenue,Not Available,Not Available,Not Available,-6.7,Not Available,Ok,Not Available,No,Not Available,1209597.9,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-22,Not Available,Not Available,1209598,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,317.1,Not Available,No,Not Available,78,6875734.4,Not Available,Not Available,60223.42,Yes,1.07016,Not Available,78,Not Available,0.8,Not Available,Not Available,Not Available,2014697,Not Available,2015-04-27T14:28:25.000,Not Available,Not Available,Not Available,205.0,Not Available,Not Available,Not Available,Not Available,105.5,Not Available,0,No,Not Available,Not Available,Not Available,-6.7,Bronx,145,Not Available
2408431,Carnegie Hall Tower ll,152 West 57th Street,Not Available,Not Available,Not Available,-14.6,Not Available,Ok,555659,No,Not Available,38819842.8,1718.55,Not Available,Not Available,Office,2015-04-30,Not Available,Not Available,38819859.4,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,54207319.1,Not Available,Not Available,Not Available,Yes,Not Available,700,Not Available,8,Not Available,Not Available,Not Available,Not Available,1084455,Not Available,2015-04-30T19:42:16.000,Not Available,99.05,Not Available,105.0,Not Available,3.09281,Not Available,Not Available,107.4,Not Available,0,Yes,16282144,Not Available,Not Available,-14.6,Manhattan,Not Available,2N
2539004,"Franhill Realty, LLC",205-07 Hillside Avenue,Not Available,Not Available,Not Available,-15.1,Not Available,Ok,32778,No,Not Available,1199734.7,75.39,Not Available,Not Available,Office,2015-06-12,Not Available,13.68,1199734.6,Not Available,Not Available,Not Available,"Common Area Hot Water, Common Area Plug Load/Electricity, Common Area Heating, Tenant Plug Load/Electricity, Tenant Hot Water, Tenant Cooling, Tenant Heating, Common Area Cooling",96017.98,Not Available,Not Available,Not Available,Not Available,61.4,Not Available,No,Not Available,Not Available,2280942.1,Not Available,Not Available,12158.42,Yes,Not Available,Not Available,Not Available,Not Available,0.3,Not Available,Not Available,Not Available,4224410,Not Available,2015-06-12T10:39:36.000,Not Available,100,Not Available,408.0,Not Available,2.3,113088.44,Not Available,70,Not Available,0,Yes,Not Available,Not Available,Not Available,-15.1,USA,Not Available,Not Available
2614195,344 West 38th Street,344 West 38th Street,Not Available,Not Available,Not Available,44.3,Not Available,Ok,15000,No,Not Available,1848557,42,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,1848557.1,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,375.3,Not Available,No,Not Available,0,8285124.9,Not Available,Not Available,0,No,0.31098,Not Available,25,Not Available,0.7,Not Available,Not Available,Not Available,1013628,Not Available,2015-04-30T20:54:28.000,Not Available,66.67,Not Available,104.0,Not Available,2.8,0,Not Available,64.8,Not Available,0,Yes,Not Available,Not Available,Not Available,44.3,Not Available,50,Not Available
2604084,47 East 91st Street Condominium,47 East 91st Street,Not Available,Not Available,Not Available,30.9,Not Available,Ok,Not Available,No,Not Available,2320444.8,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-01,Not Available,Not Available,2320444.9,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,88.2,Not Available,No,Not Available,0,3867942.7,Not Available,Not Available,0,Yes,0.2182,Not Available,10,Not Available,0.3,Not Available,Not Available,Not Available,1047046,Not Available,2015-04-29T13:01:16.000,Not Available,Not Available,Not Available,108.0,Not Available,Not Available,0,Not Available,56.4,Not Available,0,No,Not Available,Not Available,15,30.9,New York,40,Not Available
2637228,200 Clinton Street,200 Clinton Street,Not Available,Not Available,Not Available,-26.1,Not Available,Ok,1315,No,Not Available,715061.9,5,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,715062.1,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,271.5,Not Available,No,Not Available,77,5531626.4,6.34,Not Available,22873.13,No,1.05295,1900,77,2,0.6,Not Available,Not Available,Not Available,3002734,Not Available,2015-04-03T10:15:49.000,Not Available,100,Not Available,302.0,Not Available,3.80228,Not Available,1.04167,97.9,Not Available,0,Yes,Not Available,Not Available,Not Available,-26.1,Not Available,92,Not Available
2636664,525 West End Avenue - 8530,525 West End Avenue,Not Available,Not Available,Not Available,-19.7,Not Available,Ok,Not Available,No,Not Available,2355136.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,2355136.4,No,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,754.6,Not Available,No,Not Available,0,11425644.5,11,Not Available,Not Available,No,0.62017,Not Available,114,Not Available,Not Available,Not Available,Not Available,Not Available,1033916,Not Available,2015-04-09T12:37:21.000,Not Available,Not Available,Not Available,107.0,10023191.7,Not Available,Not Available,Not Available,81.6,Not Available,0,Yes,Not Available,Not Available,Not Available,-19.7,New York,160,Not Available
1216329,FDA Queens,158-15 Liberty Ave,Not Available,Not Available,Not Available,305.5,Not Available,Ok,95272,No,Not Available,29900534.5,153,Not Available,Not Available,Other,2015-04-15,Not Available,Not Available,29900533.1,Not Available,Not Available,Not Available,Whole Building,1878890.15,Not Available,Not Available,Not Available,Not Available,2286.5,Not Available,No,Not Available,Not Available,70366147.7,Not Available,Not Available,318446.56,Yes,Not Available,Not Available,Not Available,137,1.3,Not Available,Not Available,Not Available,4467556,Not Available,2015-04-29T09:01:29.000,Not Available,100,Not Available,412.0,Not Available,1.60593,463368.13,Not Available,64,Not Available,0,No,Not Available,Not Available,Not Available,305.5,Queens,Not Available,Not Available
2597872,New Amsterdam Theater,214 W 42nd St,Not Available,Not Available,Not Available,330.1,Not Available,Ok,Not Available,No,Not Available,12052771.8,Not Available,Not Available,Not Available,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,12052770.6,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,305.7,Not Available,No,Not Available,Not Available,17444212.9,Not Available,Not Available,20299.98,No,Not Available,Not Available,Not Available,Not Available,0.4,Not Available,Not Available,Not Available,1024660,Not Available,2015-05-01T23:57:19.000,Not Available,Not Available,Not Available,105.0,Not Available,Not Available,Not Available,Not Available,34.5,Not Available,0,No,Not Available,Not Available,Not Available,330.1,New York,Not Available,Not Available
2558329,GC 200 Madison,200 Madison,Not Available,Not Available,Not Available,-24.1,Not Available,Ok,603877,No,Not Available,37933402.7,1750,Not Available,Not Available,Office,2015-04-10,Not Available,Not Available,37933387.7,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,50967445.8,Not Available,Not Available,Not Available,Yes,Not Available,1405,Not Available,69,Not Available,11/13/2013,Not Available,Not Available,1017122,Not Available,2015-04-20T15:15:41.000,Not Available,100,07/31/2014,,Not Available,2.89794,Not Available,0.07781,106.3,Not Available,0,No,15271419.8,Not Available,Not Available,-24.1,Not Available,Not Available,Not Available
1721249,Hines 750 Seventh,750 Seventh Avenue,Not Available,Not Available,Not Available,-29.6,Not Available,Ok,631551,No,Not Available,36131906.4,1786,Not Available,Not Available,Office,2015-05-27,Not Available,Not Available,36131919.9,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,16.8,Not Available,No,Not Available,Not Available,49421599.4,Not Available,Not Available,4241.07,Yes,Not Available,Not Available,Not Available,Not Available,0,05/06/2015,Not Available,Not Available,1024795,Not Available,2015-05-27T16:43:49.000,Not Available,99.84,02/28/2016,105.0,Not Available,2.82796,Not Available,Not Available,111.8,Not Available,0,No,14138640.6,Not Available,Not Available,-29.6,Not Available,Not Available,N+1
2587952,26 CT ASSOCIATES LLC,26 CT STREET,Not Available,Not Available,Not Available,-42.6,Not Available,Ok,293000,No,Not Available,11383967,1300,Not Available,Not Available,Office,2015-04-29,Not Available,Not Available,11383967.4,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,793.9,Not Available,Yes,Not Available,Not Available,25370877.7,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,0.5,Not Available,Not Available,Not Available,3002094,Not Available,2015-04-29T18:33:28.000,Not Available,100,Not Available,,Not Available,4.43686,Not Available,Not Available,156.5,Not Available,0,No,Not Available,Not Available,Not Available,-42.6,Not Available,Not Available,Not Available
2564600,509 48th Avenue - 5th Street Lofts Condominium,509 48th Avenue,Not Available,Not Available,Not Available,-18.3,Not Available,Ok,Not Available,No,Not Available,3462695.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,3462695.5,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,248.1,Not Available,No,Not Available,118,7843816.5,Not Available,Not Available,Not Available,No,0.75797,Not Available,118,Not Available,0.3,Not Available,Not Available,Not Available,4536962,Not Available,2015-07-31T15:12:54.000,Not Available,Not Available,Not Available,402.0,Not Available,Not Available,Not Available,Not Available,63.9,Not Available,0,No,Not Available,Not Available,Not Available,-18.3,Not Available,180,Not Available
2386556,2 Sutton Place South,2 Sutton Place South,Not Available,Not Available,Not Available,-16,Not Available,Ok,Not Available,No,Not Available,3218974.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,3218974.3,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,586.5,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0.58451,Not Available,127,Not Available,Not Available,Not Available,Not Available,Not Available,1040470,Not Available,2015-07-31T15:12:54.000,Not Available,Not Available,Not Available,106.0,Not Available,Not Available,Not Available,Not Available,78.1,Not Available,0,No,Not Available,Not Available,Not Available,-16,Not Available,214,Not Available
1839071,315 Hudson LLC,315 Hudson St,Not Available,Not Available,Not Available,-34.7,Not Available,Ok,392134,No,Not Available,18344223.4,808,Not Available,Not Available,Office,2015-04-24,Not Available,Not Available,18344222.2,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,811,Not Available,No,Not Available,Not Available,27802223.3,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,0.1,12/15/2014,Not Available,Not Available,1010362,Not Available,2015-04-28T15:12:32.000,Not Available,100,08/31/2015,102.0,Not Available,2.06052,Not Available,0,108.2,Not Available,0,No,Not Available,Not Available,Not Available,-34.7,Not Available,Not Available,Not Available
2598113,478-482 Broadway,478-482 Broadway,Not Available,Not Available,Not Available,222.4,Not Available,Ok,Not Available,No,Not Available,5745981.8,Not Available,Not Available,Not Available,Retail Store,Not Available,Not Available,Not Available,5745982,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,165.4,Not Available,No,Not Available,0,7785668.8,Not Available,Not Available,Not Available,No,0.36306,Not Available,3,Not Available,0,Not Available,Not Available,Not Available,1079887;1079888,Not Available,2015-04-30T19:15:21.000,Not Available,Not Available,Not Available,102.0,Not Available,Not Available,Not Available,0,45,Not Available,0,Yes,Not Available,Not Available,Not Available,222.4,New York,11.57,Not Available
2503868,Trinity- 10 Hudson Square,160-170 Varick Street,Not Available,Not Available,Not Available,-22,Not Available,Ok,299994,No,Not Available,23424949.6,2155,Not Available,Not Available,Office,Not Available,Not Available,Not Available,23424949.5,No,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,714,Not Available,No,Not Available,Not Available,31659041.9,Not Available,Not Available,961.68,No,Not Available,Not Available,Not Available,Not Available,0,06/07/2013,Not Available,Not Available,1007825,Not Available,2015-04-29T11:46:45.000,Not Available,100,04/30/2014,102.0,9454242.3,7.18348,Not Available,Not Available,140.7,Not Available,0,No,Not Available,Not Available,Not Available,-22,Not Available,Not Available,Not Available
2612590,1445 SHORE PKWY PLPM,1445 SHORE PKWY PLPM,Not Available,Not Available,Not Available,-17,Not Available,Ok,Not Available,No,Not Available,1318691.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,1318691.3,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,275.9,Not Available,Yes,Not Available,87,6289776,Not Available,Not Available,0,No,1.01449,Not Available,87,Not Available,0.6,Not Available,Not Available,Not Available,3336454,Not Available,2015-04-30T16:30:39.000,Not Available,Not Available,Not Available,311.0,Not Available,Not Available,0,Not Available,91.5,Not Available,0,No,Not Available,Not Available,Not Available,-17,Not Available,120,Not Available
2638939,130 Jane St.,130 Jane Street,Not Available,Not Available,Not Available,-5.8,Not Available,Ok,Not Available,No,Not Available,1262535,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,1262535.2,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,142.9,Not Available,No,Not Available,58,3807884.2,Not Available,Not Available,0,No,1.14128,Not Available,58,Not Available,0.5,Not Available,Not Available,Not Available,1012075,Not Available,2015-04-30T14:18:35.000,Not Available,Not Available,Not Available,102.0,Not Available,Not Available,0,Not Available,82.6,Not Available,0,No,Not Available,Not Available,Not Available,-5.8,Not Available,84,Not Available
2614202,845 1st Ave,845 1st Ave,Not Available,Not Available,Not Available,26.9,Not Available,Ok,Not Available,No,Not Available,25212014.8,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-30,Not Available,Not Available,25212015.2,Not Available,Not Available,Not Available,Whole Building,881213.9,Not Available,Not Available,Not Available,Not Available,23.7,Not Available,No,Not Available,0,61491878.3,Not Available,Not Available,0,Yes,0.43083,Not Available,372,Not Available,0,Not Available,Not Available,Not Available,1038909,Not Available,2015-04-30T14:20:15.000,Not Available,Not Available,Not Available,106.0,Not Available,Not Available,694251.06,Not Available,58,Not Available,0,No,37913333.4,Not Available,Not Available,26.9,Not Available,678,Not Available
1557168,2 Park Avenue,2 Park Avenue,Not Available,Not Available,Not Available,-29.1,Not Available,Ok,872984,No,Not Available,46981997.2,2400,Not Available,Not Available,Office,Not Available,Not Available,25,46982011.7,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,67447611.4,Not Available,Not Available,Not Available,No,Not Available,13199,Not Available,20,Not Available,01/06/2015,Not Available,Not Available,1017019,Not Available,2015-04-28T19:58:44.000,Not Available,100,08/31/2015,105.0,Not Available,2.74919,Not Available,0.33847,107.9,Not Available,0,No,23161963.3,Not Available,Not Available,-29.1,Not Available,Not Available,Not Available
2563301,Excellence Boys Charter School of Bedford Stuyvesant,225 Patchen Avenue,Not Available,Not Available,Not Available,-9.2,Not Available,Ok,Not Available,No,Not Available,2658799.8,Not Available,Not Available,Not Available,K-12 School,Not Available,Not Available,Not Available,2658800,Not Available,Not Available,Not Available,Whole Building,199868.17,Not Available,Not Available,Not Available,Not Available,162.4,Not Available,No,Not Available,Not Available,5495188.5,Not Available,Not Available,29878.83,No,Not Available,Not Available,Not Available,Not Available,0.3,Not Available,Not Available,Not Available,Not Available,90000,2015-04-30T11:45:25.000,Not Available,Not Available,Not Available,,Not Available,Not Available,220119.41,Not Available,69.9,Not Available,11544,No,Not Available,Not Available,Not Available,-9.2,Kings,Not Available,Not Available
2639872,Winter- 111 Fifth Ave,111 Fifth Ave,Not Available,Not Available,Not Available,-36.1,Not Available,Ok,202859,No,Not Available,11775773.9,643,Not Available,Not Available,Office,Not Available,Not Available,Not Available,11775774.2,Not Available,5738341.4,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,442.9,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,2717.61,No,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1016145,Not Available,2015-04-22T15:21:30.000,Not Available,100,Not Available,105.0,Not Available,3.16969,Not Available,0.026,114.9,Not Available,0,No,Not Available,Not Available,Not Available,-36.1,Not Available,Not Available,Not Available
2587913,MMS434 - 5030 Broadway,5020-5030 Broadway,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,83450,No,Not Available,18937005,146.01,0,Not Available,Self-Storage Facility,2015-04-28,Not Available,Not Available,18937006,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,198.2,Not Available,No,14347,Not Available,22442097.8,10.79,Not Available,44195.98,Yes,Not Available,Not Available,Not Available,1,Not Available,Not Available,0,Not Available,1064883,Not Available,2015-04-29T10:09:48.000,Not Available,100,Not Available,112.0,Not Available,1.74969,Not Available,Not Available,Not Available,Not Available,0,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2535600,175 lawrence,175 lawrence avenue,Not Available,Not Available,Not Available,-37,Not Available,Ok,105000,No,Not Available,3517726.4,185,Not Available,Not Available,Office,Not Available,Not Available,Not Available,3517727.6,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,178,Not Available,Yes,Not Available,Not Available,6796378.1,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,2015-04-20T09:09:54.000,Not Available,89.29,Not Available,314.0,Not Available,1.7619,Not Available,Not Available,103.9,Not Available,0,No,Not Available,Not Available,Not Available,-37,kings,Not Available,Not Available
2640548,224-01 69 AVENUE,224-01 69 AVENUE,Not Available,Not Available,Not Available,-7.8,Not Available,Ok,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,64.9,Not Available,No,Not Available,0,1192003.2,Not Available,Not Available,0,Yes,1.28736,Not Available,14,Not Available,1.1,Not Available,Not Available,Not Available,4444406;4460246;4460247;4460248;4453062  4460220  4460230  4460233  4460237  4460241  4444403  4444404  4444405  4444406  4444407  4444408  4444409  4444410  4444411  4444412  4444413  4444414  4444415  4444416  4453021  4453023  4453024  4453025  4453031  4453032  4453036  4453045  4453048  4453051  4460250  4460251  4460252  4460253  4460254  4539767  4539768  4539769  4539770  4539771  4539772  4539773  4539774  4539775  4539776  4539777  4453054  4453055  4453059  4460215  4460216  4460217  4460218  4460219  4460221  4460222  4460223  4460224  4460225  4460226  4460227  4460228  4460229  4460231  4460232  4460234  4460235  4460236  4460238  4460239  4460242  4460243  4460244,Not Available,2015-04-30T11:05:26.000,Not Available,Not Available,Not Available,411.0,Not Available,Not Available,0,Not Available,121.8,Not Available,0,No,Not Available,Not Available,Not Available,-7.8,Not Available,24,Not Available
2640571,67-13 224 STREET,67-13 224 STREET,Not Available,Not Available,Not Available,35.8,Not Available,Ok,Not Available,No,Not Available,193113.9,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-29,Not Available,Not Available,193113.9,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,64.9,Not Available,No,Not Available,0,1385117,Not Available,Not Available,0,Yes,1.28736,Not Available,14,Not Available,1.1,Not Available,Not Available,Not Available,4444412,Not Available,2015-04-30T11:05:26.000,Not Available,Not Available,Not Available,411.0,Not Available,Not Available,0,Not Available,95.8,Not Available,0,No,Not Available,Not Available,Not Available,35.8,Not Available,24,Not Available
2533749,CBRE-5 Penn Plaza,5 Penn Plaza,Not Available,Not Available,Not Available,-28.6,Not Available,Ok,645108,No,Not Available,41353153.5,2017.25,Not Available,Not Available,Office,2015-04-24,Not Available,5.59,41353167,No,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,1278.8,Not Available,No,Not Available,Not Available,57138368.8,Not Available,Not Available,8671.13,Yes,Not Available,7282,Not Available,Not Available,0,06/25/2014,Not Available,Not Available,1013547,Not Available,2015-04-29T14:53:28.000,Not Available,100,03/31/2015,104.0,16095467.2,3.127,Not Available,Not Available,125.8,Not Available,0,No,Not Available,Not Available,Not Available,-28.6,Not Available,Not Available,Not Available
2637474,341-349 W50th (Polyclinic),341-349 W 50 Street,Not Available,Not Available,Not Available,26.9,Not Available,Ok,Not Available,No,Not Available,2997177.3,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-30,Not Available,Not Available,2997177.2,No,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,1060.6,Not Available,No,Not Available,0,17782074.4,Not Available,Not Available,0,Yes,1.00666,Not Available,151,Not Available,0.4,Not Available,Not Available,Not Available,1082646,Not Available,2015-05-01T21:11:13.000,Not Available,Not Available,Not Available,104.0,9617808.9,Not Available,Not Available,Not Available,99.6,Not Available,0,No,Not Available,Not Available,Not Available,26.9,Not Available,222,Not Available
2631036,200 Park Avenue South,200 Park Avenue South,Not Available,Not Available,Not Available,-27.4,Not Available,Ok,242661,No,Not Available,15578101.7,769,Not Available,Not Available,Office,Not Available,Not Available,Not Available,15578100.2,Not Available,8213100.2,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,624.9,Not Available,Yes,Not Available,Not Available,23298867.1,21,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1016131,Not Available,2015-04-29T12:02:19.000,Not Available,100,Not Available,105.0,Not Available,3.16903,Not Available,0.07115,115.5,Not Available,0,No,Not Available,Not Available,16,-27.4,Not Available,Not Available,Not Available
2379262,Trinity - 345 Hudson,345 Hudson street,Not Available,Not Available,Not Available,-22,Not Available,Ok,886060,No,Not Available,62928837.5,2655,Not Available,Not Available,Office,Not Available,Not Available,17,62928846.7,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,1495.1,Not Available,No,Not Available,Not Available,87272627.2,Not Available,Not Available,57874.34,No,Not Available,2305,Not Available,Not Available,0.2,12/18/2012,Not Available,Not Available,1010378,Not Available,2015-04-29T11:46:45.000,Not Available,100,08/31/2013,102.0,Not Available,2.99641,Not Available,0.22704,125.3,Not Available,0,No,0,Not Available,Not Available,-22,Not Available,Not Available,Not Available
2597503,NATIONWIDE MGMT CORP,625 WEST 55TH STREET,Not Available,Not Available,Not Available,-27.7,Not Available,Ok,80000,No,Not Available,2499976.4,110,Not Available,Not Available,Office,Not Available,Not Available,Not Available,2499976.5,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,331.7,Not Available,Yes,Not Available,Not Available,6779608.2,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1027157,Not Available,2015-04-28T15:02:45.000,Not Available,100,Not Available,104.0,Not Available,1.375,Not Available,Not Available,103,Not Available,0,No,Not Available,Not Available,Not Available,-27.7,Not Available,Not Available,Not Available
2614190,86-25 VAN WYCK EXPY ENTM,86-25 VAN WYCK EXPY ENTM,Not Available,Not Available,Not Available,1,Not Available,Ok,Not Available,No,Not Available,3592825.4,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,3592825.8,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,732,Not Available,No,Not Available,201,17010229.5,Not Available,Not Available,0,No,1.20079,Not Available,201,Not Available,0.8,Not Available,Not Available,Not Available,4206487,Not Available,2015-04-30T16:30:39.000,Not Available,Not Available,Not Available,408.0,Not Available,Not Available,0,Not Available,102.7,Not Available,0,No,Not Available,Not Available,Not Available,1,Not Available,370,Not Available
2640595,193-15 69 Ave,193-15 69 Ave,Not Available,Not Available,Not Available,175.9,Not Available,Ok,Not Available,No,Not Available,786164.9,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-23,Not Available,Not Available,786165.1,Not Available,Not Available,Not Available,Whole Building,49124.23,Not Available,Not Available,Not Available,Not Available,229.7,Not Available,No,Not Available,0,5110334.9,Not Available,Not Available,0,Yes,1,Not Available,20,Not Available,2.2,Not Available,Not Available,Not Available,4453874,Not Available,2015-04-24T12:18:05.000,Not Available,Not Available,Not Available,408.0,Not Available,Not Available,17806.09,Not Available,92.6,Not Available,0,No,Not Available,Not Available,Not Available,175.9,Not Available,38,Not Available
2564636,110 Third Avenue,110 Third Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,No,Not Available,4189093.6,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,4189093.2,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,2.5,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0.67878,Not Available,77,Not Available,0,Not Available,Not Available,Not Available,1087620,Not Available,2015-07-31T15:12:54.000,Not Available,Not Available,Not Available,103.0,Not Available,Not Available,163950.89,Not Available,59.6,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,155,Not Available
2614204,502 PARK AVE,502 PARK AVE,Not Available,Not Available,Not Available,46.4,Not Available,Ok,Not Available,No,Not Available,11445564.6,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-30,Not Available,Not Available,11445564.2,Not Available,Not Available,Not Available,Whole Building,336020.51,Not Available,Not Available,Not Available,Not Available,6.8,Not Available,No,Not Available,0,23975338.7,Not Available,Not Available,0,Yes,0.44893,Not Available,138,Not Available,0,Not Available,Not Available,Not Available,1040756,Not Available,2015-04-30T14:20:15.000,Not Available,Not Available,Not Available,108.0,Not Available,Not Available,229531.48,Not Available,54.8,Not Available,0,No,13075959.5,Not Available,Not Available,46.4,Not Available,251,Not Available
