property_id,property_name,nyc_building_identification,address_1,year_built,office_percent_that_can_be,largest_property_use_type_1,retail_store_number_of_open,multifamily_housing_percent_1,municipally_supplied_potable_3,parent_property_id,non_refrigerated_warehouse,convention_center_gross_floor,hospital_general_medical_8,medical_office_gross_floor,district_steam_use_kbtu,fuel_oil_2_use_kbtu,net_emissions_metric_tons,year_ending,estimated_values_water,site_eui_kbtu_ft,report_submission_date,report_generation_date,temporary_values,worship_facility_gross_floor,multifamily_housing_number_7,property_gfa_calculated,direct_ghg_emissions_metric,electricity_use_generated_2,leed_us_project_id,diesel_2_use_kbtu,list_of_all_property_use,estimated_data_flag_fuel_2,alert_energy_meter_has_single,direct_ghg_emissions_intensity,weather_normalized_site_eui,total_location_based_ghg,postal_code,electricity_use_grid_purchase_2,reason_s_for_no_score,third_party_certification_1,multifamily_housing_number_5,courthouse_gross_floor_area,last_modified_date_property,energy_star_certification_1,last_modified_date_water,national_median_site_eui,number_of_active_it_meters,hotel_gym_fitness_center,multifamily_housing_total_1,site_energy_use_kbtu,office_gross_floor_area_ft,movie_theater_gross_floor,alert_energy_no_meters,default_values,natural_gas_use_kbtu,social_meeting_hall_gross,medical_office_percent_that,third_party_certification,estimated_data_flag_fuel,fuel_oil_4_use_kbtu
2956163,Red Group:  156 Beach 9th Street,4537516,156 Beach 9th Street UNIT 1,2007,100,64984,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59.8,2022-12-31T00:00:00.000,No,15.4,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,1.35418,86984,59.8,Not Available,Not Available,Not Available,"Office (8000.0), Multifamily Housing (64984.0), Parking (14000.0)",Not Available,Ok,0.8,15.8,59.8,11691,Not Available,Not Available,Not Available,0,Not Available,2023-04-10T00:00:00.000,Not Available,2023-04-10T00:00:00.000,131.2,0,Not Available,1.35418,1125066,8000,Not Available,Ok,False,1125066,Not Available,Not Available,Not Available,Not Available,Not Available
2546299,Pelican: 628 West 151st Street,1062451,628 West 151st Street,1914,Not Available,62604,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,253.4,2022-12-31T00:00:00.000,No,68.7,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,1.03827,62604,186.6,Not Available,Not Available,Not Available,Multifamily Housing (62604.0),Not Available,Ok,3,70.2,253.4,10031,231830,Not Available,Not Available,0,Not Available,2023-03-22T00:00:00.000,Not Available,2023-02-24T00:00:00.000,100.8,0,Not Available,1.03827,4303703.9,Not Available,Not Available,Ok,False,3512700,Not Available,Not Available,Not Available,Not Available,Not Available
20406368,1439 Unionport Rd,2028967,1439 Unionport Rd,1950,Not Available,26025,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,361.6,2022-12-31T00:00:00.000,No,185.8,2023-04-27T15:48:00.000,2023-04-27T15:47:00.000,False,Not Available,Not Available,52500,79.6,Not Available,Not Available,Not Available,"Supermarket/Grocery Store (26025.0), Parking (26475.0)",Not Available,Ok,3.1,186.9,361.6,10462,977856,Not Available,Not Available,Not Available,Not Available,2023-04-05T00:00:00.000,Not Available,2023-04-05T00:00:00.000,162.5,0,Not Available,Not Available,4834744.6,Not Available,Not Available,Ok,False,1498300,Not Available,Not Available,Not Available,Not Available,Not Available
2596985,Sibling:  68-64 Yellowstone Blvd,4051286,68-64 Yellowstone Blvd,1939,Not Available,149800,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,581.4,2022-12-31T00:00:00.000,No,67.1,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.73431,149800,452.7,Not Available,Not Available,Not Available,Multifamily Housing (149800.0),Not Available,Ok,3,68.8,581.4,11375,446318,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,86.8,0,Not Available,0.73431,10045137.2,Not Available,Not Available,Ok,False,8522300.2,Not Available,Not Available,Not Available,Not Available,Not Available
2661787,1270 Realty Co. LLC,3180703,1270 East 19th Street,1931,Not Available,97620,Not Available,0,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,353.5,2022-12-31T00:00:00.000,No,63.1,2023-03-28T11:53:00.000,2023-03-28T11:53:00.000,False,Not Available,0.78877,97620,282.3,Not Available,Not Available,Not Available,Multifamily Housing (97620.0),Not Available,Ok,2.9,63.6,353.5,11230,246957,Not Available,Not Available,0,Not Available,2023-03-08T00:00:00.000,Not Available,2023-02-27T00:00:00.000,86.2,0,Not Available,0.78877,6156817.2,Not Available,Not Available,Ok,False,5314199.9,Not Available,Not Available,Not Available,Not Available,Not Available
7534450,110 East 138th Street,2000815,110 East 138 Street,1957,Not Available,30284,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2022-12-31T00:00:00.000,No,Not Available,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,Not Available,30284,Not Available,Not Available,Not Available,Not Available,Retail Store (30284.0),Not Available,Ok,Not Available,Not Available,Not Available,10451,Not Available,There is not 12 full months of meter data.,Not Available,Not Available,Not Available,2020-04-29T00:00:00.000,Not Available,2019-07-31T00:00:00.000,51.4,0,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
20805143,Witnick - 145 Henry Street,3001884,145 Henry Street,1922,Not Available,40410,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94,2022-12-31T00:00:00.000,No,35.1,2023-03-06T18:18:00.000,2023-03-06T18:17:00.000,False,Not Available,1.03935,40410,43.7,Not Available,Not Available,Not Available,Multifamily Housing (40410.0),Not Available,Ok,1.1,35.1,94,11201,174277,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-24T00:00:00.000,72.1,0,Not Available,1.03935,1417033.2,Not Available,Not Available,Ok,False,822400,Not Available,Not Available,Not Available,Not Available,Not Available
24774651,Living - 68 Richardson St,3329987 ; 3329988 ; 3338062,68 Richardson St,2004,Not Available,32532,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85.2,2022-12-31T00:00:00.000,No,33.8,2023-04-27T11:43:00.000,2023-04-27T11:43:00.000,False,Not Available,0.76847,32532,13.2,Not Available,Not Available,Not Available,Multifamily Housing (32532.0),Not Available,Ok,0.4,34.3,85.2,11211,249844,Not Available,Not Available,0,Not Available,2023-04-02T00:00:00.000,Not Available,2023-02-15T00:00:00.000,56.8,0,Not Available,0.76847,1100367.7,Not Available,Not Available,Ok,False,247900,Not Available,Not Available,Not Available,Not Available,Not Available
16391672,30 East 9th Street,1009090,30 East 9th Street,1955,Not Available,136649,10,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1130.9,2022-12-31T00:00:00.000,No,96.8,2023-04-21T16:42:00.000,2023-04-21T16:40:00.000,False,Not Available,1.06843,199654,579.9,Not Available,Not Available,Not Available,"Restaurant (8078.0), Multifamily Housing (136649.0), Urgent Care/Clinic/Other Outpatient (1847.0), Supermarket/Grocery Store (15552.0), Parking (19556.0), Retail Store (17972.0)",Not Available,Ok,3.2,98.4,1130.9,10003,1910267,Not Available,Not Available,0,Not Available,2023-03-21T00:00:00.000,Not Available,2023-02-27T00:00:00.000,108.3,0,Not Available,1.06843,17436131.3,Not Available,Not Available,Ok,True,10918300.4,Not Available,Not Available,Not Available,Not Available,Not Available
23749705,Mack Edge - 134-140 Grand St,1084588,134-140 Grand St,1900,Not Available,59511,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,166014,403.1,2022-12-31T00:00:00.000,No,90.2,2023-03-17T11:59:00.000,2023-03-17T11:59:00.000,False,Not Available,0.33607,71413,248.6,Not Available,Not Available,Not Available,"Multifamily Housing (59511.0), Retail Store (11902.0)",Not Available,Ok,3.5,92.8,403.1,10013,535667,{1} is marked as No.,Not Available,0,Not Available,2023-03-16T00:00:00.000,Not Available,2023-03-08T00:00:00.000,76.4,0,Not Available,0.33607,6442309.8,Not Available,Not Available,Ok,False,4448599.9,Not Available,Not Available,Not Available,Not Available,Not Available
6222853,165 West 83rd Street,1032111,165 West 83rd Street,1912,Not Available,36512,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134.7,2022-12-31T00:00:00.000,No,61.8,2023-04-20T10:23:00.000,2023-04-20T10:22:00.000,False,Not Available,0.98598,36512,94.7,Not Available,Not Available,Not Available,Multifamily Housing (36512.0),Not Available,Possible Issue,2.6,Not Available,134.7,10025,138475.5,Not Available,Not Available,0,Not Available,2023-04-20T00:00:00.000,Not Available,2023-02-24T00:00:00.000,87.1,0,Not Available,0.98598,2255605.7,Not Available,Not Available,Ok,True,1783127.4,Not Available,Not Available,Not Available,Not Available,Not Available
2795611,M&&L: 1188 Grand Concourse,2002748,1188 Grand Concourse,1938,Not Available,120276,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,184.4,2022-12-31T00:00:00.000,No,19.8,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.88962,125276,42.1,Not Available,Not Available,Not Available,"Multifamily Housing (120276.0), Retail Store (5000.0)",Not Available,Ok,0.3,19.4,184.4,10456,493174,{1} is marked as No.,Not Available,0,Not Available,2023-04-13T00:00:00.000,Not Available,2023-02-24T00:00:00.000,52.7,0,Not Available,0.88962,2475609.6,Not Available,Not Available,Ok,False,792899.9,Not Available,Not Available,Not Available,Not Available,Not Available
23853078,850 Metropolitan Ave,3330330,850 Metropolitan Ave,1920,Not Available,41156,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,128,2022-12-31T00:00:00.000,Unable to Check (not enough data),45.6,2023-04-27T18:16:00.000,2023-04-27T18:16:00.000,False,Not Available,0,41156,51.8,Not Available,Not Available,Not Available,Multifamily Housing (41156.0),Not Available,Ok,1.3,46,128,11211,264289.1,Not Available,Not Available,0,Not Available,2023-04-24T00:00:00.000,Not Available,,46.4,0,Not Available,0.77753,1877254.3,Not Available,Not Available,Ok,False,975500,Not Available,Not Available,Not Available,Not Available,Not Available
8688508,874 43rd Street,3011061,PO Box 320671 Bush Terminal,1926,Not Available,30556,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,225.6,2022-12-31T00:00:00.000,No,131.1,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,0,30556,190.9,Not Available,Not Available,Not Available,Multifamily Housing (30556.0),Not Available,Ok,6.2,137.6,225.6,11232,120508,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,108.1,0,Not Available,1.43998,4004773.7,Not Available,Not Available,Ok,False,3593600.4,Not Available,Not Available,Not Available,Not Available,Not Available
2795626,M&&L: 1861 Sedgwick Ave,2009250,1861 Sedgwick Ave,1941,Not Available,67892,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,248.6,2022-12-31T00:00:00.000,No,62.4,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0,67892,185.1,Not Available,Not Available,Not Available,Multifamily Housing (67892.0),Not Available,Ok,2.7,63.4,248.6,10453,219898,Not Available,Not Available,0,Not Available,2023-03-18T00:00:00.000,Not Available,2023-02-24T00:00:00.000,64.2,0,Not Available,0.67755,4235792.2,Not Available,Not Available,Ok,False,3485500.3,Not Available,Not Available,Not Available,Not Available,Not Available
7524974,Flavio Realty Corp,4010276,25-02 Steinway Street,1929,Not Available,30292,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65.7,2022-12-31T00:00:00.000,Unable to Check (not enough data),28.8,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,0,30292,13.4,Not Available,Not Available,Not Available,Multifamily Housing (30292.0),Not Available,Ok,0.4,28.2,65.7,11103,181256,Not Available,Not Available,0,Not Available,2023-04-19T00:00:00.000,Not Available,2023-04-19T00:00:00.000,48.3,0,Not Available,1.22144,871245.5,Not Available,Not Available,Ok,False,252800,Not Available,Not Available,Not Available,Not Available,Not Available
6314934,Royalton Park Ave,1088542,50 East 29th Street,2006,Not Available,213567,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1836.2,2022-12-31T00:00:00.000,No,136.7,2023-03-13T10:29:00.000,2023-03-13T10:29:00.000,False,Not Available,Not Available,213567,1066.7,Not Available,Not Available,Not Available,Hotel (213567.0),Not Available,Ok,5,136.7,1836.2,10019,2667774,Not Available,Not Available,Not Available,Not Available,2023-03-11T00:00:00.000,Not Available,2023-02-27T00:00:00.000,129.7,0,Not Available,Not Available,29185545,Not Available,Not Available,Ok,False,20083099.8,Not Available,Not Available,Not Available,Not Available,Not Available
21325208,Salanter Akiba Riverdale Academy,2086339,503 west 259 Street,2017,Not Available,109914,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,622.3,2022-12-31T00:00:00.000,No,80.7,2023-05-01T22:53:00.000,2023-05-01T22:53:00.000,False,Not Available,Not Available,109914,215,Not Available,Not Available,Not Available,K-12 School (109914.0),Not Available,Ok,2,82.7,622.3,10471,1411975,Not Available,Not Available,Not Available,Not Available,2023-03-10T00:00:00.000,Not Available,2023-02-27T00:00:00.000,87.8,0,Not Available,Not Available,8865458.3,Not Available,Not Available,Ok,False,4047799.8,Not Available,Not Available,Not Available,Not Available,Not Available
2797763,BPC: 245 Henry Street,3002223;3818115,245 Henry Street,1957,Not Available,62919,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,207.9,2022-12-31T00:00:00.000,No,55.6,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.87414,62919,148.2,Not Available,Not Available,Not Available,Multifamily Housing (62919.0),Not Available,Ok,2.4,56.7,207.9,11201,207259,Not Available,Not Available,0,Not Available,2023-04-11T00:00:00.000,Not Available,2023-02-27T00:00:00.000,82.9,0,Not Available,0.87414,3496567.9,Not Available,Not Available,Ok,False,2789400.1,Not Available,Not Available,Not Available,Not Available,Not Available
24222803,Resolution -  251 West 30th Street,1014338,251 West 30th Street,1927,100,104199,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,640.6,2022-12-31T00:00:00.000,No,79.2,2023-03-29T13:16:00.000,2023-03-29T13:15:00.000,False,Not Available,Not Available,104199,461.7,Not Available,Not Available,Not Available,Office (104199.0),No,Ok,4.4,81.3,640.6,10001,620153,Not Available,Not Available,Not Available,Not Available,2023-03-23T00:00:00.000,Not Available,2023-02-24T00:00:00.000,132,0,Not Available,Not Available,8247961.6,104199,Not Available,Ok,False,Not Available,Not Available,Not Available,Not Available,Not Available,6131999.5
22027762,617 West 170th Street,1063473,617 West 170th Street,1917,Not Available,30020,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,45.9,2022-12-31T00:00:00.000,No,19.6,2023-04-27T18:39:00.000,2023-04-27T18:38:00.000,False,Not Available,1.09927,30020,6.4,Not Available,Not Available,Not Available,Multifamily Housing (30020.0),Not Available,Ok,0.2,19.3,45.9,10032,137061,Not Available,Not Available,0,Not Available,2023-04-25T00:00:00.000,Not Available,2023-02-24T00:00:00.000,53,0,Not Available,1.09927,588152.1,Not Available,Not Available,Ok,False,120500,Not Available,Not Available,Not Available,Not Available,Not Available
18104646,802 Avenue U,3397665 ; 3193141,802 Avenue U,2006,Not Available,41000,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85.2,2022-12-31T00:00:00.000,No,34.7,2023-03-11T15:47:00.000,2023-03-11T15:47:00.000,False,Not Available,0.4878,41000,59.4,Not Available,Not Available,Not Available,Multifamily Housing (41000.0),Not Available,Ok,1.4,35.3,85.2,11223,89616,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-24T00:00:00.000,78.6,0,Not Available,0.4878,1423469.8,Not Available,Not Available,Ok,False,1117700,Not Available,Not Available,Not Available,Not Available,Not Available
19931472,TGI - 120 3rd Street,3008006,120 3rd Street,1976,100,27405,Not Available,Not Available,Not Available,16761950,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,2022-12-31T00:00:00.000,Unable to Check (not enough data),Not Available,2023-03-07T14:56:00.000,2023-03-07T14:55:00.000,False,Not Available,Not Available,27405,0,Not Available,Not Available,Not Available,Office (27405.0),Not Available,Unable to Check (not enough data),0,Not Available,0,11231,Not Available,Property has no energy meters.,Not Available,Not Available,Not Available,2022-03-22T00:00:00.000,Not Available,,52.9,0,Not Available,Not Available,Not Available,27405,Not Available,Ok,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
