building_id,facility_name,address_1,natural_gas_use_therms,supermarkets_grocery_gross,medical_office_percent_cooled,supermarkets_grocery_weekly,office_weekly_operating_hours,city,supermarkets_grocery_percent,hotel_presence_of_cooking,address_2,supermarkets_grocery_presence,national_average_source_eui,office_pc_density,bank_financial_institution_2,supermarkets_grocery_walk,fuel_oil_56_use_kbtu,k_12_school_walk_in_refrig,k_12_school_percent_cooled,supermarkets_grocery_number_2,retail_workers_density,energy_star_application_status,multifamily_home_number_of_1,retail_exterior_entrance,indoor_water_use_per_sq_ft,other_gross_floor_area_sq,hotel_onsite_laundry_short,target_site_energy_intensity,other_space_type_name
2675844,DE 1424 - 33 east 70th,33 east 70th,,,100.0,,,ny,,,,,,,,,,,,,1.0,No Status Available,53.0,1.0,,,,0.0,
2681764,RY- 671 Lincoln Ave,671 Lincoln Ave,277398.6,,,,,Brooklyn,,,,,,,,,,,,,1.0,No Status Available,319.0,1.0,,,,0.0,
2665592,Stellar 801-11 NEILL AVENUE,801-11 NEILL AVENUE,,,,,,BX,,,,,,,,,18004932.01,,,,1.0,No Status Available,237.0,1.0,,,,0.0,
2658705,Pinnacle - 11 hillside,11 hillside ave,,,,,,ny,,,,,,,,,9025115.68,,,,,No Status Available,90.0,,,,,0.0,
2721680,United - 1110/1130 Stadium Ave,1110 Stadium Avenue,,,,,,Bronx,,,1130 Stadium Avenue,,,,,,,,,,,No Status Available,130.0,,,,,0.0,
2679416,DE 2472 - 184 thompson,184 thompson street,71959.2,,,,,ny,,,,,,,,,,,,,1.0,No Status Available,140.0,1.0,,,,0.0,
2668685,SW - 350 w 55th,350 w 55th street,,,,,,ny,,,,,,,,,5979087.64,,,,,No Status Available,125.0,,,,,0.0,
2693045,DE 2178 -139-15 83rd Avenue,2178 - 139-15 83rd Avenue,183962.8,,,,,queens,,,,,,,,,,,,,,No Status Available,287.0,,,,,0.0,
2800482,Sample Facility,,,,,,55.0,Arlington,,,,,148.6,2.13,,,,,,,,No Status Available,,,,,,,
2650382,Chestnut-2700 Grand Concourse,2700 Grand Concourse,27658.3,,,,,Bronx,,,,,,,,,,,,,,No Status Available,66.0,,,,,0.0,
2665071,Pinnacle - 147-44 73rd ave,147-44 73rd ave,20980.2,,,,,queens,,,,,,,,,,,,,,No Status Available,72.0,,,,,0.0,
2665548,Stellar 1889 SEDGWICK AVENUE,1889 SEDGWICK AVENUE,,,,,,BX,,,,,,,,,9879239.19,,,,,No Status Available,103.0,,,,,0.0,
2678549,DE 1200 - 208-11 26th ave,208-11 26th ave,58775.3,,,,65.0,queens,,,,,,2.2,,,,,,,,No Status Available,149.0,,,,,0.0,
2680047,RY- 1751 Second Ave,1751 Second ave,,,,,65.0,New York,,,,,,2.2,,,,,,,1.0,No Status Available,578.0,1.0,,,,0.0,
2684886,Clipper - 1402 brooklyn ave,1402 Brooklyn Avenue - 1420 Brooklyn Avenue,87017.6,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,420.0,,,,,0.0,
2634011,309 west 104 owners corp,309 west 104th St,3090.0,,,,,NY,,,,,,,,,,,,,,No Status Available,,,296.35,,,0.0,
2674115,Stellar 1020-26 Amsterdam Avenue,1020-26 Amsterdam Avenue,,,,,,New York,,,,,,,,,5818812.53,,,,1.0,No Status Available,66.0,1.0,,,,0.0,
2667225,SW - 27-10 30th,27-10 30th ave,3601.5,,,,,queens,,,,,,,,,,,,,,No Status Available,66.0,,,,,0.0,
2693054,DE 1286 - 45 sutton place,45 sutton place,,,,,,ny,,,,,,,,,,,,,,No Status Available,275.0,,,,,0.0,
2656156,Samson - 160 front,160 front street,,,,,,ny,,,,,,,,,,,,,1.0,No Status Available,62.0,1.0,,,,0.0,
2685952,DE 1606 - 77 east 12th,77 east 12th street,,,,,,ny,,,,,,,,,7733609.99,,,,1.0,No Status Available,185.0,1.0,,,,0.0,
2552023,420 W. 206th St. Owners Corp,420 West 206th Street,2915.0,,,,,New York,,,,,,,,,6108974.92,,,,,No Status Available,,,,,,0.0,
2682206,Gold - 2164 78 St,2164 78th Street,38640.0,,,,65.0,Brooklyn,,,,,,2.2,,,,,,,,No Status Available,71.0,,,,,0.0,
2721574,United - 260 Ocean Pkwy,260 Ocean Parkway,80875.0,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,76.0,,,,,0.0,
2663690,Vantage- 43-08 40th Street,43-08 40th Street,,,,,,Queens,,,,,,,,,4761804.5,,,,,No Status Available,70.0,,,,,0.0,
2661686,Vantage-151-10 35th Ave,151-10 35th Ave,,,,,,Queens,,,,,,,,,,,,,,No Status Available,50.0,,,,,0.0,
2612292,5400 Westin Hotel Times Square,270 West 43rd Street,261824.7,,,,,New York,,1.0,,,236.4,,,,,,,,,No Status Available,,,42.58,,No laundry facility,0.0,
2663794,Pinnacle - 880 68th,880 68th st,37049.4,,,,,brooklyn,,,,,,,,,,,,,,No Status Available,73.0,,,,,0.0,
2672587,DE 2404 - 136 e 56th,136 east 56th street,,,,,,ny,,,,,,,,,,,,,1.0,No Status Available,146.0,1.0,,,,0.0,
2694382,DE 2618 - 863 park ave,863 Park Avenue,,,100.0,,65.0,New York,,,,,,2.2,,,,,,,,No Status Available,23.0,,,,,0.0,
2681886,DE 1122 - 335 east 51st,335 east 51st street,,,,,,ny,,,,,,,,,,,,,,No Status Available,95.0,,,,,0.0,
2664523,Nostrand - 2430-2450 Haring,"2430, 2450 Haring Street",69273.7,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,108.0,,,,,0.0,
2656275,Samson - 600 west 218th,600 west 218th,,,100.0,,,ny,,,,,,,,,7345621.2,,,,1.0,No Status Available,106.0,1.0,,,,0.0,
2681990,RY- Marcus Garvey (Block and Lot 3575-11),319/341/327 Chester Street,,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,100.0,,,,,0.0,
2682288,Gold - 426-434 E 118th St,426-434 East 118th Street,48589.2,,,,,New York,,,441 East 117 Street,,,,,,,,,,,No Status Available,99.0,,,,,0.0,
2680039,RY- 2375 Southern Blvd,2375 Southern Blvd,,,,,65.0,Bronx,,,,,,2.2,,,,,,,,No Status Available,151.0,,,,,0.0,
2658247,Pinnacle - 610 riverside,610 riverside drive,,,,,,ny,,,,,,,,,7511048.66,,,,,No Status Available,56.0,,,,,0.0,
2679722,DE 7540 - 150 nassau,150 nassau street,,,,,,ny,,,,,,,,,,,,,1.0,No Status Available,125.0,1.0,,,,0.0,
2665595,Stellar 831 BARTHOLDI STREET,831 BARTHOLDI STREET,8911.0,,,,,BX,,,,,,,,,,,,,,No Status Available,61.0,,,,,0.0,
2707907,Esquire - 2626 Homecrest,2626 Homecrest Avenue,,,,,,Brooklyn,,,,,,,,,6003786.57,,,,,No Status Available,139.0,,,,,0.0,
2665547,Stellar 1655 UNDERCLIFF AVENUE,1655 UNDERCLIFF AVENUE,,,,,,BX,,,,,,,,,11386167.47,,,,,No Status Available,125.0,,,,,0.0,
2664118,Sovereign - 425 East 58th Street,425 East 58th Street,797300.4,,100.0,,,NEW YORK,,,,,,,,,,,,,,No Status Available,360.0,,,,,0.0,
2685980,DE 1774 - 54-17 31st ave,54-17 31st ave,515028.1,,,,,queens,,,,,,,,,,,,,,No Status Available,968.0,,,,,0.0,
2704614,DE 1360 - 111 Fourth Ave,111 Fourth Avenue,79761.4,,,,65.0,New York,,,,,,2.2,,,,,,,1.0,No Status Available,168.0,1.0,,,,0.0,
2685839,DE 1410 - 115 fourth ave,115 fourth ave,,,,,,ny,,,,,,,,,7113891.32,,,,1.0,No Status Available,85.0,1.0,,,,0.0,
2647932,710 West End,710 West End,1600.9,,,,,New York,,,,,,,,,5627955.64,,,,,No Status Available,,,,,,0.0,
2674022,DE 1524 - 944 fifth ave,944 fifth ave,,,100.0,,,ny,,,,,,,,,,,,,,No Status Available,14.0,,,,,0.0,
2661152,Pinnacle - 2985 botanical,2985 botanical square,,,,,,bronx,,,,,,,,,8518172.33,,,,1.0,No Status Available,90.0,1.0,,,,0.0,
2649988,Chestnut-1005 Walton Ave,1005 Walton Ave,43680.5,,,,,Bronx,,,,,,,,,,,,,,No Status Available,74.0,,,,,0.0,
2656464,Samson - 144-67 41st,144-67 41st ave,,,,,,queens,,,,,,,,,13746189.39,,,,,No Status Available,208.0,,,,,0.0,
2659247,Vantage-41-26 73rd Street,41-26 73rd Street,,,,,,Queens,,,,,,,,,5314611.51,,,,,No Status Available,58.0,,,,,0.0,
2677039,Stellar 320-22 east 52nd,320-22 east 52nd street,,,,,,ny,,,,,,,,,,,,,1.0,No Status Available,85.0,1.0,,,,0.0,
1819837,Center for Automotive Education and Training,15-30 Petracca Place,,,,,,Whitestone,,,,,,,,,,,,,,No Status Available,,,,,,,
2680667,Thor Equities 129 W 29th St,129 W 29th St,,,,,65.0,New York,,,,,244.4,2.2,,,,,,,1.0,No Status Available,,1.0,,,,0.0,
2661176,Pinnacle - 2995 botanical,2995 botanical square,,,,,,bronx,,,,,,,,,8315645.58,,,,1.0,No Status Available,90.0,1.0,,,,0.0,
2662061,Vantage-3915 Broadway,3915 Broadway,,,,,,New York,,,,,,,,,5515645.85,,,,1.0,No Status Available,44.0,1.0,,,,0.0,
2680552,TKR - Howard 63-09 108th Street,63-09 108th Street,75361.2,,100.0,,,NY,,,,,,,,,,,,,,No Status Available,111.0,,,,,0.0,
2704825,DE 2700 - 340 E 23rd St,340 East 23rd Street,,,,,,New York,,,,,,,,,,,,,1.0,No Status Available,207.0,1.0,,,,0.0,
2653303,Chestnut-2170 University,2170 University,83320.0,,,,,Bronx,,,,,,,,,,,,,,No Status Available,112.0,,,,,0.0,
2661471,Pinnacle - 1420 noble,1420 noble ave,,,,,,bronx,,,,,,,,,,,,,,No Status Available,78.0,,,,,0.0,
2665622,Stellar 522 Ocean Avenue,522 Ocean Avenue,,,,,,Bklyn,,,,,,,,,7469705.64,,,,1.0,No Status Available,86.0,1.0,,,,0.0,
2794405,Mt. Sinai - 3 E 101st St,3 East 101st Street,,,100.0,,,New York,,,,,,,,,,,,,,No Status Available,85.0,,,,,0.0,
2664185,Pinnacle - 25-10 30 road,25-10 30 road,,,,,,ny,,,,,,,,,11792330.18,,,,,No Status Available,118.0,,,,,0.0,
2661825,Pinnacle - 225 parkside,225 parkside ave,116166.6,,100.0,,,brooklyn,,,,,,,,,,,,,1.0,No Status Available,124.0,1.0,,,,0.0,
2643873,1818 Anthony Ave.,1818 Anthony Ave.,5935.9,,,,,Bronx,,,,,,,,,6457505.28,,,,,No Status Available,,,,,,0.0,
2682467,RY- 10/40 West Moshulo Pkwy,10/40 West Mosholu Pkwy,79404.0,,,,,Bronx,,,,,,,,,,,,,,No Status Available,871.0,,,,,0.0,
2721542,United - 3111 Brighton 1st Pl,3111 Brighton 1st Place,56386.0,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,65.0,,,,,0.0,
2679656,DE 1928 - 1155 park ave,1155 park ave,,,100.0,,,ny,,,,,,,,,8136576.82,,,,,No Status Available,59.0,,,,,0.0,
2661140,Pinnacle - 6 west 90th,6 west 90th street,,,,,,ny,,,,,,,,,,,,,1.0,No Status Available,57.0,1.0,,,,0.0,
2641872,23-35 BELL BLVD,23-35 BELL BLVD,2343.0,,,,,Bayside,,,,,,,,,4889640.18,,,,,No Status Available,,,,,,0.0,
2674069,DE 2740 - 53-11 99th,53-11 99th street,52867.5,,,,,ny,,,,,,,,,,,,,,No Status Available,151.0,,,,,0.0,
2647894,211 E 18th st.,211 E 18th st.,67690.0,,,,,New York,,,,,,,,,,,,,,No Status Available,,,,,,0.0,
2665128,ABRO 110 SEAMAN AVE,110 SEAMAN AVE,,,,,,NEW YORK,,,,,,,,,5556810.74,,,,,No Status Available,85.0,,,,,0.0,
2682218,Gold - 27 W 67 St,27 West 67th Street,,,,,,New York,,,23 West 67th Street,,,,,,3326122.91,,,,,No Status Available,31.0,,,,,0.0,
2704413,286 F.W. INC.,286 Fort Washington Avenue,,,,,,New York,,,,,,,,,,,,,,No Status Available,,,,,,0.0,
2681775,DE 2260/2270 - 240 centre,240 centre street,,,,,65.0,ny,,,,,,2.2,,,,,,,,No Status Available,55.0,,,,,0.0,
2674025,DE 1532 - 45 west 54th,45 west 54th street,,,100.0,,,ny,,,,,,,,,,,,,,No Status Available,53.0,,,,,0.0,
2693049,DE 1266 - 74-02 43rd ave,74-02 43rd ave,44630.4,,,,,queens,,,,,,,,,,,,,,No Status Available,90.0,,,,,0.0,
2665121,Pinnacle - 150-44 73rd,150-44 73rd ave,22260.6,,,,,queens,,,,,,,,,,,,,,No Status Available,144.0,,,,,0.0,
2685921,DE 1434 - 245 east 54th,245 east 54th street,,,100.0,,65.0,ny,,,,,,2.2,,,28148849.45,,,,1.0,No Status Available,447.0,1.0,,,,0.0,
2684981,Clipper - 1405 Brooklyn Ave,"1405,1421,1425 Brooklyn Avenue",94043.0,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,144.0,,,,,0.0,
2675807,DE 1288 - 911 park ave,911 park ave,,,100.0,,,ny,,,,,,,,,8244353.98,,,,,No Status Available,41.0,,,,,0.0,
2681905,DE 1264 - 221/225 east 63rd,221/225 east 63rd street,,,,,,ny,,,,,,,,,12950623.3,,,,,No Status Available,152.0,,,,,0.0,
2653727,Chestnut-1515 Macombs Road,1515 Macombs Road,,,,,,Bronx,,,,,,,,,10023425.57,,,,,No Status Available,109.0,,,,,0.0,
2665901,Stonehenge 20 Park Avenue,20 Park Avenue,,,100.0,,65.0,NY,,,,,,2.2,,,,,,,1.0,No Status Available,100.0,1.0,,,,0.0,
2673458,DE 1446 - 305 east 40th,305 east 40th street,17258.0,,100.0,,,ny,,,,,,,,,26626347.38,,,,1.0,No Status Available,359.0,1.0,,,,0.0,
2653526,Chestnut-54 West 174th Street,54 West 174th Street,45546.8,,,,,Bronx,,,,,,,,,,,,,,No Status Available,59.0,,,,,0.0,
2721565,United - 1120 Brighton Beach Ave,1120 Brighton Beach Avenue,123327.8,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,154.0,,,,,0.0,
2669097,SW - 65 hillside,65 hillside ave,,,,,,ny,,,,,,,,,,,,,,No Status Available,55.0,,,,,0.0,
2653133,Chestnut-1549 Townsend Ave,1549 Townsend Ave,,,,,,Bronx,,,,,,,,,6810618.37,,,,,No Status Available,64.0,,,,,0.0,
2653220,Chestnut-1520 Sheridan Ave,1520 Sheridan Ave,,,,,,Bronx,,,,,,,,,7347408.5,,,,,No Status Available,72.0,,,,,0.0,
2792435,Gold 2 - 800 Manor Road,800 Manor Road,,,,,65.0,Staten Island,,,,,,2.2,,,,,,,1.0,No Status Available,104.0,1.0,,,,0.0,
2665053,ABRO 300 WEST 49TH STREET,300 WEST 49TH STREE,,,,,,NEW YORK,,,,,,,,,8137608.19,,,,1.0,No Status Available,108.0,1.0,,,,0.0,
2662117,Pinnacle - 176 Clarkson,176 clarkson avenue,89333.7,,,,,brooklyn,,,,,,,,,,,,,,No Status Available,93.0,,,,,0.0,
2665443,Stellar 1061 St. Nicholas  Avenue,1061 St. Nicholas  Avenue,,,,,,ny,,,,,,,,,,,,,1.0,No Status Available,45.0,1.0,,,,0.0,
2795844,Sample Facility,,,,,,55.0,Arlington,,,,,148.6,2.13,,,,,,,,No Status Available,,,,,,,
2707995,Esquire - 660 Madison Ave,660 Madison Avenue,,,,,65.0,New York,,,,,265.5,2.2,,,,,,,1.0,No Status Available,,1.0,,,,0.0,
2684696,Clipper - 1351 new york ave,1351-1355 New York Avenue,195168.0,,,,,brooklyn,,,3301-3505 Foster Ave,,,,,,,,,,,No Status Available,504.0,,,,,0.0,
2661779,Vantage- 4455 Broadway,4455 Broadway,,,,,,New York,,,,,,,,,6332656.6,,,,1.0,No Status Available,77.0,1.0,,,,0.0,
2672549,DE 1520 - 255 w 108th,255 w 108th street,,,,,,ny,,,,,,,,,6799990.34,,,,1.0,No Status Available,108.0,1.0,,,,0.0,
2664101,Pinnacle - 94-06 34th,94-06 34th street,,,,,,queens,,,,,,,,,,,,,,No Status Available,58.0,,,,,0.0,
2659018,Vantage-4101 Broadway,4101 Broadway,,,,,,New York,,,,,,,,,1983698.51,,,,1.0,No Status Available,76.0,1.0,,,,0.0,
2655056,Milstein 280 rector place,280 rector place,59306.0,,,,65.0,New York,,,,,,2.2,,,,,,,,No Status Available,121.0,,,,,0.0,
2665191,Pinnacle - 87-50 kingston,87-50 kingston place,5960.5,,100.0,,65.0,queens,,,,,,2.2,,,,,,,,No Status Available,77.0,,,,,0.0,
2684315,DE 1170 - 1165 park ave,1165 park ave,,,100.0,,,ny,,,,,,,,,7959492.96,,,,,No Status Available,58.0,,,,,0.0,
