row_id,nhours,animal_waste,route_id,sector_name,graffiti,activity,fixed_post,broken_glass
1579964,0.5,No,1906.0,Queens Sector 3.4,No,Mobilization,No,No
1579294,0.15,Yes,1733.0,Brooklyn Sector 1,No,Work,No,Yes
1579358,8.5,No,,Brooklyn Sector 11.15,No,Work,Yes,No
1580875,2.2,No,,Brooklyn Sector 6.7,No,Work,Yes,No
1579431,0.1,No,2707.0,Bronx Sector 1.2,No,Work,No,No
1583197,0.45,No,1968.0,Queens Sector 15,No,Work,No,No
1582199,0.05,No,1732.0,Brooklyn Sector 1,No,Work,No,No
1580327,0.58,No,2040.0,Brooklyn Sector 13,No,Mobilization,No,No
1580055,7.5,No,,Bronx Sector 3.6,No,Work,Yes,No
1581839,3.0,No,2795.0,Brooklyn Sector 10.12,No,Work,No,No
1580082,0.5,No,2849.0,Manhattan Sector 10.11,No,Work,No,No
1581800,0.25,No,2819.0,Queens Sector 7A,No,Work,No,No
1581160,1.0,No,,Manhattan Sector 7.9,No,Work,Yes,No
1581582,0.25,No,1849.0,Manhattan Sector 10.11,No,Work,No,Yes
1581575,0.03,No,2810.0,Queens Sector 10.12,No,Work,No,No
1582004,0.83,Yes,2773.0,Bronx Sector 4.5,No,Work,No,Yes
1783506,0.5,No,2061.0,Staten Island Sector 2.2B,No,Mobilization,No,No
1582903,0.2,Yes,2560.0,Manhattan Sector 3,No,Work,No,No
1581943,0.5,No,2815.0,Queens Sector 10.12,No,Mobilization,No,No
1580704,0.42,Yes,2756.0,Bronx Sector 3.6,Yes,Work,No,Yes
1579627,0.25,No,1752.0,Brooklyn Sector 6.7,No,Break,No,No
1582544,0.07,No,2830.0,Queens Sector 1.2,No,Work,No,No
1581677,1.25,No,,Bronx Sector 3.6,No,Work,Yes,No
1579394,0.05,No,2847.0,Brooklyn Sector 1,No,Work,No,No
1581088,2.83,No,,Queens Sector 3.4,No,Work,Yes,No
1581125,0.08,No,1755.0,Brooklyn Sector 6.7,No,Work,No,No
1581489,2.0,No,,Manhattan Sector 1.2,No,Work,Yes,No
1581578,1.33,No,,Manhattan Sector 1.2,No,Work,Yes,No
1579633,0.33,No,1834.0,Manhattan Sector 7.9,No,Work,No,No
1579778,0.25,Yes,2376.0,Manhattan Sector 12.12A,Yes,Work,No,Yes
1581784,1.25,No,,Bronx Sector 1.2,No,Work,Yes,No
1582661,0.33,No,,Manhattan Sector 14,No,Work,Yes,No
1580831,3.74,Yes,,Staten Island Sector 2.2B,No,Work,Yes,No
1580408,2.3,No,,Brooklyn Sector 2,No,Work,Yes,No
1580942,0.03,No,2830.0,Queens Sector 1.2,No,Work,No,No
1579630,0.46,Yes,2513.0,Brooklyn Sector 10.12,No,Work,No,Yes
1582179,0.08,No,2707.0,Bronx Sector 1.2,No,Work,No,No
1581910,0.35,No,1763.0,Brooklyn Sector 14.19,No,Work,No,No
1579649,1.08,No,,Manhattan Sector 3,No,Work,Yes,No
1580766,0.25,No,2514.0,Brooklyn Sector 10.12,No,Mobilization,No,No
1581717,0.25,No,2796.0,Brooklyn Sector 14.19,No,Break,No,No
1690158,0.08,No,1746.0,Brooklyn Sector 2,No,Work,No,No
1581586,0.42,Yes,1976.0,Bronx Sector 7.8,No,Work,No,Yes
1580427,0.1,No,2814.0,Brooklyn Sector 3.4,No,Work,No,No
1583151,1.0,No,1849.0,Manhattan Sector 10.11,No,Work,No,No
1579324,8.5,No,,Brooklyn Sector 11.15,No,Work,Yes,No
1581084,1.83,No,2714.0,Bronx Sector 1.2,No,Other,No,No
1581900,0.26,Yes,1984.0,Bronx Sector 9.10,No,Work,No,Yes
1580926,0.02,No,2848.0,Brooklyn Sector 1,No,Work,No,No
1578663,0.75,No,2765.0,Brooklyn Sector 17.18,No,Work,No,No
1580583,0.59,No,2781.0,Brooklyn Sector 1,No,Work,No,No
1581734,0.23,Yes,1942.0,Queens Sector 8.9,Yes,Work,No,No
1579576,0.08,No,2849.0,Manhattan Sector 10.11,No,Work,No,No
1582600,0.51,Yes,1959.0,Queens Sector 11.13,No,Work,No,Yes
1.58e+06,0.3,Yes,1983.0,Bronx Sector 9.10,No,Work,No,Yes
1581156,0.42,No,1992.0,Bronx Sector 13,No,Work,No,No
1581081,0.5,No,2771.0,Manhattan Sector 7.9,No,De-Mobilization,No,No
1581185,0.36,No,2744.0,Bronx Sector 4.5,No,Work,No,No
1696808,0.5,No,2805.0,Manhattan Sector 11R,No,Lunch,No,No
1580188,0.83,Yes,,Bronx Sector 3.6,Yes,Work,Yes,Yes
1579655,0.12,Yes,2824.0,Brooklyn Sector 8.9,No,Work,No,Yes
1579151,0.28,Yes,1732.0,Brooklyn Sector 1,No,Work,No,Yes
1579728,4.75,No,,Queens Sector 8.9,No,Work,Yes,No
1581623,0.33,Yes,1753.0,Brooklyn Sector 6.7,No,Work,No,No
1582543,0.53,No,1928.0,Queens Sector 7,No,Work,No,No
1581731,0.17,No,,Bronx Sector 1.2,No,Work,Yes,No
1581630,0.25,Yes,2736.0,Bronx Sector 4.5,No,Work,No,Yes
1579425,0.17,No,1959.0,Queens Sector 11.13,No,Mobilization,No,No
1580934,0.13,Yes,1912.0,Queens Sector 5.6,No,Work,No,Yes
1581125,0.5,Yes,1755.0,Brooklyn Sector 6.7,No,Work,No,Yes
1580344,0.74,No,2735.0,Bronx Sector 4.5,Yes,Work,No,Yes
1580987,0.17,No,2849.0,Manhattan Sector 10.11,No,Work,No,No
1579204,0.12,Yes,1977.0,Bronx Sector 7.8,No,Work,No,Yes
1580023,0.25,No,2611.0,Manhattan Sector 6.8.15,No,Mobilization,No,No
1581677,1.25,No,,Bronx Sector 3.6,No,Work,Yes,No
1581965,0.12,No,2796.0,Brooklyn Sector 14.19,No,Other,No,No
1580817,0.35,No,1953.0,Queens Sector 10.12,No,Work,No,Yes
1582832,0.57,No,1849.0,Manhattan Sector 10.11,No,Mobilization,No,No
1581757,0.33,No,2052.0,Staten Island Sector 1,No,Work,No,No
1581706,0.15,No,2707.0,Bronx Sector 1.2,No,Work,No,No
158078900.00%,0.83,Yes,1752.0,Brooklyn Sector 6.7,No,Work,No,No
1699432,0.25,No,2810.0,Queens Sector 10.12,No,Work,No,No
1582581,0.5,No,2583.0,Bronx Sector 15.15A,No,Lunch,No,No
1581572,0.42,No,1919.0,Queens Sector 5A.16,No,Work,No,No
1579719,0.17,No,2719.0,Bronx Sector 3.6,No,Work,No,No
1579935,0.25,No,,Bronx Sector 1.2,No,Work,Yes,No
1582896,0.37,No,2246.0,Manhattan Sector 12.12A,No,Work,No,No
1582860,0.42,No,,Queens Sector 7,No,Work,Yes,No
1579229,0.83,Yes,2740.0,Bronx Sector 4.5,No,Work,No,Yes
1579482,4.25,No,,Queens Sector 8.9,No,Work,Yes,No
1581114,0.45,No,2053.0,Staten Island Sector 1,No,Work,No,No
1582004,2.25,Yes,2773.0,Bronx Sector 4.5,No,Work,No,Yes
1582004,2.25,Yes,2773.0,Bronx Sector 4.5,No,Work,No,Yes
1580475,0.75,No,2420.0,Manhattan Sector 7.9,No,Lunch,No,No
1580200,0.08,Yes,2063.0,Staten Island Sector 2.2B,No,Work,No,Yes
1580055,7.5,No,,Bronx Sector 3.6,No,Work,Yes,No
1579230,0.07,No,1939.0,Queens Sector 8.9,No,Work,No,No
1583141,8.5,Yes,,Brooklyn Sector 5.16,No,Work,Yes,Yes
1580224,0.04,No,1732.0,Brooklyn Sector 1,No,Work,No,No
1579770,2.25,Yes,2738.0,Bronx Sector 4.5,No,Work,No,Yes
1579871,2.5,No,,Bronx Sector 1.2,No,Work,Yes,No
1580974,0.5,No,2079.0,Staten Island Sector 3,No,Lunch,No,No
1579919,0.83,No,2747.0,Bronx Sector 4.5,No,Other,No,No
1581449,0.5,No,2249.0,Manhattan Sector 12.12A,No,Mobilization,No,No
1580596,3.59,Yes,,Staten Island Sector 2.2B,No,Work,Yes,No
1581298,0.25,No,2396.0,Staten Island Sector 3,No,Work,No,No
1580416,0.08,No,1927.0,Queens Sector 7,No,Other,No,No
1954792,0.3,No,2822.0,Queens Sector 10.12,No,Mobilization,No,No
1582067,0.68,Yes,2052.0,Staten Island Sector 1,No,Work,No,Yes
1581668,0.08,Yes,1948.0,Queens Sector 10.12,No,Work,No,No
1581410,8.5,No,,Queens Sector 5.6,No,Work,Yes,No
157982900.00%,0.13,No,2854.0,Manhattan Sector 10.11,No,Work,No,No
1579148,8.5,No,,Queens Sector 5.6,No,Work,Yes,No
1580662,1.7,No,,Queens Sector 1.2,No,Work,Yes,No
1638093,0.37,No,1752.0,Brooklyn Sector 6.7,No,Work,No,No
1581299,1.17,Yes,2756.0,Bronx Sector 3.6,Yes,Work,No,Yes
