objectid,bin,latitude,longitude,census_tract,physicalid,parkzone,length,:@computed_region_yeji_bk3q,communityboard
149657,2018822.0,40.896998,-73.872832,449.01,,,,5,212.0
142426,3378162.0,40.611724,-73.923151,670.0,68944.0,,,2,318.0
143632,3150795.0,40.628809,-74.033349,44.0,84775.0,,,2,310.0
131222,1087691.0,40.798798,-73.952826,216.0,148645.0,,,4,110.0
134843,4108948.0,40.774218,-73.813487,1059.0,20244.0,,,3,407.0
145640,5053746.0,40.582551,-74.089013,112.01,85632.0,,,1,502.0
144027,5053755.0,40.582156,-74.089574,112.01,44999.0,,,1,502.0
140463,5023792.0,40.637641,-74.130035,207.02,76905.0,,,1,501.0
140434,4228308.0,40.727339,-73.743248,554.0,32307.0,,,3,413.0
149639,5057151.0,40.558822,-74.111046,128.06,95882.0,,,1,503.0
149250,1044859.0,40.767905,-73.958332,126.01,21705.0,,,4,108.0
149638,5056426.0,40.559062,-74.110715,128.06,98844.0,,,1,503.0
143630,3015045.0,40.640926,-74.012438,100.0,37028.0,,,2,307.0
127623,1006911.0,40.732132,-73.986541,40.02,80041.0,,,4,103.0
149642,3135079.0,40.614252,-73.986763,258.0,51031.0,,,2,311.0
150032,5056413.0,40.560123,-74.111908,128.06,95327.0,,,1,503.0
146450,5055476.0,40.561109,-74.113828,128.06,90288.0,,,1,503.0
140472,5047921.0,40.59318,-74.072842,70.02,86424.0,,,1,502.0
140425,5015241.0,40.622643,-74.09148,39.0,53929.0,,,1,501.0
145264,3245652.0,40.579067,-73.95616,610.04,85317.0,,,2,313.0
143231,3130596.0,40.624075,-73.983022,470.0,86572.0,,,2,312.0
150048,5056443.0,40.56021,-74.112783,128.06,63116.0,,,1,503.0
127226,4208349.0,40.710897,-73.808956,230.0,27114.0,,,3,408.0
148423,4287374.0,40.660728,-73.74788,680.0,27477.0,,,3,413.0
148039,5109668.0,40.562376,-74.115248,128.06,88553.0,,,1,503.0
144034,5041745.0,40.590466,-74.186562,291.02,49540.0,,,1,502.0
120825,,,,,50098.0,,,1,501.0
145252,5053733.0,40.582898,-74.08821,112.01,85632.0,,,1,502.0
134830,2053793.0,40.866967,-73.862242,340.0,86738.0,,,5,211.0
151229,4091941.0,40.709991,-73.876998,619.0,10023.0,,,3,405.0
138864,5015214.0,40.623922,-74.091186,39.0,53926.0,,,1,501.0
142430,5041612.0,40.595363,-74.18259,291.02,101471.0,,,1,502.0
150057,5011750.0,40.62082,-74.138028,201.0,61902.0,,,1,501.0
148445,3199442.0,40.59804,-73.958153,582.0,43884.0,,,2,315.0
149249,1079409.0,40.796274,-73.933928,178.0,26995.0,,,4,111.0
135623,5013921.0,40.623922,-74.075628,27.0,98446.0,,,1,501.0
150451,1081585.0,40.798818,-73.963936,189.0,23429.0,,,4,107.0
139641,5149406.0,40.622524,-74.092737,39.0,94128.0,,,1,501.0
148036,5109647.0,40.561866,-74.116521,128.06,164299.0,,,1,503.0
138440,5015147.0,40.625648,-74.09148,39.0,98342.0,,,1,501.0
140423,5015240.0,40.622909,-74.091397,39.0,53929.0,,,1,501.0
146442,5053746.0,40.582551,-74.089013,112.01,85632.0,,,1,502.0
145646,5109656.0,40.561866,-74.116521,128.06,88563.0,,,1,503.0
148454,1044859.0,40.767905,-73.958332,126.01,21705.0,,,4,108.0
148437,5109658.0,40.561866,-74.116521,128.06,88553.0,,,1,503.0
140846,5015230.0,40.622125,-74.09297,39.0,94128.0,,,1,501.0
139644,5015231.0,40.621895,-74.093111,39.0,94128.0,,,1,501.0
140454,5015229.0,40.62234,-74.092855,39.0,94128.0,,,1,501.0
143224,4294578.0,40.65017,-73.842231,892.01,32954.0,,,3,410.0
140829,5015256.0,40.622859,-74.088858,39.0,49964.0,,,1,501.0
148030,5109701.0,40.562915,-74.116329,128.06,164303.0,,,1,503.0
148022,5003234.0,40.631882,-74.100283,67.0,78177.0,,,1,501.0
140444,5015245.0,40.623191,-74.088804,39.0,85842.0,,,1,501.0
131228,2059496.0,40.879119,-73.853979,388.0,100590.0,,,5,212.0
148434,5109719.0,40.562915,-74.116329,128.06,164299.0,,,1,503.0
139225,5113098.0,40.625416,-74.075262,27.0,55645.0,,,1,501.0
138833,4255491.0,40.669668,-73.807658,818.0,97296.0,,,3,410.0
122425,1018263.0,40.742684,-73.980354,72.0,3722.0,,,4,106.0
149647,3133038.0,40.623409,-73.995627,250.0,57873.0,,,2,311.0
140853,5023791.0,40.637778,-74.130356,207.02,76905.0,,,1,501.0
150045,5057161.0,40.559516,-74.112249,128.06,95882.0,,,1,503.0
140031,5023884.0,40.636197,-74.130976,207.02,59012.0,,,1,501.0
146446,5109655.0,40.561866,-74.116521,128.06,88563.0,,,1,503.0
151623,5035229.0,40.608027,-74.150715,273.01,58347.0,,,1,502.0
138434,5110572.0,40.624352,-74.088852,39.0,49966.0,,,1,501.0
142823,1026505.0,40.762072,-73.991441,127.0,1879.0,,,4,104.0
139624,5015250.0,40.623082,-74.090681,39.0,53929.0,,,1,501.0
138834,5110572.0,40.624352,-74.088852,39.0,49966.0,,,1,501.0
138861,5015210.0,40.624122,-74.091586,39.0,70011.0,,,1,501.0
131622,3150207.0,40.629874,-74.031725,44.0,37491.0,,,2,310.0
133623,3013757.0,40.640973,-74.005005,108.01,42316.0,,,2,307.0
138459,5015218.0,40.623737,-74.092029,39.0,85841.0,,,1,501.0
144032,2024586.0,40.830784,-73.869334,68.0,40524.0,,,5,209.0
148459,2004751.0,40.830751,-73.900324,151.0,41787.0,,,5,203.0
146034,5109696.0,40.562915,-74.116329,128.06,164303.0,,,1,503.0
131632,4111276.0,40.773481,-73.798263,1059.0,96274.0,,,3,407.0
142029,2085869.0,40.887111,-73.913697,309.0,59758.0,,,5,208.0
124424,5021099.0,40.601239,-74.130901,187.03,64943.0,,,1,502.0
135633,5013907.0,40.623347,-74.077497,27.0,98446.0,,,1,501.0
150831,5056426.0,40.559062,-74.110715,128.06,98844.0,,,1,503.0
150459,4136084.0,40.764631,-73.784377,1133.0,83411.0,,,3,411.0
138024,5013859.0,40.624767,-74.077131,27.0,57196.0,,,1,501.0
148054,1055502.0,40.79797,-73.962239,189.0,23318.0,,,4,107.0
135232,5013872.0,40.624566,-74.078186,27.0,93751.0,,,1,501.0
145239,5109698.0,40.562915,-74.116329,128.06,164303.0,,,1,503.0
132422,4166599.0,40.730205,-73.728917,1621.0,34367.0,,,3,413.0
146429,,,,,,,,1,502.0
140437,4019162.0,40.774794,-73.920609,95.0,65898.0,,,3,401.0
134825,5013890.0,40.624342,-74.075696,27.0,98446.0,,,1,501.0
148055,4266079.0,40.674899,-73.78125,294.0,96965.0,,,3,412.0
139638,5015228.0,40.622729,-74.092661,39.0,94128.0,,,1,501.0
146425,4455240.0,40.78373,-73.780517,997.04,34294.0,,,3,407.0
