sign_oac_no,job_status,job_status_descrp,efiling_filed,sign_oac_registration,latest_action_date,applicant_professional_title,rank,dense_rank
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/14/2017 00:00:00,RA,1,13
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/14/2017 00:00:00,RA,1,13
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/19/2017 00:00:00,PE,1,14
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/19/2017 00:00:00,RA,1,14
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/19/2017 00:00:00,RA,1,14
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/19/2017 00:00:00,RA,1,14
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/22/2017 00:00:00,RA,1,15
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/22/2017 00:00:00,PE,1,15
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/22/2017 00:00:00,PE,1,15
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/25/2017 00:00:00,PE,1,16
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/26/2017 00:00:00,RA,1,17
      ,D,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/28/2017 00:00:00,PE,1,18
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/28/2017 00:00:00,PE,1,18
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,RA,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/03/2017 00:00:00,PE,1,19
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/04/2017 00:00:00,PE,1,20
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/06/2017 00:00:00,PE,1,21
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/06/2017 00:00:00,PE,1,21
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/10/2017 00:00:00,PE,1,22
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/10/2017 00:00:00,PE,1,22
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/10/2017 00:00:00,PE,1,22
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/10/2017 00:00:00,PE,1,22
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/10/2017 00:00:00,PE,1,22
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,PE,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,PE,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,PE,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,PE,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,PE,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/11/2017 00:00:00,RA,1,23
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/12/2017 00:00:00,RA,1,24
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,10/12/2017 00:00:00,RA,1,24
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,07/28/2017 00:00:00,PE,1,1
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,07/28/2017 00:00:00,PE,1,1
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,07/28/2017 00:00:00,PE,1,1
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,07/28/2017 00:00:00,PE,1,1
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,07/28/2017 00:00:00,PE,1,1
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,07/28/2017 00:00:00,PE,1,1
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,08/01/2017 00:00:00,PE,1,2
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,08/25/2017 00:00:00,PE,1,3
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,09/15/2017 00:00:00,RA,1,4
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,09/20/2017 00:00:00,PE,1,5
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,09/20/2017 00:00:00,PE,1,5
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,09/28/2017 00:00:00,PE,1,6
      ,J,PLAN EXAM - APPROVED                    ,Y,      ,10/03/2017 00:00:00,PE,1,7
      ,P,PLAN EXAM - APPROVED                    ,Y,      ,10/06/2017 00:00:00,PE,1,8
      ,H,PLAN EXAM - IN PROCESS                  ,Y,      ,09/01/2017 00:00:00,RA,1,1
      ,J,PLAN EXAM - DISAPPROVED                 ,Y,      ,08/03/2017 00:00:00,PE,1,1
      ,J,PLAN EXAM - DISAPPROVED                 ,Y,      ,08/03/2017 00:00:00,PE,1,1
      ,J,PLAN EXAM - DISAPPROVED                 ,Y,      ,08/29/2017 00:00:00,PE,1,2
      ,J,PLAN EXAM - DISAPPROVED                 ,Y,      ,08/29/2017 00:00:00,PE,1,2
      ,R,PLAN EXAM - DISAPPROVED                 ,Y,      ,09/12/2017 00:00:00,PE,1,3
      ,R,PLAN EXAM - DISAPPROVED                 ,Y,      ,09/12/2017 00:00:00,PE,1,3
      ,R,PLAN EXAM - DISAPPROVED                 ,Y,      ,09/12/2017 00:00:00,PE,1,3
      ,R,PLAN EXAM - DISAPPROVED                 ,Y,      ,09/12/2017 00:00:00,PE,1,3
      ,R,PLAN EXAM - DISAPPROVED                 ,Y,      ,10/03/2017 00:00:00,PE,1,4
      ,J,PLAN EXAM - DISAPPROVED                 ,Y,      ,10/03/2017 00:00:00,PE,1,4
      ,R,PLAN EXAM - DISAPPROVED                 ,Y,      ,10/04/2017 00:00:00,PE,1,5
      ,R,PLAN EXAM - DISAPPROVED                 ,Y,      ,10/04/2017 00:00:00,PE,1,5
      ,J,PLAN EXAM - DISAPPROVED                 ,Y,      ,10/11/2017 00:00:00,RA,1,6
      ,J,PLAN EXAM - DISAPPROVED                 ,Y,      ,10/11/2017 00:00:00,RA,1,6
