bin,latitude,longitude,block,street_name,inspection_date,si_req_debris_insects,meet_standards,ecoli,nys_certified,rank,dense_rank
1048403.0,40.784248,-73.952103,1522,Lexington Avenue,2022-08-16,Y,,A,Y,1,2
1048403.0,40.784248,-73.952103,1522,Lexington Avenue,2022-08-16,Y,,A,Y,1,2
1040076.0,40.753232,-73.966227,1361,Mitchell Place,2020-06-08,Y,,A,Y,1,1
1046824.0,40.780073,-73.95909,1496,EAST 85 STREET,2022-06-08,Y,,A,Y,1,1
1043139.0,40.772894,-73.961997,1410,EAST   75 STREET,2016-07-08,Y,Y,A,Y,1,1
1013711.0,40.739851,-74.002439,764,Eighth Avenue,2019-12-14,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
1036482.0,40.75903,-73.970321,1309,LEXINGTON AVE,2015-10-03,Y,,A,Y,1,1
3000265.0,40.694032,-73.987205,142,Metrotech,2018-05-18,Y,,A,Y,1,1
3426373.0,40.69195,-73.979965,2085,Willoughby Street,2023-06-21,Y,,A,Y,1,1
3426373.0,40.69195,-73.979965,2085,Willoughby Street,2023-06-21,Y,,A,Y,1,1
1084781.0,40.764149,-73.955251,1480,East 68th st,2015-03-13,Y,,A,Y,1,1
1084781.0,40.764149,-73.955251,1480,East 68th st,2015-03-13,Y,,A,Y,1,1
1044859.0,40.767905,-73.958332,1446,East 71st St,2016-12-05,Y,,A,Y,1,1
1085936.0,40.802359,-73.949425,1600,Malcolm X BLVD,2018-06-26,Y,,A,Y,1,1
1053222.0,40.803788,-73.947892,1717,West 119th Street,2020-02-20,Y,Y,A,Y,1,1
1053222.0,40.803788,-73.947892,1717,West 119th Street,2020-02-20,Y,Y,A,Y,1,1
1083860.0,40.758782,-73.977036,1266,5TH AVENUE,2015-11-21,Y,,A,Y,1,1
1080768.0,40.739576,-73.988871,850,East 21st Street,2020-06-27,Y,Y,A,Y,1,1
1080768.0,40.739576,-73.988871,850,East 21st Street,2020-06-27,Y,Y,A,Y,1,1
1047704.0,40.777843,-73.955722,1513,East 84th Street,2023-07-18,Y,,A,Y,1,1
1083348.0,40.708439,-74.003704,94,Beekman Street,2022-06-22,Y,,A,Y,1,1
1050543.0,40.776185,-73.947751,1565,East 86th Street,2022-11-28,Y,,A,Y,1,1
1050543.0,40.776185,-73.947751,1565,East 86th Street,2022-11-28,Y,,A,Y,1,1
3337808.0,40.668293,-73.979237,1086,6th Street,2024-01-24,Y,,A,Y,1,1
1043221.0,40.774711,-73.96118,1412,Park Avenue,2024-07-25,Y,,A,Y,5,2
1043221.0,40.774711,-73.96118,1412,Park Avenue,2024-07-25,Y,,A,Y,5,2
1043221.0,40.774711,-73.96118,1412,Park Avenue,2024-07-25,Y,,A,Y,5,2
1043221.0,40.774711,-73.96118,1412,Park Avenue,2024-07-25,Y,,A,Y,5,2
1019122.0,40.749524,-73.97906,894,Park Avenue,2025-10-23,Y,,A,Y,1,3
1019122.0,40.749524,-73.97906,894,Park Avenue,2025-10-23,Y,,A,Y,1,3
1019122.0,40.749524,-73.97906,894,Park Avenue,2025-10-23,Y,,A,Y,1,3
1019122.0,40.749524,-73.97906,894,Park Avenue,2025-10-23,Y,,A,Y,1,3
1029901.0,40.778223,-73.980737,1143,WEST   72 STREET,2020-12-08,Y,Y,A,Y,1,1
1029901.0,40.778223,-73.980737,1143,WEST   72 STREET,2020-12-08,Y,Y,A,Y,1,1
1079998.0,40.724743,-73.997341,511,Broadway,2024-05-03,Y,,A,Y,1,1
1079998.0,40.724743,-73.997341,511,Broadway,2024-05-03,Y,,A,Y,1,1
1079998.0,40.724743,-73.997341,511,Broadway,2024-05-03,Y,,A,Y,1,1
1079998.0,40.724743,-73.997341,511,Broadway,2024-05-03,Y,,A,Y,1,1
1079998.0,40.724743,-73.997341,511,Broadway,2024-05-03,Y,,A,Y,1,1
1016929.0,40.74476,-73.985135,859,MADISON AVENUE,2020-12-19,Y,Y,A,Y,1,1
1016929.0,40.74476,-73.985135,859,MADISON AVENUE,2020-12-19,Y,Y,A,Y,1,1
1016929.0,40.74476,-73.985135,859,MADISON AVENUE,2020-12-19,Y,Y,A,Y,1,1
1041959.0,40.763179,-73.96658,1395,EAST 61 STREET,2023-10-03,Y,,A,Y,1,1
1015782.0,40.74616,-73.986939,832,WEST   30 STREET,2018-10-22,Y,Y,A,Y,1,1
4312067.0,40.728632,-73.868701,3102,62 AVENUE,2016-06-09,Y,,A,Y,1,1
3392969.0,40.6934,-73.988915,140,Adams Street,2019-07-17,Y,,A,Y,1,1
3392969.0,40.6934,-73.988915,140,Adams Street,2019-07-17,Y,,A,Y,1,1
1076684.0,40.812475,-73.961931,1993,Claremont Avenue,2015-08-22,Y,,A,Y,1,1
1076684.0,40.812475,-73.961931,1993,Claremont Avenue,2015-08-22,Y,,A,Y,1,1
1076684.0,40.812475,-73.961931,1993,Claremont Avenue,2015-08-22,Y,,A,Y,1,1
1076684.0,40.812475,-73.961931,1993,Claremont Avenue,2015-08-22,Y,,A,Y,1,1
1042466.0,40.767114,-73.964264,1401,EAST   67 STREET,2017-08-15,Y,Y,A,Y,1,1
1042466.0,40.767114,-73.964264,1401,EAST   67 STREET,2017-08-15,Y,Y,A,Y,1,1
1087518.0,40.715534,-74.016651,16,River Terrace,2016-04-06,Y,,A,Y,1,1
1076145.0,40.740246,-73.992324,821,West 20 Street,2024-10-19,Y,,A,Y,1,1
1076145.0,40.740246,-73.992324,821,West 20 Street,2024-10-19,Y,,A,Y,1,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030903.0,40.784064,-73.98136,1170,West End Avenue,2021-12-14,Y,,A,Y,4,1
1030390.0,40.778954,-73.985088,1162,West End Avenue,2022-06-15,Y,,A,Y,1,2
1030390.0,40.778954,-73.985088,1162,West End Avenue,2022-06-15,Y,,A,Y,1,2
1030390.0,40.778954,-73.985088,1162,West End Avenue,2022-06-15,Y,,A,Y,1,2
1075433.0,40.804624,-73.96571,1883,WEST 111 STREET,2017-06-27,Y,,A,Y,1,1
1087679.0,40.790637,-73.976591,1250,WEST END AVENUE,2025-07-28,Y,,A,Y,1,1
1087679.0,40.790637,-73.976591,1250,WEST END AVENUE,2025-07-28,Y,,A,Y,1,1
1087679.0,40.790637,-73.976591,1250,WEST END AVENUE,2025-07-28,Y,,A,Y,1,1
1008894.0,40.731817,-73.999271,552,Washington Square West,2021-02-24,Y,,A,Y,1,1
