objectid,t2_objectid,bin,latitude,t2_longitude,citycouncil,pssite,rank,dense_rank
125222,125222,5021099.0,40.601239,-74.130901,49.0,Street,1,21
138029,138029,5013941.0,40.624008,-74.078463,49.0,Street,1,22
138029,138029,5013941.0,40.624008,-74.078463,49.0,Street,1,22
138854,138854,5015158.0,40.624319,-74.092703,49.0,Street,1,23
145650,145650,5055480.0,40.561383,-74.114278,50.0,Street,1,24
150050,150050,5055466.0,40.560933,-74.114123,50.0,Street,1,25
149627,149627,5055492.0,40.561302,-74.113227,50.0,Street,1,26
146436,146436,5052936.0,40.58308,-74.090335,50.0,Street,1,27
146436,146436,5052936.0,40.58308,-74.090335,50.0,Street,1,27
146436,146436,5052936.0,40.58308,-74.090335,50.0,Street,1,27
146436,146436,5052936.0,40.58308,-74.090335,50.0,Street,1,27
150445,150445,5055471.0,40.560579,-74.113546,50.0,Street,1,27
146436,146436,5052936.0,40.58308,-74.090335,50.0,Street,1,27
146436,146436,5052936.0,40.58308,-74.090335,50.0,Street,1,27
136022,136022,4311383.0,40.744403,-73.904419,26.0,Street,1,28
124423,124423,5021099.0,40.601239,-74.130901,49.0,Street,1,29
124423,124423,5021099.0,40.601239,-74.130901,49.0,Street,1,29
124423,124423,5021099.0,40.601239,-74.130901,49.0,Street,1,29
124423,124423,5021099.0,40.601239,-74.130901,49.0,Street,1,29
124423,124423,5021099.0,40.601239,-74.130901,49.0,Street,1,29
124423,124423,5021099.0,40.601239,-74.130901,49.0,Street,1,29
144026,144026,5053757.0,40.582016,-74.089304,50.0,Street,1,30
149245,149245,5055411.0,40.561415,-74.115088,50.0,Street,1,31
138423,138423,5108840.0,40.624182,-74.077375,49.0,Street,1,32
138423,138423,5108840.0,40.624182,-74.077375,49.0,Street,1,32
134827,134827,5013918.0,40.623782,-74.076078,49.0,Street,1,33
149636,149636,5056396.0,40.560063,-74.110871,50.0,Street,1,34
150041,150041,5056429.0,40.559355,-74.11109,50.0,Street,1,35
150024,150024,5146219.0,40.527818,-74.19951,51.0,Street,1,36
151631,151631,4063714.0,40.723535,-73.890156,30.0,Street,1,37
144040,144040,3154345.0,40.618441,-74.02346,43.0,Street,1,38
138426,138426,5013871.0,40.624406,-74.078103,49.0,Street,1,39
146051,146051,5056369.0,40.561358,-74.111644,50.0,Street,1,40
138880,138880,4155141.0,40.731663,-73.779285,23.0,Street,1,41
148449,148449,3027963.0,40.67921,-73.96381,35.0,Street,1,42
149234,149234,4165995.0,40.73715,-73.736528,23.0,Street,1,43
149248,149248,4293481.0,40.654283,-73.850035,32.0,Street,1,44
129223,129223,5033920.0,40.598724,-74.133895,50.0,Street,1,45
136024,136024,5013908.0,40.623427,-74.077241,49.0,Street,1,46
138429,138429,5013935.0,40.624186,-74.078899,49.0,Street,1,47
